"giorno_leg","leg_14","leg_15","leg_16","leg_17","leg_18","leg_19"
1515,72,NA,229,482,302,NA
1516,72,NA,229,482,302,NA
1517,72,NA,229,482,302,NA
1518,72,NA,229,482,302,NA
1519,72,NA,229,482,302,NA
1520,73,NA,229,482,302,NA
1521,74,NA,229,482,302,NA
1522,76,NA,229,482,302,NA
1523,76,NA,229,482,302,NA
1524,76,NA,229,482,302,NA
1525,76,NA,229,482,302,NA
1526,76,NA,229,482,302,NA
1527,76,NA,229,484,302,NA
1528,76,NA,229,484,302,NA
1529,76,NA,229,494,302,NA
1530,76,NA,229,494,303,NA
1531,76,NA,229,494,303,NA
1532,76,NA,229,494,303,NA
1533,76,NA,229,494,303,NA
1534,76,NA,229,494,303,NA
1535,76,NA,229,495,303,NA
1536,76,NA,229,495,303,NA
1537,76,NA,229,495,303,NA
1538,76,NA,229,495,303,NA
1539,76,NA,229,495,303,NA
1540,76,NA,230,495,303,NA
1541,76,NA,230,495,303,NA
1542,76,NA,230,495,303,NA
1543,76,NA,230,496,304,NA
1544,76,NA,230,496,304,NA
1545,76,NA,230,496,304,NA
1546,76,NA,230,496,304,NA
1547,76,NA,230,496,304,NA
1548,76,NA,230,496,355,NA
1549,76,NA,230,496,365,NA
1550,76,NA,230,497,383,NA
1551,76,NA,230,499,384,NA
1552,76,NA,230,499,384,NA
1553,76,NA,230,499,384,NA
1554,76,NA,230,499,385,NA
1555,76,NA,230,500,386,NA
1556,76,NA,230,500,396,NA
1557,76,NA,230,501,396,NA
1558,76,NA,230,501,396,NA
1559,76,NA,230,501,396,NA
1560,76,NA,230,501,396,NA
1561,76,NA,230,501,396,NA
1562,76,NA,230,501,396,NA
1563,76,NA,230,502,396,NA
1564,76,NA,230,504,397,NA
1565,76,NA,230,504,397,NA
1566,76,NA,230,504,397,NA
1567,76,NA,230,504,397,NA
1568,76,NA,230,504,397,NA
1569,76,NA,230,504,398,NA
1570,76,NA,230,504,399,NA
1571,76,NA,230,505,401,NA
1572,76,NA,230,505,401,NA
1573,76,NA,230,505,401,NA
1574,76,NA,230,505,401,NA
1575,76,NA,230,518,401,NA
1576,76,NA,230,518,401,NA
1577,76,NA,230,518,401,NA
1578,76,NA,230,518,406,NA
1579,76,NA,230,519,406,NA
1580,76,NA,230,519,406,NA
1581,77,NA,230,519,406,NA
1582,77,NA,230,519,408,NA
1583,77,NA,230,520,409,NA
1584,77,NA,230,520,411,NA
1585,77,NA,230,521,413,NA
1586,77,NA,230,521,414,NA
1587,77,NA,230,521,417,NA
1588,77,NA,230,521,417,NA
1589,77,NA,230,521,419,NA
1590,77,NA,230,523,419,NA
1591,78,NA,230,523,419,NA
1592,78,NA,230,523,419,NA
1593,78,NA,230,524,419,NA
1594,78,NA,230,524,419,NA
1595,78,NA,230,524,419,NA
1596,78,NA,230,525,419,NA
1597,78,NA,230,525,421,NA
1598,78,NA,230,525,421,NA
1599,78,NA,230,526,421,NA
1600,78,NA,230,526,421,NA
1601,78,NA,230,526,421,NA
1602,78,NA,230,526,421,NA
1603,78,NA,230,526,421,NA
1604,78,NA,230,526,421,NA
1605,78,NA,230,526,421,NA
1606,78,NA,230,526,421,NA
1607,78,NA,230,526,421,NA
1608,78,NA,230,526,421,NA
1609,78,NA,230,526,421,NA
1610,78,NA,230,526,421,NA
1611,78,NA,230,526,421,NA
1612,78,NA,230,526,421,NA
1613,78,NA,230,526,421,NA
1614,78,NA,230,526,421,NA
1615,78,NA,230,526,421,NA
1616,78,NA,230,526,421,NA
1617,78,NA,230,526,421,NA
1618,78,NA,230,526,423,NA
1619,78,NA,230,526,423,NA
1620,78,NA,230,526,423,NA
1621,78,NA,230,526,423,NA
1622,78,NA,230,526,423,NA
1623,78,NA,230,526,423,NA
1624,78,NA,231,526,425,NA
1625,78,NA,231,526,426,NA
1626,78,NA,231,526,427,NA
1627,78,NA,231,526,428,NA
1628,78,NA,231,526,430,NA
1629,78,NA,231,526,430,NA
1630,78,NA,231,526,430,NA
1631,78,NA,231,526,430,NA
1632,78,NA,231,526,431,NA
1633,79,NA,232,527,433,NA
1634,79,NA,232,527,434,NA
1635,79,NA,232,527,434,NA
1636,79,NA,232,527,434,NA
1637,80,NA,232,527,434,NA
1638,80,NA,232,527,434,NA
1639,81,NA,232,527,434,NA
1640,81,NA,232,527,434,NA
1641,81,NA,232,527,434,NA
1642,81,NA,232,527,434,NA
1643,81,NA,232,527,434,NA
1644,81,NA,232,527,434,NA
1645,81,NA,232,527,434,NA
1646,81,NA,232,528,434,NA
1647,81,NA,232,528,434,NA
1648,81,NA,232,528,434,NA
1649,81,NA,232,528,434,NA
1650,81,NA,232,528,434,NA
1651,81,NA,232,528,434,NA
1652,81,NA,233,528,434,NA
1653,81,NA,233,528,434,NA
1654,81,NA,233,528,434,NA
1655,81,NA,234,528,435,NA
1656,81,NA,234,528,435,NA
1657,81,NA,234,528,435,NA
1658,81,NA,234,528,435,NA
1659,81,NA,235,528,435,NA
1660,81,NA,237,528,435,NA
1661,81,NA,237,528,435,NA
1662,81,NA,237,528,NA,NA
1663,81,NA,237,528,NA,NA
1664,81,NA,237,528,NA,NA
1665,81,NA,237,528,NA,NA
1666,81,NA,238,528,NA,NA
1667,81,NA,238,530,NA,NA
1668,82,NA,241,530,NA,NA
1669,82,NA,245,530,NA,NA
1670,82,NA,245,530,NA,NA
1671,82,NA,245,530,NA,NA
1672,82,NA,245,530,NA,NA
1673,82,NA,245,530,NA,NA
1674,82,NA,245,531,NA,NA
1675,82,NA,245,531,NA,NA
1676,82,NA,245,531,NA,NA
1677,82,NA,245,531,NA,NA
1678,82,NA,245,531,NA,NA
1679,82,NA,245,531,NA,NA
1680,82,NA,245,531,NA,NA
1681,82,NA,245,531,NA,NA
1682,82,NA,245,532,NA,NA
1683,82,NA,245,532,NA,NA
1684,82,NA,245,533,NA,NA
1685,82,NA,245,533,NA,NA
1686,82,NA,245,533,NA,NA
1687,82,NA,245,534,NA,NA
1688,82,NA,246,535,NA,NA
1689,82,NA,247,535,NA,NA
1690,82,NA,247,535,NA,NA
1691,82,NA,247,535,NA,NA
1692,82,NA,247,535,NA,NA
1693,82,NA,247,535,NA,NA
1694,82,NA,247,535,NA,NA
1695,82,NA,247,535,NA,NA
1696,82,NA,247,535,NA,NA
1697,82,NA,247,535,NA,NA
1698,82,NA,249,535,NA,NA
1699,82,NA,250,535,NA,NA
1700,82,NA,250,535,NA,NA
1701,82,NA,250,535,NA,NA
1702,82,NA,250,536,NA,NA
1703,82,NA,250,536,NA,NA
1704,82,NA,250,536,NA,NA
1705,82,NA,250,536,NA,NA
1706,82,NA,250,536,NA,NA
1707,82,NA,250,536,NA,NA
1708,82,NA,250,536,NA,NA
1709,82,NA,250,537,NA,NA
1710,82,NA,250,537,NA,NA
1711,83,NA,250,537,NA,NA
1712,83,NA,250,538,NA,NA
1713,83,NA,250,538,NA,NA
1714,83,NA,250,538,NA,NA
1715,83,NA,250,538,NA,NA
1716,83,NA,251,538,NA,NA
1717,83,NA,251,538,NA,NA
1718,83,NA,252,541,NA,NA
1719,83,NA,253,542,NA,NA
1720,83,NA,253,542,NA,NA
1721,83,NA,253,542,NA,NA
1722,83,NA,253,542,NA,NA
1723,83,NA,253,542,NA,NA
1724,83,NA,254,543,NA,NA
1725,83,NA,255,543,NA,NA
1726,83,NA,255,543,NA,NA
1727,83,NA,255,543,NA,NA
1728,83,NA,255,543,NA,NA
1729,83,NA,256,544,NA,NA
1730,83,NA,256,551,NA,NA
1731,83,NA,256,551,NA,NA
1732,83,NA,256,551,NA,NA
1733,83,NA,257,551,NA,NA
1734,83,NA,257,551,NA,NA
1735,83,NA,257,551,NA,NA
1736,83,NA,257,551,NA,NA
1737,83,NA,257,553,NA,NA
1738,83,NA,257,554,NA,NA
1739,83,NA,257,558,NA,NA
1740,83,NA,257,569,NA,NA
1741,83,NA,257,569,NA,NA
1742,83,NA,257,569,NA,NA
1743,83,NA,257,569,NA,NA
1744,83,NA,257,569,NA,NA
1745,83,NA,257,569,NA,NA
1746,83,NA,257,569,NA,NA
1747,83,NA,257,569,NA,NA
1748,83,NA,257,569,NA,NA
1749,83,NA,257,569,NA,NA
1750,83,NA,257,569,NA,NA
1751,83,NA,257,569,NA,NA
1752,83,NA,257,569,NA,NA
1753,83,NA,257,569,NA,NA
1754,83,NA,257,569,NA,NA
1755,83,NA,257,569,NA,NA
1756,83,NA,257,569,NA,NA
1757,83,NA,257,570,NA,NA
1758,83,NA,257,570,NA,NA
1759,83,NA,257,570,NA,NA
1760,83,NA,257,571,NA,NA
1761,83,NA,257,571,NA,NA
1762,83,NA,257,571,NA,NA
1763,83,NA,257,571,NA,NA
1764,83,NA,257,571,NA,NA
1765,83,NA,257,571,NA,NA
1766,83,NA,257,571,NA,NA
1767,83,NA,258,571,NA,NA
1768,83,NA,258,571,NA,NA
1769,83,NA,258,571,NA,NA
1770,83,NA,258,571,NA,NA
1771,83,NA,258,572,NA,NA
1772,83,NA,258,572,NA,NA
1773,83,NA,258,572,NA,NA
1774,83,NA,258,572,NA,NA
1775,83,NA,258,572,NA,NA
1776,83,NA,258,572,NA,NA
1777,83,NA,258,572,NA,NA
1778,83,NA,258,572,NA,NA
1779,83,NA,258,572,NA,NA
1780,83,NA,258,572,NA,NA
1781,83,NA,258,572,NA,NA
1782,83,NA,NA,572,NA,NA
1783,83,NA,NA,572,NA,NA
1784,83,NA,NA,572,NA,NA
1785,83,NA,NA,572,NA,NA
1786,83,NA,NA,572,NA,NA
1787,83,NA,NA,572,NA,NA
1788,83,NA,NA,572,NA,NA
1789,83,NA,NA,573,NA,NA
1790,83,NA,NA,573,NA,NA
1791,83,NA,NA,573,NA,NA
1792,83,NA,NA,573,NA,NA
1793,83,NA,NA,573,NA,NA
1794,83,NA,NA,573,NA,NA
1795,NA,NA,NA,573,NA,NA
1796,NA,NA,NA,573,NA,NA
1797,NA,NA,NA,573,NA,NA
1798,NA,NA,NA,573,NA,NA
1799,NA,NA,NA,573,NA,NA
1800,NA,NA,NA,573,NA,NA
1801,NA,NA,NA,573,NA,NA
1802,NA,NA,NA,573,NA,NA
1803,NA,NA,NA,573,NA,NA
1804,NA,NA,NA,573,NA,NA
1805,NA,NA,NA,573,NA,NA
1806,NA,NA,NA,573,NA,NA
1807,NA,NA,NA,573,NA,NA
1808,NA,NA,NA,573,NA,NA
1809,NA,NA,NA,573,NA,NA
1810,NA,NA,NA,573,NA,NA
1811,NA,NA,NA,573,NA,NA
1812,NA,NA,NA,573,NA,NA
1813,NA,NA,NA,573,NA,NA
1814,NA,NA,NA,573,NA,NA
1815,NA,NA,NA,573,NA,NA
1816,NA,NA,NA,573,NA,NA
1817,NA,NA,NA,573,NA,NA
1818,NA,NA,NA,573,NA,NA
1819,NA,NA,NA,573,NA,NA
1820,NA,NA,NA,573,NA,NA
1821,NA,NA,NA,573,NA,NA
1822,NA,NA,NA,573,NA,NA
1823,NA,NA,NA,573,NA,NA
1824,NA,NA,NA,573,NA,NA
1825,NA,NA,NA,573,NA,NA
1826,NA,NA,NA,573,NA,NA
1827,NA,NA,NA,573,NA,NA
1828,NA,NA,NA,573,NA,NA
1829,NA,NA,NA,573,NA,NA
1830,NA,NA,NA,573,NA,NA
