regione,peso,stat,n_anni_6190,n_anni_9120,media_1961_1990,media_1991_2020,t_2003,t_2026,mese,giorni,vs_1961_1990,vs_1991_2020,vs_2003
Lombardia,area,min,30,30,11.103221959401502,13.007248872127228,16.288520348061642,16.275132495475315,6,1-30,5.171910536073813,3.2678836233480872,-0.013387852586326687
Lombardia,pop,max,30,30,22.93470011744149,25.105036068724182,30.783917069597642,29.411062505642604,6,1-30,6.476362388201114,4.3060264369184225,-1.3728545639550376
Lombardia,pop,mean,30,30,18.38183095694255,20.39103582976093,25.228413813879534,24.20526209929059,6,1-30,5.8234311423480385,3.8142262695296587,-1.0231517145889448
Lombardia,pop,min,30,30,13.151076682130432,15.002823261229455,18.881502665068012,18.445235879537126,6,1-30,5.294159197406694,3.442412618307671,-0.4362667855308864
Marche,area,max,30,30,22.78490555762081,24.541778432667435,28.377826230122935,28.059053345033128,6,1-30,5.274147787412318,3.517274912365693,-0.31877288508980683
Marche,area,mean,30,30,18.427230125928208,20.03860617719196,23.380365901090315,23.261399131257598,6,1-30,4.8341690053293895,3.222792954065639,-0.11896676983271703
Marche,area,min,30,30,13.506577036043133,14.818849798979423,17.603780667177922,17.49413115209993,6,1-30,3.9875541160567956,2.6752813531205053,-0.1096495150779937
Marche,pop,max,30,30,23.514092728603778,25.28323189562269,29.25663313786821,28.65487935466276,6,1-30,5.140786626058983,3.3716474590400694,-0.6017537832054494
Marche,pop,mean,30,30,19.62604546934565,21.279608786522786,24.781653773595117,24.39084984723268,6,1-30,4.764804377887028,3.1112410607098937,-0.39080392636243744
Marche,pop,min,30,30,15.127508411808954,16.50114428269668,19.424375302651026,19.083797404365455,6,1-30,3.9562889925565017,2.582653121668777,-0.34057789828557006
Molise,area,max,30,30,22.75005920760451,24.445816277657165,27.6597614658434,28.03627497588958,6,1-30,5.286215768285068,3.590458698232414,0.3765135100461805
Molise,area,mean,30,30,18.130791191624706,19.66533034877117,22.58375940671967,22.850424502262115,6,1-30,4.719633310637409,3.185094153490944,0.26666509554244655
Molise,area,min,30,30,13.130797937128618,14.36880001210899,16.85254496086489,17.106279538155732,6,1-30,3.9754816010271146,2.7374795260467426,0.25373457729084237
Molise,pop,max,30,30,22.981276971200938,24.651107018690386,27.942886112945992,28.270051119860906,6,1-30,5.288774148659968,3.61894410117052,0.3271650069149139
Molise,pop,mean,30,30,18.55079368711353,20.070174462374645,23.07584426059173,23.284708283940102,6,1-30,4.733914596826573,3.214533821565457,0.20886402334837229
Molise,pop,min,30,30,13.72040872754141,14.960544385883534,17.548684673307076,17.72528390446877,6,1-30,4.004875176927362,2.7647395185852375,0.1765992311616955
Piemonte,area,max,30,30,19.383225680135123,21.27335450516394,26.25156511389295,26.046518336472257,6,1-30,6.663292656337134,4.773163831308317,-0.20504677742069433
Piemonte,area,mean,30,30,15.029027700067154,16.84157467481179,21.07520326439481,20.90359614678801,6,1-30,5.874568446720858,4.062021471976223,-0.17160711760679703
Piemonte,area,min,30,30,10.107349424358203,11.784484541743323,15.04660295782777,14.970492092721276,6,1-30,4.863142668363073,3.186007550977953,-0.07611086510649301
Piemonte,pop,max,30,30,21.790293217314094,23.712819429173123,29.405120637655916,29.0659465046447,6,1-30,7.275653287330606,5.353127075471576,-0.33917413301121613
Piemonte,pop,mean,30,30,17.423896243913216,19.2323715570652,24.064049539914627,23.772809856763615,6,1-30,6.348913612850399,4.540438299698415,-0.29123968315101223
Piemonte,pop,min,30,30,12.35313911295165,13.991170703120842,17.63253101102891,17.428438889877217,6,1-30,5.075299776925567,3.4372681867563752,-0.2040921211516924
Puglia,area,max,30,30,25.858458830465917,27.50344683945761,30.517180747791578,30.387733485030186,6,1-30,4.529274654564269,2.884286645572576,-0.12944726276139207
Puglia,area,mean,30,30,21.21833140489825,22.712213463730293,25.46052909474469,25.40469342149137,6,1-30,4.186362016593119,2.6924799577610763,-0.05583567325331984
Puglia,area,min,30,30,16.392608903507593,17.663834208137505,19.979521729089505,20.01877345726457,6,1-30,3.6261645537569756,2.3549392491270638,0.039251728175063505
Puglia,pop,max,30,30,25.829569072920535,27.32002841199948,30.278095469215284,30.048085525795432,6,1-30,4.218516452874898,2.728057113795952,-0.23000994341985148
Puglia,pop,mean,30,30,21.615371278342838,22.99636346028381,25.734113308311652,25.549533210014477,6,1-30,3.934161931671639,2.5531697497306673,-0.18458009829717525
Puglia,pop,min,30,30,17.205410365656924,18.434474114900414,20.83051024814292,20.687037490443128,6,1-30,3.481627124786204,2.2525633755427137,-0.14347275769979362
Sardegna,area,max,30,30,24.564056711540175,26.367634059784386,30.3795581874687,29.824510742501896,6,1-30,5.260454030961721,3.4568766827175104,-0.555047444966803
Sardegna,area,mean,30,30,19.698746694391307,21.199082451780047,24.635747547655143,24.44388714657146,6,1-30,4.745140452180152,3.244804694791412,-0.19186040108368374
Sardegna,area,min,30,30,14.801751428367682,15.900571453952661,18.3849471628061,18.64006498440836,6,1-30,3.8383135560406796,2.7394935304557,0.25511782160226204
Sardegna,pop,max,30,30,24.857166593503905,26.552086435440554,30.526593206428217,30.02964084358291,6,1-30,5.172474250079006,3.477554408142357,-0.4969523628453061
Sardegna,pop,mean,30,30,20.198272955724423,21.642957794793233,25.04804317117695,24.87072920316625,6,1-30,4.672456247441826,3.227771408373016,-0.17731396801070076
Sardegna,pop,min,30,30,15.496338189104753,16.59205918475914,19.06851655764586,19.25362776208284,6,1-30,3.7572895729780864,2.661568577323699,0.18511120443697848
Sicilia,area,max,30,30,25.733756263700467,26.921809583766727,29.131764731995403,28.87255514598945,6,1-30,3.138798882288981,1.9507455622227212,-0.2592095860059551
Sicilia,area,mean,30,30,20.838304470967,21.929217248114117,24.06088584861986,23.968383348921403,6,1-30,3.1300788779544035,2.039166100807286,-0.09250249969845825
Sicilia,area,min,30,30,15.692124840576863,16.62280123972688,18.458967407798436,18.63875178801554,6,1-30,2.946626947438677,2.015950548288661,0.17978438021710375
Sicilia,pop,max,30,30,25.68373576984615,26.836073980456117,29.000499648224306,28.968793330130644,6,1-30,3.2850575602844927,2.1327193496745274,-0.03170631809366142
Sicilia,pop,mean,30,30,21.276837113264918,22.338864640077027,24.450224670723426,24.546412397048947,6,1-30,3.269575283784029,2.2075477569719197,0.09618772632552108
Sicilia,pop,min,30,30,16.64182379833238,17.54098842555957,19.43419338493043,19.770494857889194,6,1-30,3.1286710595568152,2.229506432329625,0.33630147295876256
Toscana,area,max,30,30,22.771388114083503,24.54567795441249,28.903777824486184,28.774075503352595,6,1-30,6.0026873892690915,4.228397548940105,-0.12970232113358904
Toscana,area,mean,30,30,18.39382192205736,19.94952565206417,23.7455095902234,23.691020281012783,6,1-30,5.2971983589554235,3.7414946289486117,-0.054489309210616454
Toscana,area,min,30,30,13.662617730413325,14.994366323550407,18.368587759351588,18.2252586641154,6,1-30,4.562640933702076,3.230892340564994,-0.14332909523618653
Toscana,pop,max,30,30,23.148481256991044,24.94317340020418,29.427707786775787,29.332653006140898,6,1-30,6.184171749149854,4.389479605936717,-0.09505478063488937
Toscana,pop,mean,30,30,18.77390116413192,20.34571339150688,24.29370990179132,24.21913965353464,6,1-30,5.445238489402719,3.8734262620277597,-0.07457024825668057
Toscana,pop,min,30,30,13.926343371868152,15.276674476320556,18.901034774678173,18.65966074799828,6,1-30,4.733317376130129,3.3829862716777246,-0.2413740266798925
Trentino-Alto Adige,area,max,30,30,14.30561215013185,16.167414040856144,20.11023745445179,19.382535236309064,6,1-30,5.076923086177214,3.2151211954529195,-0.7277022181427277
Trentino-Alto Adige,area,mean,30,30,9.808401351364166,11.727353226798993,15.10326123032798,14.817050885391376,6,1-30,5.00864953402721,3.0896976585923834,-0.28621034493660424
Trentino-Alto Adige,area,min,30,30,4.771107572024964,6.709154346138407,9.129810854767738,9.395190034059091,6,1-30,4.624082462034127,2.6860356879206844,0.2653791792913527
Trentino-Alto Adige,pop,max,30,30,16.972264891576,18.68324010722352,22.64315170686385,22.014506989654382,6,1-30,5.042242098078383,3.3312668824308638,-0.6286447172094682
Trentino-Alto Adige,pop,mean,30,30,12.565234608094356,14.384401608656987,17.74626338119672,17.59103593981211,6,1-30,5.025801331717753,3.206634331155122,-0.15522744138461064
Trentino-Alto Adige,pop,min,30,30,7.567624879282131,9.48217727390662,11.801767578459273,12.365896061184321,6,1-30,4.79827118190219,2.883718787277701,0.5641284827250477
Umbria,area,max,30,30,23.01627268906264,24.9264753177504,29.037395260927457,29.175111020516635,6,1-30,6.158838331453996,4.2486357027662365,0.13771575958917737
Umbria,area,mean,30,30,18.064369513686565,19.711026679370615,23.244800243329284,23.464950878849436,6,1-30,5.400581365162871,3.7539241994788206,0.22015063552015235
Umbria,area,min,30,30,12.83553369202521,14.129835089087459,17.35229502481287,17.196594932599574,6,1-30,4.361061240574363,3.0667598435121146,-0.15570009221329784
Umbria,pop,max,30,30,23.54526242886117,25.51164516948089,29.789093066235505,29.806617103632703,6,1-30,6.261354674771532,4.294971934151814,0.0175240373971981
Umbria,pop,mean,30,30,18.490930656490935,20.172045866265247,23.82301296515505,23.952500103668083,6,1-30,5.461569447177148,3.780454237402836,0.1294871385130314
Umbria,pop,min,30,30,13.091357597597996,14.38440038620349,17.67832736817677,17.42144406385468,6,1-30,4.330086466256683,3.037043677651189,-0.2568833043220913
Valle d'Aosta,area,max,30,30,10.63262680566313,13.098273187486363,17.59655689982185,17.189005464495143,6,1-30,6.556378658832013,4.0907322770087795,-0.407551435326706
Valle d'Aosta,area,mean,30,30,6.697168454075864,9.143012997018289,13.327833302012094,12.703431545061198,6,1-30,6.0062630909853345,3.560418548042909,-0.6244017569508955
Valle d'Aosta,area,min,30,30,2.2558148427290297,4.631368416570687,8.34002757836416,7.493859019934526,6,1-30,5.238044177205496,2.862490603363838,-0.8461685584296337
Valle d'Aosta,pop,max,30,30,12.599118424903809,15.211467319178746,19.786821205915732,19.61974633918518,6,1-30,7.020627914281372,4.408279020006434,-0.16707486673055172
Valle d'Aosta,pop,mean,30,30,8.579003789758229,11.132213806204094,15.470352271943831,15.028841697847902,6,1-30,6.449837908089673,3.896627891643808,-0.4415105740959291
Valle d'Aosta,pop,min,30,30,4.062468790521402,6.518654142921915,10.459589230344175,9.720684493956362,6,1-30,5.65821570343496,3.2020303510344474,-0.7389047363878127
Veneto,area,max,30,30,21.509982121299924,23.40363941445916,27.84704237233849,26.526877701575597,6,1-30,5.016895580275673,3.123238287116436,-1.3201646707628925
Veneto,area,mean,30,30,17.309249247097732,19.068900806855506,22.920038000712708,22.01251787317935,6,1-30,4.703268626081616,2.943617066323842,-0.9075201275333598
Veneto,area,min,30,30,12.39799251899658,13.994891318479166,17.096205871377624,16.678344521675093,6,1-30,4.280352002678514,2.6834532031959277,-0.4178613497025303
Veneto,pop,max,30,30,23.224225405858615,25.166430713451213,29.82372232092625,28.31360187802269,6,1-30,5.089376472164076,3.1471711645714784,-1.5101204429035597
Veneto,pop,mean,30,30,19.014956863155216,20.80080270578967,24.85098146198259,23.804950452850903,6,1-30,4.789993589695687,3.004147747061232,-1.0460310091316884
Veneto,pop,min,30,30,14.008089800146653,15.613077311344894,18.882918340419646,18.410576197593635,6,1-30,4.402486397446982,2.797498886248741,-0.4723421428260117
