data,fascia,t_area,t_pop,n_ore
1961-06-26,notte,19.99845915252615,21.249342220273707,12
1961-06-27,giorno,25.569149562329375,26.259285786625114,12
1961-06-27,notte,20.62215980946303,21.825206009055545,12
1961-06-28,giorno,24.868938370111053,25.856281794008016,12
1961-06-28,notte,19.981632832253112,20.908837240847024,12
1961-06-29,giorno,23.52408992389764,24.540398444176525,12
1961-06-29,notte,19.646784765709967,20.89262120002158,12
1961-06-30,giorno,23.66085678251357,24.68017814314749,12
1961-06-30,notte,18.45841675847959,19.752580654616377,12
1962-05-01,giorno,9.866180647596684,11.538007154260686,12
1962-05-02,giorno,11.20408011909198,12.804374020766724,12
1962-05-02,notte,5.29281776866921,6.782206747276479,12
1962-05-03,giorno,13.437568282414784,14.907066337241126,12
1962-05-03,notte,7.059197852616181,8.713322506431872,12
1962-05-04,giorno,13.037898758962859,14.569008989300745,12
1962-05-04,notte,9.272545854238395,10.976667596076874,12
1962-05-05,giorno,13.685436959536588,15.376453038165037,12
1962-05-05,notte,8.746200824218521,10.054672319255783,12
1962-05-06,giorno,15.888658421369515,17.468969366300215,12
1962-05-06,notte,9.232450143959841,10.88245418534087,12
1962-05-07,giorno,18.16416004559111,19.479784887144795,12
1962-05-07,notte,10.7923006566401,12.381953557656795,12
1962-05-08,giorno,19.04538389011892,20.13358599272994,12
1962-05-08,notte,12.351400641018568,14.010318516286215,12
1962-05-09,giorno,18.944135366489377,19.78748640375132,12
1962-05-09,notte,12.969797505518624,14.3840850159708,12
1962-05-10,giorno,18.136064625402383,19.33688664103358,12
1962-05-10,notte,13.05993826203684,14.30034570502056,12
1962-05-11,giorno,16.15620334621129,17.276790576896698,12
1962-05-11,notte,11.853856138269464,13.280947781596325,12
1962-05-12,giorno,15.120991491092605,16.266593440663858,12
1962-05-12,notte,10.777107246997797,12.305356431206251,12
1962-05-13,giorno,15.500140507118282,16.350541081547444,12
1962-05-13,notte,11.229252045461182,12.643871602170682,12
1962-05-14,giorno,14.858060985730134,16.173031981450798,12
1962-05-14,notte,11.618728944560162,12.745896810815424,12
1962-05-15,giorno,13.625145265302898,15.370101156102788,12
1962-05-15,notte,10.266073406434044,11.756083572893019,12
1962-05-16,giorno,14.560719248501638,16.184703423921224,12
1962-05-16,notte,9.385481785187682,10.858150328683138,12
1962-05-17,giorno,15.669163000651047,16.84719480909617,12
1962-05-17,notte,10.09339704673453,11.801594664129055,12
1962-05-18,giorno,16.828806300793886,17.716685786916965,12
1962-05-18,notte,11.076405203860734,12.70214417488411,12
1962-05-19,giorno,16.962995284227837,17.813244063847673,12
1962-05-19,notte,12.862246239686487,13.947939185962463,12
1962-05-20,giorno,15.151145956116498,16.660764374101735,12
1962-05-20,notte,12.762325021915478,14.061216078924478,12
1962-05-21,giorno,14.209942230498463,15.70470643803738,12
1962-05-21,notte,9.703141690867726,11.017518975113312,12
1962-05-22,giorno,16.291414071651207,17.591626009284376,12
1962-05-22,notte,9.772622335593855,11.172030080007682,12
1962-05-23,giorno,17.662372371636867,18.959438801629254,12
1962-05-23,notte,11.46892869654615,13.017099063835078,12
1962-05-24,giorno,18.081695000753914,19.415986288056352,12
1962-05-24,notte,12.744300917466537,14.413262889438405,12
1962-05-25,giorno,16.314621657958593,17.470744224026994,12
1962-05-25,notte,12.525592654979437,14.103588936036502,12
1962-05-26,giorno,16.350873141502014,17.588696274824237,12
1962-05-26,notte,10.968177486270775,12.375311438047747,12
1962-05-27,giorno,17.040053555814282,17.987964868817432,12
1962-05-27,notte,12.223639144919069,13.574411608524368,12
1962-05-28,giorno,18.530392114840616,19.421271692009967,12
1962-05-28,notte,13.029917036836316,14.415102422662365,12
1962-05-29,giorno,19.867279557969333,20.786275602947953,12
1962-05-29,notte,14.070678019300457,15.135923413176128,12
1962-05-30,giorno,21.017998553715827,22.03847810927157,12
1962-05-30,notte,14.495337519297406,15.611359773803557,12
1962-05-31,giorno,21.71936926874077,22.28996456394917,12
1962-05-31,notte,15.832453064276523,17.04824515870782,12
1962-06-01,giorno,20.463919244521108,21.144589907840633,12
1962-06-02,giorno,16.522508367911357,17.56984810484485,12
1962-06-02,notte,14.474196969754884,15.532487170664538,12
1962-06-03,giorno,15.369091325318946,16.685641160424577,12
1962-06-03,notte,11.611813394462676,12.894111457409617,12
1962-06-04,giorno,15.649697539918128,17.065968365006633,12
1962-06-04,notte,10.78183073412421,12.165106780296634,12
1962-06-05,giorno,14.94336942028273,16.553062207692484,12
1962-06-05,notte,10.814229373461881,12.45256225480444,12
1962-06-06,giorno,15.61136945532766,17.467350445896837,12
1962-06-06,notte,10.077454125044575,11.645915055156879,12
1962-06-07,giorno,15.261664608515298,16.967379039854023,12
1962-06-07,notte,10.690205306576978,12.397848244438638,12
1962-06-08,giorno,13.81937537791935,15.456484627485526,12
1962-06-08,notte,10.031606298338449,11.684069005649338,12
1962-06-09,giorno,13.82897484958473,15.35532243896705,12
1962-06-09,notte,9.978238692407757,11.80583854370953,12
1962-06-10,giorno,14.603334103918595,16.182209719167584,12
1962-06-10,notte,10.4271227502215,11.922796457221464,12
1962-06-11,giorno,16.419514354964875,18.230139469419367,12
1962-06-11,notte,10.080022778242371,11.67300434315345,12
1962-06-12,giorno,17.14551802457732,18.45905552833224,12
1962-06-12,notte,11.731858510287356,13.556633555234166,12
1962-06-13,giorno,18.241166719655546,19.15174454629918,12
1962-06-13,notte,12.7436499634406,14.482287444110419,12
1962-06-14,giorno,20.229327074812602,21.268428933941966,12
1962-06-14,notte,14.138727509350852,15.55739961449396,12
1962-06-15,giorno,21.280555315872363,22.330350373533538,12
1962-06-15,notte,15.199497050441867,16.49845784034926,12
1962-06-16,giorno,21.604427631067523,22.69962671496207,12
1962-06-16,notte,16.468905864279222,17.750638301660395,12
1962-06-17,giorno,22.15866512139109,23.481674182845286,12
1962-06-17,notte,16.328674065040612,17.72315336662401,12
1962-06-18,giorno,22.747965746221748,24.23758198335093,12
1962-06-18,notte,16.52251379658963,18.157534204811324,12
1962-06-19,giorno,23.33554303037564,24.801495891510317,12
1962-06-19,notte,17.19778291955732,18.978190405203936,12
1962-06-20,giorno,23.314573188022983,24.613807301456813,12
1962-06-20,notte,17.55495477651963,19.317868743803118,12
1962-06-21,giorno,23.454351184851106,24.63822748236439,12
1962-06-21,notte,17.914218331761028,19.308083118353697,12
1962-06-22,giorno,24.446148146830694,25.8059222486179,12
1962-06-22,notte,18.332021054295094,19.963481790533958,12
1962-06-23,giorno,25.245338494318535,26.677960576855618,12
1962-06-23,notte,18.90555506050312,20.41257307663403,12
1962-06-24,giorno,25.977830928222524,27.431653838261983,12
1962-06-24,notte,19.490996196421083,21.187004914202564,12
1962-06-25,giorno,25.35972420688268,26.724300368847828,12
1962-06-25,notte,20.00842238242378,21.742249253838704,12
1962-06-26,giorno,22.578740460009634,23.346431066171807,12
1962-06-26,notte,19.340977171724344,20.930320082835944,12
1962-06-27,giorno,22.189877398786933,23.41220579443608,12
1962-06-27,notte,17.649632454119615,19.153578116385034,12
1962-06-28,giorno,20.741865397300913,21.650025644557203,12
1962-06-28,notte,16.339668943929226,17.748895394798993,12
1962-06-29,giorno,21.162991533426503,22.30918975771901,12
1962-06-29,notte,15.805406294043838,16.973052241070956,12
1962-06-30,giorno,19.603091676189226,20.889659321173827,12
1962-06-30,notte,15.635967559691037,17.232861046371646,12
1963-05-01,giorno,15.530812494231746,16.95151487609382,12
1963-05-02,giorno,14.06229727336142,15.77208470687015,12
1963-05-02,notte,10.736986445933633,12.32989323073595,12
1963-05-03,giorno,13.389780045819101,14.722988127104136,12
1963-05-03,notte,10.235146857099785,12.042759587139717,12
1963-05-04,giorno,12.281061864016777,13.721536027670226,12
1963-05-04,notte,8.430163268151135,10.12971404004921,12
1963-05-05,giorno,13.193763271952868,14.678717112899715,12
1963-05-05,notte,7.696934161142311,9.058247984548357,12
1963-05-06,giorno,14.3063932907954,15.987948745024015,12
1963-05-06,notte,8.69016666324134,10.147291675236803,12
1963-05-07,giorno,15.512764592855602,17.141272108542836,12
1963-05-07,notte,9.234557248208505,10.668599124533065,12
1963-05-08,giorno,16.330602053350844,17.94001736955173,12
1963-05-08,notte,10.05134633815103,11.58618571289142,12
1963-05-09,giorno,16.898296414889607,18.538703664228688,12
1963-05-09,notte,10.713736070826618,12.348342229421988,12
1963-05-10,giorno,16.045405360206246,17.636971191609376,12
1963-05-10,notte,11.054100186421435,12.775746285501533,12
1963-05-11,giorno,15.53294921121219,17.159699253438223,12
1963-05-11,notte,10.354419248369679,12.09456089580549,12
1963-05-12,giorno,16.11483171203537,18.038807676766716,12
1963-05-12,notte,10.390786497194414,12.149135180032378,12
1963-05-13,giorno,16.055064367229747,17.938433517658357,12
1963-05-13,notte,11.152435681160284,12.904187805558909,12
1963-05-14,giorno,14.264583597998122,15.78384156446412,12
1963-05-14,notte,11.212991014934964,13.074889813729671,12
1963-05-15,giorno,13.384606129453973,14.737305826229347,12
1963-05-15,notte,10.320112896342517,12.036515619978854,12
1963-05-16,giorno,12.300009285167379,14.038985848987837,12
1963-05-16,notte,10.057086829393644,11.753493186357588,12
1963-05-17,giorno,15.617513321679125,17.764166618082662,12
1963-05-17,notte,9.701535238665766,11.265817650431565,12
1963-05-18,giorno,16.78640556315798,18.586603286666154,12
1963-05-18,notte,10.655713275809404,12.398909327823526,12
1963-05-19,giorno,16.14884555787505,17.525484917163805,12
1963-05-19,notte,11.408314504529685,13.311346434056915,12
1963-05-20,giorno,14.447843390395615,15.847266704567314,12
1963-05-20,notte,10.912106462555986,12.5319641408289,12
1963-05-21,giorno,14.477895715082644,15.860110221318154,12
1963-05-21,notte,9.855732893404442,11.446362950133178,12
1963-05-22,giorno,16.164854187068112,17.43328422629018,12
1963-05-22,notte,10.155760566072333,11.539364507700732,12
1963-05-23,giorno,16.903870062650707,18.392444630020567,12
1963-05-23,notte,11.678042622690656,13.204328743479435,12
1963-05-24,giorno,17.624412913924655,19.23035845843104,12
1963-05-24,notte,12.425014457478499,13.81028861233683,12
1963-05-25,giorno,18.157913680664695,19.847184987728628,12
1963-05-25,notte,12.393358994688626,14.060410784396437,12
1963-05-26,giorno,18.393557895537956,20.05024658786517,12
1963-05-26,notte,12.869034820382376,14.692315657307827,12
1963-05-27,giorno,19.8343334293082,21.512596912226204,12
1963-05-27,notte,13.056792736844528,14.81517069605189,12
1963-05-28,giorno,20.761296267554737,22.569459356055965,12
1963-05-28,notte,14.325478776501381,15.907451210569565,12
1963-05-29,giorno,19.535127942309536,21.214351875277703,12
1963-05-29,notte,14.953006011157932,16.632293363236087,12
1963-05-30,giorno,17.610527147971627,19.389781504956034,12
1963-05-30,notte,14.462564918959442,16.36892809989939,12
1963-05-31,giorno,17.122194627715572,18.89871769352718,12
1963-05-31,notte,12.916570412166758,14.561057680730169,12
1963-06-01,giorno,17.49047270048438,19.27443734187822,12
1963-06-02,giorno,16.569481365119312,18.142811571309117,12
1963-06-02,notte,12.59226390948843,14.5080402393513,12
1963-06-03,giorno,17.071584134946875,18.571618213264266,12
1963-06-03,notte,12.865201493349934,14.624296299739186,12
1963-06-04,giorno,16.650386960951753,17.979734834510534,12
1963-06-04,notte,12.921948404896115,14.688930940614267,12
1963-06-05,giorno,16.932107812244602,18.24901092139842,12
1963-06-05,notte,13.097039777268499,14.713442157645497,12
1963-06-06,giorno,16.95642085715147,18.28350139993212,12
1963-06-06,notte,12.987007101876037,14.566134506132217,12
1963-06-07,giorno,16.97337040017723,18.270195185866108,12
1963-06-07,notte,12.345990653757227,13.990671411397813,12
1963-06-08,giorno,17.52723892918768,18.802459398311484,12
1963-06-08,notte,12.584813062755064,14.190164950481272,12
1963-06-09,giorno,18.42027513816002,19.700149474998703,12
1963-06-09,notte,13.21523065759753,14.85517196861264,12
1963-06-10,giorno,18.302393251094227,19.454187857908178,12
1963-06-10,notte,13.617662376867836,15.14658421174241,12
1963-06-11,giorno,17.962774321006815,19.21803287276872,12
1963-06-11,notte,14.237945272026618,15.700458167374707,12
1963-06-12,giorno,19.4313734830199,20.740135783350624,12
1963-06-12,notte,14.082359832963412,15.624754597679557,12
1963-06-13,giorno,19.461298113006187,20.557634644322782,12
1963-06-13,notte,14.27399589623314,15.74522276927599,12
1963-06-14,giorno,19.271981189059712,20.12553683138765,12
1963-06-14,notte,15.18275285537091,16.526824583350173,12
1963-06-15,giorno,18.147456310143127,19.386728431814692,12
1963-06-15,notte,14.420083310678596,15.701461241078322,12
1963-06-16,giorno,18.48120978416265,20.053976194086562,12
1963-06-16,notte,13.557236892786795,15.023284889530142,12
1963-06-17,giorno,18.889657913468497,20.44406300363216,12
1963-06-17,notte,13.869553630916892,15.457964901664557,12
1963-06-18,giorno,20.320227409336017,21.690872950767695,12
1963-06-18,notte,14.60536043602978,16.321766602801006,12
1963-06-19,giorno,20.961412800437557,22.11868667840094,12
1963-06-19,notte,15.741668525303163,17.30070478530504,12
1963-06-20,giorno,20.847668240745612,21.92847552463121,12
1963-06-20,notte,16.236294497969975,17.74750769005171,12
1963-06-21,giorno,23.285047096952443,24.26123901337447,12
1963-06-21,notte,16.412025394073424,17.6993078708992,12
1963-06-22,giorno,24.404463138037055,25.40733111750423,12
1963-06-22,notte,18.291539659501648,19.670949934078664,12
1963-06-23,giorno,23.781923404509136,24.897318118435972,12
1963-06-23,notte,18.97869511425643,20.47695608943556,12
1963-06-24,giorno,22.90094049384381,23.79047840937156,12
1963-06-24,notte,18.32903036038768,19.892894134740736,12
1963-06-25,giorno,22.51337413201741,23.180975260201087,12
1963-06-25,notte,18.024815637204476,19.318156053320486,12
1963-06-26,giorno,23.78383782498909,24.57017519385252,12
1963-06-26,notte,17.446481934525163,18.661819046112356,12
1963-06-27,giorno,25.12078062905254,25.892294446555127,12
1963-06-27,notte,18.80819123700296,20.015526873936285,12
1963-06-28,giorno,25.08124742061605,26.08483713581857,12
1963-06-28,notte,19.80476697773494,20.894018689935777,12
1963-06-29,giorno,24.558184732298493,25.49208696376603,12
1963-06-29,notte,19.5052035938803,20.86920706193127,12
1963-06-30,giorno,24.714559568572497,25.43009931279575,12
1963-06-30,notte,18.603597104820743,19.87011859210855,12
1964-05-01,giorno,14.043611283037684,15.60653894730879,12
1964-05-02,giorno,14.438797743732664,15.943988036950753,12
1964-05-02,notte,8.821807977533465,10.446881149378084,12
1964-05-03,giorno,15.486425575671595,16.762149262927935,12
1964-05-03,notte,9.928677067404593,11.599661066442021,12
1964-05-04,giorno,16.459672262402364,17.77959805638474,12
1964-05-04,notte,10.806744152535835,12.302467598883098,12
1964-05-05,giorno,16.94272232080052,18.472712641524797,12
1964-05-05,notte,12.340751848063697,13.85233191831691,12
1964-05-06,giorno,16.62296732037713,18.148770102114028,12
1964-05-06,notte,11.321382451543924,12.687618482590146,12
1964-05-07,giorno,17.168276460686172,18.386934889969716,12
1964-05-07,notte,11.585768568674528,13.255741053721056,12
1964-05-08,giorno,18.532176861049724,19.465179488502514,12
1964-05-08,notte,11.717376984849277,13.318182954803579,12
1964-05-09,giorno,18.673756350144348,19.604661924684798,12
1964-05-09,notte,13.217530044798309,14.745230365849928,12
1964-05-10,giorno,16.943310566088222,18.291421056536187,12
1964-05-10,notte,13.425262093108499,14.815551158587452,12
1964-05-11,giorno,17.185616249532337,18.715172336757238,12
1964-05-11,notte,12.390357970297366,14.110163222597855,12
1964-05-12,giorno,18.894636716557343,20.323853547916183,12
1964-05-12,notte,12.204061129156148,13.539338627393985,12
1964-05-13,giorno,20.10721997069089,21.484510938399577,12
1964-05-13,notte,13.366068272639069,14.86499849257779,12
1964-05-14,giorno,20.049176638813464,21.29143189846048,12
1964-05-14,notte,14.266161165831692,15.97019759447624,12
1964-05-15,giorno,17.9191805943747,19.346840653217672,12
1964-05-15,notte,14.172779086040418,15.709015437513914,12
1964-05-16,giorno,15.963927495083478,17.454888513559414,12
1964-05-16,notte,12.68097549610491,14.430105217762677,12
1964-05-17,giorno,15.546745159851506,17.031045700555055,12
1964-05-17,notte,11.142275946121348,12.901574745937335,12
1964-05-18,giorno,17.786328482916833,19.156713221953353,12
1964-05-18,notte,10.968275153361539,12.397780089886945,12
1964-05-19,giorno,19.227876651751856,20.479749929675066,12
1964-05-19,notte,12.729304792880184,14.491605827042822,12
1964-05-20,giorno,18.413404333167996,19.637331284979346,12
1964-05-20,notte,14.06017637629564,15.748932748806732,12
1964-05-21,giorno,17.363263253998387,18.876097846294392,12
1964-05-21,notte,13.421007749741472,15.020168334442408,12
1964-05-22,giorno,17.005879652679788,18.436043396832506,12
1964-05-22,notte,12.286632513982276,13.876575659224363,12
1964-05-23,giorno,17.72748063783597,19.212872672090608,12
1964-05-23,notte,12.852503596745969,14.314280422145073,12
1964-05-24,giorno,18.546131680189777,19.858783828929894,12
1964-05-24,notte,13.523675940876664,14.989253211408638,12
1964-05-25,giorno,19.06585254499084,20.038148081929442,12
1964-05-25,notte,14.377385537543995,15.713744777064182,12
1964-05-26,giorno,17.7731325984882,18.70828645717496,12
1964-05-26,notte,14.103810161640613,15.509471795759318,12
1964-05-27,giorno,17.750231507256572,18.805900702964536,12
1964-05-27,notte,13.074222666167694,14.570330163519747,12
1964-05-28,giorno,16.809518775519873,18.158192717627113,12
1964-05-28,notte,13.434540781333826,14.649003722967526,12
1964-05-29,giorno,17.869643517750678,19.572755514368502,12
1964-05-29,notte,12.76839530777849,14.31135369469357,12
1964-05-30,giorno,19.145162621590963,20.817434481258857,12
1964-05-30,notte,13.660635942086595,15.381580543929246,12
1964-05-31,giorno,20.144809574095653,21.60569609249233,12
1964-05-31,notte,14.314128248137537,15.991011447372,12
1964-06-01,giorno,20.990412120572273,22.044065991586415,12
1964-06-02,giorno,20.66780705925193,21.77424558298437,12
1964-06-02,notte,16.186800988815456,17.49337121588329,12
1964-06-03,giorno,20.75831861105946,21.728891661455826,12
1964-06-03,notte,15.008433943913223,16.429959232004222,12
1964-06-04,giorno,22.200438280972264,23.169201619206284,12
1964-06-04,notte,15.206723926908353,16.45290830826717,12
1964-06-05,giorno,23.67149844948443,24.630028425914272,12
1964-06-05,notte,16.717465215382514,17.79885789787817,12
1964-06-06,giorno,24.366097901725222,25.335031736828384,12
1964-06-06,notte,18.10137305512398,19.305982655717013,12
1964-06-07,giorno,24.410920843973397,25.512808884990644,12
1964-06-07,notte,17.951850901641606,19.2709424075913,12
1964-06-08,giorno,22.97247632217998,24.40267224834158,12
1964-06-08,notte,18.088926583057688,19.552150474999053,12
1964-06-09,giorno,19.812855411209124,21.519627908802384,12
1964-06-09,notte,16.005924809087084,17.450488316559568,12
1964-06-10,giorno,19.841826225404507,21.514252015729166,12
1964-06-10,notte,15.80581314191664,17.301649860635198,12
1964-06-11,giorno,21.45734335562731,22.906557730375173,12
1964-06-11,notte,14.923614559585229,16.51734207185344,12
1964-06-12,giorno,22.705074419463486,24.30790722088953,12
1964-06-12,notte,16.505197564154226,17.94659283781076,12
1964-06-13,giorno,23.28201089242524,24.988601821089734,12
1964-06-13,notte,17.43299475860832,18.916540478996758,12
1964-06-14,giorno,23.792414949644346,25.331562494916877,12
1964-06-14,notte,17.79819486076679,19.59855759073339,12
1964-06-15,giorno,21.578950654127034,22.972840265447275,12
1964-06-15,notte,17.751893906091418,19.412194456017886,12
1964-06-16,giorno,20.463869231070227,22.095604194593875,12
1964-06-16,notte,16.392343425121144,18.000984641892856,12
1964-06-17,giorno,20.25093574165078,21.996495311730406,12
1964-06-17,notte,16.530469047982233,18.185471334293837,12
1964-06-18,giorno,20.46562179194048,22.087371547095813,12
1964-06-18,notte,16.29210478388992,18.058061053007993,12
1964-06-19,giorno,21.275908698410554,22.389127761394526,12
1964-06-19,notte,16.531551421901366,18.221356747564258,12
1964-06-20,giorno,22.22441391114414,23.138064226599916,12
1964-06-20,notte,17.13886495322223,18.604215895587647,12
1964-06-21,giorno,23.31390059544304,24.193946207186425,12
1964-06-21,notte,17.93542899448277,19.129463719350916,12
1964-06-22,giorno,23.494779773019218,24.344962239320356,12
1964-06-22,notte,18.316075208723266,19.53780784165773,12
1964-06-23,giorno,23.246603549116273,24.3825087027434,12
1964-06-23,notte,17.995499296015968,19.428035190305017,12
1964-06-24,giorno,21.5864966143247,23.078280963673542,12
1964-06-24,notte,18.0967894116911,19.62045782138817,12
1964-06-25,giorno,20.263715228552105,21.69517461457215,12
1964-06-25,notte,16.94312004748101,18.554852225154463,12
1964-06-26,giorno,21.196063495317464,22.454951963867746,12
1964-06-26,notte,16.61611970817465,18.316743994327528,12
1964-06-27,giorno,21.5761039777654,22.844698364588687,12
1964-06-27,notte,17.328568472976503,18.9150254845834,12
1964-06-28,giorno,22.525495239463048,23.98479983340257,12
1964-06-28,notte,17.345563474063294,18.87462981632305,12
1964-06-29,giorno,23.00912071429119,24.711263931302398,12
1964-06-29,notte,17.750086989237715,19.434828617244985,12
1964-06-30,giorno,21.776761321667905,23.225476353365675,12
1964-06-30,notte,18.057846032894798,20.008883957570884,12
1965-05-01,giorno,13.05339833877047,14.393794589538595,12
1965-05-02,giorno,12.574025574239293,14.09730253121564,12
1965-05-02,notte,8.50556132732756,10.074064742260118,12
1965-05-03,giorno,12.984125086948833,14.698507415634776,12
1965-05-03,notte,8.667256724932773,10.232163868454084,12
1965-05-04,giorno,14.44655057079216,15.965249216087441,12
1965-05-04,notte,8.63874622735785,10.301294807646109,12
1965-05-05,giorno,13.788261058955367,15.488366132060767,12
