DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_SOCIO_EDUC_SERVICE,TYPE_MANAGEMENT,HOLDER_SECTOR_PUBPRIV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_SOCIO_EDUC_SERVICE,NOTE_TYPE_MANAGEMENT,NOTE_HOLDER_SECTOR_PUBPRIV,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2015,13,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2016,14.2,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2017,13.9,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2018,16.4,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2019,20,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2020,20.9,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2021,22.9,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2022,21.7,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF5,P_100CH_Y0_2,DNUR,ALL,9,2023,24.4,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2014,8,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2015,8.4,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2016,8.8,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2017,9.3,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2018,10,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2019,10.2,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2020,11.1,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2021,13.6,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2022,14.7,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITF6,P_100CH_Y0_2,DNUR,ALL,9,2023,16,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2014,9.5,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2015,8.9,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2016,9.3,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2017,9.2,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2018,9.6,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2019,11.8,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2020,11.8,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2021,12.4,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2022,13,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG1,P_100CH_Y0_2,DNUR,ALL,9,2023,14.2,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2014,25.3,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2015,25.1,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2016,26.1,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2017,26,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2018,27.3,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2019,28,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2020,28.9,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2021,30.7,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2022,33.1,,,FILTER_ATS,,,,,,,,
IT1:47_850(1.0),A,ITG2,P_100CH_Y0_2,DNUR,ALL,9,2023,36,,,FILTER_ATS,,,,,,,,
