"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2019,"Women","World",NA,0.0916812899324638,0.0879285949986532,0.09547815994547085,0.15245015762760505,0.14963962575857914,0.15524475013983474,0.09938280752909279,0.0962732723178995,0.10243367060829031,0.4166423809088197,0.41146163581851114,0.4219562638360925,0.23984336200201864,0.23536095879425045,0.24432972493859834,0.0984708597696985,0.09592259424968219,0.1010589201348402,0.03481053185632824,0.03359331198003573,0.03604643449154365,0.019168766001578314,0.01810933910370081,0.020259217098617027
2020,"Women","World",NA,0.08961744095972919,0.08544551697617657,0.09384645399552495,0.15615765844592266,0.15283424489115904,0.15941051392151756,0.09757808249134105,0.09401906470965166,0.10113871507901086,0.41423641645943976,0.4081828969563685,0.4204618605572042,0.24241039964356742,0.23719510289364873,0.24766745433467924,0.10046824884762519,0.09745009449186215,0.10344439302001987,0.03577333442812267,0.034349299841414084,0.03720164408395648,0.019916075170174796,0.01870489951706948,0.0211612955136002
2021,"Women","World",NA,0.08763079060051121,0.08296932260847338,0.09238297109093951,0.15995590032775328,0.15609101703624514,0.16386879889958694,0.09579498317892413,0.09175015929337307,0.09979021013652091,0.4117117527255603,0.40457511399679186,0.4188789497667142,0.244906571167251,0.23892254783674133,0.2510298704093306,0.1024750428351597,0.09892537911177297,0.10607916729905131,0.036772693236194795,0.0351334894797228,0.03840691580718736,0.020708164256398792,0.019273216363289315,0.022175656129723
2022,"Women","World",NA,0.08570835024934124,0.08046137873414154,0.09111771533797058,0.16390122975277405,0.15932282328000105,0.1685583906195962,0.09402831618799125,0.08949651184238126,0.09858105682811028,0.4090202087987906,0.40079286116555657,0.4173627038289184,0.24734189301110288,0.24043022886644935,0.2544274313570767,0.10451329052543755,0.10023347674716256,0.1088183063926718,0.03782684305272623,0.03591434630248924,0.03973449038424067,0.02156109617461028,0.019887873911542554,0.02327851605216271
2023,"Women","World",NA,0.08384902599915504,0.07797184457549637,0.0899117937437023,0.16803136205844438,0.16258123166882416,0.17351481483119197,0.09228527920600371,0.08713782683097365,0.09741314393216706,0.406117345549894,0.3965747424202458,0.4157252329045448,0.24971698518650284,0.24169184768614221,0.25785311430774427,0.1066071202046515,0.10158840548615672,0.11175800427411586,0.038944296900962135,0.0367245076550931,0.04117059610212165,0.022479944952830743,0.02052310842538913,0.02447492114793734
2024,"Women","World",NA,0.08201911840593328,0.07550324516924695,0.08891560472632745,0.17235801430977907,0.1657876466511192,0.17887805878840785,0.09055797853019461,0.08467417493481894,0.09644497847573512,0.40303047739680153,0.3921210886412129,0.4137742091672182,0.2520344093572915,0.2428387087680877,0.2612606620451441,0.1087767834443823,0.10288541001048136,0.11488876092225367,0.040119808581618684,0.03750271781412681,0.04271888546948782,0.023461422283778118,0.02118072078866776,0.02582671724709178
1980,"Men","World",NA,0.17307946572753002,0.16019002107753855,0.18644823167329563,0.0320473695032134,0.02885941447195726,0.03547105364035429,0.16970139868953804,0.1580416979647499,0.1815872735207657,0.4706089143991142,0.4562588437088332,0.4848833427742267,0.1545628496806043,0.14681006963681337,0.1621962795008357,0.02731399569962435,0.024239122162621696,0.03071153128416678,0.0038326596177526654,0.003058455731302038,0.004766141225454782,9.007141858363942e-4,6.444147240701445e-4,0.0012298059931758973
1981,"Men","World",NA,0.17052970531727915,0.1585355676962744,0.1825573153225461,0.03301113567165561,0.030103708662996324,0.03615795734683989,0.16805515136974422,0.15755100368930178,0.17878281084050285,0.4718300299855263,0.4586795333749288,0.48468030413923313,0.1565739756557947,0.149527257884709,0.16360148935181018,0.02811035524364103,0.025287001949930547,0.03128237492564533,0.003969330132937996,0.0032430510334349833,0.004828497624370002,9.314502950765797e-4,6.885632743735071e-4,0.0012313286260777902
1982,"Men","World",NA,0.16788691519930043,0.15683608610748162,0.17884332119740315,0.034025059559596525,0.031318669159143976,0.0369000912384566,0.16653207148325336,0.15699552001456035,0.17618009085324993,0.47293569945243324,0.4609680875839077,0.4846504968019769,0.15862025230541635,0.152168885007063,0.16520083923819107,0.028937733573694606,0.026336626626113815,0.03187565593299382,0.0041194534865141436,0.0034302398191854173,0.0049167240482333105,9.678724993877788e-4,7.362882135990044e-4,0.0012544277937617699
1983,"Men","World",NA,0.1651539564816841,0.15469614861281822,0.17540664533788547,0.035067856244852105,0.03255431106319646,0.03773975826238176,0.1651982895775938,0.1564807515580767,0.17416516327605897,0.4739301836161575,0.46282706238075705,0.48479029550558195,0.16064971207971243,0.15462532342189048,0.16692146591782342,0.02977932754816689,0.02734995235038954,0.032478749066437676,0.004279751520215052,0.0036255407408873085,0.005024588273207391,0.001008777176470161,7.845531028989747e-4,0.0012795783491916372
1984,"Men","World",NA,0.16241881413841774,0.15250720619299182,0.1718668428908347,0.036168052571183724,0.033801620292752396,0.038695822342651134,0.1638699265124542,0.15581569502472153,0.1719457671584674,0.47473281001927087,0.4643961075965625,0.4847123641903959,0.16281039475867354,0.1572735092703915,0.1687547889560764,0.03066086976608367,0.028338934600371398,0.033179836838760676,0.004452498643995329,0.003817486297194546,0.0051639725306430765,0.001054684161104726,8.37054172700171e-4,0.0013131214515996312
1985,"Men","World",NA,0.15974062277669376,0.15053104784049653,0.1685312563206342,0.03733049689820015,0.035066777546131016,0.03971009884275107,0.16247199338936583,0.15501279066834353,0.16996442884098112,0.47531708673426626,0.465820892164502,0.48467360703838025,0.16513979820147395,0.15991919910849728,0.1706637742215862,0.03158611703801579,0.029408295246098903,0.033945249852671625,0.004638476627994152,0.004014670966546108,0.005323171724310213,0.001105903232190213,8.943348181148733e-4,0.0013556666359349331
1986,"Men","World",NA,0.15710658468528876,0.14861653166255478,0.16545268452745923,0.03856817891008118,0.03639954931603321,0.04085969936732711,0.1610020239778099,0.1540804353263234,0.16801405645249795,0.4756667103127645,0.4667391230093024,0.48454529488420994,0.16765650011405572,0.16274408868480608,0.17283679770779933,0.03256771449476315,0.030474866910855235,0.0348377676898015,0.0048372252542844395,0.004238249197181929,0.005501566561056504,0.0011632391610335868,9.551202579755396e-4,0.0014105807100686216
1987,"Men","World",NA,0.15451588529761964,0.14643615164857843,0.16253570515110696,0.03988340207021225,0.0377824730295961,0.04208349313728894,0.15947371624712586,0.15298779761859316,0.16604219242794815,0.4757990304784288,0.46738062255795315,0.48417016354279757,0.17032796390661337,0.16571877916829847,0.1751694155408211,0.03360850590825199,0.03157875939111758,0.03580044497102706,0.005047351005666666,0.004464957895327899,0.00567794064897489,0.0012275451562935968,0.0010201517645386583,0.001468608138695026
1988,"Men","World",NA,0.15198090050823526,0.14434784478850873,0.15947496892381477,0.04125063563381156,0.039252949148507826,0.04336523799033223,0.15797937652525343,0.1518698235184061,0.1640785379355421,0.47575942662122045,0.4678517910444399,0.4837502729852235,0.17302965871147932,0.1686570878096248,0.17760666954592805,0.034685369936699594,0.03274425013779868,0.036736556482132594,0.005266668918090599,0.0047030367443714905,0.0058683006972960776,0.0012985967790213686,0.0010915886223517787,0.0015381190702700644
1989,"Men","World",NA,0.14950366335629917,0.14233211687575553,0.15662076395259691,0.04269451493900016,0.0407780709187336,0.04473673363199624,0.15651532352856923,0.15084447667393544,0.16235219353108188,0.47548589742902453,0.46796971683311833,0.4828753342345044,0.1758005987471069,0.17163601007012771,0.1800290275156438,0.03581691583819059,0.033954462051884106,0.037785451365990555,0.005498528678357279,0.004951400320017712,0.006086215312273236,0.0013790704224522872,0.0011696143005728843,0.0016232732408187156
1990,"Men","World",NA,0.14707238928218516,0.14032912362698458,0.15376557438584068,0.044221508719746366,0.04237048949138341,0.04617570273191756,0.15501628316414573,0.1496261963842579,0.1604460387952142,0.47500589588209713,0.4679899160690209,0.4820044146483193,0.17868392095182561,0.1747433613578619,0.18270636819121167,0.037008271436875614,0.03519551878902243,0.03892616612829814,0.0057436721101385875,0.005202665070015338,0.006312099541846706,0.0014695651727321608,0.0012579820645418139,0.0017102088011562789
1991,"Men","World",NA,0.144709344949927,0.138302799709141,0.15100625391435496,0.04586437092864096,0.0440395657413235,0.047755399127193406,0.15348095894712385,0.1484082134499826,0.15857625086942834,0.4742487094534551,0.4676394424403303,0.4809318617093018,0.18169661372085308,0.1779159159420235,0.1855452795276302,0.03827912239353491,0.036504701925460264,0.0400966371749964,0.006013008619244195,0.005480690180001667,0.006574687514655366,0.0015722399158618545,0.0013563838184857935,0.001815991844526388
1992,"Men","World",NA,0.1424672225565118,0.1363317001453399,0.1484405253622704,0.04759822227713743,0.045832828798467375,0.04942957385280778,0.1519221442837549,0.14705012109566057,0.1568507364074868,0.47327730405029267,0.46693744893281,0.4796952036732738,0.18473510483230327,0.18099903922738883,0.18852995239173398,0.03960440519334248,0.03788532747662623,0.041377412864634186,0.006306690566775827,0.005783308501763036,0.006872334375670154,0.0016871265170191143,0.0014628978769067155,0.001939572630471416
1993,"Men","World",NA,0.14037322467858468,0.13449058916936568,0.1460293135441102,0.04937584829298483,0.04763111797680483,0.05116457285661415,0.15037689142656,0.14563812033577547,0.15511174062228691,0.47220038979957724,0.4660330565336432,0.4783673317674836,0.18767364380229332,0.18398227498186417,0.19137995240312872,0.040937602465220255,0.039272456446400525,0.04266161929091958,0.0066241053393238,0.006102190419837816,0.007182833911315868,0.0018141404884407738,0.0015840269133195017,0.0020678996052793564
1994,"Men","World",NA,0.1384178827398486,0.13269797307700898,0.14395866647048267,0.05126586837692301,0.04954509069974003,0.05302211435637964,0.14880833235895716,0.14422517469349816,0.1533903356124352,0.47088475977092836,0.4648851197090316,0.47682905103894535,0.1906231547533429,0.18697842996160913,0.19422857606226326,0.04233405530348775,0.04069837892087842,0.04401325698645256,0.006976542368001663,0.00645182559208194,0.0075373762964577005,0.0019552707054335994,0.001714630557160404,0.002219224333045472
1995,"Men","World",NA,0.13654894828462613,0.13107951510362767,0.14194039807309056,0.053265699822035426,0.05158178642638062,0.05496506714525322,0.147167386766387,0.14262509755479102,0.1515966697466255,0.4694027938633333,0.463519364022262,0.4751438054798676,0.19361516926361813,0.19007242420067536,0.19724886513078332,0.043782552379386865,0.04217589241735275,0.04543522652367499,0.0073705691190650464,0.006835370073212559,0.007933189670683214,0.002112578323583514,0.001862572990155713,0.002388143746602331
1996,"Men","World",NA,0.13469232934572173,0.129381315669973,0.13995060923687327,0.05538562405366696,0.053725924556385196,0.057081411147835076,0.14542644169047184,0.14107246038001287,0.14981021555639007,0.4678519345337482,0.4621185075389009,0.4734414453284009,0.1966436683763913,0.19318424002035617,0.20024144484622178,0.045283069466881626,0.04372198502255824,0.04691019834101321,0.007811474601634826,0.007271533665095171,0.00838246291016312,0.002291079985150512,0.0020280328058727114,0.002578255665302487
1997,"Men","World",NA,0.1327880040687912,0.1276778854916697,0.13780486414992224,0.05761808042418158,0.056002942163797184,0.059271106658945215,0.14360060884206702,0.13933963204587524,0.14792601716673798,0.46628935644214276,0.4607690577219442,0.4717641196671689,0.1997039482228175,0.19630821924651337,0.20325404074708447,0.04683428160287175,0.04528513986399872,0.04843314958477077,0.008294911737014264,0.0077652773075019155,0.008875456191971547,0.002488887084295573,0.002215141908456719,0.0027930772208809157
1998,"Men","World",NA,0.13084903730018071,0.12589123636032562,0.13580147691631925,0.05992399386941999,0.058310679303260594,0.06153806655201918,0.14170240041082463,0.13757964829985403,0.14587203087230463,0.46478955008338546,0.45938564207983296,0.4701240731489058,0.2027350163361892,0.19934606341465064,0.20622502694783987,0.04841077736483711,0.0469029466009217,0.04997248662652694,0.00880977817401451,0.008276918078591749,0.00939838449330534,0.002703438330568372,0.002418670827761581,0.003023844825323207
1999,"Men","World",NA,0.128858898332857,0.12400161318569293,0.13365901488406065,0.06234145183727252,0.06078192071065601,0.06389690364141018,0.1397306533527818,0.135751878902985,0.14381054086006534,0.46327339031629494,0.45810227419640026,0.46847948239358894,0.20579560416079373,0.20245585727458665,0.20923277675074187,0.05004301599452996,0.04858302111464141,0.05156400149706448,0.009361430332728753,0.008829100601594173,0.009957110196162931,0.0029370055100138067,0.002633541029768639,0.0032696008870516315
2000,"Men","World",NA,0.12682565360829962,0.12212900916583819,0.13144430649374927,0.0648775851419639,0.06335864525180901,0.06643349828485223,0.1376861742241241,0.13390464457439985,0.14162824482948028,0.46173042213423376,0.4566734958346948,0.4666588282101462,0.20888016289137856,0.20557043449426737,0.2121965949178979,0.051740075731999784,0.05031795639084087,0.05321214906201235,0.009946734282404923,0.009400268538995131,0.010552767262956939,0.0031907751275591987,0.0028707811045624574,0.0035413759935490207
2001,"Men","World",NA,0.12473899897142161,0.1202202599988565,0.12925215193584572,0.06751830344835316,0.06603736168360694,0.06905543558599726,0.13552830929104148,0.13193687472608387,0.13926029711724702,0.4602053190611936,0.45527709424103174,0.46508067926105506,0.21200906722799012,0.20871208126260704,0.21523231478950822,0.05349840594949546,0.0521087590539887,0.05495177649255606,0.010555571559636164,0.009999541504885622,0.011172948550925425,0.003464325939221546,0.003132588387869192,0.00381887141060257
2002,"Men","World",NA,0.12251098026233255,0.11811273452167774,0.12687043609880921,0.07022404763712084,0.068770278397807,0.07174571406737622,0.13324197108220417,0.1298170780281811,0.1368051945351129,0.45882752699185114,0.45398474228444813,0.4635382368526823,0.21519547202649134,0.21191247588217582,0.2184028931364357,0.055293458018661666,0.05395101524525207,0.056745303504929734,0.011176696707630138,0.01061089668613357,0.011802003063750779,0.003753892910829042,0.0034120563351691443,0.004128530013767631
2003,"Men","World",NA,0.12019743950185985,0.11600518383842036,0.12442264029380717,0.07293764861089701,0.07149245441355295,0.0744615909583397,0.13085466453091443,0.12755343671889163,0.1342620271205713,0.45759038249829,0.4529233421318955,0.46221638488903033,0.2184198628580387,0.21523415760469253,0.22163564966525623,0.05708439480965674,0.05572804270170475,0.05852517595076356,0.011800393955870679,0.01123503614518098,0.012433911960310922,0.004052859845369587,0.0036942633775295425,0.004446007512814512
2004,"Men","World",NA,0.11787245464635963,0.1138456855866719,0.12210332964043918,0.07569737609863769,0.07423028339206357,0.07719062274148712,0.1284270280365931,0.12526006363760636,0.13165869717475637,0.4563200411413375,0.4517755401485071,0.4607383582429069,0.22168309807707207,0.21855187321327268,0.2248638713510446,0.05890000372273414,0.05753599996410311,0.06031374750485028,0.012434195570329534,0.011859375460243994,0.013069778684151535,0.004363176805574015,0.003989397210246764,0.004766277361338231
2005,"Men","World",NA,0.11550094613109292,0.1115368845920271,0.11964450205492456,0.07850061390196342,0.07703142394872882,0.08000545764182707,0.12600891570241202,0.12295759889228558,0.129046197989572,0.45499135264730833,0.45053752719064677,0.4593144567414987,0.22499816961722327,0.22188508609439492,0.22817292796627417,0.060740840428022545,0.059363884476840004,0.06214173421197649,0.013074796316420091,0.01248847495775664,0.013698710729389253,0.004684977157520789,0.004296691037676125,0.0051052507788295265
2006,"Men","World",NA,0.11303596622100887,0.10912639825113939,0.11710845734425107,0.08134054929988385,0.07981156174742374,0.08283956098206606,0.12360030820697825,0.12072009068944568,0.1265724455106866,0.453650348190313,0.4492826977697229,0.45790165998068294,0.22837282608181597,0.22529420730688496,0.23145735116077798,0.06260330543316667,0.06118708246776684,0.06406623555230778,0.01372228572392379,0.013115602880576983,0.014358907243640378,0.005014958142793399,0.004608948971663016,0.005446960652607827
2007,"Men","World",NA,0.11045394893841069,0.10664664822666023,0.1144412901955531,0.08418064070355111,0.08262425633502633,0.08573273583887776,0.12118907794050543,0.11847327535374833,0.1240331490480675,0.4523769421281694,0.44813186224148377,0.45648517784377807,0.23179938828936333,0.2286863929957856,0.234893718149933,0.06446225863263833,0.0630037142810349,0.06592554587800509,0.01437020289591976,0.013735152858760152,0.015019066724578112,0.005348179174993021,0.004928677848882644,0.005789999838510171
2008,"Men","World",NA,0.10780086608339784,0.10407304988918833,0.11171593743941538,0.08695757633849163,0.0854058988184647,0.08851222524069921,0.11879066803008617,0.11612773445197824,0.1215278803076651,0.4512128469320974,0.44710122251156237,0.4552573582139926,0.23523804061592693,0.23220986215283015,0.23826270160982654,0.06627727243419415,0.06484005159391686,0.06776034862235121,0.01500027177154269,0.01435204817213447,0.015676839630257497,0.005680032132754789,0.005244525239018139,0.0061482601985287265
2009,"Men","World",NA,0.10511705330673465,0.1014728221939435,0.10890349195253159,0.0896567363096768,0.08809467809609788,0.09126129596834304,0.11642351837165225,0.11377065444786268,0.11907064524696805,0.4501259962731383,0.4460854114321209,0.4540695035528637,0.238676693738798,0.23570537099931388,0.24172921521528185,0.0680448455798253,0.06658497737811053,0.06954231081504146,0.01560421807192665,0.014949315099203195,0.016306916940125097,0.006007672657924843,0.005549701315665832,0.0064904513572813394
2010,"Men","World",NA,0.10242717562142625,0.09884842492456038,0.10602416790119004,0.09227891855767015,0.0907238360557169,0.09388961334758042,0.11409385157939614,0.11150217088412472,0.11666229804339485,0.4491326892787216,0.4451734167986491,0.4530766766769125,0.24206736296278586,0.23910780828250977,0.24511986588748924,0.06976490690215591,0.06825903407944951,0.07128526789346727,0.01618384686567536,0.015532855524823948,0.016901848841474783,0.006330164789838861,0.005866701066667511,0.006814999135536718
2011,"Men","World",NA,0.09975035273550045,0.09627311004708058,0.1033236473306076,0.09488050614492158,0.09326958088701931,0.09648556665939595,0.11173989944581511,0.10922466290880532,0.11423053148615905,0.4481120940574514,0.44420593899850175,0.45188840917124584,0.24551714561631147,0.24253987428445434,0.24854723100601872,0.07147330715161414,0.06999904441115545,0.07298524328419227,0.0167532343750113,0.016074809467509266,0.01746407474240529,0.0066539646182961435,0.006184592931958002,0.0071510698156256524
2012,"Men","World",NA,0.09710811290598638,0.09372955055871093,0.10054539610746083,0.09748032678759999,0.09585762829745831,0.09908558993062647,0.10936355631798554,0.10688942561328064,0.1117708075897364,0.44695572778452125,0.44302357578719437,0.4506896947834768,0.24909227420390687,0.24604727999604786,0.2521350646211368,0.07319133027354457,0.07171371652544899,0.07467948792329242,0.017315128789336883,0.016616780763538404,0.018014655268607162,0.006973867724718535,0.00648733184596227,0.0074993445897506535
2013,"Men","World",NA,0.09451196083613661,0.09117097298957531,0.09781413501916758,0.10009907250106939,0.09843871246051418,0.10172390982883042,0.10702689551278886,0.10464340958181609,0.10936249098868664,0.44553346735779464,0.44157398862513536,0.4493114213123879,0.25282860179221045,0.2497642771400762,0.2559707503471375,0.07492922164074747,0.07341621583480973,0.07647906985615933,0.017879077135602755,0.017164057468768618,0.018599549397884323,0.007290773724719179,0.006786843233858274,0.007834991324258815
2014,"Men","World",NA,0.09200904250119195,0.0886921084280274,0.09523488183216239,0.1028042745455391,0.10106229282746149,0.10450711969359086,0.1047598334049146,0.1024301283999911,0.10706754539757884,0.4437144725816023,0.4396620891299399,0.4475174787249022,0.2567123749667521,0.25354496408028826,0.2599052948960732,0.07672130933438324,0.07513404150089141,0.07835847691813119,0.018466614247507205,0.017719720440613144,0.01921889716795392,0.00761635096364864,0.00709295439010631,0.008175906818952708
2015,"Men","World",NA,0.08960031482761309,0.08625197750051748,0.09287356383430959,0.10564386666825708,0.10384952122633705,0.10745893268841708,0.1025532093085852,0.1001784965122574,0.10495433618083987,0.4415037591234274,0.4374225894539439,0.445484532815944,0.26069884807211724,0.25736635579578865,0.2640494300947567,0.0785993403358719,0.07691864706875617,0.08030885452291797,0.019085838597996493,0.018315272901537505,0.019863384116760713,0.007958687734388679,0.00739501165050255,0.008555592170478691
2016,"Men","World",NA,0.0872972778095175,0.08384825486088922,0.09068023961690386,0.10856671903723565,0.10663745963990914,0.11054947593863552,0.10045813045219167,0.09798364411736543,0.10288654557012283,0.43903397546826745,0.4347112451339442,0.4432650652841228,0.26464389523278775,0.26103733625693604,0.26835830570705155,0.0805255042704579,0.07872199323871831,0.08236678679961196,0.019721383078614395,0.01891458878132453,0.020561528885787165,0.008319831688163356,0.0077210505898935725,0.008955285980274117
2017,"Men","World",NA,0.08512874812748959,0.08151772304013825,0.08877421767054328,0.11143185382003364,0.1093372295926137,0.11364854784831126,0.09847987522585631,0.09586817250274839,0.10105095091297098,0.4365204343905139,0.43178733473751907,0.4410861773468435,0.26843908643610653,0.26440588757361855,0.2725944574148803,0.08239636088356833,0.08041505919853076,0.08441617107377315,0.02034051588765695,0.01947462336129141,0.021264763999271716,0.008694977048808354,0.008033067254129101,0.009397186793444232
2018,"Men","World",NA,0.08306715104194151,0.07911428088937172,0.08688829945651037,0.11422000889110585,0.11182183666927421,0.11675413380137604,0.09656780478616192,0.09373677707144047,0.0993578470215411,0.4340108882669425,0.4288087887332793,0.43915672477390166,0.2721341450138482,0.2675037027356551,0.27674966333753825,0.08419523266528559,0.08194306366340802,0.08654039788706694,0.020935290483264035,0.01995918680255665,0.021943217058160474,0.009089485742556221,0.008349059456539038,0.009899998750149635
2019,"Men","World",NA,0.0811174641467337,0.0767899330035127,0.08535391731098164,0.11708502981208549,0.11425658656558565,0.12000121787687207,0.09468724769187382,0.09155796724999918,0.09782425347487407,0.43139478049623486,0.42556071919580307,0.4373908147790232,0.27571547585307216,0.2705252303431741,0.2809729247824429,0.0860143535772507,0.08340002047170798,0.08880717104945156,0.02154352319697311,0.02042925619908916,0.022708761523454166,0.009527153037861667,0.008659038418529346,0.010471704744505457
2020,"Men","World",NA,0.07930857276234608,0.07441259589005624,0.08405694197404133,0.12004249249582809,0.11673085910096834,0.12350039533996408,0.09286690787992975,0.08927437529936362,0.09645415587687017,0.4285893265647711,0.4215587315494504,0.4356911163251212,0.27919269829712495,0.27308226417827036,0.28553523852848894,0.08786013905317441,0.08474785145803593,0.09117401853120741,0.022170658893856863,0.02086410860076363,0.02353796969506362,0.01001169454879683,0.008987345360257644,0.01113724987164279
2021,"Men","World",NA,0.0775756236108548,0.07216667245944954,0.08301063282605278,0.12313984690590907,0.11905976849335125,0.12741072200664155,0.09108322259612073,0.08696541162049734,0.09521555307289484,0.42558499460070176,0.4171911697808703,0.43390782278137136,0.28261631028641365,0.27537516653285454,0.2901401843759023,0.08975617365084311,0.08599743995285164,0.09376715444429656,0.022829189465327013,0.02126261847801093,0.024508337643987903,0.010554483789738946,0.009330380452685407,0.011919732085154013
2022,"Men","World",NA,0.07592516908940644,0.06999979392022769,0.08213854849737545,0.12648087248153694,0.12160628930262513,0.13163681688163822,0.0893222042407408,0.08466341662485002,0.09403463638826282,0.42230047221547806,0.4124287155377708,0.43213675593123485,0.2859712799728378,0.2773708173577929,0.2947581176809106,0.09175319485655928,0.08725260768183735,0.09651492288069735,0.023552393883311065,0.02168843469176795,0.025614417767574324,0.011175283741666599,0.009682604670695087,0.012825702967433688
2023,"Men","World",NA,0.07436262929551639,0.06783924473526066,0.08120770667473791,0.13001295195682902,0.1241062788693114,0.13621874520523794,0.08762454114240528,0.08242120880939328,0.09297998685594551,0.418853703162955,0.40731010873272827,0.4304134369796682,0.2891461724422943,0.27892985267759357,0.2993123231767186,0.09380820405093397,0.0884646566875314,0.09953331397513163,0.024335927710783845,0.022097636177234693,0.02680714983411603,0.0118688201951112,0.01003952379311506,0.013906795619208686
2024,"Men","World",NA,0.07285834239747477,0.0656971502288267,0.08057185285523134,0.13367305663806606,0.12664484258354802,0.1410938226993327,0.08596837009465558,0.08016275119225524,0.09202590182524364,0.4153145817222946,0.4023348090328331,0.4286205128441466,0.292185647147509,0.28041347846905795,0.3038667535515968,0.09587271986792584,0.08951633846540195,0.10262525134791262,0.025169430501409497,0.022500761714247787,0.028161972340928362,0.012630906268730736,0.010421654255985353,0.015191034339485345
