ilon,ilat,lon,lat,regione,cod_reg,area_kmq,pop
66,451,6.6,45.1,Piemonte,1,4.971974874065876,0
67,449,6.7,44.9,Piemonte,1,0.027795773183722516,32
67,450,6.7,45,Piemonte,1,22.807488001517548,18
67,451,6.7,45.1,Piemonte,1,72.59362714715279,3110
68,449,6.8,44.9,Piemonte,1,57.91692714157588,520
68,450,6.8,45,Piemonte,1,84.60188766049791,3494
68,451,6.8,45.1,Piemonte,1,83.60396547292399,2
68,452,6.8,45.2,Piemonte,1,2.256854448176049,0
68,457,6.8,45.7,Valle d'Aosta,2,14.548142481428929,0
68,458,6.8,45.8,Valle d'Aosta,2,32.242731108653786,0
69,443,6.9,44.3,Piemonte,1,5.307899601798158,0
69,444,6.9,44.4,Piemonte,1,38.70582771661246,2
69,445,6.9,44.5,Piemonte,1,66.19292411418955,12
69,446,6.9,44.6,Piemonte,1,13.306760204770514,0
69,447,6.9,44.7,Piemonte,1,0.11088706857848167,0
69,448,6.9,44.8,Piemonte,1,1.07355241930449,0
69,449,6.9,44.9,Piemonte,1,84.812437937212,252
69,450,6.9,45,Piemonte,1,87.6127901655755,2864
69,451,6.9,45.1,Piemonte,1,81.06006610635973,845
69,452,6.9,45.2,Piemonte,1,10.465487961432814,0
69,456,6.9,45.6,Valle d'Aosta,2,0.24363654959721584,0
69,457,6.9,45.7,Valle d'Aosta,2,70.42038836925936,170
69,458,6.9,45.8,Valle d'Aosta,2,80.97108840961933,1
69,459,6.9,45.9,Valle d'Aosta,2,0.25266804421702027,0
70,442,7,44.2,Piemonte,1,8.386968060953844,0
70,443,7,44.3,Piemonte,1,71.05547086302519,80
70,444,7,44.4,Piemonte,1,88.50859077924895,100
70,445,7,44.5,Piemonte,1,88.35906314672017,163
70,446,7,44.6,Piemonte,1,86.15270292252684,258
70,447,7,44.7,Piemonte,1,36.25006620650708,2
70,448,7,44.8,Piemonte,1,33.334484073740356,0
70,449,7,44.9,Piemonte,1,87.32904468270635,206
70,450,7,45,Piemonte,1,87.60730199297643,226
70,451,7,45.1,Piemonte,1,87.45612812571883,5623
70,452,7,45.2,Piemonte,1,53.98471840533471,1612
70,455,7,45.5,Valle d'Aosta,2,23.97603894508044,0
70,456,7,45.6,Valle d'Aosta,2,53.98681423280399,2
70,457,7,45.7,Valle d'Aosta,2,85.82643826922727,810
70,458,7,45.8,Valle d'Aosta,2,86.39029421145582,5060
70,459,7,45.9,Valle d'Aosta,2,34.25924561118135,0
71,442,7.1,44.2,Piemonte,1,26.910657322687985,0
71,443,7.1,44.3,Piemonte,1,88.65243012885713,164
71,444,7.1,44.4,Piemonte,1,88.50320593660236,29
71,445,7.1,44.5,Piemonte,1,88.35370585100246,406
71,446,7.1,44.6,Piemonte,1,88.20393029169107,196
71,447,7.1,44.7,Piemonte,1,81.86313372471547,39
71,448,7.1,44.8,Piemonte,1,87.90355443558717,821
71,449,7.1,44.9,Piemonte,1,87.75295498313928,671
71,450,7.1,45,Piemonte,1,87.6020817457049,1280
71,451,7.1,45.1,Piemonte,1,87.45093514794516,9588
71,452,7.1,45.2,Piemonte,1,72.7657493614564,10
71,453,7.1,45.3,Piemonte,1,20.08889919788902,0
71,454,7.1,45.4,Piemonte,1,7.472877050165588,0
71,455,7.1,45.5,Valle d'Aosta,2,76.65169950321322,0
71,456,7.1,45.6,Valle d'Aosta,2,86.69111668953705,312
71,457,7.1,45.7,Valle d'Aosta,2,86.53833890503645,2197
71,458,7.1,45.8,Valle d'Aosta,2,86.38529076134563,769
71,459,7.1,45.9,Valle d'Aosta,2,25.46257552109647,0
72,442,7.2,44.2,Piemonte,1,56.997380678784964,0
72,443,7.2,44.3,Piemonte,1,88.64729546575785,738
72,444,7.2,44.4,Piemonte,1,88.49809744709205,53
72,445,7.2,44.5,Piemonte,1,88.3486234926188,197
72,446,7.2,44.6,Piemonte,1,88.19887402160525,950
72,447,7.2,44.7,Piemonte,1,88.04884945428229,513
72,448,7.2,44.8,Piemonte,1,87.89855021195436,10671
72,449,7.2,44.9,Piemonte,1,87.74797671686483,8682
72,450,7.2,45,Piemonte,1,87.59712939233923,4478
72,451,7.2,45.1,Piemonte,1,87.44600866265107,8340
72,452,7.2,45.2,Piemonte,1,87.29461495313191,271
72,453,7.2,45.3,Piemonte,1,87.14294869008111,105
72,454,7.2,45.4,Piemonte,1,76.99427499251227,155
72,455,7.2,45.5,Valle d'Aosta,2,86.83880021376407,7
72,456,7.2,45.6,Valle d'Aosta,2,86.686318858217,164
72,457,7.2,45.7,Valle d'Aosta,2,86.53356666450215,8847
72,458,7.2,45.8,Valle d'Aosta,2,86.38054406403852,999
72,459,7.2,45.9,Valle d'Aosta,2,23.444282118273495,0
73,441,7.3,44.1,Piemonte,1,4.375822295975037,0
73,442,7.3,44.2,Piemonte,1,88.43392500631833,39
73,443,7.3,44.3,Piemonte,1,88.64243854068113,1760
73,444,7.3,44.4,Piemonte,1,88.49326527797867,811
73,445,7.3,44.5,Piemonte,1,88.34381603934455,3412
73,446,7.3,44.6,Piemonte,1,88.19409124365687,2379
73,447,7.3,44.7,Piemonte,1,88.04409131079507,9527
73,448,7.3,44.8,Piemonte,1,87.89381666163706,18817
73,449,7.3,44.9,Piemonte,1,87.74326771808171,39962
73,450,7.3,45,Piemonte,1,87.59244490307283,8854
73,451,7.3,45.1,Piemonte,1,87.44134864049434,19879
73,452,7.3,45.2,Piemonte,1,87.2899793553276,257
73,453,7.3,45.3,Piemonte,1,87.13833747346854,537
73,454,7.3,45.4,Piemonte,1,86.98642342193556,406
73,455,7.3,45.5,Piemonte,1,86.83423762866045,63
73,456,7.3,45.6,Valle d'Aosta,2,86.68178052267002,369
73,457,7.3,45.7,Valle d'Aosta,2,86.52905253390408,42781
73,458,7.3,45.8,Valle d'Aosta,2,86.37605409341002,7011
73,459,7.3,45.9,Valle d'Aosta,2,50.9928736708411,134
74,441,7.4,44.1,Piemonte,1,24.987786739805042,0
74,442,7.4,44.2,Piemonte,1,88.78673281486964,702
74,443,7.4,44.3,Piemonte,1,88.63785932219076,2694
74,444,7.4,44.4,Piemonte,1,88.48870939830184,9684
74,445,7.4,44.5,Piemonte,1,88.33928346068716,8468
74,446,7.4,44.6,Piemonte,1,88.18958192783475,6895
74,447,7.4,44.7,Piemonte,1,88.03960521927715,6475
74,448,7.4,44.8,Piemonte,1,87.88935375552678,7029
74,449,7.4,44.9,Piemonte,1,87.73882795814633,16262
74,450,7.4,45,Piemonte,1,87.58802824969291,21367
74,451,7.4,45.1,Piemonte,1,87.43695505372858,38159
74,452,7.4,45.2,Piemonte,1,87.2856087948501,2807
74,453,7.4,45.3,Piemonte,1,87.13398989863991,3930
74,454,7.4,45.4,Piemonte,1,86.9820987917316,672
74,455,7.4,45.5,Piemonte,1,86.82993590174867,32
74,456,7.4,45.6,Valle d'Aosta,2,86.67750165731952,947
74,457,7.4,45.7,Valle d'Aosta,2,86.52479648808384,7655
74,458,7.4,45.8,Valle d'Aosta,2,86.37182082474614,1091
74,459,7.4,45.9,Valle d'Aosta,2,51.99571921110821,280
75,438,7.5,43.8,Liguria,7,21.019511092854916,960
75,439,7.5,43.9,Liguria,7,16.956417326527596,474
75,441,7.5,44.1,Piemonte,1,10.655195287936687,0
75,442,7.5,44.2,Piemonte,1,88.78240931603646,1085
75,443,7.5,44.3,Piemonte,1,88.6335577806344,18995
75,444,7.5,44.4,Piemonte,1,88.48442977887177,46942
75,445,7.5,44.5,Piemonte,1,88.33502572788262,14797
75,446,7.5,44.6,Piemonte,1,88.18534604581451,30799
75,447,7.5,44.7,Piemonte,1,88.03539115183473,4388
75,448,7.5,44.8,Piemonte,1,87.88516146617722,13149
75,449,7.5,44.9,Piemonte,1,87.73465741001486,15978
75,450,7.5,45,Piemonte,1,87.5838794056046,78867
75,451,7.5,45.1,Piemonte,1,87.43282787615442,86193
75,452,7.5,45.2,Piemonte,1,87.2815032459476,13293
75,453,7.5,45.3,Piemonte,1,87.12990594023323,16628
75,454,7.5,45.4,Piemonte,1,86.97803638531089,1798
75,455,7.5,45.5,Piemonte,1,86.8258950084784,196
75,456,7.5,45.6,Valle d'Aosta,2,86.6734822380507,0
75,457,7.5,45.7,Valle d'Aosta,2,86.52079850333214,6219
75,458,7.5,45.8,Valle d'Aosta,2,86.3678442347002,1337
75,459,7.5,45.9,Valle d'Aosta,2,83.03633468661619,1
75,460,7.5,46,Valle d'Aosta,2,6.360027487170934,0
76,438,7.6,43.8,Liguria,7,56.13108785909223,34988
76,439,7.6,43.9,Liguria,7,81.48036603905808,1680
76,440,7.6,44,Liguria,7,6.864035250159562,1
76,441,7.6,44.1,Piemonte,1,0.23673820387111605,0
76,442,7.6,44.2,Piemonte,1,82.55984260121178,1407
76,443,7.6,44.3,Piemonte,1,88.62953388819122,11946
76,444,7.6,44.4,Piemonte,1,88.48042639227175,21464
76,445,7.6,44.5,Piemonte,1,88.33104281392168,9276
76,446,7.6,44.6,Piemonte,1,88.1813835709784,5132
76,447,7.6,44.7,Piemonte,1,88.03144908229972,5447
76,448,7.6,44.8,Piemonte,1,87.88123976778627,7164
76,449,7.6,44.9,Piemonte,1,87.73075604830719,13320
76,450,7.6,45,Piemonte,1,87.57999834580899,198727
76,451,7.6,45.1,Piemonte,1,87.4289670831883,325498
76,452,7.6,45.2,Piemonte,1,87.27766268442345,54963
76,453,7.6,45.3,Piemonte,1,87.12608557443977,14531
76,454,7.6,45.4,Piemonte,1,86.97423617924595,12839
76,455,7.6,45.5,Piemonte,1,86.82211492582131,240
76,456,7.6,45.6,Valle d'Aosta,2,86.66972224219381,360
76,457,7.6,45.7,Valle d'Aosta,2,86.51705855736398,2509
76,458,7.6,45.8,Valle d'Aosta,2,86.3641243013854,7597
76,459,7.6,45.9,Valle d'Aosta,2,86.21091990530444,2197
76,460,7.6,46,Valle d'Aosta,2,22.349658142063856,0
77,438,7.7,43.8,Liguria,7,52.751347466571566,27586
77,439,7.7,43.9,Liguria,7,89.21937179410601,2740
77,440,7.7,44,Liguria,7,75.5230964032563,187
77,441,7.7,44.1,Piemonte,1,49.464901480502476,26
77,442,7.7,44.2,Piemonte,1,82.12655990826464,35
77,443,7.7,44.3,Piemonte,1,88.62578761878872,5477
77,444,7.7,44.4,Piemonte,1,88.47669921282244,8684
77,445,7.7,44.5,Piemonte,1,88.32733469352532,13039
77,446,7.7,44.6,Piemonte,1,88.1776944784441,24504
77,447,7.7,44.7,Piemonte,1,88.02777898614788,16856
77,448,7.7,44.8,Piemonte,1,87.8775886362214,28454
77,449,7.7,44.9,Piemonte,1,87.72712384926987,22874
77,450,7.7,45,Piemonte,1,87.57638504693412,173330
77,451,7.7,45.1,Piemonte,1,87.42537265182162,451879
77,452,7.7,45.2,Piemonte,1,87.27408708762312,35642
77,453,7.7,45.3,Piemonte,1,87.12252877897787,24253
77,454,7.7,45.4,Piemonte,1,86.97069815161753,19904
77,455,7.7,45.5,Piemonte,1,86.81859563223219,476
77,456,7.7,45.6,Valle d'Aosta,2,86.66622164855713,2525
77,457,7.7,45.7,Valle d'Aosta,2,86.51357662931251,8885
77,458,7.7,45.8,Valle d'Aosta,2,86.3606610043044,2668
77,459,7.7,45.9,Valle d'Aosta,2,78.4147356838522,124
77,460,7.7,46,Valle d'Aosta,2,6.785948743617356,0
78,438,7.8,43.8,Liguria,7,28.843812581338167,49091
78,439,7.8,43.9,Liguria,7,89.21583214534425,5984
78,440,7.8,44,Liguria,7,89.06787013383197,898
78,441,7.8,44.1,Liguria,7,88.91963032149852,518
78,442,7.8,44.2,Piemonte,1,88.77111312155104,137
78,443,7.8,44.3,Piemonte,1,88.62231894817782,7282
78,444,7.8,44.4,Piemonte,1,88.47324821664381,23751
78,445,7.8,44.5,Piemonte,1,88.32390134317065,7909
78,446,7.8,44.6,Piemonte,1,88.17427874504138,4700
78,447,7.8,44.7,Piemonte,1,88.02438084055281,20088
78,448,7.8,44.8,Piemonte,1,87.87420804903125,9456
78,449,7.8,44.9,Piemonte,1,87.72376079078484,15493
78,450,7.8,45,Piemonte,1,87.57303948721075,61197
78,451,7.8,45.1,Piemonte,1,87.42204456063223,74648
78,452,7.8,45.2,Piemonte,1,87.27077643446923,34658
78,453,7.8,45.3,Piemonte,1,87.11923553311968,14328
78,454,7.8,45.4,Piemonte,1,86.96742228202963,13117
78,455,7.8,45.5,Piemonte,1,86.81533710762977,10643
78,456,7.8,45.6,Valle d'Aosta,2,86.66298043739495,8985
78,457,7.8,45.7,Valle d'Aosta,2,86.51035269978952,28
78,458,7.8,45.8,Valle d'Aosta,2,86.35745432434416,983
78,459,7.8,45.9,Valle d'Aosta,2,66.34832284280444,95
79,438,7.9,43.8,Liguria,7,10.0447855709368,8280
79,439,7.9,43.9,Liguria,7,89.2125757561984,7090
79,440,7.9,44,Liguria,7,89.06463010657215,2429
79,441,7.9,44.1,Liguria,7,88.91640663086415,2050
79,442,7.9,44.2,Piemonte,1,88.76790574198532,499
79,443,7.9,44.3,Piemonte,1,88.61912785390378,1440
79,444,7.9,44.4,Piemonte,1,88.47007338159847,7488
79,445,7.9,44.5,Piemonte,1,88.32074274105645,10943
79,446,7.9,44.6,Piemonte,1,88.17113634931135,12048
79,447,7.9,44.7,Piemonte,1,88.02125462439346,27140
79,448,7.9,44.8,Piemonte,1,87.87109798539781,5389
79,449,7.9,44.9,Piemonte,1,87.7206668523674,8967
79,450,7.9,45,Piemonte,1,87.56996164646625,10821
79,451,7.9,45.1,Piemonte,1,87.41898278976488,8153
79,452,7.9,45.2,Piemonte,1,87.26773070543861,35382
79,453,7.9,45.3,Piemonte,1,87.11620581763745,14728
79,454,7.9,45.4,Piemonte,1,86.96440855157041,16383
79,455,7.9,45.5,Piemonte,1,86.81233933341599,35449
79,456,7.9,45.6,Piemonte,1,86.65999859041548,526
79,457,7.9,45.7,Valle d'Aosta,2,86.50738675080198,1044
79,458,7.9,45.8,Piemonte,1,86.35450424385093,456
79,459,7.9,45.9,Piemonte,1,80.40571571908495,216
79,460,7.9,46,Piemonte,1,25.094291153341292,0
80,438,8,43.8,Liguria,7,0.10798455335049331,23
80,439,8,43.9,Liguria,7,72.33633043411685,46542
80,440,8,44,Liguria,7,89.06167189317846,3040
80,441,8,44.1,Liguria,7,88.91346333245043,1434
80,442,8,44.2,Piemonte,1,88.76497733523698,3223
80,443,8,44.3,Piemonte,1,88.61621431528616,2165
80,444,8,44.4,Piemonte,1,88.4671746873269,7296
80,445,8,44.5,Piemonte,1,88.3178588671317,3531
80,446,8,44.6,Piemonte,1,88.16826727150297,5714
80,447,8,44.7,Piemonte,1,88.0184003182249,44334
80,448,8,44.8,Piemonte,1,87.86825842617702,16296
80,449,8,44.9,Piemonte,1,87.71784201517868,10838
80,450,8,45,Piemonte,1,87.56715150616216,8130
80,451,8,45.1,Piemonte,1,87.41618732097149,5424
80,452,8,45.2,Piemonte,1,87.26494988256741,13829
80,453,8,45.3,Piemonte,1,87.11343961485862,8445
80,454,8,45.4,Piemonte,1,86.96165694285489,7553
80,455,8,45.5,Piemonte,1,86.80960229249192,12831
80,456,8,45.6,Piemonte,1,86.65727609081125,39167
80,457,8,45.7,Piemonte,1,86.50467876581287,685
80,458,8,45.8,Piemonte,1,86.35181074656725,466
80,459,8,45.9,Piemonte,1,86.1986724630909,122
80,460,8,46,Piemonte,1,57.450165127855065,563
80,461,8,46.1,Piemonte,1,9.685177611538649,0
81,406,8.1,40.6,Sardegna,20,1.513600617080507,0
81,407,8.1,40.7,Sardegna,20,1.9468778511816263,25
81,439,8.1,43.9,Liguria,7,30.799940905874013,13986
81,440,8.1,44,Liguria,7,89.05151277537108,11476
81,441,8.1,44.1,Liguria,7,88.9108004068168,5040
81,442,8.1,44.2,Liguria,7,88.76232788215388,1992
81,443,8.1,44.3,Liguria,7,88.61357831345491,1170
81,444,8.1,44.4,Piemonte,1,88.46455211525428,2245
81,445,8.1,44.5,Piemonte,1,88.31524970309019,2414
81,446,8.1,44.6,Piemonte,1,88.16567149357796,4092
81,447,8.1,44.7,Piemonte,1,88.0158179042983,8452
81,448,8.1,44.8,Piemonte,1,87.86568935389614,15176
81,449,8.1,44.9,Piemonte,1,87.71528626201105,8893
81,450,8.1,45,Piemonte,1,87.5646090493641,6870
81,451,8.1,45.1,Piemonte,1,87.41365813758706,5503
81,452,8.1,45.2,Piemonte,1,87.2624339494462,10579
81,453,8.1,45.3,Piemonte,1,87.1109369086523,7168
81,454,8.1,45.4,Piemonte,1,86.95916744000674,10129
81,455,8.1,45.5,Piemonte,1,86.80712596924448,23468
81,456,8.1,45.6,Piemonte,1,86.65481292321968,42519
81,457,8.1,45.7,Piemonte,1,86.50222872971726,1052
81,458,8.1,45.8,Piemonte,1,86.34937381762695,1482
81,459,8.1,45.9,Piemonte,1,86.1962486167531,114
81,460,8.1,46,Piemonte,1,86.04285355803918,758
81,461,8.1,46.1,Piemonte,1,57.76096825385809,387
81,462,8.1,46.2,Piemonte,1,7.841527045631417,0
81,463,8.1,46.3,Piemonte,1,19.92079052117467,0
82,391,8.2,39.1,Sardegna,20,2.788599198785036,3
82,392,8.2,39.2,Sardegna,20,3.6819745511143602,28
82,406,8.2,40.6,Sardegna,20,53.62013348438509,723
82,407,8.2,40.7,Sardegna,20,70.588577060758,867
82,408,8.2,40.8,Sardegna,20,68.59763784521175,641
82,409,8.2,40.9,Sardegna,20,35.545636437259105,1135
82,410,8.2,41,Sardegna,20,21.859882273480824,237
82,411,8.2,41.1,Sardegna,20,6.759533291636035e-5,0
82,440,8.2,44,Liguria,7,27.7273570429911,18024
82,441,8.2,44.1,Liguria,7,77.96975217832423,42064
82,442,8.2,44.2,Liguria,7,88.75995736539697,2036
82,443,8.2,44.3,Liguria,7,88.61121983134413,1687
82,444,8.2,44.4,Liguria,7,88.46220564853847,9317
82,445,8.2,44.5,Piemonte,1,88.3129152323668,1049
82,446,8.2,44.6,Piemonte,1,88.1633489992323,4177
82,447,8.2,44.7,Piemonte,1,88.01350736654044,7935
82,448,8.2,44.8,Piemonte,1,87.8633907527318,12815
82,449,8.2,44.9,Piemonte,1,87.71299957729816,67397
82,450,8.2,45,Piemonte,1,87.56233426073503,6527
82,451,8.2,45.1,Piemonte,1,87.41139522451972,4448
82,452,8.2,45.2,Piemonte,1,87.26018289123822,3618
82,453,8.2,45.3,Piemonte,1,87.10869768441438,3496
82,454,8.2,45.4,Piemonte,1,86.95694002865267,10344
82,455,8.2,45.5,Piemonte,1,86.80491034955168,3715
82,456,8.2,45.6,Piemonte,1,86.65260907373428,24515
82,457,8.2,45.7,Piemonte,1,86.50003662885237,11384
82,458,8.2,45.8,Piemonte,1,86.3471934435935,1980
82,459,8.2,45.9,Piemonte,1,86.1940799476037,601
82,460,8.2,46,Piemonte,1,86.04069657163954,1138
82,461,8.2,46.1,Piemonte,1,85.67795910509396,1030
82,462,8.2,46.2,Piemonte,1,83.06635834188019,1362
82,463,8.2,46.3,Piemonte,1,54.00987859497976,28
83,391,8.3,39.1,Sardegna,20,28.44699039072594,4621
83,392,8.3,39.2,Sardegna,20,16.130745658544328,1330
83,399,8.3,39.9,Sardegna,20,0.0116124048913531,0
83,400,8.3,40,Sardegna,20,0.9022644611084748,0
83,405,8.3,40.5,Sardegna,20,9.525294608581705,4083
83,406,8.3,40.6,Sardegna,20,70.50270827605837,36168
83,407,8.3,40.7,Sardegna,20,93.7858579699483,1194
83,408,8.3,40.8,Sardegna,20,91.0694823853612,505
83,409,8.3,40.9,Sardegna,20,9.376780145133138,18
83,410,8.3,41,Sardegna,20,4.041253751776798,0
83,411,8.3,41.1,Sardegna,20,31.546688219087276,1
83,441,8.3,44.1,Liguria,7,4.944467045877576,4616
83,442,8.3,44.2,Liguria,7,83.31085590333556,23836
83,443,8.3,44.3,Liguria,7,88.6091388536687,4404
83,444,8.3,44.4,Liguria,7,88.46013527215672,19153
83,445,8.3,44.5,Liguria,7,88.31085544014597,2084
83,446,8.3,44.6,Piemonte,1,88.16129977386379,2035
83,447,8.3,44.7,Piemonte,1,88.01146869056797,14332
83,448,8.3,44.8,Piemonte,1,87.86136260853911,9243
83,449,8.3,44.9,Piemonte,1,87.71098194710063,8557
83,450,8.3,45,Piemonte,1,87.56032712656402,6775
83,451,8.3,45.1,Piemonte,1,87.4093985682826,5499
83,452,8.3,45.2,Piemonte,1,87.25819669465923,8012
83,453,8.3,45.3,Piemonte,1,87.10672192907191,1239
83,454,8.3,45.4,Piemonte,1,86.95497469594861,1867
83,455,8.3,45.5,Piemonte,1,86.80295542075157,2454
83,456,8.3,45.6,Piemonte,1,86.65066452993345,6012
83,457,8.3,45.7,Piemonte,1,86.49810245098543,23081
83,458,8.3,45.8,Piemonte,1,86.34526961245251,9740
83,459,8.3,45.9,Piemonte,1,86.19216644381666,1287
83,460,8.3,46,Piemonte,1,86.03879337568236,8430
83,461,8.3,46.1,Piemonte,1,85.88515083961869,31518
83,462,8.3,46.2,Piemonte,1,85.73123926818896,4456
83,463,8.3,46.3,Piemonte,1,85.06558578044128,1313
83,464,8.3,46.4,Piemonte,1,35.86895984416819,0
84,389,8.4,38.9,Sardegna,20,0.20443878829840478,0
84,390,8.4,39,Sardegna,20,57.66326606356235,198
84,391,8.4,39.1,Sardegna,20,51.66957481464608,5504
84,392,8.4,39.2,Sardegna,20,54.37252577404416,5434
84,393,8.4,39.3,Sardegna,20,28.25399769049474,866
84,394,8.4,39.4,Sardegna,20,52.079265499081586,1051
84,395,8.4,39.5,Sardegna,20,33.856988219611644,57
84,397,8.4,39.7,Sardegna,20,1.2661407705489462,1
84,398,8.4,39.8,Sardegna,20,0.659998803582251,0
84,399,8.4,39.9,Sardegna,20,28.628543551776406,117
84,400,8.4,40,Sardegna,20,44.87584536333706,466
84,401,8.4,40.1,Sardegna,20,0.19935236283850255,7
84,403,8.4,40.3,Sardegna,20,10.697996290738494,0
84,404,8.4,40.4,Sardegna,20,53.50453871570222,0
84,405,8.4,40.5,Sardegna,20,80.87248538498878,298
84,406,8.4,40.6,Sardegna,20,93.92220454241657,3141
84,407,8.4,40.7,Sardegna,20,93.78371509762668,2188
84,408,8.4,40.8,Sardegna,20,80.54987255218454,21849
84,409,8.4,40.9,Sardegna,20,0.0770878838344179,0
84,442,8.4,44.2,Liguria,7,46.6855075265706,10100
84,443,8.4,44.3,Liguria,7,87.19771338602686,20568
84,444,8.4,44.4,Liguria,7,88.45834097281838,818
84,445,8.4,44.5,Piemonte,1,88.30907031334401,1572
84,446,8.4,44.6,Piemonte,1,88.159523804602145,3040
84,447,8.4,44.7,Piemonte,1,88.00970186371374,5897
84,448,8.4,44.8,Piemonte,1,87.85960490882778,13238
84,449,8.4,44.9,Piemonte,1,87.70923335910653,6779
84,450,8.4,45,Piemonte,1,87.55858763476039,4765
84,451,8.4,45.1,Piemonte,1,87.4076681569624,22369
84,452,8.4,45.2,Piemonte,1,87.25647534799957,6342
84,453,8.4,45.3,Piemonte,1,87.1050096310854,46341
84,454,8.4,45.4,Piemonte,1,86.95327143054818,4316
84,455,8.4,45.5,Piemonte,1,86.80126117168426,6516
84,456,8.4,45.6,Piemonte,1,86.64897928083276,18058
84,457,8.4,45.7,Piemonte,1,86.49642618533183,16192
84,458,8.4,45.8,Piemonte,1,86.34360231358384,14443
84,459,8.4,45.9,Piemonte,1,86.19050809496594,26268
84,460,8.4,46,Piemonte,1,86.03714395992279,5450
84,461,8.4,46.1,Piemonte,1,85.8835103398962,1300
84,462,8.4,46.2,Piemonte,1,85.63709880298329,98
84,463,8.4,46.3,Piemonte,1,80.26995443876886,146
84,464,8.4,46.4,Piemonte,1,85.04671982837534,396
84,465,8.4,46.5,Piemonte,1,5.465416292511642,0
85,389,8.5,38.9,Sardegna,20,0.05663758014632389,0
85,390,8.5,39,Sardegna,20,3.311095777438537,14
85,391,8.5,39.1,Sardegna,20,74.9677000279254,14823
85,392,8.5,39.2,Sardegna,20,95.82836274281645,24936
85,393,8.5,39.3,Sardegna,20,95.69399381202078,23121
85,394,8.5,39.4,Sardegna,20,95.55932875092554,2774
85,395,8.5,39.5,Sardegna,20,95.33200374951839,61
85,396,8.5,39.6,Sardegna,20,86.35866051519226,15
85,397,8.5,39.7,Sardegna,20,84.7598868307597,428
85,398,8.5,39.8,Sardegna,20,11.813982875790597,18
85,399,8.5,39.9,Sardegna,20,48.93761071832747,8170
85,400,8.5,40,Sardegna,20,94.74231375321817,4246
85,401,8.5,40.1,Sardegna,20,68.05499611132929,636
85,402,8.5,40.2,Sardegna,20,81.28513566684224,71
85,403,8.5,40.3,Sardegna,20,78.68252711597168,10436
85,404,8.5,40.4,Sardegna,20,94.19647146928787,440
85,405,8.5,40.5,Sardegna,20,94.05857319707155,2125
85,406,8.5,40.6,Sardegna,20,93.92038322527408,3545
85,407,8.5,40.7,Sardegna,20,93.78190192982483,29588
85,408,8.5,40.8,Sardegna,20,67.4572928193531,12194
85,443,8.5,44.3,Liguria,7,30.038665671164633,69332
85,444,8.5,44.4,Liguria,7,88.45682273901177,6111
85,445,8.5,44.5,Liguria,7,88.30755984061241,1624
85,446,8.5,44.6,Piemonte,1,88.15802108027792,2014
85,447,8.5,44.7,Piemonte,1,88.00820687498283,24664
85,448,8.5,44.8,Piemonte,1,87.85811764277649,5896
85,449,8.5,44.9,Piemonte,1,87.70775380269528,4620
85,450,8.5,45,Piemonte,1,87.55711577483272,3695
85,451,8.5,45.1,Piemonte,1,87.40620398023557,18325
85,452,8.5,45.2,Piemonte,1,87.2550188410933,5266
85,453,8.5,45.3,Piemonte,1,87.10356078047938,5630
85,454,8.5,45.4,Piemonte,1,86.95183022261361,5546
85,455,8.5,45.5,Piemonte,1,86.79982759269762,5232
85,456,8.5,45.6,Piemonte,1,86.64755331691408,10550
85,457,8.5,45.7,Piemonte,1,86.49500782253027,33914
85,458,8.5,45.8,Piemonte,1,86.34219153780413,17631
85,459,8.5,45.9,Piemonte,1,86.18910489199972,13866
85,460,8.5,46,Piemonte,1,86.0357483154745,3719
85,461,8.5,46.1,Piemonte,1,85.88212223952961,4615
85,462,8.5,46.2,Piemonte,1,64.12014042209148,0
85,463,8.5,46.3,Piemonte,1,3.1813214045007228,0
85,464,8.5,46.4,Piemonte,1,12.229209188113213,0
85,465,8.5,46.5,Piemonte,1,0.5347377558584213,0
86,389,8.6,38.9,Sardegna,20,20.290276828148208,0
86,390,8.6,39,Sardegna,20,70.27474767699096,3760
86,391,8.6,39.1,Sardegna,20,95.96084433732415,2741
86,392,8.6,39.2,Sardegna,20,95.82677864852143,1728
86,393,8.6,39.3,Sardegna,20,95.69241646221352,12941
86,394,8.6,39.4,Sardegna,20,95.5577581408372,2
86,395,8.6,39.5,Sardegna,20,95.42280404785967,16499
86,396,8.6,39.6,Sardegna,20,95.287554547791,160
86,397,8.6,39.7,Sardegna,20,95.15201000612592,14636
86,398,8.6,39.8,Sardegna,20,93.95815462738776,5478
86,399,8.6,39.9,Sardegna,20,93.89129432124469,36977
86,400,8.6,40,Sardegna,20,94.74360980220509,5720
86,401,8.6,40.1,Sardegna,20,94.60688876993895,3371
86,402,8.6,40.2,Sardegna,20,94.46987453906297,3400
86,403,8.6,40.3,Sardegna,20,94.33256748127651,1007
86,404,8.6,40.4,Sardegna,20,94.19496796930122,1135
86,405,8.6,40.5,Sardegna,20,94.05707637684584,609
86,406,8.6,40.6,Sardegna,20,93.91889307868004,8090
86,407,8.6,40.7,Sardegna,20,93.78041845061588,88858
86,408,8.6,40.8,Sardegna,20,87.3319083238082,21658
86,409,8.6,40.9,Sardegna,20,8.946854748946429,197
86,443,8.6,44.3,Liguria,7,0.6975553805641234,559
86,444,8.6,44.4,Liguria,7,74.58083957804094,18772
86,445,8.6,44.5,Liguria,7,88.30632401236677,1501
86,446,8.6,44.6,Piemonte,1,88.15679159143662,14089
