anno,settore,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2019,Estrazione di minerali da cave e miniere,31454,1635608,1615831,9782885,1700418934,54060.49895084886,1039.6249798240165,1052.3494932328938,54722.173648110474,1983822089.6666665,63070.58210932366,1212.8958097946856,1227.741075438376,63842.53592279555,anno_intero
2019,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",131399,6832748,6635508,40872532,4308560546,32789.903621793164,630.5750696498685,649.3188684272553,33764.581158217276,5026653970.333333,38254.88755875869,735.6709145915132,757.5386798317978,39392.01135125348,anno_intero
2019,"Fornitura di energia elettrica, gas, vapore e aria condizionata",69543,3616236,3577796,21649214,3512263792,50504.92201946997,971.2485003744225,981.6836376361313,51047.54915707883,4097641090.666666,58922.40902271495,1133.123250436826,1145.297577242153,59555.47401659196,anno_intero
2019,Istruzione,135703,7056548,6237179,42190068,3147575167,23194.5879383654,446.05027373157526,504.6472398820043,26241.656473864226,3672171028.166666,27060.352594759628,520.3919860201711,588.7551131956717,30615.265886174926,anno_intero
2019,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",711697,37008196,31369200,221059204,15926255736,22377.859870141365,430.3440172009465,507.7035989441873,26400.58714509774,18580631691.999996,26107.503181831587,502.0680200677709,592.3208654348851,30800.685002614024,anno_intero
2019,Sanita' e assistenza sociale,475313,24716245,21450815,147851573,10476485697,22041.2353480759,423.87044217274916,488.39569484889034,25396.576132142298,12222566646.499998,25714.774572755214,494.5155158682073,569.7949773237053,29629.338820832676,anno_intero
2019,Servizi di informazione e comunicazione,348743,18134634,17253395,108491206,13585205547,38954.776287982844,749.1303958491801,787.3931795452431,40944.44533635264,15849406471.499998,45447.239002646646,873.9854618240433,918.6253761361169,47768.51955907808,anno_intero
2019,Trasporto e magazzinaggio,643326,33452940,32150820,199955725,20291431185,31541.44428330271,606.5664538004731,631.1326176128633,32818.89611586889,23673336382.499996,36798.35166385316,707.6608627672185,736.3213872150071,38288.712135180365,anno_intero
2020,Altre attivita' di servizi,116827,6074995,5493564,36277669,3445912255,29495.855024951423,567.2288215875075,627.2635132675255,32617.702689911326,4032020497.785924,34512.74532245049,663.7076240862624,733.9534949963129,38165.58173980827,anno_intero
2020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",22754,1183205,1107824,7068312,925161517,40659.291421288566,781.9114329300502,835.1159723927267,43426.03056442179,1082520367.398827,47574.94802666903,914.9051663902934,977.1591583128973,50812.276232270655,anno_intero
2020,Attivita' dei servizi di alloggio e di ristorazione,46754,2431203,1944684,14467951,1020328566,21823.342730033793,419.68053099638325,524.6757653171416,27283.13979649136,1193874187.196481,25535.2309363152,491.06314330661854,613.9168045792946,31923.673838123323,anno_intero
2020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",27119,1410188,1236076,8441783,502595631,18532.970647885246,356.40328169010087,406.60576776832494,21143.499923952895,588081104.8944281,21685.206124651653,417.02319470483945,475.7645200573656,24739.755042983008,anno_intero
2020,Attivita' finanziarie e assicurative,413643,21509434,20885043,128654605,22614443979,54671.40500141426,1051.3732708633802,1082.8057179006048,56305.89733083145,26460888995.956013,63970.35365268121,1230.1992230923422,1266.9779514438162,65882.85347507845,anno_intero
2020,Attivita' immobiliari,16434,854568,759302,5109588,654701857,39838.253437994405,766.1202584229693,862.2417127835828,44836.569064746305,766058771.0938417,46614.26135413422,896.4281029641196,1008.8986609989723,52462.730371946556,anno_intero
2020,Attivita' manifatturiere,1392271,72398078,70558741,431410472,56339698174,40466.04301461425,778.1932853797583,798.4793574193734,41520.926585807414,65922403435.26687,47348.830389533985,910.5546066466967,934.2910956314663,48583.13697283624,anno_intero
2020,"Attivita' professionali, scientifiche e tecniche",223191,11605915,10654992,69307627,7739346364,34675.889099470856,666.8449979170105,726.3587212454031,37770.653504760965,9055716126.79179,40573.84091111106,780.2673142782616,849.9036063839175,44194.987531963714,anno_intero
2020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",815886,42426040,37858483,253231264,24640188593,30200.528741760492,580.7798369350521,650.8498661449272,33844.193039536214,28831188412.337246,35337.27556587225,679.5635042143278,761.5516029085805,39600.68335124619,anno_intero
2020,Costruzioni,141119,7338180,7054468,43690109,4530367027,32103.168439402205,617.3692968828783,642.1982532205121,33394.30916746663,5300927987.604106,37563.53139976974,722.3763913673562,751.4284546480479,39074.27964169849,anno_intero
2020,Estrazione di minerali da cave e miniere,24353,1266356,1257380,7575512,1433012788,58843.3781464296,1131.6034258928769,1139.6815505256964,59263.44062733621,1676751033.4662757,68851.92926810971,1324.0755628482636,1333.527679354114,69343.43932641392,anno_intero
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",119779,6228505,6071602,37240966,3978679157,33216.83397757537,638.7855764746115,655.2931428970476,34075.24343064647,4655404644.114369,38866.61805587265,747.4353226198534,766.7506276126745,39871.03263585907,anno_intero
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",66291,3447132,3416003,20622058,3364563723,50754.45721138616,976.0472540651185,984.9416768662088,51216.96719704286,3936835558.583578,59387.180138836,1142.061156516077,1152.4684136938924,59928.35751208241,anno_intero
2020,Istruzione,87149,4531737,4196701,27004495,2288809185,26263.17209606536,505.06222779477275,545.3829531815586,28359.91356544105,2678108107.961877,30730.221895396124,590.9672401469629,638.1460361273956,33183.593878624575,anno_intero
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",536927,27920158,23969614,166589205,12303226261,22914.15082683493,440.6574726761933,513.2842882242493,26690.78298766096,14395857120.64223,26811.57237509425,515.6080105507365,600.5877741978753,31230.564258289513,anno_intero
2020,Sanita' e assistenza sociale,338031,17577603,15782010,104978628,8026520029,23744.92288872914,456.6333662786672,508.5866774257525,26446.50722613913,9391734579.387096,27783.648775961665,534.301211569467,595.0911562840917,30944.740126772766,anno_intero
2020,Servizi di informazione e comunicazione,299945,15597136,15055716,93184138,12441356183,41478.791721815665,797.669276141466,826.3543349914411,42970.42541955494,14557481281.574781,48533.835475086365,933.343229268167,966.9072717348535,50279.17813021238,anno_intero
2020,Trasporto e magazzinaggio,461198,23982291,23224921,143059102,15041461651,32613.891757986807,627.1903568762467,647.6431782480552,33677.44526889887,17599833427.416424,38161.12261418398,733.8678955824705,757.7994959559355,39405.57378970865,anno_intero
2021,Altre attivita' di servizi,174116,9054020,7991304,54078127,4661556259,26772.704742815135,514.8603889763884,583.3286105746947,30333.087749884126,5354973936.682342,30755.20880724541,591.4471071062735,670.1001409384929,34845.20732880163,anno_intero
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",35140,1827279,1680053,10914617,1300205571,37000.72768924303,711.5528449678457,773.9074725618775,40243.18857321763,1493614269.181382,42504.67470635692,817.3980378373428,889.0280658892201,46229.459426239446,anno_intero
2021,Attivita' dei servizi di alloggio e di ristorazione,129558,6737002,5230567,40088990,2526672332,19502.248660831443,375.04402284577026,483.0589746771239,25119.066683210443,2902520903.458733,22403.25493955397,430.83272106179174,554.9151561310147,28855.588118812764,anno_intero
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",27153,1411953,1234094,8452293,514525876,18949.135491474237,364.407226019563,416.9260007746574,21680.152040282184,591062834.5220729,21767.86485920793,418.6136751875402,478.9447436921928,24905.126671994025,anno_intero
2021,Attivita' finanziarie e assicurative,421084,21896368,21142291,131170622,22859755257,54287.87428874049,1043.9975824757787,1081.2335927549195,56224.14682325582,26260198697.34069,62363.32583840918,1199.2947276617151,1242.0696838077147,64587.62355800116,anno_intero
2021,Attivita' immobiliari,31398,1632691,1364489,9772983,991283586,31571.551882285497,607.1470878445463,726.4870482649549,37777.32650977765,1138739397.737044,36267.89597226079,697.4616738482936,834.5537397055192,43396.794464686995,anno_intero
2021,Attivita' manifatturiere,2497294,129859265,125869144,775758420,89712634537,35923.9378851669,690.8450816890115,712.745250233846,37062.75301215999,103057604165.82437,41267.709835455644,793.6099450880488,818.767816247518,42575.92644487093,anno_intero
2021,"Attivita' professionali, scientifiche e tecniche",330492,17185554,15476183,102824352,10718826071,32432.93656427387,623.7114073250126,692.601403782832,36015.27299670727,12313277166.014395,37257.41369235684,716.4899755931287,795.6275243071497,41372.63126397179,anno_intero
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",1300201,67610354,60105487,404031762,37374650429,28745.286635681714,552.794775028097,621.8176125750383,32334.51585390199,42934219350.78023,33021.21698935798,635.0243240965759,714.3144743304423,37144.352665182996,anno_intero
2021,Costruzioni,410264,21333708,20455285,127226429,11658924527,28418.102799660704,546.5024892531575,569.9712581369558,29638.505423121704,13393217522.858925,32645.363772738834,627.7960457159593,654.7558502782497,34047.30421446898,anno_intero
2021,Estrazione di minerali da cave e miniere,30042,1562184,1543701,9346449,1614991388,53757.785367152654,1033.8035647529357,1046.181474262179,54401.436661633314,1855225231.7044146,61754.38491792872,1187.584325344783,1201.803478591006,62493.78088673232,anno_intero
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",136723,7109595,6912447,42513236,4520756057,33065.07359405513,635.8668893235129,654.0022740138188,34008.11824871858,5193229366.822457,37983.58262196161,730.4536147027302,751.2866813767189,39066.90743158939,anno_intero
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",65480,3404960,3364990,20369902,3318903583,50685.76027794746,974.7261591912974,986.304144440251,51287.81551089305,3812598453.7917466,58225.388726202604,1119.7190139654347,1133.0192522984457,58917.00111951918,anno_intero
2021,Istruzione,165136,8587066,7951044,51164432,4143638229,25092.276844540258,482.5441226374643,521.1439188363189,27099.483779488583,4760014357.114203,28824.813227365346,554.3237186152061,598.6653271085161,31130.597009642835,anno_intero
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",682520,35490991,30453777,211934976,15633661647,22905.792719627265,440.49662200190465,513.3570672366847,26694.5674963076,17959206325.77639,26313.084342988328,506.0215513783876,589.7201626509708,30665.448457850478,anno_intero
2021,Sanita' e assistenza sociale,460672,23954918,20965109,143187438,10690434241,23206.173244738122,446.2730467706047,509.9155096689457,26515.606502785176,12280661983.183302,26658.147191892065,512.6572331904164,585.7666651379348,30459.866587172608,anno_intero
2021,Servizi di informazione e comunicazione,365413,19001460,18203684,113656687,14939824844,40884.76557757934,786.2461539271193,820.7033721306083,42676.57535079163,17162159633.65451,46966.4725492922,903.2021557109039,942.7849677930308,49024.818325237604,anno_intero
2021,Trasporto e magazzinaggio,603840,31399666,30310702,187550972,19396285306,32121.56416600424,617.7226632283287,639.9154102732427,33275.60133420862,22281529281.46065,36899.7239027899,709.6103914436751,735.1043628570744,38225.42686856787,anno_intero
2022,Altre attivita' di servizi,244255,12701237,10957745,75864159,5838230351,23902.193817936175,459.65840579149886,532.7948725764288,27705.3333739743,6206360328.727354,25409.348135052933,488.64219514424883,566.3902863889746,29452.294892226677,anno_intero
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",67335,3501417,3150626,20893143,2158334545,32053.68003267246,616.41745184878,685.0494298593359,35622.57035268546,2294428463.9120784,34074.82681981255,655.2856925959056,728.2452642465587,37868.75374082105,anno_intero
2022,Attivita' dei servizi di alloggio e di ristorazione,389073,20231753,16123497,120369417,7604582924,19545.388459235157,375.8736538549082,471.6460035933892,24525.592186856236,8084090373.026644,20777.824143609665,399.57439046565287,501.3856716707699,26072.05492688003,anno_intero
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",26419,1373788,1204519,8214231,502168742,19007.86335591809,365.53583376765556,416.9039608341587,21679.00596337625,533833023.2451155,20206.40536148664,388.58471849012767,443.19186600220957,23045.977032114897,anno_intero
2022,Attivita' finanziarie e assicurative,423270,22010040,21230940,131831869,23597076206,55749.46536725967,1072.1051032165321,1111.4475480595772,57795.27249909801,25084991313.127888,59264.75137176717,1139.7067571493685,1181.529942297792,61439.55699948519,anno_intero
2022,Attivita' immobiliari,36536,1899872,1592199,11364976,1148723227,31440.8590705058,604.6319052020347,721.4696322507425,37516.42087703861,1221156041.4911191,33423.36439377926,642.757007572678,766.9619447638888,39882.02112772222,anno_intero
2022,Attivita' manifatturiere,2725187,141709671,137095001,846735977,98112770761,36002.21590701849,692.3505648460647,715.6553488117338,37214.078138210156,104299277620.70782,38272.33786918396,736.0067727537651,760.7810413211771,39560.61414870121,anno_intero
2022,"Attivita' professionali, scientifiche e tecniche",379008,19708372,17819823,117862384,12604905406,33257.62360161263,639.5711125201005,707.3530082762326,36782.356430364096,13399708499.984015,35354.68512533776,679.899308780249,751.9551961870785,39101.670201728084,anno_intero
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",1549146,80555527,71319404,481369136,43877630060,28323.753900536165,544.6880145169928,615.227099486137,31991.809173279125,46644336751.172295,30109.70996353623,579.0333511339613,654.0202824910356,34009.05468953385,anno_intero
2022,Costruzioni,491381,25551802,24523178,152335907,14013153505,28517.898545120792,548.4213404988031,571.4248579445942,29714.0926131189,14896753770.412968,30316.09641075452,583.0020822176442,607.4560878860385,31587.716570074,anno_intero
2022,Estrazione di minerali da cave e miniere,29419,1529788,1511408,9151192,1636319016,55621.16373772052,1069.637764186933,1082.6454643617078,56297.56414680881,1739497213.2788634,59128.3596750013,1137.0838399038712,1150.9117414218156,59847.41055393441,anno_intero
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",143464,7460128,7256372,44619311,4793640193,33413.54063040205,642.5680890461933,660.6111419039707,34351.779379006475,5095903473.375667,35520.43351207039,683.0852598475075,702.2660185249139,36517.83296329552,anno_intero
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",71680,3727360,3686606,22307343,3714356912,51818.5953125,996.5114483173077,1007.5274960220864,52391.4297931485,3948565917.996448,55086.02006133438,1059.3465396410456,1071.0572049186835,55694.97465577154,anno_intero
2022,Istruzione,188024,9777232,8965084,58320942,4638654365,24670.543999702164,474.4343148449377,517.4133744870657,26905.495473327413,4931145004.356129,26226.146685296175,504.3498000616257,550.0389069813656,28602.023163031008,anno_intero
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",753275,39170279,33895289,233795761,17650451711,23431.617551359064,450.6082714141505,520.7346575802909,27078.202194175126,18763402040.91208,24909.099652732508,479.02140398111743,553.5696137865082,28785.619916898428,anno_intero
2022,Sanita' e assistenza sociale,498614,25927896,22697389,154965901,11496190845,23056.29373623685,443.3908113870867,506.4983838008856,26337.91595764605,12221083873.414743,24510.109771115018,471.34884656335953,538.4356708789167,27998.654885703665,anno_intero
2022,Servizi di informazione e comunicazione,395250,20552988,19680236,122897328,16244324626,41098.86053383934,790.3631640324024,825.413101042081,42921.48125418821,17268611525.152756,43690.35173979191,840.1995624749429,877.459575441715,45627.897922969176,anno_intero
2022,Trasporto e magazzinaggio,681243,35424620,34125245,211538922,21987558828,32275.647350504885,620.6858063121073,644.3194423366044,33504.61100150343,23373985716.79929,34310.79030066994,659.8231884152686,684.9470448285218,35617.24633108313,anno_intero
2023,Altre attivita' di servizi,254760,13247492,11417579,79174155,6243605608,24507.79403360025,471.3047275665462,546.8414633259817,28435.75609295105,6296205486.7531595,24714.26239108635,475.2752812949923,551.4483838257794,28675.31595894053,anno_intero
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",75041,3902130,3516425,23317447,2469607284,32910.10626191016,632.8869832629871,702.3062582025779,36519.92542653405,2490412737.1086774,33187.360737579154,638.2188028355481,708.2229073870983,36827.591184129116,anno_intero
2023,Attivita' dei servizi di alloggio e di ristorazione,471301,24507601,19729720,146192984,9476707829,20107.548740613747,386.6844343108083,480.326524096642,24976.979253025384,9556545300.179443,20276.94679234596,389.9420959309499,484.3730828506154,25187.400308232,anno_intero
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",26656,1386109,1212839,8295648,511828069,19201.233080732294,369.25528151105,422.0082541870768,21944.429217727993,516140015.6638585,19362.995785708976,372.3661094934514,425.5635048541962,22129.302252418205,anno_intero
2023,Attivita' finanziarie e assicurative,419156,21796110,21042154,130559988,24314557353,58008.372426972295,1115.5457259575219,1155.516557525432,60086.860991322465,24519397768.779274,58497.069751546616,1124.9437522924632,1165.2513221212655,60593.06875030581,anno_intero
2023,Attivita' immobiliari,39572,2057735,1732672,12317823,1275408560,32230.07581117962,619.8118610997043,736.0934787426587,38276.86089461825,1286153366.7396798,32501.601302427975,625.0335280002915,742.2947717396482,38599.328130461705,anno_intero
2023,Attivita' manifatturiere,2774514,144274678,139624962,862053547,103199659546,37195.580756125215,715.2998778205556,739.1204127668805,38434.26146387778,104069075380.42291,37508.93863949611,721.3259930507204,745.3472064717405,38758.0547365305,anno_intero
2023,"Attivita' professionali, scientifiche e tecniche",409026,21269316,19312513,127284015,14099144827,34470.04549099568,662.8866121975901,730.0523151492506,37962.72038776103,14217924480.133951,34760.4418304312,668.4711666390189,736.202713760449,38282.54111554335,anno_intero
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",1618225,84147646,74540250,503215576,47309959429,29235.711615504642,562.2255841714217,634.6901094241031,33003.88569005336,47708526905.23421,29482.01078665464,566.9621097331018,640.0371196130171,33281.93021987689,anno_intero
2023,Costruzioni,518226,26947733,25859190,160659494,15349614656,29619.537915889978,569.606899994148,593.5845111931194,30866.39458204221,15478929017.044651,29869.07067002553,574.4056101878645,598.5852231661028,31126.431604637342,anno_intero
2023,Estrazione di minerali da cave e miniere,28671,1490892,1474300,8918971,1646100062,57413.41641379792,1104.104161803806,1116.5299206403038,58059.555873295794,1659967796.3049705,57897.1014720439,1113.4057975393055,1125.9362384216038,58548.68439792339,anno_intero
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",146567,7621481,7420577,45583334,4968923798,33902.06388886994,651.9630237220299,669.6142089759327,34819.938866748496,5010784992.591407,34187.67521059589,657.455551301828,675.2554407280467,35113.28291785842,anno_intero
2023,"Fornitura di energia elettrica, gas, vapore e aria condizionata",73319,3812588,3772453,22813792,3834623352,52300.54081479562,1005.7796310537619,1016.4800865643654,52856.964501347,3866928519.245156,52741.15194213172,1014.2529219640717,1025.0435245303668,53302.26327557907,anno_intero
2023,Istruzione,203091,10560711,9689251,63143645,5152000962,25367.943247115825,487.84603252565097,531.7233460047635,27649.6139922477,5195404508.436395,25581.658017521182,491.95594012906844,536.2029024159241,27882.550925628053,anno_intero
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",788014,40976665,35480731,244732566,19095235990,24232.102462646602,466.00268689509016,538.1860928964513,27985.67683061547,19256105711.90396,24436.2482289705,469.92857305258883,542.7200953639867,28221.44495892731,anno_intero
2023,Sanita' e assistenza sociale,523020,27197002,23774823,162624940,12173577005,23275.547789759476,447.60731366641073,512.0364936050207,26625.89766746108,12276134519.785173,23471.63496574734,451.3782261657065,516.3501961627716,26850.21020046412,anno_intero
2023,Servizi di informazione e comunicazione,420242,21852571,20971130,130765605,17654343422,42009.945274389516,807.8840435754677,841.8403501385,43775.698207202,17803074200.618366,42363.8622522698,814.6901433528516,848.9325182104334,44144.49094694253,anno_intero
2023,Trasporto e magazzinaggio,721421,37513789,36184075,224170431,23938384068,33182.26675963134,638.1222666683976,661.5723648594029,34401.76297268895,24140055374.385845,33461.814078583586,643.4981914086537,667.1458472929278,34691.58405923224,anno_intero
2024,Altre attivita' di servizi,260804,13561771,11673761,81068671,6567067526,25180.08744497784,484.2337719756513,562.5494239602815,29252.570045934637,6567067526,25180.08744497784,484.2337719756513,562.5494239602815,29252.570045934637,anno_intero
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",75251,3913051,3531692,23389321,2558715592,34002.413150655804,653.8927276950901,724.5013415665919,37674.06976146278,2558715592,34002.413150655804,653.8927276950901,724.5013415665919,37674.06976146278,anno_intero
2024,Attivita' dei servizi di alloggio e di ristorazione,514201,26738365,21612224,159549704,10569940962,20556.04901974131,395.3099212311598,489.07233989431165,25431.761674504207,10569940962,20556.04901974131,395.3099212311598,489.07233989431165,25431.761674504207,anno_intero
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",26019,1352981,1185013,8098421,508878633,19557.96275798455,376.11661435009063,429.42873453708944,22330.29419592865,508878633,19557.96275798455,376.11661435009063,429.42873453708944,22330.29419592865,anno_intero
2024,Attivita' finanziarie e assicurative,419062,21791223,21054241,130526821,25331211290,60447.40704239468,1162.450188775545,1203.1405591871016,62563.30907772928,25331211290,60447.40704239468,1162.450188775545,1203.1405591871016,62563.30907772928,anno_intero
2024,Attivita' immobiliari,41455,2155655,1819974,12904856,1382670136,33353.519141237484,641.4153173861309,759.7197190729098,39505.42539179131,1382670136,33353.519141237484,641.4153173861309,759.7197190729098,39505.42539179131,anno_intero
2024,Attivita' manifatturiere,2698557,140324907,135800617,838350123,104654934715,38781.81365633559,745.8044117214345,770.6513933953629,40073.87245655887,104654934715,38781.81365633559,745.8044117214345,770.6513933953629,40073.87245655887,anno_intero
2024,"Attivita' professionali, scientifiche e tecniche",432420,22485799,20496699,134578489,15496524326,35836.7428102308,689.1693875765767,756.049758353772,39314.58743439614,15496524326,35836.7428102308,689.1693875765767,756.049758353772,39314.58743439614,anno_intero
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",1664426,86550047,76719405,517637361,50053715053,30072.658714175337,578.3210614894293,652.4257461720408,33926.13880094612,50053715053,30072.658714175337,578.3210614894293,652.4257461720408,33926.13880094612,anno_intero
2024,Costruzioni,536610,27903698,26797614,166386321,16620017846,30972.247714354933,595.6206179553692,620.2051363975912,32250.667092674743,16620017846,30972.247714354933,595.6206179553692,620.2051363975912,32250.667092674743,anno_intero
2024,Estrazione di minerali da cave e miniere,29624,1540448,1523470,9215050,1729377991,58377.59894004861,1122.6461334624732,1135.1572338149094,59028.17615837529,1729377991,58377.59894004861,1122.6461334624732,1135.1572338149094,59028.17615837529,anno_intero
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",151951,7901449,7702411,47256124,5281638764,34758.82859606057,668.4392652537529,685.712404077113,35657.045012009876,5281638764,34758.82859606057,668.4392652537529,685.712404077113,35657.045012009876,anno_intero
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",74188,3857776,3814559,23070908,3979474917,53640.41242519006,1031.5463927921164,1043.2332851582582,54248.13082822943,3979474917,53640.41242519006,1031.5463927921164,1043.2332851582582,54248.13082822943,anno_intero
2024,Istruzione,188039,9778002,8917912,58459673,4896804535,26041.430421348763,500.79807050561044,549.0976514457644,28553.07787517975,4896804535,26041.430421348763,500.79807050561044,549.0976514457644,28553.07787517975,anno_intero
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",810663,42154398,36598426,251823288,20340504369,25091.196180163643,482.52389629665686,555.7753868704626,28900.320117264055,20340504369,25091.196180163643,482.52389629665686,555.7753868704626,28900.320117264055,anno_intero
2024,Sanita' e assistenza sociale,542167,28192634,24709574,168593409,12962242834,23908.210632517286,459.7740968084075,524.5838246341276,27278.358880974636,12962242834,23908.210632517286,459.7740968084075,524.5838246341276,27278.358880974636,anno_intero
2024,Servizi di informazione e comunicazione,434822,22610733,21779833,135256014,18794042558,43222.38193559663,831.2000569817883,862.9103151525542,44871.33638793282,18794042558,43222.38193559663,831.2000569817883,862.9103151525542,44871.33638793282,anno_intero
2024,Trasporto e magazzinaggio,737036,38325784,37002382,228996321,25153588249,34128.03207577377,656.3098161018702,679.7829461087126,35348.71319765306,25153588249,34128.03207577377,656.3098161018702,679.7829461087126,35348.71319765306,anno_intero
2014,Altre attivita' di servizi,464327,19904325,16527923,109173478,7375909753,15885.162295106682,370.5681932444331,446.26961010164433,23206.019725285507,8820728000.484339,18996.801823896392,443.1563492097491,533.6864166468067,27751.69366563395,complessivo
2014,"Attivita' artistiche, sportive, di intrattenimento e divertimento",190632,5993652,4872041,30746924,2488974941,13056.438273742078,415.26851091788444,510.8690466685317,26565.19042676365,2976523803.8132157,15613.977736231145,496.6127168900056,610.9398101972491,31768.870130256953,complessivo
2014,Attivita' dei servizi di alloggio e di ristorazione,1314764,45235055,33786681,232733886,12883850377,9799.363518471757,284.820044476568,381.3292692762571,19829.12200236537,15407582736.24916,11718.896118428222,340.6115619014758,456.0253413541614,23713.317750416394,complessivo
2014,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",44483,1974615,1680556,11397939,651209261,14639.50859879055,329.79049637524275,387.49631729023014,20149.808499091967,778770342.2403052,17507.14525190084,394.3909786162392,463.4004116734611,24096.82140701998,complessivo
2014,Attivita' finanziarie e assicurative,524172,26342592,25309608,155693367,24483750413,46709.38244125974,929.435888958839,967.3697993663118,50303.22956704821,29279710579.021114,55858.97487660751,1111.4969468084657,1156.8614803919963,60156.79698038381,complessivo
2014,Attivita' immobiliari,39039,1722744,1416713,9861059,899035012,23029.150644227568,521.8622221293472,634.5921947493953,32998.794126968554,1075141042.844071,27540.178868415456,624.0863661949026,758.8982686289115,39462.7099687034,complessivo
2014,Attivita' manifatturiere,3671847,172504130,163992749,981047075,97476617033,26547.025797371185,565.0683089906311,594.3958963270992,30908.58660900916,116570667761.4595,31747.147351580687,675.7558080578099,710.8281827842249,36963.06550477969,complessivo
2014,"Attivita' professionali, scientifiche e tecniche",422091,19094835,16509896,109436790,9451321132,22391.66703862437,494.96741563883637,572.4640017114584,29768.128088995836,11302678007.508661,26777.822809556852,591.9233136871129,684.6001941810332,35599.21009741372,complessivo
2014,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2126428,95970247,82133056,546668000,43473193300,20444.234791866926,452.98615621985425,529.3020303542584,27523.705578421435,51988870017.80514,24448.920921754765,541.7186226248343,632.9835093169447,32915.142484481126,complessivo
2014,Costruzioni,970680,37213575,35550932,196627427,16331056669,16824.346508633123,438.84675602921783,459.37070423357676,23887.276620145993,19530039501.792263,20119.956630189416,524.8095487142061,549.3537975823605,28566.397474282745,complessivo
2014,Estrazione di minerali da cave e miniere,46609,2274778,2237210,13107474,1947082283,41774.81351241177,855.9438692479002,870.3171731755177,45256.49300512692,2328483371.9555235,49957.80583053753,1023.60906073275,1040.7978562385845,54121.48852440639,complessivo
2014,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",153384,7430347,7162893,43475355,4320312884,28166.646351640327,581.4416048133419,603.1519504758761,31363.901424745556,5166590441.437041,33684.02467947792,695.3363606621658,721.299402551042,37507.56893265418,complessivo
2014,"Fornitura di energia elettrica, gas, vapore e aria condizionata",83381,4200684,4155441,24918426,3795141744,45515.66596706684,903.4580425473566,913.2945802864244,47491.31817489407,4538546995.303478,54431.4291661587,1080.4304716335432,1092.1938237851236,56794.078836826426,complessivo
2014,Istruzione,474114,17241250,15350239,95179957,6233655280,13148.009297341989,361.5547179003843,406.0949982602877,21116.93990953496,7454724842.762464,15723.486002865267,432.37728370985076,485.64226542417117,25253.397802056905,complessivo
