anno,settore,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2015,Attivita' finanziarie e assicurative,452145,23511519,22746464,140684698,22826365134,50484.61253358989,970.8588004883904,1003.5126837296557,52182.659553942096,27323159065.397995,60430.08120270709,1162.1179841846033,1201.2046824243978,62462.64348606868,anno_intero
2015,Attivita' immobiliari,24072,1251741,1061826,7495645,743806750,30899.250166168164,594.21777348509,700.4977745883035,36425.88427859178,890336679.7499999,36986.40244890329,711.2786748616526,838.4958361821992,43601.783481474355,anno_intero
2015,Attivita' manifatturiere,2417022,125684720,121650113,751357491,81971813212,33914.384400307485,652.2019002150779,673.8326105130703,35039.29574667966,98120260414.76399,40595.518127168056,780.6856745574481,806.5776347841451,41942.037008775544,anno_intero
2015,"Attivita' professionali, scientifiche e tecniche",281312,14628194,12977759,87585533,8118899128,28860.83468888636,555.017189955233,625.601009234337,32531.25248018552,9718322256.216,34546.41912259697,664.3555763764138,748.8444080535013,38939.909218782064,anno_intero
2015,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",1328946,69104520,61319027,413503818,35463470903,26685.41152386929,513.18598122091,578.3436665262154,30073.8706593632,42449774670.89099,31942.437594071536,614.2836195214292,692.2773688318798,35998.42317925775,anno_intero
2015,Costruzioni,305431,15882183,15196383,94719577,8470318720,27732.347797047452,533.3220703980052,557.3904474505545,28984.303267428833,10138971507.839998,33195.620313065796,638.386518266412,667.1963655983136,34694.21101111231,anno_intero
2015,Estrazione di minerali da cave e miniere,32916,1711632,1692887,10238998,1687705205,51273.095303196016,986.0210635230003,996.9390780365139,51840.832057898726,2020183130.3849998,61373.89507792563,1180.2672130370313,1193.336076409707,62053.47597330477,anno_intero
2015,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",120501,6266013,6110927,37511843,3915923998,32497.02490435764,624.9466762995863,640.806869072401,33321.95719176485,4687361025.605999,38898.93881051609,748.0611715306047,767.0458222796639,39886.38275854252,anno_intero
2015,"Fornitura di energia elettrica, gas, vapore e aria condizionata",71567,3721484,3685987,22287157,3495061691,48836.219081420204,939.1580592580809,948.2023921950891,49306.52439414464,4183588844.1269994,58456.95424045998,1124.1721969319228,1134.9982634575215,59019.909699791126,anno_intero
2015,Istruzione,111808,5813993,5152552,34764540,2446765602,21883.636251431024,420.8408235097634,474.8648052460218,24692.96987279313,2928778425.5939994,26194.712592962933,503.74646574118674,568.413171879488,29557.484937733374,anno_intero
2015,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",574578,29877849,24793760,178535809,12334928560,21467.805171795648,412.8452674086411,497.5013293667439,25870.06912707068,14764909486.319998,25696.962790639387,494.17578508814336,595.5090912519923,30966.4727451036,anno_intero
2015,Sanita' e assistenza sociale,399778,20788405,18130098,124360609,8783600543,21971.195370930865,422.52402447422014,484.4761756389844,25192.761133227188,10513969849.970999,26299.520859004242,505.76125729564143,579.9179822398643,30155.73507647294,anno_intero
2015,Servizi di informazione e comunicazione,326843,16995819,16041879,101591977,12443102295,38070.57913126486,732.1272540617196,775.6636423326719,40334.509401298936,14894393447.114998,45570.48322012403,876.3563231118782,928.4693798722082,48280.40775335482,anno_intero
2015,Trasporto e magazzinaggio,580721,30197136,29055207,180586754,18119630472,31201.954935330392,600.0446688719089,623.6276503554079,32428.637818481213,21689197674.983997,37348.740057590476,718.2534686396749,746.4822974754231,38817.079468722004,anno_intero
2016,Altre attivita' di servizi,239595,12458832,10819085,74504143,5586671209,23317.14438531689,448.41050982949287,516.3718751631955,26851.337508486162,6693939376.549551,27938.560389613936,537.2846649308339,618.7158504207658,32173.22422187982,anno_intero
2016,"Attivita' artistiche, sportive, di intrattenimento e divertimento",64481,3352932,2974403,20062885,1921962777,29806.65276593105,573.218537387576,646.1675761488945,33600.71395974251,2302892336.405406,35714.27763845793,686.8294186716003,774.2368254757025,40260.31492473653,anno_intero
2016,Attivita' dei servizi di alloggio e di ristorazione,388504,20202178,15943361,120649644,7161974368,18434.75065378992,354.514962099631,449.21358601865694,23359.10647297016,8581464783.279281,22088.485017604144,424.77918882208047,538.2469093737061,27988.839287432722,anno_intero
