anno,eta_decennale,tipologia_contrattuale,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2016,50-59,Tempo indeterminato,2702383,133536870,121542844,772080586,82831580865,30651.310663588396,620.2899683435743,681.5010916232962,35438.056764411405,99248650946.35136,36726.34520952484,743.2303224296883,816.5733800531389,42461.815762763224,complessivo
2016,60+,Stagionale,17018,395029,329607,1908980,137475794,8078.257962157715,348.01443438329846,417.09003146171045,21688.681636008943,164723248.6666667,9679.354134837624,416.9902682250334,499.75652418385135,25987.33925756027,complessivo
2016,60+,Tempo determinato,95156,2492224,2071648,12519627,1128602599,11860.551084534869,452.8495829427852,544.784924369391,28328.816067208332,1352289600.6036038,14211.290939127368,542.6035543368508,652.7603147849461,33943.53636881719,complessivo
2016,60+,Tempo indeterminato,595663,27755651,24303405,157605252,17154588571,28799.15081346332,618.0575109191278,705.8512406389145,36704.264513223556,20554597116.603607,34507.09061432993,740.5553959661623,845.7496847295104,43978.98360593454,complessivo
2017,<20,Stagionale,32106,383508,275930,1636958,80627913,2511.303588114371,210.2378907350042,292.2042293335266,15194.619925343382,95556051.34752475,2976.267717794952,249.16312397009904,346.3054084279518,18007.881238253492,complessivo
2017,<20,Tempo determinato,121230,1630705,1173086,6813951,335199286,2764.9862740245812,205.55482812648518,285.7414426563781,14858.555018131663,397260935.9821782,3276.919376244974,243.61299927465618,338.64604639572735,17609.594412577822,complessivo
2017,<20,Tempo indeterminato,63328,1679087,1313312,8455275,364481061,5755.448790424457,217.07098024104766,277.52815857922565,14431.464246119733,431964188.13564354,6821.061586275321,257.2613498500337,328.91208496963674,17103.428418421106,complessivo
2017,20-29,Stagionale,131630,2850386,2363347,13420052,835873955,6350.178188862721,293.24938973177666,353.68227983448895,18391.478551393426,990634776.3712871,7525.904249572947,347.5440787217195,419.16602867513194,21796.633491106862,complessivo
2017,20-29,Tempo determinato,1123159,30974731,24675037,154739803,9247485845,8233.461019321396,298.5493512437606,374.77090085011827,19488.08684420615,10959644115.31188,9757.874099136347,353.82532023641727,444.15917655207085,23096.277180707686,complessivo
2017,20-29,Tempo indeterminato,1562017,69449867,59466196,389800232,24783135336,15866.111147317859,356.8492843334027,416.7600587062942,21671.523052727298,29371696036.82376,18803.698062712352,422.91939935354753,493.9225646251823,25683.97336050948,complessivo
2017,30-39,Stagionale,86258,2218278,1920791,10792478,755594339,8759.701581302605,340.62202257787345,393.37665524255374,20455.586072612794,895491508.6960396,10381.547319622987,403.6876841838757,466.2097587379572,24242.907454373777,complessivo
2017,30-39,Tempo determinato,904219,28242953,23562438,147146977,9643273504,10664.754339380172,341.43998695887075,409.2646738847652,21281.76304200779,11428711271.572277,12639.317766572341,404.6570934552161,485.03942043570686,25222.049862656757,complessivo
2017,30-39,Tempo indeterminato,2794075,134461258,119857971,768180003,63496909249,22725.556489714843,472.2320034295678,529.7679304866591,27547.932385306274,75253267694.11188,26933.159522959075,559.6650575298937,627.8536760322088,32648.39115367486,complessivo
2017,40-49,Stagionale,86488,2254343,1959948,11004937,787702021,9107.645234020905,349.4153378611862,401.89944886292903,20898.77134087231,933543880.3336633,10793.912222894081,414.1090687325147,476.3105349395307,24768.1478168556,complessivo
2017,40-49,Tempo determinato,756551,23488991,19735818,122111420,8175827852,10806.710786186259,348.07062815086437,414.2634398026978,21541.698869740285,9689570236.479208,12807.55723867817,412.51538801642045,490.9637004394349,25530.112422850612,complessivo
2017,40-49,Tempo indeterminato,3539102,175468449,157755387,1015316395,98897292430,27944.176921151186,563.6186618940252,626.9027911547641,32598.945140047734,117207979246.24751,33117.99977684947,667.9718200862852,742.9729118933194,38634.59141845261,complessivo
2017,50-59,Stagionale,62503,1616915,1409772,7896907,574214691,9186.994080284147,355.12979408317693,407.31032464824096,21180.13688170853,680529688.2445544,10887.952390198141,420.88154803719084,482.72322634053904,25101.60776970803,complessivo
2017,50-59,Tempo determinato,450963,13532100,11416868,69741562,4857527364,10771.4543410435,358.96330680382204,425.4693462340109,22124.406004168566,5756891341.29505,12765.773115078286,425.42482994472766,504.24436380407036,26220.706917811654,complessivo
2017,50-59,Tempo indeterminato,2781842,138233203,125672729,801265761,86226739208,30996.27484522845,623.7773366793795,686.1213239667932,35678.30884627324,102191491912.84752,36735.18909875095,739.2687841635814,813.1556681071796,42284.09474157333,complessivo
2017,60+,Stagionale,20965,488291,400509,2326869,164654121,7853.7620319580255,337.204906500427,411.11216227350695,21377.832438222362,195139586.96732673,9307.874408172036,399.63789413961496,487.2289685558295,25335.906364903134,complessivo
2017,60+,Tempo determinato,126338,3342298,2722362,16529310,1366500296,10816.22549035128,408.85052619485157,501.95392677388236,26101.60419224188,1619505796.3485148,12818.833576188596,484.5485939160765,594.8899508399378,30934.27744367676,complessivo
2017,60+,Tempo indeterminato,667975,30901901,27102745,176138905,19328834964,28936.46463415547,625.4901588093237,713.1689046257122,37084.78304053703,22907540051.39406,34294.008086221875,741.2987327670895,845.2110681554233,43950.97554408201,complessivo
2018,<20,Stagionale,36076,431942,311706,1867610,93008704,2578.1323871826144,215.32683554736516,298.3859919282914,15516.071580271153,109041546.21743387,3022.5508985872566,252.4448796769795,349.8217750618656,18190.73230321701,complessivo
2018,<20,Tempo determinato,135950,1879096,1352014,7789657,377418135,2776.153990437661,200.85090649972113,279.1525346631026,14515.931802481335,442477480.5044074,3254.707469690382,235.47358969653885,327.2728540565463,17018.188410940405,complessivo
2018,<20,Tempo indeterminato,70006,1881946,1481278,9459583,415661335,5937.510141987829,220.86783308341472,280.6099429006574,14591.717030834185,487313044.0695396,6961.01825657143,258.94103447683386,328.98149035463945,17107.037498441252,complessivo
2018,20-29,Stagionale,139977,3081290,2553931,14525931,913805799,6528.256777899226,296.5659834030552,357.80363643340405,18605.78909453701,1071327660.5318314,7653.597809153157,347.6880334313977,419.4818342906803,21813.055383115374,complessivo
2018,20-29,Tempo determinato,1166008,32699109,25998344,163175199,9720735424,8336.765634541101,297.2782966043509,373.89825382724376,19442.709199016677,11396395986.805092,9773.857457929185,348.523135196286,438.35084214614176,22794.243791599372,complessivo
2018,20-29,Tempo indeterminato,1608083,71677140,61751705,402596013,26130909880,16249.727084982555,364.5640699391745,423.1609455965629,22004.36917102127,30635356636.983345,19050.855358201876,427.40763145660316,496.1054376876452,25797.48275975755,complessivo
2018,30-39,Stagionale,89818,2356158,2027325,11462509,807176444,8986.800463158832,342.5816282269695,398.1485178745391,20703.722929476033,946317535.2282076,10535.945303037337,401.6358560114422,466.78136718493954,24272.631093616856,complessivo
2018,30-39,Tempo determinato,943861,30093161,25026145,157293427,10290551112,10902.612897449942,341.9564701760643,411.1920198656245,21381.985033012475,12064436514.264446,12782.005522279705,400.9029332034759,482.0733083047527,25067.81203184714,complessivo
2018,30-39,Tempo indeterminato,2742017,131888818,117724973,754312554,63335162109,23098.019490397033,480.21631454002414,537.992581310679,27975.61422815531,74252878593.99901,27079.656542610428,562.9960122472173,630.731753015556,32798.05115680891,complessivo
2018,40-49,Stagionale,91068,2414415,2090875,11786554,850811171,9342.59203013133,352.3881234170596,406.9163249835595,21159.648899145093,997474017.3232124,10953.068227294027,413.13279503449587,477.06056905516226,24807.149590868437,complessivo
2018,40-49,Tempo determinato,810502,25925066,21716533,135488605,9037686365,11150.726790310202,348.60803690914423,416.166170032758,21640.640841703414,10595602917.63467,13072.88929285143,408.70109714029934,487.90490257513346,25371.05493390694,complessivo
2018,40-49,Tempo indeterminato,3504662,173953925,156587310,1007310179,99289385493,28330.65941679968,570.7797940920275,634.0832184485448,32972.32735932433,116404891709.22722,33214.29904202666,669.1708261784103,743.3864960655319,38656.09779540766,complessivo
2018,50-59,Stagionale,69949,1840152,1595503,8989433,655404489,9369.747801970007,356.16866921862976,410.7823607978174,21360.682761486503,768383127.65230155,10984.905111614198,417.56503139539643,481.5930321988123,25042.83767433824,complessivo
2018,50-59,Tempo determinato,509193,15808378,13293789,81928455,5629609685,11055.944769468551,356.1155790303091,423.47668411165546,22020.787573806083,6600041912.776689,12961.768745400444,417.5027895193731,496.4756032141543,25816.73136713602,complessivo
2018,50-59,Tempo indeterminato,2888474,143658914,130506387,833201963,90386173132,31292.0154836083,629.1720479802597,692.580456863004,36014.183756876206,105966943427.03622,36686.13372564068,737.6287379357206,811.9674895837568,42222.309458355354,complessivo
2018,60+,Stagionale,24484,580485,475262,2760433,194138690,7929.206420519523,334.4422164224743,408.48771835324516,21241.36135436875,227604321.18511263,9296.043178611037,392.0933722406481,478.90283924469577,24902.947640724182,complessivo
2018,60+,Tempo determinato,147946,4042055,3280093,19973443,1592284022,10762.60271991132,393.9293309962383,485.438681769084,25242.811451992366,1866761972.903036,12617.860387594366,461.8348767899091,569.1186112415215,29594.16778455912,complessivo
2018,60+,Tempo indeterminato,736016,34224129,30045436,195411447,21671537090,29444.383124823373,633.2239190075517,721.2921486644427,37507.19173055102,25407277078.090107,34520.0064646558,742.3790705700678,845.6285033803505,43972.68217577822,complessivo
2019,<20,Stagionale,45684,547458,387067,2397184,119115657,2607.3823877068558,217.57953486842825,307.73911751712234,16002.43411089036,138968266.49999997,3041.9461189913313,253.84279067983294,359.0289704366427,18669.50646270542,complessivo
2019,<20,Tempo determinato,140916,1949250,1407366,8045397,387100269,2747.028506344205,198.58933897652943,275.0530203230716,14302.757056799725,451616980.49999994,3204.8665907349055,231.6875621392843,320.89519037691684,16686.549899599675,complessivo
2019,<20,Tempo indeterminato,76425,2078388,1638161,10523123,466779397,6107.679385017991,224.58722673533526,284.9410998064293,14816.937189934324,544575963.1666666,7125.625949187655,262.01843119122447,332.4312831075008,17286.426721590044,complessivo
2019,20-29,Stagionale,163907,3586414,2935887,17014403,1070781759,6532.861677658672,298.56613291159357,364.7217208972961,18965.529486659398,1249245385.4999998,7621.67195726845,348.32715506352577,425.5086743801787,22126.451067769296,complessivo
2019,20-29,Tempo determinato,1091305,29127352,23062203,143475897,8465337537,7757.077569515397,290.63189599246783,367.0654332979378,19087.402531492764,9876227126.499998,9049.923831101296,339.0705453245458,428.2430055142607,22268.636286741556,complessivo
2019,20-29,Tempo indeterminato,1726578,77640021,67136036,437600707,28966534633,16776.846822443007,373.0876712797386,431.460305952529,22435.93590953151,33794290405.166664,19572.98795951684,435.2689498263616,503.3703569446171,26175.25856112009,complessivo
2019,30-39,Stagionale,105237,2761867,2352240,13525689,953123064,9056.919752558511,345.101000156778,405.19805121926333,21070.298663401692,1111976907.9999998,10566.40637798493,402.617833516241,472.73105975580717,24582.01510730197,complessivo
2019,30-39,Tempo determinato,878062,26914772,22368736,140045311,9116124950,10382.097107038,338.70340607009416,407.53867138491864,21192.01091201577,10635479108.333332,12112.446624877664,395.15397374844315,475.461783282405,24724.01273068506,complessivo
2019,30-39,Tempo indeterminato,2779986,134121311,119700907,767962605,65220144636,23460.601828930074,486.277267570103,544.8592351601814,28332.68022832943,76090168741.99998,27370.70213375175,567.3234788317867,635.6691076868782,33054.79359971767,complessivo
2019,40-49,Stagionale,104899,2786899,2393161,13696164,992198653,9458.60926224273,356.0224654714792,414.5975356442797,21559.071853502544,1157565095.1666665,11035.044139283184,415.359543050059,483.6971249183262,25152.250495752964,complessivo
2019,40-49,Tempo determinato,749340,23062122,19374593,120166843,7993686678,10667.636424053168,346.6154015662566,412.5860438977996,21454.47428268558,9325967790.999998,12445.575828062027,404.3846351606326,481.3503845474328,25030.219996466505,complessivo
2019,40-49,Tempo indeterminato,3521257,174969084,157363464,1012970094,100263462159,28473.770065348825,573.035303533966,637.1457491492434,33131.57895576066,116974039185.49998,33219.39840957362,668.5411874562936,743.336707340784,38653.50878172077,complessivo
2019,50-59,Stagionale,84063,2208823,1898784,10874866,792424203,9426.551550622748,358.7540527240073,417.3324627761767,21701.28806436119,924494903.4999999,10997.643475726538,418.54639484467515,486.88787323887277,25318.169408421385,complessivo
2019,50-59,Tempo determinato,488988,14680435,12390750,75725907,5176340317,10585.822795242419,352.6012898800342,417.75843407380506,21723.43857183786,6039063703.166666,12350.126594449486,411.3681715267065,487.3848397527725,25344.01166714417,complessivo
2019,50-59,Tempo indeterminato,3037763,151390845,137290395,877692653,95283946867,31366.484767574035,629.3904156952159,694.0321416294272,36089.67136473022,111164604678.16666,36594.23222883637,734.2888183110852,809.7041652343316,42104.616592185244,complessivo
2019,60+,Stagionale,30351,716161,583849,3439690,242561843,7991.889657671905,338.6973641401864,415.45304179676594,21603.55817343183,282988816.8333333,9323.871267283888,395.1469248302174,484.6952154295602,25204.151202337132,complessivo
2019,60+,Tempo determinato,146082,3843804,3174979,18804369,1488279520,10187.973330047507,387.18923233338643,468.75255552871374,24375.132887493113,1736326106.6666665,11885.968885055423,451.72077105561743,546.877981450166,28437.65503540863,complessivo
2019,60+,Tempo indeterminato,826210,37911162,33148631,216348703,24061285974,29122.482146185594,634.6755072819979,725.8606237464226,37744.75243481397,28071500302.999996,33976.22917054986,740.4547584956641,846.8373943708262,44035.54450728296,complessivo
2020,<20,Stagionale,38526,413483,275060,1703769,82158821,2132.5551835124334,198.69939271989418,298.694179451756,15532.097331491312,96133048.61876833,2495.2771795350764,232.49577036726623,349.4984680388582,18173.920338020627,complessivo
2020,<20,Tempo determinato,97422,1313501,941844,5440079,275818853,2831.1762538235716,209.9875470212813,292.8498275722944,15228.191033759307,322732323.5982405,3312.7252940633584,245.70390399264295,342.6600621740336,17818.32323304975,complessivo
2020,<20,Tempo indeterminato,57203,1558290,1232435,7426548,335311694,5861.785116165236,215.1792631666763,272.07251822611335,14147.770947757894,392344181.542522,6858.804285483664,251.77866863197607,318.34878232322353,16554.136680807624,complessivo
2020,20-29,Stagionale,150584,2543093,1976148,11304989,697899506,4634.619255697817,274.4294078116687,353.16155773757833,18364.401002354072,816603820.8035191,5422.912266930877,321.10655048931324,413.23009248473244,21487.964809206085,complessivo
2020,20-29,Tempo determinato,1004888,24442583,19211697,116940718,7067344847,7032.967700878108,289.14067089390676,367.86676611649665,19129.071838057826,8269415231.533725,8229.190946188755,338.32002254155077,430.436480001414,22382.69696007353,complessivo
2020,20-29,Tempo indeterminato,1665709,71990625,61856502,379657000,25788959640,15482.271897432265,358.226639093632,416.9159070779657,21679.627168054216,30175351602.22874,18115.62019670227,419.1566832796457,487.8282901000244,25367.071085201267,complessivo
2020,30-39,Stagionale,97133,1944505,1593410,8955100,627239784,6457.535379325255,322.5704145785174,393.64619526675494,20469.602153871256,733925729.6656892,7555.884505427499,377.43576368571394,460.6006800921854,23951.23536479364,complessivo
2020,30-39,Tempo determinato,839650,24122142,20059805,121401243,8053560755,9591.568814386947,333.86590440434355,401.477519597025,20876.831019045298,9423374607.7566,11222.979345866252,390.65248052003835,469.76401853141635,24427.72896363365,complessivo
2020,30-39,Tempo indeterminato,2733877,126776208,112411748,684793281,59281543034,21684.056390978818,467.60779462657536,527.3607437720833,27422.758676148333,69364620734.79765,25372.253665690758,547.1422582287495,617.0584655866899,32087.040210507876,complessivo
2020,40-49,Stagionale,97332,1979899,1646183,9187853,662462617,6806.216013233058,334.59414697416383,402.4234346971145,20926.01860424995,775139543.0586511,7963.871522815221,391.50458839498936,470.87082241685835,24485.28276567663,complessivo
2020,40-49,Tempo determinato,710570,20612294,17312802,104149306,6999664878,9850.774558453073,339.5868930454805,404.3057200099672,21023.897440518296,8190223713.554253,11526.272870448025,397.3465405429523,473.07326182984434,24599.80961515191,complessivo
2020,40-49,Tempo indeterminato,3459949,166347324,148615247,911636765,91588573207,26471.076078578037,550.5863936049852,616.2797899666378,32046.54907826517,107166688297.9267,30973.487845608906,644.2345192034871,721.1015724243065,37497.28176606394,complessivo
2020,50-59,Stagionale,81700,1647748,1376099,7651147,555888768,6804.024088127295,337.3627326508665,403.9598662596223,21005.913045500358,650438763.7302053,7961.306777603492,394.7440772073189,472.66858251492465,24578.76629077608,complessivo
2020,50-59,Tempo determinato,474019,13381547,11252673,67138396,4613688164,9733.129186804748,344.77987963574014,410.00819663025845,21320.42622477344,5398421048.199414,11388.617435586788,403.4227917145464,479.7456611597453,24946.774380306753,complessivo
2020,50-59,Tempo indeterminato,3133656,150987956,136096787,831113729,91563203249,29219.2899440781,606.4271990608311,672.7800506341123,34984.56263297384,107137003215.10558,34189.13984658992,709.5731742676587,787.2118481026711,40935.01610133889,complessivo
2020,60+,Stagionale,31130,558770,441746,2536429,176667341,5675.147478316736,316.17184351343127,399.9296903650514,20796.343898982672,206716331.55131966,6640.421829467384,369.94887261542254,467.95292215734753,24333.55195218207,complessivo
2020,60+,Tempo determinato,142357,3516008,2897032,16914212,1353625436,9508.667898311991,384.9892935397189,467.24559342112894,24296.770857898704,1583860847.4017596,11125.97798072283,450.47134346729575,546.7184509531685,28429.35944956476,complessivo
2020,60+,Tempo indeterminato,869411,38093286,33089784,207557894,23599380230,27144.10127086039,619.5154765593076,713.1923324129284,37086.00128547227,27613351060.909092,31760.986531006733,724.8876104022397,834.4977731165937,43393.884202062865,complessivo
2021,<20,Stagionale,59882,649060,449280,2862075,142758753,2384.0010854680872,219.94692786491234,317.7500734508547,16523.003819444446,163994460.02015355,2738.626966703743,252.66456108857972,365.01615923289165,18980.840280110366,complessivo
2021,<20,Tempo determinato,143066,1945156,1459602,8243827,429740036,3003.7887129017377,220.92831423289442,294.42275085948086,15309.983044693005,493664897.40115166,3450.6094907326105,253.79193103337298,338.2188414383864,17587.37975479609,complessivo
2021,<20,Tempo indeterminato,66464,1683166,1374388,8483630,403498788,6070.937469908522,239.72608049354608,293.58433571887997,15266.385457381759,463520200.80230325,6974.003984146354,275.38591012550353,337.25571003406844,17537.29692177156,complessivo
2021,20-29,Stagionale,177288,3220640,2569503,15111854,941614770,5311.215479897117,292.3688366287446,366.45793758559535,19055.81275445096,1081682226.1900191,6101.271525371256,335.85940253801084,420.9694350191532,21890.41062099597,complessivo
2021,20-29,Tempo determinato,1138364,30795105,24928120,153019221,9482830171,8330.226685840382,307.9330358185173,380.40695291100974,19781.161551372505,10893423910.448177,9569.367891507618,353.7388136993908,436.99339984115034,22723.656791739817,complessivo
2021,20-29,Tempo indeterminato,1690804,74497572,65208518,412640773,28828338521,17050.077076349477,386.9701756320327,442.0946742111207,22988.92305897828,33116623041.87812,19586.316948551175,444.53291768862107,507.85731768782296,26408.580519766794,complessivo
2021,30-39,Stagionale,105210,2335707,1952824,11297082,805985976,7660.735443398917,345.0715248102609,412.7284261152055,21461.878157990686,925878323.6775432,8800.288220488008,396.4017420325166,474.12276973119094,24654.38402602193,complessivo
2021,30-39,Tempo determinato,919935,29141122,24774285,151733858,10266868883,11160.428598759696,352.31549708346853,414.4163548211381,21549.65045069918,11794090261.949137,12820.56912928537,404.72327256133576,476.061781881864,24755.21265785693,complessivo
2021,30-39,Tempo indeterminato,2717462,129079222,115814020,726236289,64009668020,23554.945025910205,495.8944362091058,552.6936032442359,28740.067368700264,73531259712.03455,27058.799612298,569.6599233611321,634.9081027671309,33015.2213438908,complessivo
2021,40-49,Stagionale,105034,2368297,1998257,11522255,841308288,8009.86621474951,355.2376614926253,421.0210638571515,21893.095320571876,966454914.3339732,9201.353031722805,408.08011593730566,483.6489572332153,25149.745776127194,complessivo
2021,40-49,Tempo determinato,775944,24691242,21118057,128769674,8811737781,11356.151708112957,356.8770570957913,417.2608200176749,21697.562640919095,10122504917.329174,13045.406520740124,409.9633755697334,479.3293681009183,24925.12714124775,complessivo
2021,40-49,Tempo indeterminato,3394266,166641969,150207674,949571690,96222482398,28348.53909446107,577.420460016288,640.5963146596624,33311.00836230245,110535807514.78503,32565.45229949127,663.3131388094978,735.88655340462185,38266.10077704034,complessivo
2021,50-59,Stagionale,92717,2067562,1753064,10076520,740602355,7987.773062113744,358.2007963969158,422.4616756718523,21968.007134936317,850768732.1833013,9175.973469625866,411.48402426785816,485.3038635117151,25235.800902609186,complessivo
2021,50-59,Tempo determinato,528593,16373442,13975694,84649294,5895692311,11153.557294553655,360.0765380303054,421.85327691061354,21936.370399351905,6772690687.396354,12812.675702092827,413.6387869695543,484.6049639750522,25199.458126702717,complessivo
2021,50-59,Tempo indeterminato,3229931,158899259,144139530,907005909,100352799020,31069.641741572806,631.5498237785993,696.2198296331339,36203.43114092296,115280518643.89636,35691.32549391809,725.4943753003679,799.784199684128,41588.77838357465,complessivo
2021,60+,Stagionale,37275,739352,597790,3525249,249961496,6705.875144198524,338.0818554626213,418.1426521019087,21743.417909299253,287143868.2456814,7703.390160849936,388.3723425995756,480.3423748234019,24977.803490816896,complessivo
2021,60+,Tempo determinato,165406,4528432,3787473,22336112,1792602338,10837.589555397022,395.8549754087066,473.29772067022,24611.48147485144,2059256236.646833,12449.707003656657,454.73935274877334,543.7018921710685,28272.49839289556,complessivo
2021,60+,Tempo indeterminato,927036,41874190,36593675,235436775,26664268179,28762.926336194065,636.7709603218593,728.6578398862645,37890.20767408575,30630642044.398273,33041.480637643275,731.492168431157,837.0474417887318,43526.46697301405,complessivo
2022,<20,Stagionale,75044,942065,661266,4062517,208540469,2778.9092932146473,221.36526566638184,315.36547924738306,16399.004920863918,221690001.23712257,2954.1335914546476,235.32346625458177,335.2508691466408,17433.04519562532,complessivo
2022,<20,Tempo determinato,180633,2693042,2031233,11170250,574879489,3182.582855845831,213.46844534916278,283.01996324400005,14717.038088688003,611128550.9174068,3383.2608156726997,226.92871144133912,300.86580462084197,15645.021840283784,complessivo
2022,<20,Tempo indeterminato,79485,2241997,1849177,11386044,557833017,7018.091677675033,248.81077762369887,301.6655609495467,15686.609169376428,593007212.5657194,7460.617884704276,264.4995566745715,320.6871016488521,16675.729285740308,complessivo
2022,20-29,Stagionale,196663,4359485,3583366,20622648,1351102050,6870.138511056985,309.9223990907183,377.04829760621715,19606.511475523293,1436295873.756661,7303.3355219673285,329.46457523231777,400.82310145172465,20842.801275489684,complessivo
2022,20-29,Tempo determinato,1220351,34651169,28296625,171571578,10720527008,8784.78979244496,309.38428103248117,378.86239111554823,19700.84433800851,11396510504.952044,9338.715258931277,328.89252610646537,402.75158274006327,20943.08230248329,complessivo
2022,20-29,Tempo indeterminato,1814242,83106367,73839846,470670840,33567210630,18502.057955884608,403.9066059764109,454.59480820152305,23638.9300264792,35683793183.04618,19668.70637050966,429.3749621259004,483.2593120934486,25129.484228859328,complessivo
2022,30-39,Stagionale,114756,3078217,2621232,15078206,1108783626,9662.097197532155,360.20320399763887,423.0009499349924,21996.049396619605,1178698046.4671404,10271.341336985783,382.91583941844914,449.6733011298276,23383.01165875104,complessivo
2022,30-39,Tempo determinato,956843,31527481,26907284,164538399,11296756576,11806.28021106911,358.31459468645784,419.8400914785751,21831.684756885905,12009074264.184725,12550.725943738655,380.9081437297425,446.31313454694003,23208.282996440877,complessivo
2022,30-39,Tempo indeterminato,2775926,134897746,122094579,773191870,69421135434,25008.280276203328,514.6204254146693,568.5849118166008,29566.41541446324,73798489444.49202,26585.178943708157,547.06984833158,604.4370687783936,31430.727576476467,complessivo
2022,40-49,Stagionale,114384,3119194,2663674,15320280,1138113919,9949.939842985033,364.87436145363193,427.2722258804944,22218.15574578571,1209877762.9156306,10577.333918341994,387.8815369982215,454.2139026456055,23619.122937571487,complessivo
2022,40-49,Tempo determinato,806530,26673104,22837175,139263146,9637509484,11949.350283312462,361.31938315090736,422.0097049656974,21944.504658216265,10245203243.648314,12702.817308281543,384.10239931761646,448.61955314737105,23328.216763663295,complessivo
2022,40-49,Tempo indeterminato,3381942,168747221,152890273,976819028,100105871974,29600.114955844896,593.2297514635811,654.7563164727949,34047.32845658533,106418053954.59859,31466.55204453494,630.6358903214091,696.0420167121985,36194.18486903432,complessivo
2022,50-59,Stagionale,104903,2846580,2438179,13972032,1044582448,9957.603195332831,366.96050980474814,428.4273008667534,22278.219645071178,1110448659.197158,10585.48048384849,390.0992275633069,455.4418109569306,23682.974169760393,complessivo
2022,50-59,Tempo determinato,567621,18370519,15672484,95052206,6665725782,11743.268452012875,362.84907258199945,425.31393121856115,22116.32442336518,7086033535.571937,12483.74097429788,385.7285434108822,452.13212759202287,23510.870634785188,complessivo
2022,50-59,Tempo indeterminato,3358735,167741719,152801966,972022996,108515331750,32308.39341299626,646.9191587931682,710.1697353161019,36928.8262364373,115357772739.56483,34345.60116816743,687.7106865678707,754.9495321255541,39257.37567052882,complessivo
2022,60+,Stagionale,45148,1082736,881395,5192639,373978475,8283.389629662444,345.40134898996615,424.3029232069617,22063.752006762006,397559710.9902309,8805.699277713984,367.1806525230813,451.0573704074007,23454.983261184832,complessivo
2022,60+,Tempo determinato,192547,5558586,4647786,27384356,2178314458,11313.15708891855,391.88283818942443,468.6778732927893,24371.249411225042,2315668211.5683837,12026.508912464924,416.5930349136244,498.230385729546,25907.98005793639,complessivo
2022,60+,Tempo indeterminato,998409,46499679,40724027,265498219,29760970290,29808.395447156425,640.025284690675,730.7963500269755,38001.41020140272,31637550121.785084,31687.965675174284,680.3821188052735,776.8767593093158,40397.59148408443,complessivo
2023,<20,Stagionale,80134,1035205,735157,4458015,231992485,2895.0568422891656,224.10294096338407,315.5686268375327,16409.5685955517,233946928.85004213,2919.446537674921,225.99091856206465,318.2271662380174,16547.812644376903,complessivo
2023,<20,Tempo determinato,203721,3162784,2366110,12993333,675104817,3313.869542167965,213.4527103336807,285.32266758519256,14836.778714430013,680792304.9275484,3341.787566954553,215.25096400119276,287.7263968824562,14961.772637887721,complessivo
2023,<20,Tempo indeterminato,89597,2592416,2132708,13213302,663836239,7409.134669687601,256.068562684384,311.2644764309038,16185.752774406998,669428793.6672283,7471.553664377471,258.22583785442936,313.88675508659804,16322.111264503097,complessivo
2023,20-29,Stagionale,198724,4510404,3760359,21527296,1444389718,7268.320474628127,320.23510931614993,384.10952730842985,19973.69542003835,1456558123.3748946,7329.553166074025,322.9329619641377,387.34549636747306,20141.9658111086,complessivo
2023,20-29,Tempo determinato,1224351,34889725,28338013,172368938,10973559313,8962.756034013122,314.5212326265111,387.23813532727223,20136.383037018157,11066007158.939342,9038.263666987117,317.17094814990213,390.50046165690384,20306.024006159,complessivo
2023,20-29,Tempo indeterminato,1917399,88483613,79081320,503090567,37278352664,19442.146712290974,421.3023338457032,471.3926457474407,24512.417578866916,37592407867.57203,19605.939018207493,424.8516374164336,475.3639401513787,24718.924887871693,complessivo
2023,30-39,Stagionale,114626,3121856,2673487,15431396,1156477521,10089.137900650812,370.4455045332008,432.57271159351063,22493.781002862554,1166220381.3285594,10174.134850108696,373.5663596682741,436.2169635867163,22683.282106509247,complessivo
2023,30-39,Tempo determinato,949523,31300385,26571989,163951378,11474039751,12084.004022019477,366.57823061920806,431.80959283853383,22454.09882760376,11570703944.352991,12185.806920267325,369.66650551911715,435.4474158616049,22643.265624803455,complessivo
2023,30-39,Tempo indeterminato,2822442,137667314,125142960,790825706,73825757162,26156.69592572673,536.2620582689657,589.9313645929424,30676.430958833003,74447709623.34793,26377.055621815412,540.7798515147025,594.9013002676934,30934.867613920054,complessivo
2023,40-49,Stagionale,114013,3157991,2712414,15674470,1183618216,10381.432082306404,374.8010098825487,436.37078115656385,22691.28062014132,1193589725.8230834,10468.891493277815,377.95855840725426,440.04703036597044,22882.445579030464,complessivo
2023,40-49,Tempo determinato,805066,26644856,22666919,139670808,9803644132,12177.441516596155,367.9375911057654,432.50889686419225,22490.462636938,9886235910.702612,12280.03158834507,371.0373180738005,436.15261124384006,22679.935784679685,complessivo
2023,40-49,Tempo indeterminato,3343090,167350319,151834947,970262211,102334251363,30610.6779545271,611.4971992554134,673.9835155538995,35047.142808802775,103196376479.79022,30868.560666865153,616.6488184572282,679.661556965474,35342.40096220465,complessivo
