anno,eta_decennale,sesso,lavoratori,settimane_retribuite,settimane_utili,giornate_retribuite,somma_retribuzioni,stipendio_annuo,stipendio_settimanale,stipendio_settimanale_fte,stipendio_annuo_fte,somma_retribuzioni_reale,stipendio_annuo_reale,stipendio_settimanale_reale,stipendio_settimanale_fte_reale,stipendio_annuo_fte_reale,vista
2023,40-49,Femmine,1116999,58083882,49892898,347302390,31335936897,28053.68393078239,539.4945347661163,628.0640763140277,32659.33196832944,31599929625.70261,28290.02499169884,544.0395603328064,633.3552648255192,32934.47377092699,anno_intero
2023,40-49,Maschi,1532779,79704467,77318917,476281817,58469085398,38145.80275303876,733.5735072163521,756.2067300813331,39322.749964229326,58961664044.99242,38467.16587648475,739.7535704616457,762.5774691721616,39654.0283969524,anno_intero
2023,50-59,Femmine,1105372,57479238,49312193,343859494,32647580008,29535.378142381025,567.9890886514536,662.0589761238159,34427.06675843843,32922622805.034542,29784.201884102855,572.774169432005,667.636558062517,34717.101019250884,anno_intero
2023,50-59,Maschi,1621296,84307351,81990912,504097662,68267863350,42106.970812239095,809.7498324908821,832.6271983655945,43296.61431501091,68842992780.07582,42461.7051914492,816.5716507932484,839.6417493206543,43661.370964674024,anno_intero
2023,60+,Femmine,273187,14205669,11711515,85009065,7678546366,28107.29048600409,540.5269097851005,655.64074041659,34093.31850166268,7743235046.42123,28344.083160696628,545.0806326982016,661.1642512878334,34380.54106696734,anno_intero
2023,60+,Maschi,470984,24491102,22977095,146499005,20241202653,42976.41247473375,826.471697884399,880.9295802189093,45808.338171383286,20411726685.459984,43338.47155202721,833.434391211142,888.351059411992,46194.25508942358,anno_intero
2024,<20,Femmine,4048,210492,156567,1254432,54780462,13532.722826086956,260.24961518727554,349.8851098890571,18194.02571423097,54780462,13532.722826086956,260.24961518727554,349.8851098890571,18194.02571423097,anno_intero
2024,<20,Maschi,12099,629140,555341,3745910,227854315,18832.491528225473,362.1679038051944,410.2962234014777,21335.40361687684,227854315,18832.491528225473,362.1679038051944,410.2962234014777,21335.40361687684,anno_intero
2024,20-29,Femmine,506154,26319953,23188078,157243654,11427314518,22576.754343539713,434.1692600286938,492.80990507277056,25626.11506378407,11427314518,22576.754343539713,434.1692600286938,492.80990507277056,25626.11506378407,anno_intero
2024,20-29,Maschi,804664,41842452,39593291,249827192,21313647382,26487.636307825378,509.37854650583097,538.3146195652188,27992.360217391375,21313647382,26487.636307825378,509.37854650583097,538.3146195652188,27992.360217391375,anno_intero
2024,30-39,Femmine,842534,43811730,38731396,261868219,22882806337,27159.504942233787,522.2986249801138,590.8076831777507,30721.999525243038,22882806337,27159.504942233787,522.2986249801138,590.8076831777507,30721.999525243038,anno_intero
2024,30-39,Maschi,1285047,66822409,64461508,398933046,43450842769,33812.64869611773,650.2435847381677,674.0587385731031,35051.05440580136,43450842769,33812.64869611773,650.2435847381677,674.0587385731031,35051.05440580136,anno_intero
2024,40-49,Femmine,1095382,56959786,48972281,340585282,31724477994,28962.022375755674,556.9627314611049,647.8047856092306,33685.84885167999,31724477994,28962.022375755674,556.9627314611049,647.8047856092306,33685.84885167999,anno_intero
2024,40-49,Maschi,1477119,76810141,74511995,458963266,58275747325,39452.303656645134,758.6986114893344,782.0988731411634,40669.141403340494,58275747325,39452.303656645134,758.6986114893344,782.0988731411634,40669.141403340494,anno_intero
2024,50-59,Femmine,1141488,59357256,51054630,355087829,34846360729,30527.137148178517,587.0615166071693,682.5308640763825,35491.60493197189,34846360729,30527.137148178517,587.0615166071693,682.5308640763825,35491.60493197189,anno_intero
2024,50-59,Maschi,1626572,84581712,82263181,505669155,70544613737,43370.11441055176,834.0409772859646,857.5478467943028,44592.48803330374,70544613737,43370.11441055176,834.0409772859646,857.5478467943028,44592.48803330374,anno_intero
2024,60+,Femmine,316253,16445106,13587783,98410277,9128189116,28863.565297404293,555.0702510521976,671.7938545235819,34933.28043522626,9128189116,28863.565297404293,555.0702510521976,671.7938545235819,34933.28043522626,anno_intero
2024,60+,Maschi,525935,27348544,25663756,163572613,23004715612,43740.60599123466,841.1678373810321,896.3892741187221,46612.24225417355,23004715612,43740.60599123466,841.1678373810321,896.3892741187221,46612.24225417355,anno_intero
2014,<20,Femmine,49851,800871,553719,3602404,141920852,2846.9008043971035,177.20812964884482,256.3048260941019,13327.850956893299,169720790.3851903,3404.5614006778264,211.92025979863215,306.5106857181898,15938.555657345869,complessivo
2014,<20,Maschi,80005,1558218,1243202,7544809,361740346,4521.471733016687,232.1500239376005,290.974713682893,15130.685111510436,432599273.27192354,5407.152968838493,277.6243588971014,347.9718286102528,18094.535087733144,complessivo
2014,20-29,Femmine,1112010,40078143,31569037,213272605,11739505998,10557.014773248442,292.91541771284164,371.8677258986392,19337.121746729237,14039080294.643682,12624.958673612362,350.29268433529177,444.7104387328534,23124.942814108374,complessivo
2014,20-29,Maschi,1395568,53029268,47280527,288634763,19169380207,13735.898363247079,361.48679644229674,405.43922463046994,21082.839680784436,22924343492.00682,16426.53277519033,432.2960575659242,484.8580366290507,25212.617904710634,complessivo
2014,30-39,Femmine,1743427,74097480,61465897,409642566,28086196762,16109.763564519764,379.04388599990176,456.93950845620947,23760.85443972289,33587816351.050465,19265.398752600748,453.2922894415635,546.4463709209427,28415.211287889022,complessivo
2014,30-39,Maschi,2138412,94507639,88845740,532702396,47081328216,22016.958479469813,498.1748429457644,529.92217990418,27555.95335501736,56303778652.654106,26329.7150655038,595.7590227458132,633.7251358664366,32953.7070650547,complessivo
2014,40-49,Femmine,1804342,81945579,66867272,463547637,35017571617,19407.39151280633,427.3271608343874,523.687755902469,27231.763306928387,41876932448.28637,23208.977260567215,511.03345609756894,626.2694917221443,32566.0135695515,complessivo
2014,40-49,Maschi,2399303,110389868,105880240,627341215,67558926209,28157.730061188602,612.0029621649697,638.0692583337552,33179.601433355274,80792598072.66539,33673.36183577705,731.8841804636037,763.0564312346231,39678.9344242004,complessivo
2014,50-59,Femmine,1077840,49731572,41235992,282496358,22709016705,21069.005330104654,456.63178925854186,550.7086310667632,28636.84881547169,27157336006.150036,25196.07363444485,546.0783746419686,658.583307663607,34246.331998507565,complessivo
2014,50-59,Maschi,1710940,79499979,76801628,453375687,54851460086,32059.254027610554,689.9556550323114,714.1965803901969,37138.22218029024,65595950337.006424,38339.12956445371,825.1065114999141,854.095831627507,44412.98324463036,complessivo
2014,60+,Femmine,168787,7163332,5523932,39505868,2826552732,16746.270340725292,394.58630871778666,511.6921663771386,26607.99265161121,3380227478.767243,20026.586637402423,471.87921469607204,611.9241653892993,31820.056600243566,complessivo
2014,60+,Maschi,371862,15532559,14160739,85901296,10409093845,27991.819129139305,670.1467443323409,735.0671349143572,38223.49101554658,12448062491.669792,33474.95170700365,801.4173641104336,879.054581238295,45710.83822439134,complessivo
2015,<20,Femmine,54653,812131,555276,3720121,152445601,2789.336376777121,187.71060456995238,274.5402304439594,14276.091983085887,182477384.39699998,3338.8356430022136,224.68959367023297,328.6246558414193,17088.482103753806,complessivo
2015,<20,Maschi,89605,1642642,1302596,8008952,406274155,4534.056749065342,247.32970117651928,311.8957489505572,16218.578945428975,486310163.5349999,5427.265928631214,296.0536523082935,373.33921149381695,19413.63899767848,complessivo
2015,20-29,Femmine,1127187,39361340,30882352,211004697,11731287000,10407.578334384623,298.0408441379282,379.870257291284,19753.25337914677,14042350538.999998,12457.871266258393,356.7548904331,454.7046979776669,23644.64429483868,complessivo
2015,20-29,Maschi,1431188,53229067,47270233,291293822,19677009967,13748.724812533364,369.6666328380319,416.2664052660794,21645.85307383613,23553380930.498997,16457.223600602436,442.4909595071241,498.270887103497,25910.086129381845,complessivo
2015,30-39,Femmine,1728662,71958113,59411152,399114750,27456840118,15883.290150416911,381.56698353109954,462.1495997586446,24031.77918744952,32865837621.245995,19012.298310049042,456.7356792867261,553.1930709110975,28766.03968737707,complessivo
2015,30-39,Maschi,2133547,93148637,87208952,526624307,46727128154,21901.147785354624,501.64049264617796,535.806555203186,27861.94087056567,55932372400.33799,26215.673899069483,600.463669697475,641.3604465782136,33350.7432220671,complessivo
2015,40-49,Femmine,1855904,83125154,67819658,471589831,36021533079,19409.157520539855,433.3409485051901,531.1370499538644,27619.126597600953,43117775095.562996,23232.761552086202,518.7091153607125,635.7710487947757,33060.09453732834,complessivo
2015,40-49,Maschi,2447231,111653420,106781735,637199534,68828515005,28125.058486509857,616.447888519671,644.5719860704642,33517.743275664136,82387732460.98499,33665.6950083523,737.8881225580461,771.5526673263455,40120.73870096997,complessivo
2015,50-59,Femmine,1155271,52750038,43541873,300536212,24262140246,21001.254464104095,459.94545531891373,557.2139775888833,28975.12683462193,29041781874.461998,25138.501593532597,550.5547100167397,666.9851311738931,34683.226821042444,complessivo
2015,50-59,Maschi,1808505,83297928,80287439,476956608,57881405852,32005.1124282211,694.8720963623489,720.9272904071582,37488.21910117223,69284042804.844,38310.11957658065,831.7618993457315,862.9499666173683,44873.398264103154,complessivo
2015,60+,Femmine,199052,8368609,6485372,46501912,3406734149,17114.79487269658,407.0848750371776,525.2951024243482,27315.345326066108,4077860776.3529997,20486.409462617805,487.28059541950154,628.7782376019447,32696.468355301127,complessivo
2015,60+,Maschi,431523,17767410,16300033,99177623,12211746684,28299.179149199463,687.3115824985183,749.1853963731239,38957.64061140244,14617460780.747997,33874.117441591756,822.7119642507263,896.7749194586293,46632.295811848715,complessivo
2016,<20,Femmine,60506,919893,621720,4256908,174346596,2881.4761511255083,189.5292126366871,280.4262304574406,14582.163983786912,208901777.18918923,3452.5795324296637,227.0935610872017,336.0062040616181,17472.32261120414,complessivo
2016,<20,Maschi,98772,1852925,1454081,9097625,455810307,4614.772476005345,245.9950116707368,313.4696808499664,16300.423404198253,546151088.5675677,5529.412065844243,294.75077974962164,375.59880678419404,19531.13795277809,complessivo
2016,20-29,Femmine,1149996,41187397,32209795,221913796,12419897673,10799.948585038557,301.54606937165755,385.59381309319105,20050.878280845933,14881499013.594597,12940.478935226382,361.31195699486904,462.0178120846344,24024.926228400986,complessivo
2016,20-29,Maschi,1460911,55879947,49391395,307455424,20674117086,14151.524005226876,369.9738134325718,418.5773065530949,21766.019940760936,24771689841.783787,16956.330564821394,443.3019566354239,501.5385745185732,26080.00587496581,complessivo
2016,30-39,Femmine,1691295,71954675,59118038,399506414,27496367894,16257.582440674158,382.1345575391731,465.1096150044763,24185.69998023277,32946098467.58559,19479.805987474443,457.87293831270296,557.2935026630213,28979.26213847711,complessivo
2016,30-39,Maschi,2095763,93677536,87372773,531864472,46817506966,22339.12277581005,499.7730402089141,535.8363407557181,27863.48971929734,56096652490.7928,26766.69665930394,598.8271562863566,642.0381380226173,33385.983177176095,complessivo
2016,40-49,Femmine,1870018,84985851,69199509,483238694,37010680727,19791.617367854215,435.49226478887647,534.840221583075,27811.691522319903,44346130961.18019,23714.28026959109,521.8060469992845,640.8445898247656,33323.91867088782,complessivo
2016,40-49,Maschi,2453389,113839680,108546374,651797740,69789892248,28446.321495694323,613.0541850433873,642.9500099929639,33433.400519634124,83622123144.00002,34084.331161507616,734.5604199168515,770.3815435050831,40059.84026226432,complessivo
2016,50-59,Femmine,1224255,56726904,46573653,323953765,26101523961,21320.33274195327,460.1260093623301,560.435402415181,29142.64092558941,31274798980.297302,25545.98427639446,551.3221553620713,671.5126893803521,34918.65984777831,complessivo
2016,50-59,Maschi,1887572,88457801,85013279,508026269,61100902596,32370.104343569412,690.7350386881085,718.7218669215194,37373.53707991901,73210991398.81082,38785.800699952546,827.6374787884545,861.17124595101,44780.90478945252,complessivo
2016,60+,Femmine,224877,9846520,7642417,55094195,4092487354,18198.78135158331,415.62779073215717,535.4964736941206,27845.81663209427,4903610973.711713,21805.747024870096,498.00446997636857,641.6309099217842,33364.807315932776,complessivo
2016,60+,Maschi,482960,20796384,19062242,116939664,14328179610,29667.425066258074,688.9745645204474,751.6523822328979,39085.92387611069,17167998992.162165,35547.45525957049,825.5280818127885,900.6285300628418,46832.68356326777,complessivo
2017,<20,Femmine,85676,1296514,887819,5589530,222135848,2592.742985200056,171.33316570434258,250.2039807663499,13010.606999850195,263263970.35247523,3072.785498301452,203.055246879305,296.52887621516913,15419.501563188795,complessivo
2017,<20,Maschi,130988,2396786,1874508,11316654,558172412,4261.2484502397165,232.88370843287635,297.77008793774155,15484.044572762561,661517205.1128713,5050.212272214792,276.0017811823297,352.9017774866105,18350.89242930375,complessivo
2017,20-29,Femmine,1248453,43998288,34360628,234138313,13100771475,10493.604064390089,297.75639168051265,381.27276006131206,19826.18352318823,15526359857.00495,12436.479272351422,352.88554538769665,451.8648453399906,23496.971957679514,complessivo
2017,20-29,Maschi,1568353,59276696,52143949,323821774,21765723661,13878.076976930577,367.18854338642626,417.4160967555411,21705.637031288137,25795615071.50198,16447.582318203862,435.1729568649032,494.70006714493337,25724.403491536534,complessivo
2017,30-39,Femmine,1688658,71363712,58385038,395015110,27184314242,16098.176328184867,380.9262926513688,465.60412004870153,24211.41424253248,32217449651.162376,19078.729767165627,451.4542300036519,551.8100313844512,28694.12163199146,complessivo
2017,30-39,Maschi,2095894,93558777,86956164,531104348,46711462850,22287.130384456465,499.27397885930037,537.1840327501108,27933.56970300576,55360020823.21782,26413.559475439986,591.7138145490916,636.6428586157253,33105.42864801772,complessivo
2017,40-49,Femmine,1904916,86297229,70172515,490008181,37620646152,19749.241516161343,435.94269002542364,536.1165429513251,27878.060233468903,44586052914.796036,23405.784252321908,516.6568316439922,635.3777246660753,33039.64168263591,complessivo
2017,40-49,Maschi,2477225,114914554,109278638,658424571,70240176151,28354.378851739344,611.2382958123825,642.7621851491231,33423.6336277544,83245040448.26436,33604.14998567524,724.4081585023978,761.7686491321784,39611.96975487329,complessivo
2017,50-59,Femmine,1309707,60480777,49465256,345029283,27813129993,21236.146705331805,459.86727308414044,562.2760750090932,29238.35590047285,32962689704.575245,25167.987728992248,545.0110157244713,666.3806552335491,34651.794072144556,complessivo
2017,50-59,Maschi,1985601,92901441,89034112,533874947,63845351270,32154.169578883168,687.2374699763807,717.0886510329883,37288.60985371539,75666223237.81187,38107.466322696186,814.4784668927996,849.856549788601,44192.54058900724,complessivo
2017,60+,Femmine,265390,11452674,8910491,64028801,4840838937,18240.472274765438,422.68198125608046,543.2740953332426,28250.252957328616,5737113076.820792,21617.668626627947,500.94092234012703,643.8604872414766,33480.745336556785,complessivo
2017,60+,Maschi,549888,23279816,21315122,130966283,16019150444,29131.660345379423,688.1132756375738,751.5392332260636,39080.04012775531,18985072357.889107,34525.343993484326,815.5164266714612,890.6856061104932,46315.651517745646,complessivo
2018,<20,Femmine,95339,1469950,1011761,6281298,249117831,2612.968785072216,169.47367665566856,246.22201389458579,12803.544722518462,292060767.5876591,3063.3923954274655,198.68755235733127,288.6657694728885,15010.620012590203,complessivo
2018,<20,Maschi,146693,2723034,2133239,12835552,636970343,4342.199989092867,233.9193498869276,298.59305169275456,15526.838688023237,746771303.2037218,5090.708508270482,274.24237200259773,350.0645277925829,18203.355445214314,complessivo
2018,20-29,Femmine,1281039,45376765,35621061,241158621,13689949010,10686.598151968832,301.6951298753889,384.3217643067959,19984.731743953387,16049822688.511261,12528.754150741128,353.70134227310524,450.57115756634147,23429.700193449757,complessivo
2018,20-29,Maschi,1633029,62080774,54682919,339138522,23075502093,14130.491309707299,371.70126282575023,421.9873868291486,21943.344115115728,27053257595.80901,16566.30567847173,435.77513379277474,494.7295808369156,25725.93820351961,complessivo
2018,30-39,Femmine,1677840,70714542,57845294,391719069,27237330934,16233.568715729747,385.1729808841865,470.8651136598943,24484.985910314503,31932502573.94515,19031.91160894075,451.5691068740168,552.0328511761934,28705.708261162054,complessivo
2018,30-39,Maschi,2097856,93623595,86933149,531349421,47195558731,22497.043996823424,504.0989798672012,542.8948482126191,28230.53210705619,55331130069.54652,26375.08488168231,590.995571891322,636.4790727820813,33096.91178466823,complessivo
2018,40-49,Femmine,1923038,86985541,70853876,493845997,38325430603,19929.627289216332,440.59541577145563,540.9080316650567,28127.217646582947,44931969081.08814,23365.096831725707,516.5452621728035,634.149768759131,32975.787975474814,complessivo
2018,40-49,Maschi,2483194,115307865,109540844,660739341,70852452426,28532.78979652818,614.4633102520804,646.8130958165705,33634.28098246166,83065999563.09695,33451.27266057221,720.3845077098337,758.3107499436188,39432.158997068174,complessivo
2018,50-59,Femmine,1393614,64242743,52512952,366347590,29812244007,21392.03825951806,464.05621265268826,567.7122094945262,29521.03489371536,34951279212.90793,25079.598233734687,544.0502316799881,665.5744512879019,34609.87146697089,complessivo
2018,50-59,Maschi,2074002,97064701,92882725,557772261,66858943299,32236.682172437635,688.8080075474605,719.8210786666734,37430.69609066702,78384089254.55728,37793.64207679515,807.5447453813028,843.9038503075494,43883.00021599258,complessivo
2018,60+,Femmine,303351,13209370,10322083,73924069,5692547797,18765.548150492334,430.94771340344016,551.4921549264814,28677.592056177033,6673829297.756121,22000.353708265742,505.23448868160415,646.5583833956887,33621.03593657581,complessivo
2018,60+,Maschi,605095,25637299,23478709,144221254,17765412005,29359.707161685354,692.9517811139153,756.6605133612755,39346.34669478633,20827814074.422134,34420.734057333364,812.402822716314,887.0936674764415,46128.87070877496,complessivo
2019,<20,Femmine,103769,1614432,1117159,6953568,277388133,2673.131021788781,171.81778668906463,248.2978098909824,12911.486114331085,323619488.49999994,3118.652858753577,200.45408447057537,289.6807782061461,15063.400466719597,complessivo
2019,<20,Maschi,159256,2960664,2315433,14012136,695607190,4367.855465414176,234.94972411594156,300.4220765619217,15621.947981219928,811541721.6666665,5095.831376316538,274.1080114685985,350.4924226555753,18225.605978089912,complessivo
2019,20-29,Femmine,1299897,46184908,36489799,246368025,14212843139,10933.822555940971,307.7378250704754,389.5018204676874,20254.094664319746,16581650328.833332,12756.126315264464,359.0274625822213,454.41879054563526,23629.777108373033,complessivo
2019,20-29,Maschi,1681893,64168879,56644330,351722982,24289810790,14441.947727947021,378.5294549091313,428.8127477189685,22298.262881386363,28338112588.33333,16848.939015938187,441.6176973939865,500.28153900546323,26014.640028284088,complessivo
2019,30-39,Femmine,1666837,70162821,57480891,389411228,27408589261,16443.47303365596,390.64263480797047,476.82958256509977,24795.13829338519,31976687471.166664,19184.051872598615,455.74974060929884,556.301179659283,28927.661342282718,complessivo
2019,30-39,Maschi,2096448,93635129,86940991,532122377,47880803389,22839.01312553424,511.3551281485392,550.7276008505585,28637.83524422904,55860937287.16666,26645.515313123276,596.5809828399623,642.5155343256515,33410.80778493388,complessivo
2019,40-49,Femmine,1917757,86524481,70620321,491684948,38504794693,20078.036316905636,445.0161878809767,545.2367554800551,28352.311284962863,44922260475.166664,23424.375703056572,519.1855525278061,636.1095480600642,33077.69649912334,complessivo
2019,40-49,Maschi,2457739,114293624,108510896,655148153,70744552797,28784.4042011784,618.9719979217738,651.9580558711818,33901.81890530146,82535311596.49998,33581.804901374795,722.1339975754026,760.6177318497121,39552.12205618503,complessivo
2019,50-59,Femmine,1465826,67506494,55212371,385174348,31624952290,21574.83377290347,468.47274115583605,572.7874336351177,29784.94654902612,36895777671.666664,25170.63940172071,546.5515313484754,668.2520059076372,34749.104307197136,complessivo
2019,50-59,Maschi,2144988,100773609,96367559,579119078,69627759097,32460.675349698926,690.9324751582529,722.5228055947749,37571.1858909283,81232385613.16666,37870.78790798208,806.0878876846283,842.943273193904,43833.050206083004,complessivo
2019,60+,Femmine,348287,15119546,11865384,84756319,6660386006,19123.269045356272,440.51494707579184,561.3291576572659,29189.116198177828,7770450340.333332,22310.480552915647,513.9341049217571,654.8840172668101,34053.968897874125,complessivo
2019,60+,Maschi,654356,27351581,25042075,153836443,19131741331,29237.511891080696,699.474788349529,763.9838683895005,39727.16115625402,22320364886.166664,34110.43053959414,816.053919741117,891.3145131210838,46348.354682296354,complessivo
2020,<20,Femmine,69614,1032774,688973,4272058,170204884,2444.980664808803,164.80361047044175,247.04144284318835,12846.155027845794,199154688.31671557,2860.8424787645527,192.8347231017779,289.0602219778069,15031.13154284596,complessivo
2020,<20,Maschi,123537,2252500,1760364,10298338,523084484,4234.233338999652,232.22396625971143,297.14563806121913,15451.573179183395,612054865.4428153,4954.425519826573,271.72247078482366,347.68653837661714,18079.69999558409,complessivo
2020,20-29,Femmine,1211347,40159780,31291655,201587551,11953894349,9868.265946091416,297.65836239640754,382.01540790987247,19864.801211313366,13987108050.589443,11546.739332816644,348.28647095650035,446.99163564820856,23243.565053706843,complessivo
2020,20-29,Maschi,1609834,58816521,51752693,306315156,21600309644,13417.72483622535,367.24901909788235,417.37556814676293,21703.529543631674,25274262603.97654,15699.918503383915,429.7136616423902,488.3661339899074,25395.038967475186,complessivo
2020,30-39,Femmine,1622062,64617071,52349350,337995631,24323627119,14995.497779369716,376.4272620620641,464.640480139677,24161.304967263204,28460783637.774197,17546.05165386662,440.4530133805383,543.670239225018,28270.852439700935,complessivo
2020,30-39,Maschi,2048598,88225784,81715611,477153993,43638716454,21301.747074828738,494.62543120047536,534.0315751172686,27769.641906097968,51061137434.44575,24924.918131544477,578.7552699383862,624.8639251372147,32492.92410713516,complessivo
2020,40-49,Femmine,1875982,80900981,65245130,435191969,34807649275,18554.362075435693,430.2500271906468,533.4903811977997,27741.499822285587,40728011908.28446,21710.23597682945,503.43038372160726,624.2306806390677,32459.995393231526,complessivo
2020,40-49,Maschi,2391869,108038536,102329103,589781955,64443051427,26942.550543947014,596.482086974966,629.7626925059628,32747.660010310068,75404039646.25514,31525.154448782578,697.9365181906494,736.8777545744258,38317.64323787014,complessivo
2020,50-59,Femmine,1508808,66383038,53640953,359956686,30268907889,20061.470968473124,455.97352578229396,564.2872879048215,29342.938971050717,35417285183.90323,23473.68597190844,533.5291401382267,660.2657708915654,34333.8200863614,complessivo
2020,50-59,Maschi,2180567,99634213,95084606,545946586,66463872292,30480.087193835367,667.0788104885216,698.9971887983635,36347.8538175149,77768577843.13197,35664.38354938508,780.5408955569505,817.8882062479386,42530.1867248928,complessivo
2020,60+,Femmine,377099,15281267,11881271,81966972,6698723252,17763.8319168176,438.3617701333273,563.8052740317092,29317.87424964888,7838095535.331379,20785.24614313848,512.9218366076176,659.7017722541115,34304.4921572138,complessivo
2020,60+,Maschi,665799,26886797,24547291,145041563,18430949755,27682.453345529208,685.501874953718,750.8343692589133,39043.38720146349,21565832704.530792,32390.905820721862,802.0975017786907,878.5422678425408,45684.19792781212,complessivo
2021,<20,Femmine,103695,1415088,988624,6079984,260113786,2508.4506099619075,183.81456559592053,263.10688998041724,13681.558278981696,298806335.74088293,2881.5886565493315,211.1574232421467,302.2446711195388,15716.722898216018,complessivo
2021,<20,Maschi,165717,2862294,2294646,13509548,715883791,4319.917636693882,250.10840640409407,311.9800574903493,16222.962989498163,822373222.4827255,4962.51574963779,287.31263192485665,358.38783955465266,18636.16765684194,complessivo
2021,20-29,Femmine,1289191,44083513,35269367,231588269,14049482130,10897.905841725547,318.7015093375158,398.34800919449447,20714.09647811371,16139376304.808062,12518.995482289329,366.1091234904092,457.6032312915642,23795.368027161338,complessivo
2021,20-29,Maschi,1717265,64429804,57436773,349183579,25203301332,14676.419383147038,391.17457709478674,438.8007893827879,22817.64104790497,28952352873.708256,16859.571978528795,449.36273395629536,504.07345958848094,26211.819898601007,complessivo
2021,30-39,Femmine,1651886,68108553,56336563,370859960,27042275486,16370.545840330386,397.0466893636692,480.0128734512966,24960.669419467424,31064878845.241844,18805.70381082099,456.1083370137352,551.4159400395413,28673.62888205615,complessivo
2021,30-39,Maschi,2090721,92447498,86204569,518407269,48040247393,22977.837498642813,519.6489730095237,557.2819161476232,28978.659639676407,55186349452.41939,26395.845955734596,596.9480045032628,640.1789382233253,33289.30478761292,complessivo
2021,40-49,Femmine,1884376,83410393,68503883,465614968,37465162752,19881.999533001905,449.16660148094496,546.9056805436854,28439.095388271642,43038195598.986565,22839.494665070328,515.9812111062295,628.2592126783028,32669.479059271744,complessivo
2021,40-49,Maschi,2390868,110291115,104820106,624248651,68410365715,28613.192244406633,620.2708687367972,652.645454441727,33937.5636309698,78586571747.46161,32869.473240455605,712.5376486352651,749.7280316379532,38985.857645173564,complessivo
2021,50-59,Femmine,1584786,71600581,58683736,401415270,34038691652,21478.415162678117,475.39686377684563,580.0362071699047,30161.882772835048,39102028701.96162,24673.380949832732,546.1132878511365,666.317984628,34648.535200656,complessivo
2021,50-59,Maschi,2266455,105739682,101184554,600316453,72950402034,32187.006595762985,689.9056310193935,720.9638146351863,37490.11836102969,83801949361.5144,36974.901050986846,792.5307488773647,828.2089118218023,43066.86341473372,complessivo
2021,60+,Femmine,410174,17195897,13531419,94991559,7843241723,19121.74277989341,456.1112294985251,579.6318717940816,30140.857333292242,9009942747.054703,21966.14789590443,523.9588692032002,665.8535033949287,34624.38217653629,complessivo
2021,60+,Maschi,719543,29946077,27447520,166306577,20863590290,28995.61289596313,696.7052909801841,760.1266085241946,39526.58364325812,23967099402.236084,33308.77988144709,800.3418745712864,873.1972652624385,45406.25779364681,complessivo
2022,<20,Femmine,129985,2017752,1434896,8572640,374779491,2883.2518444435896,185.74110743044736,261.189306402694,13581.843932940088,398411235.10390764,3065.0554687379904,197.45302450643473,277.65861435526176,14438.247946473612,complessivo
2022,<20,Maschi,205177,3859352,3106778,18046171,966473484,4710.437739122806,250.42377165907644,311.0854666796276,16176.444267340634,1027414529.6163411,5007.454683596802,266.2142581491248,330.70098012035015,17196.450966258206,complessivo
2022,20-29,Femmine,1395604,50255882,40949515,268660286,16646449807,11927.774502652615,331.2338604862213,406.51152539901875,21138.599320748974,17696092734.43961,12679.881065430889,352.1198321509831,432.14413490464074,22471.495015041317,complessivo
2022,20-29,Maschi,1835652,71861139,64770321,394204780,28992389881,15794.055671227445,403.4501857951347,447.6184374784865,23276.1587488813,30820506827.315277,16789.950833445164,428.8897623417196,475.84304588077123,24743.838385800103,complessivo
2022,30-39,Femmine,1697339,72128025,60285256,399887927,29732912427,17517.368320058635,412.22413100871677,493.20371845149003,25646.593359477483,31607723068.489346,18621.927068481516,438.2169492161936,524.3027095794259,27263.740898130152,complessivo
2022,30-39,Maschi,2150186,97375419,91337839,552920548,52093763209,24227.561340739823,534.9785782077097,570.3415340163675,29657.759768851112,55378538686.65453,25755.231727234077,568.7116857145902,606.3044549001705,31527.831654808866,complessivo
2022,40-49,Femmine,1910568,86198846,71407971,488497569,39700804060,20779.581810226067,460.57233828861234,555.9716023859577,28910.5233240698,42204140728.08171,22089.83963307336,489.6137557117842,591.0284263374701,30733.47816954845,complessivo
2022,40-49,Maschi,2392288,112340673,106983149,642904885,71180691317,29754.231646440563,633.6146065014227,665.3448882589911,34597.93418946754,75668994233.08083,31630.386572637082,673.5672149042656,707.2982515506327,36779.5090806329,complessivo
2022,50-59,Femmine,1678656,77242297,63862986,439839010,37665811262,22438.076212160206,487.6319416290792,589.7909512405198,30669.12946450703,40040831332.694496,23852.910502625014,518.3796040230976,626.9802563365029,32602.973329498152,complessivo
2022,50-59,Maschi,2352603,111716521,107049644,641208224,78559828718,33392.72657477696,703.2069027462823,733.8635214704684,38160.90311646436,83513423601.63943,35498.30702487392,747.5476577151865,780.137331438855,40567.14123482046,complessivo
2022,60+,Femmine,450875,19371099,15317428,108546303,8915254655,19773.22906570557,460.2348403154617,582.033397186525,30265.7366536993,9477406591.50533,21020.031253685233,489.25497678295534,618.7335492293698,32174.144559927234,complessivo
2022,60+,Maschi,785229,33769902,30935780,189528911,23398008568,29797.687767517502,692.865752704879,756.3413163657099,39329.748451016916,24873371452.838367,31676.582822130065,736.5544458150446,804.0324650885922,41809.6881846068,complessivo
2023,<20,Femmine,143556,2322203,1647674,9806474,433303302,3018.3573100392878,186.591483173521,262.9787822105586,13674.896674949048,436953708.92502105,3043.7857625248757,188.16344175122546,265.1942732148599,13790.102207172713,complessivo
