"Osservatorio: Osservatorio sui Lavoratori Dipendenti - Anno 2024 (classificazione dell'attività economica ISTAT ATECO 2007)"
"Filtri:"


"
                                
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                        
                                        
                                        
                                            
                                                Cerca
                                            
                                        
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                            
" ";"45  - 49";"Maschi";"";"71.753 ";"688.583 ";"224.520.699 ";"564.264 ";"2.716.946 ";"65.622 ";"1.725.695 ";"657.982.762 ";"1.469.084 ";"7.909.072 ";"293.296 ";"14.088.428 ";"7.072.203.252 ";"13.097.825 ";"73.943.320 ";"789.463 ";"41.052.059 ";"31.847.242.929 ";"39.881.224 ";"245.358.126 ";"1.220.134 ";"57.554.765 ";"39.801.949.642 ";"55.012.396 ";"329.927.464 "
" ";" ";"Femmine";"";"71.534 ";"724.423 ";"168.288.962 ";"480.733 ";"2.740.417 ";"71.673 ";"1.922.652 ";"543.886.395 ";"1.384.137 ";"8.752.230 ";"250.050 ";"11.621.875 ";"4.301.731.506 ";"9.074.652 ";"61.272.446 ";"598.441 ";"31.118.905 ";"17.561.221.922 ";"26.766.177 ";"186.106.443 ";"991.698 ";"45.387.855 ";"22.575.128.785 ";"37.705.700 ";"258.871.536 "
" ";"45  - 49";"Totale";"";"143.287 ";"1.413.006 ";"392.809.661 ";"1.044.997 ";"5.457.363 ";"137.295 ";"3.648.347 ";"1.201.869.157 ";"2.853.221 ";"16.661.302 ";"543.346 ";"25.710.303 ";"11.373.934.758 ";"22.172.477 ";"135.215.766 ";"1.387.904 ";"72.170.964 ";"49.408.464.851 ";"66.647.401 ";"431.464.569 ";"2.211.832 ";"102.942.620 ";"62.377.078.427 ";"92.718.096 ";"588.799.000 "
" ";"50  - 54";"Maschi";"";"67.982 ";"657.019 ";"219.286.283 ";"537.870 ";"2.559.918 ";"61.515 ";"1.635.116 ";"635.015.246 ";"1.395.648 ";"7.413.151 ";"295.329 ";"14.265.896 ";"7.393.147.574 ";"13.317.482 ";"74.814.364 ";"856.227 ";"44.523.784 ";"36.787.759.905 ";"43.323.242 ";"266.177.492 ";"1.281.053 ";"61.081.815 ";"45.035.209.008 ";"58.574.242 ";"350.964.925 "
" ";" ";"Femmine";"";"66.474 ";"673.381 ";"153.787.673 ";"449.814 ";"2.493.305 ";"66.736 ";"1.804.802 ";"503.414.032 ";"1.291.751 ";"8.119.251 ";"242.419 ";"11.363.468 ";"4.293.259.901 ";"8.855.206 ";"59.731.122 ";"623.445 ";"32.419.082 ";"19.052.896.272 ";"27.953.429 ";"193.928.471 ";"999.074 ";"46.260.733 ";"24.003.357.878 ";"38.550.200 ";"264.272.149 "
" ";"50  - 54";"Totale";"";"134.456 ";"1.330.400 ";"373.073.956 ";"987.684 ";"5.053.223 ";"128.251 ";"3.439.918 ";"1.138.429.278 ";"2.687.399 ";"15.532.402 ";"537.748 ";"25.629.364 ";"11.686.407.475 ";"22.172.688 ";"134.545.486 ";"1.479.672 ";"76.942.866 ";"55.840.656.177 ";"71.276.671 ";"460.105.963 ";"2.280.127 ";"107.342.548 ";"69.038.566.886 ";"97.124.442 ";"615.237.074 "
" ";"55  - 59";"Maschi";"";"63.900 ";"624.780 ";"221.975.900 ";"522.655 ";"2.420.419 ";"58.611 ";"1.563.813 ";"639.103.986 ";"1.346.859 ";"7.090.651 ";"276.647 ";"13.361.311 ";"7.138.673.644 ";"12.508.275 ";"70.136.988 ";"770.345 ";"40.057.928 ";"33.756.853.832 ";"38.939.939 ";"239.491.663 ";"1.169.503 ";"55.607.832 ";"41.756.607.362 ";"53.317.729 ";"319.139.721 "
" ";" ";"Femmine";"";"54.319 ";"565.382 ";"128.821.105 ";"384.265 ";"2.024.291 ";"54.525 ";"1.499.520 ";"415.893.521 ";"1.076.538 ";"6.639.916 ";"198.646 ";"9.355.251 ";"3.554.147.829 ";"7.235.669 ";"49.072.034 ";"518.043 ";"26.938.174 ";"15.793.464.457 ";"23.101.201 ";"161.159.358 ";"825.533 ";"38.358.327 ";"19.892.326.912 ";"31.797.673 ";"218.895.599 "
" ";"55  - 59";"Totale";"";"118.219 ";"1.190.162 ";"350.797.005 ";"906.920 ";"4.444.710 ";"113.136 ";"3.063.333 ";"1.054.997.507 ";"2.423.397 ";"13.730.567 ";"475.293 ";"22.716.562 ";"10.692.821.473 ";"19.743.945 ";"119.209.022 ";"1.288.388 ";"66.996.102 ";"49.550.318.289 ";"62.041.140 ";"400.651.021 ";"1.995.036 ";"93.966.159 ";"61.648.934.274 ";"85.115.401 ";"538.035.320 "
" ";"60  - 64";"Maschi";"";"61.554 ";"637.590 ";"255.416.558 ";"545.822 ";"2.387.988 ";"52.744 ";"1.425.522 ";"643.475.196 ";"1.228.591 ";"6.410.005 ";"179.763 ";"8.516.587 ";"4.662.093.908 ";"7.798.836 ";"44.699.273 ";"428.413 ";"22.277.442 ";"19.259.494.710 ";"21.308.448 ";"133.236.684 ";"722.474 ";"32.857.141 ";"24.820.480.372 ";"30.881.697 ";"186.733.950 "
" ";" ";"Femmine";"";"37.261 ";"410.626 ";"106.600.480 ";"292.157 ";"1.422.112 ";"35.154 ";"978.432 ";"303.877.371 ";"711.350 ";"4.304.384 ";"110.253 ";"5.142.157 ";"1.975.294.741 ";"3.879.974 ";"26.959.094 ";"259.557 ";"13.496.930 ";"7.715.551.186 ";"11.350.406 ";"80.764.884 ";"442.225 ";"20.028.145 ";"10.101.323.778 ";"16.233.887 ";"113.450.474 "
" ";"60  - 64";"Totale";"";"98.815 ";"1.048.216 ";"362.017.038 ";"837.979 ";"3.810.100 ";"87.898 ";"2.403.954 ";"947.352.567 ";"1.939.941 ";"10.714.389 ";"290.016 ";"13.658.744 ";"6.637.388.649 ";"11.678.810 ";"71.658.367 ";"687.970 ";"35.774.372 ";"26.975.045.896 ";"32.658.853 ";"214.001.568 ";"1.164.699 ";"52.885.286 ";"34.921.804.150 ";"47.115.584 ";"300.184.424 "
" ";"65 ed oltre";"Maschi";"";"47.490 ";"521.645 ";"153.630.887 ";"412.579 ";"1.639.368 ";"31.350 ";"888.316 ";"348.043.576 ";"693.826 ";"3.739.603 ";"61.252 ";"2.809.965 ";"1.365.661.115 ";"2.277.825 ";"14.620.663 ";"97.522 ";"5.071.102 ";"3.745.220.902 ";"4.355.308 ";"30.335.929 ";"237.614 ";"9.291.028 ";"5.612.556.480 ";"7.739.538 ";"50.335.563 "
" ";" ";"Femmine";"";"21.690 ";"246.898 ";"52.531.273 ";"173.128 ";"766.773 ";"16.325 ";"464.222 ";"129.900.321 ";"316.938 ";"1.984.150 ";"32.815 ";"1.486.029 ";"505.961.859 ";"1.025.610 ";"7.768.929 ";"56.696 ";"2.948.176 ";"1.412.637.930 ";"2.237.377 ";"17.645.393 ";"127.526 ";"5.145.325 ";"2.101.031.383 ";"3.753.053 ";"28.165.245 "
" ";"65 ed oltre";"Totale";"";"69.180 ";"768.543 ";"206.162.160 ";"585.707 ";"2.406.141 ";"47.675 ";"1.352.538 ";"477.943.897 ";"1.010.764 ";"5.723.753 ";"94.067 ";"4.295.994 ";"1.871.622.974 ";"3.303.435 ";"22.389.592 ";"154.218 ";"8.019.278 ";"5.157.858.832 ";"6.592.685 ";"47.981.322 ";"365.140 ";"14.436.353 ";"7.713.587.863 ";"11.492.590 ";"78.500.808 "
" ";"Totale";"Maschi";"";"1.040.649 ";"10.207.598 ";"2.902.632.831 ";"8.088.567 ";"39.245.968 ";"808.416 ";"21.119.908 ";"7.397.315.131 ";"17.523.415 ";"96.271.590 ";"2.563.026 ";"120.810.650 ";"56.567.249.647 ";"109.871.808 ";"633.772.244 ";"5.731.436 ";"298.034.398 ";"216.817.421.140 ";"287.049.071 ";"1.780.711.182 ";"10.143.527 ";"450.172.554 ";"283.684.618.749 ";"422.532.860 ";"2.550.000.984 "
" ";" ";"Femmine";"";"932.938 ";"9.699.194 ";"2.056.200.932 ";"6.743.840 ";"34.440.158 ";"747.544 ";"20.191.422 ";"5.466.115.440 ";"14.719.661 ";"89.750.211 ";"2.001.134 ";"91.821.543 ";"32.893.511.765 ";"71.670.643 ";"482.580.528 ";"3.905.859 ";"203.104.323 ";"110.063.929.156 ";"175.690.735 ";"1.214.449.693 ";"7.587.475 ";"324.816.482 ";"150.479.757.293 ";"268.824.879 ";"1.821.220.590 "
"2024";" ";"Totale";"";"1.973.587 ";"19.906.792 ";"4.958.833.763 ";"14.832.407 ";"73.686.126 ";"1.555.960 ";"41.311.330 ";"12.863.430.571 ";"32.243.076 ";"186.021.801 ";"4.564.160 ";"212.632.193 ";"89.460.761.412 ";"181.542.450 ";"1.116.352.772 ";"9.637.295 ";"501.138.721 ";"326.881.350.296 ";"462.739.806 ";"2.995.160.875 ";"17.731.002 ";"774.989.036 ";"434.164.376.042 ";"691.357.740 ";"4.371.221.574 "
