provincia,url
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047009.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047010.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047011.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047012.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047013.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047014.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047016.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047017.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047018.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047024.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047020.html
Pistoia,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09047021.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100001.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100002.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100003.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100004.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100005.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100006.html
Prato,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09100007.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052001.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052002.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052003.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052004.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052005.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052006.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052007.html
Siena,https://elezioni2020.regione.toscana.it/Elezioni2020/www/Risultati/09052008.html
