nace_r2,indic_sb,anno,valore
C26_C27,V16930,2012,4107
C26_C27,V16930,2013,876
C26_C27,V16930,2014,832
C26_C27,V16930,2015,895
C26_C27,V16930,2016,576
C26_C27,V16930,2017,613
C26_C27,V16930,2018,463
C26_C27,V16930,2019,911
C26_C27,V16930,2020,954
C26_C27,V97010,2004,NA
C26_C27,V97010,2005,NA
C26_C27,V97010,2006,NA
C26_C27,V97010,2007,NA
C26_C27,V97010,2008,NA
C26_C27,V97010,2009,-3.47
C26_C27,V97010,2010,-2.08
C26_C27,V97010,2011,-2.07
C26_C27,V97010,2012,-2.63
C26_C27,V97010,2013,-3.63
C26_C27,V97010,2014,-3.26
C26_C27,V97010,2015,-1.59
C26_C27,V97010,2016,-1.19
C26_C27,V97010,2017,-1
C26_C27,V97010,2018,-0.88
C26_C27,V97010,2019,0.18
C26_C27,V97010,2020,4.52
C26_C27,V97020,2004,NA
C26_C27,V97020,2005,NA
C26_C27,V97020,2006,NA
C26_C27,V97020,2007,NA
C26_C27,V97020,2008,4.29
C26_C27,V97020,2009,3.54
C26_C27,V97020,2010,4.27
C26_C27,V97020,2011,4.3
C26_C27,V97020,2012,3.78
C26_C27,V97020,2013,3.8
C26_C27,V97020,2014,4.43
C26_C27,V97020,2015,4.5
C26_C27,V97020,2016,4.58
C26_C27,V97020,2017,4.42
C26_C27,V97020,2018,4.23
C26_C27,V97020,2019,3.8
C26_C27,V97020,2020,3
C26_C27,V97030,2004,NA
C26_C27,V97030,2005,NA
C26_C27,V97030,2006,NA
C26_C27,V97030,2007,NA
C26_C27,V97030,2008,6.1
C26_C27,V97030,2009,4.58
C26_C27,V97030,2010,4.28
C26_C27,V97030,2011,5.11
C26_C27,V97030,2012,5.03
C26_C27,V97030,2013,4.84
C26_C27,V97030,2014,4.32
C26_C27,V97030,2015,5.03
C26_C27,V97030,2016,4.03
C26_C27,V97030,2017,3.61
C26_C27,V97030,2018,3.59
C26_C27,V97030,2019,5.19
C26_C27,V97030,2020,5.11
C28,V11910,2004,NA
C28,V11910,2005,NA
C28,V11910,2006,NA
C28,V11910,2007,NA
C28,V11910,2008,24272
C28,V11910,2009,24338
C28,V11910,2010,24817
C28,V11910,2011,24923
C28,V11910,2012,23924
C28,V11910,2013,23916
C28,V11910,2014,23474
C28,V11910,2015,23027
C28,V11910,2016,22831
C28,V11910,2017,22753
C28,V11910,2018,20860
C28,V11910,2019,20595
C28,V11910,2020,19369
C28,V11920,2004,874
C28,V11920,2005,1074
C28,V11920,2006,1118
C28,V11920,2007,809
C28,V11920,2008,836
C28,V11920,2009,759
C28,V11920,2010,772
C28,V11920,2011,711
C28,V11920,2012,680
C28,V11920,2013,766
C28,V11920,2014,668
C28,V11920,2015,721
C28,V11920,2016,741
C28,V11920,2017,688
C28,V11920,2018,621
C28,V11920,2019,563
C28,V11920,2020,448
C28,V11930,2004,NA
C28,V11930,2005,NA
C28,V11930,2006,NA
C28,V11930,2007,NA
C28,V11930,2008,1041
C28,V11930,2009,843
C28,V11930,2010,789
C28,V11930,2011,937
C28,V11930,2012,895
C28,V11930,2013,866
C28,V11930,2014,758
C28,V11930,2015,781
C28,V11930,2016,631
C28,V11930,2017,559
C28,V11930,2018,539
C28,V11930,2019,804
C28,V11930,2020,735
C28,V16910,2004,NA
C28,V16910,2005,NA
C28,V16910,2006,NA
C28,V16910,2007,NA
C28,V16910,2008,484403
C28,V16910,2009,474925
C28,V16910,2010,462776
C28,V16910,2011,458730
C28,V16910,2012,453232
C28,V16910,2013,451707
C28,V16910,2014,452493
C28,V16910,2015,451674
C28,V16910,2016,461029
C28,V16910,2017,468809
C28,V16910,2018,466793
C28,V16910,2019,477661
C28,V16910,2020,469397
C28,V16920,2004,2053
C28,V16920,2005,2317
C28,V16920,2006,2457
C28,V16920,2007,2013
C28,V16920,2008,2125
C28,V16920,2009,1981
C28,V16920,2010,1907
C28,V16920,2011,1278
C28,V16920,2012,1200
C28,V16920,2013,1412
C28,V16920,2014,1170
C28,V16920,2015,1193
C28,V16920,2016,1268
C28,V16920,2017,1077
C28,V16920,2018,932
C28,V16920,2019,855
C28,V16920,2020,695
C28,V16930,2004,NA
C28,V16930,2005,NA
C28,V16930,2006,NA
C28,V16930,2007,NA
C28,V16930,2008,2977
C28,V16930,2009,1684
C28,V16930,2010,1187
C28,V16930,2011,1713
C28,V16930,2012,1828
C28,V16930,2013,1249
C28,V16930,2014,1017
C28,V16930,2015,1074
C28,V16930,2016,670
C28,V16930,2017,711
C28,V16930,2018,584
C28,V16930,2019,900
C28,V16930,2020,1588
C28,V97010,2004,NA
C28,V97010,2005,NA
C28,V97010,2006,NA
C28,V97010,2007,NA
C28,V97010,2008,NA
C28,V97010,2009,0.27
C28,V97010,2010,1.97
C28,V97010,2011,0.43
C28,V97010,2012,-4.01
C28,V97010,2013,-0.03
C28,V97010,2014,-1.85
C28,V97010,2015,-1.9
C28,V97010,2016,-0.85
C28,V97010,2017,-0.34
C28,V97010,2018,-8.32
C28,V97010,2019,-1.27
C28,V97010,2020,-5.95
C28,V97020,2004,NA
C28,V97020,2005,NA
C28,V97020,2006,NA
C28,V97020,2007,NA
C28,V97020,2008,3.44
C28,V97020,2009,3.12
C28,V97020,2010,3.11
C28,V97020,2011,2.85
C28,V97020,2012,2.84
C28,V97020,2013,3.2
C28,V97020,2014,2.85
C28,V97020,2015,3.13
C28,V97020,2016,3.25
C28,V97020,2017,3.02
C28,V97020,2018,2.98
C28,V97020,2019,2.73
C28,V97020,2020,2.31
C28,V97030,2004,NA
C28,V97030,2005,NA
C28,V97030,2006,NA
C28,V97030,2007,NA
C28,V97030,2008,4.29
C28,V97030,2009,3.46
C28,V97030,2010,3.18
C28,V97030,2011,3.76
C28,V97030,2012,3.74
C28,V97030,2013,3.62
C28,V97030,2014,3.23
C28,V97030,2015,3.39
C28,V97030,2016,2.76
C28,V97030,2017,2.46
C28,V97030,2018,2.58
C28,V97030,2019,3.9
C28,V97030,2020,3.79
C29_C30,V11910,2004,NA
C29_C30,V11910,2005,NA
C29_C30,V11910,2006,NA
C29_C30,V11910,2007,NA
C29_C30,V11910,2008,5531
C29_C30,V11910,2009,5390
C29_C30,V11910,2010,5195
C29_C30,V11910,2011,5264
C29_C30,V11910,2012,5052
C29_C30,V11910,2013,4910
C29_C30,V11910,2014,4738
C29_C30,V11910,2015,4760
C29_C30,V11910,2016,4832
C29_C30,V11910,2017,4888
C29_C30,V11910,2018,4884
C29_C30,V11910,2019,4866
C29_C30,V11910,2020,5007
C29_C30,V11920,2004,369
C29_C30,V11920,2005,516
C29_C30,V11920,2006,589
C29_C30,V11920,2007,488
C29_C30,V11920,2008,380
C29_C30,V11920,2009,340
C29_C30,V11920,2010,349
C29_C30,V11920,2011,301
C29_C30,V11920,2012,271
C29_C30,V11920,2013,287
C29_C30,V11920,2014,289
C29_C30,V11920,2015,320
C29_C30,V11920,2016,306
C29_C30,V11920,2017,278
C29_C30,V11920,2018,286
C29_C30,V11920,2019,273
C29_C30,V11920,2020,240
C29_C30,V11930,2004,NA
C29_C30,V11930,2005,NA
C29_C30,V11930,2006,NA
C29_C30,V11930,2007,NA
C29_C30,V11930,2008,383
C29_C30,V11930,2009,323
C29_C30,V11930,2010,354
C29_C30,V11930,2011,351
C29_C30,V11930,2012,355
C29_C30,V11930,2013,334
C29_C30,V11930,2014,271
C29_C30,V11930,2015,267
C29_C30,V11930,2016,233
C29_C30,V11930,2017,214
C29_C30,V11930,2018,218
C29_C30,V11930,2019,329
C29_C30,V11930,2020,295
C29_C30,V16910,2004,NA
C29_C30,V16910,2005,NA
C29_C30,V16910,2006,NA
C29_C30,V16910,2007,NA
C29_C30,V16910,2008,285343
C29_C30,V16910,2009,273516
C29_C30,V16910,2010,264566
C29_C30,V16910,2011,256517
C29_C30,V16910,2012,248463
C29_C30,V16910,2013,244448
C29_C30,V16910,2014,239633
C29_C30,V16910,2015,242213
C29_C30,V16910,2016,257888
C29_C30,V16910,2017,260944
C29_C30,V16910,2018,265548
C29_C30,V16910,2019,269156
C29_C30,V16910,2020,268642
C29_C30,V16920,2004,933
C29_C30,V16920,2005,1324
C29_C30,V16920,2006,1677
C29_C30,V16920,2007,1643
C29_C30,V16920,2008,1535
C29_C30,V16920,2009,1075
C29_C30,V16920,2010,1381
C29_C30,V16920,2011,629
C29_C30,V16920,2012,627
C29_C30,V16920,2013,545
C29_C30,V16920,2014,695
C29_C30,V16920,2015,656
C29_C30,V16920,2016,527
C29_C30,V16920,2017,535
C29_C30,V16920,2018,625
C29_C30,V16920,2019,613
C29_C30,V16920,2020,576
C29_C30,V16930,2004,NA
C29_C30,V16930,2005,NA
C29_C30,V16930,2006,NA
C29_C30,V16930,2007,NA
C29_C30,V16930,2008,1590
C29_C30,V16930,2009,814
C29_C30,V16930,2010,671
C29_C30,V16930,2011,1027
C29_C30,V16930,2012,737
C29_C30,V16930,2013,554
C29_C30,V16930,2014,455
C29_C30,V16930,2015,365
C29_C30,V16930,2016,288
C29_C30,V16930,2017,275
C29_C30,V16930,2018,251
C29_C30,V16930,2019,597
C29_C30,V16930,2020,620
C29_C30,V97010,2004,NA
C29_C30,V97010,2005,NA
C29_C30,V97010,2006,NA
C29_C30,V97010,2007,NA
C29_C30,V97010,2008,NA
C29_C30,V97010,2009,-2.55
C29_C30,V97010,2010,-3.62
C29_C30,V97010,2011,1.33
C29_C30,V97010,2012,-4.03
C29_C30,V97010,2013,-2.81
C29_C30,V97010,2014,-3.5
C29_C30,V97010,2015,0.46
C29_C30,V97010,2016,1.51
C29_C30,V97010,2017,1.16
C29_C30,V97010,2018,-0.08
C29_C30,V97010,2019,-0.37
C29_C30,V97010,2020,2.9
C29_C30,V97020,2004,NA
C29_C30,V97020,2005,NA
C29_C30,V97020,2006,NA
C29_C30,V97020,2007,NA
C29_C30,V97020,2008,6.87
C29_C30,V97020,2009,6.31
C29_C30,V97020,2010,6.72
C29_C30,V97020,2011,5.72
C29_C30,V97020,2012,5.36
C29_C30,V97020,2013,5.85
C29_C30,V97020,2014,6.1
C29_C30,V97020,2015,6.72
C29_C30,V97020,2016,6.33
C29_C30,V97020,2017,5.69
C29_C30,V97020,2018,5.86
C29_C30,V97020,2019,5.61
C29_C30,V97020,2020,4.79
C29_C30,V97030,2004,NA
C29_C30,V97030,2005,NA
C29_C30,V97030,2006,NA
C29_C30,V97030,2007,NA
C29_C30,V97030,2008,6.92
C29_C30,V97030,2009,5.99
C29_C30,V97030,2010,6.81
C29_C30,V97030,2011,6.67
C29_C30,V97030,2012,7.03
C29_C30,V97030,2013,6.8
C29_C30,V97030,2014,5.72
C29_C30,V97030,2015,5.61
C29_C30,V97030,2016,4.82
C29_C30,V97030,2017,4.38
C29_C30,V97030,2018,4.46
C29_C30,V97030,2019,6.76
C29_C30,V97030,2020,5.89
C31_C32,V11910,2004,NA
C31_C32,V11910,2005,NA
C31_C32,V11910,2006,NA
C31_C32,V11910,2007,NA
C31_C32,V11910,2008,55603
C31_C32,V11910,2009,53781
C31_C32,V11910,2010,52392
C31_C32,V11910,2011,50779
C31_C32,V11910,2012,50833
C31_C32,V11910,2013,50020
C31_C32,V11910,2014,48646
C31_C32,V11910,2015,48229
C31_C32,V11910,2016,48736
C31_C32,V11910,2017,47789
C31_C32,V11910,2018,46899
C31_C32,V11910,2019,44495
C31_C32,V11910,2020,43728
C31_C32,V11920,2004,2309
C31_C32,V11920,2005,2526
C31_C32,V11920,2006,2550
C31_C32,V11920,2007,2614
C31_C32,V11920,2008,3165
C31_C32,V11920,2009,2703
C31_C32,V11920,2010,2020
C31_C32,V11920,2011,1825
C31_C32,V11920,2012,1934
C31_C32,V11920,2013,1997
C31_C32,V11920,2014,1817
C31_C32,V11920,2015,1866
C31_C32,V11920,2016,2052
C31_C32,V11920,2017,1841
C31_C32,V11920,2018,1748
C31_C32,V11920,2019,1803
C31_C32,V11920,2020,1553
C31_C32,V11930,2004,NA
C31_C32,V11930,2005,NA
C31_C32,V11930,2006,NA
C31_C32,V11930,2007,NA
C31_C32,V11930,2008,2869
C31_C32,V11930,2009,2296
C31_C32,V11930,2010,2536
C31_C32,V11930,2011,2486
C31_C32,V11930,2012,2695
C31_C32,V11930,2013,2773
C31_C32,V11930,2014,2389
C31_C32,V11930,2015,2314
C31_C32,V11930,2016,2277
C31_C32,V11930,2017,2159
C31_C32,V11930,2018,1783
C31_C32,V11930,2019,2552
C31_C32,V11930,2020,2496
C31_C32,V16910,2004,NA
C31_C32,V16910,2005,NA
C31_C32,V16910,2006,NA
C31_C32,V16910,2007,NA
C31_C32,V16910,2008,328677
C31_C32,V16910,2009,307744
C31_C32,V16910,2010,293276
C31_C32,V16910,2011,276104
C31_C32,V16910,2012,268638
C31_C32,V16910,2013,261565
C31_C32,V16910,2014,254281
C31_C32,V16910,2015,251660
C31_C32,V16910,2016,257434
C31_C32,V16910,2017,254998
C31_C32,V16910,2018,255513
C31_C32,V16910,2019,254723
C31_C32,V16910,2020,247024
C31_C32,V16920,2004,3776
C31_C32,V16920,2005,4268
C31_C32,V16920,2006,4353
C31_C32,V16920,2007,4353
C31_C32,V16920,2008,5449
C31_C32,V16920,2009,4515
C31_C32,V16920,2010,3752
C31_C32,V16920,2011,2720
C31_C32,V16920,2012,2790
C31_C32,V16920,2013,3062
C31_C32,V16920,2014,2634
C31_C32,V16920,2015,2755
C31_C32,V16920,2016,2926
C31_C32,V16920,2017,2574
C31_C32,V16920,2018,2353
C31_C32,V16920,2019,2497
C31_C32,V16920,2020,2189
C31_C32,V16930,2004,NA
C31_C32,V16930,2005,NA
C31_C32,V16930,2006,NA
C31_C32,V16930,2007,NA
C31_C32,V16930,2008,5404
C31_C32,V16930,2009,3940
C31_C32,V16930,2010,3572
C31_C32,V16930,2011,3508
C31_C32,V16930,2012,3731
C31_C32,V16930,2013,3690
C31_C32,V16930,2014,3153
C31_C32,V16930,2015,3078
C31_C32,V16930,2016,2924
C31_C32,V16930,2017,2912
C31_C32,V16930,2018,2456
C31_C32,V16930,2019,3369
C31_C32,V16930,2020,3689
C31_C32,V97010,2004,NA
C31_C32,V97010,2005,NA
C31_C32,V97010,2006,NA
C31_C32,V97010,2007,NA
C31_C32,V97010,2008,NA
C31_C32,V97010,2009,-3.28
C31_C32,V97010,2010,-2.58
C31_C32,V97010,2011,-3.08
C31_C32,V97010,2012,0.11
C31_C32,V97010,2013,-1.6
C31_C32,V97010,2014,-2.75
C31_C32,V97010,2015,-0.86
C31_C32,V97010,2016,1.05
C31_C32,V97010,2017,-1.94
C31_C32,V97010,2018,-1.86
C31_C32,V97010,2019,-5.13
C31_C32,V97010,2020,-1.72
C31_C32,V97020,2004,NA
C31_C32,V97020,2005,NA
C31_C32,V97020,2006,NA
C31_C32,V97020,2007,NA
C31_C32,V97020,2008,5.69
C31_C32,V97020,2009,5.03
C31_C32,V97020,2010,3.86
C31_C32,V97020,2011,3.59
C31_C32,V97020,2012,3.8
C31_C32,V97020,2013,3.99
C31_C32,V97020,2014,3.74
C31_C32,V97020,2015,3.87
C31_C32,V97020,2016,4.21
C31_C32,V97020,2017,3.85
C31_C32,V97020,2018,3.73
C31_C32,V97020,2019,4.05
C31_C32,V97020,2020,3.55
C31_C32,V97030,2004,NA
C31_C32,V97030,2005,NA
C31_C32,V97030,2006,NA
C31_C32,V97030,2007,NA
C31_C32,V97030,2008,5.16
C31_C32,V97030,2009,4.27
C31_C32,V97030,2010,4.84
C31_C32,V97030,2011,4.9
C31_C32,V97030,2012,5.3
C31_C32,V97030,2013,5.54
C31_C32,V97030,2014,4.91
C31_C32,V97030,2015,4.8
C31_C32,V97030,2016,4.67
C31_C32,V97030,2017,4.52
C31_C32,V97030,2018,3.8
C31_C32,V97030,2019,5.74
C31_C32,V97030,2020,5.71
C33,V11910,2004,NA
C33,V11910,2005,NA
C33,V11910,2006,NA
C33,V11910,2007,NA
C33,V11910,2008,38664
C33,V11910,2009,37757
C33,V11910,2010,39207
C33,V11910,2011,39733
C33,V11910,2012,40644
C33,V11910,2013,40897
C33,V11910,2014,39931
C33,V11910,2015,39624
C33,V11910,2016,39204
C33,V11910,2017,39264
C33,V11910,2018,35986
C33,V11910,2019,37650
C33,V11910,2020,34372
C33,V11920,2004,2685
C33,V11920,2005,2014
C33,V11920,2006,1651
C33,V11920,2007,2811
C33,V11920,2008,2591
C33,V11920,2009,2301
C33,V11920,2010,2396
C33,V11920,2011,2226
C33,V11920,2012,2334
C33,V11920,2013,2191
C33,V11920,2014,2421
C33,V11920,2015,2241
C33,V11920,2016,2383
C33,V11920,2017,2323
C33,V11920,2018,2268
C33,V11920,2019,2294
C33,V11920,2020,1948
C33,V11930,2004,NA
C33,V11930,2005,NA
C33,V11930,2006,NA
C33,V11930,2007,NA
C33,V11930,2008,2594
C33,V11930,2009,2378
C33,V11930,2010,2450
C33,V11930,2011,2837
C33,V11930,2012,2864
C33,V11930,2013,3067
C33,V11930,2014,2733
C33,V11930,2015,2539
C33,V11930,2016,2183
C33,V11930,2017,1973
C33,V11930,2018,1648
C33,V11930,2019,2327
C33,V11930,2020,2287
C33,V16910,2004,NA
C33,V16910,2005,NA
C33,V16910,2006,NA
C33,V16910,2007,NA
C33,V16910,2008,176464
C33,V16910,2009,164157
C33,V16910,2010,167088
C33,V16910,2011,163920
C33,V16910,2012,168310
C33,V16910,2013,165876
C33,V16910,2014,159031
C33,V16910,2015,161456
C33,V16910,2016,160928
C33,V16910,2017,165417
C33,V16910,2018,158599
C33,V16910,2019,170130
C33,V16910,2020,155704
C33,V16920,2004,4440
C33,V16920,2005,3372
C33,V16920,2006,2622
C33,V16920,2007,5107
C33,V16920,2008,5056
C33,V16920,2009,4018
C33,V16920,2010,4130
C33,V16920,2011,3065
C33,V16920,2012,3509
C33,V16920,2013,2987
C33,V16920,2014,3286
C33,V16920,2015,3126
C33,V16920,2016,3077
C33,V16920,2017,3318
C33,V16920,2018,3135
C33,V16920,2019,3052
C33,V16920,2020,2551
C33,V16930,2004,NA
C33,V16930,2005,NA
C33,V16930,2006,NA
C33,V16930,2007,NA
C33,V16930,2008,5316
C33,V16930,2009,4144
C33,V16930,2010,3235
C33,V16930,2011,3697
C33,V16930,2012,3877
C33,V16930,2013,3990
C33,V16930,2014,3508
C33,V16930,2015,3146
C33,V16930,2016,2669
C33,V16930,2017,2355
C33,V16930,2018,2096
C33,V16930,2019,3178
C33,V16930,2020,3112
C33,V97010,2004,NA
C33,V97010,2005,NA
C33,V97010,2006,NA
C33,V97010,2007,NA
C33,V97010,2008,NA
C33,V97010,2009,-2.35
C33,V97010,2010,3.84
C33,V97010,2011,1.34
C33,V97010,2012,2.29
C33,V97010,2013,0.62
C33,V97010,2014,-2.36
C33,V97010,2015,-0.77
C33,V97010,2016,-1.06
C33,V97010,2017,0.15
C33,V97010,2018,-8.35
C33,V97010,2019,4.62
C33,V97010,2020,-8.71
C33,V97020,2004,NA
C33,V97020,2005,NA
C33,V97020,2006,NA
C33,V97020,2007,NA
C33,V97020,2008,6.7
C33,V97020,2009,6.09
C33,V97020,2010,6.11
C33,V97020,2011,5.6
C33,V97020,2012,5.74
C33,V97020,2013,5.36
C33,V97020,2014,6.06
C33,V97020,2015,5.66
C33,V97020,2016,6.08
C33,V97020,2017,5.92
C33,V97020,2018,6.3
C33,V97020,2019,6.09
C33,V97020,2020,5.67
C33,V97030,2004,NA
C33,V97030,2005,NA
C33,V97030,2006,NA
C33,V97030,2007,NA
C33,V97030,2008,6.71
C33,V97030,2009,6.3
C33,V97030,2010,6.25
C33,V97030,2011,7.14
C33,V97030,2012,7.05
C33,V97030,2013,7.5
C33,V97030,2014,6.84
C33,V97030,2015,6.41
C33,V97030,2016,5.57
C33,V97030,2017,5.02
C33,V97030,2018,4.58
C33,V97030,2019,6.18
C33,V97030,2020,6.65
