geo,indicatore,sitc,partner,anno,valore_mln_eur
DE,MIO_IMP_VAL,SITC9,WORLD,2017,15545.7
DE,MIO_IMP_VAL,SITC9,WORLD,2018,15056.6
DE,MIO_IMP_VAL,SITC9,WORLD,2019,15563.6
DE,MIO_IMP_VAL,SITC9,WORLD,2020,20137
DE,MIO_IMP_VAL,SITC9,WORLD,2021,22455.1
DE,MIO_IMP_VAL,SITC9,WORLD,2022,25677.9
DE,MIO_IMP_VAL,SITC9,WORLD,2023,8840.3
DE,MIO_IMP_VAL,SITC9,WORLD,2024,10424.1
DE,MIO_IMP_VAL,SITC9,WORLD,2025,19129.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2002,210812.8
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2003,212491.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2004,232058.3
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2005,260304.1
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2006,302327.4
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2007,313792.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2008,333729.1
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2009,265711.2
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2010,328674.8
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2011,371799.6
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2012,369105
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2013,354780.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2014,353607.3
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2015,366360.3
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2016,360662.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2017,388945.7
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2018,405650.2
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2019,406979.9
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2020,378449.5
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2021,437236.7
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2022,588297
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2023,473217
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2024,452692.2
DE,MIO_IMP_VAL,TOTAL,EXT_EU27_2020,2025,473271
DE,MIO_IMP_VAL,TOTAL,WORLD,2002,518488.2
DE,MIO_IMP_VAL,TOTAL,WORLD,2003,534487.4
DE,MIO_IMP_VAL,TOTAL,WORLD,2004,575401.2
DE,MIO_IMP_VAL,TOTAL,WORLD,2005,624606.4
DE,MIO_IMP_VAL,TOTAL,WORLD,2006,722112
DE,MIO_IMP_VAL,TOTAL,WORLD,2007,769779.5
DE,MIO_IMP_VAL,TOTAL,WORLD,2008,805729.5
DE,MIO_IMP_VAL,TOTAL,WORLD,2009,664143.3
DE,MIO_IMP_VAL,TOTAL,WORLD,2010,795665.6
DE,MIO_IMP_VAL,TOTAL,WORLD,2011,901486.6
DE,MIO_IMP_VAL,TOTAL,WORLD,2012,898857.4
DE,MIO_IMP_VAL,TOTAL,WORLD,2013,889415.7
DE,MIO_IMP_VAL,TOTAL,WORLD,2014,908574.6
DE,MIO_IMP_VAL,TOTAL,WORLD,2015,947626.7
DE,MIO_IMP_VAL,TOTAL,WORLD,2016,953760.9
DE,MIO_IMP_VAL,TOTAL,WORLD,2017,1029617.1
DE,MIO_IMP_VAL,TOTAL,WORLD,2018,1087431.3
DE,MIO_IMP_VAL,TOTAL,WORLD,2019,1102153.3
DE,MIO_IMP_VAL,TOTAL,WORLD,2020,1025490.8
DE,MIO_IMP_VAL,TOTAL,WORLD,2021,1194375.6
DE,MIO_IMP_VAL,TOTAL,WORLD,2022,1505973.1
DE,MIO_IMP_VAL,TOTAL,WORLD,2023,1357359.1
DE,MIO_IMP_VAL,TOTAL,WORLD,2024,1306615.3
DE,MIO_IMP_VAL,TOTAL,WORLD,2025,1362643.2
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2002,-2314.9
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2003,-2545.4
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2004,-2825.8
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2005,-3144.9
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2006,-3017.1
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2007,-4055.1
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2008,-3780.4
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2009,-1955.2
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2010,-1596.5
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2011,-1557
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2012,-455.6
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2013,110.9
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2014,592
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2015,501.9
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2016,1271
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2017,1007.8
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2018,532.6
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2019,1965.7
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2020,4719.2
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2021,4981.4
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2022,1159.9
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2023,1144.8
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2024,1894
ES,MIO_BAL_VAL,SITC0_1,EXT_EU27_2020,2025,765.2
ES,MIO_BAL_VAL,SITC0_1,WORLD,2002,1924.7
ES,MIO_BAL_VAL,SITC0_1,WORLD,2003,2488.7
ES,MIO_BAL_VAL,SITC0_1,WORLD,2004,1150.9
ES,MIO_BAL_VAL,SITC0_1,WORLD,2005,222.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2006,727
ES,MIO_BAL_VAL,SITC0_1,WORLD,2007,-192.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2008,1048.6
ES,MIO_BAL_VAL,SITC0_1,WORLD,2009,2247.4
ES,MIO_BAL_VAL,SITC0_1,WORLD,2010,3523.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2011,4089.7
ES,MIO_BAL_VAL,SITC0_1,WORLD,2012,6660.3
ES,MIO_BAL_VAL,SITC0_1,WORLD,2013,8812.3
ES,MIO_BAL_VAL,SITC0_1,WORLD,2014,8865.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2015,10190.7
ES,MIO_BAL_VAL,SITC0_1,WORLD,2016,11010.1
ES,MIO_BAL_VAL,SITC0_1,WORLD,2017,11184.6
ES,MIO_BAL_VAL,SITC0_1,WORLD,2018,11294.4
ES,MIO_BAL_VAL,SITC0_1,WORLD,2019,13507.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2020,17864.5
ES,MIO_BAL_VAL,SITC0_1,WORLD,2021,18366.4
ES,MIO_BAL_VAL,SITC0_1,WORLD,2022,14332.7
ES,MIO_BAL_VAL,SITC0_1,WORLD,2023,16188
ES,MIO_BAL_VAL,SITC0_1,WORLD,2024,18121.2
ES,MIO_BAL_VAL,SITC0_1,WORLD,2025,16984.3
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2002,-2766
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2003,-2820.3
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2004,-3046.6
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2005,-3432.9
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2006,-4539.3
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2007,-4850.7
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2008,-5533.4
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2009,-3043
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2010,-4606.1
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2011,-5785.9
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2012,-4697.1
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2013,-4816.4
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2014,-4811.3
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2015,-4585
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2016,-3674.8
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2017,-5266.7
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2018,-4743.5
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2019,-3756.8
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2020,-3609.9
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2021,-5639.8
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2022,-5755.6
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2023,-4442.9
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2024,-3833.1
ES,MIO_BAL_VAL,SITC2_4,EXT_EU27_2020,2025,-3307.5
ES,MIO_BAL_VAL,SITC2_4,WORLD,2002,-2645.2
ES,MIO_BAL_VAL,SITC2_4,WORLD,2003,-3097.6
ES,MIO_BAL_VAL,SITC2_4,WORLD,2004,-3476.9
ES,MIO_BAL_VAL,SITC2_4,WORLD,2005,-4139.7
ES,MIO_BAL_VAL,SITC2_4,WORLD,2006,-5930.6
ES,MIO_BAL_VAL,SITC2_4,WORLD,2007,-6032
ES,MIO_BAL_VAL,SITC2_4,WORLD,2008,-6320.4
ES,MIO_BAL_VAL,SITC2_4,WORLD,2009,-3145.7
ES,MIO_BAL_VAL,SITC2_4,WORLD,2010,-4874.9
ES,MIO_BAL_VAL,SITC2_4,WORLD,2011,-5454.9
ES,MIO_BAL_VAL,SITC2_4,WORLD,2012,-4193
ES,MIO_BAL_VAL,SITC2_4,WORLD,2013,-3914.8
ES,MIO_BAL_VAL,SITC2_4,WORLD,2014,-3481.3
ES,MIO_BAL_VAL,SITC2_4,WORLD,2015,-4068.5
ES,MIO_BAL_VAL,SITC2_4,WORLD,2016,-3067.6
ES,MIO_BAL_VAL,SITC2_4,WORLD,2017,-3506.7
ES,MIO_BAL_VAL,SITC2_4,WORLD,2018,-3647.1
ES,MIO_BAL_VAL,SITC2_4,WORLD,2019,-2737.2
ES,MIO_BAL_VAL,SITC2_4,WORLD,2020,-2735.8
ES,MIO_BAL_VAL,SITC2_4,WORLD,2021,-5122.1
ES,MIO_BAL_VAL,SITC2_4,WORLD,2022,-5825.4
ES,MIO_BAL_VAL,SITC2_4,WORLD,2023,-4588.8
ES,MIO_BAL_VAL,SITC2_4,WORLD,2024,-2874
ES,MIO_BAL_VAL,SITC2_4,WORLD,2025,-2568
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2002,-14845.9
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2003,-14349
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2004,-17140.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2005,-25113.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2006,-31257.3
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2007,-29326.6
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2008,-39387.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2009,-23977.8
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2010,-30558.8
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2011,-38629.2
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2012,-41905.9
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2013,-38161.2
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2014,-34701.7
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2015,-25074.3
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2016,-19322
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2017,-25109.2
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2018,-30029.7
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2019,-29173.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2020,-17229.7
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2021,-29417.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2022,-62937.4
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2023,-39968.8
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2024,-37776.6
ES,MIO_BAL_VAL,SITC3,EXT_EU27_2020,2025,-35844.3
ES,MIO_BAL_VAL,SITC3,WORLD,2002,-14977.7
ES,MIO_BAL_VAL,SITC3,WORLD,2003,-14413.3
ES,MIO_BAL_VAL,SITC3,WORLD,2004,-17269.1
ES,MIO_BAL_VAL,SITC3,WORLD,2005,-25290.4
ES,MIO_BAL_VAL,SITC3,WORLD,2006,-32289.4
ES,MIO_BAL_VAL,SITC3,WORLD,2007,-32264
ES,MIO_BAL_VAL,SITC3,WORLD,2008,-40702.7
ES,MIO_BAL_VAL,SITC3,WORLD,2009,-24719.1
ES,MIO_BAL_VAL,SITC3,WORLD,2010,-31611
ES,MIO_BAL_VAL,SITC3,WORLD,2011,-40059.9
ES,MIO_BAL_VAL,SITC3,WORLD,2012,-39117.6
ES,MIO_BAL_VAL,SITC3,WORLD,2013,-34479.7
ES,MIO_BAL_VAL,SITC3,WORLD,2014,-30089.4
ES,MIO_BAL_VAL,SITC3,WORLD,2015,-21622.2
ES,MIO_BAL_VAL,SITC3,WORLD,2016,-16736.1
ES,MIO_BAL_VAL,SITC3,WORLD,2017,-20804.2
ES,MIO_BAL_VAL,SITC3,WORLD,2018,-24971.2
ES,MIO_BAL_VAL,SITC3,WORLD,2019,-23656.8
ES,MIO_BAL_VAL,SITC3,WORLD,2020,-14768.2
ES,MIO_BAL_VAL,SITC3,WORLD,2021,-26845.6
ES,MIO_BAL_VAL,SITC3,WORLD,2022,-51917.5
ES,MIO_BAL_VAL,SITC3,WORLD,2023,-30991.8
ES,MIO_BAL_VAL,SITC3,WORLD,2024,-28885.4
ES,MIO_BAL_VAL,SITC3,WORLD,2025,-29383.3
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2002,-132.5
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2003,-648.2
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2004,-1071.7
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2005,36.6
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2006,61.6
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2007,-536.7
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2008,-1038.8
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2009,-773.4
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2010,-1236.4
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2011,-1434.3
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2012,-409.8
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2013,1327.5
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2014,2218.5
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2015,2106.4
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2016,1797
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2017,2399.1
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2018,1103.3
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2019,973
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2020,789.2
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2021,-4122.3
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2022,-2819
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2023,3633.4
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2024,5294.2
ES,MIO_BAL_VAL,SITC5,EXT_EU27_2020,2025,6277
ES,MIO_BAL_VAL,SITC5,WORLD,2002,-7602.7
ES,MIO_BAL_VAL,SITC5,WORLD,2003,-8177.2
ES,MIO_BAL_VAL,SITC5,WORLD,2004,-8860.5
ES,MIO_BAL_VAL,SITC5,WORLD,2005,-8000.6
ES,MIO_BAL_VAL,SITC5,WORLD,2006,-8253.7
ES,MIO_BAL_VAL,SITC5,WORLD,2007,-8100.6
ES,MIO_BAL_VAL,SITC5,WORLD,2008,-9484.2
ES,MIO_BAL_VAL,SITC5,WORLD,2009,-9049.5
ES,MIO_BAL_VAL,SITC5,WORLD,2010,-8189.9
ES,MIO_BAL_VAL,SITC5,WORLD,2011,-9024.2
ES,MIO_BAL_VAL,SITC5,WORLD,2012,-6851.4
ES,MIO_BAL_VAL,SITC5,WORLD,2013,-5555.3
ES,MIO_BAL_VAL,SITC5,WORLD,2014,-6101.1
ES,MIO_BAL_VAL,SITC5,WORLD,2015,-7709.1
ES,MIO_BAL_VAL,SITC5,WORLD,2016,-6684.7
ES,MIO_BAL_VAL,SITC5,WORLD,2017,-6714.9
ES,MIO_BAL_VAL,SITC5,WORLD,2018,-8795.1
ES,MIO_BAL_VAL,SITC5,WORLD,2019,-8947.8
ES,MIO_BAL_VAL,SITC5,WORLD,2020,-9013.9
ES,MIO_BAL_VAL,SITC5,WORLD,2021,-9727.5
ES,MIO_BAL_VAL,SITC5,WORLD,2022,-1335.6
ES,MIO_BAL_VAL,SITC5,WORLD,2023,-2155.6
ES,MIO_BAL_VAL,SITC5,WORLD,2024,-3380.3
ES,MIO_BAL_VAL,SITC5,WORLD,2025,-4242.8
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2002,-104.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2003,-2315.2
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2004,-4272.7
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2005,-6509
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2006,-8984.1
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2007,-10810.9
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2008,-7542.7
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2009,-4265.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2010,-5493.8
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2011,-3863.9
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2012,751.6
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2013,2031.4
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2014,-223.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2015,-2765.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2016,-4062.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2017,-5083.9
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2018,-6300.3
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2019,-7687.1
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2020,-7641.5
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2021,-8692
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2022,-15201.6
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2023,-10764.9
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2024,-14494.6
ES,MIO_BAL_VAL,SITC6_8,EXT_EU27_2020,2025,-15087.4
ES,MIO_BAL_VAL,SITC6_8,WORLD,2002,-5485.2
ES,MIO_BAL_VAL,SITC6_8,WORLD,2003,-8934.1
ES,MIO_BAL_VAL,SITC6_8,WORLD,2004,-11813.1
ES,MIO_BAL_VAL,SITC6_8,WORLD,2005,-14267.6
ES,MIO_BAL_VAL,SITC6_8,WORLD,2006,-17415.6
ES,MIO_BAL_VAL,SITC6_8,WORLD,2007,-20603.5
ES,MIO_BAL_VAL,SITC6_8,WORLD,2008,-15625.1
ES,MIO_BAL_VAL,SITC6_8,WORLD,2009,-8775.2
ES,MIO_BAL_VAL,SITC6_8,WORLD,2010,-8887.3
ES,MIO_BAL_VAL,SITC6_8,WORLD,2011,-5449.5
ES,MIO_BAL_VAL,SITC6_8,WORLD,2012,213.3
ES,MIO_BAL_VAL,SITC6_8,WORLD,2013,2614
ES,MIO_BAL_VAL,SITC6_8,WORLD,2014,-966.7
ES,MIO_BAL_VAL,SITC6_8,WORLD,2015,-4180.2
ES,MIO_BAL_VAL,SITC6_8,WORLD,2016,-5840.9
ES,MIO_BAL_VAL,SITC6_8,WORLD,2017,-4421.7
ES,MIO_BAL_VAL,SITC6_8,WORLD,2018,-5534.5
ES,MIO_BAL_VAL,SITC6_8,WORLD,2019,-7110.6
ES,MIO_BAL_VAL,SITC6_8,WORLD,2020,-5977.5
ES,MIO_BAL_VAL,SITC6_8,WORLD,2021,-3630.8
ES,MIO_BAL_VAL,SITC6_8,WORLD,2022,-11640.4
ES,MIO_BAL_VAL,SITC6_8,WORLD,2023,-8737.9
ES,MIO_BAL_VAL,SITC6_8,WORLD,2024,-14957.1
ES,MIO_BAL_VAL,SITC6_8,WORLD,2025,-16323
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2002,994.8
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2003,819.9
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2004,-843
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2005,-3120
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2006,-3800.5
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2007,-2355.1
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2008,-2007.2
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2009,2582.9
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2010,705.5
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2011,7409.1
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2012,9826.5
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2013,16497.7
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2014,13403.7
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2015,11346.1
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2016,10275.5
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2017,7406.9
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2018,6951
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2019,4941.7
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2020,2159.6
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2021,1915.4
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2022,-3091.8
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2023,294.3
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2024,154.7
ES,MIO_BAL_VAL,SITC7,EXT_EU27_2020,2025,-2595.9
ES,MIO_BAL_VAL,SITC7,WORLD,2002,-12754.9
ES,MIO_BAL_VAL,SITC7,WORLD,2003,-14363.4
ES,MIO_BAL_VAL,SITC7,WORLD,2004,-20793.3
ES,MIO_BAL_VAL,SITC7,WORLD,2005,-25891.2
ES,MIO_BAL_VAL,SITC7,WORLD,2006,-28691.9
ES,MIO_BAL_VAL,SITC7,WORLD,2007,-32449.5
ES,MIO_BAL_VAL,SITC7,WORLD,2008,-24417.4
ES,MIO_BAL_VAL,SITC7,WORLD,2009,-5132.8
ES,MIO_BAL_VAL,SITC7,WORLD,2010,-6771
ES,MIO_BAL_VAL,SITC7,WORLD,2011,1955.6
ES,MIO_BAL_VAL,SITC7,WORLD,2012,5954.1
ES,MIO_BAL_VAL,SITC7,WORLD,2013,11059.4
ES,MIO_BAL_VAL,SITC7,WORLD,2014,2911.8
ES,MIO_BAL_VAL,SITC7,WORLD,2015,-2254.6
ES,MIO_BAL_VAL,SITC7,WORLD,2016,-677.5
ES,MIO_BAL_VAL,SITC7,WORLD,2017,-6748.4
ES,MIO_BAL_VAL,SITC7,WORLD,2018,-7986.5
ES,MIO_BAL_VAL,SITC7,WORLD,2019,-8374.6
ES,MIO_BAL_VAL,SITC7,WORLD,2020,-4174.7
ES,MIO_BAL_VAL,SITC7,WORLD,2021,-10406.7
ES,MIO_BAL_VAL,SITC7,WORLD,2022,-19831.9
ES,MIO_BAL_VAL,SITC7,WORLD,2023,-15318.1
ES,MIO_BAL_VAL,SITC7,WORLD,2024,-17875.3
ES,MIO_BAL_VAL,SITC7,WORLD,2025,-27777.8
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2002,-35.5
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2003,24.2
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2004,146.8
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2005,237.2
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2006,369.1
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2007,565.8
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2008,784.2
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2009,1299.2
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2010,1434.2
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2011,2896.7
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2012,3803.5
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2013,3048.3
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2014,1788.1
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2015,1860.7
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2016,1890.6
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2017,1430.4
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2018,1426
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2019,1681.1
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2020,1791.1
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2021,1525.6
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2022,728.6
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2023,969
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2024,1760.6
ES,MIO_BAL_VAL,SITC9,EXT_EU27_2020,2025,1699.2
ES,MIO_BAL_VAL,SITC9,WORLD,2002,-144.4
ES,MIO_BAL_VAL,SITC9,WORLD,2003,125
ES,MIO_BAL_VAL,SITC9,WORLD,2004,198.6
ES,MIO_BAL_VAL,SITC9,WORLD,2005,89.1
ES,MIO_BAL_VAL,SITC9,WORLD,2006,280.8
ES,MIO_BAL_VAL,SITC9,WORLD,2007,405.4
