nace_r2,unit,anno,valore
C28,CLV15_MEUR,1978,NA
C28,CLV15_MEUR,1979,NA
C28,CLV15_MEUR,1980,NA
C28,CLV15_MEUR,1981,NA
C28,CLV15_MEUR,1982,NA
C28,CLV15_MEUR,1983,NA
C28,CLV15_MEUR,1984,NA
C28,CLV15_MEUR,1985,NA
C28,CLV15_MEUR,1986,NA
C28,CLV15_MEUR,1987,NA
C28,CLV15_MEUR,1988,NA
C28,CLV15_MEUR,1989,NA
C28,CLV15_MEUR,1990,NA
C28,CLV15_MEUR,1991,NA
C28,CLV15_MEUR,1992,NA
C28,CLV15_MEUR,1993,NA
C28,CLV15_MEUR,1994,NA
C28,CLV15_MEUR,1995,27774.6
C28,CLV15_MEUR,1996,28675.9
C28,CLV15_MEUR,1997,28443.7
C28,CLV15_MEUR,1998,28916.1
C28,CLV15_MEUR,1999,29177.9
C28,CLV15_MEUR,2000,30799.2
C28,CLV15_MEUR,2001,30992.1
C28,CLV15_MEUR,2002,29949.6
C28,CLV15_MEUR,2003,30558.7
C28,CLV15_MEUR,2004,32476
C28,CLV15_MEUR,2005,33473.2
C28,CLV15_MEUR,2006,36119
C28,CLV15_MEUR,2007,38429.7
C28,CLV15_MEUR,2008,38979.8
C28,CLV15_MEUR,2009,28888.1
C28,CLV15_MEUR,2010,33096.6
C28,CLV15_MEUR,2011,36025.3
C28,CLV15_MEUR,2012,34648.1
C28,CLV15_MEUR,2013,35408.8
C28,CLV15_MEUR,2014,35893.4
C28,CLV15_MEUR,2015,34925.4
C28,CLV15_MEUR,2016,34898.5
C28,CLV15_MEUR,2017,37402.2
C28,CLV15_MEUR,2018,38005
C28,CLV15_MEUR,2019,38332.6
C28,CLV15_MEUR,2020,33192.8
C28,CLV15_MEUR,2021,38213.6
C28,CLV15_MEUR,2022,37478.1
C28,CLV15_MEUR,2023,36844.5
C28,CLV15_MEUR,2024,37123.5
C28,CLV15_MEUR,2025,38040
C28,CP_MEUR,1975,NA
C28,CP_MEUR,1976,NA
C28,CP_MEUR,1977,NA
C28,CP_MEUR,1978,NA
C28,CP_MEUR,1979,NA
C28,CP_MEUR,1980,NA
C28,CP_MEUR,1981,NA
C28,CP_MEUR,1982,NA
C28,CP_MEUR,1983,NA
C28,CP_MEUR,1984,NA
C28,CP_MEUR,1985,NA
C28,CP_MEUR,1986,NA
C28,CP_MEUR,1987,NA
C28,CP_MEUR,1988,NA
C28,CP_MEUR,1989,NA
C28,CP_MEUR,1990,NA
C28,CP_MEUR,1991,NA
C28,CP_MEUR,1992,NA
C28,CP_MEUR,1993,NA
C28,CP_MEUR,1994,NA
C28,CP_MEUR,1995,17630.3
C28,CP_MEUR,1996,21083.2
C28,CP_MEUR,1997,22197.5
C28,CP_MEUR,1998,23083.5
C28,CP_MEUR,1999,23752.5
C28,CP_MEUR,2000,25681.9
C28,CP_MEUR,2001,26185.5
C28,CP_MEUR,2002,25655.8
C28,CP_MEUR,2003,26468.2
C28,CP_MEUR,2004,27879.8
C28,CP_MEUR,2005,28626.6
C28,CP_MEUR,2006,31211.3
C28,CP_MEUR,2007,33840.3
C28,CP_MEUR,2008,34266.7
C28,CP_MEUR,2009,27618.7
C28,CP_MEUR,2010,30088.9
C28,CP_MEUR,2011,32170.7
C28,CP_MEUR,2012,32295.8
C28,CP_MEUR,2013,33023.7
C28,CP_MEUR,2014,34434.2
C28,CP_MEUR,2015,34925.4
C28,CP_MEUR,2016,36310.2
C28,CP_MEUR,2017,38007.2
C28,CP_MEUR,2018,38978.3
C28,CP_MEUR,2019,39403.3
C28,CP_MEUR,2020,35201.1
C28,CP_MEUR,2021,40084.5
C28,CP_MEUR,2022,42000.5
C28,CP_MEUR,2023,46649.3
C28,CP_MEUR,2024,47129.1
C28,CP_MEUR,2025,48898.6
C29,CLV15_MEUR,1975,NA
C29,CLV15_MEUR,1976,NA
C29,CLV15_MEUR,1977,NA
C29,CLV15_MEUR,1978,NA
C29,CLV15_MEUR,1979,NA
C29,CLV15_MEUR,1980,NA
C29,CLV15_MEUR,1981,NA
C29,CLV15_MEUR,1982,NA
C29,CLV15_MEUR,1983,NA
C29,CLV15_MEUR,1984,NA
C29,CLV15_MEUR,1985,NA
C29,CLV15_MEUR,1986,NA
C29,CLV15_MEUR,1987,NA
C29,CLV15_MEUR,1988,NA
C29,CLV15_MEUR,1989,NA
C29,CLV15_MEUR,1990,NA
C29,CLV15_MEUR,1991,NA
C29,CLV15_MEUR,1992,NA
C29,CLV15_MEUR,1993,NA
C29,CLV15_MEUR,1994,NA
C29,CLV15_MEUR,1995,14141.3
C29,CLV15_MEUR,1996,14097
C29,CLV15_MEUR,1997,15701.8
C29,CLV15_MEUR,1998,14994.9
C29,CLV15_MEUR,1999,15545.9
C29,CLV15_MEUR,2000,15728
C29,CLV15_MEUR,2001,15261.3
C29,CLV15_MEUR,2002,14572.9
C29,CLV15_MEUR,2003,13530.8
C29,CLV15_MEUR,2004,13575.1
C29,CLV15_MEUR,2005,13021.5
C29,CLV15_MEUR,2006,14586.2
C29,CLV15_MEUR,2007,15343.1
C29,CLV15_MEUR,2008,13963.4
C29,CLV15_MEUR,2009,8803.3
C29,CLV15_MEUR,2010,10667.4
C29,CLV15_MEUR,2011,11262.1
C29,CLV15_MEUR,2012,9248.6
C29,CLV15_MEUR,2013,9951.6
C29,CLV15_MEUR,2014,10294.2
C29,CLV15_MEUR,2015,11981.9
C29,CLV15_MEUR,2016,14684.9
C29,CLV15_MEUR,2017,16530
C29,CLV15_MEUR,2018,16966
C29,CLV15_MEUR,2019,16104.4
C29,CLV15_MEUR,2020,11347.7
C29,CLV15_MEUR,2021,14646.7
C29,CLV15_MEUR,2022,16568.4
C29,CLV15_MEUR,2023,17649
C29,CLV15_MEUR,2024,NA
C29,CLV15_MEUR,2025,NA
C29,CP_MEUR,1975,NA
C29,CP_MEUR,1976,NA
C29,CP_MEUR,1977,NA
C29,CP_MEUR,1978,NA
C29,CP_MEUR,1979,NA
C29,CP_MEUR,1980,NA
C29,CP_MEUR,1981,NA
C29,CP_MEUR,1982,NA
C29,CP_MEUR,1983,NA
C29,CP_MEUR,1984,NA
C29,CP_MEUR,1985,NA
C29,CP_MEUR,1986,NA
C29,CP_MEUR,1987,NA
C29,CP_MEUR,1988,NA
C29,CP_MEUR,1989,NA
C29,CP_MEUR,1990,NA
C29,CP_MEUR,1991,NA
C29,CP_MEUR,1992,NA
C29,CP_MEUR,1993,NA
C29,CP_MEUR,1994,NA
C29,CP_MEUR,1995,8631.4
C29,CP_MEUR,1996,9724.1
C29,CP_MEUR,1997,11652.9
C29,CP_MEUR,1998,11429.7
C29,CP_MEUR,1999,12059.6
C29,CP_MEUR,2000,11601.1
C29,CP_MEUR,2001,11329.3
C29,CP_MEUR,2002,10685.3
C29,CP_MEUR,2003,10397.7
C29,CP_MEUR,2004,10953.6
C29,CP_MEUR,2005,10586.6
C29,CP_MEUR,2006,11879.1
C29,CP_MEUR,2007,13018.6
C29,CP_MEUR,2008,11871.2
C29,CP_MEUR,2009,9302.4
C29,CP_MEUR,2010,10900.2
C29,CP_MEUR,2011,10760.6
C29,CP_MEUR,2012,9351.8
C29,CP_MEUR,2013,10046.8
C29,CP_MEUR,2014,10454.3
C29,CP_MEUR,2015,11981.9
C29,CP_MEUR,2016,13845.7
C29,CP_MEUR,2017,15386.9
C29,CP_MEUR,2018,15281.3
C29,CP_MEUR,2019,14460.9
C29,CP_MEUR,2020,11222.9
C29,CP_MEUR,2021,15024.5
C29,CP_MEUR,2022,16290.4
C29,CP_MEUR,2023,19391.7
C29,CP_MEUR,2024,NA
C29,CP_MEUR,2025,NA
C29_C30,CLV15_MEUR,1975,NA
C29_C30,CLV15_MEUR,1976,NA
C29_C30,CLV15_MEUR,1977,NA
C29_C30,CLV15_MEUR,1978,NA
C29_C30,CLV15_MEUR,1979,NA
C29_C30,CLV15_MEUR,1980,NA
C29_C30,CLV15_MEUR,1981,NA
C29_C30,CLV15_MEUR,1982,NA
C29_C30,CLV15_MEUR,1983,NA
C29_C30,CLV15_MEUR,1984,NA
C29_C30,CLV15_MEUR,1985,NA
C29_C30,CLV15_MEUR,1986,NA
C29_C30,CLV15_MEUR,1987,NA
C29_C30,CLV15_MEUR,1988,NA
C29_C30,CLV15_MEUR,1989,NA
C29_C30,CLV15_MEUR,1990,NA
C29_C30,CLV15_MEUR,1991,NA
C29_C30,CLV15_MEUR,1992,NA
C29_C30,CLV15_MEUR,1993,NA
C29_C30,CLV15_MEUR,1994,NA
C29_C30,CLV15_MEUR,1995,23046.8
C29_C30,CLV15_MEUR,1996,22855
C29_C30,CLV15_MEUR,1997,24219.7
C29_C30,CLV15_MEUR,1998,23872.3
C29_C30,CLV15_MEUR,1999,23760.9
C29_C30,CLV15_MEUR,2000,24131.7
C29_C30,CLV15_MEUR,2001,22883
C29_C30,CLV15_MEUR,2002,22218.4
C29_C30,CLV15_MEUR,2003,20391.1
C29_C30,CLV15_MEUR,2004,20929.2
C29_C30,CLV15_MEUR,2005,19916.9
C29_C30,CLV15_MEUR,2006,22109.8
C29_C30,CLV15_MEUR,2007,23371
C29_C30,CLV15_MEUR,2008,22479.1
C29_C30,CLV15_MEUR,2009,16200.8
C29_C30,CLV15_MEUR,2010,16803.5
C29_C30,CLV15_MEUR,2011,17373.7
C29_C30,CLV15_MEUR,2012,15365.9
C29_C30,CLV15_MEUR,2013,15652
C29_C30,CLV15_MEUR,2014,17176
C29_C30,CLV15_MEUR,2015,18287.3
C29_C30,CLV15_MEUR,2016,21822.1
C29_C30,CLV15_MEUR,2017,23416.8
C29_C30,CLV15_MEUR,2018,24256.8
C29_C30,CLV15_MEUR,2019,23272.3
C29_C30,CLV15_MEUR,2020,18583.8
C29_C30,CLV15_MEUR,2021,21352.7
C29_C30,CLV15_MEUR,2022,23512.3
C29_C30,CLV15_MEUR,2023,25197.1
C29_C30,CLV15_MEUR,2024,24518.4
C29_C30,CLV15_MEUR,2025,23674.5
C29_C30,CP_MEUR,1975,NA
C29_C30,CP_MEUR,1976,NA
C29_C30,CP_MEUR,1977,NA
C29_C30,CP_MEUR,1978,NA
C29_C30,CP_MEUR,1979,NA
C29_C30,CP_MEUR,1980,NA
C29_C30,CP_MEUR,1981,NA
C29_C30,CP_MEUR,1982,NA
C29_C30,CP_MEUR,1983,NA
C29_C30,CP_MEUR,1984,NA
C29_C30,CP_MEUR,1985,NA
C29_C30,CP_MEUR,1986,NA
C29_C30,CP_MEUR,1987,NA
C29_C30,CP_MEUR,1988,NA
C29_C30,CP_MEUR,1989,NA
C29_C30,CP_MEUR,1990,NA
C29_C30,CP_MEUR,1991,NA
C29_C30,CP_MEUR,1992,NA
C29_C30,CP_MEUR,1993,NA
C29_C30,CP_MEUR,1994,NA
C29_C30,CP_MEUR,1995,13220.7
C29_C30,CP_MEUR,1996,14759.9
C29_C30,CP_MEUR,1997,17087.5
C29_C30,CP_MEUR,1998,17944.4
C29_C30,CP_MEUR,1999,18063.5
C29_C30,CP_MEUR,2000,18223.4
C29_C30,CP_MEUR,2001,17282.8
C29_C30,CP_MEUR,2002,16813.7
C29_C30,CP_MEUR,2003,16298.2
C29_C30,CP_MEUR,2004,17465
C29_C30,CP_MEUR,2005,16940.7
C29_C30,CP_MEUR,2006,18775
C29_C30,CP_MEUR,2007,20398.6
C29_C30,CP_MEUR,2008,20150.8
C29_C30,CP_MEUR,2009,16068.3
C29_C30,CP_MEUR,2010,17201.8
C29_C30,CP_MEUR,2011,16882.9
C29_C30,CP_MEUR,2012,15403.7
C29_C30,CP_MEUR,2013,15452.9
C29_C30,CP_MEUR,2014,17025.4
C29_C30,CP_MEUR,2015,18287.3
C29_C30,CP_MEUR,2016,21289.5
C29_C30,CP_MEUR,2017,23059
C29_C30,CP_MEUR,2018,23265.5
C29_C30,CP_MEUR,2019,22715.8
C29_C30,CP_MEUR,2020,19205.3
C29_C30,CP_MEUR,2021,23638.5
C29_C30,CP_MEUR,2022,26335.9
C29_C30,CP_MEUR,2023,31369.3
C29_C30,CP_MEUR,2024,30991.4
C29_C30,CP_MEUR,2025,30936.8
C30,CLV15_MEUR,1975,NA
C30,CLV15_MEUR,1976,NA
C30,CLV15_MEUR,1977,NA
C30,CLV15_MEUR,1978,NA
C30,CLV15_MEUR,1979,NA
C30,CLV15_MEUR,1980,NA
C30,CLV15_MEUR,1981,NA
C30,CLV15_MEUR,1982,NA
C30,CLV15_MEUR,1983,NA
C30,CLV15_MEUR,1984,NA
C30,CLV15_MEUR,1985,NA
C30,CLV15_MEUR,1986,NA
C30,CLV15_MEUR,1987,NA
C30,CLV15_MEUR,1988,NA
C30,CLV15_MEUR,1989,NA
C30,CLV15_MEUR,1990,NA
C30,CLV15_MEUR,1991,NA
C30,CLV15_MEUR,1992,NA
C30,CLV15_MEUR,1993,NA
C30,CLV15_MEUR,1994,NA
C30,CLV15_MEUR,1995,9768.6
C30,CLV15_MEUR,1996,9591.8
C30,CLV15_MEUR,1997,9161.9
C30,CLV15_MEUR,1998,9633.2
C30,CLV15_MEUR,1999,8888.4
C30,CLV15_MEUR,2000,9096.6
C30,CLV15_MEUR,2001,8274.1
C30,CLV15_MEUR,2002,8286.8
C30,CLV15_MEUR,2003,7450.1
C30,CLV15_MEUR,2004,7950.3
C30,CLV15_MEUR,2005,7464.2
C30,CLV15_MEUR,2006,8160.9
C30,CLV15_MEUR,2007,8698.8
C30,CLV15_MEUR,2008,9161.2
C30,CLV15_MEUR,2009,7788
C30,CLV15_MEUR,2010,6208.5
C30,CLV15_MEUR,2011,6185
C30,CLV15_MEUR,2012,6157.4
C30,CLV15_MEUR,2013,5726.2
C30,CLV15_MEUR,2014,6953.3
C30,CLV15_MEUR,2015,6305.4
C30,CLV15_MEUR,2016,7137.2
C30,CLV15_MEUR,2017,6961
C30,CLV15_MEUR,2018,7343.1
C30,CLV15_MEUR,2019,7188.3
C30,CLV15_MEUR,2020,6922.7
C30,CLV15_MEUR,2021,6574.8
C30,CLV15_MEUR,2022,6895
C30,CLV15_MEUR,2023,7461
C30,CLV15_MEUR,2024,NA
C30,CLV15_MEUR,2025,NA
C30,CP_MEUR,1975,NA
C30,CP_MEUR,1976,NA
C30,CP_MEUR,1977,NA
C30,CP_MEUR,1978,NA
C30,CP_MEUR,1979,NA
C30,CP_MEUR,1980,NA
C30,CP_MEUR,1981,NA
C30,CP_MEUR,1982,NA
C30,CP_MEUR,1983,NA
C30,CP_MEUR,1984,NA
C30,CP_MEUR,1985,NA
C30,CP_MEUR,1986,NA
C30,CP_MEUR,1987,NA
C30,CP_MEUR,1988,NA
C30,CP_MEUR,1989,NA
C30,CP_MEUR,1990,NA
C30,CP_MEUR,1991,NA
C30,CP_MEUR,1992,NA
C30,CP_MEUR,1993,NA
C30,CP_MEUR,1994,NA
C30,CP_MEUR,1995,4589.4
C30,CP_MEUR,1996,5035.8
C30,CP_MEUR,1997,5434.6
C30,CP_MEUR,1998,6514.7
C30,CP_MEUR,1999,6003.8
C30,CP_MEUR,2000,6622.3
C30,CP_MEUR,2001,5953.5
C30,CP_MEUR,2002,6128.4
C30,CP_MEUR,2003,5900.6
C30,CP_MEUR,2004,6511.4
C30,CP_MEUR,2005,6354.1
C30,CP_MEUR,2006,6895.8
C30,CP_MEUR,2007,7380
C30,CP_MEUR,2008,8279.5
C30,CP_MEUR,2009,6765.9
C30,CP_MEUR,2010,6301.7
C30,CP_MEUR,2011,6122.2
C30,CP_MEUR,2012,6051.9
C30,CP_MEUR,2013,5406.2
C30,CP_MEUR,2014,6571.1
C30,CP_MEUR,2015,6305.4
C30,CP_MEUR,2016,7443.8
C30,CP_MEUR,2017,7672.2
C30,CP_MEUR,2018,7984.2
C30,CP_MEUR,2019,8254.9
C30,CP_MEUR,2020,7982.4
C30,CP_MEUR,2021,8614
C30,CP_MEUR,2022,10045.5
C30,CP_MEUR,2023,11977.7
C30,CP_MEUR,2024,NA
C30,CP_MEUR,2025,NA
C31-C33,CLV15_MEUR,1975,NA
C31-C33,CLV15_MEUR,1976,NA
C31-C33,CLV15_MEUR,1977,NA
C31-C33,CLV15_MEUR,1978,NA
C31-C33,CLV15_MEUR,1979,NA
C31-C33,CLV15_MEUR,1980,NA
C31-C33,CLV15_MEUR,1981,NA
C31-C33,CLV15_MEUR,1982,NA
C31-C33,CLV15_MEUR,1983,NA
C31-C33,CLV15_MEUR,1984,NA
C31-C33,CLV15_MEUR,1985,NA
C31-C33,CLV15_MEUR,1986,NA
C31-C33,CLV15_MEUR,1987,NA
C31-C33,CLV15_MEUR,1988,NA
C31-C33,CLV15_MEUR,1989,NA
C31-C33,CLV15_MEUR,1990,NA
C31-C33,CLV15_MEUR,1991,NA
C31-C33,CLV15_MEUR,1992,NA
C31-C33,CLV15_MEUR,1993,NA
C31-C33,CLV15_MEUR,1994,NA
C31-C33,CLV15_MEUR,1995,23905.1
C31-C33,CLV15_MEUR,1996,23517.9
C31-C33,CLV15_MEUR,1997,23185.2
C31-C33,CLV15_MEUR,1998,23491.9
C31-C33,CLV15_MEUR,1999,23916.9
C31-C33,CLV15_MEUR,2000,25347.1
C31-C33,CLV15_MEUR,2001,24425.2
C31-C33,CLV15_MEUR,2002,24765.9
C31-C33,CLV15_MEUR,2003,23347.4
C31-C33,CLV15_MEUR,2004,23992.3
C31-C33,CLV15_MEUR,2005,24482.5
C31-C33,CLV15_MEUR,2006,26133.1
C31-C33,CLV15_MEUR,2007,27058.4
C31-C33,CLV15_MEUR,2008,25101.1
C31-C33,CLV15_MEUR,2009,21923.4
C31-C33,CLV15_MEUR,2010,22331.4
C31-C33,CLV15_MEUR,2011,22450.2
C31-C33,CLV15_MEUR,2012,20617.9
C31-C33,CLV15_MEUR,2013,20631
C31-C33,CLV15_MEUR,2014,20899.9
C31-C33,CLV15_MEUR,2015,21266.8
C31-C33,CLV15_MEUR,2016,21720.6
C31-C33,CLV15_MEUR,2017,21955.5
C31-C33,CLV15_MEUR,2018,22314
C31-C33,CLV15_MEUR,2019,22591.4
C31-C33,CLV15_MEUR,2020,19342.5
C31-C33,CLV15_MEUR,2021,22246.1
C31-C33,CLV15_MEUR,2022,23817.5
C31-C33,CLV15_MEUR,2023,23125.1
C31-C33,CLV15_MEUR,2024,22978.3
C31-C33,CLV15_MEUR,2025,22593.1
C31-C33,CP_MEUR,1975,NA
C31-C33,CP_MEUR,1976,NA
C31-C33,CP_MEUR,1977,NA
C31-C33,CP_MEUR,1978,NA
C31-C33,CP_MEUR,1979,NA
C31-C33,CP_MEUR,1980,NA
C31-C33,CP_MEUR,1981,NA
C31-C33,CP_MEUR,1982,NA
C31-C33,CP_MEUR,1983,NA
C31-C33,CP_MEUR,1984,NA
C31-C33,CP_MEUR,1985,NA
C31-C33,CP_MEUR,1986,NA
C31-C33,CP_MEUR,1987,NA
C31-C33,CP_MEUR,1988,NA
C31-C33,CP_MEUR,1989,NA
C31-C33,CP_MEUR,1990,NA
C31-C33,CP_MEUR,1991,NA
C31-C33,CP_MEUR,1992,NA
C31-C33,CP_MEUR,1993,NA
C31-C33,CP_MEUR,1994,NA
C31-C33,CP_MEUR,1995,14472.8
C31-C33,CP_MEUR,1996,16748.2
C31-C33,CP_MEUR,1997,17188.9
C31-C33,CP_MEUR,1998,17271.7
C31-C33,CP_MEUR,1999,18140.1
C31-C33,CP_MEUR,2000,18939.4
C31-C33,CP_MEUR,2001,19482.1
C31-C33,CP_MEUR,2002,19951.3
C31-C33,CP_MEUR,2003,19206.7
C31-C33,CP_MEUR,2004,19916.3
C31-C33,CP_MEUR,2005,20521.3
C31-C33,CP_MEUR,2006,22016.8
C31-C33,CP_MEUR,2007,23168.2
C31-C33,CP_MEUR,2008,22965.6
C31-C33,CP_MEUR,2009,20293.9
C31-C33,CP_MEUR,2010,20396.2
C31-C33,CP_MEUR,2011,20810.7
C31-C33,CP_MEUR,2012,20222.6
C31-C33,CP_MEUR,2013,20128.4
C31-C33,CP_MEUR,2014,20403.9
C31-C33,CP_MEUR,2015,21266.8
C31-C33,CP_MEUR,2016,22382.8
C31-C33,CP_MEUR,2017,22734.6
C31-C33,CP_MEUR,2018,23265.1
C31-C33,CP_MEUR,2019,23982.3
C31-C33,CP_MEUR,2020,21282.9
C31-C33,CP_MEUR,2021,24201.3
C31-C33,CP_MEUR,2022,26242.8
C31-C33,CP_MEUR,2023,28748.4
C31-C33,CP_MEUR,2024,29626.2
C31-C33,CP_MEUR,2025,31093.3
C31_C32,CLV15_MEUR,1975,NA
C31_C32,CLV15_MEUR,1976,NA
C31_C32,CLV15_MEUR,1977,NA
C31_C32,CLV15_MEUR,1978,NA
C31_C32,CLV15_MEUR,1979,NA
C31_C32,CLV15_MEUR,1980,NA
C31_C32,CLV15_MEUR,1981,NA
C31_C32,CLV15_MEUR,1982,NA
C31_C32,CLV15_MEUR,1983,NA
C31_C32,CLV15_MEUR,1984,NA
C31_C32,CLV15_MEUR,1985,NA
C31_C32,CLV15_MEUR,1986,NA
C31_C32,CLV15_MEUR,1987,NA
C31_C32,CLV15_MEUR,1988,NA
C31_C32,CLV15_MEUR,1989,NA
C31_C32,CLV15_MEUR,1990,NA
C31_C32,CLV15_MEUR,1991,NA
C31_C32,CLV15_MEUR,1992,NA
C31_C32,CLV15_MEUR,1993,NA
C31_C32,CLV15_MEUR,1994,NA
C31_C32,CLV15_MEUR,1995,15221.6
C31_C32,CLV15_MEUR,1996,14933.1
C31_C32,CLV15_MEUR,1997,14773.4
C31_C32,CLV15_MEUR,1998,14772
C31_C32,CLV15_MEUR,1999,15413.8
C31_C32,CLV15_MEUR,2000,16409.9
C31_C32,CLV15_MEUR,2001,16284.7
C31_C32,CLV15_MEUR,2002,16359.4
C31_C32,CLV15_MEUR,2003,15149.8
C31_C32,CLV15_MEUR,2004,15310.7
C31_C32,CLV15_MEUR,2005,15643.9
C31_C32,CLV15_MEUR,2006,16654.7
C31_C32,CLV15_MEUR,2007,16932.5
C31_C32,CLV15_MEUR,2008,15505.1
C31_C32,CLV15_MEUR,2009,12979.2
C31_C32,CLV15_MEUR,2010,13413
C31_C32,CLV15_MEUR,2011,13651.9
C31_C32,CLV15_MEUR,2012,11880.5
C31_C32,CLV15_MEUR,2013,11936.4
C31_C32,CLV15_MEUR,2014,12374.7
C31_C32,CLV15_MEUR,2015,12769.4
C31_C32,CLV15_MEUR,2016,12892.9
C31_C32,CLV15_MEUR,2017,13281.2
C31_C32,CLV15_MEUR,2018,13724.3
C31_C32,CLV15_MEUR,2019,13469.4
C31_C32,CLV15_MEUR,2020,11372.6
C31_C32,CLV15_MEUR,2021,13772.4
C31_C32,CLV15_MEUR,2022,14744.5
C31_C32,CLV15_MEUR,2023,13606.9
C31_C32,CLV15_MEUR,2024,NA
C31_C32,CLV15_MEUR,2025,NA
C31_C32,CP_MEUR,1975,NA
C31_C32,CP_MEUR,1976,NA
C31_C32,CP_MEUR,1977,NA
C31_C32,CP_MEUR,1978,NA
C31_C32,CP_MEUR,1979,NA
C31_C32,CP_MEUR,1980,NA
C31_C32,CP_MEUR,1981,NA
C31_C32,CP_MEUR,1982,NA
C31_C32,CP_MEUR,1983,NA
C31_C32,CP_MEUR,1984,NA
C31_C32,CP_MEUR,1985,NA
C31_C32,CP_MEUR,1986,NA
C31_C32,CP_MEUR,1987,NA
C31_C32,CP_MEUR,1988,NA
C31_C32,CP_MEUR,1989,NA
C31_C32,CP_MEUR,1990,NA
C31_C32,CP_MEUR,1991,NA
C31_C32,CP_MEUR,1992,NA
C31_C32,CP_MEUR,1993,NA
C31_C32,CP_MEUR,1994,NA
C31_C32,CP_MEUR,1995,9596.7
C31_C32,CP_MEUR,1996,11059.8
C31_C32,CP_MEUR,1997,11342.4
C31_C32,CP_MEUR,1998,11177.4
C31_C32,CP_MEUR,1999,12001.2
C31_C32,CP_MEUR,2000,12476.3
C31_C32,CP_MEUR,2001,12849
C31_C32,CP_MEUR,2002,13200.2
C31_C32,CP_MEUR,2003,12410.3
C31_C32,CP_MEUR,2004,12638.4
C31_C32,CP_MEUR,2005,12936.8
C31_C32,CP_MEUR,2006,13762
C31_C32,CP_MEUR,2007,14392
C31_C32,CP_MEUR,2008,14026.9
C31_C32,CP_MEUR,2009,12356.3
C31_C32,CP_MEUR,2010,12400.2
C31_C32,CP_MEUR,2011,12469.3
C31_C32,CP_MEUR,2012,11682.5
C31_C32,CP_MEUR,2013,11719.2
C31_C32,CP_MEUR,2014,12182.7
C31_C32,CP_MEUR,2015,12769.4
C31_C32,CP_MEUR,2016,13595.4
C31_C32,CP_MEUR,2017,13827.7
C31_C32,CP_MEUR,2018,14348.5
C31_C32,CP_MEUR,2019,14450.1
C31_C32,CP_MEUR,2020,12962.1
C31_C32,CP_MEUR,2021,15122.7
C31_C32,CP_MEUR,2022,16286.6
C31_C32,CP_MEUR,2023,17485.3
C31_C32,CP_MEUR,2024,NA
C31_C32,CP_MEUR,2025,NA
C33,CLV15_MEUR,1975,NA
C33,CLV15_MEUR,1976,NA
C33,CLV15_MEUR,1977,NA
C33,CLV15_MEUR,1978,NA
C33,CLV15_MEUR,1979,NA
C33,CLV15_MEUR,1980,NA
C33,CLV15_MEUR,1981,NA
C33,CLV15_MEUR,1982,NA
C33,CLV15_MEUR,1983,NA
C33,CLV15_MEUR,1984,NA
C33,CLV15_MEUR,1985,NA
C33,CLV15_MEUR,1986,NA
C33,CLV15_MEUR,1987,NA
C33,CLV15_MEUR,1988,NA
C33,CLV15_MEUR,1989,NA
C33,CLV15_MEUR,1990,NA
C33,CLV15_MEUR,1991,NA
C33,CLV15_MEUR,1992,NA
C33,CLV15_MEUR,1993,NA
C33,CLV15_MEUR,1994,NA
C33,CLV15_MEUR,1995,8820.4
C33,CLV15_MEUR,1996,8725.2
C33,CLV15_MEUR,1997,8543.3
C33,CLV15_MEUR,1998,8877.1
C33,CLV15_MEUR,1999,8624.9
C33,CLV15_MEUR,2000,9059.3
C33,CLV15_MEUR,2001,8227.2
C33,CLV15_MEUR,2002,8491.1
C33,CLV15_MEUR,2003,8281.4
C33,CLV15_MEUR,2004,8767.2
C33,CLV15_MEUR,2005,8926.3
C33,CLV15_MEUR,2006,9570.7
C33,CLV15_MEUR,2007,10208.3
C33,CLV15_MEUR,2008,9670.2
C33,CLV15_MEUR,2009,8997
C33,CLV15_MEUR,2010,8957
C33,CLV15_MEUR,2011,8831.2
C33,CLV15_MEUR,2012,8745.8
C33,CLV15_MEUR,2013,8702.7
C33,CLV15_MEUR,2014,8529
C33,CLV15_MEUR,2015,8497.4
C33,CLV15_MEUR,2016,8827.6
C33,CLV15_MEUR,2017,8659.6
C33,CLV15_MEUR,2018,8571.9
C33,CLV15_MEUR,2019,9106.2
C33,CLV15_MEUR,2020,7960.2
C33,CLV15_MEUR,2021,8400
C33,CLV15_MEUR,2022,8994.1
C33,CLV15_MEUR,2023,9440.1
C33,CLV15_MEUR,2024,NA
C33,CLV15_MEUR,2025,NA
C33,CP_MEUR,1975,NA
C33,CP_MEUR,1976,NA
C33,CP_MEUR,1977,NA
C33,CP_MEUR,1978,NA
C33,CP_MEUR,1979,NA
C33,CP_MEUR,1980,NA
C33,CP_MEUR,1981,NA
C33,CP_MEUR,1982,NA
C33,CP_MEUR,1983,NA
C33,CP_MEUR,1984,NA
C33,CP_MEUR,1985,NA
C33,CP_MEUR,1986,NA
C33,CP_MEUR,1987,NA
C33,CP_MEUR,1988,NA
C33,CP_MEUR,1989,NA
C33,CP_MEUR,1990,NA
C33,CP_MEUR,1991,NA
C33,CP_MEUR,1992,NA
C33,CP_MEUR,1993,NA
C33,CP_MEUR,1994,NA
C33,CP_MEUR,1995,4876.2
C33,CP_MEUR,1996,5688.3
C33,CP_MEUR,1997,5846.5
C33,CP_MEUR,1998,6094.3
