nace_r2,unit,anno,valore
J58-J60,CLV15_MEUR,2018,8145.9
J58-J60,CLV15_MEUR,2019,7752.7
J58-J60,CLV15_MEUR,2020,7120.2
J58-J60,CLV15_MEUR,2021,8000.5
J58-J60,CLV15_MEUR,2022,7931
J58-J60,CLV15_MEUR,2023,8305.2
J58-J60,CLV15_MEUR,2024,8225.6
J58-J60,CLV15_MEUR,2025,7991.3
J58-J60,CP_MEUR,1975,NA
J58-J60,CP_MEUR,1976,NA
J58-J60,CP_MEUR,1977,NA
J58-J60,CP_MEUR,1978,NA
J58-J60,CP_MEUR,1979,NA
J58-J60,CP_MEUR,1980,NA
J58-J60,CP_MEUR,1981,NA
J58-J60,CP_MEUR,1982,NA
J58-J60,CP_MEUR,1983,NA
J58-J60,CP_MEUR,1984,NA
J58-J60,CP_MEUR,1985,NA
J58-J60,CP_MEUR,1986,NA
J58-J60,CP_MEUR,1987,NA
J58-J60,CP_MEUR,1988,NA
J58-J60,CP_MEUR,1989,NA
J58-J60,CP_MEUR,1990,NA
J58-J60,CP_MEUR,1991,NA
J58-J60,CP_MEUR,1992,NA
J58-J60,CP_MEUR,1993,NA
J58-J60,CP_MEUR,1994,NA
J58-J60,CP_MEUR,1995,6436.1
J58-J60,CP_MEUR,1996,7988.8
J58-J60,CP_MEUR,1997,8448.3
J58-J60,CP_MEUR,1998,8616.8
J58-J60,CP_MEUR,1999,9094.6
J58-J60,CP_MEUR,2000,9417.9
J58-J60,CP_MEUR,2001,10150.6
J58-J60,CP_MEUR,2002,10492.3
J58-J60,CP_MEUR,2003,10151.9
J58-J60,CP_MEUR,2004,10530.5
J58-J60,CP_MEUR,2005,10578.2
J58-J60,CP_MEUR,2006,10770.7
J58-J60,CP_MEUR,2007,11509
J58-J60,CP_MEUR,2008,11497.2
J58-J60,CP_MEUR,2009,11355.8
J58-J60,CP_MEUR,2010,11584.1
J58-J60,CP_MEUR,2011,10935.5
J58-J60,CP_MEUR,2012,9468.2
J58-J60,CP_MEUR,2013,8885.7
J58-J60,CP_MEUR,2014,8428.9
J58-J60,CP_MEUR,2015,8571.5
J58-J60,CP_MEUR,2016,9360
J58-J60,CP_MEUR,2017,9352.1
J58-J60,CP_MEUR,2018,9376.5
J58-J60,CP_MEUR,2019,8874
J58-J60,CP_MEUR,2020,8572.3
J58-J60,CP_MEUR,2021,9496.7
J58-J60,CP_MEUR,2022,9399.2
J58-J60,CP_MEUR,2023,10091
J58-J60,CP_MEUR,2024,10217.8
J58-J60,CP_MEUR,2025,10267.3
J59_J60,CLV15_MEUR,1975,NA
J59_J60,CLV15_MEUR,1976,NA
J59_J60,CLV15_MEUR,1977,NA
J59_J60,CLV15_MEUR,1978,NA
J59_J60,CLV15_MEUR,1979,NA
J59_J60,CLV15_MEUR,1980,NA
J59_J60,CLV15_MEUR,1981,NA
J59_J60,CLV15_MEUR,1982,NA
J59_J60,CLV15_MEUR,1983,NA
J59_J60,CLV15_MEUR,1984,NA
J59_J60,CLV15_MEUR,1985,NA
J59_J60,CLV15_MEUR,1986,NA
J59_J60,CLV15_MEUR,1987,NA
J59_J60,CLV15_MEUR,1988,NA
J59_J60,CLV15_MEUR,1989,NA
J59_J60,CLV15_MEUR,1990,NA
J59_J60,CLV15_MEUR,1991,NA
J59_J60,CLV15_MEUR,1992,NA
J59_J60,CLV15_MEUR,1993,NA
J59_J60,CLV15_MEUR,1994,NA
J59_J60,CLV15_MEUR,1995,4763.5
J59_J60,CLV15_MEUR,1996,5406.2
J59_J60,CLV15_MEUR,1997,5944.8
J59_J60,CLV15_MEUR,1998,5935
J59_J60,CLV15_MEUR,1999,6477.9
J59_J60,CLV15_MEUR,2000,6801
J59_J60,CLV15_MEUR,2001,6907.1
J59_J60,CLV15_MEUR,2002,6540.8
J59_J60,CLV15_MEUR,2003,6389.2
J59_J60,CLV15_MEUR,2004,6403.2
J59_J60,CLV15_MEUR,2005,6306.1
J59_J60,CLV15_MEUR,2006,6495.8
J59_J60,CLV15_MEUR,2007,6874.7
J59_J60,CLV15_MEUR,2008,6899.5
J59_J60,CLV15_MEUR,2009,7186.9
J59_J60,CLV15_MEUR,2010,7647.2
J59_J60,CLV15_MEUR,2011,7375.9
J59_J60,CLV15_MEUR,2012,6524.3
J59_J60,CLV15_MEUR,2013,5746
J59_J60,CLV15_MEUR,2014,5263.7
J59_J60,CLV15_MEUR,2015,5729.9
J59_J60,CLV15_MEUR,2016,5746.4
J59_J60,CLV15_MEUR,2017,5770.1
J59_J60,CLV15_MEUR,2018,5466.5
J59_J60,CLV15_MEUR,2019,5198
J59_J60,CLV15_MEUR,2020,4933.3
J59_J60,CLV15_MEUR,2021,5774.5
J59_J60,CLV15_MEUR,2022,5760.6
J59_J60,CLV15_MEUR,2023,6382.6
J59_J60,CLV15_MEUR,2024,NA
J59_J60,CLV15_MEUR,2025,NA
J59_J60,CP_MEUR,1975,NA
J59_J60,CP_MEUR,1976,NA
J59_J60,CP_MEUR,1977,NA
J59_J60,CP_MEUR,1978,NA
J59_J60,CP_MEUR,1979,NA
J59_J60,CP_MEUR,1980,NA
J59_J60,CP_MEUR,1981,NA
J59_J60,CP_MEUR,1982,NA
J59_J60,CP_MEUR,1983,NA
J59_J60,CP_MEUR,1984,NA
J59_J60,CP_MEUR,1985,NA
J59_J60,CP_MEUR,1986,NA
J59_J60,CP_MEUR,1987,NA
J59_J60,CP_MEUR,1988,NA
J59_J60,CP_MEUR,1989,NA
J59_J60,CP_MEUR,1990,NA
J59_J60,CP_MEUR,1991,NA
J59_J60,CP_MEUR,1992,NA
J59_J60,CP_MEUR,1993,NA
J59_J60,CP_MEUR,1994,NA
J59_J60,CP_MEUR,1995,3428
J59_J60,CP_MEUR,1996,4392.2
J59_J60,CP_MEUR,1997,4837.6
J59_J60,CP_MEUR,1998,4774.2
J59_J60,CP_MEUR,1999,5228.1
J59_J60,CP_MEUR,2000,5406.5
J59_J60,CP_MEUR,2001,5715.2
J59_J60,CP_MEUR,2002,5624
J59_J60,CP_MEUR,2003,5674.7
J59_J60,CP_MEUR,2004,5989.8
J59_J60,CP_MEUR,2005,5939.9
J59_J60,CP_MEUR,2006,6052.5
J59_J60,CP_MEUR,2007,6690.9
J59_J60,CP_MEUR,2008,6815.3
J59_J60,CP_MEUR,2009,7043.8
J59_J60,CP_MEUR,2010,6889.5
J59_J60,CP_MEUR,2011,6871.2
J59_J60,CP_MEUR,2012,6174.4
J59_J60,CP_MEUR,2013,5825.4
J59_J60,CP_MEUR,2014,5384.5
J59_J60,CP_MEUR,2015,5729.9
J59_J60,CP_MEUR,2016,6323
J59_J60,CP_MEUR,2017,6262.8
J59_J60,CP_MEUR,2018,6287.6
J59_J60,CP_MEUR,2019,5909.2
J59_J60,CP_MEUR,2020,5679.6
J59_J60,CP_MEUR,2021,6431.2
J59_J60,CP_MEUR,2022,6359.5
J59_J60,CP_MEUR,2023,7025.5
J59_J60,CP_MEUR,2024,NA
J59_J60,CP_MEUR,2025,NA
J61,CLV15_MEUR,1975,NA
J61,CLV15_MEUR,1976,NA
J61,CLV15_MEUR,1977,NA
J61,CLV15_MEUR,1978,NA
J61,CLV15_MEUR,1979,NA
J61,CLV15_MEUR,1980,NA
J61,CLV15_MEUR,1981,NA
J61,CLV15_MEUR,1982,NA
J61,CLV15_MEUR,1983,NA
J61,CLV15_MEUR,1984,NA
J61,CLV15_MEUR,1985,NA
J61,CLV15_MEUR,1986,NA
J61,CLV15_MEUR,1987,NA
J61,CLV15_MEUR,1988,NA
J61,CLV15_MEUR,1989,NA
J61,CLV15_MEUR,1990,NA
J61,CLV15_MEUR,1991,NA
J61,CLV15_MEUR,1992,NA
J61,CLV15_MEUR,1993,NA
J61,CLV15_MEUR,1994,NA
J61,CLV15_MEUR,1995,6424.2
J61,CLV15_MEUR,1996,7309.6
J61,CLV15_MEUR,1997,7574.6
J61,CLV15_MEUR,1998,8075.7
J61,CLV15_MEUR,1999,9418.1
J61,CLV15_MEUR,2000,10391.6
J61,CLV15_MEUR,2001,12905.7
J61,CLV15_MEUR,2002,14302.6
J61,CLV15_MEUR,2003,15118.1
J61,CLV15_MEUR,2004,15982
J61,CLV15_MEUR,2005,16708.8
J61,CLV15_MEUR,2006,16741
J61,CLV15_MEUR,2007,17609.7
J61,CLV15_MEUR,2008,18503.9
J61,CLV15_MEUR,2009,18762.3
J61,CLV15_MEUR,2010,19083.6
J61,CLV15_MEUR,2011,18957.1
J61,CLV15_MEUR,2012,18278.3
J61,CLV15_MEUR,2013,17753.9
J61,CLV15_MEUR,2014,17926.7
J61,CLV15_MEUR,2015,17861.5
J61,CLV15_MEUR,2016,18966.8
J61,CLV15_MEUR,2017,18942.2
J61,CLV15_MEUR,2018,17987.8
J61,CLV15_MEUR,2019,20732.4
J61,CLV15_MEUR,2020,22728.5
J61,CLV15_MEUR,2021,22365
J61,CLV15_MEUR,2022,22861
J61,CLV15_MEUR,2023,24839.2
J61,CLV15_MEUR,2024,23769
J61,CLV15_MEUR,2025,22662.5
J61,CP_MEUR,1975,NA
J61,CP_MEUR,1976,NA
J61,CP_MEUR,1977,NA
J61,CP_MEUR,1978,NA
J61,CP_MEUR,1979,NA
J61,CP_MEUR,1980,NA
J61,CP_MEUR,1981,NA
J61,CP_MEUR,1982,NA
J61,CP_MEUR,1983,NA
J61,CP_MEUR,1984,NA
J61,CP_MEUR,1985,NA
J61,CP_MEUR,1986,NA
J61,CP_MEUR,1987,NA
J61,CP_MEUR,1988,NA
J61,CP_MEUR,1989,NA
J61,CP_MEUR,1990,NA
J61,CP_MEUR,1991,NA
J61,CP_MEUR,1992,NA
J61,CP_MEUR,1993,NA
J61,CP_MEUR,1994,NA
J61,CP_MEUR,1995,11438.8
J61,CP_MEUR,1996,14227.2
J61,CP_MEUR,1997,15262
J61,CP_MEUR,1998,16512
J61,CP_MEUR,1999,18094.7
J61,CP_MEUR,2000,18885.8
J61,CP_MEUR,2001,22503
J61,CP_MEUR,2002,25196.5
J61,CP_MEUR,2003,25613.6
J61,CP_MEUR,2004,26933.2
J61,CP_MEUR,2005,27862.6
J61,CP_MEUR,2006,27504
J61,CP_MEUR,2007,27054.9
J61,CP_MEUR,2008,26580.8
J61,CP_MEUR,2009,26065.3
J61,CP_MEUR,2010,25208.7
J61,CP_MEUR,2011,24361
J61,CP_MEUR,2012,22696
J61,CP_MEUR,2013,19500.7
J61,CP_MEUR,2014,18074.4
J61,CP_MEUR,2015,17861.5
J61,CP_MEUR,2016,18831.2
J61,CP_MEUR,2017,18728.9
J61,CP_MEUR,2018,17813.5
J61,CP_MEUR,2019,18587.3
J61,CP_MEUR,2020,17811.5
J61,CP_MEUR,2021,16675.5
J61,CP_MEUR,2022,15521.7
J61,CP_MEUR,2023,15542.7
J61,CP_MEUR,2024,15777.4
J61,CP_MEUR,2025,15836.7
J62_J63,CLV15_MEUR,1975,NA
J62_J63,CLV15_MEUR,1976,NA
J62_J63,CLV15_MEUR,1977,NA
J62_J63,CLV15_MEUR,1978,NA
J62_J63,CLV15_MEUR,1979,NA
J62_J63,CLV15_MEUR,1980,NA
J62_J63,CLV15_MEUR,1981,NA
J62_J63,CLV15_MEUR,1982,NA
J62_J63,CLV15_MEUR,1983,NA
J62_J63,CLV15_MEUR,1984,NA
J62_J63,CLV15_MEUR,1985,NA
J62_J63,CLV15_MEUR,1986,NA
J62_J63,CLV15_MEUR,1987,NA
J62_J63,CLV15_MEUR,1988,NA
J62_J63,CLV15_MEUR,1989,NA
J62_J63,CLV15_MEUR,1990,NA
J62_J63,CLV15_MEUR,1991,NA
J62_J63,CLV15_MEUR,1992,NA
J62_J63,CLV15_MEUR,1993,NA
J62_J63,CLV15_MEUR,1994,NA
J62_J63,CLV15_MEUR,1995,12572.4
J62_J63,CLV15_MEUR,1996,14264
J62_J63,CLV15_MEUR,1997,14711
J62_J63,CLV15_MEUR,1998,16051
J62_J63,CLV15_MEUR,1999,18134
J62_J63,CLV15_MEUR,2000,19594.2
J62_J63,CLV15_MEUR,2001,21440.5
J62_J63,CLV15_MEUR,2002,23994
J62_J63,CLV15_MEUR,2003,22763.5
J62_J63,CLV15_MEUR,2004,22218.2
J62_J63,CLV15_MEUR,2005,22396.2
J62_J63,CLV15_MEUR,2006,23225.1
J62_J63,CLV15_MEUR,2007,24266.1
J62_J63,CLV15_MEUR,2008,24895.6
J62_J63,CLV15_MEUR,2009,25319.8
J62_J63,CLV15_MEUR,2010,24911.7
J62_J63,CLV15_MEUR,2011,25692.7
J62_J63,CLV15_MEUR,2012,25207.2
J62_J63,CLV15_MEUR,2013,26108.9
J62_J63,CLV15_MEUR,2014,26252.8
J62_J63,CLV15_MEUR,2015,26525.7
J62_J63,CLV15_MEUR,2016,27484.6
J62_J63,CLV15_MEUR,2017,28408.2
J62_J63,CLV15_MEUR,2018,29048.9
J62_J63,CLV15_MEUR,2019,28414.9
J62_J63,CLV15_MEUR,2020,27001.4
J62_J63,CLV15_MEUR,2021,31631.3
J62_J63,CLV15_MEUR,2022,33213.7
J62_J63,CLV15_MEUR,2023,34576.7
J62_J63,CLV15_MEUR,2024,36194.7
J62_J63,CLV15_MEUR,2025,37722.9
J62_J63,CP_MEUR,1975,NA
J62_J63,CP_MEUR,1976,NA
J62_J63,CP_MEUR,1977,NA
J62_J63,CP_MEUR,1978,NA
J62_J63,CP_MEUR,1979,NA
J62_J63,CP_MEUR,1980,NA
J62_J63,CP_MEUR,1981,NA
J62_J63,CP_MEUR,1982,NA
J62_J63,CP_MEUR,1983,NA
J62_J63,CP_MEUR,1984,NA
J62_J63,CP_MEUR,1985,NA
J62_J63,CP_MEUR,1986,NA
J62_J63,CP_MEUR,1987,NA
J62_J63,CP_MEUR,1988,NA
J62_J63,CP_MEUR,1989,NA
J62_J63,CP_MEUR,1990,NA
J62_J63,CP_MEUR,1991,NA
J62_J63,CP_MEUR,1992,NA
J62_J63,CP_MEUR,1993,NA
J62_J63,CP_MEUR,1994,NA
J62_J63,CP_MEUR,1995,8390.8
J62_J63,CP_MEUR,1996,10876.8
J62_J63,CP_MEUR,1997,11624
J62_J63,CP_MEUR,1998,12744.1
J62_J63,CP_MEUR,1999,14547.2
J62_J63,CP_MEUR,2000,15792.7
J62_J63,CP_MEUR,2001,17831
J62_J63,CP_MEUR,2002,20583.9
J62_J63,CP_MEUR,2003,20519.7
J62_J63,CP_MEUR,2004,20027.2
J62_J63,CP_MEUR,2005,20368.1
J62_J63,CP_MEUR,2006,20755.5
J62_J63,CP_MEUR,2007,22095.3
J62_J63,CP_MEUR,2008,22963.7
J62_J63,CP_MEUR,2009,23831.2
J62_J63,CP_MEUR,2010,24072.3
J62_J63,CP_MEUR,2011,24859.4
J62_J63,CP_MEUR,2012,24713
J62_J63,CP_MEUR,2013,24859.2
J62_J63,CP_MEUR,2014,25519.1
J62_J63,CP_MEUR,2015,26525.7
J62_J63,CP_MEUR,2016,28123
J62_J63,CP_MEUR,2017,29782.4
J62_J63,CP_MEUR,2018,30751.3
J62_J63,CP_MEUR,2019,30580.5
J62_J63,CP_MEUR,2020,30341.2
J62_J63,CP_MEUR,2021,35516.9
J62_J63,CP_MEUR,2022,37014.1
J62_J63,CP_MEUR,2023,39573.9
J62_J63,CP_MEUR,2024,42277.7
J62_J63,CP_MEUR,2025,44764.4
K,CLV15_MEUR,1975,NA
K,CLV15_MEUR,1976,NA
K,CLV15_MEUR,1977,NA
K,CLV15_MEUR,1978,NA
K,CLV15_MEUR,1979,NA
K,CLV15_MEUR,1980,NA
K,CLV15_MEUR,1981,NA
K,CLV15_MEUR,1982,NA
K,CLV15_MEUR,1983,NA
K,CLV15_MEUR,1984,NA
K,CLV15_MEUR,1985,NA
K,CLV15_MEUR,1986,NA
K,CLV15_MEUR,1987,NA
K,CLV15_MEUR,1988,NA
K,CLV15_MEUR,1989,NA
K,CLV15_MEUR,1990,NA
K,CLV15_MEUR,1991,NA
K,CLV15_MEUR,1992,NA
K,CLV15_MEUR,1993,NA
K,CLV15_MEUR,1994,NA
K,CLV15_MEUR,1995,67026.5
K,CLV15_MEUR,1996,69434.8
K,CLV15_MEUR,1997,71010.5
K,CLV15_MEUR,1998,70937.6
K,CLV15_MEUR,1999,67753
K,CLV15_MEUR,2000,72076.8
K,CLV15_MEUR,2001,71464.3
K,CLV15_MEUR,2002,67488.9
K,CLV15_MEUR,2003,68384.1
K,CLV15_MEUR,2004,70568.2
K,CLV15_MEUR,2005,75066.7
K,CLV15_MEUR,2006,78557.9
K,CLV15_MEUR,2007,83792.9
K,CLV15_MEUR,2008,83130.2
K,CLV15_MEUR,2009,82555.6
K,CLV15_MEUR,2010,86222
K,CLV15_MEUR,2011,87664.6
K,CLV15_MEUR,2012,88956.8
K,CLV15_MEUR,2013,86394.6
K,CLV15_MEUR,2014,85861.5
K,CLV15_MEUR,2015,84786.8
K,CLV15_MEUR,2016,84097.7
K,CLV15_MEUR,2017,84229.4
K,CLV15_MEUR,2018,83912.9
K,CLV15_MEUR,2019,84233.3
K,CLV15_MEUR,2020,84142.1
K,CLV15_MEUR,2021,83325.9
K,CLV15_MEUR,2022,83133.9
K,CLV15_MEUR,2023,75914.2
K,CLV15_MEUR,2024,77205.8
K,CLV15_MEUR,2025,77146
K,CP_MEUR,1975,NA
K,CP_MEUR,1976,NA
K,CP_MEUR,1977,NA
K,CP_MEUR,1978,NA
K,CP_MEUR,1979,NA
K,CP_MEUR,1980,NA
K,CP_MEUR,1981,NA
K,CP_MEUR,1982,NA
K,CP_MEUR,1983,NA
K,CP_MEUR,1984,NA
K,CP_MEUR,1985,NA
K,CP_MEUR,1986,NA
K,CP_MEUR,1987,NA
K,CP_MEUR,1988,NA
K,CP_MEUR,1989,NA
K,CP_MEUR,1990,NA
K,CP_MEUR,1991,NA
K,CP_MEUR,1992,NA
K,CP_MEUR,1993,NA
K,CP_MEUR,1994,NA
K,CP_MEUR,1995,38266.9
K,CP_MEUR,1996,43836.7
K,CP_MEUR,1997,42666
K,CP_MEUR,1998,48109.9
K,CP_MEUR,1999,50772.5
K,CP_MEUR,2000,55931.3
K,CP_MEUR,2001,60498.6
K,CP_MEUR,2002,58776.4
K,CP_MEUR,2003,65176.7
K,CP_MEUR,2004,65834.8
K,CP_MEUR,2005,70631
K,CP_MEUR,2006,73308.9
K,CP_MEUR,2007,82291.3
K,CP_MEUR,2008,81241.4
K,CP_MEUR,2009,73896.8
K,CP_MEUR,2010,76744.1
K,CP_MEUR,2011,79271.4
K,CP_MEUR,2012,78822.6
K,CP_MEUR,2013,81920.5
K,CP_MEUR,2014,86065.9
K,CP_MEUR,2015,84786.8
K,CP_MEUR,2016,82387.9
K,CP_MEUR,2017,79614.3
K,CP_MEUR,2018,79794.1
K,CP_MEUR,2019,80226.6
K,CP_MEUR,2020,81527
K,CP_MEUR,2021,77623.5
K,CP_MEUR,2022,90113.7
K,CP_MEUR,2023,102571.9
K,CP_MEUR,2024,110517.1
K,CP_MEUR,2025,107593.2
K64,CLV15_MEUR,1975,NA
K64,CLV15_MEUR,1976,NA
K64,CLV15_MEUR,1977,NA
K64,CLV15_MEUR,1978,NA
K64,CLV15_MEUR,1979,NA
K64,CLV15_MEUR,1980,NA
K64,CLV15_MEUR,1981,NA
K64,CLV15_MEUR,1982,NA
K64,CLV15_MEUR,1983,NA
K64,CLV15_MEUR,1984,NA
K64,CLV15_MEUR,1985,NA
K64,CLV15_MEUR,1986,NA
K64,CLV15_MEUR,1987,NA
K64,CLV15_MEUR,1988,NA
K64,CLV15_MEUR,1989,NA
K64,CLV15_MEUR,1990,NA
K64,CLV15_MEUR,1991,NA
K64,CLV15_MEUR,1992,NA
K64,CLV15_MEUR,1993,NA
K64,CLV15_MEUR,1994,NA
K64,CLV15_MEUR,1995,40863.3
K64,CLV15_MEUR,1996,43445.5
K64,CLV15_MEUR,1997,44246.2
K64,CLV15_MEUR,1998,44681
K64,CLV15_MEUR,1999,42120.3
K64,CLV15_MEUR,2000,46013.2
K64,CLV15_MEUR,2001,46221.5
K64,CLV15_MEUR,2002,43351.5
K64,CLV15_MEUR,2003,43520.4
K64,CLV15_MEUR,2004,43919.6
K64,CLV15_MEUR,2005,46749.1
K64,CLV15_MEUR,2006,49606.8
K64,CLV15_MEUR,2007,52984.7
K64,CLV15_MEUR,2008,51858.7
K64,CLV15_MEUR,2009,51246.1
K64,CLV15_MEUR,2010,53631.7
K64,CLV15_MEUR,2011,54908.4
K64,CLV15_MEUR,2012,57146.3
K64,CLV15_MEUR,2013,58058.6
K64,CLV15_MEUR,2014,58873.8
K64,CLV15_MEUR,2015,57597.9
K64,CLV15_MEUR,2016,56893.6
K64,CLV15_MEUR,2017,55738.5
K64,CLV15_MEUR,2018,54073.1
K64,CLV15_MEUR,2019,54010.5
K64,CLV15_MEUR,2020,53322.5
K64,CLV15_MEUR,2021,56197.7
K64,CLV15_MEUR,2022,55145.1
K64,CLV15_MEUR,2023,51648.9
K64,CLV15_MEUR,2024,NA
K64,CLV15_MEUR,2025,NA
K64,CP_MEUR,1975,NA
K64,CP_MEUR,1976,NA
K64,CP_MEUR,1977,NA
K64,CP_MEUR,1978,NA
K64,CP_MEUR,1979,NA
K64,CP_MEUR,1980,NA
K64,CP_MEUR,1981,NA
K64,CP_MEUR,1982,NA
K64,CP_MEUR,1983,NA
K64,CP_MEUR,1984,NA
K64,CP_MEUR,1985,NA
K64,CP_MEUR,1986,NA
K64,CP_MEUR,1987,NA
K64,CP_MEUR,1988,NA
K64,CP_MEUR,1989,NA
K64,CP_MEUR,1990,NA
K64,CP_MEUR,1991,NA
K64,CP_MEUR,1992,NA
K64,CP_MEUR,1993,NA
K64,CP_MEUR,1994,NA
K64,CP_MEUR,1995,30004.6
K64,CP_MEUR,1996,35352.9
K64,CP_MEUR,1997,33768.1
K64,CP_MEUR,1998,38820
K64,CP_MEUR,1999,40912.1
K64,CP_MEUR,2000,45370.8
K64,CP_MEUR,2001,44537.6
K64,CP_MEUR,2002,42539.4
K64,CP_MEUR,2003,46750.4
K64,CP_MEUR,2004,47579.2
K64,CP_MEUR,2005,49556.6
K64,CP_MEUR,2006,53013.1
K64,CP_MEUR,2007,57972.3
K64,CP_MEUR,2008,57859.9
K64,CP_MEUR,2009,55416.3
K64,CP_MEUR,2010,55997.3
K64,CP_MEUR,2011,56455.9
K64,CP_MEUR,2012,54598.9
K64,CP_MEUR,2013,56116.5
K64,CP_MEUR,2014,59688.6
K64,CP_MEUR,2015,57597.9
K64,CP_MEUR,2016,54098.1
K64,CP_MEUR,2017,51380.9
K64,CP_MEUR,2018,48882
K64,CP_MEUR,2019,49544.1
K64,CP_MEUR,2020,47142.2
K64,CP_MEUR,2021,48443.3
K64,CP_MEUR,2022,53644.5
K64,CP_MEUR,2023,73394.9
K64,CP_MEUR,2024,NA
K64,CP_MEUR,2025,NA
K65,CLV15_MEUR,1975,NA
K65,CLV15_MEUR,1976,NA
K65,CLV15_MEUR,1977,NA
K65,CLV15_MEUR,1978,NA
K65,CLV15_MEUR,1979,NA
K65,CLV15_MEUR,1980,NA
K65,CLV15_MEUR,1981,NA
K65,CLV15_MEUR,1982,NA
K65,CLV15_MEUR,1983,NA
K65,CLV15_MEUR,1984,NA
K65,CLV15_MEUR,1985,NA
K65,CLV15_MEUR,1986,NA
K65,CLV15_MEUR,1987,NA
K65,CLV15_MEUR,1988,NA
K65,CLV15_MEUR,1989,NA
K65,CLV15_MEUR,1990,NA
K65,CLV15_MEUR,1991,NA
K65,CLV15_MEUR,1992,NA
K65,CLV15_MEUR,1993,NA
K65,CLV15_MEUR,1994,NA
K65,CLV15_MEUR,1995,49215.8
K65,CLV15_MEUR,1996,39692.6
K65,CLV15_MEUR,1997,21278.8
K65,CLV15_MEUR,1998,19481.2
K65,CLV15_MEUR,1999,14267.5
K65,CLV15_MEUR,2000,12375.1
K65,CLV15_MEUR,2001,10385.2
K65,CLV15_MEUR,2002,8911.7
K65,CLV15_MEUR,2003,9141.8
K65,CLV15_MEUR,2004,9416.7
K65,CLV15_MEUR,2005,10675.3
K65,CLV15_MEUR,2006,10248.1
K65,CLV15_MEUR,2007,11642.4
K65,CLV15_MEUR,2008,11476.4
K65,CLV15_MEUR,2009,9788.9
K65,CLV15_MEUR,2010,10015.6
K65,CLV15_MEUR,2011,10746.4
K65,CLV15_MEUR,2012,12517.9
K65,CLV15_MEUR,2013,9701.6
K65,CLV15_MEUR,2014,9738
K65,CLV15_MEUR,2015,10248.4
K65,CLV15_MEUR,2016,9244.7
K65,CLV15_MEUR,2017,9375
K65,CLV15_MEUR,2018,10015.4
K65,CLV15_MEUR,2019,9249.7
K65,CLV15_MEUR,2020,9408.6
K65,CLV15_MEUR,2021,9194.6
K65,CLV15_MEUR,2022,10001.7
K65,CLV15_MEUR,2023,7719.3
K65,CLV15_MEUR,2024,NA
K65,CLV15_MEUR,2025,NA
K65,CP_MEUR,1975,NA
K65,CP_MEUR,1976,NA
K65,CP_MEUR,1977,NA
K65,CP_MEUR,1978,NA
K65,CP_MEUR,1979,NA
K65,CP_MEUR,1980,NA
K65,CP_MEUR,1981,NA
K65,CP_MEUR,1982,NA
K65,CP_MEUR,1983,NA
K65,CP_MEUR,1984,NA
K65,CP_MEUR,1985,NA
K65,CP_MEUR,1986,NA
K65,CP_MEUR,1987,NA
K65,CP_MEUR,1988,NA
K65,CP_MEUR,1989,NA
K65,CP_MEUR,1990,NA
K65,CP_MEUR,1991,NA
K65,CP_MEUR,1992,NA
K65,CP_MEUR,1993,NA
K65,CP_MEUR,1994,NA
K65,CP_MEUR,1995,2309.8
K65,CP_MEUR,1996,1860.1
K65,CP_MEUR,1997,884.1
K65,CP_MEUR,1998,1091.2
K65,CP_MEUR,1999,798.4
K65,CP_MEUR,2000,1592.6
K65,CP_MEUR,2001,6618.4
K65,CP_MEUR,2002,6393.6
K65,CP_MEUR,2003,7550.8
K65,CP_MEUR,2004,5805
K65,CP_MEUR,2005,8050.2
K65,CP_MEUR,2006,7178.4
K65,CP_MEUR,2007,10307.1
K65,CP_MEUR,2008,8558.4
K65,CP_MEUR,2009,3382.3
K65,CP_MEUR,2010,5184.1
K65,CP_MEUR,2011,6754
K65,CP_MEUR,2012,8478
K65,CP_MEUR,2013,9037.8
K65,CP_MEUR,2014,9327.6
K65,CP_MEUR,2015,10248.4
K65,CP_MEUR,2016,11192.5
K65,CP_MEUR,2017,10632.1
K65,CP_MEUR,2018,12526.1
K65,CP_MEUR,2019,11176.3
K65,CP_MEUR,2020,14948.1
K65,CP_MEUR,2021,11957.8
K65,CP_MEUR,2022,18713.4
K65,CP_MEUR,2023,10302.7
K65,CP_MEUR,2024,NA
K65,CP_MEUR,2025,NA
K66,CLV15_MEUR,1975,NA
K66,CLV15_MEUR,1976,NA
K66,CLV15_MEUR,1977,NA
K66,CLV15_MEUR,1978,NA
K66,CLV15_MEUR,1979,NA
K66,CLV15_MEUR,1980,NA
K66,CLV15_MEUR,1981,NA
K66,CLV15_MEUR,1982,NA
K66,CLV15_MEUR,1983,NA
K66,CLV15_MEUR,1984,NA
K66,CLV15_MEUR,1985,NA
K66,CLV15_MEUR,1986,NA
K66,CLV15_MEUR,1987,NA
K66,CLV15_MEUR,1988,NA
K66,CLV15_MEUR,1989,NA
K66,CLV15_MEUR,1990,NA
K66,CLV15_MEUR,1991,NA
K66,CLV15_MEUR,1992,NA
K66,CLV15_MEUR,1993,NA
K66,CLV15_MEUR,1994,NA
K66,CLV15_MEUR,1995,14144.5
K66,CLV15_MEUR,1996,13968.4
K66,CLV15_MEUR,1997,16511.9
K66,CLV15_MEUR,1998,15891.7
K66,CLV15_MEUR,1999,16583.9
K66,CLV15_MEUR,2000,15787.5
K66,CLV15_MEUR,2001,15040
K66,CLV15_MEUR,2002,15585.9
