geo,nace_r2,unit,anno,valore
FR,B-E,CP_MEUR,2021,277505.6
FR,B-E,CP_MEUR,2022,287583.6
FR,B-E,CP_MEUR,2023,368255.6
FR,B-E,CP_MEUR,2024,356525.9
FR,B-E,CP_MEUR,2025,352842.9
FR,C,CLV15_MEUR,1975,120751.2
FR,C,CLV15_MEUR,1976,128184.2
FR,C,CLV15_MEUR,1977,133090
FR,C,CLV15_MEUR,1978,134889.9
FR,C,CLV15_MEUR,1979,137555.3
FR,C,CLV15_MEUR,1980,137622.6
FR,C,CLV15_MEUR,1981,136472.2
FR,C,CLV15_MEUR,1982,136477.9
FR,C,CLV15_MEUR,1983,138933.8
FR,C,CLV15_MEUR,1984,139045.4
FR,C,CLV15_MEUR,1985,140713.9
FR,C,CLV15_MEUR,1986,140044.3
FR,C,CLV15_MEUR,1987,140120.2
FR,C,CLV15_MEUR,1988,146439.8
FR,C,CLV15_MEUR,1989,153062.6
FR,C,CLV15_MEUR,1990,158615.6
FR,C,CLV15_MEUR,1991,159235.3
FR,C,CLV15_MEUR,1992,160407.7
FR,C,CLV15_MEUR,1993,157278
FR,C,CLV15_MEUR,1994,162432.5
FR,C,CLV15_MEUR,1995,169763.1
FR,C,CLV15_MEUR,1996,171766.4
FR,C,CLV15_MEUR,1997,180039.7
FR,C,CLV15_MEUR,1998,189223.5
FR,C,CLV15_MEUR,1999,196673.4
FR,C,CLV15_MEUR,2000,206994.1
FR,C,CLV15_MEUR,2001,209146.1
FR,C,CLV15_MEUR,2002,208249.8
FR,C,CLV15_MEUR,2003,213135.5
FR,C,CLV15_MEUR,2004,218402.9
FR,C,CLV15_MEUR,2005,222192
FR,C,CLV15_MEUR,2006,228133.3
FR,C,CLV15_MEUR,2007,233315.1
FR,C,CLV15_MEUR,2008,226250.3
FR,C,CLV15_MEUR,2009,211315.8
FR,C,CLV15_MEUR,2010,216115.5
FR,C,CLV15_MEUR,2011,224381
FR,C,CLV15_MEUR,2012,222653.9
FR,C,CLV15_MEUR,2013,223214.8
FR,C,CLV15_MEUR,2014,226376
FR,C,CLV15_MEUR,2015,227182.7
FR,C,CLV15_MEUR,2016,228222
FR,C,CLV15_MEUR,2017,232847.5
FR,C,CLV15_MEUR,2018,237183.5
FR,C,CLV15_MEUR,2019,241753.8
FR,C,CLV15_MEUR,2020,220222.1
FR,C,CLV15_MEUR,2021,239234.6
FR,C,CLV15_MEUR,2022,230322.9
FR,C,CLV15_MEUR,2023,236727
FR,C,CLV15_MEUR,2024,242221.6
FR,C,CLV15_MEUR,2025,243240.1
FR,C,CLV_PCH_PRE,1975,-3.7
FR,C,CLV_PCH_PRE,1976,6.2
FR,C,CLV_PCH_PRE,1977,3.8
FR,C,CLV_PCH_PRE,1978,1.4
FR,C,CLV_PCH_PRE,1979,2
FR,C,CLV_PCH_PRE,1980,0
FR,C,CLV_PCH_PRE,1981,-0.8
FR,C,CLV_PCH_PRE,1982,0
FR,C,CLV_PCH_PRE,1983,1.8
FR,C,CLV_PCH_PRE,1984,0.1
FR,C,CLV_PCH_PRE,1985,1.2
FR,C,CLV_PCH_PRE,1986,-0.5
FR,C,CLV_PCH_PRE,1987,0.1
FR,C,CLV_PCH_PRE,1988,4.5
FR,C,CLV_PCH_PRE,1989,4.5
FR,C,CLV_PCH_PRE,1990,3.6
FR,C,CLV_PCH_PRE,1991,0.4
FR,C,CLV_PCH_PRE,1992,0.7
FR,C,CLV_PCH_PRE,1993,-2
FR,C,CLV_PCH_PRE,1994,3.3
FR,C,CLV_PCH_PRE,1995,4.5
FR,C,CLV_PCH_PRE,1996,1.2
FR,C,CLV_PCH_PRE,1997,4.8
FR,C,CLV_PCH_PRE,1998,5.1
FR,C,CLV_PCH_PRE,1999,3.9
FR,C,CLV_PCH_PRE,2000,5.2
FR,C,CLV_PCH_PRE,2001,1
FR,C,CLV_PCH_PRE,2002,-0.4
FR,C,CLV_PCH_PRE,2003,2.3
FR,C,CLV_PCH_PRE,2004,2.5
FR,C,CLV_PCH_PRE,2005,1.7
FR,C,CLV_PCH_PRE,2006,2.7
FR,C,CLV_PCH_PRE,2007,2.3
FR,C,CLV_PCH_PRE,2008,-3
FR,C,CLV_PCH_PRE,2009,-6.6
FR,C,CLV_PCH_PRE,2010,2.3
FR,C,CLV_PCH_PRE,2011,3.8
FR,C,CLV_PCH_PRE,2012,-0.8
FR,C,CLV_PCH_PRE,2013,0.3
FR,C,CLV_PCH_PRE,2014,1.4
FR,C,CLV_PCH_PRE,2015,0.4
FR,C,CLV_PCH_PRE,2016,0.5
FR,C,CLV_PCH_PRE,2017,2
FR,C,CLV_PCH_PRE,2018,1.9
FR,C,CLV_PCH_PRE,2019,1.9
FR,C,CLV_PCH_PRE,2020,-8.9
FR,C,CLV_PCH_PRE,2021,8.6
FR,C,CLV_PCH_PRE,2022,-3.7
FR,C,CLV_PCH_PRE,2023,2.8
FR,C,CLV_PCH_PRE,2024,2.3
FR,C,CLV_PCH_PRE,2025,0.4
FR,C,CP_MEUR,1975,56678.3
FR,C,CP_MEUR,1976,64869.4
FR,C,CP_MEUR,1977,69346.2
FR,C,CP_MEUR,1978,75983.4
FR,C,CP_MEUR,1979,83268.6
FR,C,CP_MEUR,1980,91842
FR,C,CP_MEUR,1981,98063.1
FR,C,CP_MEUR,1982,102218.5
FR,C,CP_MEUR,1983,107796.4
FR,C,CP_MEUR,1984,113986.4
FR,C,CP_MEUR,1985,123864.5
FR,C,CP_MEUR,1986,130586.4
FR,C,CP_MEUR,1987,131093.1
FR,C,CP_MEUR,1988,138514.3
FR,C,CP_MEUR,1989,147745.7
FR,C,CP_MEUR,1990,158728.6
FR,C,CP_MEUR,1991,160326.9
FR,C,CP_MEUR,1992,165544
FR,C,CP_MEUR,1993,166857.5
FR,C,CP_MEUR,1994,169351.5
FR,C,CP_MEUR,1995,179430.3
FR,C,CP_MEUR,1996,179927.2
FR,C,CP_MEUR,1997,185850.8
FR,C,CP_MEUR,1998,194075.3
FR,C,CP_MEUR,1999,199674.5
FR,C,CP_MEUR,2000,212007.3
FR,C,CP_MEUR,2001,213133.6
FR,C,CP_MEUR,2002,212440.2
FR,C,CP_MEUR,2003,210775.2
FR,C,CP_MEUR,2004,213153.6
FR,C,CP_MEUR,2005,214005.1
FR,C,CP_MEUR,2006,214859
FR,C,CP_MEUR,2007,224404.6
FR,C,CP_MEUR,2008,220252.7
FR,C,CP_MEUR,2009,203682.8
FR,C,CP_MEUR,2010,205147.3
FR,C,CP_MEUR,2011,212674.5
FR,C,CP_MEUR,2012,213988.4
FR,C,CP_MEUR,2013,217407.1
FR,C,CP_MEUR,2014,219282.3
FR,C,CP_MEUR,2015,227182.7
FR,C,CP_MEUR,2016,226869.6
FR,C,CP_MEUR,2017,229398.4
FR,C,CP_MEUR,2018,232856
FR,C,CP_MEUR,2019,241054.8
FR,C,CP_MEUR,2020,214340.1
FR,C,CP_MEUR,2021,228132.6
FR,C,CP_MEUR,2022,246857.9
FR,C,CP_MEUR,2023,276116.5
FR,C,CP_MEUR,2024,279331.5
FR,C,CP_MEUR,2025,282602.7
FR,F,CLV15_MEUR,1975,101777
FR,F,CLV15_MEUR,1976,101046.5
FR,F,CLV15_MEUR,1977,102594.8
FR,F,CLV15_MEUR,1978,103022
FR,F,CLV15_MEUR,1979,101385.6
FR,F,CLV15_MEUR,1980,102655.9
FR,F,CLV15_MEUR,1981,100870.4
FR,F,CLV15_MEUR,1982,100673.1
FR,F,CLV15_MEUR,1983,97726.3
FR,F,CLV15_MEUR,1984,94392.8
FR,F,CLV15_MEUR,1985,93888.9
FR,F,CLV15_MEUR,1986,97586.5
FR,F,CLV15_MEUR,1987,99128.6
FR,F,CLV15_MEUR,1988,105759.5
FR,F,CLV15_MEUR,1989,109180.4
FR,F,CLV15_MEUR,1990,114325.9
FR,F,CLV15_MEUR,1991,114532.4
FR,F,CLV15_MEUR,1992,117152.9
FR,F,CLV15_MEUR,1993,108421.8
FR,F,CLV15_MEUR,1994,105627.3
FR,F,CLV15_MEUR,1995,107021.8
FR,F,CLV15_MEUR,1996,102452.5
FR,F,CLV15_MEUR,1997,99171.6
FR,F,CLV15_MEUR,1998,98983.5
FR,F,CLV15_MEUR,1999,102692.9
FR,F,CLV15_MEUR,2000,108776.1
FR,F,CLV15_MEUR,2001,113411.4
FR,F,CLV15_MEUR,2002,112886.5
FR,F,CLV15_MEUR,2003,113034.2
FR,F,CLV15_MEUR,2004,115434.2
FR,F,CLV15_MEUR,2005,118455.7
FR,F,CLV15_MEUR,2006,122981.9
FR,F,CLV15_MEUR,2007,129215.3
FR,F,CLV15_MEUR,2008,129029.4
FR,F,CLV15_MEUR,2009,121379.2
FR,F,CLV15_MEUR,2010,117846.9
FR,F,CLV15_MEUR,2011,116456.8
FR,F,CLV15_MEUR,2012,110557.9
FR,F,CLV15_MEUR,2013,111532.3
FR,F,CLV15_MEUR,2014,108916.5
FR,F,CLV15_MEUR,2015,108442.2
FR,F,CLV15_MEUR,2016,106722.4
FR,F,CLV15_MEUR,2017,109072.3
FR,F,CLV15_MEUR,2018,109243.4
FR,F,CLV15_MEUR,2019,112376.5
FR,F,CLV15_MEUR,2020,103382.5
FR,F,CLV15_MEUR,2021,109246.8
FR,F,CLV15_MEUR,2022,104938.5
FR,F,CLV15_MEUR,2023,109301.5
FR,F,CLV15_MEUR,2024,108600
FR,F,CLV15_MEUR,2025,107413.1
FR,F,CLV_PCH_PRE,1975,-1.3
FR,F,CLV_PCH_PRE,1976,-0.7
FR,F,CLV_PCH_PRE,1977,1.5
FR,F,CLV_PCH_PRE,1978,0.4
FR,F,CLV_PCH_PRE,1979,-1.6
FR,F,CLV_PCH_PRE,1980,1.3
FR,F,CLV_PCH_PRE,1981,-1.7
FR,F,CLV_PCH_PRE,1982,-0.2
FR,F,CLV_PCH_PRE,1983,-2.9
FR,F,CLV_PCH_PRE,1984,-3.4
FR,F,CLV_PCH_PRE,1985,-0.5
FR,F,CLV_PCH_PRE,1986,3.9
FR,F,CLV_PCH_PRE,1987,1.6
FR,F,CLV_PCH_PRE,1988,6.7
FR,F,CLV_PCH_PRE,1989,3.2
FR,F,CLV_PCH_PRE,1990,4.7
FR,F,CLV_PCH_PRE,1991,0.2
FR,F,CLV_PCH_PRE,1992,2.3
FR,F,CLV_PCH_PRE,1993,-7.5
FR,F,CLV_PCH_PRE,1994,-2.6
FR,F,CLV_PCH_PRE,1995,1.3
FR,F,CLV_PCH_PRE,1996,-4.3
FR,F,CLV_PCH_PRE,1997,-3.2
FR,F,CLV_PCH_PRE,1998,-0.2
FR,F,CLV_PCH_PRE,1999,3.7
FR,F,CLV_PCH_PRE,2000,5.9
FR,F,CLV_PCH_PRE,2001,4.3
FR,F,CLV_PCH_PRE,2002,-0.5
FR,F,CLV_PCH_PRE,2003,0.1
FR,F,CLV_PCH_PRE,2004,2.1
FR,F,CLV_PCH_PRE,2005,2.6
FR,F,CLV_PCH_PRE,2006,3.8
FR,F,CLV_PCH_PRE,2007,5.1
FR,F,CLV_PCH_PRE,2008,-0.1
FR,F,CLV_PCH_PRE,2009,-5.9
FR,F,CLV_PCH_PRE,2010,-2.9
FR,F,CLV_PCH_PRE,2011,-1.2
FR,F,CLV_PCH_PRE,2012,-5.1
FR,F,CLV_PCH_PRE,2013,0.9
FR,F,CLV_PCH_PRE,2014,-2.3
FR,F,CLV_PCH_PRE,2015,-0.4
FR,F,CLV_PCH_PRE,2016,-1.6
FR,F,CLV_PCH_PRE,2017,2.2
FR,F,CLV_PCH_PRE,2018,0.2
FR,F,CLV_PCH_PRE,2019,2.9
FR,F,CLV_PCH_PRE,2020,-8
FR,F,CLV_PCH_PRE,2021,5.7
FR,F,CLV_PCH_PRE,2022,-3.9
FR,F,CLV_PCH_PRE,2023,4.2
FR,F,CLV_PCH_PRE,2024,-0.6
FR,F,CLV_PCH_PRE,2025,-1.1
FR,F,CP_MEUR,1975,19639
FR,F,CP_MEUR,1976,21232.8
FR,F,CP_MEUR,1977,22457.5
FR,F,CP_MEUR,1978,25327
FR,F,CP_MEUR,1979,28164
FR,F,CP_MEUR,1980,32812.2
FR,F,CP_MEUR,1981,33644.8
FR,F,CP_MEUR,1982,36008.7
FR,F,CP_MEUR,1983,35994.6
FR,F,CP_MEUR,1984,36349.9
FR,F,CP_MEUR,1985,37787
FR,F,CP_MEUR,1986,43757.5
FR,F,CP_MEUR,1987,46159.1
FR,F,CP_MEUR,1988,50432.4
FR,F,CP_MEUR,1989,51405.7
FR,F,CP_MEUR,1990,55195.2
FR,F,CP_MEUR,1991,56402.6
FR,F,CP_MEUR,1992,59411.1
FR,F,CP_MEUR,1993,57475
FR,F,CP_MEUR,1994,55896.8
FR,F,CP_MEUR,1995,57252.8
FR,F,CP_MEUR,1996,55543.1
FR,F,CP_MEUR,1997,54434.8
FR,F,CP_MEUR,1998,55177.8
FR,F,CP_MEUR,1999,58513.8
FR,F,CP_MEUR,2000,63307
FR,F,CP_MEUR,2001,67480.1
FR,F,CP_MEUR,2002,70456.8
FR,F,CP_MEUR,2003,74025.8
FR,F,CP_MEUR,2004,79582.8
FR,F,CP_MEUR,2005,84853.7
FR,F,CP_MEUR,2006,93099.9
FR,F,CP_MEUR,2007,103408.5
FR,F,CP_MEUR,2008,112239.5
FR,F,CP_MEUR,2009,108165
FR,F,CP_MEUR,2010,107679
FR,F,CP_MEUR,2011,111437.5
FR,F,CP_MEUR,2012,109255.6
FR,F,CP_MEUR,2013,112095.3
FR,F,CP_MEUR,2014,110608.2
FR,F,CP_MEUR,2015,108442.2
FR,F,CP_MEUR,2016,108197.5
FR,F,CP_MEUR,2017,112914
FR,F,CP_MEUR,2018,116209.9
FR,F,CP_MEUR,2019,123120.2
FR,F,CP_MEUR,2020,116007
FR,F,CP_MEUR,2021,125991.1
FR,F,CP_MEUR,2022,130929.3
FR,F,CP_MEUR,2023,143658.9
FR,F,CP_MEUR,2024,145993.2
FR,F,CP_MEUR,2025,146958.1
FR,G-I,CLV15_MEUR,1975,113201.6
FR,G-I,CLV15_MEUR,1976,116700
FR,G-I,CLV15_MEUR,1977,124844.8
FR,G-I,CLV15_MEUR,1978,128893.4
FR,G-I,CLV15_MEUR,1979,134801.9
FR,G-I,CLV15_MEUR,1980,138489.1
FR,G-I,CLV15_MEUR,1981,140332.2
FR,G-I,CLV15_MEUR,1982,144624.6
FR,G-I,CLV15_MEUR,1983,148588.8
FR,G-I,CLV15_MEUR,1984,153990.1
FR,G-I,CLV15_MEUR,1985,155588.2
FR,G-I,CLV15_MEUR,1986,162948.3
FR,G-I,CLV15_MEUR,1987,168534.8
FR,G-I,CLV15_MEUR,1988,179031.5
FR,G-I,CLV15_MEUR,1989,190495.5
FR,G-I,CLV15_MEUR,1990,200416.3
FR,G-I,CLV15_MEUR,1991,204618
FR,G-I,CLV15_MEUR,1992,208765.2
FR,G-I,CLV15_MEUR,1993,207957
FR,G-I,CLV15_MEUR,1994,214970.4
FR,G-I,CLV15_MEUR,1995,222136.3
FR,G-I,CLV15_MEUR,1996,225187
FR,G-I,CLV15_MEUR,1997,237438.8
FR,G-I,CLV15_MEUR,1998,252209.1
FR,G-I,CLV15_MEUR,1999,263176.5
FR,G-I,CLV15_MEUR,2000,276356.6
FR,G-I,CLV15_MEUR,2001,283583.4
FR,G-I,CLV15_MEUR,2002,286457
FR,G-I,CLV15_MEUR,2003,288508.9
FR,G-I,CLV15_MEUR,2004,293088.8
FR,G-I,CLV15_MEUR,2005,297257.4
FR,G-I,CLV15_MEUR,2006,303609.7
FR,G-I,CLV15_MEUR,2007,313281.1
FR,G-I,CLV15_MEUR,2008,318597.8
FR,G-I,CLV15_MEUR,2009,302733.9
FR,G-I,CLV15_MEUR,2010,311802.6
FR,G-I,CLV15_MEUR,2011,321883.5
FR,G-I,CLV15_MEUR,2012,322550.4
FR,G-I,CLV15_MEUR,2013,322939.7
FR,G-I,CLV15_MEUR,2014,326514.7
FR,G-I,CLV15_MEUR,2015,332982.2
FR,G-I,CLV15_MEUR,2016,338284.6
FR,G-I,CLV15_MEUR,2017,343757.9
FR,G-I,CLV15_MEUR,2018,342613.3
FR,G-I,CLV15_MEUR,2019,352210.4
FR,G-I,CLV15_MEUR,2020,296226.7
FR,G-I,CLV15_MEUR,2021,320213.2
FR,G-I,CLV15_MEUR,2022,353549.2
FR,G-I,CLV15_MEUR,2023,354601.1
FR,G-I,CLV15_MEUR,2024,357902.3
FR,G-I,CLV15_MEUR,2025,355828.2
FR,G-I,CLV_PCH_PRE,1975,-2.1
FR,G-I,CLV_PCH_PRE,1976,3.1
FR,G-I,CLV_PCH_PRE,1977,7
FR,G-I,CLV_PCH_PRE,1978,3.2
FR,G-I,CLV_PCH_PRE,1979,4.6
FR,G-I,CLV_PCH_PRE,1980,2.7
FR,G-I,CLV_PCH_PRE,1981,1.3
FR,G-I,CLV_PCH_PRE,1982,3.1
FR,G-I,CLV_PCH_PRE,1983,2.7
FR,G-I,CLV_PCH_PRE,1984,3.6
FR,G-I,CLV_PCH_PRE,1985,1
FR,G-I,CLV_PCH_PRE,1986,4.7
FR,G-I,CLV_PCH_PRE,1987,3.4
FR,G-I,CLV_PCH_PRE,1988,6.2
FR,G-I,CLV_PCH_PRE,1989,6.4
FR,G-I,CLV_PCH_PRE,1990,5.2
FR,G-I,CLV_PCH_PRE,1991,2.1
FR,G-I,CLV_PCH_PRE,1992,2
FR,G-I,CLV_PCH_PRE,1993,-0.4
FR,G-I,CLV_PCH_PRE,1994,3.4
FR,G-I,CLV_PCH_PRE,1995,3.3
FR,G-I,CLV_PCH_PRE,1996,1.4
FR,G-I,CLV_PCH_PRE,1997,5.4
FR,G-I,CLV_PCH_PRE,1998,6.2
FR,G-I,CLV_PCH_PRE,1999,4.3
FR,G-I,CLV_PCH_PRE,2000,5
FR,G-I,CLV_PCH_PRE,2001,2.6
FR,G-I,CLV_PCH_PRE,2002,1
FR,G-I,CLV_PCH_PRE,2003,0.7
FR,G-I,CLV_PCH_PRE,2004,1.6
FR,G-I,CLV_PCH_PRE,2005,1.4
FR,G-I,CLV_PCH_PRE,2006,2.1
FR,G-I,CLV_PCH_PRE,2007,3.2
FR,G-I,CLV_PCH_PRE,2008,1.7
FR,G-I,CLV_PCH_PRE,2009,-5
FR,G-I,CLV_PCH_PRE,2010,3
FR,G-I,CLV_PCH_PRE,2011,3.2
FR,G-I,CLV_PCH_PRE,2012,0.2
FR,G-I,CLV_PCH_PRE,2013,0.1
FR,G-I,CLV_PCH_PRE,2014,1.1
FR,G-I,CLV_PCH_PRE,2015,2
FR,G-I,CLV_PCH_PRE,2016,1.6
FR,G-I,CLV_PCH_PRE,2017,1.6
FR,G-I,CLV_PCH_PRE,2018,-0.3
FR,G-I,CLV_PCH_PRE,2019,2.8
FR,G-I,CLV_PCH_PRE,2020,-15.9
FR,G-I,CLV_PCH_PRE,2021,8.1
FR,G-I,CLV_PCH_PRE,2022,10.4
FR,G-I,CLV_PCH_PRE,2023,0.3
FR,G-I,CLV_PCH_PRE,2024,0.9
FR,G-I,CLV_PCH_PRE,2025,-0.6
FR,G-I,CP_MEUR,1975,45129.9
FR,G-I,CP_MEUR,1976,51014.5
FR,G-I,CP_MEUR,1977,56286
FR,G-I,CP_MEUR,1978,61126.9
FR,G-I,CP_MEUR,1979,68650.7
FR,G-I,CP_MEUR,1980,77586.2
FR,G-I,CP_MEUR,1981,85139.4
FR,G-I,CP_MEUR,1982,90595
FR,G-I,CP_MEUR,1983,96162.7
FR,G-I,CP_MEUR,1984,104475.7
FR,G-I,CP_MEUR,1985,111040.7
FR,G-I,CP_MEUR,1986,119334.4
FR,G-I,CP_MEUR,1987,123631.8
FR,G-I,CP_MEUR,1988,132524.1
FR,G-I,CP_MEUR,1989,144817.6
FR,G-I,CP_MEUR,1990,157302.9
FR,G-I,CP_MEUR,1991,163034.2
FR,G-I,CP_MEUR,1992,170679
FR,G-I,CP_MEUR,1993,176393
FR,G-I,CP_MEUR,1994,182617.9
FR,G-I,CP_MEUR,1995,190010.4
FR,G-I,CP_MEUR,1996,191494.9
FR,G-I,CP_MEUR,1997,195917.4
FR,G-I,CP_MEUR,1998,208139.6
FR,G-I,CP_MEUR,1999,215927.5
FR,G-I,CP_MEUR,2000,227018.8
FR,G-I,CP_MEUR,2001,241642.9
FR,G-I,CP_MEUR,2002,250433.6
FR,G-I,CP_MEUR,2003,261287.8
FR,G-I,CP_MEUR,2004,269129.6
FR,G-I,CP_MEUR,2005,275344.2
FR,G-I,CP_MEUR,2006,281988.3
FR,G-I,CP_MEUR,2007,296185.9
FR,G-I,CP_MEUR,2008,310322.7
FR,G-I,CP_MEUR,2009,302599.4
FR,G-I,CP_MEUR,2010,307876.6
FR,G-I,CP_MEUR,2011,313481.5
FR,G-I,CP_MEUR,2012,317659.8
FR,G-I,CP_MEUR,2013,318953.3
FR,G-I,CP_MEUR,2014,322499.3
FR,G-I,CP_MEUR,2015,332982.2
FR,G-I,CP_MEUR,2016,336166.4
FR,G-I,CP_MEUR,2017,343030.8
FR,G-I,CP_MEUR,2018,346792.9
FR,G-I,CP_MEUR,2019,364927.1
FR,G-I,CP_MEUR,2020,324101.3
FR,G-I,CP_MEUR,2021,369322.6
FR,G-I,CP_MEUR,2022,422808.4
FR,G-I,CP_MEUR,2023,420557.7
FR,G-I,CP_MEUR,2024,432066.8
FR,G-I,CP_MEUR,2025,428405.7
FR,TOTAL,CLV15_MEUR,1975,863863.5
FR,TOTAL,CLV15_MEUR,1976,895734.9
FR,TOTAL,CLV15_MEUR,1977,934579.6
FR,TOTAL,CLV15_MEUR,1978,965941.6
FR,TOTAL,CLV15_MEUR,1979,995635.3
FR,TOTAL,CLV15_MEUR,1980,1017364.7
FR,TOTAL,CLV15_MEUR,1981,1030332
FR,TOTAL,CLV15_MEUR,1982,1054274.1
FR,TOTAL,CLV15_MEUR,1983,1067965.9
FR,TOTAL,CLV15_MEUR,1984,1085904.5
FR,TOTAL,CLV15_MEUR,1985,1102499.9
FR,TOTAL,CLV15_MEUR,1986,1125933.8
FR,TOTAL,CLV15_MEUR,1987,1150312.7
FR,TOTAL,CLV15_MEUR,1988,1202516.7
FR,TOTAL,CLV15_MEUR,1989,1258775.7
FR,TOTAL,CLV15_MEUR,1990,1295868.8
FR,TOTAL,CLV15_MEUR,1991,1312652.1
FR,TOTAL,CLV15_MEUR,1992,1336428
FR,TOTAL,CLV15_MEUR,1993,1332394.9
FR,TOTAL,CLV15_MEUR,1994,1359941.7
FR,TOTAL,CLV15_MEUR,1995,1393474.1
FR,TOTAL,CLV15_MEUR,1996,1413909.9
FR,TOTAL,CLV15_MEUR,1997,1449455.3
FR,TOTAL,CLV15_MEUR,1998,1500483.5
FR,TOTAL,CLV15_MEUR,1999,1551763.2
FR,TOTAL,CLV15_MEUR,2000,1615839.9
FR,TOTAL,CLV15_MEUR,2001,1646248
FR,TOTAL,CLV15_MEUR,2002,1663180.9
FR,TOTAL,CLV15_MEUR,2003,1678055.6
FR,TOTAL,CLV15_MEUR,2004,1729641.4
FR,TOTAL,CLV15_MEUR,2005,1759754.2
FR,TOTAL,CLV15_MEUR,2006,1807815.1
FR,TOTAL,CLV15_MEUR,2007,1855723.5
FR,TOTAL,CLV15_MEUR,2008,1867466.6
FR,TOTAL,CLV15_MEUR,2009,1818546.7
FR,TOTAL,CLV15_MEUR,2010,1851181.3
FR,TOTAL,CLV15_MEUR,2011,1898098.9
FR,TOTAL,CLV15_MEUR,2012,1905633.7
FR,TOTAL,CLV15_MEUR,2013,1921344.7
FR,TOTAL,CLV15_MEUR,2014,1944394.1
FR,TOTAL,CLV15_MEUR,2015,1960327.3
FR,TOTAL,CLV15_MEUR,2016,1973652
FR,TOTAL,CLV15_MEUR,2017,2012239
FR,TOTAL,CLV15_MEUR,2018,2044894
FR,TOTAL,CLV15_MEUR,2019,2087958.1
FR,TOTAL,CLV15_MEUR,2020,1935601.4
FR,TOTAL,CLV15_MEUR,2021,2062245.5
FR,TOTAL,CLV15_MEUR,2022,2123579.3
FR,TOTAL,CLV15_MEUR,2023,2165946.5
FR,TOTAL,CLV15_MEUR,2024,2199240.1
FR,TOTAL,CLV15_MEUR,2025,2214129.4
FR,TOTAL,CLV_PCH_PRE,1975,-1.4
FR,TOTAL,CLV_PCH_PRE,1976,3.7
FR,TOTAL,CLV_PCH_PRE,1977,4.3
FR,TOTAL,CLV_PCH_PRE,1978,3.4
FR,TOTAL,CLV_PCH_PRE,1979,3.1
FR,TOTAL,CLV_PCH_PRE,1980,2.2
FR,TOTAL,CLV_PCH_PRE,1981,1.3
FR,TOTAL,CLV_PCH_PRE,1982,2.3
FR,TOTAL,CLV_PCH_PRE,1983,1.3
FR,TOTAL,CLV_PCH_PRE,1984,1.7
FR,TOTAL,CLV_PCH_PRE,1985,1.5
FR,TOTAL,CLV_PCH_PRE,1986,2.1
FR,TOTAL,CLV_PCH_PRE,1987,2.2
FR,TOTAL,CLV_PCH_PRE,1988,4.5
FR,TOTAL,CLV_PCH_PRE,1989,4.7
FR,TOTAL,CLV_PCH_PRE,1990,2.9
FR,TOTAL,CLV_PCH_PRE,1991,1.3
FR,TOTAL,CLV_PCH_PRE,1992,1.8
FR,TOTAL,CLV_PCH_PRE,1993,-0.3
FR,TOTAL,CLV_PCH_PRE,1994,2.1
FR,TOTAL,CLV_PCH_PRE,1995,2.5
FR,TOTAL,CLV_PCH_PRE,1996,1.5
FR,TOTAL,CLV_PCH_PRE,1997,2.5
FR,TOTAL,CLV_PCH_PRE,1998,3.5
FR,TOTAL,CLV_PCH_PRE,1999,3.4
FR,TOTAL,CLV_PCH_PRE,2000,4.1
FR,TOTAL,CLV_PCH_PRE,2001,1.9
FR,TOTAL,CLV_PCH_PRE,2002,1
FR,TOTAL,CLV_PCH_PRE,2003,0.9
FR,TOTAL,CLV_PCH_PRE,2004,3.1
FR,TOTAL,CLV_PCH_PRE,2005,1.7
FR,TOTAL,CLV_PCH_PRE,2006,2.7
FR,TOTAL,CLV_PCH_PRE,2007,2.7
FR,TOTAL,CLV_PCH_PRE,2008,0.6
FR,TOTAL,CLV_PCH_PRE,2009,-2.6
FR,TOTAL,CLV_PCH_PRE,2010,1.8
FR,TOTAL,CLV_PCH_PRE,2011,2.5
FR,TOTAL,CLV_PCH_PRE,2012,0.4
FR,TOTAL,CLV_PCH_PRE,2013,0.8
FR,TOTAL,CLV_PCH_PRE,2014,1.2
FR,TOTAL,CLV_PCH_PRE,2015,0.8
FR,TOTAL,CLV_PCH_PRE,2016,0.7
FR,TOTAL,CLV_PCH_PRE,2017,2
FR,TOTAL,CLV_PCH_PRE,2018,1.6
FR,TOTAL,CLV_PCH_PRE,2019,2.1
FR,TOTAL,CLV_PCH_PRE,2020,-7.3
FR,TOTAL,CLV_PCH_PRE,2021,6.5
FR,TOTAL,CLV_PCH_PRE,2022,3
FR,TOTAL,CLV_PCH_PRE,2023,2
FR,TOTAL,CLV_PCH_PRE,2024,1.5
FR,TOTAL,CLV_PCH_PRE,2025,0.7
FR,TOTAL,CP_MEUR,1975,256505.5
FR,TOTAL,CP_MEUR,1976,293544.7
FR,TOTAL,CP_MEUR,1977,318164.8
FR,TOTAL,CP_MEUR,1978,351421.2
FR,TOTAL,CP_MEUR,1979,393071.9
FR,TOTAL,CP_MEUR,1980,445160.9
FR,TOTAL,CP_MEUR,1981,488659.9
FR,TOTAL,CP_MEUR,1982,525591.4
FR,TOTAL,CP_MEUR,1983,554227.5
FR,TOTAL,CP_MEUR,1984,593927.6
FR,TOTAL,CP_MEUR,1985,642367.7
FR,TOTAL,CP_MEUR,1986,694114
FR,TOTAL,CP_MEUR,1987,715610.6
FR,TOTAL,CP_MEUR,1988,761318.7
FR,TOTAL,CP_MEUR,1989,823829.4
