branca,codice,valutazione,anno,investimenti_mln_eur
"Gomma plastica minerali non met.",C22_23,"prezzi correnti",2022,7769.1
"Gomma plastica minerali non met.",C22_23,"prezzi correnti",2023,7747
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",1995,6401.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",1996,6621.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",1997,6076.1
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",1998,7131.2
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",1999,6958.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2000,7646.7
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2001,8146.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2002,8870.5
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2003,8108.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2004,8172.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2005,7417.2
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2006,7539
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2007,8873.7
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2008,8468.7
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2009,7086.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2010,7649.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2011,7562.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2012,7226.2
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2013,6033
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2014,6695.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2015,7286.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2016,7062.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2017,7586.1
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2018,8603.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2019,9125.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2020,7583.1
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2021,9471.2
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2022,11321.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2023,11192.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1995,4738.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1996,5032.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1997,4671.6
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1998,5553.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1999,5400.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2000,6097
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2001,6640.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2002,7377.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2003,6836.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2004,7012.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2005,6424
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2006,6676.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2007,8010.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2008,7837.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2009,6585.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2010,7158.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2011,7245.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2012,7039.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2013,5845.8
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2014,6520.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2015,7226.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2016,6985.6
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2017,7566.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2018,8573.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2019,9240.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2020,7583.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2021,9612.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2022,12144.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2023,12169
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",1995,8117.2
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",1996,9266.8
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",1997,9002.3
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",1998,9634.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",1999,10463.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2000,10978.8
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2001,11710.9
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2002,10971.1
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2003,10397.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2004,10937.6
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2005,11304.3
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2006,11409.9
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2007,11955.2
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2008,11540.4
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2009,10283.2
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2010,11219.8
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2011,11411.9
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2012,10327.6
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2013,9417.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2014,10325.6
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2015,10933
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2016,11762.5
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2017,13182.4
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2018,14165.5
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2019,12884.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2020,12932.1
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2021,13572.6
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2022,14390.7
"Elettronica elettrico macchinari",C26T28,"valori concatenati 2020",2023,15171.7
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",1995,6112.9
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",1996,7038.6
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",1997,6903.7
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",1998,7480.9
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",1999,8103.6
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2000,8722.2
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2001,9475.7
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2002,9089.5
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2003,8734.2
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2004,9382.8
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2005,9827.7
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2006,10162.8
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2007,10832.4
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2008,10685.6
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2009,9498.2
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2010,10486.5
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2011,10819.3
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2012,9849.9
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2013,8968.2
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2014,9945.2
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2015,10729
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2016,11491.7
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2017,12992.1
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2018,14056.9
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2019,12950.1
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2020,12932.1
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2021,13949.6
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2022,15150.3
"Elettronica elettrico macchinari",C26T28,"prezzi correnti",2023,16160.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1995,5963.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1996,6166.2
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1997,6732.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1998,6277.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1999,7068
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2000,7804.9
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2001,7665.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2002,8267.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2003,7424.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2004,7276.1
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2005,8407.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2006,8661.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2007,7894.1
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2008,9026.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2009,7853.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2010,7837.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2011,8284.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2012,9057.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2013,9899.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2014,9805.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2015,11431.2
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2016,12508.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2017,10969.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2018,11364.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2019,11512.9
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2020,10997.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2021,13248.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2022,11989.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2023,13314.3
"Mezzi di trasporto",C29_30,"prezzi correnti",1995,4510.1
"Mezzi di trasporto",C29_30,"prezzi correnti",1996,4685.8
"Mezzi di trasporto",C29_30,"prezzi correnti",1997,5156.4
"Mezzi di trasporto",C29_30,"prezzi correnti",1998,4859.8
"Mezzi di trasporto",C29_30,"prezzi correnti",1999,5450.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2000,6170.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2001,6161.8
"Mezzi di trasporto",C29_30,"prezzi correnti",2002,6801.1
"Mezzi di trasporto",C29_30,"prezzi correnti",2003,6201.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2004,6215.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2005,7299.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2006,7705.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2007,7155.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2008,8362.1
"Mezzi di trasporto",C29_30,"prezzi correnti",2009,7268.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2010,7327.2
"Mezzi di trasporto",C29_30,"prezzi correnti",2011,7839.3
"Mezzi di trasporto",C29_30,"prezzi correnti",2012,8649.2
"Mezzi di trasporto",C29_30,"prezzi correnti",2013,9443.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2014,9464.2
"Mezzi di trasporto",C29_30,"prezzi correnti",2015,11258
"Mezzi di trasporto",C29_30,"prezzi correnti",2016,12267.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2017,10866.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2018,11304
"Mezzi di trasporto",C29_30,"prezzi correnti",2019,11613.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2020,10997.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2021,13553.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2022,12449.2
"Mezzi di trasporto",C29_30,"prezzi correnti",2023,13928
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1995,2728.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1996,2437.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1997,2672.7
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1998,2882.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1999,2701.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2000,3287.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2001,3233.1
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2002,3571.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2003,3280.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2004,3160.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2005,3053
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2006,3329.4
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2007,3462.5
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2008,3031.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2009,2935.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2010,2883.1
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2011,2870.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2012,2219.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2013,2134.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2014,2254.7
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2015,2364.4
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2016,2851.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2017,2953.5
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2018,3128.4
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2019,3351
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2020,3159.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2021,3413.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2022,3689.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2023,3785
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1995,1942.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1996,1777.5
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1997,1973.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1998,2168.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1999,2046.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2000,2561.5
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2001,2573.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2002,2912.7
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2003,2715.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2004,2668.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2005,2612.7
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2006,2911.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2007,3083.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2008,2762.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2009,2701.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2010,2692.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2011,2735.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2012,2141.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2013,2039.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2014,2168.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2015,2321.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2016,2785.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2017,2907.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2018,3087.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2019,3364.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2020,3159.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2021,3508.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2022,3960.5
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2023,4135
"Energia",D,"valori concatenati 2020",1995,15981.8
"Energia",D,"valori concatenati 2020",1996,17389.7
"Energia",D,"valori concatenati 2020",1997,17373.8
"Energia",D,"valori concatenati 2020",1998,19330.7
"Energia",D,"valori concatenati 2020",1999,19619.9
"Energia",D,"valori concatenati 2020",2000,19950.9
"Energia",D,"valori concatenati 2020",2001,20217
"Energia",D,"valori concatenati 2020",2002,21823.8
"Energia",D,"valori concatenati 2020",2003,24640.5
"Energia",D,"valori concatenati 2020",2004,21543.5
"Energia",D,"valori concatenati 2020",2005,20664.2
"Energia",D,"valori concatenati 2020",2006,20837.6
"Energia",D,"valori concatenati 2020",2007,22815.1
"Energia",D,"valori concatenati 2020",2008,24344.4
"Energia",D,"valori concatenati 2020",2009,18774
"Energia",D,"valori concatenati 2020",2010,13994.8
"Energia",D,"valori concatenati 2020",2011,17691.5
"Energia",D,"valori concatenati 2020",2012,13520.9
"Energia",D,"valori concatenati 2020",2013,15503
"Energia",D,"valori concatenati 2020",2014,12500.7
"Energia",D,"valori concatenati 2020",2015,9713.4
"Energia",D,"valori concatenati 2020",2016,11960.3
"Energia",D,"valori concatenati 2020",2017,9952.5
"Energia",D,"valori concatenati 2020",2018,10692.8
"Energia",D,"valori concatenati 2020",2019,12027.3
"Energia",D,"valori concatenati 2020",2020,11227.6
"Energia",D,"valori concatenati 2020",2021,13085.5
"Energia",D,"valori concatenati 2020",2022,14611.4
"Energia",D,"valori concatenati 2020",2023,13994.4
"Energia",D,"prezzi correnti",1995,10680.1
"Energia",D,"prezzi correnti",1996,11875.5
"Energia",D,"prezzi correnti",1997,12090.7
"Energia",D,"prezzi correnti",1998,13638.4
"Energia",D,"prezzi correnti",1999,13778.6
"Energia",D,"prezzi correnti",2000,14443.9
"Energia",D,"prezzi correnti",2001,15027
"Energia",D,"prezzi correnti",2002,16654
"Energia",D,"prezzi correnti",2003,19215
"Energia",D,"prezzi correnti",2004,17355.6
"Energia",D,"prezzi correnti",2005,17069.3
"Energia",D,"prezzi correnti",2006,17702
"Energia",D,"prezzi correnti",2007,19912.4
"Energia",D,"prezzi correnti",2008,21930.4
"Energia",D,"prezzi correnti",2009,17131.1
"Energia",D,"prezzi correnti",2010,13016.6
"Energia",D,"prezzi correnti",2011,17033.9
"Energia",D,"prezzi correnti",2012,13206.1
"Energia",D,"prezzi correnti",2013,15026.2
"Energia",D,"prezzi correnti",2014,12150.2
"Energia",D,"prezzi correnti",2015,9519.5
"Energia",D,"prezzi correnti",2016,11661.2
"Energia",D,"prezzi correnti",2017,9765.9
"Energia",D,"prezzi correnti",2018,10601.3
"Energia",D,"prezzi correnti",2019,12009.9
"Energia",D,"prezzi correnti",2020,11227.6
"Energia",D,"prezzi correnti",2021,13573.4
"Energia",D,"prezzi correnti",2022,16400.5
"Energia",D,"prezzi correnti",2023,15856.8
"Acqua e rifiuti",E,"valori concatenati 2020",1995,3461.7
"Acqua e rifiuti",E,"valori concatenati 2020",1996,3411.1
"Acqua e rifiuti",E,"valori concatenati 2020",1997,3805.6
"Acqua e rifiuti",E,"valori concatenati 2020",1998,4190.7
"Acqua e rifiuti",E,"valori concatenati 2020",1999,4438.7
"Acqua e rifiuti",E,"valori concatenati 2020",2000,4463.2
"Acqua e rifiuti",E,"valori concatenati 2020",2001,4918
"Acqua e rifiuti",E,"valori concatenati 2020",2002,4935.2
"Acqua e rifiuti",E,"valori concatenati 2020",2003,5309.6
"Acqua e rifiuti",E,"valori concatenati 2020",2004,5312.1
"Acqua e rifiuti",E,"valori concatenati 2020",2005,4660.3
"Acqua e rifiuti",E,"valori concatenati 2020",2006,5481.9
"Acqua e rifiuti",E,"valori concatenati 2020",2007,5206.1
"Acqua e rifiuti",E,"valori concatenati 2020",2008,4623.4
"Acqua e rifiuti",E,"valori concatenati 2020",2009,4321.3
"Acqua e rifiuti",E,"valori concatenati 2020",2010,4643
"Acqua e rifiuti",E,"valori concatenati 2020",2011,4663.2
"Acqua e rifiuti",E,"valori concatenati 2020",2012,4935.4
"Acqua e rifiuti",E,"valori concatenati 2020",2013,3919.3
"Acqua e rifiuti",E,"valori concatenati 2020",2014,3804.5
"Acqua e rifiuti",E,"valori concatenati 2020",2015,4556.3
"Acqua e rifiuti",E,"valori concatenati 2020",2016,4917.7
"Acqua e rifiuti",E,"valori concatenati 2020",2017,5668.3
"Acqua e rifiuti",E,"valori concatenati 2020",2018,5713.4
"Acqua e rifiuti",E,"valori concatenati 2020",2019,6049.9
"Acqua e rifiuti",E,"valori concatenati 2020",2020,5448.3
"Acqua e rifiuti",E,"valori concatenati 2020",2021,6885.5
"Acqua e rifiuti",E,"valori concatenati 2020",2022,8002.2
"Acqua e rifiuti",E,"valori concatenati 2020",2023,8577.3
"Acqua e rifiuti",E,"prezzi correnti",1995,2358.6
"Acqua e rifiuti",E,"prezzi correnti",1996,2388.9
"Acqua e rifiuti",E,"prezzi correnti",1997,2704.8
"Acqua e rifiuti",E,"prezzi correnti",1998,3025.2
"Acqua e rifiuti",E,"prezzi correnti",1999,3198.2
"Acqua e rifiuti",E,"prezzi correnti",2000,3314.7
"Acqua e rifiuti",E,"prezzi correnti",2001,3752
"Acqua e rifiuti",E,"prezzi correnti",2002,3857.2
"Acqua e rifiuti",E,"prezzi correnti",2003,4216.2
"Acqua e rifiuti",E,"prezzi correnti",2004,4329.9
"Acqua e rifiuti",E,"prezzi correnti",2005,3873.9
"Acqua e rifiuti",E,"prezzi correnti",2006,4674.3
"Acqua e rifiuti",E,"prezzi correnti",2007,4555.7
"Acqua e rifiuti",E,"prezzi correnti",2008,4168
"Acqua e rifiuti",E,"prezzi correnti",2009,3926.7
"Acqua e rifiuti",E,"prezzi correnti",2010,4294.3
"Acqua e rifiuti",E,"prezzi correnti",2011,4442.6
"Acqua e rifiuti",E,"prezzi correnti",2012,4803.3
"Acqua e rifiuti",E,"prezzi correnti",2013,3786.6
"Acqua e rifiuti",E,"prezzi correnti",2014,3689.9
"Acqua e rifiuti",E,"prezzi correnti",2015,4477.6
"Acqua e rifiuti",E,"prezzi correnti",2016,4789.1
"Acqua e rifiuti",E,"prezzi correnti",2017,5569.2
"Acqua e rifiuti",E,"prezzi correnti",2018,5639.1
"Acqua e rifiuti",E,"prezzi correnti",2019,6071.8
"Acqua e rifiuti",E,"prezzi correnti",2020,5448.3
"Acqua e rifiuti",E,"prezzi correnti",2021,7166
"Acqua e rifiuti",E,"prezzi correnti",2022,8845.6
"Acqua e rifiuti",E,"prezzi correnti",2023,9642.4
"Costruzioni",F,"valori concatenati 2020",1995,6944.7
"Costruzioni",F,"valori concatenati 2020",1996,6228.6
"Costruzioni",F,"valori concatenati 2020",1997,6741.3
"Costruzioni",F,"valori concatenati 2020",1998,8870.1
"Costruzioni",F,"valori concatenati 2020",1999,6993.1
"Costruzioni",F,"valori concatenati 2020",2000,8365.6
"Costruzioni",F,"valori concatenati 2020",2001,9320
"Costruzioni",F,"valori concatenati 2020",2002,9414.5
"Costruzioni",F,"valori concatenati 2020",2003,10099.5
"Costruzioni",F,"valori concatenati 2020",2004,8582.8
"Costruzioni",F,"valori concatenati 2020",2005,9191.9
"Costruzioni",F,"valori concatenati 2020",2006,10009.3
"Costruzioni",F,"valori concatenati 2020",2007,10516.9
"Costruzioni",F,"valori concatenati 2020",2008,9530.9
"Costruzioni",F,"valori concatenati 2020",2009,7085.2
"Costruzioni",F,"valori concatenati 2020",2010,8582.9
"Costruzioni",F,"valori concatenati 2020",2011,8413.4
"Costruzioni",F,"valori concatenati 2020",2012,5962.8
"Costruzioni",F,"valori concatenati 2020",2013,5197.1
"Costruzioni",F,"valori concatenati 2020",2014,5421.1
"Costruzioni",F,"valori concatenati 2020",2015,5653.7
"Costruzioni",F,"valori concatenati 2020",2016,6280.4
"Costruzioni",F,"valori concatenati 2020",2017,8148.7
"Costruzioni",F,"valori concatenati 2020",2018,6792.4
"Costruzioni",F,"valori concatenati 2020",2019,7248.5
"Costruzioni",F,"valori concatenati 2020",2020,6954.8
"Costruzioni",F,"valori concatenati 2020",2021,8223.8
"Costruzioni",F,"valori concatenati 2020",2022,9787.4
"Costruzioni",F,"valori concatenati 2020",2023,10622.6
"Costruzioni",F,"prezzi correnti",1995,5140
"Costruzioni",F,"prezzi correnti",1996,4782.3
"Costruzioni",F,"prezzi correnti",1997,5231.2
"Costruzioni",F,"prezzi correnti",1998,7041
"Costruzioni",F,"prezzi correnti",1999,5578.7
"Costruzioni",F,"prezzi correnti",2000,6870.7
"Costruzioni",F,"prezzi correnti",2001,7824.5
"Costruzioni",F,"prezzi correnti",2002,8063.3
"Costruzioni",F,"prezzi correnti",2003,8749.5
"Costruzioni",F,"prezzi correnti",2004,7550.4
"Costruzioni",F,"prezzi correnti",2005,8167.1
"Costruzioni",F,"prezzi correnti",2006,9067.8
"Costruzioni",F,"prezzi correnti",2007,9697.7
"Costruzioni",F,"prezzi correnti",2008,9011
"Costruzioni",F,"prezzi correnti",2009,6718.5
"Costruzioni",F,"prezzi correnti",2010,8274.5
"Costruzioni",F,"prezzi correnti",2011,8318.5
"Costruzioni",F,"prezzi correnti",2012,5955.9
"Costruzioni",F,"prezzi correnti",2013,5132.5
"Costruzioni",F,"prezzi correnti",2014,5337.2
"Costruzioni",F,"prezzi correnti",2015,5658.6
"Costruzioni",F,"prezzi correnti",2016,6291.5
"Costruzioni",F,"prezzi correnti",2017,8188.4
"Costruzioni",F,"prezzi correnti",2018,6800.8
"Costruzioni",F,"prezzi correnti",2019,7315.9
"Costruzioni",F,"prezzi correnti",2020,6954.8
"Costruzioni",F,"prezzi correnti",2021,8498.8
"Costruzioni",F,"prezzi correnti",2022,10639.2
"Costruzioni",F,"prezzi correnti",2023,11811.5
"Servizi",GTU,"valori concatenati 2020",1995,210793.7
"Servizi",GTU,"valori concatenati 2020",1996,218958.1
"Servizi",GTU,"valori concatenati 2020",1997,223546.6
"Servizi",GTU,"valori concatenati 2020",1998,226522.5
"Servizi",GTU,"valori concatenati 2020",1999,238399.2
"Servizi",GTU,"valori concatenati 2020",2000,253819.1
"Servizi",GTU,"valori concatenati 2020",2001,259948.6
"Servizi",GTU,"valori concatenati 2020",2002,270109.2
"Servizi",GTU,"valori concatenati 2020",2003,265756.3
"Servizi",GTU,"valori concatenati 2020",2004,275515.7
"Servizi",GTU,"valori concatenati 2020",2005,283439.9
