geo,nace_r2,anno,va_meur
ITF6,B-E,2021,2349.5
ITF6,B-E,2022,2484.5
ITF6,B-E,2023,2648.8
ITF6,B-E,2024,2546.6
ITF6,C,2000,1150.2
ITF6,C,2001,1245
ITF6,C,2002,1332.8
ITF6,C,2003,1267.3
ITF6,C,2004,1316.7
ITF6,C,2005,1411.5
ITF6,C,2006,1534.8
ITF6,C,2007,1524.5
ITF6,C,2008,1493.5
ITF6,C,2009,1341.3
ITF6,C,2010,1320.6
ITF6,C,2011,1220.2
ITF6,C,2012,1117.6
ITF6,C,2013,1009.4
ITF6,C,2014,1026.4
ITF6,C,2015,1071
ITF6,C,2016,1128.6
ITF6,C,2017,1101
ITF6,C,2018,1136.7
ITF6,C,2019,1164.7
ITF6,C,2020,1010.9
ITF6,C,2021,1210.8
ITF6,C,2022,1285.7
ITF6,C,2023,1563.5
ITF6,C,2024,NA
ITF6,F,2000,1538.8
ITF6,F,2001,1674.2
ITF6,F,2002,1769.1
ITF6,F,2003,1895.6
ITF6,F,2004,1917.1
ITF6,F,2005,1939.1
ITF6,F,2006,2145.6
ITF6,F,2007,2099.2
ITF6,F,2008,2125.5
ITF6,F,2009,2052.9
ITF6,F,2010,1883.6
ITF6,F,2011,1806.6
ITF6,F,2012,1702.9
ITF6,F,2013,1538.4
ITF6,F,2014,1432.6
ITF6,F,2015,1473.9
ITF6,F,2016,1381.1
ITF6,F,2017,1320.2
ITF6,F,2018,1325.6
ITF6,F,2019,1322.2
ITF6,F,2020,1224.5
ITF6,F,2021,1625.5
ITF6,F,2022,2020.5
ITF6,F,2023,2385.2
ITF6,F,2024,2284.4
ITF6,TOTAL,2000,23616.2
ITF6,TOTAL,2001,24979.8
ITF6,TOTAL,2002,25588.6
ITF6,TOTAL,2003,26496.6
ITF6,TOTAL,2004,27668.5
ITF6,TOTAL,2005,28402.4
ITF6,TOTAL,2006,29232.4
ITF6,TOTAL,2007,30078.9
ITF6,TOTAL,2008,30769.5
ITF6,TOTAL,2009,29995.2
ITF6,TOTAL,2010,29831.2
ITF6,TOTAL,2011,29985.3
ITF6,TOTAL,2012,29378.6
ITF6,TOTAL,2013,28855.7
ITF6,TOTAL,2014,28554.4
ITF6,TOTAL,2015,28852.5
ITF6,TOTAL,2016,29288.1
ITF6,TOTAL,2017,29896.8
ITF6,TOTAL,2018,29695
ITF6,TOTAL,2019,29906.2
ITF6,TOTAL,2020,28012.8
ITF6,TOTAL,2021,30519.7
ITF6,TOTAL,2022,32820.3
ITF6,TOTAL,2023,35093.4
ITF6,TOTAL,2024,35754
ITG1,B-E,2000,7209.3
ITG1,B-E,2001,7190.8
ITG1,B-E,2002,7662.7
ITG1,B-E,2003,7591.6
ITG1,B-E,2004,7472
ITG1,B-E,2005,7832.5
ITG1,B-E,2006,7971.5
ITG1,B-E,2007,8420.2
ITG1,B-E,2008,8478.5
ITG1,B-E,2009,7045.4
ITG1,B-E,2010,7159.1
ITG1,B-E,2011,6898.1
ITG1,B-E,2012,6716.1
ITG1,B-E,2013,6688.2
ITG1,B-E,2014,5329.5
ITG1,B-E,2015,6010.8
ITG1,B-E,2016,6183.3
ITG1,B-E,2017,6280
ITG1,B-E,2018,6112.1
ITG1,B-E,2019,6174.8
ITG1,B-E,2020,5744.2
ITG1,B-E,2021,7242.5
ITG1,B-E,2022,10473.7
ITG1,B-E,2023,8789
ITG1,B-E,2024,8371.3
ITG1,C,2000,5865.9
ITG1,C,2001,5802.3
ITG1,C,2002,6056.9
ITG1,C,2003,6080.4
ITG1,C,2004,5858
ITG1,C,2005,6229.5
ITG1,C,2006,6264.7
ITG1,C,2007,6680.7
ITG1,C,2008,6507.7
ITG1,C,2009,5150.1
ITG1,C,2010,5128
ITG1,C,2011,4876.8
ITG1,C,2012,4451.9
ITG1,C,2013,4569.4
ITG1,C,2014,3396.2
ITG1,C,2015,4164.3
ITG1,C,2016,4474
ITG1,C,2017,4507.7
ITG1,C,2018,4335.3
ITG1,C,2019,4235.7
ITG1,C,2020,3802.4
ITG1,C,2021,5292.3
ITG1,C,2022,8325
ITG1,C,2023,6134.9
ITG1,C,2024,NA
ITG1,F,2000,3828.3
ITG1,F,2001,4384.7
ITG1,F,2002,4864.5
ITG1,F,2003,5126.7
ITG1,F,2004,4951.9
ITG1,F,2005,5205.7
ITG1,F,2006,5356.1
ITG1,F,2007,5459
ITG1,F,2008,5693.5
ITG1,F,2009,5401.9
ITG1,F,2010,4593.5
ITG1,F,2011,4429
ITG1,F,2012,4051.6
ITG1,F,2013,3734.7
ITG1,F,2014,3401.4
ITG1,F,2015,3493
ITG1,F,2016,3329.4
ITG1,F,2017,3294.4
ITG1,F,2018,3404.8
ITG1,F,2019,3353.2
ITG1,F,2020,3169.4
ITG1,F,2021,4393.9
ITG1,F,2022,5640.6
ITG1,F,2023,6511.8
ITG1,F,2024,6891
ITG1,TOTAL,2000,61221.8
ITG1,TOTAL,2001,65059.5
ITG1,TOTAL,2002,67078
ITG1,TOTAL,2003,69798.8
ITG1,TOTAL,2004,71669.2
ITG1,TOTAL,2005,74916.8
ITG1,TOTAL,2006,77384.5
ITG1,TOTAL,2007,79190.2
ITG1,TOTAL,2008,80562.9
ITG1,TOTAL,2009,78390.6
ITG1,TOTAL,2010,78192.4
ITG1,TOTAL,2011,78088.4
ITG1,TOTAL,2012,77531.8
ITG1,TOTAL,2013,76556.2
ITG1,TOTAL,2014,74730
ITG1,TOTAL,2015,76088.3
ITG1,TOTAL,2016,76601.7
ITG1,TOTAL,2017,78201.5
ITG1,TOTAL,2018,78278.6
ITG1,TOTAL,2019,79187.5
ITG1,TOTAL,2020,75017.5
ITG1,TOTAL,2021,82356.5
ITG1,TOTAL,2022,92014.1
ITG1,TOTAL,2023,96183.3
ITG1,TOTAL,2024,100129.1
ITG2,B-E,2000,2508.8
ITG2,B-E,2001,2716
ITG2,B-E,2002,2903.5
ITG2,B-E,2003,2897
ITG2,B-E,2004,2985.4
ITG2,B-E,2005,3094.8
ITG2,B-E,2006,3129.5
ITG2,B-E,2007,3417.2
ITG2,B-E,2008,3328.8
ITG2,B-E,2009,2871.6
ITG2,B-E,2010,2793.8
ITG2,B-E,2011,2711
ITG2,B-E,2012,2534.5
ITG2,B-E,2013,2437.3
ITG2,B-E,2014,2360.1
ITG2,B-E,2015,2997.8
ITG2,B-E,2016,2462.8
ITG2,B-E,2017,2537.7
ITG2,B-E,2018,2463.5
ITG2,B-E,2019,2566.4
ITG2,B-E,2020,2047.6
ITG2,B-E,2021,2442.4
ITG2,B-E,2022,2902.9
ITG2,B-E,2023,3410.7
ITG2,B-E,2024,3418.6
ITG2,C,2000,1850
ITG2,C,2001,1951.4
ITG2,C,2002,2032.6
ITG2,C,2003,2016.9
ITG2,C,2004,2007.5
ITG2,C,2005,2086.3
ITG2,C,2006,2154
ITG2,C,2007,2414.1
ITG2,C,2008,2160.5
ITG2,C,2009,1825
ITG2,C,2010,1792.5
ITG2,C,2011,1718.2
ITG2,C,2012,1520.7
ITG2,C,2013,1318.2
ITG2,C,2014,1364.1
ITG2,C,2015,1897.2
ITG2,C,2016,1669
ITG2,C,2017,1744.5
ITG2,C,2018,1677.6
ITG2,C,2019,1786.5
ITG2,C,2020,1293.7
ITG2,C,2021,1700.1
ITG2,C,2022,2059.2
ITG2,C,2023,2326.5
ITG2,C,2024,NA
ITG2,F,2000,1537.9
ITG2,F,2001,1639.2
ITG2,F,2002,1857.1
ITG2,F,2003,2045.7
ITG2,F,2004,2277.5
ITG2,F,2005,2177.8
ITG2,F,2006,2057.1
ITG2,F,2007,2337.1
ITG2,F,2008,2442.4
ITG2,F,2009,2320.6
ITG2,F,2010,1955.8
ITG2,F,2011,1809.2
ITG2,F,2012,1774.4
ITG2,F,2013,1649.2
ITG2,F,2014,1535
ITG2,F,2015,1472.8
ITG2,F,2016,1449.3
ITG2,F,2017,1436.3
ITG2,F,2018,1471.6
ITG2,F,2019,1522.1
ITG2,F,2020,1466.5
ITG2,F,2021,1992.7
ITG2,F,2022,2498.2
ITG2,F,2023,2748
ITG2,F,2024,2871.7
ITG2,TOTAL,2000,21862.1
ITG2,TOTAL,2001,23365.1
ITG2,TOTAL,2002,23834.6
ITG2,TOTAL,2003,25099.9
ITG2,TOTAL,2004,26180.8
ITG2,TOTAL,2005,26710.6
ITG2,TOTAL,2006,27868.4
ITG2,TOTAL,2007,28734.8
ITG2,TOTAL,2008,29592.3
ITG2,TOTAL,2009,28985.6
ITG2,TOTAL,2010,29058.6
ITG2,TOTAL,2011,29468.4
ITG2,TOTAL,2012,29476.2
ITG2,TOTAL,2013,28774.8
ITG2,TOTAL,2014,28805.7
ITG2,TOTAL,2015,29799.9
ITG2,TOTAL,2016,29444.1
ITG2,TOTAL,2017,30026.1
ITG2,TOTAL,2018,30482.3
ITG2,TOTAL,2019,31088.2
ITG2,TOTAL,2020,28970.4
ITG2,TOTAL,2021,31854.1
ITG2,TOTAL,2022,34890.8
ITG2,TOTAL,2023,37551.1
ITG2,TOTAL,2024,38850.1
ITH1,B-E,2000,2146.5
ITH1,B-E,2001,2183.1
ITH1,B-E,2002,2270
ITH1,B-E,2003,2343.9
ITH1,B-E,2004,2373.2
ITH1,B-E,2005,2406.1
ITH1,B-E,2006,2482.9
ITH1,B-E,2007,2593.3
ITH1,B-E,2008,2816.4
ITH1,B-E,2009,2603
ITH1,B-E,2010,2686
ITH1,B-E,2011,2683.6
ITH1,B-E,2012,2821.7
ITH1,B-E,2013,3083.8
ITH1,B-E,2014,3113.2
ITH1,B-E,2015,3276.7
ITH1,B-E,2016,3339.4
ITH1,B-E,2017,3488.4
ITH1,B-E,2018,3632.7
ITH1,B-E,2019,3820.5
ITH1,B-E,2020,3606
ITH1,B-E,2021,3914.6
ITH1,B-E,2022,4529.6
ITH1,B-E,2023,4676.6
ITH1,B-E,2024,4446.3
ITH1,C,2000,1870.4
ITH1,C,2001,1904.9
ITH1,C,2002,1948.5
ITH1,C,2003,1979.9
ITH1,C,2004,1980.4
ITH1,C,2005,1948.1
ITH1,C,2006,1981.7
ITH1,C,2007,2065.9
ITH1,C,2008,2109.4
ITH1,C,2009,1923.2
ITH1,C,2010,1993.4
ITH1,C,2011,1992.2
ITH1,C,2012,2041.6
ITH1,C,2013,2137.7
ITH1,C,2014,2215.4
ITH1,C,2015,2353.4
ITH1,C,2016,2459.6
ITH1,C,2017,2540.7
ITH1,C,2018,2655.4
ITH1,C,2019,2734.9
ITH1,C,2020,2568.5
ITH1,C,2021,2940.9
ITH1,C,2022,3070.3
ITH1,C,2023,3402.3
ITH1,C,2024,NA
ITH1,F,2000,620.8
ITH1,F,2001,722.3
ITH1,F,2002,848
ITH1,F,2003,853.9
ITH1,F,2004,964.5
ITH1,F,2005,1086
ITH1,F,2006,1203.9
ITH1,F,2007,1197.4
ITH1,F,2008,1147.6
ITH1,F,2009,1075.7
ITH1,F,2010,1084.1
ITH1,F,2011,1149.2
ITH1,F,2012,1131
ITH1,F,2013,1121.5
ITH1,F,2014,1063.6
ITH1,F,2015,1060.9
ITH1,F,2016,1088.7
ITH1,F,2017,1145.1
ITH1,F,2018,1195.8
ITH1,F,2019,1263
ITH1,F,2020,1284.1
ITH1,F,2021,1580.9
ITH1,F,2022,1768.2
ITH1,F,2023,1967.1
ITH1,F,2024,1905.4
ITH1,TOTAL,2000,13111
ITH1,TOTAL,2001,13617.8
ITH1,TOTAL,2002,13838.4
ITH1,TOTAL,2003,14433.2
ITH1,TOTAL,2004,15306.4
ITH1,TOTAL,2005,15568.3
ITH1,TOTAL,2006,16368.1
ITH1,TOTAL,2007,17168.1
ITH1,TOTAL,2008,17801.3
ITH1,TOTAL,2009,17712.4
ITH1,TOTAL,2010,18247.5
ITH1,TOTAL,2011,18831
ITH1,TOTAL,2012,19555
ITH1,TOTAL,2013,19805.2
ITH1,TOTAL,2014,19939.8
ITH1,TOTAL,2015,20403.3
ITH1,TOTAL,2016,20865.9
ITH1,TOTAL,2017,21646.5
ITH1,TOTAL,2018,22563.2
ITH1,TOTAL,2019,23220.8
ITH1,TOTAL,2020,21815.8
ITH1,TOTAL,2021,23740.1
ITH1,TOTAL,2022,26752
ITH1,TOTAL,2023,29587.6
ITH1,TOTAL,2024,29565.6
ITH2,B-E,2000,2191.4
ITH2,B-E,2001,2348.4
ITH2,B-E,2002,2401.3
ITH2,B-E,2003,2428.7
ITH2,B-E,2004,2606.7
ITH2,B-E,2005,2633
ITH2,B-E,2006,2541.8
ITH2,B-E,2007,2638.8
ITH2,B-E,2008,2645.7
ITH2,B-E,2009,2498.7
ITH2,B-E,2010,2573.4
ITH2,B-E,2011,2568.9
ITH2,B-E,2012,2401.9
ITH2,B-E,2013,2585.9
ITH2,B-E,2014,2787.3
ITH2,B-E,2015,2801.3
ITH2,B-E,2016,2962.6
ITH2,B-E,2017,3081.2
ITH2,B-E,2018,3244.3
ITH2,B-E,2019,3331.7
ITH2,B-E,2020,3057.8
ITH2,B-E,2021,3473
ITH2,B-E,2022,3872.7
ITH2,B-E,2023,4147.4
ITH2,B-E,2024,3895.2
ITH2,C,2000,1847.6
ITH2,C,2001,1935.6
ITH2,C,2002,1933.5
ITH2,C,2003,1887.9
ITH2,C,2004,2018.6
ITH2,C,2005,2020.1
ITH2,C,2006,1964.2
ITH2,C,2007,2106.1
ITH2,C,2008,2081
ITH2,C,2009,1952.1
ITH2,C,2010,2086.3
ITH2,C,2011,2084.7
ITH2,C,2012,1940.6
ITH2,C,2013,1943.8
ITH2,C,2014,2000.7
ITH2,C,2015,2079
ITH2,C,2016,2195.1
ITH2,C,2017,2340.2
ITH2,C,2018,2395.2
ITH2,C,2019,2402.8
ITH2,C,2020,2200.8
ITH2,C,2021,2665.3
ITH2,C,2022,2924.2
ITH2,C,2023,3277.3
ITH2,C,2024,NA
ITH2,F,2000,602.9
ITH2,F,2001,641
ITH2,F,2002,711.3
ITH2,F,2003,735.1
ITH2,F,2004,668.5
ITH2,F,2005,772.9
ITH2,F,2006,845.5
ITH2,F,2007,961
ITH2,F,2008,949.2
ITH2,F,2009,939.2
ITH2,F,2010,890.2
ITH2,F,2011,987.2
ITH2,F,2012,912.1
ITH2,F,2013,849.2
ITH2,F,2014,772.6
ITH2,F,2015,754.4
ITH2,F,2016,736.9
ITH2,F,2017,766.9
ITH2,F,2018,803.2
ITH2,F,2019,874
ITH2,F,2020,851.8
ITH2,F,2021,1074.6
ITH2,F,2022,1270.1
ITH2,F,2023,1458.8
ITH2,F,2024,1563.6
ITH2,TOTAL,2000,12217.3
ITH2,TOTAL,2001,12899.2
ITH2,TOTAL,2002,13264.3
ITH2,TOTAL,2003,13755.6
ITH2,TOTAL,2004,14178.4
ITH2,TOTAL,2005,14491.2
ITH2,TOTAL,2006,14956.8
ITH2,TOTAL,2007,15771.5
ITH2,TOTAL,2008,16073.1
ITH2,TOTAL,2009,15841.3
ITH2,TOTAL,2010,16173
ITH2,TOTAL,2011,16529.9
ITH2,TOTAL,2012,16528.6
ITH2,TOTAL,2013,16968.1
ITH2,TOTAL,2014,16844.4
ITH2,TOTAL,2015,16844.7
ITH2,TOTAL,2016,17101.5
ITH2,TOTAL,2017,17468.7
ITH2,TOTAL,2018,18174.6
ITH2,TOTAL,2019,18665.9
ITH2,TOTAL,2020,17676.1
ITH2,TOTAL,2021,19052.7
ITH2,TOTAL,2022,21301.9
ITH2,TOTAL,2023,22868.6
ITH2,TOTAL,2024,23287.9
ITH3,B-E,2000,28537.3
ITH3,B-E,2001,29033.5
ITH3,B-E,2002,29388.7
ITH3,B-E,2003,29179.8
ITH3,B-E,2004,30406.7
ITH3,B-E,2005,30593.2
ITH3,B-E,2006,32016.3
ITH3,B-E,2007,34803.1
ITH3,B-E,2008,35572.4
ITH3,B-E,2009,31363.7
ITH3,B-E,2010,32440.6
ITH3,B-E,2011,33713
ITH3,B-E,2012,32210.8
ITH3,B-E,2013,32784.3
ITH3,B-E,2014,33183.3
ITH3,B-E,2015,34685.1
ITH3,B-E,2016,36770.8
ITH3,B-E,2017,38089.3
ITH3,B-E,2018,39362.4
ITH3,B-E,2019,40445.7
ITH3,B-E,2020,37257.3
ITH3,B-E,2021,43175.9
ITH3,B-E,2022,45575.1
ITH3,B-E,2023,50118.7
ITH3,B-E,2024,49297.1
ITH3,C,2000,26943.4
ITH3,C,2001,27464.4
ITH3,C,2002,27661.1
ITH3,C,2003,27259.5
ITH3,C,2004,28336.8
ITH3,C,2005,28458.3
ITH3,C,2006,29910.5
ITH3,C,2007,32704.9
ITH3,C,2008,33169.1
ITH3,C,2009,28942.9
ITH3,C,2010,30122.5
ITH3,C,2011,31606.8
ITH3,C,2012,30133.4
ITH3,C,2013,30612.3
ITH3,C,2014,31115.2
ITH3,C,2015,32629.2
ITH3,C,2016,34761.4
ITH3,C,2017,36009.2
ITH3,C,2018,37197.4
ITH3,C,2019,38217.4
ITH3,C,2020,35007.8
ITH3,C,2021,40542.5
ITH3,C,2022,42919.9
ITH3,C,2023,46725.1
ITH3,C,2024,NA
ITH3,F,2000,4700.9
ITH3,F,2001,5167.7
ITH3,F,2002,5998.2
ITH3,F,2003,6665.3
ITH3,F,2004,6988.6
ITH3,F,2005,7835.3
ITH3,F,2006,8491.4
ITH3,F,2007,8530.4
ITH3,F,2008,8439.5
ITH3,F,2009,8029.4
ITH3,F,2010,7373.9
ITH3,F,2011,7547
ITH3,F,2012,6749.3
ITH3,F,2013,6417.6
ITH3,F,2014,5821.9
ITH3,F,2015,5754.3
ITH3,F,2016,5839.7
ITH3,F,2017,6140.1
ITH3,F,2018,6435.9
ITH3,F,2019,6686.8
ITH3,F,2020,6324
ITH3,F,2021,7896.9
ITH3,F,2022,9288.7
ITH3,F,2023,10748.6
ITH3,F,2024,11079.7
ITH3,TOTAL,2000,100440.6
ITH3,TOTAL,2001,104959.9
ITH3,TOTAL,2002,107340.6
ITH3,TOTAL,2003,112959.9
ITH3,TOTAL,2004,118387.2
ITH3,TOTAL,2005,121579.5
ITH3,TOTAL,2006,125368.9
ITH3,TOTAL,2007,131114
ITH3,TOTAL,2008,131619.7
ITH3,TOTAL,2009,126882.9
ITH3,TOTAL,2010,128899.6
ITH3,TOTAL,2011,133113
ITH3,TOTAL,2012,130554.7
ITH3,TOTAL,2013,130693.6
ITH3,TOTAL,2014,132375.7
ITH3,TOTAL,2015,135201.5
ITH3,TOTAL,2016,139595.6
ITH3,TOTAL,2017,143366
ITH3,TOTAL,2018,146411.6
ITH3,TOTAL,2019,148864.3
ITH3,TOTAL,2020,137498
ITH3,TOTAL,2021,151655.6
ITH3,TOTAL,2022,165131.9
ITH3,TOTAL,2023,177177.3
ITH3,TOTAL,2024,179868
ITH4,B-E,2000,6553.1
ITH4,B-E,2001,6882.9
ITH4,B-E,2002,6925.6
ITH4,B-E,2003,6478.6
ITH4,B-E,2004,6641.9
ITH4,B-E,2005,6917.5
ITH4,B-E,2006,7666.9
ITH4,B-E,2007,7835.3
ITH4,B-E,2008,7653.4
ITH4,B-E,2009,6619.4
ITH4,B-E,2010,7169.7
ITH4,B-E,2011,7221.3
ITH4,B-E,2012,6518.4
ITH4,B-E,2013,6679.9
ITH4,B-E,2014,6812.4
ITH4,B-E,2015,7120.5
ITH4,B-E,2016,7462.9
ITH4,B-E,2017,7681.1
ITH4,B-E,2018,8332.7
ITH4,B-E,2019,8553.7
ITH4,B-E,2020,7695.5
ITH4,B-E,2021,9095.4
ITH4,B-E,2022,9666.4
ITH4,B-E,2023,10012.1
ITH4,B-E,2024,9767.9
ITH4,C,2000,6226.9
ITH4,C,2001,6573.3
ITH4,C,2002,6593.5
ITH4,C,2003,6133.5
ITH4,C,2004,6256.3
ITH4,C,2005,6514.8
ITH4,C,2006,7266
ITH4,C,2007,7434.1
ITH4,C,2008,7244.9
ITH4,C,2009,6226.1
ITH4,C,2010,6758.6
ITH4,C,2011,6838.9
ITH4,C,2012,6113.2
ITH4,C,2013,6237.8
ITH4,C,2014,6299.9
ITH4,C,2015,6676.8
ITH4,C,2016,7021.4
ITH4,C,2017,7155.4
ITH4,C,2018,7693
ITH4,C,2019,7975.6
ITH4,C,2020,7083.5
ITH4,C,2021,8391.3
ITH4,C,2022,8946.3
ITH4,C,2023,9087.4
ITH4,C,2024,NA
ITH4,F,2000,1072.8
ITH4,F,2001,1267.3
ITH4,F,2002,1346.5
ITH4,F,2003,1504.1
ITH4,F,2004,1334.9
ITH4,F,2005,1420.1
ITH4,F,2006,1424.3
ITH4,F,2007,1545.2
ITH4,F,2008,1544.2
ITH4,F,2009,1547.6
ITH4,F,2010,1429.3
ITH4,F,2011,1606.9
ITH4,F,2012,1534.9
ITH4,F,2013,1459.2
ITH4,F,2014,1341.5
ITH4,F,2015,1247.9
ITH4,F,2016,1291.7
ITH4,F,2017,1311.5
ITH4,F,2018,1353.3
ITH4,F,2019,1419.4
ITH4,F,2020,1371.4
ITH4,F,2021,1772.2
ITH4,F,2022,2069.7
ITH4,F,2023,2332.7
ITH4,F,2024,2361.4
ITH4,TOTAL,2000,24733.4
ITH4,TOTAL,2001,26194.8
ITH4,TOTAL,2002,27035.8
ITH4,TOTAL,2003,27337.5
ITH4,TOTAL,2004,28219.3
ITH4,TOTAL,2005,29363.6
ITH4,TOTAL,2006,30588.5
ITH4,TOTAL,2007,32041.4
ITH4,TOTAL,2008,31918.9
ITH4,TOTAL,2009,30171.3
ITH4,TOTAL,2010,31163.1
ITH4,TOTAL,2011,31793.3
ITH4,TOTAL,2012,30778.9
ITH4,TOTAL,2013,31015.9
ITH4,TOTAL,2014,31032.2
ITH4,TOTAL,2015,31909.1
ITH4,TOTAL,2016,32280.9
ITH4,TOTAL,2017,32974.4
ITH4,TOTAL,2018,33898.6
ITH4,TOTAL,2019,34687.2
ITH4,TOTAL,2020,32642.4
ITH4,TOTAL,2021,36132.5
ITH4,TOTAL,2022,38341.9
ITH4,TOTAL,2023,40482.3
ITH4,TOTAL,2024,41651.5
ITH5,B-E,2000,25956.8
ITH5,B-E,2001,26498.4
ITH5,B-E,2002,27609.3
ITH5,B-E,2003,27658.3
ITH5,B-E,2004,28240.5
ITH5,B-E,2005,28325.9
ITH5,B-E,2006,30262.9
ITH5,B-E,2007,32622.4
ITH5,B-E,2008,32376.5
ITH5,B-E,2009,27121.3
ITH5,B-E,2010,29845.7
ITH5,B-E,2011,31515.8
ITH5,B-E,2012,30539.3
ITH5,B-E,2013,31441.8
ITH5,B-E,2014,32500.1
ITH5,B-E,2015,33893.5
ITH5,B-E,2016,36097.8
ITH5,B-E,2017,37417.3
ITH5,B-E,2018,39089.2
ITH5,B-E,2019,39387.9
ITH5,B-E,2020,36790.2
ITH5,B-E,2021,43349.4
ITH5,B-E,2022,45958.3
ITH5,B-E,2023,50949.3
ITH5,B-E,2024,49836.5
ITH5,C,2000,24645.3
ITH5,C,2001,25163.4
ITH5,C,2002,26231.2
ITH5,C,2003,26225.5
ITH5,C,2004,26646.1
ITH5,C,2005,26652.6
ITH5,C,2006,28566.2
ITH5,C,2007,30839.5
ITH5,C,2008,30125.7
ITH5,C,2009,25190.3
ITH5,C,2010,27806.7
ITH5,C,2011,29444.9
ITH5,C,2012,28419.5
ITH5,C,2013,29264.6
ITH5,C,2014,30370.2
ITH5,C,2015,31758
ITH5,C,2016,33727.7
ITH5,C,2017,35035.2
ITH5,C,2018,36635.1
ITH5,C,2019,36782
ITH5,C,2020,34189.2
ITH5,C,2021,40523.4
ITH5,C,2022,42551.3
ITH5,C,2023,47081.2
ITH5,C,2024,NA
ITH5,F,2000,4257.5
ITH5,F,2001,4842.3
ITH5,F,2002,4986.2
ITH5,F,2003,5584
ITH5,F,2004,6453
ITH5,F,2005,7011
ITH5,F,2006,7500.5
ITH5,F,2007,7873.8
ITH5,F,2008,7863.8
ITH5,F,2009,7497.1
ITH5,F,2010,6830.7
ITH5,F,2011,6764.9
ITH5,F,2012,6255.4
ITH5,F,2013,5979.9
ITH5,F,2014,5304
ITH5,F,2015,5180.7
ITH5,F,2016,5395
ITH5,F,2017,5503.4
ITH5,F,2018,5685.8
ITH5,F,2019,5733.1
ITH5,F,2020,5451.7
ITH5,F,2021,7242.2
ITH5,F,2022,8470
ITH5,F,2023,9704.7
ITH5,F,2024,9295.4
ITH5,TOTAL,2000,95669.7
ITH5,TOTAL,2001,100287.7
ITH5,TOTAL,2002,103620
ITH5,TOTAL,2003,106942
ITH5,TOTAL,2004,111138.6
ITH5,TOTAL,2005,114111.6
ITH5,TOTAL,2006,119803.9
ITH5,TOTAL,2007,126053.2
ITH5,TOTAL,2008,128121.9
ITH5,TOTAL,2009,121760
ITH5,TOTAL,2010,123937.6
ITH5,TOTAL,2011,129030.7
ITH5,TOTAL,2012,126911.3
ITH5,TOTAL,2013,127969.7
ITH5,TOTAL,2014,130035.1
ITH5,TOTAL,2015,132525.4
ITH5,TOTAL,2016,136716.2
ITH5,TOTAL,2017,140590.3
ITH5,TOTAL,2018,143809
ITH5,TOTAL,2019,144884.7
ITH5,TOTAL,2020,136303.5
ITH5,TOTAL,2021,150779.2
ITH5,TOTAL,2022,162001.1
ITH5,TOTAL,2023,174607.5
ITH5,TOTAL,2024,177320.3
ITI1,B-E,2000,19067.5
ITI1,B-E,2001,19955.3
ITI1,B-E,2002,19399.3
ITI1,B-E,2003,19113.5
ITI1,B-E,2004,20128.5
ITI1,B-E,2005,19872.9
ITI1,B-E,2006,20590.4
ITI1,B-E,2007,21828.3
ITI1,B-E,2008,22282.9
ITI1,B-E,2009,18688.9
ITI1,B-E,2010,18949.7
ITI1,B-E,2011,19004.7
ITI1,B-E,2012,18914.5
ITI1,B-E,2013,18991.8
ITI1,B-E,2014,19669.6
ITI1,B-E,2015,19523.2
ITI1,B-E,2016,20061.5
ITI1,B-E,2017,21204.9
ITI1,B-E,2018,21850.5
ITI1,B-E,2019,22354.2
ITI1,B-E,2020,19844.5
ITI1,B-E,2021,22969.2
ITI1,B-E,2022,25261.1
ITI1,B-E,2023,27193.3
ITI1,B-E,2024,26175.1
ITI1,C,2000,17322.7
ITI1,C,2001,18162.1
ITI1,C,2002,17335.8
ITI1,C,2003,17053
ITI1,C,2004,17725.5
ITI1,C,2005,17578.8
ITI1,C,2006,18060.9
ITI1,C,2007,19388.6
ITI1,C,2008,19301.5
ITI1,C,2009,16243.4
ITI1,C,2010,16607.8
ITI1,C,2011,16704.2
ITI1,C,2012,16575.9
ITI1,C,2013,16613.3
ITI1,C,2014,17492
ITI1,C,2015,17323.7
ITI1,C,2016,17808
ITI1,C,2017,18974.5
ITI1,C,2018,19599.8
ITI1,C,2019,20001.1
ITI1,C,2020,17536.3
ITI1,C,2021,20454.4
ITI1,C,2022,22845.2
ITI1,C,2023,24165
ITI1,C,2024,NA
ITI1,F,2000,2929
ITI1,F,2001,3309.2
ITI1,F,2002,3640.5
ITI1,F,2003,3919.6
ITI1,F,2004,4109
ITI1,F,2005,4372.7
ITI1,F,2006,4867.4
ITI1,F,2007,5098.6
ITI1,F,2008,5408
ITI1,F,2009,4984.4
ITI1,F,2010,4738.2
ITI1,F,2011,4873.9
ITI1,F,2012,4520.8
ITI1,F,2013,4239.5
ITI1,F,2014,3990.6
ITI1,F,2015,3800.6
ITI1,F,2016,3906.1
ITI1,F,2017,4023.9
ITI1,F,2018,4059.9
ITI1,F,2019,4254.5
ITI1,F,2020,3992.5
ITI1,F,2021,5335
ITI1,F,2022,6289
ITI1,F,2023,7057
ITI1,F,2024,7390.4
ITI1,TOTAL,2000,72433.9
ITI1,TOTAL,2001,76432.7
ITI1,TOTAL,2002,79116.6
ITI1,TOTAL,2003,82140
ITI1,TOTAL,2004,85008.4
ITI1,TOTAL,2005,86759.5
ITI1,TOTAL,2006,90112.8
ITI1,TOTAL,2007,94320.8
ITI1,TOTAL,2008,95512
