geo,nace_r2,anno,va_meur
ITI1,TOTAL,2009,93680.7
ITI1,TOTAL,2010,94417.9
ITI1,TOTAL,2011,96654.8
ITI1,TOTAL,2012,96061.4
ITI1,TOTAL,2013,95321.7
ITI1,TOTAL,2014,96757.8
ITI1,TOTAL,2015,97814.2
ITI1,TOTAL,2016,99950.2
ITI1,TOTAL,2017,102193.8
ITI1,TOTAL,2018,104622.7
ITI1,TOTAL,2019,108608
ITI1,TOTAL,2020,96783.6
ITI1,TOTAL,2021,106601.8
ITI1,TOTAL,2022,117109.7
ITI1,TOTAL,2023,125344.1
ITI1,TOTAL,2024,128313
ITI2,B-E,2000,3664.5
ITI2,B-E,2001,3809.1
ITI2,B-E,2002,4080
ITI2,B-E,2003,4052
ITI2,B-E,2004,3904.3
ITI2,B-E,2005,4030.2
ITI2,B-E,2006,4376.6
ITI2,B-E,2007,4646.4
ITI2,B-E,2008,4457.4
ITI2,B-E,2009,3558.6
ITI2,B-E,2010,3594.9
ITI2,B-E,2011,3607.3
ITI2,B-E,2012,3310
ITI2,B-E,2013,3254
ITI2,B-E,2014,3208.3
ITI2,B-E,2015,3488.2
ITI2,B-E,2016,3557.3
ITI2,B-E,2017,3717.1
ITI2,B-E,2018,3955.8
ITI2,B-E,2019,4047.1
ITI2,B-E,2020,3587.7
ITI2,B-E,2021,4173.5
ITI2,B-E,2022,4324.4
ITI2,B-E,2023,5159.4
ITI2,B-E,2024,4773.4
ITI2,C,2000,3000.7
ITI2,C,2001,3145
ITI2,C,2002,3316.3
ITI2,C,2003,3287.3
ITI2,C,2004,3092.6
ITI2,C,2005,3233.6
ITI2,C,2006,3528.6
ITI2,C,2007,3844.3
ITI2,C,2008,3460.9
ITI2,C,2009,2743.2
ITI2,C,2010,2934.1
ITI2,C,2011,3060
ITI2,C,2012,2747.1
ITI2,C,2013,2748.1
ITI2,C,2014,2743.8
ITI2,C,2015,3052.8
ITI2,C,2016,3092.6
ITI2,C,2017,3200.8
ITI2,C,2018,3380.2
ITI2,C,2019,3503.3
ITI2,C,2020,3061.4
ITI2,C,2021,3524.3
ITI2,C,2022,3741.5
ITI2,C,2023,4490
ITI2,C,2024,NA
ITI2,F,2000,888
ITI2,F,2001,1040.8
ITI2,F,2002,1039.9
ITI2,F,2003,1069.5
ITI2,F,2004,1155.2
ITI2,F,2005,1239.3
ITI2,F,2006,1263.7
ITI2,F,2007,1269.3
ITI2,F,2008,1395.8
ITI2,F,2009,1339.9
ITI2,F,2010,1343.9
ITI2,F,2011,1297.1
ITI2,F,2012,1259.8
ITI2,F,2013,1102.3
ITI2,F,2014,964.9
ITI2,F,2015,930.6
ITI2,F,2016,931.6
ITI2,F,2017,960.9
ITI2,F,2018,976.1
ITI2,F,2019,987.8
ITI2,F,2020,904.2
ITI2,F,2021,1217.9
ITI2,F,2022,1407.3
ITI2,F,2023,1637.2
ITI2,F,2024,1564.4
ITI2,TOTAL,2000,15610.9
ITI2,TOTAL,2001,16522.6
ITI2,TOTAL,2002,16899.9
ITI2,TOTAL,2003,17532.6
ITI2,TOTAL,2004,18217.6
ITI2,TOTAL,2005,18546.6
ITI2,TOTAL,2006,19359.5
ITI2,TOTAL,2007,20170.4
ITI2,TOTAL,2008,20486.5
ITI2,TOTAL,2009,19282.4
ITI2,TOTAL,2010,19583.3
ITI2,TOTAL,2011,19789.1
ITI2,TOTAL,2012,19199.9
ITI2,TOTAL,2013,18927.5
ITI2,TOTAL,2014,18524.8
ITI2,TOTAL,2015,19073.4
ITI2,TOTAL,2016,19151.5
ITI2,TOTAL,2017,19622
ITI2,TOTAL,2018,20188.6
ITI2,TOTAL,2019,20304.1
ITI2,TOTAL,2020,18803
ITI2,TOTAL,2021,20543.5
ITI2,TOTAL,2022,22197.5
ITI2,TOTAL,2023,24136.9
ITI2,TOTAL,2024,24733.9
ITI3,B-E,2000,7186.4
ITI3,B-E,2001,7698.6
ITI3,B-E,2002,7896.3
ITI3,B-E,2003,7952
ITI3,B-E,2004,8281.4
ITI3,B-E,2005,8365.5
ITI3,B-E,2006,8956.6
ITI3,B-E,2007,9365.9
ITI3,B-E,2008,9889.9
ITI3,B-E,2009,8466.3
ITI3,B-E,2010,8900.9
ITI3,B-E,2011,8493.5
ITI3,B-E,2012,8205.8
ITI3,B-E,2013,8075.4
ITI3,B-E,2014,8422.4
ITI3,B-E,2015,8672.1
ITI3,B-E,2016,9040
ITI3,B-E,2017,9407.8
ITI3,B-E,2018,9668.4
ITI3,B-E,2019,9843.3
ITI3,B-E,2020,8698.8
ITI3,B-E,2021,9985.2
ITI3,B-E,2022,10759.4
ITI3,B-E,2023,11749.1
ITI3,B-E,2024,11474.3
ITI3,C,2000,6789.6
ITI3,C,2001,7351.2
ITI3,C,2002,7524.5
ITI3,C,2003,7567
ITI3,C,2004,7886.8
ITI3,C,2005,7979.7
ITI3,C,2006,8553.5
ITI3,C,2007,8943.6
ITI3,C,2008,9427.3
ITI3,C,2009,8059.2
ITI3,C,2010,8414
ITI3,C,2011,8068.8
ITI3,C,2012,7801.6
ITI3,C,2013,7668.9
ITI3,C,2014,7987
ITI3,C,2015,8269.5
ITI3,C,2016,8616.7
ITI3,C,2017,8982.3
ITI3,C,2018,9198.8
ITI3,C,2019,9380.2
ITI3,C,2020,8249.2
ITI3,C,2021,9464.2
ITI3,C,2022,10167.8
ITI3,C,2023,11058.1
ITI3,C,2024,NA
ITI3,F,2000,1615.3
ITI3,F,2001,1652.5
ITI3,F,2002,1849.3
ITI3,F,2003,1841.6
ITI3,F,2004,2113.8
ITI3,F,2005,2307.2
ITI3,F,2006,2273
ITI3,F,2007,2482.4
ITI3,F,2008,2356.1
ITI3,F,2009,2140.8
ITI3,F,2010,2161.5
ITI3,F,2011,2128.6
ITI3,F,2012,1921.1
ITI3,F,2013,1700.7
ITI3,F,2014,1598.5
ITI3,F,2015,1478.4
ITI3,F,2016,1523
ITI3,F,2017,1560
ITI3,F,2018,1519.4
ITI3,F,2019,1704.8
ITI3,F,2020,1644.2
ITI3,F,2021,2060.8
ITI3,F,2022,2621.5
ITI3,F,2023,2932
ITI3,F,2024,2894.2
ITI3,TOTAL,2000,26840.6
ITI3,TOTAL,2001,28476.6
ITI3,TOTAL,2002,29930.2
ITI3,TOTAL,2003,30787.8
ITI3,TOTAL,2004,32027.7
ITI3,TOTAL,2005,32927.4
ITI3,TOTAL,2006,34531.6
ITI3,TOTAL,2007,36162.2
ITI3,TOTAL,2008,36138.9
ITI3,TOTAL,2009,35045.4
ITI3,TOTAL,2010,35018
ITI3,TOTAL,2011,35557
ITI3,TOTAL,2012,34717
ITI3,TOTAL,2013,34240.4
ITI3,TOTAL,2014,35037.4
ITI3,TOTAL,2015,35201.4
ITI3,TOTAL,2016,35873.9
ITI3,TOTAL,2017,36680
ITI3,TOTAL,2018,37256.5
ITI3,TOTAL,2019,37878.8
ITI3,TOTAL,2020,35179.4
ITI3,TOTAL,2021,38512.1
ITI3,TOTAL,2022,41588.8
ITI3,TOTAL,2023,44355.1
ITI3,TOTAL,2024,45144.2
ITI4,B-E,2000,15365.8
ITI4,B-E,2001,16173.5
ITI4,B-E,2002,15986.6
ITI4,B-E,2003,15879
ITI4,B-E,2004,15992
ITI4,B-E,2005,16271
ITI4,B-E,2006,17555.3
ITI4,B-E,2007,18191.4
ITI4,B-E,2008,18234.2
ITI4,B-E,2009,17167.7
ITI4,B-E,2010,17744.5
ITI4,B-E,2011,17740.9
ITI4,B-E,2012,19374.5
ITI4,B-E,2013,18108.7
ITI4,B-E,2014,18595.2
ITI4,B-E,2015,17343.8
ITI4,B-E,2016,19048.8
ITI4,B-E,2017,19233.9
ITI4,B-E,2018,19388.2
ITI4,B-E,2019,20617.1
ITI4,B-E,2020,19556.8
ITI4,B-E,2021,19484.9
ITI4,B-E,2022,29067.7
ITI4,B-E,2023,25411.1
ITI4,B-E,2024,22692.5
ITI4,C,2000,12236.8
ITI4,C,2001,12192.9
ITI4,C,2002,12257.5
ITI4,C,2003,12114
ITI4,C,2004,12093.7
ITI4,C,2005,11955
ITI4,C,2006,12816.7
ITI4,C,2007,12776.3
ITI4,C,2008,12521.2
ITI4,C,2009,10062.8
ITI4,C,2010,11286.1
ITI4,C,2011,10962.9
ITI4,C,2012,10728.9
ITI4,C,2013,9750.9
ITI4,C,2014,9194.8
ITI4,C,2015,9780.1
ITI4,C,2016,10359.4
ITI4,C,2017,10724.8
ITI4,C,2018,10536.5
ITI4,C,2019,10862.8
ITI4,C,2020,9196
ITI4,C,2021,10517.6
ITI4,C,2022,12291.9
ITI4,C,2023,12682.3
ITI4,C,2024,NA
ITI4,F,2000,5360.2
ITI4,F,2001,5646.3
ITI4,F,2002,5690.2
ITI4,F,2003,6320.3
ITI4,F,2004,6949.1
ITI4,F,2005,6887.5
ITI4,F,2006,8072.4
ITI4,F,2007,8231.8
ITI4,F,2008,8360.3
ITI4,F,2009,8630.9
ITI4,F,2010,8438.6
ITI4,F,2011,8161.8
ITI4,F,2012,7675.2
ITI4,F,2013,7197
ITI4,F,2014,6418.5
ITI4,F,2015,6351
ITI4,F,2016,6606.7
ITI4,F,2017,6494.7
ITI4,F,2018,6481.5
ITI4,F,2019,6685.3
ITI4,F,2020,6161.9
ITI4,F,2021,8100.7
ITI4,F,2022,9965.3
ITI4,F,2023,11186.4
ITI4,F,2024,11070.9
ITI4,TOTAL,2000,125668.9
ITI4,TOTAL,2001,134305
ITI4,TOTAL,2002,141247.8
ITI4,TOTAL,2003,145946.2
ITI4,TOTAL,2004,154945.4
ITI4,TOTAL,2005,159258.1
ITI4,TOTAL,2006,163941.1
ITI4,TOTAL,2007,171381
ITI4,TOTAL,2008,172804.6
ITI4,TOTAL,2009,170901.5
ITI4,TOTAL,2010,171422.8
ITI4,TOTAL,2011,174678
ITI4,TOTAL,2012,169949.1
ITI4,TOTAL,2013,168020.1
ITI4,TOTAL,2014,168034.3
ITI4,TOTAL,2015,168403.1
ITI4,TOTAL,2016,175576.6
ITI4,TOTAL,2017,178105.8
ITI4,TOTAL,2018,180834.4
ITI4,TOTAL,2019,183617.8
ITI4,TOTAL,2020,170997.3
ITI4,TOTAL,2021,182545.6
ITI4,TOTAL,2022,204229.7
ITI4,TOTAL,2023,216889.9
ITI4,TOTAL,2024,220303
ITZZ,B-E,2000,504
ITZZ,B-E,2001,387.9
ITZZ,B-E,2002,283.9
ITZZ,B-E,2003,375.7
ITZZ,B-E,2004,589.8
ITZZ,B-E,2005,552.5
ITZZ,B-E,2006,647.1
ITZZ,B-E,2007,679.4
ITZZ,B-E,2008,826.8
ITZZ,B-E,2009,583.1
ITZZ,B-E,2010,664
ITZZ,B-E,2011,791.5
ITZZ,B-E,2012,878.4
ITZZ,B-E,2013,1047.8
ITZZ,B-E,2014,774.8
ITZZ,B-E,2015,617.2
ITZZ,B-E,2016,610
ITZZ,B-E,2017,792.1
ITZZ,B-E,2018,858.1
ITZZ,B-E,2019,586.4
ITZZ,B-E,2020,398.2
ITZZ,B-E,2021,1128.9
ITZZ,B-E,2022,319.5
ITZZ,B-E,2023,373.1
ITZZ,B-E,2024,356.1
ITZZ,C,2000,0
ITZZ,C,2001,0
ITZZ,C,2002,0
ITZZ,C,2003,0
ITZZ,C,2004,0
ITZZ,C,2005,0
ITZZ,C,2006,0
ITZZ,C,2007,0
ITZZ,C,2008,0
ITZZ,C,2009,0
ITZZ,C,2010,0
ITZZ,C,2011,0
ITZZ,C,2012,0
ITZZ,C,2013,0
ITZZ,C,2014,0
ITZZ,C,2015,0
ITZZ,C,2016,0
ITZZ,C,2017,0
ITZZ,C,2018,0
ITZZ,C,2019,0
ITZZ,C,2020,0
ITZZ,C,2021,0
ITZZ,C,2022,0
ITZZ,C,2023,0
ITZZ,C,2024,NA
ITZZ,F,2000,0
ITZZ,F,2001,0
ITZZ,F,2002,0
ITZZ,F,2003,0
ITZZ,F,2004,0
ITZZ,F,2005,0
ITZZ,F,2006,0
ITZZ,F,2007,0
ITZZ,F,2008,0
ITZZ,F,2009,0
ITZZ,F,2010,0
ITZZ,F,2011,0
ITZZ,F,2012,0
ITZZ,F,2013,0
ITZZ,F,2014,0
ITZZ,F,2015,0
ITZZ,F,2016,0
ITZZ,F,2017,0
ITZZ,F,2018,0
ITZZ,F,2019,0
ITZZ,F,2020,0
ITZZ,F,2021,0
ITZZ,F,2022,0
ITZZ,F,2023,0
ITZZ,F,2024,0
ITZZ,TOTAL,2000,788.4
ITZZ,TOTAL,2001,637.7
ITZZ,TOTAL,2002,617.9
ITZZ,TOTAL,2003,649.3
ITZZ,TOTAL,2004,877
ITZZ,TOTAL,2005,858.4
ITZZ,TOTAL,2006,909.8
ITZZ,TOTAL,2007,967.1
ITZZ,TOTAL,2008,1360.7
ITZZ,TOTAL,2009,1117.3
ITZZ,TOTAL,2010,1203.9
ITZZ,TOTAL,2011,1320.3
ITZZ,TOTAL,2012,1373.9
ITZZ,TOTAL,2013,1541.8
ITZZ,TOTAL,2014,1262.6
ITZZ,TOTAL,2015,1077.2
ITZZ,TOTAL,2016,1059.5
ITZZ,TOTAL,2017,1234.3
ITZZ,TOTAL,2018,1308.9
ITZZ,TOTAL,2019,1048.9
ITZZ,TOTAL,2020,852.6
ITZZ,TOTAL,2021,1597
ITZZ,TOTAL,2022,783.6
ITZZ,TOTAL,2023,861.1
ITZZ,TOTAL,2024,850.7
