categoria,codice,mese,indice
"Beni intermedi",0040,2021-11,105.4
"Beni intermedi",0040,2021-12,82.2
"Beni intermedi",0040,2022-01,90.1
"Beni intermedi",0040,2022-02,103.6
"Beni intermedi",0040,2022-03,111.8
"Beni intermedi",0040,2022-04,104.1
"Beni intermedi",0040,2022-05,110.3
"Beni intermedi",0040,2022-06,103.2
"Beni intermedi",0040,2022-07,106.7
"Beni intermedi",0040,2022-08,57.9
"Beni intermedi",0040,2022-09,101.2
"Beni intermedi",0040,2022-10,105.3
"Beni intermedi",0040,2022-11,99.8
"Beni intermedi",0040,2022-12,77.5
"Beni intermedi",0040,2023-01,87.3
"Beni intermedi",0040,2023-02,97.9
"Beni intermedi",0040,2023-03,105.5
"Beni intermedi",0040,2023-04,93.2
"Beni intermedi",0040,2023-05,102.8
"Beni intermedi",0040,2023-06,98.6
"Beni intermedi",0040,2023-07,101.8
"Beni intermedi",0040,2023-08,54.3
"Beni intermedi",0040,2023-09,98.8
"Beni intermedi",0040,2023-10,102.4
"Beni intermedi",0040,2023-11,94.5
"Beni intermedi",0040,2023-12,75
"Beni intermedi",0040,2024-01,84.7
"Beni intermedi",0040,2024-02,95.2
"Beni intermedi",0040,2024-03,103.2
"Beni intermedi",0040,2024-04,91.6
"Beni intermedi",0040,2024-05,101
"Beni intermedi",0040,2024-06,96.5
"Beni intermedi",0040,2024-07,98.7
"Beni intermedi",0040,2024-08,49.9
"Beni intermedi",0040,2024-09,94.3
"Beni intermedi",0040,2024-10,97.4
"Beni intermedi",0040,2024-11,92.1
"Beni intermedi",0040,2024-12,68
"Beni intermedi",0040,2025-01,83.6
"Beni intermedi",0040,2025-02,90.7
"Beni intermedi",0040,2025-03,100.8
"Beni intermedi",0040,2025-04,90.7
"Beni intermedi",0040,2025-05,97.8
"Beni intermedi",0040,2025-06,94.1
"Beni intermedi",0040,2025-07,98.8
"Beni intermedi",0040,2025-08,50.4
"Beni intermedi",0040,2025-09,95.2
"Beni intermedi",0040,2025-10,98.2
"Beni intermedi",0040,2025-11,92.8
"Beni intermedi",0040,2025-12,69.9
"Beni intermedi",0040,2026-01,82.4
"Beni intermedi",0040,2026-02,91.2
"Beni intermedi",0040,2026-03,101.3
"Beni strumentali",0050,2000-01,99.9
"Beni strumentali",0050,2000-02,113.2
"Beni strumentali",0050,2000-03,126.6
"Beni strumentali",0050,2000-04,113.6
"Beni strumentali",0050,2000-05,126.9
"Beni strumentali",0050,2000-06,123.2
"Beni strumentali",0050,2000-07,127.7
"Beni strumentali",0050,2000-08,48.5
"Beni strumentali",0050,2000-09,120.5
"Beni strumentali",0050,2000-10,124.1
"Beni strumentali",0050,2000-11,121.4
"Beni strumentali",0050,2000-12,111.5
"Beni strumentali",0050,2001-01,102.1
"Beni strumentali",0050,2001-02,115.4
"Beni strumentali",0050,2001-03,131.7
"Beni strumentali",0050,2001-04,111.4
"Beni strumentali",0050,2001-05,123.3
"Beni strumentali",0050,2001-06,124
"Beni strumentali",0050,2001-07,127.9
"Beni strumentali",0050,2001-08,48
"Beni strumentali",0050,2001-09,118.3
"Beni strumentali",0050,2001-10,121
"Beni strumentali",0050,2001-11,113.6
"Beni strumentali",0050,2001-12,104.4
"Beni strumentali",0050,2002-01,95.5
"Beni strumentali",0050,2002-02,111
"Beni strumentali",0050,2002-03,125.8
"Beni strumentali",0050,2002-04,105.3
"Beni strumentali",0050,2002-05,123.4
"Beni strumentali",0050,2002-06,119.3
"Beni strumentali",0050,2002-07,125.7
"Beni strumentali",0050,2002-08,44.7
"Beni strumentali",0050,2002-09,119
"Beni strumentali",0050,2002-10,119.2
"Beni strumentali",0050,2002-11,118.5
"Beni strumentali",0050,2002-12,106.3
"Beni strumentali",0050,2003-01,95.3
"Beni strumentali",0050,2003-02,102.9
"Beni strumentali",0050,2003-03,117.7
"Beni strumentali",0050,2003-04,107.6
"Beni strumentali",0050,2003-05,113
"Beni strumentali",0050,2003-06,112.1
"Beni strumentali",0050,2003-07,121.9
"Beni strumentali",0050,2003-08,41
"Beni strumentali",0050,2003-09,111.4
"Beni strumentali",0050,2003-10,117.8
"Beni strumentali",0050,2003-11,113.5
"Beni strumentali",0050,2003-12,102.9
"Beni strumentali",0050,2004-01,93.8
"Beni strumentali",0050,2004-02,107.1
"Beni strumentali",0050,2004-03,118.5
"Beni strumentali",0050,2004-04,105.2
"Beni strumentali",0050,2004-05,116.2
"Beni strumentali",0050,2004-06,114.3
"Beni strumentali",0050,2004-07,120.1
"Beni strumentali",0050,2004-08,41.9
"Beni strumentali",0050,2004-09,110.6
"Beni strumentali",0050,2004-10,117.5
"Beni strumentali",0050,2004-11,109.4
"Beni strumentali",0050,2004-12,94.5
"Beni strumentali",0050,2005-01,90.5
"Beni strumentali",0050,2005-02,101.6
"Beni strumentali",0050,2005-03,114.3
"Beni strumentali",0050,2005-04,106.7
"Beni strumentali",0050,2005-05,113
"Beni strumentali",0050,2005-06,109.5
"Beni strumentali",0050,2005-07,119
"Beni strumentali",0050,2005-08,46.5
"Beni strumentali",0050,2005-09,107
"Beni strumentali",0050,2005-10,113.8
"Beni strumentali",0050,2005-11,110.9
"Beni strumentali",0050,2005-12,95.1
"Beni strumentali",0050,2006-01,93.9
"Beni strumentali",0050,2006-02,110.7
"Beni strumentali",0050,2006-03,123
"Beni strumentali",0050,2006-04,107.3
"Beni strumentali",0050,2006-05,119.6
"Beni strumentali",0050,2006-06,116.5
"Beni strumentali",0050,2006-07,122.4
"Beni strumentali",0050,2006-08,53.5
"Beni strumentali",0050,2006-09,117.9
"Beni strumentali",0050,2006-10,123.6
"Beni strumentali",0050,2006-11,116.9
"Beni strumentali",0050,2006-12,104.2
"Beni strumentali",0050,2007-01,102
"Beni strumentali",0050,2007-02,115.6
"Beni strumentali",0050,2007-03,130.7
"Beni strumentali",0050,2007-04,112.3
"Beni strumentali",0050,2007-05,126.3
"Beni strumentali",0050,2007-06,122.1
"Beni strumentali",0050,2007-07,131.1
"Beni strumentali",0050,2007-08,58.6
"Beni strumentali",0050,2007-09,126
"Beni strumentali",0050,2007-10,129.2
"Beni strumentali",0050,2007-11,119.2
"Beni strumentali",0050,2007-12,98.3
"Beni strumentali",0050,2008-01,108.1
"Beni strumentali",0050,2008-02,121.4
"Beni strumentali",0050,2008-03,132.6
"Beni strumentali",0050,2008-04,122.2
"Beni strumentali",0050,2008-05,128.7
"Beni strumentali",0050,2008-06,121.2
"Beni strumentali",0050,2008-07,126.8
"Beni strumentali",0050,2008-08,50.8
"Beni strumentali",0050,2008-09,115.8
"Beni strumentali",0050,2008-10,118.9
"Beni strumentali",0050,2008-11,106.1
"Beni strumentali",0050,2008-12,82.1
"Beni strumentali",0050,2009-01,81.7
"Beni strumentali",0050,2009-02,86.5
"Beni strumentali",0050,2009-03,93.1
"Beni strumentali",0050,2009-04,84
"Beni strumentali",0050,2009-05,90.7
"Beni strumentali",0050,2009-06,84.3
"Beni strumentali",0050,2009-07,93.9
"Beni strumentali",0050,2009-08,36.8
"Beni strumentali",0050,2009-09,89.1
"Beni strumentali",0050,2009-10,96.5
"Beni strumentali",0050,2009-11,92.3
"Beni strumentali",0050,2009-12,71.3
"Beni strumentali",0050,2010-01,80.7
"Beni strumentali",0050,2010-02,88
"Beni strumentali",0050,2010-03,99.1
"Beni strumentali",0050,2010-04,92.8
"Beni strumentali",0050,2010-05,101.5
"Beni strumentali",0050,2010-06,101.2
"Beni strumentali",0050,2010-07,107.6
"Beni strumentali",0050,2010-08,47.2
"Beni strumentali",0050,2010-09,102.2
"Beni strumentali",0050,2010-10,105.8
"Beni strumentali",0050,2010-11,102.1
"Beni strumentali",0050,2010-12,82.7
"Beni strumentali",0050,2011-01,85.8
"Beni strumentali",0050,2011-02,99.6
"Beni strumentali",0050,2011-03,111.7
"Beni strumentali",0050,2011-04,101.3
"Beni strumentali",0050,2011-05,109.3
"Beni strumentali",0050,2011-06,104.2
"Beni strumentali",0050,2011-07,111.5
"Beni strumentali",0050,2011-08,51.5
"Beni strumentali",0050,2011-09,102.6
"Beni strumentali",0050,2011-10,104.4
"Beni strumentali",0050,2011-11,100.5
"Beni strumentali",0050,2011-12,84.8
"Beni strumentali",0050,2012-01,81.1
"Beni strumentali",0050,2012-02,95.8
"Beni strumentali",0050,2012-03,104.1
"Beni strumentali",0050,2012-04,93.3
"Beni strumentali",0050,2012-05,102.8
"Beni strumentali",0050,2012-06,95.2
"Beni strumentali",0050,2012-07,104.5
"Beni strumentali",0050,2012-08,48.3
"Beni strumentali",0050,2012-09,98.2
"Beni strumentali",0050,2012-10,99.9
"Beni strumentali",0050,2012-11,94.4
"Beni strumentali",0050,2012-12,80.2
"Beni strumentali",0050,2013-01,78
"Beni strumentali",0050,2013-02,85.9
"Beni strumentali",0050,2013-03,95.6
"Beni strumentali",0050,2013-04,89
"Beni strumentali",0050,2013-05,98.5
"Beni strumentali",0050,2013-06,94.3
"Beni strumentali",0050,2013-07,98.6
"Beni strumentali",0050,2013-08,44.5
"Beni strumentali",0050,2013-09,93.3
"Beni strumentali",0050,2013-10,96.9
"Beni strumentali",0050,2013-11,93.3
"Beni strumentali",0050,2013-12,75.1
"Beni strumentali",0050,2014-01,80
"Beni strumentali",0050,2014-02,88
"Beni strumentali",0050,2014-03,98.7
"Beni strumentali",0050,2014-04,88.6
"Beni strumentali",0050,2014-05,94.9
"Beni strumentali",0050,2014-06,94
"Beni strumentali",0050,2014-07,98
"Beni strumentali",0050,2014-08,45.2
"Beni strumentali",0050,2014-09,91.6
"Beni strumentali",0050,2014-10,96.6
"Beni strumentali",0050,2014-11,92.2
"Beni strumentali",0050,2014-12,79.6
"Beni strumentali",0050,2015-01,79.4
"Beni strumentali",0050,2015-02,91.7
"Beni strumentali",0050,2015-03,101.5
"Beni strumentali",0050,2015-04,91.8
"Beni strumentali",0050,2015-05,101.3
"Beni strumentali",0050,2015-06,96.6
"Beni strumentali",0050,2015-07,103.3
"Beni strumentali",0050,2015-08,47.6
"Beni strumentali",0050,2015-09,98.5
"Beni strumentali",0050,2015-10,101.5
"Beni strumentali",0050,2015-11,96.4
"Beni strumentali",0050,2015-12,78
"Beni strumentali",0050,2016-01,85.4
"Beni strumentali",0050,2016-02,95.4
"Beni strumentali",0050,2016-03,105.1
"Beni strumentali",0050,2016-04,95.8
"Beni strumentali",0050,2016-05,101.4
"Beni strumentali",0050,2016-06,97.3
"Beni strumentali",0050,2016-07,103.8
"Beni strumentali",0050,2016-08,53.6
"Beni strumentali",0050,2016-09,99.5
"Beni strumentali",0050,2016-10,105.5
"Beni strumentali",0050,2016-11,100.1
"Beni strumentali",0050,2016-12,85.2
"Beni strumentali",0050,2017-01,84.1
"Beni strumentali",0050,2017-02,97
"Beni strumentali",0050,2017-03,109.8
"Beni strumentali",0050,2017-04,96.2
"Beni strumentali",0050,2017-05,109.5
"Beni strumentali",0050,2017-06,104.4
"Beni strumentali",0050,2017-07,111.1
"Beni strumentali",0050,2017-08,57.3
"Beni strumentali",0050,2017-09,105.1
"Beni strumentali",0050,2017-10,110
"Beni strumentali",0050,2017-11,106.5
"Beni strumentali",0050,2017-12,92.3
"Beni strumentali",0050,2018-01,91.4
"Beni strumentali",0050,2018-02,101.1
"Beni strumentali",0050,2018-03,113.6
"Beni strumentali",0050,2018-04,102
"Beni strumentali",0050,2018-05,113.3
"Beni strumentali",0050,2018-06,109.7
"Beni strumentali",0050,2018-07,111.9
"Beni strumentali",0050,2018-08,59.5
"Beni strumentali",0050,2018-09,108.1
"Beni strumentali",0050,2018-10,113
"Beni strumentali",0050,2018-11,104.7
"Beni strumentali",0050,2018-12,89.2
"Beni strumentali",0050,2019-01,91
"Beni strumentali",0050,2019-02,103.3
"Beni strumentali",0050,2019-03,114.7
"Beni strumentali",0050,2019-04,98.9
"Beni strumentali",0050,2019-05,113.1
"Beni strumentali",0050,2019-06,108.4
"Beni strumentali",0050,2019-07,109.3
"Beni strumentali",0050,2019-08,57.1
"Beni strumentali",0050,2019-09,106.7
"Beni strumentali",0050,2019-10,109.7
"Beni strumentali",0050,2019-11,104.9
"Beni strumentali",0050,2019-12,85.4
"Beni strumentali",0050,2020-01,93
"Beni strumentali",0050,2020-02,104.9
"Beni strumentali",0050,2020-03,69.4
"Beni strumentali",0050,2020-04,46.9
"Beni strumentali",0050,2020-05,87.3
"Beni strumentali",0050,2020-06,90.6
"Beni strumentali",0050,2020-07,101.9
"Beni strumentali",0050,2020-08,57.3
"Beni strumentali",0050,2020-09,99.4
"Beni strumentali",0050,2020-10,108
"Beni strumentali",0050,2020-11,102.2
"Beni strumentali",0050,2020-12,84.2
"Beni strumentali",0050,2021-01,91.9
"Beni strumentali",0050,2021-02,100.5
"Beni strumentali",0050,2021-03,111.1
"Beni strumentali",0050,2021-04,102.8
"Beni strumentali",0050,2021-05,110.4
"Beni strumentali",0050,2021-06,106.2
"Beni strumentali",0050,2021-07,110.1
"Beni strumentali",0050,2021-08,60
"Beni strumentali",0050,2021-09,105.2
"Beni strumentali",0050,2021-10,109.1
"Beni strumentali",0050,2021-11,107.4
"Beni strumentali",0050,2021-12,85.3
"Beni strumentali",0050,2022-01,88.7
"Beni strumentali",0050,2022-02,103.5
"Beni strumentali",0050,2022-03,114.9
"Beni strumentali",0050,2022-04,103.6
"Beni strumentali",0050,2022-05,113
"Beni strumentali",0050,2022-06,102.9
"Beni strumentali",0050,2022-07,108.4
"Beni strumentali",0050,2022-08,60.9
"Beni strumentali",0050,2022-09,108
"Beni strumentali",0050,2022-10,113.1
"Beni strumentali",0050,2022-11,109.8
"Beni strumentali",0050,2022-12,94
"Beni strumentali",0050,2023-01,97.8
"Beni strumentali",0050,2023-02,109.1
"Beni strumentali",0050,2023-03,121.8
"Beni strumentali",0050,2023-04,105
"Beni strumentali",0050,2023-05,118.1
"Beni strumentali",0050,2023-06,112.8
"Beni strumentali",0050,2023-07,113.2
"Beni strumentali",0050,2023-08,61.5
"Beni strumentali",0050,2023-09,112.6
"Beni strumentali",0050,2023-10,116.5
"Beni strumentali",0050,2023-11,112.2
"Beni strumentali",0050,2023-12,95
"Beni strumentali",0050,2024-01,91.2
"Beni strumentali",0050,2024-02,110.1
"Beni strumentali",0050,2024-03,114.5
"Beni strumentali",0050,2024-04,100.4
"Beni strumentali",0050,2024-05,109.6
"Beni strumentali",0050,2024-06,107.2
"Beni strumentali",0050,2024-07,107.7
"Beni strumentali",0050,2024-08,56.5
"Beni strumentali",0050,2024-09,105.8
"Beni strumentali",0050,2024-10,110
"Beni strumentali",0050,2024-11,105.7
"Beni strumentali",0050,2024-12,83.8
"Beni strumentali",0050,2025-01,90.1
"Beni strumentali",0050,2025-02,99.4
"Beni strumentali",0050,2025-03,111.3
"Beni strumentali",0050,2025-04,99
"Beni strumentali",0050,2025-05,109.8
"Beni strumentali",0050,2025-06,106.3
"Beni strumentali",0050,2025-07,110.2
"Beni strumentali",0050,2025-08,56.3
"Beni strumentali",0050,2025-09,106.8
"Beni strumentali",0050,2025-10,109.1
"Beni strumentali",0050,2025-11,108.8
"Beni strumentali",0050,2025-12,89.9
"Beni strumentali",0050,2026-01,89.7
"Beni strumentali",0050,2026-02,103.5
"Beni strumentali",0050,2026-03,117.7
"Beni consumo durevoli",0060,2000-01,122.7
"Beni consumo durevoli",0060,2000-02,140.6
"Beni consumo durevoli",0060,2000-03,152.5
"Beni consumo durevoli",0060,2000-04,139.8
"Beni consumo durevoli",0060,2000-05,157.8
"Beni consumo durevoli",0060,2000-06,159.9
"Beni consumo durevoli",0060,2000-07,170.3
"Beni consumo durevoli",0060,2000-08,43.5
"Beni consumo durevoli",0060,2000-09,158
"Beni consumo durevoli",0060,2000-10,157.4
"Beni consumo durevoli",0060,2000-11,153.2
"Beni consumo durevoli",0060,2000-12,147.7
"Beni consumo durevoli",0060,2001-01,119.2
"Beni consumo durevoli",0060,2001-02,145.2
"Beni consumo durevoli",0060,2001-03,164.7
"Beni consumo durevoli",0060,2001-04,137.3
"Beni consumo durevoli",0060,2001-05,154.1
"Beni consumo durevoli",0060,2001-06,150.5
"Beni consumo durevoli",0060,2001-07,155.6
"Beni consumo durevoli",0060,2001-08,48.1
"Beni consumo durevoli",0060,2001-09,152.5
"Beni consumo durevoli",0060,2001-10,158.9
"Beni consumo durevoli",0060,2001-11,150.2
"Beni consumo durevoli",0060,2001-12,123.9
"Beni consumo durevoli",0060,2002-01,115.9
"Beni consumo durevoli",0060,2002-02,137
"Beni consumo durevoli",0060,2002-03,154.5
"Beni consumo durevoli",0060,2002-04,128.1
"Beni consumo durevoli",0060,2002-05,151.2
"Beni consumo durevoli",0060,2002-06,144.8
"Beni consumo durevoli",0060,2002-07,154.2
"Beni consumo durevoli",0060,2002-08,48.1
"Beni consumo durevoli",0060,2002-09,149.6
"Beni consumo durevoli",0060,2002-10,157.9
"Beni consumo durevoli",0060,2002-11,152.2
"Beni consumo durevoli",0060,2002-12,117.1
"Beni consumo durevoli",0060,2003-01,115.2
"Beni consumo durevoli",0060,2003-02,125.9
"Beni consumo durevoli",0060,2003-03,138.5
"Beni consumo durevoli",0060,2003-04,123.7
"Beni consumo durevoli",0060,2003-05,134.5
"Beni consumo durevoli",0060,2003-06,137.7
"Beni consumo durevoli",0060,2003-07,155.6
"Beni consumo durevoli",0060,2003-08,47.3
"Beni consumo durevoli",0060,2003-09,148.1
"Beni consumo durevoli",0060,2003-10,159.4
"Beni consumo durevoli",0060,2003-11,149
"Beni consumo durevoli",0060,2003-12,125.8
"Beni consumo durevoli",0060,2004-01,115.2
"Beni consumo durevoli",0060,2004-02,138.4
"Beni consumo durevoli",0060,2004-03,150.7
"Beni consumo durevoli",0060,2004-04,134.1
"Beni consumo durevoli",0060,2004-05,143.8
"Beni consumo durevoli",0060,2004-06,138.8
"Beni consumo durevoli",0060,2004-07,154.2
"Beni consumo durevoli",0060,2004-08,41.8
"Beni consumo durevoli",0060,2004-09,144.4
"Beni consumo durevoli",0060,2004-10,150.6
"Beni consumo durevoli",0060,2004-11,140.6
"Beni consumo durevoli",0060,2004-12,119.8
"Beni consumo durevoli",0060,2005-01,106.6
"Beni consumo durevoli",0060,2005-02,129
"Beni consumo durevoli",0060,2005-03,138.3
"Beni consumo durevoli",0060,2005-04,132.5
"Beni consumo durevoli",0060,2005-05,149.4
"Beni consumo durevoli",0060,2005-06,140
"Beni consumo durevoli",0060,2005-07,152.4
"Beni consumo durevoli",0060,2005-08,50.3
"Beni consumo durevoli",0060,2005-09,142.5
"Beni consumo durevoli",0060,2005-10,144.4
"Beni consumo durevoli",0060,2005-11,141.9
"Beni consumo durevoli",0060,2005-12,116.2
"Beni consumo durevoli",0060,2006-01,99.9
"Beni consumo durevoli",0060,2006-02,126.2
"Beni consumo durevoli",0060,2006-03,148.8
"Beni consumo durevoli",0060,2006-04,123
"Beni consumo durevoli",0060,2006-05,151.7
"Beni consumo durevoli",0060,2006-06,140.9
"Beni consumo durevoli",0060,2006-07,148.9
"Beni consumo durevoli",0060,2006-08,46.6
"Beni consumo durevoli",0060,2006-09,137.2
"Beni consumo durevoli",0060,2006-10,150
"Beni consumo durevoli",0060,2006-11,144.8
"Beni consumo durevoli",0060,2006-12,124.8
"Beni consumo durevoli",0060,2007-01,106.6
"Beni consumo durevoli",0060,2007-02,128.3
"Beni consumo durevoli",0060,2007-03,141.8
"Beni consumo durevoli",0060,2007-04,129.5
"Beni consumo durevoli",0060,2007-05,146.4
"Beni consumo durevoli",0060,2007-06,138.9
"Beni consumo durevoli",0060,2007-07,155
"Beni consumo durevoli",0060,2007-08,55
"Beni consumo durevoli",0060,2007-09,143.3
"Beni consumo durevoli",0060,2007-10,153.1
"Beni consumo durevoli",0060,2007-11,141.8
"Beni consumo durevoli",0060,2007-12,109.9
"Beni consumo durevoli",0060,2008-01,108.9
"Beni consumo durevoli",0060,2008-02,131.7
"Beni consumo durevoli",0060,2008-03,141.1
"Beni consumo durevoli",0060,2008-04,133.3
"Beni consumo durevoli",0060,2008-05,146.3
"Beni consumo durevoli",0060,2008-06,142.6
"Beni consumo durevoli",0060,2008-07,151.7
"Beni consumo durevoli",0060,2008-08,42.9
"Beni consumo durevoli",0060,2008-09,135.3
"Beni consumo durevoli",0060,2008-10,146.7
"Beni consumo durevoli",0060,2008-11,122.2
"Beni consumo durevoli",0060,2008-12,99.4
"Beni consumo durevoli",0060,2009-01,91.4
"Beni consumo durevoli",0060,2009-02,101.9
"Beni consumo durevoli",0060,2009-03,113.7
"Beni consumo durevoli",0060,2009-04,108.1
"Beni consumo durevoli",0060,2009-05,109.9
"Beni consumo durevoli",0060,2009-06,106
"Beni consumo durevoli",0060,2009-07,120.2
"Beni consumo durevoli",0060,2009-08,33.5
"Beni consumo durevoli",0060,2009-09,116.9
"Beni consumo durevoli",0060,2009-10,125.1
"Beni consumo durevoli",0060,2009-11,117.1
"Beni consumo durevoli",0060,2009-12,85.4
"Beni consumo durevoli",0060,2010-01,85.8
"Beni consumo durevoli",0060,2010-02,102.3
"Beni consumo durevoli",0060,2010-03,113.4
"Beni consumo durevoli",0060,2010-04,103.8
"Beni consumo durevoli",0060,2010-05,114.1
"Beni consumo durevoli",0060,2010-06,109.4
"Beni consumo durevoli",0060,2010-07,123.9
"Beni consumo durevoli",0060,2010-08,31
"Beni consumo durevoli",0060,2010-09,110.4
"Beni consumo durevoli",0060,2010-10,117.8
"Beni consumo durevoli",0060,2010-11,116.7
"Beni consumo durevoli",0060,2010-12,88.1
"Beni consumo durevoli",0060,2011-01,78
"Beni consumo durevoli",0060,2011-02,97.2
"Beni consumo durevoli",0060,2011-03,106.6
"Beni consumo durevoli",0060,2011-04,109.8
"Beni consumo durevoli",0060,2011-05,113.6
"Beni consumo durevoli",0060,2011-06,109.9
"Beni consumo durevoli",0060,2011-07,124.1
"Beni consumo durevoli",0060,2011-08,37.7
"Beni consumo durevoli",0060,2011-09,102.2
"Beni consumo durevoli",0060,2011-10,108.3
"Beni consumo durevoli",0060,2011-11,104.5
"Beni consumo durevoli",0060,2011-12,81.5
"Beni consumo durevoli",0060,2012-01,74
"Beni consumo durevoli",0060,2012-02,89.8
"Beni consumo durevoli",0060,2012-03,100.5
"Beni consumo durevoli",0060,2012-04,95.3
"Beni consumo durevoli",0060,2012-05,103.8
"Beni consumo durevoli",0060,2012-06,100.4
"Beni consumo durevoli",0060,2012-07,106.8
"Beni consumo durevoli",0060,2012-08,35
"Beni consumo durevoli",0060,2012-09,97.6
"Beni consumo durevoli",0060,2012-10,105.6
"Beni consumo durevoli",0060,2012-11,99.6
"Beni consumo durevoli",0060,2012-12,78.8
"Beni consumo durevoli",0060,2013-01,68.2
"Beni consumo durevoli",0060,2013-02,85.9
"Beni consumo durevoli",0060,2013-03,98.1
"Beni consumo durevoli",0060,2013-04,86.2
"Beni consumo durevoli",0060,2013-05,96
"Beni consumo durevoli",0060,2013-06,94.2
"Beni consumo durevoli",0060,2013-07,99.7
"Beni consumo durevoli",0060,2013-08,34.1
"Beni consumo durevoli",0060,2013-09,89.9
"Beni consumo durevoli",0060,2013-10,96.8
"Beni consumo durevoli",0060,2013-11,90.7
"Beni consumo durevoli",0060,2013-12,72.8
"Beni consumo durevoli",0060,2014-01,68.7
"Beni consumo durevoli",0060,2014-02,83.5
"Beni consumo durevoli",0060,2014-03,95.4
"Beni consumo durevoli",0060,2014-04,88.6
"Beni consumo durevoli",0060,2014-05,93.7
"Beni consumo durevoli",0060,2014-06,96.5
"Beni consumo durevoli",0060,2014-07,99.5
"Beni consumo durevoli",0060,2014-08,34.1
"Beni consumo durevoli",0060,2014-09,88
"Beni consumo durevoli",0060,2014-10,97.7
"Beni consumo durevoli",0060,2014-11,95.8
"Beni consumo durevoli",0060,2014-12,79.4
"Beni consumo durevoli",0060,2015-01,71.2
"Beni consumo durevoli",0060,2015-02,84
"Beni consumo durevoli",0060,2015-03,91.1
"Beni consumo durevoli",0060,2015-04,86.1
"Beni consumo durevoli",0060,2015-05,91.3
"Beni consumo durevoli",0060,2015-06,89.7
"Beni consumo durevoli",0060,2015-07,100.9
"Beni consumo durevoli",0060,2015-08,42.1
"Beni consumo durevoli",0060,2015-09,89.4
"Beni consumo durevoli",0060,2015-10,100.9
"Beni consumo durevoli",0060,2015-11,94.1
"Beni consumo durevoli",0060,2015-12,74.8
"Beni consumo durevoli",0060,2016-01,74.6
"Beni consumo durevoli",0060,2016-02,91.2
"Beni consumo durevoli",0060,2016-03,100.4
"Beni consumo durevoli",0060,2016-04,90.9
"Beni consumo durevoli",0060,2016-05,97.9
"Beni consumo durevoli",0060,2016-06,89.3
"Beni consumo durevoli",0060,2016-07,103.4
"Beni consumo durevoli",0060,2016-08,40.5
"Beni consumo durevoli",0060,2016-09,90.4
"Beni consumo durevoli",0060,2016-10,97.5
"Beni consumo durevoli",0060,2016-11,95.6
"Beni consumo durevoli",0060,2016-12,81.5
"Beni consumo durevoli",0060,2017-01,71.3
"Beni consumo durevoli",0060,2017-02,93.9
"Beni consumo durevoli",0060,2017-03,102.3
"Beni consumo durevoli",0060,2017-04,90.9
"Beni consumo durevoli",0060,2017-05,104
"Beni consumo durevoli",0060,2017-06,95.9
"Beni consumo durevoli",0060,2017-07,108.8
"Beni consumo durevoli",0060,2017-08,43
"Beni consumo durevoli",0060,2017-09,100.5
"Beni consumo durevoli",0060,2017-10,104.5
"Beni consumo durevoli",0060,2017-11,104.2
"Beni consumo durevoli",0060,2017-12,92.1
"Beni consumo durevoli",0060,2018-01,75.4
"Beni consumo durevoli",0060,2018-02,91.9
"Beni consumo durevoli",0060,2018-03,106.9
"Beni consumo durevoli",0060,2018-04,93.9
"Beni consumo durevoli",0060,2018-05,101.5
"Beni consumo durevoli",0060,2018-06,96.2
"Beni consumo durevoli",0060,2018-07,101.1
"Beni consumo durevoli",0060,2018-08,44.7
"Beni consumo durevoli",0060,2018-09,95.8
"Beni consumo durevoli",0060,2018-10,106
"Beni consumo durevoli",0060,2018-11,100.9
"Beni consumo durevoli",0060,2018-12,84.9
"Beni consumo durevoli",0060,2019-01,75.5
"Beni consumo durevoli",0060,2019-02,93
"Beni consumo durevoli",0060,2019-03,104.2
"Beni consumo durevoli",0060,2019-04,91.2
"Beni consumo durevoli",0060,2019-05,104.5
"Beni consumo durevoli",0060,2019-06,97.1
"Beni consumo durevoli",0060,2019-07,107.7
"Beni consumo durevoli",0060,2019-08,47.4
"Beni consumo durevoli",0060,2019-09,97.3
"Beni consumo durevoli",0060,2019-10,104.7
"Beni consumo durevoli",0060,2019-11,103.1
"Beni consumo durevoli",0060,2019-12,84
"Beni consumo durevoli",0060,2020-01,83.4
"Beni consumo durevoli",0060,2020-02,95.4
"Beni consumo durevoli",0060,2020-03,52.7
"Beni consumo durevoli",0060,2020-04,11.6
"Beni consumo durevoli",0060,2020-05,71.8
"Beni consumo durevoli",0060,2020-06,86.9
"Beni consumo durevoli",0060,2020-07,102.8
"Beni consumo durevoli",0060,2020-08,58.5
"Beni consumo durevoli",0060,2020-09,104.5
"Beni consumo durevoli",0060,2020-10,117.7
"Beni consumo durevoli",0060,2020-11,104.2
"Beni consumo durevoli",0060,2020-12,89.1
"Beni consumo durevoli",0060,2021-01,87.3
"Beni consumo durevoli",0060,2021-02,101
"Beni consumo durevoli",0060,2021-03,111.3
"Beni consumo durevoli",0060,2021-04,101.7
"Beni consumo durevoli",0060,2021-05,110.4
"Beni consumo durevoli",0060,2021-06,105.3
"Beni consumo durevoli",0060,2021-07,112.8
"Beni consumo durevoli",0060,2021-08,48.7
"Beni consumo durevoli",0060,2021-09,104.5
"Beni consumo durevoli",0060,2021-10,116.1
"Beni consumo durevoli",0060,2021-11,112.4
"Beni consumo durevoli",0060,2021-12,88.5
"Beni consumo durevoli",0060,2022-01,81.4
"Beni consumo durevoli",0060,2022-02,107.5
