categoria,codice,mese,indice
"Beni consumo durevoli",0060,2022-03,120.8
"Beni consumo durevoli",0060,2022-04,108.9
"Beni consumo durevoli",0060,2022-05,119.5
"Beni consumo durevoli",0060,2022-06,111.6
"Beni consumo durevoli",0060,2022-07,116.5
"Beni consumo durevoli",0060,2022-08,51.6
"Beni consumo durevoli",0060,2022-09,104.2
"Beni consumo durevoli",0060,2022-10,111
"Beni consumo durevoli",0060,2022-11,108.4
"Beni consumo durevoli",0060,2022-12,85.2
"Beni consumo durevoli",0060,2023-01,85.3
"Beni consumo durevoli",0060,2023-02,100.9
"Beni consumo durevoli",0060,2023-03,114.1
"Beni consumo durevoli",0060,2023-04,99.6
"Beni consumo durevoli",0060,2023-05,110.1
"Beni consumo durevoli",0060,2023-06,103.3
"Beni consumo durevoli",0060,2023-07,103.7
"Beni consumo durevoli",0060,2023-08,48.2
"Beni consumo durevoli",0060,2023-09,96.5
"Beni consumo durevoli",0060,2023-10,106.2
"Beni consumo durevoli",0060,2023-11,98.8
"Beni consumo durevoli",0060,2023-12,83.9
"Beni consumo durevoli",0060,2024-01,76.7
"Beni consumo durevoli",0060,2024-02,97.5
"Beni consumo durevoli",0060,2024-03,106.1
"Beni consumo durevoli",0060,2024-04,91.7
"Beni consumo durevoli",0060,2024-05,105.8
"Beni consumo durevoli",0060,2024-06,98.5
"Beni consumo durevoli",0060,2024-07,103.1
"Beni consumo durevoli",0060,2024-08,45.6
"Beni consumo durevoli",0060,2024-09,96.6
"Beni consumo durevoli",0060,2024-10,105.4
"Beni consumo durevoli",0060,2024-11,101.9
"Beni consumo durevoli",0060,2024-12,79
"Beni consumo durevoli",0060,2025-01,81.1
"Beni consumo durevoli",0060,2025-02,94.8
"Beni consumo durevoli",0060,2025-03,106.7
"Beni consumo durevoli",0060,2025-04,97.2
"Beni consumo durevoli",0060,2025-05,104.4
"Beni consumo durevoli",0060,2025-06,97
"Beni consumo durevoli",0060,2025-07,104.4
"Beni consumo durevoli",0060,2025-08,43.7
"Beni consumo durevoli",0060,2025-09,94.5
"Beni consumo durevoli",0060,2025-10,103.3
"Beni consumo durevoli",0060,2025-11,96.6
"Beni consumo durevoli",0060,2025-12,75.3
"Beni consumo durevoli",0060,2026-01,76.7
"Beni consumo durevoli",0060,2026-02,88.7
"Beni consumo durevoli",0060,2026-03,94.7
"Beni consumo non durevoli",0070,2000-01,98.7
"Beni consumo non durevoli",0070,2000-02,112.4
"Beni consumo non durevoli",0070,2000-03,119.4
"Beni consumo non durevoli",0070,2000-04,105
"Beni consumo non durevoli",0070,2000-05,117
"Beni consumo non durevoli",0070,2000-06,116.4
"Beni consumo non durevoli",0070,2000-07,120.9
"Beni consumo non durevoli",0070,2000-08,75.4
"Beni consumo non durevoli",0070,2000-09,123.8
"Beni consumo non durevoli",0070,2000-10,125.4
"Beni consumo non durevoli",0070,2000-11,123.5
"Beni consumo non durevoli",0070,2000-12,106.4
"Beni consumo non durevoli",0070,2001-01,110.9
"Beni consumo non durevoli",0070,2001-02,118.6
"Beni consumo non durevoli",0070,2001-03,123.7
"Beni consumo non durevoli",0070,2001-04,105
"Beni consumo non durevoli",0070,2001-05,117.7
"Beni consumo non durevoli",0070,2001-06,118.8
"Beni consumo non durevoli",0070,2001-07,123.6
"Beni consumo non durevoli",0070,2001-08,73
"Beni consumo non durevoli",0070,2001-09,122.1
"Beni consumo non durevoli",0070,2001-10,122.6
"Beni consumo non durevoli",0070,2001-11,115.8
"Beni consumo non durevoli",0070,2001-12,99.2
"Beni consumo non durevoli",0070,2002-01,104.6
"Beni consumo non durevoli",0070,2002-02,114.6
"Beni consumo non durevoli",0070,2002-03,122
"Beni consumo non durevoli",0070,2002-04,100.7
"Beni consumo non durevoli",0070,2002-05,118.8
"Beni consumo non durevoli",0070,2002-06,114.3
"Beni consumo non durevoli",0070,2002-07,122
"Beni consumo non durevoli",0070,2002-08,72.2
"Beni consumo non durevoli",0070,2002-09,119.7
"Beni consumo non durevoli",0070,2002-10,121.3
"Beni consumo non durevoli",0070,2002-11,117.9
"Beni consumo non durevoli",0070,2002-12,101
"Beni consumo non durevoli",0070,2003-01,105.1
"Beni consumo non durevoli",0070,2003-02,113.7
"Beni consumo non durevoli",0070,2003-03,120
"Beni consumo non durevoli",0070,2003-04,107.3
"Beni consumo non durevoli",0070,2003-05,113.1
"Beni consumo non durevoli",0070,2003-06,115.6
"Beni consumo non durevoli",0070,2003-07,126.3
"Beni consumo non durevoli",0070,2003-08,73.3
"Beni consumo non durevoli",0070,2003-09,119.1
"Beni consumo non durevoli",0070,2003-10,120.1
"Beni consumo non durevoli",0070,2003-11,120.2
"Beni consumo non durevoli",0070,2003-12,101.1
"Beni consumo non durevoli",0070,2004-01,105.6
"Beni consumo non durevoli",0070,2004-02,115.4
"Beni consumo non durevoli",0070,2004-03,119.7
"Beni consumo non durevoli",0070,2004-04,106.4
"Beni consumo non durevoli",0070,2004-05,117.2
"Beni consumo non durevoli",0070,2004-06,112.8
"Beni consumo non durevoli",0070,2004-07,122.5
"Beni consumo non durevoli",0070,2004-08,71.5
"Beni consumo non durevoli",0070,2004-09,117.9
"Beni consumo non durevoli",0070,2004-10,119.1
"Beni consumo non durevoli",0070,2004-11,113.6
"Beni consumo non durevoli",0070,2004-12,97
"Beni consumo non durevoli",0070,2005-01,100.5
"Beni consumo non durevoli",0070,2005-02,108.4
"Beni consumo non durevoli",0070,2005-03,111.9
"Beni consumo non durevoli",0070,2005-04,100.6
"Beni consumo non durevoli",0070,2005-05,108.8
"Beni consumo non durevoli",0070,2005-06,110
"Beni consumo non durevoli",0070,2005-07,116.5
"Beni consumo non durevoli",0070,2005-08,75.5
"Beni consumo non durevoli",0070,2005-09,119.3
"Beni consumo non durevoli",0070,2005-10,119.7
"Beni consumo non durevoli",0070,2005-11,115.5
"Beni consumo non durevoli",0070,2005-12,101.3
"Beni consumo non durevoli",0070,2006-01,99.7
"Beni consumo non durevoli",0070,2006-02,109.7
"Beni consumo non durevoli",0070,2006-03,116.2
"Beni consumo non durevoli",0070,2006-04,103.5
"Beni consumo non durevoli",0070,2006-05,118.4
"Beni consumo non durevoli",0070,2006-06,117.1
"Beni consumo non durevoli",0070,2006-07,121.5
"Beni consumo non durevoli",0070,2006-08,78.5
"Beni consumo non durevoli",0070,2006-09,122.1
"Beni consumo non durevoli",0070,2006-10,122.8
"Beni consumo non durevoli",0070,2006-11,120
"Beni consumo non durevoli",0070,2006-12,106.7
"Beni consumo non durevoli",0070,2007-01,106.6
"Beni consumo non durevoli",0070,2007-02,114.6
"Beni consumo non durevoli",0070,2007-03,121.7
"Beni consumo non durevoli",0070,2007-04,103.4
"Beni consumo non durevoli",0070,2007-05,117.3
"Beni consumo non durevoli",0070,2007-06,112.4
"Beni consumo non durevoli",0070,2007-07,119.9
"Beni consumo non durevoli",0070,2007-08,81.3
"Beni consumo non durevoli",0070,2007-09,120.4
"Beni consumo non durevoli",0070,2007-10,122.9
"Beni consumo non durevoli",0070,2007-11,120.4
"Beni consumo non durevoli",0070,2007-12,101.7
"Beni consumo non durevoli",0070,2008-01,109.2
"Beni consumo non durevoli",0070,2008-02,115.2
"Beni consumo non durevoli",0070,2008-03,119.4
"Beni consumo non durevoli",0070,2008-04,106.9
"Beni consumo non durevoli",0070,2008-05,114.1
"Beni consumo non durevoli",0070,2008-06,117.4
"Beni consumo non durevoli",0070,2008-07,121.6
"Beni consumo non durevoli",0070,2008-08,79.8
"Beni consumo non durevoli",0070,2008-09,116.5
"Beni consumo non durevoli",0070,2008-10,118.1
"Beni consumo non durevoli",0070,2008-11,119.3
"Beni consumo non durevoli",0070,2008-12,101.3
"Beni consumo non durevoli",0070,2009-01,100.7
"Beni consumo non durevoli",0070,2009-02,107.8
"Beni consumo non durevoli",0070,2009-03,105.5
"Beni consumo non durevoli",0070,2009-04,94.6
"Beni consumo non durevoli",0070,2009-05,112.1
"Beni consumo non durevoli",0070,2009-06,111.3
"Beni consumo non durevoli",0070,2009-07,119.7
"Beni consumo non durevoli",0070,2009-08,78
"Beni consumo non durevoli",0070,2009-09,113.5
"Beni consumo non durevoli",0070,2009-10,114.8
"Beni consumo non durevoli",0070,2009-11,115.7
"Beni consumo non durevoli",0070,2009-12,102.8
"Beni consumo non durevoli",0070,2010-01,102.4
"Beni consumo non durevoli",0070,2010-02,107.1
"Beni consumo non durevoli",0070,2010-03,114.5
"Beni consumo non durevoli",0070,2010-04,99.5
"Beni consumo non durevoli",0070,2010-05,115.2
"Beni consumo non durevoli",0070,2010-06,117
"Beni consumo non durevoli",0070,2010-07,124.7
"Beni consumo non durevoli",0070,2010-08,80.8
"Beni consumo non durevoli",0070,2010-09,119
"Beni consumo non durevoli",0070,2010-10,117.9
"Beni consumo non durevoli",0070,2010-11,113.1
"Beni consumo non durevoli",0070,2010-12,96.8
"Beni consumo non durevoli",0070,2011-01,97.8
"Beni consumo non durevoli",0070,2011-02,106.6
"Beni consumo non durevoli",0070,2011-03,117.3
"Beni consumo non durevoli",0070,2011-04,104.4
"Beni consumo non durevoli",0070,2011-05,116.3
"Beni consumo non durevoli",0070,2011-06,112.2
"Beni consumo non durevoli",0070,2011-07,120.7
"Beni consumo non durevoli",0070,2011-08,83.2
"Beni consumo non durevoli",0070,2011-09,112.7
"Beni consumo non durevoli",0070,2011-10,112.4
"Beni consumo non durevoli",0070,2011-11,112
"Beni consumo non durevoli",0070,2011-12,96.6
"Beni consumo non durevoli",0070,2012-01,95.1
"Beni consumo non durevoli",0070,2012-02,99.9
"Beni consumo non durevoli",0070,2012-03,111.8
"Beni consumo non durevoli",0070,2012-04,95.8
"Beni consumo non durevoli",0070,2012-05,112.4
"Beni consumo non durevoli",0070,2012-06,106.9
"Beni consumo non durevoli",0070,2012-07,118.2
"Beni consumo non durevoli",0070,2012-08,80.4
"Beni consumo non durevoli",0070,2012-09,113.7
"Beni consumo non durevoli",0070,2012-10,109.1
"Beni consumo non durevoli",0070,2012-11,106.4
"Beni consumo non durevoli",0070,2012-12,90.2
"Beni consumo non durevoli",0070,2013-01,98.5
"Beni consumo non durevoli",0070,2013-02,100.8
"Beni consumo non durevoli",0070,2013-03,104.8
"Beni consumo non durevoli",0070,2013-04,90.5
"Beni consumo non durevoli",0070,2013-05,109.6
"Beni consumo non durevoli",0070,2013-06,103.7
"Beni consumo non durevoli",0070,2013-07,115.6
"Beni consumo non durevoli",0070,2013-08,78.4
"Beni consumo non durevoli",0070,2013-09,110.8
"Beni consumo non durevoli",0070,2013-10,111.9
"Beni consumo non durevoli",0070,2013-11,106.2
"Beni consumo non durevoli",0070,2013-12,89.2
"Beni consumo non durevoli",0070,2014-01,97.3
"Beni consumo non durevoli",0070,2014-02,102.5
"Beni consumo non durevoli",0070,2014-03,103.6
"Beni consumo non durevoli",0070,2014-04,93.3
"Beni consumo non durevoli",0070,2014-05,107.1
"Beni consumo non durevoli",0070,2014-06,106.8
"Beni consumo non durevoli",0070,2014-07,115.3
"Beni consumo non durevoli",0070,2014-08,79.8
"Beni consumo non durevoli",0070,2014-09,107.6
"Beni consumo non durevoli",0070,2014-10,107.4
"Beni consumo non durevoli",0070,2014-11,106.6
"Beni consumo non durevoli",0070,2014-12,88.9
"Beni consumo non durevoli",0070,2015-01,97.3
"Beni consumo non durevoli",0070,2015-02,97.5
"Beni consumo non durevoli",0070,2015-03,105.8
"Beni consumo non durevoli",0070,2015-04,93.2
"Beni consumo non durevoli",0070,2015-05,109.4
"Beni consumo non durevoli",0070,2015-06,106.8
"Beni consumo non durevoli",0070,2015-07,115.4
"Beni consumo non durevoli",0070,2015-08,78
"Beni consumo non durevoli",0070,2015-09,105.6
"Beni consumo non durevoli",0070,2015-10,107.2
"Beni consumo non durevoli",0070,2015-11,110.3
"Beni consumo non durevoli",0070,2015-12,91.3
"Beni consumo non durevoli",0070,2016-01,99
"Beni consumo non durevoli",0070,2016-02,99.1
"Beni consumo non durevoli",0070,2016-03,103.3
"Beni consumo non durevoli",0070,2016-04,94.5
"Beni consumo non durevoli",0070,2016-05,106
"Beni consumo non durevoli",0070,2016-06,104.2
"Beni consumo non durevoli",0070,2016-07,116
"Beni consumo non durevoli",0070,2016-08,78.6
"Beni consumo non durevoli",0070,2016-09,109.4
"Beni consumo non durevoli",0070,2016-10,109.5
"Beni consumo non durevoli",0070,2016-11,108.8
"Beni consumo non durevoli",0070,2016-12,93
"Beni consumo non durevoli",0070,2017-01,95
"Beni consumo non durevoli",0070,2017-02,96.2
"Beni consumo non durevoli",0070,2017-03,109.6
"Beni consumo non durevoli",0070,2017-04,96.8
"Beni consumo non durevoli",0070,2017-05,108.2
"Beni consumo non durevoli",0070,2017-06,109.9
"Beni consumo non durevoli",0070,2017-07,119.6
"Beni consumo non durevoli",0070,2017-08,82.4
"Beni consumo non durevoli",0070,2017-09,111.1
"Beni consumo non durevoli",0070,2017-10,112.1
"Beni consumo non durevoli",0070,2017-11,110.3
"Beni consumo non durevoli",0070,2017-12,97
"Beni consumo non durevoli",0070,2018-01,105.6
"Beni consumo non durevoli",0070,2018-02,101.5
"Beni consumo non durevoli",0070,2018-03,113.5
"Beni consumo non durevoli",0070,2018-04,98.5
"Beni consumo non durevoli",0070,2018-05,111.2
"Beni consumo non durevoli",0070,2018-06,109.9
"Beni consumo non durevoli",0070,2018-07,118.3
"Beni consumo non durevoli",0070,2018-08,80.9
"Beni consumo non durevoli",0070,2018-09,112.7
"Beni consumo non durevoli",0070,2018-10,114.5
"Beni consumo non durevoli",0070,2018-11,112.1
"Beni consumo non durevoli",0070,2018-12,90.5
"Beni consumo non durevoli",0070,2019-01,103.3
"Beni consumo non durevoli",0070,2019-02,107.1
"Beni consumo non durevoli",0070,2019-03,113.2
"Beni consumo non durevoli",0070,2019-04,98
"Beni consumo non durevoli",0070,2019-05,112.2
"Beni consumo non durevoli",0070,2019-06,108.8
"Beni consumo non durevoli",0070,2019-07,118
"Beni consumo non durevoli",0070,2019-08,80.9
"Beni consumo non durevoli",0070,2019-09,113.1
"Beni consumo non durevoli",0070,2019-10,116.2
"Beni consumo non durevoli",0070,2019-11,113.1
"Beni consumo non durevoli",0070,2019-12,90.1
"Beni consumo non durevoli",0070,2020-01,102
"Beni consumo non durevoli",0070,2020-02,102.2
"Beni consumo non durevoli",0070,2020-03,88.5
"Beni consumo non durevoli",0070,2020-04,66.9
"Beni consumo non durevoli",0070,2020-05,93.2
"Beni consumo non durevoli",0070,2020-06,95.9
"Beni consumo non durevoli",0070,2020-07,108.2
"Beni consumo non durevoli",0070,2020-08,78.1
"Beni consumo non durevoli",0070,2020-09,104.8
"Beni consumo non durevoli",0070,2020-10,107.3
"Beni consumo non durevoli",0070,2020-11,99.2
"Beni consumo non durevoli",0070,2020-12,77.8
"Beni consumo non durevoli",0070,2021-01,91.6
"Beni consumo non durevoli",0070,2021-02,98.5
"Beni consumo non durevoli",0070,2021-03,104.5
"Beni consumo non durevoli",0070,2021-04,91.1
"Beni consumo non durevoli",0070,2021-05,101.9
"Beni consumo non durevoli",0070,2021-06,103.4
"Beni consumo non durevoli",0070,2021-07,113.2
"Beni consumo non durevoli",0070,2021-08,75.7
"Beni consumo non durevoli",0070,2021-09,111.8
"Beni consumo non durevoli",0070,2021-10,111.3
"Beni consumo non durevoli",0070,2021-11,109.1
"Beni consumo non durevoli",0070,2021-12,87.9
"Beni consumo non durevoli",0070,2022-01,90.6
"Beni consumo non durevoli",0070,2022-02,104.4
"Beni consumo non durevoli",0070,2022-03,113.9
"Beni consumo non durevoli",0070,2022-04,102.7
"Beni consumo non durevoli",0070,2022-05,110.2
"Beni consumo non durevoli",0070,2022-06,105
"Beni consumo non durevoli",0070,2022-07,112.8
"Beni consumo non durevoli",0070,2022-08,81.9
"Beni consumo non durevoli",0070,2022-09,115.3
"Beni consumo non durevoli",0070,2022-10,109.2
"Beni consumo non durevoli",0070,2022-11,106.4
"Beni consumo non durevoli",0070,2022-12,88.1
"Beni consumo non durevoli",0070,2023-01,95.8
"Beni consumo non durevoli",0070,2023-02,102.5
"Beni consumo non durevoli",0070,2023-03,107.5
"Beni consumo non durevoli",0070,2023-04,94.2
"Beni consumo non durevoli",0070,2023-05,105.6
"Beni consumo non durevoli",0070,2023-06,103
"Beni consumo non durevoli",0070,2023-07,109.8
"Beni consumo non durevoli",0070,2023-08,79.2
"Beni consumo non durevoli",0070,2023-09,108.3
"Beni consumo non durevoli",0070,2023-10,106
"Beni consumo non durevoli",0070,2023-11,100.8
"Beni consumo non durevoli",0070,2023-12,87
"Beni consumo non durevoli",0070,2024-01,91.6
"Beni consumo non durevoli",0070,2024-02,97.3
"Beni consumo non durevoli",0070,2024-03,102.9
"Beni consumo non durevoli",0070,2024-04,90.8
"Beni consumo non durevoli",0070,2024-05,102.2
"Beni consumo non durevoli",0070,2024-06,99.9
"Beni consumo non durevoli",0070,2024-07,103
"Beni consumo non durevoli",0070,2024-08,77.8
"Beni consumo non durevoli",0070,2024-09,103.2
"Beni consumo non durevoli",0070,2024-10,104.4
"Beni consumo non durevoli",0070,2024-11,102.3
"Beni consumo non durevoli",0070,2024-12,80.7
"Beni consumo non durevoli",0070,2025-01,91.5
"Beni consumo non durevoli",0070,2025-02,95.3
"Beni consumo non durevoli",0070,2025-03,99.4
"Beni consumo non durevoli",0070,2025-04,90.9
"Beni consumo non durevoli",0070,2025-05,100.2
"Beni consumo non durevoli",0070,2025-06,96.4
"Beni consumo non durevoli",0070,2025-07,106.2
"Beni consumo non durevoli",0070,2025-08,77.9
"Beni consumo non durevoli",0070,2025-09,106.3
"Beni consumo non durevoli",0070,2025-10,102.6
"Beni consumo non durevoli",0070,2025-11,101.9
"Beni consumo non durevoli",0070,2025-12,81.4
"Beni consumo non durevoli",0070,2026-01,88.7
"Beni consumo non durevoli",0070,2026-02,94
"Beni consumo non durevoli",0070,2026-03,99.7
"Beni di consumo",0080,2000-01,103
"Beni di consumo",0080,2000-02,117.1
"Beni di consumo",0080,2000-03,125.2
"Beni di consumo",0080,2000-04,110.9
"Beni di consumo",0080,2000-05,124
"Beni di consumo",0080,2000-06,123.9
"Beni di consumo",0080,2000-07,129
"Beni di consumo",0080,2000-08,70.9
"Beni di consumo",0080,2000-09,129.6
"Beni di consumo",0080,2000-10,131
"Beni di consumo",0080,2000-11,128.7
"Beni di consumo",0080,2000-12,113.2
"Beni di consumo",0080,2001-01,112.3
"Beni di consumo",0080,2001-02,123.3
"Beni di consumo",0080,2001-03,130.8
"Beni di consumo",0080,2001-04,110.6
"Beni di consumo",0080,2001-05,123.9
"Beni di consumo",0080,2001-06,124.2
"Beni di consumo",0080,2001-07,129.2
"Beni di consumo",0080,2001-08,68.8
"Beni di consumo",0080,2001-09,127.5
"Beni di consumo",0080,2001-10,128.8
"Beni di consumo",0080,2001-11,121.7
"Beni di consumo",0080,2001-12,103.5
"Beni di consumo",0080,2002-01,106.6
"Beni di consumo",0080,2002-02,118.6
"Beni di consumo",0080,2002-03,127.7
"Beni di consumo",0080,2002-04,105.4
"Beni di consumo",0080,2002-05,124.4
"Beni di consumo",0080,2002-06,119.6
"Beni di consumo",0080,2002-07,127.6
"Beni di consumo",0080,2002-08,68.1
"Beni di consumo",0080,2002-09,124.9
"Beni di consumo",0080,2002-10,127.5
"Beni di consumo",0080,2002-11,123.9
"Beni di consumo",0080,2002-12,103.8
"Beni di consumo",0080,2003-01,106.8
"Beni di consumo",0080,2003-02,116
"Beni di consumo",0080,2003-03,123.3
"Beni di consumo",0080,2003-04,110.2
"Beni di consumo",0080,2003-05,116.8
"Beni di consumo",0080,2003-06,119.4
"Beni di consumo",0080,2003-07,131.3
"Beni di consumo",0080,2003-08,68.9
"Beni di consumo",0080,2003-09,124.1
"Beni di consumo",0080,2003-10,126.8
"Beni di consumo",0080,2003-11,125.3
"Beni di consumo",0080,2003-12,105.4
"Beni di consumo",0080,2004-01,107.3
"Beni di consumo",0080,2004-02,119.1
"Beni di consumo",0080,2004-03,125.1
"Beni di consumo",0080,2004-04,111.1
"Beni di consumo",0080,2004-05,121.7
"Beni di consumo",0080,2004-06,117.3
"Beni di consumo",0080,2004-07,128
"Beni di consumo",0080,2004-08,66.5
"Beni di consumo",0080,2004-09,122.5
"Beni di consumo",0080,2004-10,124.5
"Beni di consumo",0080,2004-11,118.3
"Beni di consumo",0080,2004-12,100.9
"Beni di consumo",0080,2005-01,101.5
"Beni di consumo",0080,2005-02,112.1
"Beni di consumo",0080,2005-03,116.5
"Beni di consumo",0080,2005-04,106.2
"Beni di consumo",0080,2005-05,116
"Beni di consumo",0080,2005-06,115.3
"Beni di consumo",0080,2005-07,122.8
"Beni di consumo",0080,2005-08,70.9
"Beni di consumo",0080,2005-09,123.2
"Beni di consumo",0080,2005-10,124
"Beni di consumo",0080,2005-11,120
"Beni di consumo",0080,2005-12,103.9
"Beni di consumo",0080,2006-01,99.6
"Beni di consumo",0080,2006-02,112.6
"Beni di consumo",0080,2006-03,121.8
"Beni di consumo",0080,2006-04,106.9
"Beni di consumo",0080,2006-05,124.2
"Beni di consumo",0080,2006-06,121.2
"Beni di consumo",0080,2006-07,126.2
"Beni di consumo",0080,2006-08,72.6
"Beni di consumo",0080,2006-09,124.7
"Beni di consumo",0080,2006-10,127.6
"Beni di consumo",0080,2006-11,124.3
"Beni di consumo",0080,2006-12,109.9
"Beni di consumo",0080,2007-01,106.4
"Beni di consumo",0080,2007-02,117.1
"Beni di consumo",0080,2007-03,125.2
"Beni di consumo",0080,2007-04,108
"Beni di consumo",0080,2007-05,122.4
"Beni di consumo",0080,2007-06,117
"Beni di consumo",0080,2007-07,126.1
"Beni di consumo",0080,2007-08,76.4
"Beni di consumo",0080,2007-09,124.5
"Beni di consumo",0080,2007-10,128.1
"Beni di consumo",0080,2007-11,124
"Beni di consumo",0080,2007-12,103.1
"Beni di consumo",0080,2008-01,109
"Beni di consumo",0080,2008-02,117.7
"Beni di consumo",0080,2008-03,123.3
"Beni di consumo",0080,2008-04,111.5
"Beni di consumo",0080,2008-05,119.7
"Beni di consumo",0080,2008-06,121.8
"Beni di consumo",0080,2008-07,126.8
"Beni di consumo",0080,2008-08,73.1
"Beni di consumo",0080,2008-09,119.7
"Beni di consumo",0080,2008-10,123
"Beni di consumo",0080,2008-11,119.7
"Beni di consumo",0080,2008-12,100.8
"Beni di consumo",0080,2009-01,98.9
"Beni di consumo",0080,2009-02,106.7
"Beni di consumo",0080,2009-03,106.9
"Beni di consumo",0080,2009-04,96.9
"Beni di consumo",0080,2009-05,111.6
"Beni di consumo",0080,2009-06,110.2
"Beni di consumo",0080,2009-07,119.5
"Beni di consumo",0080,2009-08,69.9
"Beni di consumo",0080,2009-09,113.9
"Beni di consumo",0080,2009-10,116.5
"Beni di consumo",0080,2009-11,115.8
"Beni di consumo",0080,2009-12,99.4
"Beni di consumo",0080,2010-01,99.5
"Beni di consumo",0080,2010-02,106.1
"Beni di consumo",0080,2010-03,114
"Beni di consumo",0080,2010-04,99.9
"Beni di consumo",0080,2010-05,114.8
"Beni di consumo",0080,2010-06,115.5
"Beni di consumo",0080,2010-07,124.2
"Beni di consumo",0080,2010-08,72.5
"Beni di consumo",0080,2010-09,117.2
"Beni di consumo",0080,2010-10,117.7
"Beni di consumo",0080,2010-11,113.3
"Beni di consumo",0080,2010-12,95
"Beni di consumo",0080,2011-01,94.4
"Beni di consumo",0080,2011-02,104.9
"Beni di consumo",0080,2011-03,115.2
"Beni di consumo",0080,2011-04,104.9
"Beni di consumo",0080,2011-05,115.6
"Beni di consumo",0080,2011-06,111.5
"Beni di consumo",0080,2011-07,121
"Beni di consumo",0080,2011-08,75.5
"Beni di consumo",0080,2011-09,110.6
"Beni di consumo",0080,2011-10,111.6
"Beni di consumo",0080,2011-11,110.5
"Beni di consumo",0080,2011-12,93.9
"Beni di consumo",0080,2012-01,91.5
"Beni di consumo",0080,2012-02,97.7
"Beni di consumo",0080,2012-03,109.7
"Beni di consumo",0080,2012-04,95.5
"Beni di consumo",0080,2012-05,110.6
"Beni di consumo",0080,2012-06,105.6
"Beni di consumo",0080,2012-07,116
"Beni di consumo",0080,2012-08,72.8
"Beni di consumo",0080,2012-09,110.8
"Beni di consumo",0080,2012-10,108.2
"Beni di consumo",0080,2012-11,105
"Beni di consumo",0080,2012-12,88.1
"Beni di consumo",0080,2013-01,93.2
"Beni di consumo",0080,2013-02,98.3
"Beni di consumo",0080,2013-03,103.5
"Beni di consumo",0080,2013-04,89.5
"Beni di consumo",0080,2013-05,107.1
"Beni di consumo",0080,2013-06,101.9
"Beni di consumo",0080,2013-07,112.7
"Beni di consumo",0080,2013-08,71
"Beni di consumo",0080,2013-09,107.2
"Beni di consumo",0080,2013-10,109.2
"Beni di consumo",0080,2013-11,103.4
"Beni di consumo",0080,2013-12,86.4
"Beni di consumo",0080,2014-01,92.4
"Beni di consumo",0080,2014-02,99.2
"Beni di consumo",0080,2014-03,102.1
"Beni di consumo",0080,2014-04,92.3
"Beni di consumo",0080,2014-05,104.6
"Beni di consumo",0080,2014-06,104.9
"Beni di consumo",0080,2014-07,112.4
"Beni di consumo",0080,2014-08,72.3
"Beni di consumo",0080,2014-09,104.1
"Beni di consumo",0080,2014-10,105.4
"Beni di consumo",0080,2014-11,104.6
"Beni di consumo",0080,2014-12,87.2
"Beni di consumo",0080,2015-01,92.6
"Beni di consumo",0080,2015-02,95.2
"Beni di consumo",0080,2015-03,103.2
"Beni di consumo",0080,2015-04,91.9
"Beni di consumo",0080,2015-05,106.2
"Beni di consumo",0080,2015-06,103.8
"Beni di consumo",0080,2015-07,112.8
"Beni di consumo",0080,2015-08,71.6
"Beni di consumo",0080,2015-09,102.7
"Beni di consumo",0080,2015-10,106.1
"Beni di consumo",0080,2015-11,107.4
"Beni di consumo",0080,2015-12,88.3
"Beni di consumo",0080,2016-01,94.7
"Beni di consumo",0080,2016-02,97.3
"Beni di consumo",0080,2016-03,102.8
"Beni di consumo",0080,2016-04,93.9
"Beni di consumo",0080,2016-05,104.6
"Beni di consumo",0080,2016-06,101.6
"Beni di consumo",0080,2016-07,113.8
"Beni di consumo",0080,2016-08,71.7
"Beni di consumo",0080,2016-09,106
"Beni di consumo",0080,2016-10,107.4
"Beni di consumo",0080,2016-11,106.4
"Beni di consumo",0080,2016-12,91
"Beni di consumo",0080,2017-01,90.8
"Beni di consumo",0080,2017-02,95.9
"Beni di consumo",0080,2017-03,108.2
"Beni di consumo",0080,2017-04,95.9
"Beni di consumo",0080,2017-05,107.4
"Beni di consumo",0080,2017-06,107.4
"Beni di consumo",0080,2017-07,117.7
"Beni di consumo",0080,2017-08,75.3
"Beni di consumo",0080,2017-09,109.3
"Beni di consumo",0080,2017-10,110.8
"Beni di consumo",0080,2017-11,109.2
"Beni di consumo",0080,2017-12,96.3
"Beni di consumo",0080,2018-01,100.2
"Beni di consumo",0080,2018-02,99.9
"Beni di consumo",0080,2018-03,112.3
"Beni di consumo",0080,2018-04,97.7
"Beni di consumo",0080,2018-05,109.4
"Beni di consumo",0080,2018-06,107.4
"Beni di consumo",0080,2018-07,115.3
"Beni di consumo",0080,2018-08,74.4
"Beni di consumo",0080,2018-09,109.7
"Beni di consumo",0080,2018-10,113
"Beni di consumo",0080,2018-11,110.1
"Beni di consumo",0080,2018-12,89.6
"Beni di consumo",0080,2019-01,98.3
"Beni di consumo",0080,2019-02,104.7
"Beni di consumo",0080,2019-03,111.6
"Beni di consumo",0080,2019-04,96.8
"Beni di consumo",0080,2019-05,110.8
"Beni di consumo",0080,2019-06,106.8
"Beni di consumo",0080,2019-07,116.1
"Beni di consumo",0080,2019-08,75
"Beni di consumo",0080,2019-09,110.4
"Beni di consumo",0080,2019-10,114.2
"Beni di consumo",0080,2019-11,111.4
"Beni di consumo",0080,2019-12,89
