branca,codice,misura,anno,valore_migliaia
"Macchinari",C28,unita_di_lavoro,1999,404.2
"Macchinari",C28,unita_di_lavoro,2000,409.4
"Macchinari",C28,unita_di_lavoro,2001,410.6
"Macchinari",C28,unita_di_lavoro,2002,412.7
"Macchinari",C28,unita_di_lavoro,2003,427.5
"Macchinari",C28,unita_di_lavoro,2004,426.7
"Macchinari",C28,unita_di_lavoro,2005,431.4
"Macchinari",C28,unita_di_lavoro,2006,448.2
"Macchinari",C28,unita_di_lavoro,2007,451.5
"Macchinari",C28,unita_di_lavoro,2008,451.9
"Macchinari",C28,unita_di_lavoro,2009,404
"Macchinari",C28,unita_di_lavoro,2010,398.2
"Macchinari",C28,unita_di_lavoro,2011,412.1
"Macchinari",C28,unita_di_lavoro,2012,401.4
"Macchinari",C28,unita_di_lavoro,2013,398.9
"Macchinari",C28,unita_di_lavoro,2014,405.1
"Macchinari",C28,unita_di_lavoro,2015,408.3
"Macchinari",C28,unita_di_lavoro,2016,417.6
"Macchinari",C28,unita_di_lavoro,2017,426.5
"Macchinari",C28,unita_di_lavoro,2018,423.7
"Macchinari",C28,unita_di_lavoro,2019,424.9
"Macchinari",C28,unita_di_lavoro,2020,378.9
"Macchinari",C28,unita_di_lavoro,2021,419.1
"Macchinari",C28,unita_di_lavoro,2022,429.5
"Macchinari",C28,unita_di_lavoro,2023,442
"Macchinari",C28,unita_di_lavoro,2024,441.2
"Macchinari",C28,unita_di_lavoro,2025,433.5
"Mezzi di trasporto",C29_30,unita_di_lavoro,1995,284
"Mezzi di trasporto",C29_30,unita_di_lavoro,1996,273.6
"Mezzi di trasporto",C29_30,unita_di_lavoro,1997,286
"Mezzi di trasporto",C29_30,unita_di_lavoro,1998,285.3
"Mezzi di trasporto",C29_30,unita_di_lavoro,1999,283.2
"Mezzi di trasporto",C29_30,unita_di_lavoro,2000,279.3
"Mezzi di trasporto",C29_30,unita_di_lavoro,2001,270
"Mezzi di trasporto",C29_30,unita_di_lavoro,2002,263.2
"Mezzi di trasporto",C29_30,unita_di_lavoro,2003,239.2
"Mezzi di trasporto",C29_30,unita_di_lavoro,2004,255.4
"Mezzi di trasporto",C29_30,unita_di_lavoro,2005,252.8
"Mezzi di trasporto",C29_30,unita_di_lavoro,2006,260.4
"Mezzi di trasporto",C29_30,unita_di_lavoro,2007,271.2
"Mezzi di trasporto",C29_30,unita_di_lavoro,2008,265.5
"Mezzi di trasporto",C29_30,unita_di_lavoro,2009,220.3
"Mezzi di trasporto",C29_30,unita_di_lavoro,2010,211.1
"Mezzi di trasporto",C29_30,unita_di_lavoro,2011,212.6
"Mezzi di trasporto",C29_30,unita_di_lavoro,2012,204.4
"Mezzi di trasporto",C29_30,unita_di_lavoro,2013,197.5
"Mezzi di trasporto",C29_30,unita_di_lavoro,2014,196.9
"Mezzi di trasporto",C29_30,unita_di_lavoro,2015,210.2
"Mezzi di trasporto",C29_30,unita_di_lavoro,2016,217.1
"Mezzi di trasporto",C29_30,unita_di_lavoro,2017,221.7
"Mezzi di trasporto",C29_30,unita_di_lavoro,2018,225.9
"Mezzi di trasporto",C29_30,unita_di_lavoro,2019,225.3
"Mezzi di trasporto",C29_30,unita_di_lavoro,2020,202.7
"Mezzi di trasporto",C29_30,unita_di_lavoro,2021,224.3
"Mezzi di trasporto",C29_30,unita_di_lavoro,2022,229
"Mezzi di trasporto",C29_30,unita_di_lavoro,2023,238.1
"Mezzi di trasporto",C29_30,unita_di_lavoro,2024,235.1
"Mezzi di trasporto",C29_30,unita_di_lavoro,2025,225
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,1995,468
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,1996,456
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,1997,450
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,1998,455.8
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,1999,463.5
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2000,463.3
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2001,466.6
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2002,470
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2003,476.1
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2004,473.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2005,479.8
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2006,487.7
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2007,491.3
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2008,477.1
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2009,437
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2010,414.7
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2011,409.8
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2012,403.5
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2013,394.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2014,387.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2015,392.5
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2016,394.7
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2017,396.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2018,389.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2019,396.7
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2020,321.2
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2021,373.1
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2022,388.4
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2023,401.8
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2024,410.7
"Mobili altre manifatturiere",C31T33,unita_di_lavoro,2025,394.2
"Energia",D,unita_di_lavoro,1995,117.5
"Energia",D,unita_di_lavoro,1996,116.6
"Energia",D,unita_di_lavoro,1997,109.7
"Energia",D,unita_di_lavoro,1998,105.6
"Energia",D,unita_di_lavoro,1999,100.4
"Energia",D,unita_di_lavoro,2000,97.5
"Energia",D,unita_di_lavoro,2001,94.9
"Energia",D,unita_di_lavoro,2002,92.5
"Energia",D,unita_di_lavoro,2003,88.5
"Energia",D,unita_di_lavoro,2004,85.4
"Energia",D,unita_di_lavoro,2005,83.4
"Energia",D,unita_di_lavoro,2006,83.4
"Energia",D,unita_di_lavoro,2007,80.9
"Energia",D,unita_di_lavoro,2008,78.7
"Energia",D,unita_di_lavoro,2009,76.9
"Energia",D,unita_di_lavoro,2010,76.6
"Energia",D,unita_di_lavoro,2011,77
"Energia",D,unita_di_lavoro,2012,78.1
"Energia",D,unita_di_lavoro,2013,76
"Energia",D,unita_di_lavoro,2014,74.5
"Energia",D,unita_di_lavoro,2015,72.7
"Energia",D,unita_di_lavoro,2016,72.7
"Energia",D,unita_di_lavoro,2017,71.4
"Energia",D,unita_di_lavoro,2018,71.3
"Energia",D,unita_di_lavoro,2019,71.2
"Energia",D,unita_di_lavoro,2020,68.5
"Energia",D,unita_di_lavoro,2021,70.3
"Energia",D,unita_di_lavoro,2022,70.7
"Energia",D,unita_di_lavoro,2023,74.8
"Energia",D,unita_di_lavoro,2024,77
"Energia",D,unita_di_lavoro,2025,77.4
"Acqua e rifiuti",E,unita_di_lavoro,1995,108.5
"Acqua e rifiuti",E,unita_di_lavoro,1996,114.2
"Acqua e rifiuti",E,unita_di_lavoro,1997,118.9
"Acqua e rifiuti",E,unita_di_lavoro,1998,125.4
"Acqua e rifiuti",E,unita_di_lavoro,1999,135.9
"Acqua e rifiuti",E,unita_di_lavoro,2000,142.6
"Acqua e rifiuti",E,unita_di_lavoro,2001,145.9
"Acqua e rifiuti",E,unita_di_lavoro,2002,151.6
"Acqua e rifiuti",E,unita_di_lavoro,2003,157.7
"Acqua e rifiuti",E,unita_di_lavoro,2004,159.2
"Acqua e rifiuti",E,unita_di_lavoro,2005,166
"Acqua e rifiuti",E,unita_di_lavoro,2006,176
"Acqua e rifiuti",E,unita_di_lavoro,2007,177.3
"Acqua e rifiuti",E,unita_di_lavoro,2008,178.1
"Acqua e rifiuti",E,unita_di_lavoro,2009,179.8
"Acqua e rifiuti",E,unita_di_lavoro,2010,178
"Acqua e rifiuti",E,unita_di_lavoro,2011,179.1
"Acqua e rifiuti",E,unita_di_lavoro,2012,177.6
"Acqua e rifiuti",E,unita_di_lavoro,2013,175.7
"Acqua e rifiuti",E,unita_di_lavoro,2014,178.5
"Acqua e rifiuti",E,unita_di_lavoro,2015,179.5
"Acqua e rifiuti",E,unita_di_lavoro,2016,185.7
"Acqua e rifiuti",E,unita_di_lavoro,2017,188.9
"Acqua e rifiuti",E,unita_di_lavoro,2018,193.5
"Acqua e rifiuti",E,unita_di_lavoro,2019,198.8
"Acqua e rifiuti",E,unita_di_lavoro,2020,191.9
"Acqua e rifiuti",E,unita_di_lavoro,2021,203.9
"Acqua e rifiuti",E,unita_di_lavoro,2022,207.5
"Acqua e rifiuti",E,unita_di_lavoro,2023,218.9
"Acqua e rifiuti",E,unita_di_lavoro,2024,222.8
"Acqua e rifiuti",E,unita_di_lavoro,2025,227.2
"Costruzioni",F,unita_di_lavoro,1995,1346.3
"Costruzioni",F,unita_di_lavoro,1996,1337.3
"Costruzioni",F,unita_di_lavoro,1997,1355.9
"Costruzioni",F,unita_di_lavoro,1998,1338.2
"Costruzioni",F,unita_di_lavoro,1999,1374.2
"Costruzioni",F,unita_di_lavoro,2000,1417.3
"Costruzioni",F,unita_di_lavoro,2001,1508.8
"Costruzioni",F,unita_di_lavoro,2002,1549.5
"Costruzioni",F,unita_di_lavoro,2003,1602.7
"Costruzioni",F,unita_di_lavoro,2004,1644.1
"Costruzioni",F,unita_di_lavoro,2005,1712.1
"Costruzioni",F,unita_di_lavoro,2006,1724.7
"Costruzioni",F,unita_di_lavoro,2007,1781.7
"Costruzioni",F,unita_di_lavoro,2008,1783
"Costruzioni",F,unita_di_lavoro,2009,1759.5
"Costruzioni",F,unita_di_lavoro,2010,1721.1
"Costruzioni",F,unita_di_lavoro,2011,1687.5
"Costruzioni",F,unita_di_lavoro,2012,1588.1
"Costruzioni",F,unita_di_lavoro,2013,1448.8
"Costruzioni",F,unita_di_lavoro,2014,1395.3
"Costruzioni",F,unita_di_lavoro,2015,1389.6
"Costruzioni",F,unita_di_lavoro,2016,1397.2
"Costruzioni",F,unita_di_lavoro,2017,1387.9
"Costruzioni",F,unita_di_lavoro,2018,1390.6
"Costruzioni",F,unita_di_lavoro,2019,1393.4
"Costruzioni",F,unita_di_lavoro,2020,1264.8
"Costruzioni",F,unita_di_lavoro,2021,1551.6
"Costruzioni",F,unita_di_lavoro,2022,1684.4
"Costruzioni",F,unita_di_lavoro,2023,1735.3
"Costruzioni",F,unita_di_lavoro,2024,1781.2
"Costruzioni",F,unita_di_lavoro,2025,1822.4
"Servizi",GTU,unita_di_lavoro,1995,14663.7
"Servizi",GTU,unita_di_lavoro,1996,14898.1
"Servizi",GTU,unita_di_lavoro,1997,14976.5
"Servizi",GTU,unita_di_lavoro,1998,15138.8
"Servizi",GTU,unita_di_lavoro,1999,15340.5
"Servizi",GTU,unita_di_lavoro,2000,15733.8
"Servizi",GTU,unita_di_lavoro,2001,16084.2
"Servizi",GTU,unita_di_lavoro,2002,16265.4
"Servizi",GTU,unita_di_lavoro,2003,16369
"Servizi",GTU,unita_di_lavoro,2004,16474.4
"Servizi",GTU,unita_di_lavoro,2005,16499
"Servizi",GTU,unita_di_lavoro,2006,16841.5
"Servizi",GTU,unita_di_lavoro,2007,17028.9
"Servizi",GTU,unita_di_lavoro,2008,17020.9
"Servizi",GTU,unita_di_lavoro,2009,16770
"Servizi",GTU,unita_di_lavoro,2010,16745.2
"Servizi",GTU,unita_di_lavoro,2011,16808.2
"Servizi",GTU,unita_di_lavoro,2012,16770.7
"Servizi",GTU,unita_di_lavoro,2013,16470.3
"Servizi",GTU,unita_di_lavoro,2014,16610.9
"Servizi",GTU,unita_di_lavoro,2015,16800.2
"Servizi",GTU,unita_di_lavoro,2016,17035.9
"Servizi",GTU,unita_di_lavoro,2017,17246
"Servizi",GTU,unita_di_lavoro,2018,17381.5
"Servizi",GTU,unita_di_lavoro,2019,17457.5
"Servizi",GTU,unita_di_lavoro,2020,15422.6
"Servizi",GTU,unita_di_lavoro,2021,16780.2
"Servizi",GTU,unita_di_lavoro,2022,17398.2
"Servizi",GTU,unita_di_lavoro,2023,17888.8
"Servizi",GTU,unita_di_lavoro,2024,18356.6
"Servizi",GTU,unita_di_lavoro,2025,18679
"Totale economia",_T,occupati,1995,21670.5
"Totale economia",_T,occupati,1996,21802.9
"Totale economia",_T,occupati,1997,21879.4
"Totale economia",_T,occupati,1998,22107.7
"Totale economia",_T,occupati,1999,22362.1
"Totale economia",_T,occupati,2000,22807.9
"Totale economia",_T,occupati,2001,23242.9
"Totale economia",_T,occupati,2002,23663.6
"Totale economia",_T,occupati,2003,24048.9
"Totale economia",_T,occupati,2004,24183.1
"Totale economia",_T,occupati,2005,24306.5
"Totale economia",_T,occupati,2006,24788.7
"Totale economia",_T,occupati,2007,25102.2
"Totale economia",_T,occupati,2008,25158.3
"Totale economia",_T,occupati,2009,24736.5
"Totale economia",_T,occupati,2010,24594.3
"Totale economia",_T,occupati,2011,24654.3
"Totale economia",_T,occupati,2012,24592.6
"Totale economia",_T,occupati,2013,24144
"Totale economia",_T,occupati,2014,24145.4
"Totale economia",_T,occupati,2015,24303.2
"Totale economia",_T,occupati,2016,24650.9
"Totale economia",_T,occupati,2017,24940.8
"Totale economia",_T,occupati,2018,25194
"Totale economia",_T,occupati,2019,25349
"Totale economia",_T,occupati,2020,24830.1
"Totale economia",_T,occupati,2021,25069.4
"Totale economia",_T,occupati,2022,25550.4
"Totale economia",_T,occupati,2023,26077.7
"Totale economia",_T,occupati,2024,26544.6
"Totale economia",_T,occupati,2025,26835.1
"Agricoltura",A,occupati,1995,1243.2
"Agricoltura",A,occupati,1996,1193.2
"Agricoltura",A,occupati,1997,1176.7
"Agricoltura",A,occupati,1998,1120.2
"Agricoltura",A,occupati,1999,1058.9
"Agricoltura",A,occupati,2000,1047.3
"Agricoltura",A,occupati,2001,1053.7
"Agricoltura",A,occupati,2002,1030.1
"Agricoltura",A,occupati,2003,992.5
"Agricoltura",A,occupati,2004,999.5
"Agricoltura",A,occupati,2005,982.3
"Agricoltura",A,occupati,2006,1000.6
"Agricoltura",A,occupati,2007,968.2
"Agricoltura",A,occupati,2008,946.1
"Agricoltura",A,occupati,2009,924.7
"Agricoltura",A,occupati,2010,942
"Agricoltura",A,occupati,2011,925
"Agricoltura",A,occupati,2012,912.7
"Agricoltura",A,occupati,2013,895
"Agricoltura",A,occupati,2014,903.2
"Agricoltura",A,occupati,2015,921.5
"Agricoltura",A,occupati,2016,952
"Agricoltura",A,occupati,2017,940.9
"Agricoltura",A,occupati,2018,964.4
"Agricoltura",A,occupati,2019,959.3
"Agricoltura",A,occupati,2020,939.6
"Agricoltura",A,occupati,2021,937.8
"Agricoltura",A,occupati,2022,940.2
"Agricoltura",A,occupati,2023,942.9
"Agricoltura",A,occupati,2024,945.3
"Agricoltura",A,occupati,2025,951
"Estrattiva",B,occupati,1995,29.4
"Estrattiva",B,occupati,1996,28.6
"Estrattiva",B,occupati,1997,29
"Estrattiva",B,occupati,1998,29.4
"Estrattiva",B,occupati,1999,29.8
"Estrattiva",B,occupati,2000,29
"Estrattiva",B,occupati,2001,28.8
"Estrattiva",B,occupati,2002,30.3
"Estrattiva",B,occupati,2003,29.1
"Estrattiva",B,occupati,2004,27.9
"Estrattiva",B,occupati,2005,28.5
"Estrattiva",B,occupati,2006,27.9
"Estrattiva",B,occupati,2007,27.3
"Estrattiva",B,occupati,2008,26.4
"Estrattiva",B,occupati,2009,25.3
"Estrattiva",B,occupati,2010,24.4
"Estrattiva",B,occupati,2011,24.2
"Estrattiva",B,occupati,2012,24.1
"Estrattiva",B,occupati,2013,23
"Estrattiva",B,occupati,2014,22.7
"Estrattiva",B,occupati,2015,21.9
"Estrattiva",B,occupati,2016,21.2
"Estrattiva",B,occupati,2017,21
"Estrattiva",B,occupati,2018,20.8
"Estrattiva",B,occupati,2019,20.6
"Estrattiva",B,occupati,2020,19.9
"Estrattiva",B,occupati,2021,19.2
"Estrattiva",B,occupati,2022,18.9
"Estrattiva",B,occupati,2023,18.4
"Estrattiva",B,occupati,2024,18.5
"Estrattiva",B,occupati,2025,18.8
"Manifattura",C,occupati,1995,4553.8
"Manifattura",C,occupati,1996,4500.3
"Manifattura",C,occupati,1997,4485.4
"Manifattura",C,occupati,1998,4563.8
"Manifattura",C,occupati,1999,4530.1
"Manifattura",C,occupati,2000,4499.6
"Manifattura",C,occupati,2001,4489.4
"Manifattura",C,occupati,2002,4518.8
"Manifattura",C,occupati,2003,4551.9
"Manifattura",C,occupati,2004,4503.3
"Manifattura",C,occupati,2005,4463.1
"Manifattura",C,occupati,2006,4501.7
"Manifattura",C,occupati,2007,4527.3
"Manifattura",C,occupati,2008,4480.3
"Manifattura",C,occupati,2009,4258.5
"Manifattura",C,occupati,2010,4097.7
"Manifattura",C,occupati,2011,4066.9
"Manifattura",C,occupati,2012,3991.8
"Manifattura",C,occupati,2013,3877.3
"Manifattura",C,occupati,2014,3804.2
"Manifattura",C,occupati,2015,3771
"Manifattura",C,occupati,2016,3806.1
"Manifattura",C,occupati,2017,3828.4
"Manifattura",C,occupati,2018,3867.3
"Manifattura",C,occupati,2019,3893.3
"Manifattura",C,occupati,2020,3812.5
"Manifattura",C,occupati,2021,3820
"Manifattura",C,occupati,2022,3874
"Manifattura",C,occupati,2023,3929.3
"Manifattura",C,occupati,2024,3954.7
"Manifattura",C,occupati,2025,3922.6
"Alimentari bevande tabacco",C10T12,occupati,1995,435.9
"Alimentari bevande tabacco",C10T12,occupati,1996,418.3
"Alimentari bevande tabacco",C10T12,occupati,1997,423.5
"Alimentari bevande tabacco",C10T12,occupati,1998,447
"Alimentari bevande tabacco",C10T12,occupati,1999,433.5
"Alimentari bevande tabacco",C10T12,occupati,2000,427
"Alimentari bevande tabacco",C10T12,occupati,2001,413.4
"Alimentari bevande tabacco",C10T12,occupati,2002,419.1
"Alimentari bevande tabacco",C10T12,occupati,2003,427.5
"Alimentari bevande tabacco",C10T12,occupati,2004,443
"Alimentari bevande tabacco",C10T12,occupati,2005,435.4
"Alimentari bevande tabacco",C10T12,occupati,2006,448.3
"Alimentari bevande tabacco",C10T12,occupati,2007,452
"Alimentari bevande tabacco",C10T12,occupati,2008,458.1
"Alimentari bevande tabacco",C10T12,occupati,2009,444.4
"Alimentari bevande tabacco",C10T12,occupati,2010,438.8
"Alimentari bevande tabacco",C10T12,occupati,2011,447
"Alimentari bevande tabacco",C10T12,occupati,2012,445
"Alimentari bevande tabacco",C10T12,occupati,2013,445.6
"Alimentari bevande tabacco",C10T12,occupati,2014,444.8
"Alimentari bevande tabacco",C10T12,occupati,2015,446.2
"Alimentari bevande tabacco",C10T12,occupati,2016,457.9
"Alimentari bevande tabacco",C10T12,occupati,2017,464.6
"Alimentari bevande tabacco",C10T12,occupati,2018,468.2
"Alimentari bevande tabacco",C10T12,occupati,2019,477.2
"Alimentari bevande tabacco",C10T12,occupati,2020,473.4
"Alimentari bevande tabacco",C10T12,occupati,2021,470
"Alimentari bevande tabacco",C10T12,occupati,2022,477.4
"Alimentari bevande tabacco",C10T12,occupati,2023,485
"Alimentari bevande tabacco",C10T12,occupati,2024,497.3
"Alimentari bevande tabacco",C10T12,occupati,2025,499.9
"Tessile abbigliamento pelle",C13T15,occupati,1995,871.9
"Tessile abbigliamento pelle",C13T15,occupati,1996,844.4
"Tessile abbigliamento pelle",C13T15,occupati,1997,827.5
"Tessile abbigliamento pelle",C13T15,occupati,1998,827.9
"Tessile abbigliamento pelle",C13T15,occupati,1999,770.7
"Tessile abbigliamento pelle",C13T15,occupati,2000,756.1
"Tessile abbigliamento pelle",C13T15,occupati,2001,750.2
"Tessile abbigliamento pelle",C13T15,occupati,2002,749
"Tessile abbigliamento pelle",C13T15,occupati,2003,746.5
"Tessile abbigliamento pelle",C13T15,occupati,2004,715.6
"Tessile abbigliamento pelle",C13T15,occupati,2005,671.7
"Tessile abbigliamento pelle",C13T15,occupati,2006,638.8
"Tessile abbigliamento pelle",C13T15,occupati,2007,638
"Tessile abbigliamento pelle",C13T15,occupati,2008,631.7
"Tessile abbigliamento pelle",C13T15,occupati,2009,577.9
"Tessile abbigliamento pelle",C13T15,occupati,2010,543.5
"Tessile abbigliamento pelle",C13T15,occupati,2011,541.3
"Tessile abbigliamento pelle",C13T15,occupati,2012,525.6
"Tessile abbigliamento pelle",C13T15,occupati,2013,503.2
"Tessile abbigliamento pelle",C13T15,occupati,2014,496
"Tessile abbigliamento pelle",C13T15,occupati,2015,491.5
"Tessile abbigliamento pelle",C13T15,occupati,2016,490.8
"Tessile abbigliamento pelle",C13T15,occupati,2017,491.7
"Tessile abbigliamento pelle",C13T15,occupati,2018,492.4
"Tessile abbigliamento pelle",C13T15,occupati,2019,488.6
"Tessile abbigliamento pelle",C13T15,occupati,2020,464.6
"Tessile abbigliamento pelle",C13T15,occupati,2021,458.7
"Tessile abbigliamento pelle",C13T15,occupati,2022,464.6
"Tessile abbigliamento pelle",C13T15,occupati,2023,466.3
"Tessile abbigliamento pelle",C13T15,occupati,2024,459.5
"Tessile abbigliamento pelle",C13T15,occupati,2025,452.7
"Legno carta stampa",C16T18,occupati,1995,389.3
"Legno carta stampa",C16T18,occupati,1996,380.2
"Legno carta stampa",C16T18,occupati,1997,369.5
"Legno carta stampa",C16T18,occupati,1998,377.4
"Legno carta stampa",C16T18,occupati,1999,381
"Legno carta stampa",C16T18,occupati,2000,379.1
"Legno carta stampa",C16T18,occupati,2001,376.4
"Legno carta stampa",C16T18,occupati,2002,381.8
"Legno carta stampa",C16T18,occupati,2003,381.3
"Legno carta stampa",C16T18,occupati,2004,374.8
"Legno carta stampa",C16T18,occupati,2005,362.3
"Legno carta stampa",C16T18,occupati,2006,363.4
"Legno carta stampa",C16T18,occupati,2007,356.8
"Legno carta stampa",C16T18,occupati,2008,350.7
"Legno carta stampa",C16T18,occupati,2009,336.1
"Legno carta stampa",C16T18,occupati,2010,326.9
"Legno carta stampa",C16T18,occupati,2011,317.4
"Legno carta stampa",C16T18,occupati,2012,301.8
"Legno carta stampa",C16T18,occupati,2013,285.1
"Legno carta stampa",C16T18,occupati,2014,275.6
"Legno carta stampa",C16T18,occupati,2015,267.2
"Legno carta stampa",C16T18,occupati,2016,266.6
"Legno carta stampa",C16T18,occupati,2017,265.8
"Legno carta stampa",C16T18,occupati,2018,264.1
"Legno carta stampa",C16T18,occupati,2019,259.3
"Legno carta stampa",C16T18,occupati,2020,245.9
"Legno carta stampa",C16T18,occupati,2021,245.5
"Legno carta stampa",C16T18,occupati,2022,247.8
"Legno carta stampa",C16T18,occupati,2023,246.5
"Legno carta stampa",C16T18,occupati,2024,244.7
"Legno carta stampa",C16T18,occupati,2025,250.4
"Raffinazione petrolio",C19,occupati,1995,21.8
"Raffinazione petrolio",C19,occupati,1996,21.2
"Raffinazione petrolio",C19,occupati,1997,20.6
"Raffinazione petrolio",C19,occupati,1998,21.8
"Raffinazione petrolio",C19,occupati,1999,21.8
"Raffinazione petrolio",C19,occupati,2000,22.2
"Raffinazione petrolio",C19,occupati,2001,21.7
"Raffinazione petrolio",C19,occupati,2002,19.9
"Raffinazione petrolio",C19,occupati,2003,19.9
"Raffinazione petrolio",C19,occupati,2004,20.6
"Raffinazione petrolio",C19,occupati,2005,21.1
"Raffinazione petrolio",C19,occupati,2006,21.4
"Raffinazione petrolio",C19,occupati,2007,22.2
"Raffinazione petrolio",C19,occupati,2008,21.9
"Raffinazione petrolio",C19,occupati,2009,21.2
"Raffinazione petrolio",C19,occupati,2010,21.5
"Raffinazione petrolio",C19,occupati,2011,21.2
"Raffinazione petrolio",C19,occupati,2012,19.5
"Raffinazione petrolio",C19,occupati,2013,18
"Raffinazione petrolio",C19,occupati,2014,16
"Raffinazione petrolio",C19,occupati,2015,16.1
"Raffinazione petrolio",C19,occupati,2016,15.6
"Raffinazione petrolio",C19,occupati,2017,15.3
"Raffinazione petrolio",C19,occupati,2018,15.1
"Raffinazione petrolio",C19,occupati,2019,15.2
"Raffinazione petrolio",C19,occupati,2020,15.3
"Raffinazione petrolio",C19,occupati,2021,14.5
"Raffinazione petrolio",C19,occupati,2022,14.1
"Raffinazione petrolio",C19,occupati,2023,12.9
"Raffinazione petrolio",C19,occupati,2024,12.8
"Raffinazione petrolio",C19,occupati,2025,12.6
"Chimica",C20,occupati,1995,128.2
"Chimica",C20,occupati,1996,124.1
"Chimica",C20,occupati,1997,124.6
"Chimica",C20,occupati,1998,126.1
"Chimica",C20,occupati,1999,126.6
"Chimica",C20,occupati,2000,123.5
"Chimica",C20,occupati,2001,120.5
"Chimica",C20,occupati,2002,122.5
"Chimica",C20,occupati,2003,117.9
"Chimica",C20,occupati,2004,117.4
"Chimica",C20,occupati,2005,121.7
"Chimica",C20,occupati,2006,122.2
"Chimica",C20,occupati,2007,120.8
"Chimica",C20,occupati,2008,118
"Chimica",C20,occupati,2009,113.5
"Chimica",C20,occupati,2010,111.9
"Chimica",C20,occupati,2011,111.7
"Chimica",C20,occupati,2012,113.9
"Chimica",C20,occupati,2013,112.7
"Chimica",C20,occupati,2014,110.4
"Chimica",C20,occupati,2015,108.4
"Chimica",C20,occupati,2016,110.5
"Chimica",C20,occupati,2017,112.6
"Chimica",C20,occupati,2018,113.5
"Chimica",C20,occupati,2019,114.3
"Chimica",C20,occupati,2020,113.7
"Chimica",C20,occupati,2021,112.1
"Chimica",C20,occupati,2022,113.6
"Chimica",C20,occupati,2023,118
"Chimica",C20,occupati,2024,118.9
"Chimica",C20,occupati,2025,119.4
"Farmaceutica",C21,occupati,1995,69.7
"Farmaceutica",C21,occupati,1996,68.3
"Farmaceutica",C21,occupati,1997,69.8
"Farmaceutica",C21,occupati,1998,71.4
"Farmaceutica",C21,occupati,1999,71.8
"Farmaceutica",C21,occupati,2000,72.4
"Farmaceutica",C21,occupati,2001,74.6
"Farmaceutica",C21,occupati,2002,76.1
"Farmaceutica",C21,occupati,2003,76.1
"Farmaceutica",C21,occupati,2004,74.8
"Farmaceutica",C21,occupati,2005,71.9
"Farmaceutica",C21,occupati,2006,70.4
"Farmaceutica",C21,occupati,2007,71.2
"Farmaceutica",C21,occupati,2008,68.8
"Farmaceutica",C21,occupati,2009,65.5
"Farmaceutica",C21,occupati,2010,63.6
"Farmaceutica",C21,occupati,2011,63.1
"Farmaceutica",C21,occupati,2012,63.5
"Farmaceutica",C21,occupati,2013,61.3
"Farmaceutica",C21,occupati,2014,58.4
"Farmaceutica",C21,occupati,2015,59
"Farmaceutica",C21,occupati,2016,60
"Farmaceutica",C21,occupati,2017,61.9
"Farmaceutica",C21,occupati,2018,63.5
"Farmaceutica",C21,occupati,2019,64.7
"Farmaceutica",C21,occupati,2020,65.4
"Farmaceutica",C21,occupati,2021,63.4
"Farmaceutica",C21,occupati,2022,63.3
"Farmaceutica",C21,occupati,2023,62.7
"Farmaceutica",C21,occupati,2024,64.7
"Farmaceutica",C21,occupati,2025,66.7
"Gomma plastica minerali non met.",C22_23,occupati,1995,460.8
"Gomma plastica minerali non met.",C22_23,occupati,1996,464.9
"Gomma plastica minerali non met.",C22_23,occupati,1997,469
"Gomma plastica minerali non met.",C22_23,occupati,1998,470.4
"Gomma plastica minerali non met.",C22_23,occupati,1999,476.2
"Gomma plastica minerali non met.",C22_23,occupati,2000,477.9
"Gomma plastica minerali non met.",C22_23,occupati,2001,483.3
"Gomma plastica minerali non met.",C22_23,occupati,2002,488.7
