branca,codice,valutazione,anno,valore_aggiunto_mln_eur
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2009,35873.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2010,40435.1
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2011,41089.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2012,40776.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2013,40082.7
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2014,41203.5
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2015,41106.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2016,42803
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2017,43648.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2018,44183.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2019,43444.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2020,38911.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2021,42838.6
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2022,41642.4
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2023,45859.8
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2024,45662.9
"Metallurgia e prodotti in metallo",C24_25,"valori concatenati 2020",2025,45259.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1995,27670.6
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1996,28656.2
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1997,29163.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1998,30292.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",1999,30137.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2000,30713.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2001,31540.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2002,31951.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2003,33405.2
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2004,34443.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2005,35638.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2006,39101.7
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2007,43540.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2008,42862.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2009,33376.5
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2010,36654.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2011,38176
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2012,35909.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2013,34914.1
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2014,36085.3
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2015,36456.6
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2016,38648.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2017,40538.6
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2018,43806.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2019,42843
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2020,38911.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2021,49672.2
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2022,54196.4
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2023,56465.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2024,53419.9
"Metallurgia e prodotti in metallo",C24_25,"prezzi correnti",2025,52434.9
"Elettronica e ottica",C26,"valori concatenati 2020",1995,7764.8
"Elettronica e ottica",C26,"valori concatenati 2020",1996,7764.3
"Elettronica e ottica",C26,"valori concatenati 2020",1997,8236.7
"Elettronica e ottica",C26,"valori concatenati 2020",1998,8375.6
"Elettronica e ottica",C26,"valori concatenati 2020",1999,8427.5
"Elettronica e ottica",C26,"valori concatenati 2020",2000,8966.6
"Elettronica e ottica",C26,"valori concatenati 2020",2001,9674.2
"Elettronica e ottica",C26,"valori concatenati 2020",2002,9326.7
"Elettronica e ottica",C26,"valori concatenati 2020",2003,9353
"Elettronica e ottica",C26,"valori concatenati 2020",2004,10070.2
"Elettronica e ottica",C26,"valori concatenati 2020",2005,10488.7
"Elettronica e ottica",C26,"valori concatenati 2020",2006,11147.5
"Elettronica e ottica",C26,"valori concatenati 2020",2007,11782.4
"Elettronica e ottica",C26,"valori concatenati 2020",2008,11293.3
"Elettronica e ottica",C26,"valori concatenati 2020",2009,9794.4
"Elettronica e ottica",C26,"valori concatenati 2020",2010,10679.9
"Elettronica e ottica",C26,"valori concatenati 2020",2011,10249.5
"Elettronica e ottica",C26,"valori concatenati 2020",2012,9923.8
"Elettronica e ottica",C26,"valori concatenati 2020",2013,9212
"Elettronica e ottica",C26,"valori concatenati 2020",2014,9037
"Elettronica e ottica",C26,"valori concatenati 2020",2015,9264.1
"Elettronica e ottica",C26,"valori concatenati 2020",2016,8630
"Elettronica e ottica",C26,"valori concatenati 2020",2017,8783.2
"Elettronica e ottica",C26,"valori concatenati 2020",2018,8916
"Elettronica e ottica",C26,"valori concatenati 2020",2019,9056.1
"Elettronica e ottica",C26,"valori concatenati 2020",2020,8915.4
"Elettronica e ottica",C26,"valori concatenati 2020",2021,10253.1
"Elettronica e ottica",C26,"valori concatenati 2020",2022,10897
"Elettronica e ottica",C26,"valori concatenati 2020",2023,10552
"Elettronica e ottica",C26,"valori concatenati 2020",2024,10688
"Elettronica e ottica",C26,"valori concatenati 2020",2025,10790.3
"Elettronica e ottica",C26,"prezzi correnti",1995,6144.4
"Elettronica e ottica",C26,"prezzi correnti",1996,6256.1
"Elettronica e ottica",C26,"prezzi correnti",1997,6656.9
"Elettronica e ottica",C26,"prezzi correnti",1998,6715.7
"Elettronica e ottica",C26,"prezzi correnti",1999,6700.7
"Elettronica e ottica",C26,"prezzi correnti",2000,7300.8
"Elettronica e ottica",C26,"prezzi correnti",2001,7985.5
"Elettronica e ottica",C26,"prezzi correnti",2002,7939.2
"Elettronica e ottica",C26,"prezzi correnti",2003,7722.2
"Elettronica e ottica",C26,"prezzi correnti",2004,8087.2
"Elettronica e ottica",C26,"prezzi correnti",2005,8265.4
"Elettronica e ottica",C26,"prezzi correnti",2006,8464.9
"Elettronica e ottica",C26,"prezzi correnti",2007,8793.9
"Elettronica e ottica",C26,"prezzi correnti",2008,8369.2
"Elettronica e ottica",C26,"prezzi correnti",2009,7462
"Elettronica e ottica",C26,"prezzi correnti",2010,8197.2
"Elettronica e ottica",C26,"prezzi correnti",2011,8638
"Elettronica e ottica",C26,"prezzi correnti",2012,8425.8
"Elettronica e ottica",C26,"prezzi correnti",2013,7984.7
"Elettronica e ottica",C26,"prezzi correnti",2014,8019.6
"Elettronica e ottica",C26,"prezzi correnti",2015,8311.9
"Elettronica e ottica",C26,"prezzi correnti",2016,8067.8
"Elettronica e ottica",C26,"prezzi correnti",2017,8292.4
"Elettronica e ottica",C26,"prezzi correnti",2018,8414.7
"Elettronica e ottica",C26,"prezzi correnti",2019,8683.5
"Elettronica e ottica",C26,"prezzi correnti",2020,8915.4
"Elettronica e ottica",C26,"prezzi correnti",2021,10275.6
"Elettronica e ottica",C26,"prezzi correnti",2022,10994.9
"Elettronica e ottica",C26,"prezzi correnti",2023,11261.6
"Elettronica e ottica",C26,"prezzi correnti",2024,11563.7
"Elettronica e ottica",C26,"prezzi correnti",2025,11921
"Apparecchiature elettriche",C27,"valori concatenati 2020",1995,11497.1
"Apparecchiature elettriche",C27,"valori concatenati 2020",1996,11891.3
"Apparecchiature elettriche",C27,"valori concatenati 2020",1997,12344.5
"Apparecchiature elettriche",C27,"valori concatenati 2020",1998,12408.6
"Apparecchiature elettriche",C27,"valori concatenati 2020",1999,12398.7
"Apparecchiature elettriche",C27,"valori concatenati 2020",2000,12992.8
"Apparecchiature elettriche",C27,"valori concatenati 2020",2001,12890.5
"Apparecchiature elettriche",C27,"valori concatenati 2020",2002,13506.4
"Apparecchiature elettriche",C27,"valori concatenati 2020",2003,13618.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2004,14191.2
"Apparecchiature elettriche",C27,"valori concatenati 2020",2005,14508.2
"Apparecchiature elettriche",C27,"valori concatenati 2020",2006,15118.4
"Apparecchiature elettriche",C27,"valori concatenati 2020",2007,15518.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2008,15394.8
"Apparecchiature elettriche",C27,"valori concatenati 2020",2009,12332.2
"Apparecchiature elettriche",C27,"valori concatenati 2020",2010,13716.8
"Apparecchiature elettriche",C27,"valori concatenati 2020",2011,12238.7
"Apparecchiature elettriche",C27,"valori concatenati 2020",2012,11572.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2013,11242.2
"Apparecchiature elettriche",C27,"valori concatenati 2020",2014,10493.7
"Apparecchiature elettriche",C27,"valori concatenati 2020",2015,10609
"Apparecchiature elettriche",C27,"valori concatenati 2020",2016,10677.4
"Apparecchiature elettriche",C27,"valori concatenati 2020",2017,10919.2
"Apparecchiature elettriche",C27,"valori concatenati 2020",2018,11132
"Apparecchiature elettriche",C27,"valori concatenati 2020",2019,11414.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2020,10891.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2021,12556.9
"Apparecchiature elettriche",C27,"valori concatenati 2020",2022,12855
"Apparecchiature elettriche",C27,"valori concatenati 2020",2023,11296.6
"Apparecchiature elettriche",C27,"valori concatenati 2020",2024,11678.3
"Apparecchiature elettriche",C27,"valori concatenati 2020",2025,11845.3
"Apparecchiature elettriche",C27,"prezzi correnti",1995,7804.1
"Apparecchiature elettriche",C27,"prezzi correnti",1996,8386.3
"Apparecchiature elettriche",C27,"prezzi correnti",1997,8843.1
"Apparecchiature elettriche",C27,"prezzi correnti",1998,8914.8
"Apparecchiature elettriche",C27,"prezzi correnti",1999,8865.5
"Apparecchiature elettriche",C27,"prezzi correnti",2000,9355.4
"Apparecchiature elettriche",C27,"prezzi correnti",2001,9337.2
"Apparecchiature elettriche",C27,"prezzi correnti",2002,9823.5
"Apparecchiature elettriche",C27,"prezzi correnti",2003,9955.2
"Apparecchiature elettriche",C27,"prezzi correnti",2004,10556.2
"Apparecchiature elettriche",C27,"prezzi correnti",2005,10817.3
"Apparecchiature elettriche",C27,"prezzi correnti",2006,11423.6
"Apparecchiature elettriche",C27,"prezzi correnti",2007,12017.4
"Apparecchiature elettriche",C27,"prezzi correnti",2008,11996
"Apparecchiature elettriche",C27,"prezzi correnti",2009,10285.9
"Apparecchiature elettriche",C27,"prezzi correnti",2010,11224.7
"Apparecchiature elettriche",C27,"prezzi correnti",2011,11357.9
"Apparecchiature elettriche",C27,"prezzi correnti",2012,11078.6
"Apparecchiature elettriche",C27,"prezzi correnti",2013,10929.2
"Apparecchiature elettriche",C27,"prezzi correnti",2014,10291.5
"Apparecchiature elettriche",C27,"prezzi correnti",2015,10842.6
"Apparecchiature elettriche",C27,"prezzi correnti",2016,11207.3
"Apparecchiature elettriche",C27,"prezzi correnti",2017,11360.4
"Apparecchiature elettriche",C27,"prezzi correnti",2018,11370
"Apparecchiature elettriche",C27,"prezzi correnti",2019,11521.4
"Apparecchiature elettriche",C27,"prezzi correnti",2020,10891.9
"Apparecchiature elettriche",C27,"prezzi correnti",2021,12270.8
"Apparecchiature elettriche",C27,"prezzi correnti",2022,12974.2
"Apparecchiature elettriche",C27,"prezzi correnti",2023,13608
"Apparecchiature elettriche",C27,"prezzi correnti",2024,14039.8
"Apparecchiature elettriche",C27,"prezzi correnti",2025,14499.8
"Macchinari",C28,"valori concatenati 2020",1995,29455.1
"Macchinari",C28,"valori concatenati 2020",1996,30410.9
"Macchinari",C28,"valori concatenati 2020",1997,30164.6
"Macchinari",C28,"valori concatenati 2020",1998,30665.6
"Macchinari",C28,"valori concatenati 2020",1999,30943.3
"Macchinari",C28,"valori concatenati 2020",2000,32662.6
"Macchinari",C28,"valori concatenati 2020",2001,32867.2
"Macchinari",C28,"valori concatenati 2020",2002,31761.6
"Macchinari",C28,"valori concatenati 2020",2003,32407.6
"Macchinari",C28,"valori concatenati 2020",2004,34440.9
"Macchinari",C28,"valori concatenati 2020",2005,35498.4
"Macchinari",C28,"valori concatenati 2020",2006,38304.3
"Macchinari",C28,"valori concatenati 2020",2007,40754.8
"Macchinari",C28,"valori concatenati 2020",2008,41338.2
"Macchinari",C28,"valori concatenati 2020",2009,30635.9
"Macchinari",C28,"valori concatenati 2020",2010,35099
"Macchinari",C28,"valori concatenati 2020",2011,38205
"Macchinari",C28,"valori concatenati 2020",2012,36744.4
"Macchinari",C28,"valori concatenati 2020",2013,37551.1
"Macchinari",C28,"valori concatenati 2020",2014,38065.1
"Macchinari",C28,"valori concatenati 2020",2015,37038.5
"Macchinari",C28,"valori concatenati 2020",2016,37010
"Macchinari",C28,"valori concatenati 2020",2017,39665.2
"Macchinari",C28,"valori concatenati 2020",2018,40304.4
"Macchinari",C28,"valori concatenati 2020",2019,40651.8
"Macchinari",C28,"valori concatenati 2020",2020,35201.1
"Macchinari",C28,"valori concatenati 2020",2021,40525.6
"Macchinari",C28,"valori concatenati 2020",2022,39745.6
"Macchinari",C28,"valori concatenati 2020",2023,39073.7
"Macchinari",C28,"valori concatenati 2020",2024,39369.6
"Macchinari",C28,"valori concatenati 2020",2025,40341.5
"Macchinari",C28,"prezzi correnti",1995,19395.6
"Macchinari",C28,"prezzi correnti",1996,21330.2
"Macchinari",C28,"prezzi correnti",1997,22117.6
"Macchinari",C28,"prezzi correnti",1998,23171.4
"Macchinari",C28,"prezzi correnti",1999,23752.5
"Macchinari",C28,"prezzi correnti",2000,25681.9
"Macchinari",C28,"prezzi correnti",2001,26185.5
"Macchinari",C28,"prezzi correnti",2002,25655.8
"Macchinari",C28,"prezzi correnti",2003,26468.2
"Macchinari",C28,"prezzi correnti",2004,27879.8
"Macchinari",C28,"prezzi correnti",2005,28626.6
"Macchinari",C28,"prezzi correnti",2006,31211.3
"Macchinari",C28,"prezzi correnti",2007,33840.3
"Macchinari",C28,"prezzi correnti",2008,34266.7
"Macchinari",C28,"prezzi correnti",2009,27618.7
"Macchinari",C28,"prezzi correnti",2010,30088.9
"Macchinari",C28,"prezzi correnti",2011,32170.7
"Macchinari",C28,"prezzi correnti",2012,32295.8
"Macchinari",C28,"prezzi correnti",2013,33023.7
"Macchinari",C28,"prezzi correnti",2014,34434.2
"Macchinari",C28,"prezzi correnti",2015,34925.4
"Macchinari",C28,"prezzi correnti",2016,36310.2
"Macchinari",C28,"prezzi correnti",2017,38007.2
"Macchinari",C28,"prezzi correnti",2018,38978.3
"Macchinari",C28,"prezzi correnti",2019,39403.3
"Macchinari",C28,"prezzi correnti",2020,35201.1
"Macchinari",C28,"prezzi correnti",2021,40084.5
"Macchinari",C28,"prezzi correnti",2022,42000.5
"Macchinari",C28,"prezzi correnti",2023,46649.3
"Macchinari",C28,"prezzi correnti",2024,47129.1
"Macchinari",C28,"prezzi correnti",2025,48898.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1995,23817.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1996,23619.4
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1997,25029.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1998,24670.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",1999,24555.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2000,24938.8
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2001,23648.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2002,22961.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2003,21073.1
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2004,21629.2
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2005,20583
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2006,22849.2
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2007,24152.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2008,23230.9
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2009,16742.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2010,17365.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2011,17954.7
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2012,15879.8
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2013,16175.5
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2014,17750.4
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2015,18898.9
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2016,22551.9
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2017,24200
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2018,25068
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2019,24050.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2020,19205.3
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2021,22066.8
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2022,24298.6
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2023,26039.8
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2024,25338.4
"Mezzi di trasporto",C29_30,"valori concatenati 2020",2025,24466.3
"Mezzi di trasporto",C29_30,"prezzi correnti",1995,14544.5
"Mezzi di trasporto",C29_30,"prezzi correnti",1996,14932.8
"Mezzi di trasporto",C29_30,"prezzi correnti",1997,17026
"Mezzi di trasporto",C29_30,"prezzi correnti",1998,18012.7
"Mezzi di trasporto",C29_30,"prezzi correnti",1999,18063.5
"Mezzi di trasporto",C29_30,"prezzi correnti",2000,18223.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2001,17282.8
"Mezzi di trasporto",C29_30,"prezzi correnti",2002,16813.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2003,16298.2
"Mezzi di trasporto",C29_30,"prezzi correnti",2004,17465
"Mezzi di trasporto",C29_30,"prezzi correnti",2005,16940.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2006,18775
"Mezzi di trasporto",C29_30,"prezzi correnti",2007,20398.6
"Mezzi di trasporto",C29_30,"prezzi correnti",2008,20150.8
"Mezzi di trasporto",C29_30,"prezzi correnti",2009,16068.3
"Mezzi di trasporto",C29_30,"prezzi correnti",2010,17201.8
"Mezzi di trasporto",C29_30,"prezzi correnti",2011,16882.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2012,15403.7
"Mezzi di trasporto",C29_30,"prezzi correnti",2013,15452.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2014,17025.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2015,18287.3
"Mezzi di trasporto",C29_30,"prezzi correnti",2016,21289.5
"Mezzi di trasporto",C29_30,"prezzi correnti",2017,23059
"Mezzi di trasporto",C29_30,"prezzi correnti",2018,23265.5
"Mezzi di trasporto",C29_30,"prezzi correnti",2019,22715.8
"Mezzi di trasporto",C29_30,"prezzi correnti",2020,19205.3
"Mezzi di trasporto",C29_30,"prezzi correnti",2021,23638.5
"Mezzi di trasporto",C29_30,"prezzi correnti",2022,26335.9
"Mezzi di trasporto",C29_30,"prezzi correnti",2023,31369.3
"Mezzi di trasporto",C29_30,"prezzi correnti",2024,30991.4
"Mezzi di trasporto",C29_30,"prezzi correnti",2025,30936.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1995,26303.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1996,25877.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1997,25511.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1998,25848.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",1999,26316.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2000,27889.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2001,26875.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2002,27250.4
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2003,25689.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2004,26399.2
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2005,26938.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2006,28754.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2007,29772.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2008,27619.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2009,24122.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2010,24571.7
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2011,24702.4
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2012,22686.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2013,22700.7
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2014,22996.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2015,23400.3
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2016,23899.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2017,24158.1
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2018,24552.6
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2019,24857.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2020,21282.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2021,24477.8
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2022,26206.9
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2023,25445
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2024,25283.5
"Mobili altre manifatturiere",C31T33,"valori concatenati 2020",2025,24859.7
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1995,15921.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1996,16944.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1997,17127.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1998,17337.5
"Mobili altre manifatturiere",C31T33,"prezzi correnti",1999,18140.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2000,18939.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2001,19482.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2002,19951.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2003,19206.7
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2004,19916.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2005,20521.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2006,22016.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2007,23168.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2008,22965.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2009,20293.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2010,20396.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2011,20810.7
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2012,20222.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2013,20128.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2014,20403.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2015,21266.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2016,22382.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2017,22734.6
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2018,23265.1
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2019,23982.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2020,21282.9
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2021,24201.3
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2022,26242.8
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2023,28748.4
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2024,29626.2
"Mobili altre manifatturiere",C31T33,"prezzi correnti",2025,31093.3
"Energia",D,"valori concatenati 2020",1995,30740.4
"Energia",D,"valori concatenati 2020",1996,31490.6
"Energia",D,"valori concatenati 2020",1997,29170.7
"Energia",D,"valori concatenati 2020",1998,30254.7
"Energia",D,"valori concatenati 2020",1999,32132
"Energia",D,"valori concatenati 2020",2000,31014.1
"Energia",D,"valori concatenati 2020",2001,30926.2
"Energia",D,"valori concatenati 2020",2002,32174.3
"Energia",D,"valori concatenati 2020",2003,32021.8
"Energia",D,"valori concatenati 2020",2004,34151.6
"Energia",D,"valori concatenati 2020",2005,32399.4
"Energia",D,"valori concatenati 2020",2006,29423.8
"Energia",D,"valori concatenati 2020",2007,27971.4
"Energia",D,"valori concatenati 2020",2008,28581.4
"Energia",D,"valori concatenati 2020",2009,27643.3
"Energia",D,"valori concatenati 2020",2010,25311.4
"Energia",D,"valori concatenati 2020",2011,24581
"Energia",D,"valori concatenati 2020",2012,24264.3
"Energia",D,"valori concatenati 2020",2013,23233.1
"Energia",D,"valori concatenati 2020",2014,22103.3
"Energia",D,"valori concatenati 2020",2015,20425.6
"Energia",D,"valori concatenati 2020",2016,20346.8
"Energia",D,"valori concatenati 2020",2017,21313.4
"Energia",D,"valori concatenati 2020",2018,22555.4
"Energia",D,"valori concatenati 2020",2019,23358.1
"Energia",D,"valori concatenati 2020",2020,22531.7
"Energia",D,"valori concatenati 2020",2021,22019.9
"Energia",D,"valori concatenati 2020",2022,16718.3
"Energia",D,"valori concatenati 2020",2023,17899.2
"Energia",D,"valori concatenati 2020",2024,19602.8
"Energia",D,"valori concatenati 2020",2025,20877.4
"Energia",D,"prezzi correnti",1995,11909
"Energia",D,"prezzi correnti",1996,12335.7
"Energia",D,"prezzi correnti",1997,12270.9
"Energia",D,"prezzi correnti",1998,13456.8
"Energia",D,"prezzi correnti",1999,13308.9
"Energia",D,"prezzi correnti",2000,12757
"Energia",D,"prezzi correnti",2001,14343.6
"Energia",D,"prezzi correnti",2002,15022.5
"Energia",D,"prezzi correnti",2003,15211.8
"Energia",D,"prezzi correnti",2004,15813.6
"Energia",D,"prezzi correnti",2005,16239.3
"Energia",D,"prezzi correnti",2006,17286.8
"Energia",D,"prezzi correnti",2007,17975.6
"Energia",D,"prezzi correnti",2008,20737.9
"Energia",D,"prezzi correnti",2009,21608.5
"Energia",D,"prezzi correnti",2010,18768.9
"Energia",D,"prezzi correnti",2011,17553.5
"Energia",D,"prezzi correnti",2012,19187.8
"Energia",D,"prezzi correnti",2013,19885.3
"Energia",D,"prezzi correnti",2014,19236.4
"Energia",D,"prezzi correnti",2015,17624.9
"Energia",D,"prezzi correnti",2016,18336.5
"Energia",D,"prezzi correnti",2017,18564.4
"Energia",D,"prezzi correnti",2018,19580
"Energia",D,"prezzi correnti",2019,22099.6
"Energia",D,"prezzi correnti",2020,22531.7
"Energia",D,"prezzi correnti",2021,22342.3
"Energia",D,"prezzi correnti",2022,33037.6
"Energia",D,"prezzi correnti",2023,36324.8
"Energia",D,"prezzi correnti",2024,32541.6
"Energia",D,"prezzi correnti",2025,32402.1
"Acqua e rifiuti",E,"valori concatenati 2020",1995,25558.5
"Acqua e rifiuti",E,"valori concatenati 2020",1996,25256.2
"Acqua e rifiuti",E,"valori concatenati 2020",1997,24848.3
"Acqua e rifiuti",E,"valori concatenati 2020",1998,26217.9
"Acqua e rifiuti",E,"valori concatenati 2020",1999,24561.6
"Acqua e rifiuti",E,"valori concatenati 2020",2000,23627.9
"Acqua e rifiuti",E,"valori concatenati 2020",2001,22896.3
"Acqua e rifiuti",E,"valori concatenati 2020",2002,22892.7
