branca,codice,valutazione,anno,valore_aggiunto_mln_eur
"Acqua e rifiuti",E,"valori concatenati 2020",2003,22054.3
"Acqua e rifiuti",E,"valori concatenati 2020",2004,23037.6
"Acqua e rifiuti",E,"valori concatenati 2020",2005,23409.7
"Acqua e rifiuti",E,"valori concatenati 2020",2006,22867.1
"Acqua e rifiuti",E,"valori concatenati 2020",2007,21646.9
"Acqua e rifiuti",E,"valori concatenati 2020",2008,22240.6
"Acqua e rifiuti",E,"valori concatenati 2020",2009,20969.1
"Acqua e rifiuti",E,"valori concatenati 2020",2010,21445.6
"Acqua e rifiuti",E,"valori concatenati 2020",2011,20579.8
"Acqua e rifiuti",E,"valori concatenati 2020",2012,19667.3
"Acqua e rifiuti",E,"valori concatenati 2020",2013,18292.7
"Acqua e rifiuti",E,"valori concatenati 2020",2014,16591
"Acqua e rifiuti",E,"valori concatenati 2020",2015,16499.6
"Acqua e rifiuti",E,"valori concatenati 2020",2016,17178.8
"Acqua e rifiuti",E,"valori concatenati 2020",2017,17078.2
"Acqua e rifiuti",E,"valori concatenati 2020",2018,17313.6
"Acqua e rifiuti",E,"valori concatenati 2020",2019,17276.4
"Acqua e rifiuti",E,"valori concatenati 2020",2020,17059.9
"Acqua e rifiuti",E,"valori concatenati 2020",2021,19695
"Acqua e rifiuti",E,"valori concatenati 2020",2022,21086.6
"Acqua e rifiuti",E,"valori concatenati 2020",2023,19203
"Acqua e rifiuti",E,"valori concatenati 2020",2024,20553.8
"Acqua e rifiuti",E,"valori concatenati 2020",2025,20243.7
"Acqua e rifiuti",E,"prezzi correnti",1995,5821.3
"Acqua e rifiuti",E,"prezzi correnti",1996,5992.2
"Acqua e rifiuti",E,"prezzi correnti",1997,6544.5
"Acqua e rifiuti",E,"prezzi correnti",1998,7214.4
"Acqua e rifiuti",E,"prezzi correnti",1999,7687.6
"Acqua e rifiuti",E,"prezzi correnti",2000,7535.8
"Acqua e rifiuti",E,"prezzi correnti",2001,7575.4
"Acqua e rifiuti",E,"prezzi correnti",2002,8217.6
"Acqua e rifiuti",E,"prezzi correnti",2003,8568.3
"Acqua e rifiuti",E,"prezzi correnti",2004,9115.7
"Acqua e rifiuti",E,"prezzi correnti",2005,9860.1
"Acqua e rifiuti",E,"prezzi correnti",2006,10416.4
"Acqua e rifiuti",E,"prezzi correnti",2007,10988.7
"Acqua e rifiuti",E,"prezzi correnti",2008,11679.7
"Acqua e rifiuti",E,"prezzi correnti",2009,12300.1
"Acqua e rifiuti",E,"prezzi correnti",2010,13086.6
"Acqua e rifiuti",E,"prezzi correnti",2011,13489.4
"Acqua e rifiuti",E,"prezzi correnti",2012,13610.3
"Acqua e rifiuti",E,"prezzi correnti",2013,14198.5
"Acqua e rifiuti",E,"prezzi correnti",2014,14842.3
"Acqua e rifiuti",E,"prezzi correnti",2015,14935.6
"Acqua e rifiuti",E,"prezzi correnti",2016,15909.2
"Acqua e rifiuti",E,"prezzi correnti",2017,16141.6
"Acqua e rifiuti",E,"prezzi correnti",2018,16646.2
"Acqua e rifiuti",E,"prezzi correnti",2019,16958.6
"Acqua e rifiuti",E,"prezzi correnti",2020,17059.9
"Acqua e rifiuti",E,"prezzi correnti",2021,19359.2
"Acqua e rifiuti",E,"prezzi correnti",2022,19411.8
"Acqua e rifiuti",E,"prezzi correnti",2023,19366
"Acqua e rifiuti",E,"prezzi correnti",2024,21679.1
"Acqua e rifiuti",E,"prezzi correnti",2025,22592.8
"Costruzioni",F,"valori concatenati 2020",1995,89382.9
"Costruzioni",F,"valori concatenati 2020",1996,91236.2
"Costruzioni",F,"valori concatenati 2020",1997,89020
"Costruzioni",F,"valori concatenati 2020",1998,88049.3
"Costruzioni",F,"valori concatenati 2020",1999,88537.9
"Costruzioni",F,"valori concatenati 2020",2000,91774.3
"Costruzioni",F,"valori concatenati 2020",2001,96572
"Costruzioni",F,"valori concatenati 2020",2002,99307.9
"Costruzioni",F,"valori concatenati 2020",2003,102129.4
"Costruzioni",F,"valori concatenati 2020",2004,104730.2
"Costruzioni",F,"valori concatenati 2020",2005,106546
"Costruzioni",F,"valori concatenati 2020",2006,108495
"Costruzioni",F,"valori concatenati 2020",2007,108265.6
"Costruzioni",F,"valori concatenati 2020",2008,105236.1
"Costruzioni",F,"valori concatenati 2020",2009,96168.6
"Costruzioni",F,"valori concatenati 2020",2010,90595.4
"Costruzioni",F,"valori concatenati 2020",2011,87154.4
"Costruzioni",F,"valori concatenati 2020",2012,79706.7
"Costruzioni",F,"valori concatenati 2020",2013,74015.4
"Costruzioni",F,"valori concatenati 2020",2014,67921.6
"Costruzioni",F,"valori concatenati 2020",2015,66504.5
"Costruzioni",F,"valori concatenati 2020",2016,66849.6
"Costruzioni",F,"valori concatenati 2020",2017,67458.3
"Costruzioni",F,"valori concatenati 2020",2018,68209.4
"Costruzioni",F,"valori concatenati 2020",2019,70241.4
"Costruzioni",F,"valori concatenati 2020",2020,65962.9
"Costruzioni",F,"valori concatenati 2020",2021,80379.6
"Costruzioni",F,"valori concatenati 2020",2022,93726.9
"Costruzioni",F,"valori concatenati 2020",2023,104351.3
"Costruzioni",F,"valori concatenati 2020",2024,99837.8
"Costruzioni",F,"valori concatenati 2020",2025,102263.8
"Costruzioni",F,"prezzi correnti",1995,46773.4
"Costruzioni",F,"prezzi correnti",1996,49058.3
"Costruzioni",F,"prezzi correnti",1997,49313.3
"Costruzioni",F,"prezzi correnti",1998,49088.1
"Costruzioni",F,"prezzi correnti",1999,50024.6
"Costruzioni",F,"prezzi correnti",2000,53815.3
"Costruzioni",F,"prezzi correnti",2001,59583.7
"Costruzioni",F,"prezzi correnti",2002,64146.1
"Costruzioni",F,"prezzi correnti",2003,69102
"Costruzioni",F,"prezzi correnti",2004,74592.3
"Costruzioni",F,"prezzi correnti",2005,79023.4
"Costruzioni",F,"prezzi correnti",2006,82747.9
"Costruzioni",F,"prezzi correnti",2007,86465.4
"Costruzioni",F,"prezzi correnti",2008,88805.8
"Costruzioni",F,"prezzi correnti",2009,84270.4
"Costruzioni",F,"prezzi correnti",2010,80291.7
"Costruzioni",F,"prezzi correnti",2011,81533.5
"Costruzioni",F,"prezzi correnti",2012,75509.6
"Costruzioni",F,"prezzi correnti",2013,70440.3
"Costruzioni",F,"prezzi correnti",2014,64357.2
"Costruzioni",F,"prezzi correnti",2015,63469.7
"Costruzioni",F,"prezzi correnti",2016,64483.8
"Costruzioni",F,"prezzi correnti",2017,65500.3
"Costruzioni",F,"prezzi correnti",2018,66588.9
"Costruzioni",F,"prezzi correnti",2019,69190.8
"Costruzioni",F,"prezzi correnti",2020,65962.9
"Costruzioni",F,"prezzi correnti",2021,85329.4
"Costruzioni",F,"prezzi correnti",2022,102168.9
"Costruzioni",F,"prezzi correnti",2023,116675.7
"Costruzioni",F,"prezzi correnti",2024,110868.6
"Costruzioni",F,"prezzi correnti",2025,114397.3
"Servizi",GTU,"valori concatenati 2020",1995,951397.2
"Servizi",GTU,"valori concatenati 2020",1996,968643.2
"Servizi",GTU,"valori concatenati 2020",1997,990294.9
"Servizi",GTU,"valori concatenati 2020",1998,1008855.7
"Servizi",GTU,"valori concatenati 2020",1999,1029411.1
"Servizi",GTU,"valori concatenati 2020",2000,1074876.2
"Servizi",GTU,"valori concatenati 2020",2001,1103896.4
"Servizi",GTU,"valori concatenati 2020",2002,1109736
"Servizi",GTU,"valori concatenati 2020",2003,1117897.8
"Servizi",GTU,"valori concatenati 2020",2004,1130971.9
"Servizi",GTU,"valori concatenati 2020",2005,1143878.9
"Servizi",GTU,"valori concatenati 2020",2006,1162113.1
"Servizi",GTU,"valori concatenati 2020",2007,1180103.9
"Servizi",GTU,"valori concatenati 2020",2008,1177752.1
"Servizi",GTU,"valori concatenati 2020",2009,1151366.6
"Servizi",GTU,"valori concatenati 2020",2010,1163411.2
"Servizi",GTU,"valori concatenati 2020",2011,1174286
"Servizi",GTU,"valori concatenati 2020",2012,1149038.3
"Servizi",GTU,"valori concatenati 2020",2013,1135199.6
"Servizi",GTU,"valori concatenati 2020",2014,1143377.4
"Servizi",GTU,"valori concatenati 2020",2015,1153525
"Servizi",GTU,"valori concatenati 2020",2016,1166701.3
"Servizi",GTU,"valori concatenati 2020",2017,1185777.3
"Servizi",GTU,"valori concatenati 2020",2018,1195882.8
"Servizi",GTU,"valori concatenati 2020",2019,1205167.7
"Servizi",GTU,"valori concatenati 2020",2020,1114019.1
"Servizi",GTU,"valori concatenati 2020",2021,1192321.2
"Servizi",GTU,"valori concatenati 2020",2022,1258470.8
"Servizi",GTU,"valori concatenati 2020",2023,1267513
"Servizi",GTU,"valori concatenati 2020",2024,1273406.7
"Servizi",GTU,"valori concatenati 2020",2025,1277174
"Servizi",GTU,"prezzi correnti",1995,606103.2
"Servizi",GTU,"prezzi correnti",1996,648110.4
"Servizi",GTU,"prezzi correnti",1997,677796.6
"Servizi",GTU,"prezzi correnti",1998,705631.9
"Servizi",GTU,"prezzi correnti",1999,733927.5
"Servizi",GTU,"prezzi correnti",2000,783700.6
"Servizi",GTU,"prezzi correnti",2001,833630
"Servizi",GTU,"prezzi correnti",2002,866847.1
"Servizi",GTU,"prezzi correnti",2003,907504.1
"Servizi",GTU,"prezzi correnti",2004,942640.8
"Servizi",GTU,"prezzi correnti",2005,974756.1
"Servizi",GTU,"prezzi correnti",2006,1005213.4
"Servizi",GTU,"prezzi correnti",2007,1043151.7
"Servizi",GTU,"prezzi correnti",2008,1067425.1
"Servizi",GTU,"prezzi correnti",2009,1058480
"Servizi",GTU,"prezzi correnti",2010,1075120.8
"Servizi",GTU,"prezzi correnti",2011,1097333
"Servizi",GTU,"prezzi correnti",2012,1084622.1
"Servizi",GTU,"prezzi correnti",2013,1078229.2
"Servizi",GTU,"prezzi correnti",2014,1092312.8
"Servizi",GTU,"prezzi correnti",2015,1109107.9
"Servizi",GTU,"prezzi correnti",2016,1131634.7
"Servizi",GTU,"prezzi correnti",2017,1156247.5
"Servizi",GTU,"prezzi correnti",2018,1176343.6
"Servizi",GTU,"prezzi correnti",2019,1192383.8
"Servizi",GTU,"prezzi correnti",2020,1114019.1
"Servizi",GTU,"prezzi correnti",2021,1194616.6
"Servizi",GTU,"prezzi correnti",2022,1290701.4
"Servizi",GTU,"prezzi correnti",2023,1377958.6
"Servizi",GTU,"prezzi correnti",2024,1424118.4
"Servizi",GTU,"prezzi correnti",2025,1456765.7
