settore,codice_cpa,flusso,anno,valore_euro
Gomma plastica minerali non met.,CG,importazioni,2021,18019239761.0
Gomma plastica minerali non met.,CG,importazioni,2022,22570574368.0
Gomma plastica minerali non met.,CG,importazioni,2023,21847240166.0
Gomma plastica minerali non met.,CG,importazioni,2024,21652484222.0
Gomma plastica minerali non met.,CG,importazioni,2025,21673473188.0
Metallurgia e prodotti in metallo,CH,esportazioni,1991,9426663970.95659
Metallurgia e prodotti in metallo,CH,esportazioni,1992,9818254908.16106
Metallurgia e prodotti in metallo,CH,esportazioni,1993,12134903216.49541
Metallurgia e prodotti in metallo,CH,esportazioni,1994,14062328053.94494
Metallurgia e prodotti in metallo,CH,esportazioni,1995,18121443078.70822
Metallurgia e prodotti in metallo,CH,esportazioni,1996,17332515487.00162
Metallurgia e prodotti in metallo,CH,esportazioni,1997,18173896566.60184
Metallurgia e prodotti in metallo,CH,esportazioni,1998,18828059090.42087
Metallurgia e prodotti in metallo,CH,esportazioni,1999,17832947890.54159
Metallurgia e prodotti in metallo,CH,esportazioni,2000,21478378021.15295
Metallurgia e prodotti in metallo,CH,esportazioni,2001,22460607365.0
Metallurgia e prodotti in metallo,CH,esportazioni,2002,21966645638.0
Metallurgia e prodotti in metallo,CH,esportazioni,2003,22322742844.0
Metallurgia e prodotti in metallo,CH,esportazioni,2004,27626905873.0
Metallurgia e prodotti in metallo,CH,esportazioni,2005,30095729418.0
Metallurgia e prodotti in metallo,CH,esportazioni,2006,37553548072.0
Metallurgia e prodotti in metallo,CH,esportazioni,2007,44465114178.0
Metallurgia e prodotti in metallo,CH,esportazioni,2008,45341860168.0
Metallurgia e prodotti in metallo,CH,esportazioni,2009,32273135645.0
Metallurgia e prodotti in metallo,CH,esportazioni,2010,39349659728.0
Metallurgia e prodotti in metallo,CH,esportazioni,2011,48385906883.0
Metallurgia e prodotti in metallo,CH,esportazioni,2012,50842122696.0
Metallurgia e prodotti in metallo,CH,esportazioni,2013,45543409790.0
Metallurgia e prodotti in metallo,CH,esportazioni,2014,44622752718.0
Metallurgia e prodotti in metallo,CH,esportazioni,2015,43730946197.0
Metallurgia e prodotti in metallo,CH,esportazioni,2016,43432526624.0
Metallurgia e prodotti in metallo,CH,esportazioni,2017,47332941453.0
Metallurgia e prodotti in metallo,CH,esportazioni,2018,50087705399.0
Metallurgia e prodotti in metallo,CH,esportazioni,2019,51482907337.0
Metallurgia e prodotti in metallo,CH,esportazioni,2020,49071799717.0
Metallurgia e prodotti in metallo,CH,esportazioni,2021,62437518715.0
Metallurgia e prodotti in metallo,CH,esportazioni,2022,73541997772.0
Metallurgia e prodotti in metallo,CH,esportazioni,2023,65269438514.0
Metallurgia e prodotti in metallo,CH,esportazioni,2024,62806088000.26
Metallurgia e prodotti in metallo,CH,esportazioni,2025,68961136225.19
Metallurgia e prodotti in metallo,CH,importazioni,1991,11308869240.86284
Metallurgia e prodotti in metallo,CH,importazioni,1992,11565889113.60996
Metallurgia e prodotti in metallo,CH,importazioni,1993,11432660892.34351
Metallurgia e prodotti in metallo,CH,importazioni,1994,14567385819.14366
Metallurgia e prodotti in metallo,CH,importazioni,1995,19875232866.81414
Metallurgia e prodotti in metallo,CH,importazioni,1996,16806755373.49083
Metallurgia e prodotti in metallo,CH,importazioni,1997,19052930265.42356
Metallurgia e prodotti in metallo,CH,importazioni,1998,20654421551.75157
Metallurgia e prodotti in metallo,CH,importazioni,1999,19617096409.08088
Metallurgia e prodotti in metallo,CH,importazioni,2000,25034055315.11761
Metallurgia e prodotti in metallo,CH,importazioni,2001,24394307174.0
Metallurgia e prodotti in metallo,CH,importazioni,2002,23334185709.0
Metallurgia e prodotti in metallo,CH,importazioni,2003,23024978613.0
Metallurgia e prodotti in metallo,CH,importazioni,2004,28050554254.0
Metallurgia e prodotti in metallo,CH,importazioni,2005,30137073605.0
Metallurgia e prodotti in metallo,CH,importazioni,2006,40601478257.0
Metallurgia e prodotti in metallo,CH,importazioni,2007,47399472254.0
Metallurgia e prodotti in metallo,CH,importazioni,2008,44406957054.0
Metallurgia e prodotti in metallo,CH,importazioni,2009,24703722157.0
Metallurgia e prodotti in metallo,CH,importazioni,2010,36107136711.0
Metallurgia e prodotti in metallo,CH,importazioni,2011,42468224720.0
Metallurgia e prodotti in metallo,CH,importazioni,2012,37781814182.0
Metallurgia e prodotti in metallo,CH,importazioni,2013,35239183178.0
Metallurgia e prodotti in metallo,CH,importazioni,2014,36011583492.0
Metallurgia e prodotti in metallo,CH,importazioni,2015,38069220192.0
Metallurgia e prodotti in metallo,CH,importazioni,2016,35806320879.0
Metallurgia e prodotti in metallo,CH,importazioni,2017,41282854955.0
Metallurgia e prodotti in metallo,CH,importazioni,2018,45148476566.0
Metallurgia e prodotti in metallo,CH,importazioni,2019,44325087766.0
Metallurgia e prodotti in metallo,CH,importazioni,2020,41653803160.0
Metallurgia e prodotti in metallo,CH,importazioni,2021,58812616677.0
Metallurgia e prodotti in metallo,CH,importazioni,2022,73725620314.0
Metallurgia e prodotti in metallo,CH,importazioni,2023,60893104683.0
Metallurgia e prodotti in metallo,CH,importazioni,2024,61282954509.0
Metallurgia e prodotti in metallo,CH,importazioni,2025,65064730674.0
Elettronica e ottica,CI,esportazioni,1991,6560195940.1496
Elettronica e ottica,CI,esportazioni,1992,5839910457.7466
Elettronica e ottica,CI,esportazioni,1993,7168324418.6066
Elettronica e ottica,CI,esportazioni,1994,8009753357.23555
Elettronica e ottica,CI,esportazioni,1995,9723753436.77301
Elettronica e ottica,CI,esportazioni,1996,10773717565.22016
Elettronica e ottica,CI,esportazioni,1997,10824199492.8491
Elettronica e ottica,CI,esportazioni,1998,11417089550.53446
Elettronica e ottica,CI,esportazioni,1999,11847644690.05288
Elettronica e ottica,CI,esportazioni,2000,14679400559.3258
Elettronica e ottica,CI,esportazioni,2001,15229127471.0
Elettronica e ottica,CI,esportazioni,2002,13239112915.0
Elettronica e ottica,CI,esportazioni,2003,12276118286.0
Elettronica e ottica,CI,esportazioni,2004,13283838959.0
Elettronica e ottica,CI,esportazioni,2005,13597218622.0
Elettronica e ottica,CI,esportazioni,2006,13878838615.0
Elettronica e ottica,CI,esportazioni,2007,12395953481.0
Elettronica e ottica,CI,esportazioni,2008,11354990569.0
Elettronica e ottica,CI,esportazioni,2009,9649852295.0
Elettronica e ottica,CI,esportazioni,2010,11604033189.0
Elettronica e ottica,CI,esportazioni,2011,12935470995.0
Elettronica e ottica,CI,esportazioni,2012,12661041299.0
Elettronica e ottica,CI,esportazioni,2013,12308324532.0
Elettronica e ottica,CI,esportazioni,2014,12091393014.0
Elettronica e ottica,CI,esportazioni,2015,13698206758.0
Elettronica e ottica,CI,esportazioni,2016,13641702354.0
Elettronica e ottica,CI,esportazioni,2017,14499596076.0
Elettronica e ottica,CI,esportazioni,2018,15597238172.0
Elettronica e ottica,CI,esportazioni,2019,15699972327.0
Elettronica e ottica,CI,esportazioni,2020,15510013605.0
Elettronica e ottica,CI,esportazioni,2021,17860260026.0
Elettronica e ottica,CI,esportazioni,2022,21578368674.0
Elettronica e ottica,CI,esportazioni,2023,21765917794.0
Elettronica e ottica,CI,esportazioni,2024,22338791616.66
Elettronica e ottica,CI,esportazioni,2025,21762243384.63
Elettronica e ottica,CI,importazioni,1991,11664444267.58909
Elettronica e ottica,CI,importazioni,1992,10483705333.97079
Elettronica e ottica,CI,importazioni,1993,10266800711.161
Elettronica e ottica,CI,importazioni,1994,12258558547.1107
Elettronica e ottica,CI,importazioni,1995,14805441726.10722
Elettronica e ottica,CI,importazioni,1996,15136728867.37053
Elettronica e ottica,CI,importazioni,1997,17215059627.54035
Elettronica e ottica,CI,importazioni,1998,19062163617.67898
Elettronica e ottica,CI,importazioni,1999,20835768655.71794
Elettronica e ottica,CI,importazioni,2000,25737013419.61883
Elettronica e ottica,CI,importazioni,2001,24459857123.0
Elettronica e ottica,CI,importazioni,2002,23325835691.0
Elettronica e ottica,CI,importazioni,2003,22473733625.0
Elettronica e ottica,CI,importazioni,2004,25620045163.0
Elettronica e ottica,CI,importazioni,2005,25788652905.0
Elettronica e ottica,CI,importazioni,2006,26430095373.0
Elettronica e ottica,CI,importazioni,2007,25686630879.0
Elettronica e ottica,CI,importazioni,2008,24647757671.0
Elettronica e ottica,CI,importazioni,2009,22852681124.0
Elettronica e ottica,CI,importazioni,2010,33870892592.0
Elettronica e ottica,CI,importazioni,2011,30904345532.0
Elettronica e ottica,CI,importazioni,2012,25474070322.0
Elettronica e ottica,CI,importazioni,2013,22871559041.0
Elettronica e ottica,CI,importazioni,2014,23041314147.0
Elettronica e ottica,CI,importazioni,2015,25845323423.0
Elettronica e ottica,CI,importazioni,2016,25672542271.0
Elettronica e ottica,CI,importazioni,2017,27558318978.0
Elettronica e ottica,CI,importazioni,2018,28062255513.0
Elettronica e ottica,CI,importazioni,2019,28342614489.0
Elettronica e ottica,CI,importazioni,2020,28400170593.0
Elettronica e ottica,CI,importazioni,2021,33111833324.0
Elettronica e ottica,CI,importazioni,2022,39426348757.0
Elettronica e ottica,CI,importazioni,2023,39319389208.0
Elettronica e ottica,CI,importazioni,2024,36974659194.0
Elettronica e ottica,CI,importazioni,2025,36212124430.0
Apparecchiature elettriche,CJ,esportazioni,1991,6325060014.88858
Apparecchiature elettriche,CJ,esportazioni,1992,6742318484.0047
Apparecchiature elettriche,CJ,esportazioni,1993,8255466622.94638
Apparecchiature elettriche,CJ,esportazioni,1994,9628187219.76408
Apparecchiature elettriche,CJ,esportazioni,1995,11968608868.0902
Apparecchiature elettriche,CJ,esportazioni,1996,12304883141.82022
Apparecchiature elettriche,CJ,esportazioni,1997,13068025977.78767
Apparecchiature elettriche,CJ,esportazioni,1998,13863983664.47626
Apparecchiature elettriche,CJ,esportazioni,1999,13860007265.00266
Apparecchiature elettriche,CJ,esportazioni,2000,16057298845.20652
Apparecchiature elettriche,CJ,esportazioni,2001,16994640672.0
Apparecchiature elettriche,CJ,esportazioni,2002,16704015605.0
Apparecchiature elettriche,CJ,esportazioni,2003,16405285770.0
Apparecchiature elettriche,CJ,esportazioni,2004,17780421614.0
Apparecchiature elettriche,CJ,esportazioni,2005,18658521482.0
Apparecchiature elettriche,CJ,esportazioni,2006,20768891515.0
Apparecchiature elettriche,CJ,esportazioni,2007,21780335039.0
Apparecchiature elettriche,CJ,esportazioni,2008,21839018418.0
Apparecchiature elettriche,CJ,esportazioni,2009,17261425613.0
Apparecchiature elettriche,CJ,esportazioni,2010,19379540258.0
Apparecchiature elettriche,CJ,esportazioni,2011,20308574843.0
Apparecchiature elettriche,CJ,esportazioni,2012,19938505205.0
Apparecchiature elettriche,CJ,esportazioni,2013,20236816765.0
Apparecchiature elettriche,CJ,esportazioni,2014,20828605180.0
Apparecchiature elettriche,CJ,esportazioni,2015,21947041596.0
Apparecchiature elettriche,CJ,esportazioni,2016,22065181464.0
Apparecchiature elettriche,CJ,esportazioni,2017,23343383037.0
Apparecchiature elettriche,CJ,esportazioni,2018,24248951439.0
Apparecchiature elettriche,CJ,esportazioni,2019,23899279256.0
Apparecchiature elettriche,CJ,esportazioni,2020,21970286056.0
Apparecchiature elettriche,CJ,esportazioni,2021,26877226815.0
Apparecchiature elettriche,CJ,esportazioni,2022,30687115154.0
Apparecchiature elettriche,CJ,esportazioni,2023,32087465884.0
Apparecchiature elettriche,CJ,esportazioni,2024,31882302346.99
Apparecchiature elettriche,CJ,esportazioni,2025,31988945542.34
Apparecchiature elettriche,CJ,importazioni,1991,3549782339.23911
Apparecchiature elettriche,CJ,importazioni,1992,3835260398.60325
Apparecchiature elettriche,CJ,importazioni,1993,3774030301.04265
Apparecchiature elettriche,CJ,importazioni,1994,4598505283.3552
Apparecchiature elettriche,CJ,importazioni,1995,6010960072.72105
Apparecchiature elettriche,CJ,importazioni,1996,5672410757.28341
Apparecchiature elettriche,CJ,importazioni,1997,6349702463.50384
Apparecchiature elettriche,CJ,importazioni,1998,6914529882.19478
Apparecchiature elettriche,CJ,importazioni,1999,7376466843.46809
Apparecchiature elettriche,CJ,importazioni,2000,8924273475.29593
Apparecchiature elettriche,CJ,importazioni,2001,9260586485.0
Apparecchiature elettriche,CJ,importazioni,2002,8746489619.0
Apparecchiature elettriche,CJ,importazioni,2003,8916992694.0
Apparecchiature elettriche,CJ,importazioni,2004,9373649391.0
Apparecchiature elettriche,CJ,importazioni,2005,10008364606.0
Apparecchiature elettriche,CJ,importazioni,2006,11343950363.0
Apparecchiature elettriche,CJ,importazioni,2007,12490619292.0
Apparecchiature elettriche,CJ,importazioni,2008,12689326611.0
Apparecchiature elettriche,CJ,importazioni,2009,10495033391.0
Apparecchiature elettriche,CJ,importazioni,2010,13291873444.0
Apparecchiature elettriche,CJ,importazioni,2011,13838594967.0
Apparecchiature elettriche,CJ,importazioni,2012,13299311417.0
Apparecchiature elettriche,CJ,importazioni,2013,12936196352.0
Apparecchiature elettriche,CJ,importazioni,2014,13616635221.0
Apparecchiature elettriche,CJ,importazioni,2015,15474055641.0
Apparecchiature elettriche,CJ,importazioni,2016,15653808019.0
Apparecchiature elettriche,CJ,importazioni,2017,16793285843.0
Apparecchiature elettriche,CJ,importazioni,2018,18011530762.0
Apparecchiature elettriche,CJ,importazioni,2019,18172098668.0
Apparecchiature elettriche,CJ,importazioni,2020,17428963226.0
Apparecchiature elettriche,CJ,importazioni,2021,22799156052.0
Apparecchiature elettriche,CJ,importazioni,2022,29085704703.0
Apparecchiature elettriche,CJ,importazioni,2023,29282872742.0
Apparecchiature elettriche,CJ,importazioni,2024,26669702307.0
Apparecchiature elettriche,CJ,importazioni,2025,27654017415.0
Macchinari,CK,esportazioni,1991,18294509122.72314
Macchinari,CK,esportazioni,1992,19782926090.91825
Macchinari,CK,esportazioni,1993,24830960627.41049
Macchinari,CK,esportazioni,1994,28173653187.3377
Macchinari,CK,esportazioni,1995,35323316582.41386
Macchinari,CK,esportazioni,1996,36646767577.90472
Macchinari,CK,esportazioni,1997,38606944889.95093
Macchinari,CK,esportazioni,1998,39469822734.45712
Macchinari,CK,esportazioni,1999,39169892504.67836
Macchinari,CK,esportazioni,2000,44125688767.60126
Macchinari,CK,esportazioni,2001,46633892648.0
Macchinari,CK,esportazioni,2002,45498503987.0
Macchinari,CK,esportazioni,2003,45641730879.0
Macchinari,CK,esportazioni,2004,49965585325.0
Macchinari,CK,esportazioni,2005,52706895368.0
Macchinari,CK,esportazioni,2006,59462406297.0
Macchinari,CK,esportazioni,2007,68775641201.0
Macchinari,CK,esportazioni,2008,71023508734.0
Macchinari,CK,esportazioni,2009,55013626721.0
Macchinari,CK,esportazioni,2010,60060842074.0
Macchinari,CK,esportazioni,2011,68447313895.0
Macchinari,CK,esportazioni,2012,70438831651.0
Macchinari,CK,esportazioni,2013,71606734726.0
Macchinari,CK,esportazioni,2014,74141745248.0
Macchinari,CK,esportazioni,2015,75807259925.0
Macchinari,CK,esportazioni,2016,75960197352.0
Macchinari,CK,esportazioni,2017,80142840019.0
Macchinari,CK,esportazioni,2018,82279866510.0
Macchinari,CK,esportazioni,2019,82719469343.0
Macchinari,CK,esportazioni,2020,72858025335.0
Macchinari,CK,esportazioni,2021,84227430568.0
Macchinari,CK,esportazioni,2022,92958138174.0
Macchinari,CK,esportazioni,2023,101161569333.0
Macchinari,CK,esportazioni,2024,99481420583.06
Macchinari,CK,esportazioni,2025,99497948063.35
Macchinari,CK,importazioni,1991,8661556346.48346
Macchinari,CK,importazioni,1992,9819664176.48437
Macchinari,CK,importazioni,1993,9445416954.76922
Macchinari,CK,importazioni,1994,11040056149.19766
Macchinari,CK,importazioni,1995,15026376648.41054
Macchinari,CK,importazioni,1996,13869943670.05751
Macchinari,CK,importazioni,1997,14563505017.90078
Macchinari,CK,importazioni,1998,17190618160.69025
Macchinari,CK,importazioni,1999,18820359749.42179
Macchinari,CK,importazioni,2000,22280410120.49485
Macchinari,CK,importazioni,2001,22337209923.0
Macchinari,CK,importazioni,2002,21423506466.0
Macchinari,CK,importazioni,2003,20176910249.0
Macchinari,CK,importazioni,2004,21394661569.0
Macchinari,CK,importazioni,2005,21877168978.0
Macchinari,CK,importazioni,2006,23831970816.0
Macchinari,CK,importazioni,2007,27121628317.0
Macchinari,CK,importazioni,2008,26806490585.0
Macchinari,CK,importazioni,2009,18866012649.0
Macchinari,CK,importazioni,2010,22415529220.0
Macchinari,CK,importazioni,2011,24138079446.0
Macchinari,CK,importazioni,2012,22495253683.0
Macchinari,CK,importazioni,2013,22366965760.0
Macchinari,CK,importazioni,2014,23892528912.0
Macchinari,CK,importazioni,2015,26089651172.0
Macchinari,CK,importazioni,2016,27984226413.0
Macchinari,CK,importazioni,2017,29561910410.0
Macchinari,CK,importazioni,2018,31300289108.0
Macchinari,CK,importazioni,2019,31423652869.0
Macchinari,CK,importazioni,2020,28216589950.0
Macchinari,CK,importazioni,2021,34812391183.0
Macchinari,CK,importazioni,2022,42336882895.0
Macchinari,CK,importazioni,2023,42228829749.0
Macchinari,CK,importazioni,2024,39139809817.0
Macchinari,CK,importazioni,2025,41993350343.0
Mezzi di trasporto,CL,esportazioni,1991,11687242511.15419
Mezzi di trasporto,CL,esportazioni,1992,11657284554.37471
Mezzi di trasporto,CL,esportazioni,1993,12983230150.81183
Mezzi di trasporto,CL,esportazioni,1994,15704724242.53416
Mezzi di trasporto,CL,esportazioni,1995,20482978851.13565
Mezzi di trasporto,CL,esportazioni,1996,20811181458.71194
Mezzi di trasporto,CL,esportazioni,1997,21535606754.77049
Mezzi di trasporto,CL,esportazioni,1998,25144577353.89613
Mezzi di trasporto,CL,esportazioni,1999,24985860478.59226
Mezzi di trasporto,CL,esportazioni,2000,29992779225.90203
Mezzi di trasporto,CL,esportazioni,2001,29290542877.0
Mezzi di trasporto,CL,esportazioni,2002,30207271442.0
Mezzi di trasporto,CL,esportazioni,2003,28790261140.0
Mezzi di trasporto,CL,esportazioni,2004,31122197764.0
Mezzi di trasporto,CL,esportazioni,2005,31374875461.0
Mezzi di trasporto,CL,esportazioni,2006,34549549211.0
Mezzi di trasporto,CL,esportazioni,2007,39962440331.0
Mezzi di trasporto,CL,esportazioni,2008,39421992086.0
Mezzi di trasporto,CL,esportazioni,2009,29501409536.0
Mezzi di trasporto,CL,esportazioni,2010,34506950137.0
Mezzi di trasporto,CL,esportazioni,2011,36517608935.0
Mezzi di trasporto,CL,esportazioni,2012,36287619912.0
Mezzi di trasporto,CL,esportazioni,2013,37236434701.0
Mezzi di trasporto,CL,esportazioni,2014,40060832258.0
Mezzi di trasporto,CL,esportazioni,2015,45094849267.0
Mezzi di trasporto,CL,esportazioni,2016,47633534744.0
Mezzi di trasporto,CL,esportazioni,2017,51043798034.0
Mezzi di trasporto,CL,esportazioni,2018,51572839050.0
Mezzi di trasporto,CL,esportazioni,2019,50568655014.0
Mezzi di trasporto,CL,esportazioni,2020,44882027238.0
Mezzi di trasporto,CL,esportazioni,2021,52969445918.0
Mezzi di trasporto,CL,esportazioni,2022,61018786410.0
Mezzi di trasporto,CL,esportazioni,2023,67578521127.0
Mezzi di trasporto,CL,esportazioni,2024,59766504063.64
Mezzi di trasporto,CL,esportazioni,2025,62203439149.96
Mezzi di trasporto,CL,importazioni,1991,15393020837.51337
Mezzi di trasporto,CL,importazioni,1992,17277152937.8915
Mezzi di trasporto,CL,importazioni,1993,13521152006.19094
Mezzi di trasporto,CL,importazioni,1994,15003550683.53373
Mezzi di trasporto,CL,importazioni,1995,18623732216.07642
Mezzi di trasporto,CL,importazioni,1996,18816109855.04461
Mezzi di trasporto,CL,importazioni,1997,22952485309.91904
Mezzi di trasporto,CL,importazioni,1998,27076536063.15511
Mezzi di trasporto,CL,importazioni,1999,30646842236.87489
Mezzi di trasporto,CL,importazioni,2000,34643591806.92674
Mezzi di trasporto,CL,importazioni,2001,37089230677.0
Mezzi di trasporto,CL,importazioni,2002,38634678436.0
Mezzi di trasporto,CL,importazioni,2003,38425310490.0
Mezzi di trasporto,CL,importazioni,2004,39781787881.0
Mezzi di trasporto,CL,importazioni,2005,40569370055.0
Mezzi di trasporto,CL,importazioni,2006,42867120554.0
Mezzi di trasporto,CL,importazioni,2007,46767262333.0
Mezzi di trasporto,CL,importazioni,2008,44315538609.0
Mezzi di trasporto,CL,importazioni,2009,35464181912.0
Mezzi di trasporto,CL,importazioni,2010,37901217147.0
Mezzi di trasporto,CL,importazioni,2011,38333642233.0
Mezzi di trasporto,CL,importazioni,2012,30577807532.0
Mezzi di trasporto,CL,importazioni,2013,29542728013.0
Mezzi di trasporto,CL,importazioni,2014,32157812073.0
Mezzi di trasporto,CL,importazioni,2015,39374906206.0
Mezzi di trasporto,CL,importazioni,2016,45452262876.0
Mezzi di trasporto,CL,importazioni,2017,49058268109.0
Mezzi di trasporto,CL,importazioni,2018,49977136292.0
Mezzi di trasporto,CL,importazioni,2019,50763352367.0
Mezzi di trasporto,CL,importazioni,2020,38822187164.0
Mezzi di trasporto,CL,importazioni,2021,46533724753.0
Mezzi di trasporto,CL,importazioni,2022,50285488527.0
Mezzi di trasporto,CL,importazioni,2023,62692697147.0
Mezzi di trasporto,CL,importazioni,2024,61726205632.0
Mezzi di trasporto,CL,importazioni,2025,61204495301.0
Altri prodotti manifatturieri,CM,esportazioni,1991,7933686355.23837
Altri prodotti manifatturieri,CM,esportazioni,1992,8422072701.6632
Altri prodotti manifatturieri,CM,esportazioni,1993,10789068144.95381
Altri prodotti manifatturieri,CM,esportazioni,1994,12290703759.82306
Altri prodotti manifatturieri,CM,esportazioni,1995,14977642013.26571
Altri prodotti manifatturieri,CM,esportazioni,1996,15178258490.82606
Altri prodotti manifatturieri,CM,esportazioni,1997,16074967459.09861
Altri prodotti manifatturieri,CM,esportazioni,1998,16344190760.07793
Altri prodotti manifatturieri,CM,esportazioni,1999,16821462446.89458
Altri prodotti manifatturieri,CM,esportazioni,2000,19957720157.33343
Altri prodotti manifatturieri,CM,esportazioni,2001,20243678313.0
Altri prodotti manifatturieri,CM,esportazioni,2002,19748861452.0
Altri prodotti manifatturieri,CM,esportazioni,2003,18000669283.0
Altri prodotti manifatturieri,CM,esportazioni,2004,18220681679.0
Altri prodotti manifatturieri,CM,esportazioni,2005,18430448774.0
Altri prodotti manifatturieri,CM,esportazioni,2006,20064045700.0
Altri prodotti manifatturieri,CM,esportazioni,2007,21440921053.0
Altri prodotti manifatturieri,CM,esportazioni,2008,20632905901.0
Altri prodotti manifatturieri,CM,esportazioni,2009,16572299019.0
Altri prodotti manifatturieri,CM,esportazioni,2010,18917868668.0
Altri prodotti manifatturieri,CM,esportazioni,2011,20005627550.0
Altri prodotti manifatturieri,CM,esportazioni,2012,20927970789.0
Altri prodotti manifatturieri,CM,esportazioni,2013,21856836773.0
Altri prodotti manifatturieri,CM,esportazioni,2014,22638064942.0
Altri prodotti manifatturieri,CM,esportazioni,2015,24314919722.0
Altri prodotti manifatturieri,CM,esportazioni,2016,24532774019.0
Altri prodotti manifatturieri,CM,esportazioni,2017,25927757554.0
Altri prodotti manifatturieri,CM,esportazioni,2018,26455599271.0
Altri prodotti manifatturieri,CM,esportazioni,2019,27689408555.0
Altri prodotti manifatturieri,CM,esportazioni,2020,23110060752.0
Altri prodotti manifatturieri,CM,esportazioni,2021,30257597243.0
Altri prodotti manifatturieri,CM,esportazioni,2022,34806471639.0
Altri prodotti manifatturieri,CM,esportazioni,2023,36006788590.0
Altri prodotti manifatturieri,CM,esportazioni,2024,40342944262.43
Altri prodotti manifatturieri,CM,esportazioni,2025,37498958357.96
Altri prodotti manifatturieri,CM,importazioni,1991,2576276784.23088
Altri prodotti manifatturieri,CM,importazioni,1992,2743687558.03793
Altri prodotti manifatturieri,CM,importazioni,1993,2885281051.198
Altri prodotti manifatturieri,CM,importazioni,1994,3158690927.91758
Altri prodotti manifatturieri,CM,importazioni,1995,3714058387.51628
Altri prodotti manifatturieri,CM,importazioni,1996,3909820854.52919
Altri prodotti manifatturieri,CM,importazioni,1997,4412937467.9141
Altri prodotti manifatturieri,CM,importazioni,1998,4842433105.40679
Altri prodotti manifatturieri,CM,importazioni,1999,5437662431.38123
Altri prodotti manifatturieri,CM,importazioni,2000,6551903335.28214
Altri prodotti manifatturieri,CM,importazioni,2001,6771133201.0
Altri prodotti manifatturieri,CM,importazioni,2002,6736319783.0
Altri prodotti manifatturieri,CM,importazioni,2003,6697744637.0
Altri prodotti manifatturieri,CM,importazioni,2004,7464374805.0
Altri prodotti manifatturieri,CM,importazioni,2005,8393885925.0
Altri prodotti manifatturieri,CM,importazioni,2006,9337259872.0
Altri prodotti manifatturieri,CM,importazioni,2007,9966640503.0
Altri prodotti manifatturieri,CM,importazioni,2008,9761588724.0
Altri prodotti manifatturieri,CM,importazioni,2009,8960141017.0
Altri prodotti manifatturieri,CM,importazioni,2010,10646827456.0
Altri prodotti manifatturieri,CM,importazioni,2011,11051024464.0
Altri prodotti manifatturieri,CM,importazioni,2012,10484559970.0
Altri prodotti manifatturieri,CM,importazioni,2013,10488263638.0
Altri prodotti manifatturieri,CM,importazioni,2014,11323585675.0
Altri prodotti manifatturieri,CM,importazioni,2015,12766109894.0
Altri prodotti manifatturieri,CM,importazioni,2016,13161363086.0
Altri prodotti manifatturieri,CM,importazioni,2017,13720911398.0
Altri prodotti manifatturieri,CM,importazioni,2018,14307139987.0
Altri prodotti manifatturieri,CM,importazioni,2019,14848837244.0
Altri prodotti manifatturieri,CM,importazioni,2020,12616161854.0
Altri prodotti manifatturieri,CM,importazioni,2021,16098122008.0
Altri prodotti manifatturieri,CM,importazioni,2022,18333290045.0
Altri prodotti manifatturieri,CM,importazioni,2023,18159631708.0
Altri prodotti manifatturieri,CM,importazioni,2024,18138029960.0
Altri prodotti manifatturieri,CM,importazioni,2025,19172964733.0
