DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF3,11_VINO,HSC,9,Y_GE11,99,99,2023,51.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF3,11_VINO,HSC,9,Y_GE11,99,99,2024,52.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF3,11_VINO,HSC,9,Y_GE11,99,99,2025,51.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_BIC_VINO,HSC,9,Y_GE11,99,99,2023,13.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_BIC_VINO,HSC,9,Y_GE11,99,99,2024,14.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_BIC_VINO,HSC,9,Y_GE11,99,99,2025,12.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_PIU_VINO,HSC,9,Y_GE11,99,99,2023,1.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_PIU_VINO,HSC,9,Y_GE11,99,99,2024,1.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_PIU_VINO,HSC,9,Y_GE11,99,99,2025,2.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_VINO,HSC,9,Y_GE11,99,99,2023,48.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_VINO,HSC,9,Y_GE11,99,99,2024,50.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF4,11_VINO,HSC,9,Y_GE11,99,99,2025,48.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_BIC_VINO,HSC,9,Y_GE11,99,99,2023,13.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_BIC_VINO,HSC,9,Y_GE11,99,99,2024,14.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_BIC_VINO,HSC,9,Y_GE11,99,99,2025,14.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_PIU_VINO,HSC,9,Y_GE11,99,99,2023,3.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_PIU_VINO,HSC,9,Y_GE11,99,99,2024,1.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_PIU_VINO,HSC,9,Y_GE11,99,99,2025,2.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_VINO,HSC,9,Y_GE11,99,99,2023,47.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_VINO,HSC,9,Y_GE11,99,99,2024,51,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF5,11_VINO,HSC,9,Y_GE11,99,99,2025,48.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_BIC_VINO,HSC,9,Y_GE11,99,99,2023,11.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_BIC_VINO,HSC,9,Y_GE11,99,99,2024,10,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_BIC_VINO,HSC,9,Y_GE11,99,99,2025,9.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_PIU_VINO,HSC,9,Y_GE11,99,99,2023,1.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_PIU_VINO,HSC,9,Y_GE11,99,99,2024,2.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_PIU_VINO,HSC,9,Y_GE11,99,99,2025,1.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_VINO,HSC,9,Y_GE11,99,99,2023,51.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_VINO,HSC,9,Y_GE11,99,99,2024,48.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITF6,11_VINO,HSC,9,Y_GE11,99,99,2025,47.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_BIC_VINO,HSC,9,Y_GE11,99,99,2023,8.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_BIC_VINO,HSC,9,Y_GE11,99,99,2024,8.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_BIC_VINO,HSC,9,Y_GE11,99,99,2025,8.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_PIU_VINO,HSC,9,Y_GE11,99,99,2023,1.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_PIU_VINO,HSC,9,Y_GE11,99,99,2024,1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_PIU_VINO,HSC,9,Y_GE11,99,99,2025,1.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_VINO,HSC,9,Y_GE11,99,99,2023,46.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_VINO,HSC,9,Y_GE11,99,99,2024,42.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG1,11_VINO,HSC,9,Y_GE11,99,99,2025,46,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_BIC_VINO,HSC,9,Y_GE11,99,99,2023,11.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_BIC_VINO,HSC,9,Y_GE11,99,99,2024,11.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_BIC_VINO,HSC,9,Y_GE11,99,99,2025,10.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_PIU_VINO,HSC,9,Y_GE11,99,99,2023,1.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_PIU_VINO,HSC,9,Y_GE11,99,99,2024,2.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_PIU_VINO,HSC,9,Y_GE11,99,99,2025,1.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_VINO,HSC,9,Y_GE11,99,99,2023,48.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_VINO,HSC,9,Y_GE11,99,99,2024,48.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_218(1.0),A,ITG2,11_VINO,HSC,9,Y_GE11,99,99,2025,47.5,,,,,,,,,,,,,
