DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_316(1.0),A,028107,FJAN,9,2020-01-01,489.0,,,,,,,,
IT1:29_316(1.0),A,029001,FJAN,9,2020-01-01,1213.0,,,,,,,,
IT1:29_316(1.0),A,029002,FJAN,9,2020-01-01,254.0,,,,,,,,
IT1:29_316(1.0),A,029003,FJAN,9,2020-01-01,196.0,,,,,,,,
IT1:29_316(1.0),A,029004,FJAN,9,2020-01-01,1010.0,,,,,,,,
IT1:29_316(1.0),A,029005,FJAN,9,2020-01-01,149.0,,,,,,,,
IT1:29_316(1.0),A,029006,FJAN,9,2020-01-01,163.0,,,,,,,,
IT1:29_316(1.0),A,029007,FJAN,9,2020-01-01,203.0,,,,,,,,
IT1:29_316(1.0),A,029008,FJAN,9,2020-01-01,69.0,,,,,,,,
IT1:29_316(1.0),A,029009,FJAN,9,2020-01-01,214.0,,,,,,,,
IT1:29_316(1.0),A,029010,FJAN,9,2020-01-01,83.0,,,,,,,,
IT1:29_316(1.0),A,029011,FJAN,9,2020-01-01,106.0,,,,,,,,
IT1:29_316(1.0),A,029012,FJAN,9,2020-01-01,437.0,,,,,,,,
IT1:29_316(1.0),A,029013,FJAN,9,2020-01-01,280.0,,,,,,,,
IT1:29_316(1.0),A,029014,FJAN,9,2020-01-01,210.0,,,,,,,,
IT1:29_316(1.0),A,029015,FJAN,9,2020-01-01,224.0,,,,,,,,
IT1:29_316(1.0),A,029017,FJAN,9,2020-01-01,165.0,,,,,,,,
IT1:29_316(1.0),A,029018,FJAN,9,2020-01-01,124.0,,,,,,,,
IT1:29_316(1.0),A,029019,FJAN,9,2020-01-01,140.0,,,,,,,,
IT1:29_316(1.0),A,029021,FJAN,9,2020-01-01,177.0,,,,,,,,
IT1:29_316(1.0),A,029022,FJAN,9,2020-01-01,287.0,,,,,,,,
IT1:29_316(1.0),A,029023,FJAN,9,2020-01-01,91.0,,,,,,,,
IT1:29_316(1.0),A,029024,FJAN,9,2020-01-01,194.0,,,,,,,,
IT1:29_316(1.0),A,029025,FJAN,9,2020-01-01,65.0,,,,,,,,
IT1:29_316(1.0),A,029026,FJAN,9,2020-01-01,115.0,,,,,,,,
IT1:29_316(1.0),A,029027,FJAN,9,2020-01-01,188.0,,,,,,,,
IT1:29_316(1.0),A,029028,FJAN,9,2020-01-01,103.0,,,,,,,,
IT1:29_316(1.0),A,029029,FJAN,9,2020-01-01,1137.0,,,,,,,,
IT1:29_316(1.0),A,029030,FJAN,9,2020-01-01,235.0,,,,,,,,
IT1:29_316(1.0),A,029031,FJAN,9,2020-01-01,360.0,,,,,,,,
IT1:29_316(1.0),A,029032,FJAN,9,2020-01-01,135.0,,,,,,,,
IT1:29_316(1.0),A,029033,FJAN,9,2020-01-01,1173.0,,,,,,,,
IT1:29_316(1.0),A,029034,FJAN,9,2020-01-01,86.0,,,,,,,,
IT1:29_316(1.0),A,029035,FJAN,9,2020-01-01,45.0,,,,,,,,
IT1:29_316(1.0),A,029036,FJAN,9,2020-01-01,58.0,,,,,,,,
IT1:29_316(1.0),A,029037,FJAN,9,2020-01-01,382.0,,,,,,,,
IT1:29_316(1.0),A,029038,FJAN,9,2020-01-01,47.0,,,,,,,,
IT1:29_316(1.0),A,029039,FJAN,9,2020-01-01,160.0,,,,,,,,
IT1:29_316(1.0),A,029040,FJAN,9,2020-01-01,305.0,,,,,,,,
IT1:29_316(1.0),A,029041,FJAN,9,2020-01-01,4717.0,,,,,,,,
IT1:29_316(1.0),A,029042,FJAN,9,2020-01-01,71.0,,,,,,,,
IT1:29_316(1.0),A,029043,FJAN,9,2020-01-01,52.0,,,,,,,,
IT1:29_316(1.0),A,029044,FJAN,9,2020-01-01,188.0,,,,,,,,
IT1:29_316(1.0),A,029045,FJAN,9,2020-01-01,249.0,,,,,,,,
IT1:29_316(1.0),A,029046,FJAN,9,2020-01-01,334.0,,,,,,,,
IT1:29_316(1.0),A,029047,FJAN,9,2020-01-01,242.0,,,,,,,,
IT1:29_316(1.0),A,029048,FJAN,9,2020-01-01,238.0,,,,,,,,
IT1:29_316(1.0),A,029049,FJAN,9,2020-01-01,62.0,,,,,,,,
IT1:29_316(1.0),A,029050,FJAN,9,2020-01-01,220.0,,,,,,,,
IT1:29_316(1.0),A,029051,FJAN,9,2020-01-01,160.0,,,,,,,,
IT1:29_316(1.0),A,029052,FJAN,9,2020-01-01,636.0,,,,,,,,
IT1:29_316(1.0),A,030001,FJAN,9,2020-01-01,116.0,,,,,,,,
IT1:29_316(1.0),A,030002,FJAN,9,2020-01-01,37.0,,,,,,,,
IT1:29_316(1.0),A,030003,FJAN,9,2020-01-01,33.0,,,,,,,,
IT1:29_316(1.0),A,030004,FJAN,9,2020-01-01,126.0,,,,,,,,
IT1:29_316(1.0),A,030005,FJAN,9,2020-01-01,84.0,,,,,,,,
IT1:29_316(1.0),A,030006,FJAN,9,2020-01-01,120.0,,,,,,,,
IT1:29_316(1.0),A,030007,FJAN,9,2020-01-01,79.0,,,,,,,,
IT1:29_316(1.0),A,030008,FJAN,9,2020-01-01,149.0,,,,,,,,
IT1:29_316(1.0),A,030009,FJAN,9,2020-01-01,316.0,,,,,,,,
IT1:29_316(1.0),A,030010,FJAN,9,2020-01-01,112.0,,,,,,,,
IT1:29_316(1.0),A,030011,FJAN,9,2020-01-01,63.0,,,,,,,,
IT1:29_316(1.0),A,030012,FJAN,9,2020-01-01,34.0,,,,,,,,
IT1:29_316(1.0),A,030013,FJAN,9,2020-01-01,356.0,,,,,,,,
IT1:29_316(1.0),A,030014,FJAN,9,2020-01-01,350.0,,,,,,,,
IT1:29_316(1.0),A,030015,FJAN,9,2020-01-01,63.0,,,,,,,,
IT1:29_316(1.0),A,030016,FJAN,9,2020-01-01,487.0,,,,,,,,
IT1:29_316(1.0),A,030018,FJAN,9,2020-01-01,82.0,,,,,,,,
IT1:29_316(1.0),A,030019,FJAN,9,2020-01-01,132.0,,,,,,,,
IT1:29_316(1.0),A,030020,FJAN,9,2020-01-01,168.0,,,,,,,,
IT1:29_316(1.0),A,030021,FJAN,9,2020-01-01,35.0,,,,,,,,
IT1:29_316(1.0),A,030022,FJAN,9,2020-01-01,22.0,,,,,,,,
IT1:29_316(1.0),A,030023,FJAN,9,2020-01-01,1596.0,,,,,,,,
IT1:29_316(1.0),A,030024,FJAN,9,2020-01-01,22.0,,,,,,,,
IT1:29_316(1.0),A,030025,FJAN,9,2020-01-01,18.0,,,,,,,,
IT1:29_316(1.0),A,030026,FJAN,9,2020-01-01,845.0,,,,,,,,
IT1:29_316(1.0),A,030027,FJAN,9,2020-01-01,1120.0,,,,,,,,
IT1:29_316(1.0),A,030028,FJAN,9,2020-01-01,65.0,,,,,,,,
IT1:29_316(1.0),A,030029,FJAN,9,2020-01-01,14.0,,,,,,,,
IT1:29_316(1.0),A,030030,FJAN,9,2020-01-01,142.0,,,,,,,,
IT1:29_316(1.0),A,030031,FJAN,9,2020-01-01,134.0,,,,,,,,
IT1:29_316(1.0),A,030032,FJAN,9,2020-01-01,119.0,,,,,,,,
IT1:29_316(1.0),A,030033,FJAN,9,2020-01-01,3.0,,,,,,,,
IT1:29_316(1.0),A,030034,FJAN,9,2020-01-01,6.0,,,,,,,,
IT1:29_316(1.0),A,030035,FJAN,9,2020-01-01,28.0,,,,,,,,
IT1:29_316(1.0),A,030036,FJAN,9,2020-01-01,117.0,,,,,,,,
IT1:29_316(1.0),A,030037,FJAN,9,2020-01-01,308.0,,,,,,,,
IT1:29_316(1.0),A,030039,FJAN,9,2020-01-01,53.0,,,,,,,,
IT1:29_316(1.0),A,030040,FJAN,9,2020-01-01,13.0,,,,,,,,
IT1:29_316(1.0),A,030041,FJAN,9,2020-01-01,43.0,,,,,,,,
IT1:29_316(1.0),A,030042,FJAN,9,2020-01-01,34.0,,,,,,,,
IT1:29_316(1.0),A,030043,FJAN,9,2020-01-01,489.0,,,,,,,,
IT1:29_316(1.0),A,030044,FJAN,9,2020-01-01,187.0,,,,,,,,
IT1:29_316(1.0),A,030045,FJAN,9,2020-01-01,12.0,,,,,,,,
IT1:29_316(1.0),A,030046,FJAN,9,2020-01-01,1281.0,,,,,,,,
IT1:29_316(1.0),A,030047,FJAN,9,2020-01-01,10.0,,,,,,,,
IT1:29_316(1.0),A,030048,FJAN,9,2020-01-01,189.0,,,,,,,,
IT1:29_316(1.0),A,030049,FJAN,9,2020-01-01,782.0,,,,,,,,
IT1:29_316(1.0),A,030051,FJAN,9,2020-01-01,31.0,,,,,,,,
IT1:29_316(1.0),A,030052,FJAN,9,2020-01-01,87.0,,,,,,,,
IT1:29_316(1.0),A,030053,FJAN,9,2020-01-01,395.0,,,,,,,,
IT1:29_316(1.0),A,030054,FJAN,9,2020-01-01,40.0,,,,,,,,
IT1:29_316(1.0),A,030055,FJAN,9,2020-01-01,732.0,,,,,,,,
IT1:29_316(1.0),A,030056,FJAN,9,2020-01-01,69.0,,,,,,,,
IT1:29_316(1.0),A,030057,FJAN,9,2020-01-01,290.0,,,,,,,,
IT1:29_316(1.0),A,030058,FJAN,9,2020-01-01,130.0,,,,,,,,
IT1:29_316(1.0),A,030059,FJAN,9,2020-01-01,56.0,,,,,,,,
IT1:29_316(1.0),A,030060,FJAN,9,2020-01-01,52.0,,,,,,,,
IT1:29_316(1.0),A,030061,FJAN,9,2020-01-01,12.0,,,,,,,,
IT1:29_316(1.0),A,030062,FJAN,9,2020-01-01,327.0,,,,,,,,
IT1:29_316(1.0),A,030063,FJAN,9,2020-01-01,84.0,,,,,,,,
IT1:29_316(1.0),A,030064,FJAN,9,2020-01-01,169.0,,,,,,,,
IT1:29_316(1.0),A,030065,FJAN,9,2020-01-01,160.0,,,,,,,,
IT1:29_316(1.0),A,030066,FJAN,9,2020-01-01,223.0,,,,,,,,
IT1:29_316(1.0),A,030067,FJAN,9,2020-01-01,55.0,,,,,,,,
IT1:29_316(1.0),A,030068,FJAN,9,2020-01-01,172.0,,,,,,,,
IT1:29_316(1.0),A,030069,FJAN,9,2020-01-01,254.0,,,,,,,,
IT1:29_316(1.0),A,030070,FJAN,9,2020-01-01,470.0,,,,,,,,
IT1:29_316(1.0),A,030071,FJAN,9,2020-01-01,34.0,,,,,,,,
IT1:29_316(1.0),A,030072,FJAN,9,2020-01-01,725.0,,,,,,,,
IT1:29_316(1.0),A,030073,FJAN,9,2020-01-01,42.0,,,,,,,,
IT1:29_316(1.0),A,030074,FJAN,9,2020-01-01,335.0,,,,,,,,
IT1:29_316(1.0),A,030075,FJAN,9,2020-01-01,128.0,,,,,,,,
IT1:29_316(1.0),A,030076,FJAN,9,2020-01-01,71.0,,,,,,,,
IT1:29_316(1.0),A,030077,FJAN,9,2020-01-01,99.0,,,,,,,,
IT1:29_316(1.0),A,030078,FJAN,9,2020-01-01,201.0,,,,,,,,
IT1:29_316(1.0),A,030079,FJAN,9,2020-01-01,594.0,,,,,,,,
IT1:29_316(1.0),A,030080,FJAN,9,2020-01-01,174.0,,,,,,,,
IT1:29_316(1.0),A,030081,FJAN,9,2020-01-01,29.0,,,,,,,,
IT1:29_316(1.0),A,030082,FJAN,9,2020-01-01,61.0,,,,,,,,
IT1:29_316(1.0),A,030083,FJAN,9,2020-01-01,168.0,,,,,,,,
IT1:29_316(1.0),A,030084,FJAN,9,2020-01-01,15.0,,,,,,,,
IT1:29_316(1.0),A,030085,FJAN,9,2020-01-01,13.0,,,,,,,,
IT1:29_316(1.0),A,030086,FJAN,9,2020-01-01,91.0,,,,,,,,
IT1:29_316(1.0),A,030087,FJAN,9,2020-01-01,102.0,,,,,,,,
IT1:29_316(1.0),A,030088,FJAN,9,2020-01-01,12.0,,,,,,,,
IT1:29_316(1.0),A,030089,FJAN,9,2020-01-01,13.0,,,,,,,,
IT1:29_316(1.0),A,030090,FJAN,9,2020-01-01,293.0,,,,,,,,
IT1:29_316(1.0),A,030091,FJAN,9,2020-01-01,257.0,,,,,,,,
IT1:29_316(1.0),A,030092,FJAN,9,2020-01-01,11.0,,,,,,,,
IT1:29_316(1.0),A,030093,FJAN,9,2020-01-01,11.0,,,,,,,,
IT1:29_316(1.0),A,030094,FJAN,9,2020-01-01,8.0,,,,,,,,
IT1:29_316(1.0),A,030095,FJAN,9,2020-01-01,119.0,,,,,,,,
IT1:29_316(1.0),A,030097,FJAN,9,2020-01-01,141.0,,,,,,,,
IT1:29_316(1.0),A,030098,FJAN,9,2020-01-01,114.0,,,,,,,,
IT1:29_316(1.0),A,030099,FJAN,9,2020-01-01,658.0,,,,,,,,
IT1:29_316(1.0),A,030100,FJAN,9,2020-01-01,554.0,,,,,,,,
IT1:29_316(1.0),A,030101,FJAN,9,2020-01-01,728.0,,,,,,,,
IT1:29_316(1.0),A,030102,FJAN,9,2020-01-01,80.0,,,,,,,,
IT1:29_316(1.0),A,030103,FJAN,9,2020-01-01,85.0,,,,,,,,
IT1:29_316(1.0),A,030104,FJAN,9,2020-01-01,147.0,,,,,,,,
IT1:29_316(1.0),A,030105,FJAN,9,2020-01-01,59.0,,,,,,,,
IT1:29_316(1.0),A,030106,FJAN,9,2020-01-01,102.0,,,,,,,,
IT1:29_316(1.0),A,030107,FJAN,9,2020-01-01,13.0,,,,,,,,
IT1:29_316(1.0),A,030108,FJAN,9,2020-01-01,14.0,,,,,,,,
IT1:29_316(1.0),A,030109,FJAN,9,2020-01-01,261.0,,,,,,,,
IT1:29_316(1.0),A,030110,FJAN,9,2020-01-01,57.0,,,,,,,,
IT1:29_316(1.0),A,030111,FJAN,9,2020-01-01,21.0,,,,,,,,
IT1:29_316(1.0),A,030112,FJAN,9,2020-01-01,21.0,,,,,,,,
IT1:29_316(1.0),A,030113,FJAN,9,2020-01-01,39.0,,,,,,,,
IT1:29_316(1.0),A,030114,FJAN,9,2020-01-01,201.0,,,,,,,,
IT1:29_316(1.0),A,030116,FJAN,9,2020-01-01,560.0,,,,,,,,
IT1:29_316(1.0),A,030117,FJAN,9,2020-01-01,239.0,,,,,,,,
IT1:29_316(1.0),A,030118,FJAN,9,2020-01-01,834.0,,,,,,,,
IT1:29_316(1.0),A,030120,FJAN,9,2020-01-01,117.0,,,,,,,,
IT1:29_316(1.0),A,030121,FJAN,9,2020-01-01,340.0,,,,,,,,
IT1:29_316(1.0),A,030122,FJAN,9,2020-01-01,139.0,,,,,,,,
IT1:29_316(1.0),A,030123,FJAN,9,2020-01-01,143.0,,,,,,,,
IT1:29_316(1.0),A,030124,FJAN,9,2020-01-01,64.0,,,,,,,,
IT1:29_316(1.0),A,030126,FJAN,9,2020-01-01,52.0,,,,,,,,
IT1:29_316(1.0),A,030127,FJAN,9,2020-01-01,554.0,,,,,,,,
IT1:29_316(1.0),A,030128,FJAN,9,2020-01-01,48.0,,,,,,,,
IT1:29_316(1.0),A,030129,FJAN,9,2020-01-01,13661.0,,,,,,,,
IT1:29_316(1.0),A,030130,FJAN,9,2020-01-01,120.0,,,,,,,,
IT1:29_316(1.0),A,030131,FJAN,9,2020-01-01,56.0,,,,,,,,
IT1:29_316(1.0),A,030132,FJAN,9,2020-01-01,48.0,,,,,,,,
IT1:29_316(1.0),A,030133,FJAN,9,2020-01-01,76.0,,,,,,,,
IT1:29_316(1.0),A,030135,FJAN,9,2020-01-01,54.0,,,,,,,,
IT1:29_316(1.0),A,030136,FJAN,9,2020-01-01,12.0,,,,,,,,
IT1:29_316(1.0),A,030137,FJAN,9,2020-01-01,84.0,,,,,,,,
IT1:29_316(1.0),A,030138,FJAN,9,2020-01-01,56.0,,,,,,,,
IT1:29_316(1.0),A,030188,FJAN,9,2020-01-01,471.0,,,,,,,,
IT1:29_316(1.0),A,030189,FJAN,9,2020-01-01,26.0,,,,,,,,
IT1:29_316(1.0),A,030190,FJAN,9,2020-01-01,187.0,,,,,,,,
IT1:29_316(1.0),A,030191,FJAN,9,2020-01-01,17.0,,,,,,,,
IT1:29_316(1.0),A,031001,FJAN,9,2020-01-01,39.0,,,,,,,,
IT1:29_316(1.0),A,031002,FJAN,9,2020-01-01,408.0,,,,,,,,
IT1:29_316(1.0),A,031003,FJAN,9,2020-01-01,18.0,,,,,,,,
IT1:29_316(1.0),A,031004,FJAN,9,2020-01-01,10.0,,,,,,,,
IT1:29_316(1.0),A,031005,FJAN,9,2020-01-01,63.0,,,,,,,,
IT1:29_316(1.0),A,031006,FJAN,9,2020-01-01,150.0,,,,,,,,
IT1:29_316(1.0),A,031007,FJAN,9,2020-01-01,3207.0,,,,,,,,
IT1:29_316(1.0),A,031008,FJAN,9,2020-01-01,311.0,,,,,,,,
IT1:29_316(1.0),A,031009,FJAN,9,2020-01-01,576.0,,,,,,,,
IT1:29_316(1.0),A,031010,FJAN,9,2020-01-01,55.0,,,,,,,,
IT1:29_316(1.0),A,031011,FJAN,9,2020-01-01,52.0,,,,,,,,
IT1:29_316(1.0),A,031012,FJAN,9,2020-01-01,7353.0,,,,,,,,
IT1:29_316(1.0),A,031013,FJAN,9,2020-01-01,25.0,,,,,,,,
IT1:29_316(1.0),A,031014,FJAN,9,2020-01-01,28.0,,,,,,,,
IT1:29_316(1.0),A,031015,FJAN,9,2020-01-01,133.0,,,,,,,,
IT1:29_316(1.0),A,031016,FJAN,9,2020-01-01,865.0,,,,,,,,
IT1:29_316(1.0),A,031017,FJAN,9,2020-01-01,104.0,,,,,,,,
IT1:29_316(1.0),A,031018,FJAN,9,2020-01-01,335.0,,,,,,,,
IT1:29_316(1.0),A,031019,FJAN,9,2020-01-01,9.0,,,,,,,,
IT1:29_316(1.0),A,031020,FJAN,9,2020-01-01,47.0,,,,,,,,
IT1:29_316(1.0),A,031021,FJAN,9,2020-01-01,83.0,,,,,,,,
IT1:29_316(1.0),A,031022,FJAN,9,2020-01-01,64.0,,,,,,,,
IT1:29_316(1.0),A,031023,FJAN,9,2020-01-01,462.0,,,,,,,,
IT1:29_316(1.0),A,031024,FJAN,9,2020-01-01,184.0,,,,,,,,
IT1:29_316(1.0),A,031025,FJAN,9,2020-01-01,77.0,,,,,,,,
IT1:29_316(1.0),A,032001,FJAN,9,2020-01-01,311.0,,,,,,,,
IT1:29_316(1.0),A,032002,FJAN,9,2020-01-01,16.0,,,,,,,,
IT1:29_316(1.0),A,032003,FJAN,9,2020-01-01,346.0,,,,,,,,
IT1:29_316(1.0),A,032004,FJAN,9,2020-01-01,121.0,,,,,,,,
IT1:29_316(1.0),A,032005,FJAN,9,2020-01-01,49.0,,,,,,,,
IT1:29_316(1.0),A,032006,FJAN,9,2020-01-01,20386.0,,,,,,,,
IT1:29_316(1.0),A,033001,FJAN,9,2020-01-01,273.0,,,,,,,,
IT1:29_316(1.0),A,033002,FJAN,9,2020-01-01,458.0,,,,,,,,
IT1:29_316(1.0),A,033003,FJAN,9,2020-01-01,128.0,,,,,,,,
IT1:29_316(1.0),A,033004,FJAN,9,2020-01-01,197.0,,,,,,,,
IT1:29_316(1.0),A,033005,FJAN,9,2020-01-01,371.0,,,,,,,,
IT1:29_316(1.0),A,033006,FJAN,9,2020-01-01,1556.0,,,,,,,,
IT1:29_316(1.0),A,033007,FJAN,9,2020-01-01,782.0,,,,,,,,
IT1:29_316(1.0),A,033008,FJAN,9,2020-01-01,198.0,,,,,,,,
IT1:29_316(1.0),A,033010,FJAN,9,2020-01-01,601.0,,,,,,,,
IT1:29_316(1.0),A,033011,FJAN,9,2020-01-01,729.0,,,,,,,,
IT1:29_316(1.0),A,033012,FJAN,9,2020-01-01,362.0,,,,,,,,
IT1:29_316(1.0),A,033013,FJAN,9,2020-01-01,3048.0,,,,,,,,
IT1:29_316(1.0),A,033014,FJAN,9,2020-01-01,461.0,,,,,,,,
IT1:29_316(1.0),A,033015,FJAN,9,2020-01-01,2.0,,,,,,,,
IT1:29_316(1.0),A,033016,FJAN,9,2020-01-01,66.0,,,,,,,,
IT1:29_316(1.0),A,033017,FJAN,9,2020-01-01,41.0,,,,,,,,
IT1:29_316(1.0),A,033018,FJAN,9,2020-01-01,810.0,,,,,,,,
IT1:29_316(1.0),A,033019,FJAN,9,2020-01-01,42.0,,,,,,,,
IT1:29_316(1.0),A,033020,FJAN,9,2020-01-01,57.0,,,,,,,,
IT1:29_316(1.0),A,033021,FJAN,9,2020-01-01,2411.0,,,,,,,,
IT1:29_316(1.0),A,033022,FJAN,9,2020-01-01,156.0,,,,,,,,
IT1:29_316(1.0),A,033023,FJAN,9,2020-01-01,226.0,,,,,,,,
IT1:29_316(1.0),A,033024,FJAN,9,2020-01-01,608.0,,,,,,,,
IT1:29_316(1.0),A,033025,FJAN,9,2020-01-01,201.0,,,,,,,,
IT1:29_316(1.0),A,033026,FJAN,9,2020-01-01,337.0,,,,,,,,
IT1:29_316(1.0),A,033027,FJAN,9,2020-01-01,481.0,,,,,,,,
IT1:29_316(1.0),A,033028,FJAN,9,2020-01-01,51.0,,,,,,,,
IT1:29_316(1.0),A,033030,FJAN,9,2020-01-01,42.0,,,,,,,,
IT1:29_316(1.0),A,033032,FJAN,9,2020-01-01,19549.0,,,,,,,,
IT1:29_316(1.0),A,033033,FJAN,9,2020-01-01,317.0,,,,,,,,
IT1:29_316(1.0),A,033034,FJAN,9,2020-01-01,28.0,,,,,,,,
IT1:29_316(1.0),A,033035,FJAN,9,2020-01-01,853.0,,,,,,,,
IT1:29_316(1.0),A,033036,FJAN,9,2020-01-01,452.0,,,,,,,,
IT1:29_316(1.0),A,033037,FJAN,9,2020-01-01,1020.0,,,,,,,,
IT1:29_316(1.0),A,033038,FJAN,9,2020-01-01,627.0,,,,,,,,
IT1:29_316(1.0),A,033039,FJAN,9,2020-01-01,1394.0,,,,,,,,
IT1:29_316(1.0),A,033040,FJAN,9,2020-01-01,460.0,,,,,,,,
IT1:29_316(1.0),A,033041,FJAN,9,2020-01-01,63.0,,,,,,,,
IT1:29_316(1.0),A,033042,FJAN,9,2020-01-01,479.0,,,,,,,,
IT1:29_316(1.0),A,033043,FJAN,9,2020-01-01,130.0,,,,,,,,
IT1:29_316(1.0),A,033044,FJAN,9,2020-01-01,113.0,,,,,,,,
IT1:29_316(1.0),A,033045,FJAN,9,2020-01-01,396.0,,,,,,,,
IT1:29_316(1.0),A,033046,FJAN,9,2020-01-01,225.0,,,,,,,,
IT1:29_316(1.0),A,033047,FJAN,9,2020-01-01,1.0,,,,,,,,
IT1:29_316(1.0),A,033048,FJAN,9,2020-01-01,342.0,,,,,,,,
IT1:29_316(1.0),A,033049,FJAN,9,2020-01-01,253.0,,,,,,,,
IT1:29_316(1.0),A,034001,FJAN,9,2020-01-01,93.0,,,,,,,,
IT1:29_316(1.0),A,034002,FJAN,9,2020-01-01,193.0,,,,,,,,
IT1:29_316(1.0),A,034003,FJAN,9,2020-01-01,245.0,,,,,,,,
IT1:29_316(1.0),A,034004,FJAN,9,2020-01-01,210.0,,,,,,,,
IT1:29_316(1.0),A,034005,FJAN,9,2020-01-01,54.0,,,,,,,,
IT1:29_316(1.0),A,034006,FJAN,9,2020-01-01,630.0,,,,,,,,
IT1:29_316(1.0),A,034007,FJAN,9,2020-01-01,902.0,,,,,,,,
IT1:29_316(1.0),A,034008,FJAN,9,2020-01-01,435.0,,,,,,,,
IT1:29_316(1.0),A,034009,FJAN,9,2020-01-01,1562.0,,,,,,,,
IT1:29_316(1.0),A,034010,FJAN,9,2020-01-01,1646.0,,,,,,,,
IT1:29_316(1.0),A,034011,FJAN,9,2020-01-01,91.0,,,,,,,,
IT1:29_316(1.0),A,034012,FJAN,9,2020-01-01,69.0,,,,,,,,
IT1:29_316(1.0),A,034013,FJAN,9,2020-01-01,1127.0,,,,,,,,
IT1:29_316(1.0),A,034014,FJAN,9,2020-01-01,3939.0,,,,,,,,
IT1:29_316(1.0),A,034015,FJAN,9,2020-01-01,902.0,,,,,,,,
IT1:29_316(1.0),A,034016,FJAN,9,2020-01-01,845.0,,,,,,,,
IT1:29_316(1.0),A,034017,FJAN,9,2020-01-01,927.0,,,,,,,,
IT1:29_316(1.0),A,034018,FJAN,9,2020-01-01,2128.0,,,,,,,,
IT1:29_316(1.0),A,034019,FJAN,9,2020-01-01,444.0,,,,,,,,
IT1:29_316(1.0),A,034020,FJAN,9,2020-01-01,1173.0,,,,,,,,
IT1:29_316(1.0),A,034022,FJAN,9,2020-01-01,29.0,,,,,,,,
IT1:29_316(1.0),A,034023,FJAN,9,2020-01-01,1197.0,,,,,,,,
IT1:29_316(1.0),A,034024,FJAN,9,2020-01-01,388.0,,,,,,,,
IT1:29_316(1.0),A,034025,FJAN,9,2020-01-01,1271.0,,,,,,,,
IT1:29_316(1.0),A,034026,FJAN,9,2020-01-01,107.0,,,,,,,,
IT1:29_316(1.0),A,034027,FJAN,9,2020-01-01,32681.0,,,,,,,,
IT1:29_316(1.0),A,034028,FJAN,9,2020-01-01,70.0,,,,,,,,
IT1:29_316(1.0),A,034030,FJAN,9,2020-01-01,369.0,,,,,,,,
IT1:29_316(1.0),A,034031,FJAN,9,2020-01-01,677.0,,,,,,,,
IT1:29_316(1.0),A,034032,FJAN,9,2020-01-01,2671.0,,,,,,,,
IT1:29_316(1.0),A,034033,FJAN,9,2020-01-01,764.0,,,,,,,,
IT1:29_316(1.0),A,034035,FJAN,9,2020-01-01,160.0,,,,,,,,
IT1:29_316(1.0),A,034036,FJAN,9,2020-01-01,535.0,,,,,,,,
IT1:29_316(1.0),A,034038,FJAN,9,2020-01-01,126.0,,,,,,,,
IT1:29_316(1.0),A,034039,FJAN,9,2020-01-01,319.0,,,,,,,,
IT1:29_316(1.0),A,034040,FJAN,9,2020-01-01,29.0,,,,,,,,
IT1:29_316(1.0),A,034041,FJAN,9,2020-01-01,909.0,,,,,,,,
IT1:29_316(1.0),A,034042,FJAN,9,2020-01-01,1223.0,,,,,,,,
IT1:29_316(1.0),A,034044,FJAN,9,2020-01-01,30.0,,,,,,,,
IT1:29_316(1.0),A,034045,FJAN,9,2020-01-01,205.0,,,,,,,,
IT1:29_316(1.0),A,034046,FJAN,9,2020-01-01,82.0,,,,,,,,
IT1:29_316(1.0),A,034049,FJAN,9,2020-01-01,807.0,,,,,,,,
IT1:29_316(1.0),A,034050,FJAN,9,2020-01-01,435.0,,,,,,,,
IT1:29_316(1.0),A,034051,FJAN,9,2020-01-01,1344.0,,,,,,,,
IT1:29_316(1.0),A,035001,FJAN,9,2020-01-01,471.0,,,,,,,,
IT1:29_316(1.0),A,035002,FJAN,9,2020-01-01,1040.0,,,,,,,,
IT1:29_316(1.0),A,035003,FJAN,9,2020-01-01,319.0,,,,,,,,
IT1:29_316(1.0),A,035004,FJAN,9,2020-01-01,845.0,,,,,,,,
IT1:29_316(1.0),A,035005,FJAN,9,2020-01-01,770.0,,,,,,,,
IT1:29_316(1.0),A,035006,FJAN,9,2020-01-01,714.0,,,,,,,,
IT1:29_316(1.0),A,035008,FJAN,9,2020-01-01,1144.0,,,,,,,,
IT1:29_316(1.0),A,035009,FJAN,9,2020-01-01,872.0,,,,,,,,
IT1:29_316(1.0),A,035010,FJAN,9,2020-01-01,789.0,,,,,,,,
IT1:29_316(1.0),A,035011,FJAN,9,2020-01-01,316.0,,,,,,,,
IT1:29_316(1.0),A,035012,FJAN,9,2020-01-01,1490.0,,,,,,,,
IT1:29_316(1.0),A,035013,FJAN,9,2020-01-01,367.0,,,,,,,,
IT1:29_316(1.0),A,035014,FJAN,9,2020-01-01,1106.0,,,,,,,,
IT1:29_316(1.0),A,035015,FJAN,9,2020-01-01,1095.0,,,,,,,,
IT1:29_316(1.0),A,035016,FJAN,9,2020-01-01,1048.0,,,,,,,,
