DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2017-01-01,83.71,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2017-01-01,81.513,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2017-01-01,86.236,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2017-01-01,83.82,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2017-01-01,80.791,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2017-01-01,84.976,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2017-01-01,82.834,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2017-01-01,79.657,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2017-01-01,84.086,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2017-01-01,81.819,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2017-01-01,78.757,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2017-01-01,83.185,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2017-01-01,80.918,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2017-01-01,79.694,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2017-01-01,84.22,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2017-01-01,81.903,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2017-01-01,79.376,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2017-01-01,83.515,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2017-01-01,81.397,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2018-01-01,80.836,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2018-01-01,85.165,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2018-01-01,82.949,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2018-01-01,80.957,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2018-01-01,85.341,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2018-01-01,83.098,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2018-01-01,81.297,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2018-01-01,85.645,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2018-01-01,83.421,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2018-01-01,81.446,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2018-01-01,85.728,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2018-01-01,83.537,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2018-01-01,81.782,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2018-01-01,86.048,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2018-01-01,83.863,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2018-01-01,82.013,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2018-01-01,86.167,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2018-01-01,84.04,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2018-01-01,81.309,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2018-01-01,85.438,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2018-01-01,83.325,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2018-01-01,80.115,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2018-01-01,84.542,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2018-01-01,82.275,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2018-01-01,79.138,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2018-01-01,83.71,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2018-01-01,81.37,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2018-01-01,80.358,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2018-01-01,84.677,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2018-01-01,82.466,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2018-01-01,79.744,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2018-01-01,83.907,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2018-01-01,81.776,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2019-01-01,81.065,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2019-01-01,85.362,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2019-01-01,83.163,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2019-01-01,81.213,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2019-01-01,85.625,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2019-01-01,83.368,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2019-01-01,81.503,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2019-01-01,85.879,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2019-01-01,83.641,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2019-01-01,81.67,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2019-01-01,85.937,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2019-01-01,83.753,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2019-01-01,81.767,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2019-01-01,86.234,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2019-01-01,83.949,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2019-01-01,81.929,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2019-01-01,86.478,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2019-01-01,84.151,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2019-01-01,81.524,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2019-01-01,85.647,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2019-01-01,83.537,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2019-01-01,80.379,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2019-01-01,84.645,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2019-01-01,82.46,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2019-01-01,79.567,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2019-01-01,83.821,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2019-01-01,81.643,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2019-01-01,80.165,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2019-01-01,84.675,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2019-01-01,82.366,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2019-01-01,80.01,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2019-01-01,84.014,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2019-01-01,81.964,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2020-01-01,79.802,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2020-01-01,84.474,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2020-01-01,82.084,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2020-01-01,79.041,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2020-01-01,84.005,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2020-01-01,81.468,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2020-01-01,78.96,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2020-01-01,84.008,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2020-01-01,81.428,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2020-01-01,80.501,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2020-01-01,85.067,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2020-01-01,82.731,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2020-01-01,80.651,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2020-01-01,85.045,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2020-01-01,82.797,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2020-01-01,80.538,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2020-01-01,85.175,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2020-01-01,82.803,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2020-01-01,80.79,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2020-01-01,85.137,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2020-01-01,82.913,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2020-01-01,79.49,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2020-01-01,84.162,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2020-01-01,81.771,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2020-01-01,78.516,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2020-01-01,83.399,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2020-01-01,80.9,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2020-01-01,79.869,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2020-01-01,84.492,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2020-01-01,82.125,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2020-01-01,79.412,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2020-01-01,83.737,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2020-01-01,81.523,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2021-01-01,80.322,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2021-01-01,84.774,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2021-01-01,82.496,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2021-01-01,80.695,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2021-01-01,85.213,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2021-01-01,82.903,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2021-01-01,80.934,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2021-01-01,85.443,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2021-01-01,83.137,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2021-01-01,80.948,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2021-01-01,85.421,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2021-01-01,83.133,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2021-01-01,81.343,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2021-01-01,85.574,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2021-01-01,83.41,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2021-01-01,81.373,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2021-01-01,85.978,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2021-01-01,83.623,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2021-01-01,80.793,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2021-01-01,85.078,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2021-01-01,82.886,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2021-01-01,79.35,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2021-01-01,83.805,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2021-01-01,81.524,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2021-01-01,78.578,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2021-01-01,82.985,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2021-01-01,80.729,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2021-01-01,79.374,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2021-01-01,83.844,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2021-01-01,81.555,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2021-01-01,79.174,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2021-01-01,83.319,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2021-01-01,81.197,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2022-01-01,80.59,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2022-01-01,84.788,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2022-01-01,82.64,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2022-01-01,80.864,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2022-01-01,85.036,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2022-01-01,82.902,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2022-01-01,81.137,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2022-01-01,85.309,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2022-01-01,83.175,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2022-01-01,81.304,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2022-01-01,85.455,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2022-01-01,83.331,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2022-01-01,81.19,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2022-01-01,85.706,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2022-01-01,83.396,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2022-01-01,81.665,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2022-01-01,86.014,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2022-01-01,83.79,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2022-01-01,81.056,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2022-01-01,85.243,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2022-01-01,83.1,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2022-01-01,79.768,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2022-01-01,83.976,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2022-01-01,81.821,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2022-01-01,79.024,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2022-01-01,83.113,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2022-01-01,81.019,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2022-01-01,79.579,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2022-01-01,83.869,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2022-01-01,81.672,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2022-01-01,79.441,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2022-01-01,83.378,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2022-01-01,81.362,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2023-01-01,81.019,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2023-01-01,85.143,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2023-01-01,83.032,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2023-01-01,81.535,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2023-01-01,85.569,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2023-01-01,83.505,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2023-01-01,81.877,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2023-01-01,85.863,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2023-01-01,83.823,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2023-01-01,81.749,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2023-01-01,85.851,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2023-01-01,83.751,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2023-01-01,82.327,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2023-01-01,86.201,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2023-01-01,84.22,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2023-01-01,82.326,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2023-01-01,86.533,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2023-01-01,84.382,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2023-01-01,81.43,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2023-01-01,85.39,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2023-01-01,83.363,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2023-01-01,80.006,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2023-01-01,84.265,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2023-01-01,82.084,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2023-01-01,79.271,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2023-01-01,83.463,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2023-01-01,81.316,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2023-01-01,79.757,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2023-01-01,84.131,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2023-01-01,81.891,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2023-01-01,79.716,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2023-01-01,83.657,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2023-01-01,81.638,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2024-01-01,81.549,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2024-01-01,85.586,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2024-01-01,83.519,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2024-01-01,81.959,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2024-01-01,85.92,,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2024-01-01,83.893,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2024-01-01,82.241,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2024-01-01,86.13,,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2024-01-01,84.14,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2024-01-01,82.346,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2024-01-01,86.182,,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2024-01-01,84.218,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2024-01-01,82.885,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,2,Y0,2024-01-01,86.636,,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,9,Y0,2024-01-01,84.717,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,1,Y0,2024-01-01,82.785,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,2,Y0,2024-01-01,86.772,,,,,,,,,,
IT1:26_295(1.0),A,ITDA,LIFEXP,9,Y0,2024-01-01,84.732,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,1,Y0,2024-01-01,81.906,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,2,Y0,2024-01-01,85.792,,,,,,,,,,
IT1:26_295(1.0),A,ITE,LIFEXP,9,Y0,2024-01-01,83.802,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,1,Y0,2024-01-01,80.54,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,2,Y0,2024-01-01,84.819,,,,,,,,,,
IT1:26_295(1.0),A,ITF,LIFEXP,9,Y0,2024-01-01,82.628,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,1,Y0,2024-01-01,79.754,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,2,Y0,2024-01-01,84.026,,,,,,,,,,
IT1:26_295(1.0),A,ITF3,LIFEXP,9,Y0,2024-01-01,81.839,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,1,Y0,2024-01-01,80.361,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,2,Y0,2024-01-01,84.883,,,,,,,,,,
IT1:26_295(1.0),A,ITF6,LIFEXP,9,Y0,2024-01-01,82.567,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,1,Y0,2024-01-01,80.466,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,2,Y0,2024-01-01,84.394,,,,,,,,,,
IT1:26_295(1.0),A,ITG1,LIFEXP,9,Y0,2024-01-01,82.382,,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,1,Y0,2025-01-01,81.744,e,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,2,Y0,2025-01-01,85.729,e,,,,,,,,,
IT1:26_295(1.0),A,IT,LIFEXP,9,Y0,2025-01-01,83.689,e,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,1,Y0,2025-01-01,82.123,e,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,2,Y0,2025-01-01,86.02,e,,,,,,,,,
IT1:26_295(1.0),A,ITC,LIFEXP,9,Y0,2025-01-01,84.025,e,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,1,Y0,2025-01-01,82.392,e,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,2,Y0,2025-01-01,86.223,e,,,,,,,,,
IT1:26_295(1.0),A,ITC4,LIFEXP,9,Y0,2025-01-01,84.262,e,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,1,Y0,2025-01-01,82.442,e,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,2,Y0,2025-01-01,86.363,e,,,,,,,,,
IT1:26_295(1.0),A,ITD,LIFEXP,9,Y0,2025-01-01,84.356,e,,,,,,,,,
IT1:26_295(1.0),A,ITD10,LIFEXP,1,Y0,2025-01-01,82.7,e,,,,,,,,,
