DATAFLOW,FREQ,REF_AREA,DOMAIN,DATA_TYPE,SEX,EDITION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_ISTAT_TERR_OFFICIAL_CODE,NOTE_DATA_TYPE,NOTE_DATA_TYPE_DESCR,NOTE_DATA_TYPE_SOURCE,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2017-01-01,16.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2017-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2017-01-01,15.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2017-01-01,6.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2017-01-01,14.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2017-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2017-01-01,17.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2017-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2017-01-01,19.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2017-01-01,10.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2017-01-01,22.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2017-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2017-01-01,19.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2017-01-01,8.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2017-01-01,19.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2018-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2018-01-01,17.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2018-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2018-01-01,16.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2018-01-01,8.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2018-01-01,15.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2018-01-01,7.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2018-01-01,15.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2018-01-01,6.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2018-01-01,14.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2018-01-01,8.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2018-01-01,16.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2018-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2018-01-01,18.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2018-01-01,9.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2018-01-01,21.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2018-01-01,8.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2018-01-01,18.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2018-01-01,8.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2018-01-01,19.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2019-01-01,8.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2019-01-01,16.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2019-01-01,8.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2019-01-01,15.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2019-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2019-01-01,15.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2019-01-01,7.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2019-01-01,14.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2019-01-01,7.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2019-01-01,13.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2019-01-01,8.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2019-01-01,16.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2019-01-01,8.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2019-01-01,18.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2019-01-01,9.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2019-01-01,20.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2019-01-01,8.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2019-01-01,18.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2019-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2019-01-01,18.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2020-01-01,8.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2020-01-01,19.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2020-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2020-01-01,21.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2020-01-01,7.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2020-01-01,21.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2020-01-01,7.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2020-01-01,17.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2020-01-01,6.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2020-01-01,16.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2020-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2020-01-01,18.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2020-01-01,8.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2020-01-01,20.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2020-01-01,9.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2020-01-01,24.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2020-01-01,8.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2020-01-01,20.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2020-01-01,8.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2020-01-01,20.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2021-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2021-01-01,19.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2021-01-01,7.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2021-01-01,18.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2021-01-01,7.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2021-01-01,17.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2021-01-01,6.9,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2021-01-01,16.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2021-01-01,6.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2021-01-01,15.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2021-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2021-01-01,18.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2021-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2021-01-01,22.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2021-01-01,9.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2021-01-01,25.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2021-01-01,8.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2021-01-01,21.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2021-01-01,8.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2021-01-01,22.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2022-01-01,7.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2022-01-01,17.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2022-01-01,7.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2022-01-01,16.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2022-01-01,7.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2022-01-01,16.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2022-01-01,6.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2022-01-01,15.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2022-01-01,6.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2022-01-01,14.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2022-01-01,7.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2022-01-01,16.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2022-01-01,8.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2022-01-01,19.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2022-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2022-01-01,22.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2022-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2022-01-01,20.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2022-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2022-01-01,20.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
