DATAFLOW,FREQ,REF_AREA,DOMAIN,DATA_TYPE,SEX,EDITION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_ISTAT_TERR_OFFICIAL_CODE,NOTE_DATA_TYPE,NOTE_DATA_TYPE_DESCR,NOTE_DATA_TYPE_SOURCE,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2011-01-01,18.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2011-01-01,8.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2011-01-01,17.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2011-01-01,9.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2011-01-01,19.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2011-01-01,9.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2011-01-01,21.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2011-01-01,10.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2011-01-01,24.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2011-01-01,10.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2011-01-01,21.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2011-01-01,9.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2011-01-01,21.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2012-01-01,9.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2012-01-01,19.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2012-01-01,9.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2012-01-01,18.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2012-01-01,9.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2012-01-01,18.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2012-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2012-01-01,17.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2012-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2012-01-01,17.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2012-01-01,9.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2012-01-01,18.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2012-01-01,9.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2012-01-01,21.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2012-01-01,10.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2012-01-01,24.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2012-01-01,9.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2012-01-01,21.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2012-01-01,9.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2012-01-01,21.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2013-01-01,9.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2013-01-01,18.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2013-01-01,9.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2013-01-01,18.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2013-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2013-01-01,17.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2013-01-01,8.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2013-01-01,17.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2013-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2013-01-01,16.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2013-01-01,9.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2013-01-01,18.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2013-01-01,9.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2013-01-01,20.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2013-01-01,10.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2013-01-01,23.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2013-01-01,9.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2013-01-01,20.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2013-01-01,9.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2013-01-01,20.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2014-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2014-01-01,18.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2014-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2014-01-01,17.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2014-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2014-01-01,17.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2014-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2014-01-01,16.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2014-01-01,7.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2014-01-01,15.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2014-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2014-01-01,17.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2014-01-01,9.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2014-01-01,20.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2014-01-01,10.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2014-01-01,23.1,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2014-01-01,9.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2014-01-01,19.9,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2014-01-01,9.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2014-01-01,20.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2015-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2015-01-01,18.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2015-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2015-01-01,17.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2015-01-01,8.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2015-01-01,17.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2015-01-01,8.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2015-01-01,16.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2015-01-01,7.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2015-01-01,16.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2015-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2015-01-01,18.2,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2015-01-01,9.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2015-01-01,20.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2015-01-01,10.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2015-01-01,23.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2015-01-01,9.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2015-01-01,20.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2015-01-01,9.0,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2015-01-01,20.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2016-01-01,8.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2016-01-01,17.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2016-01-01,8.6,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2016-01-01,17.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2016-01-01,8.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL020,T,2025,2016-01-01,16.4,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL006,T,2025,2016-01-01,8.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITD,BES_01,01SAL020,T,2025,2016-01-01,16.0,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL006,T,2025,2016-01-01,7.8,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITDA,BES_01,01SAL020,T,2025,2016-01-01,16.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL006,T,2025,2016-01-01,8.7,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITE,BES_01,01SAL020,T,2025,2016-01-01,17.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL006,T,2025,2016-01-01,9.2,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF,BES_01,01SAL020,T,2025,2016-01-01,19.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL006,T,2025,2016-01-01,10.4,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITF3,BES_01,01SAL020,T,2025,2016-01-01,22.8,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL006,T,2025,2016-01-01,9.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG,BES_01,01SAL020,T,2025,2016-01-01,19.3,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL006,T,2025,2016-01-01,9.1,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITG1,BES_01,01SAL020,T,2025,2016-01-01,19.5,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL006,T,2025,2017-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,IT,BES_01,01SAL020,T,2025,2017-01-01,17.6,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL006,T,2025,2017-01-01,8.5,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC,BES_01,01SAL020,T,2025,2017-01-01,16.7,,,,,,01SAL020,01SAL020_SOU,,,STA_RA_PER_10THOU,
IT1:DF_BES_TERRIT_1(1.0),A,ITC4,BES_01,01SAL006,T,2025,2017-01-01,8.3,,,,,,01SAL006,01SAL006_SOU,,,STA_RA_PER_10THOU,
