DATAFLOW,LAST UPDATE,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,ES,2016-01-01,252.0,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,FR,2016-01-01,171.48,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2016-01-01,306.1,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SURG_ANE,FR,2016-01-01,17.69,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SURG_ANE,IT,2016-01-01,21.52,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SURG_EME,IT,2016-01-01,8.87,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,DE,2017-01-01,97.01,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,ES,2017-01-01,75.93,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,FR,2017-01-01,141.04,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,IT,2017-01-01,88.69,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,DE,2017-01-01,70.95,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,ES,2017-01-01,75.93,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,FR,2017-01-01,89.11,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,IT,2017-01-01,72.24,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,DE,2017-01-01,17.1,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,ES,2017-01-01,26.59,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,FR,2017-01-01,12.01,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,IT,2017-01-01,28.67,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,DE,2017-01-01,27.49,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,ES,2017-01-01,10.54,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,FR,2017-01-01,22.76,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,IT,2017-01-01,17.4,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,DE,2017-01-01,327.87,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,ES,2017-01-01,254.02,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,FR,2017-01-01,172.83,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2017-01-01,310.26,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,DE,2018-01-01,97.84,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,ES,2018-01-01,89.16,b,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,FR,2018-01-01,140.3,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,IT,2018-01-01,88.11,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,DE,2018-01-01,71.35,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,ES,2018-01-01,89.16,b,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,FR,2018-01-01,87.55,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,IT,2018-01-01,71.47,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,DE,2018-01-01,17.19,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,ES,2018-01-01,26.95,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,FR,2018-01-01,12.07,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,IT,2018-01-01,28.21,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,DE,2018-01-01,27.72,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,ES,2018-01-01,10.93,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,FR,2018-01-01,22.71,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,IT,2018-01-01,17.16,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,DE,2018-01-01,333.25,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,ES,2018-01-01,260.15,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,FR,2018-01-01,173.5,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2018-01-01,311.39,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,DE,2019-01-01,99.95,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,ES,2019-01-01,91.51,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,FR,2019-01-01,140.44,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,IT,2019-01-01,87.99,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,DE,2019-01-01,71.81,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,ES,2019-01-01,91.51,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,FR,2019-01-01,86.98,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,IT,2019-01-01,71.03,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,DE,2019-01-01,17.51,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,ES,2019-01-01,27.1,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,FR,2019-01-01,12.35,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,IT,2019-01-01,28.5,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,DE,2019-01-01,27.97,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,ES,2019-01-01,11.84,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,FR,2019-01-01,22.86,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,IT,2019-01-01,17.38,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,DE,2019-01-01,339.44,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,ES,2019-01-01,239.28,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,FR,2019-01-01,176.6,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2019-01-01,317.08,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,DE,2020-01-01,102.78,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,ES,2020-01-01,91.42,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,FR,2020-01-01,139.52,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,IT,2020-01-01,84.7,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,DE,2020-01-01,71.97,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,ES,2020-01-01,91.42,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,FR,2020-01-01,85.39,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,IT,2020-01-01,70.16,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,DE,2020-01-01,17.7,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,ES,2020-01-01,27.09,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,FR,2020-01-01,12.56,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,IT,2020-01-01,27.87,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,DE,2020-01-01,28.18,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,ES,2020-01-01,11.76,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,FR,2020-01-01,22.93,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,IT,2020-01-01,18.3,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,DE,2020-01-01,344.01,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,ES,2020-01-01,245.64,d,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,FR,2020-01-01,178.55,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2020-01-01,315.38,,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN,IT,2021-01-01,84.44,p,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,GEN_PRAC,IT,2021-01-01,70.38,p,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PAED,IT,2021-01-01,27.73,p,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,PSY,IT,2021-01-01,19.32,p,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,P_HTHAB,SPEC,IT,2021-01-01,328.07,p,
