"Osservatorio: Osservatorio sui Lavoratori Dipendenti - Anni 2019-2023 (classificazione dell'attività economica ISTAT ATECO 2007)"
"Filtri:"


"
                                
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                        
                                        
                                        
                                            
                                                Cerca
                                            
                                        
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                            
" ";"Altre attivita' di servizi";"";"72.718 ";"2.947.382 ";"138.316.718 ";"541.164 ";"885.650 ";"59.790 ";"7.083.627 ";"332.057.602 ";"1.123.763 ";"1.836.983 ";"219.970 ";"52.130.682 ";"2.883.225.887 ";"7.983.446 ";"10.569.400 ";"116.827 ";"36.277.669 ";"3.445.912.255 ";"5.493.564 ";"6.074.995 ";"469.305 ";"98.439.360 ";"6.799.512.462 ";"15.141.937 ";"19.367.028 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"5.532 ";"176.931 ";"10.029.871 ";"30.503 ";"44.788 ";"2.050 ";"239.787 ";"12.789.560 ";"36.744 ";"58.728 ";"5.378 ";"1.352.938 ";"74.786.552 ";"195.197 ";"254.999 ";"27.119 ";"8.441.783 ";"502.595.631 ";"1.236.076 ";"1.410.188 ";"40.079 ";"10.211.439 ";"600.201.614 ";"1.498.521 ";"1.768.703 "
"2020";"Totale";"";"2.255.504 ";"89.509.504 ";"5.390.008.618 ";"16.946.061 ";"23.660.486 ";"1.797.823 ";"212.312.094 ";"13.230.610.250 ";"36.606.412 ";"49.624.288 ";"6.482.118 ";"1.595.773.376 ";"123.411.999.016 ";"268.207.406 ";"311.161.764 ";"5.149.671 ";"1.597.913.484 ";"181.290.372.940 ";"250.527.123 ";"267.782.724 ";"15.685.116 ";"3.495.508.458 ";"323.322.990.824 ";"572.287.002 ";"652.229.262 "
"2021";"Estrazione di minerali da cave e miniere";"";"1.266 ";"51.853 ";"6.431.914 ";"12.047 ";"13.437 ";"1.264 ";"155.684 ";"18.354.974 ";"30.744 ";"34.423 ";"7.659 ";"1.954.902 ";"242.401.879 ";"358.224 ";"369.130 ";"30.042 ";"9.346.449 ";"1.614.991.388 ";"1.543.701 ";"1.562.184 ";"40.231 ";"11.508.888 ";"1.882.180.155 ";"1.944.716 ";"1.979.174 "
" ";"Attivita' manifatturiere";"";"229.555 ";"9.130.264 ";"698.288.248 ";"1.975.144 ";"2.473.284 ";"202.151 ";"24.265.815 ";"1.813.385.093 ";"4.629.399 ";"5.627.490 ";"926.416 ";"233.252.997 ";"19.494.110.611 ";"41.016.777 ";"44.890.911 ";"2.497.294 ";"775.758.420 ";"89.712.634.537 ";"125.869.144 ";"129.859.265 ";"3.855.416 ";"1.042.407.496 ";"111.718.418.489 ";"173.490.464 ";"182.850.950 "
" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"1.576 ";"74.382 ";"8.332.232 ";"14.480 ";"15.884 ";"1.525 ";"192.624 ";"22.027.573 ";"34.891 ";"38.062 ";"13.077 ";"3.517.414 ";"539.938.573 ";"621.656 ";"637.994 ";"65.480 ";"20.369.902 ";"3.318.903.583 ";"3.364.990 ";"3.404.960 ";"81.658 ";"24.154.322 ";"3.889.201.961 ";"4.036.018 ";"4.096.900 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"8.215 ";"346.972 ";"26.034.871 ";"66.553 ";"80.794 ";"8.490 ";"1.031.271 ";"77.061.589 ";"182.367 ";"214.213 ";"33.635 ";"8.509.830 ";"746.724.401 ";"1.474.966 ";"1.591.491 ";"136.723 ";"42.513.236 ";"4.520.756.057 ";"6.912.447 ";"7.109.595 ";"187.063 ";"52.401.309 ";"5.370.576.918 ";"8.636.333 ";"8.996.093 "
" ";"Costruzioni";"";"168.405 ";"6.473.313 ";"491.183.429 ";"1.458.339 ";"1.613.312 ";"123.302 ";"14.593.350 ";"1.096.501.087 ";"3.038.225 ";"3.315.377 ";"394.722 ";"95.819.746 ";"7.894.923.785 ";"17.984.099 ";"18.880.687 ";"410.264 ";"127.226.429 ";"11.658.924.527 ";"20.455.285 ";"21.333.708 ";"1.096.693 ";"244.112.838 ";"21.141.532.828 ";"42.935.948 ";"45.143.084 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"241.996 ";"9.401.407 ";"557.312.998 ";"1.657.033 ";"2.533.631 ";"190.130 ";"22.653.295 ";"1.353.726.353 ";"3.552.630 ";"5.160.325 ";"664.346 ";"165.010.458 ";"11.255.328.708 ";"24.657.725 ";"31.670.346 ";"1.300.201 ";"404.031.762 ";"37.374.650.429 ";"60.105.487 ";"67.610.354 ";"2.396.673 ";"601.096.922 ";"50.541.018.488 ";"89.972.875 ";"106.974.656 "
" ";"Trasporto e magazzinaggio";"";"102.861 ";"3.941.111 ";"296.538.800 ";"817.803 ";"1.032.748 ";"95.180 ";"11.446.961 ";"947.446.725 ";"2.161.351 ";"2.620.476 ";"357.703 ";"88.343.186 ";"7.516.083.575 ";"15.552.438 ";"17.144.801 ";"603.840 ";"187.550.972 ";"19.396.285.306 ";"30.310.702 ";"31.399.666 ";"1.159.584 ";"291.282.230 ";"28.156.354.406 ";"48.842.294 ";"52.197.691 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"505.963 ";"18.591.367 ";"876.389.067 ";"3.787.948 ";"5.572.290 ";"422.717 ";"49.109.833 ";"2.727.461.040 ";"8.110.886 ";"11.199.750 ";"562.628 ";"124.195.806 ";"6.873.645.925 ";"17.834.604 ";"25.110.126 ";"129.558 ";"40.088.990 ";"2.526.672.332 ";"5.230.567 ";"6.737.002 ";"1.620.866 ";"231.985.996 ";"13.004.168.364 ";"34.964.006 ";"48.619.168 "
" ";"Servizi di informazione e comunicazione";"";"89.656 ";"1.641.875 ";"172.277.130 ";"412.737 ";"471.559 ";"29.907 ";"3.595.940 ";"366.996.605 ";"664.600 ";"773.451 ";"108.135 ";"27.426.413 ";"3.015.162.530 ";"4.651.458 ";"5.121.870 ";"365.413 ";"113.656.687 ";"14.939.824.844 ";"18.203.684 ";"19.001.460 ";"593.111 ";"146.320.915 ";"18.494.261.109 ";"23.932.480 ";"25.368.340 "
" ";"Attivita' finanziarie e assicurative";"";"9.427 ";"422.415 ";"55.930.183 ";"80.026 ";"97.817 ";"12.633 ";"1.569.152 ";"222.109.097 ";"276.216 ";"317.887 ";"61.039 ";"15.961.567 ";"2.223.571.651 ";"2.648.526 ";"2.911.524 ";"421.084 ";"131.170.622 ";"22.859.755.257 ";"21.142.291 ";"21.896.368 ";"504.183 ";"149.123.756 ";"25.361.366.188 ";"24.147.058 ";"25.223.596 "
" ";"Attivita' immobiliari";"";"6.638 ";"249.722 ";"16.172.888 ";"43.064 ";"66.664 ";"5.007 ";"596.403 ";"38.753.757 ";"89.313 ";"130.301 ";"11.758 ";"2.801.990 ";"190.118.549 ";"393.810 ";"533.252 ";"31.398 ";"9.772.983 ";"991.283.586 ";"1.364.489 ";"1.632.691 ";"54.801 ";"13.421.098 ";"1.236.328.780 ";"1.890.676 ";"2.362.908 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"55.057 ";"1.944.726 ";"131.756.146 ";"400.595 ";"547.603 ";"37.178 ";"4.412.372 ";"310.898.100 ";"771.186 ";"1.002.569 ";"103.614 ";"25.210.125 ";"1.923.841.241 ";"3.927.922 ";"4.806.020 ";"330.492 ";"102.824.352 ";"10.718.826.071 ";"15.476.183 ";"17.185.554 ";"526.341 ";"134.391.575 ";"13.085.321.558 ";"20.575.886 ";"23.541.746 "
