" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"944 ";"41.897 ";"5.560.720 ";"8.241 ";"8.733 ";"1.830 ";"244.798 ";"33.202.511 ";"42.306 ";"45.803 ";"8.793 ";"2.270.131 ";"291.148.947 ";"401.570 ";"411.820 ";"71.814 ";"22.361.600 ";"3.465.229.566 ";"3.703.324 ";"3.734.328 ";"83.381 ";"24.918.426 ";"3.795.141.744 ";"4.155.440 ";"4.200.684 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"6.296 ";"265.018 ";"18.450.353 ";"48.458 ";"61.156 ";"6.383 ";"770.168 ";"52.325.155 ";"133.967 ";"160.651 ";"22.551 ";"5.658.968 ";"460.308.203 ";"977.839 ";"1.064.685 ";"118.154 ";"36.781.201 ";"3.789.229.173 ";"6.002.629 ";"6.143.855 ";"153.384 ";"43.475.355 ";"4.320.312.884 ";"7.162.892 ";"7.430.347 "
" ";"Costruzioni";"";"202.516 ";"7.364.546 ";"564.078.234 ";"1.784.949 ";"1.916.882 ";"132.059 ";"15.495.396 ";"1.175.119.227 ";"3.402.829 ";"3.623.614 ";"337.310 ";"81.098.412 ";"6.389.172.083 ";"15.488.607 ";"16.136.402 ";"298.795 ";"92.669.073 ";"8.202.687.125 ";"14.874.547 ";"15.536.677 ";"970.680 ";"196.627.427 ";"16.331.056.669 ";"35.550.932 ";"37.213.575 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"195.137 ";"7.738.634 ";"471.504.991 ";"1.406.168 ";"2.026.531 ";"161.063 ";"19.242.784 ";"1.141.533.020 ";"3.102.989 ";"4.333.318 ";"457.528 ";"111.187.051 ";"7.146.101.313 ";"16.732.051 ";"21.350.370 ";"1.312.700 ";"408.499.531 ";"34.714.053.976 ";"60.891.848 ";"68.260.028 ";"2.126.428 ";"546.668.000 ";"43.473.193.300 ";"82.133.056 ";"95.970.247 "
" ";"Trasporto e magazzinaggio";"";"76.631 ";"3.027.945 ";"226.557.110 ";"657.075 ";"796.752 ";"73.352 ";"8.843.372 ";"704.594.232 ";"1.707.233 ";"2.010.044 ";"251.956 ";"61.946.719 ";"4.901.083.517 ";"10.819.089 ";"11.974.525 ";"568.737 ";"176.873.866 ";"17.539.704.333 ";"28.516.113 ";"29.573.616 ";"970.676 ";"250.691.902 ";"23.371.939.192 ";"41.699.510 ";"44.354.937 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"331.643 ";"12.059.217 ";"568.377.285 ";"2.627.594 ";"3.830.827 ";"266.790 ";"31.076.065 ";"1.618.071.290 ";"5.300.373 ";"7.255.797 ";"391.504 ";"88.752.870 ";"4.658.632.443 ";"12.388.205 ";"17.257.547 ";"324.827 ";"100.845.734 ";"6.038.769.359 ";"13.470.509 ";"16.890.884 ";"1.314.764 ";"232.733.886 ";"12.883.850.377 ";"33.786.681 ";"45.235.055 "
" ";"Servizi di informazione e comunicazione";"";"60.814 ";"1.160.064 ";"114.587.553 ";"305.973 ";"355.338 ";"21.978 ";"2.630.718 ";"238.810.806 ";"490.240 ";"585.751 ";"102.423 ";"26.752.579 ";"2.699.713.274 ";"4.430.757 ";"4.971.623 ";"298.861 ";"93.028.888 ";"11.146.480.720 ";"14.657.176 ";"15.540.364 ";"484.076 ";"123.572.249 ";"14.199.592.353 ";"19.884.145 ";"21.453.076 "
" ";"Attivita' finanziarie e assicurative";"";"8.939 ";"403.859 ";"46.858.892 ";"77.888 ";"91.700 ";"10.993 ";"1.366.646 ";"156.951.538 ";"243.879 ";"279.219 ";"50.232 ";"12.766.934 ";"1.487.741.634 ";"2.136.889 ";"2.363.282 ";"454.008 ";"141.155.928 ";"22.792.198.349 ";"22.850.952 ";"23.608.391 ";"524.172 ";"155.693.367 ";"24.483.750.413 ";"25.309.607 ";"26.342.592 "
" ";"Attivita' immobiliari";"";"3.817 ";"159.086 ";"10.567.964 ";"27.888 ";"41.989 ";"3.625 ";"436.009 ";"28.104.581 ";"67.282 ";"94.914 ";"7.690 ";"1.821.198 ";"123.594.573 ";"257.385 ";"342.677 ";"23.907 ";"7.444.766 ";"736.767.894 ";"1.064.158 ";"1.243.164 ";"39.039 ";"9.861.059 ";"899.035.012 ";"1.416.714 ";"1.722.744 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"42.851 ";"1.427.447 ";"96.698.865 ";"340.033 ";"437.218 ";"26.889 ";"3.188.896 ";"217.974.481 ";"566.595 ";"741.365 ";"71.490 ";"17.368.690 ";"1.194.603.459 ";"2.628.122 ";"3.311.569 ";"280.861 ";"87.451.757 ";"7.942.044.327 ";"12.975.146 ";"14.604.683 ";"422.091 ";"109.436.790 ";"9.451.321.132 ";"16.509.896 ";"19.094.835 "
" ";"Noleggio, agenzie di viaggio, servizi di supporto alle imprese";"";"275.910 ";"9.186.911 ";"501.976.703 ";"1.711.056 ";"2.502.117 ";"169.745 ";"19.937.453 ";"1.120.084.018 ";"3.328.639 ";"4.484.405 ";"407.853 ";"98.689.460 ";"5.576.999.683 ";"14.774.291 ";"18.981.503 ";"559.763 ";"173.934.839 ";"11.909.386.868 ";"24.159.211 ";"29.107.470 ";"1.413.271 ";"301.748.663 ";"19.108.447.272 ";"43.973.196 ";"55.075.495 "
" ";"Istruzione";"";"78.012 ";"2.945.622 ";"166.607.911 ";"607.815 ";"763.191 ";"82.511 ";"10.642.911 ";"640.615.384 ";"1.864.691 ";"2.157.893 ";"198.357 ";"45.752.672 ";"2.912.466.832 ";"7.556.528 ";"8.328.018 ";"115.234 ";"35.838.752 ";"2.513.965.153 ";"5.321.205 ";"5.992.148 ";"474.114 ";"95.179.957 ";"6.233.655.280 ";"15.350.239 ";"17.241.250 "
" ";"Sanita' e assistenza sociale";"";"48.528 ";"1.978.221 ";"109.970.216 ";"352.450 ";"547.765 ";"48.093 ";"5.825.745 ";"312.963.749 ";"888.649 ";"1.356.159 ";"169.557 ";"41.655.704 ";"2.363.820.220 ";"6.075.681 ";"8.050.362 ";"392.195 ";"122.027.963 ";"8.674.850.491 ";"17.868.351 ";"20.393.885 ";"658.373 ";"171.487.633 ";"11.461.604.676 ";"25.185.130 ";"30.348.171 "
" ";"Attivita' artistiche, sportive, di intrattenimento e divertimento";"";"69.445 ";"2.204.723 ";"118.775.822 ";"505.870 ";"761.397 ";"33.205 ";"3.753.817 ";"232.152.167 ";"669.435 ";"886.544 ";"32.395 ";"7.493.849 ";"487.098.035 ";"1.122.900 ";"1.455.205 ";"55.587 ";"17.294.535 ";"1.650.948.917 ";"2.573.836 ";"2.890.506 ";"190.632 ";"30.746.924 ";"2.488.974.941 ";"4.872.041 ";"5.993.652 "
" ";"Altre attivita' di servizi";"";"61.368 ";"2.302.719 ";"110.926.680 ";"459.436 ";"677.434 ";"48.469 ";"5.759.726 ";"279.629.967 ";"971.614 ";"1.405.881 ";"131.250 ";"31.723.513 ";"1.683.802.164 ";"4.855.481 ";"6.212.686 ";"223.240 ";"69.387.520 ";"5.301.550.942 ";"10.241.392 ";"11.608.324 ";"464.327 ";"109.173.478 ";"7.375.909.753 ";"16.527.924 ";"19.904.325 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"6.025 ";"191.611 ";"10.356.455 ";"33.418 ";"50.935 ";"2.414 ";"288.127 ";"14.241.875 ";"42.208 ";"74.385 ";"4.745 ";"1.171.798 ";"60.654.296 ";"166.983 ";"221.750 ";"31.299 ";"9.746.403 ";"565.956.635 ";"1.437.947 ";"1.627.545 ";"44.483 ";"11.397.939 ";"651.209.261 ";"1.680.556 ";"1.974.615 "
"2014";"Totale";"";"1.719.495 ";"62.190.496 ";"3.830.684.399 ";"13.209.292 ";"17.580.101 ";"1.306.380 ";"155.387.326 ";"9.751.052.231 ";"28.035.801 ";"35.681.878 ";"3.506.121 ";"851.729.250 ";"59.338.128.032 ";"139.169.520 ";"164.018.591 ";"7.520.351 ";"2.338.260.532 ";"227.032.828.913 ";"361.013.305 ";"391.053.938 ";"14.052.347 ";"3.407.567.604 ";"299.952.693.575 ";"541.427.919 ";"608.334.508 "
"2015";"Estrazione di minerali da cave e miniere";"";"1.762 ";"62.367 ";"7.118.605 ";"14.153 ";"15.445 ";"1.696 ";"207.216 ";"24.227.632 ";"43.146 ";"46.498 ";"9.007 ";"2.279.694 ";"244.614.583 ";"422.857 ";"436.767 ";"32.916 ";"10.238.998 ";"1.687.705.205 ";"1.692.887 ";"1.711.632 ";"45.381 ";"12.788.275 ";"1.963.666.025 ";"2.173.042 ";"2.210.342 "
" ";"Attivita' manifatturiere";"";"259.291 ";"9.906.061 ";"717.943.871 ";"2.144.964 ";"2.587.560 ";"214.476 ";"25.643.795 ";"1.831.174.821 ";"4.939.917 ";"5.873.306 ";"825.278 ";"206.330.347 ";"16.219.362.810 ";"36.331.411 ";"39.597.867 ";"2.417.022 ";"751.357.491 ";"81.971.813.212 ";"121.650.113 ";"125.684.720 ";"3.716.067 ";"993.237.694 ";"100.740.294.714 ";"165.066.404 ";"173.743.453 "
" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"1.480 ";"72.232 ";"9.161.629 ";"13.546 ";"14.378 ";"1.182 ";"152.466 ";"20.564.004 ";"27.880 ";"29.688 ";"6.710 ";"1.759.352 ";"230.636.336 ";"309.070 ";"320.741 ";"71.567 ";"22.287.157 ";"3.495.061.691 ";"3.685.987 ";"3.721.484 ";"80.939 ";"24.271.207 ";"3.755.423.660 ";"4.036.483 ";"4.086.291 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"7.816 ";"314.484 ";"22.100.480 ";"57.528 ";"72.460 ";"7.688 ";"933.428 ";"66.675.259 ";"162.026 ";"192.404 ";"24.273 ";"6.081.199 ";"498.222.023 ";"1.044.291 ";"1.139.760 ";"120.501 ";"37.511.843 ";"3.915.923.998 ";"6.110.927 ";"6.266.013 ";"160.278 ";"44.840.954 ";"4.502.921.760 ";"7.374.772 ";"7.670.637 "
" ";"Costruzioni";"";"199.782 ";"7.177.521 ";"555.635.039 ";"1.683.166 ";"1.810.333 ";"130.615 ";"15.364.464 ";"1.184.147.643 ";"3.303.570 ";"3.517.256 ";"331.405 ";"79.461.157 ";"6.359.199.842 ";"15.104.677 ";"15.753.892 ";"305.431 ";"94.719.577 ";"8.470.318.720 ";"15.196.383 ";"15.882.183 ";"967.233 ";"196.722.719 ";"16.569.301.244 ";"35.287.796 ";"36.963.664 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"232.183 ";"8.586.343 ";"521.065.837 ";"1.488.712 ";"2.145.625 ";"173.039 ";"20.743.405 ";"1.250.586.394 ";"3.274.960 ";"4.553.051 ";"467.684 ";"113.211.790 ";"7.257.834.870 ";"16.839.222 ";"21.600.125 ";"1.328.946 ";"413.503.818 ";"35.463.470.903 ";"61.319.027 ";"69.104.520 ";"2.201.852 ";"556.045.356 ";"44.492.958.004 ";"82.921.920 ";"97.403.321 "
" ";"Trasporto e magazzinaggio";"";"81.395 ";"3.039.401 ";"215.817.856 ";"631.069 ";"774.883 ";"77.747 ";"9.397.894 ";"751.285.592 ";"1.782.688 ";"2.093.360 ";"265.190 ";"65.274.480 ";"5.198.745.059 ";"11.369.276 ";"12.571.642 ";"580.721 ";"180.586.754 ";"18.119.630.472 ";"29.055.207 ";"30.197.136 ";"1.005.053 ";"258.298.529 ";"24.285.478.979 ";"42.838.240 ";"45.637.021 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"338.605 ";"12.475.068 ";"599.377.427 ";"2.481.949 ";"3.663.637 ";"276.586 ";"32.364.158 ";"1.714.832.645 ";"5.383.282 ";"7.357.292 ";"411.343 ";"93.475.305 ";"4.956.488.255 ";"13.008.491 ";"18.057.835 ";"336.231 ";"104.367.876 ";"6.245.475.906 ";"13.837.980 ";"17.483.854 ";"1.362.765 ";"242.682.407 ";"13.516.174.233 ";"34.711.701 ";"46.562.618 "
" ";"Servizi di informazione e comunicazione";"";"82.136 ";"1.511.973 ";"138.966.502 ";"352.477 ";"411.084 ";"26.705 ";"3.224.789 ";"291.892.462 ";"571.382 ";"679.533 ";"76.590 ";"18.897.838 ";"1.711.244.765 ";"3.083.222 ";"3.545.108 ";"326.843 ";"101.591.977 ";"12.443.102.295 ";"16.041.879 ";"16.995.819 ";"512.274 ";"125.226.577 ";"14.585.206.024 ";"20.048.960 ";"21.631.544 "
" ";"Attivita' finanziarie e assicurative";"";"11.236 ";"440.127 ";"51.993.430 ";"80.792 ";"96.603 ";"11.473 ";"1.426.200 ";"167.682.083 ";"250.415 ";"289.618 ";"51.206 ";"12.956.046 ";"1.489.225.689 ";"2.157.254 ";"2.396.843 ";"452.145 ";"140.684.698 ";"22.826.365.134 ";"22.746.464 ";"23.511.519 ";"526.060 ";"155.507.071 ";"24.535.266.336 ";"25.234.926 ";"26.294.583 "
" ";"Attivita' immobiliari";"";"6.423 ";"216.731 ";"13.653.242 ";"35.107 ";"52.957 ";"4.535 ";"551.479 ";"36.022.183 ";"83.355 ";"116.489 ";"9.332 ";"2.197.835 ";"146.570.131 ";"307.056 ";"409.910 ";"24.072 ";"7.495.645 ";"743.806.750 ";"1.061.826 ";"1.251.741 ";"44.362 ";"10.461.690 ";"940.052.306 ";"1.487.344 ";"1.831.097 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"59.921 ";"1.818.943 ";"119.902.992 ";"393.016 ";"508.788 ";"33.019 ";"3.940.021 ";"270.134.515 ";"672.252 ";"870.906 ";"80.234 ";"19.382.123 ";"1.347.051.860 ";"2.917.929 ";"3.659.133 ";"281.312 ";"87.585.533 ";"8.118.899.128 ";"12.977.759 ";"14.628.194 ";"454.486 ";"112.726.620 ";"9.855.988.495 ";"16.960.955 ";"19.667.021 "
" ";"Noleggio, agenzie di viaggio, servizi di supporto alle imprese";"";"303.317 ";"9.907.941 ";"547.284.584 ";"1.795.692 ";"2.615.292 ";"185.288 ";"21.844.409 ";"1.237.966.175 ";"3.568.336 ";"4.831.751 ";"422.966 ";"101.977.101 ";"5.856.219.083 ";"15.273.385 ";"19.552.347 ";"574.578 ";"178.535.809 ";"12.334.928.560 ";"24.793.760 ";"29.877.849 ";"1.486.149 ";"312.265.260 ";"19.976.398.402 ";"45.431.173 ";"56.877.239 "
" ";"Istruzione";"";"74.946 ";"2.937.804 ";"167.249.903 ";"558.103 ";"725.186 ";"83.676 ";"10.828.529 ";"651.914.848 ";"1.845.589 ";"2.133.601 ";"203.122 ";"47.318.481 ";"3.045.575.779 ";"7.740.254 ";"8.565.423 ";"111.808 ";"34.764.540 ";"2.446.765.602 ";"5.152.552 ";"5.813.993 ";"473.552 ";"95.849.354 ";"6.311.506.132 ";"15.296.498 ";"17.238.203 "
" ";"Sanita' e assistenza sociale";"";"64.832 ";"2.427.328 ";"129.382.503 ";"401.339 ";"636.778 ";"59.427 ";"7.179.071 ";"420.303.386 ";"1.072.251 ";"1.604.574 ";"181.012 ";"44.333.439 ";"2.531.566.750 ";"6.431.564 ";"8.523.517 ";"399.778 ";"124.360.609 ";"8.783.600.543 ";"18.130.098 ";"20.788.405 ";"705.049 ";"178.300.447 ";"11.864.853.182 ";"26.035.251 ";"31.553.274 "
" ";"Attivita' artistiche, sportive, di intrattenimento e divertimento";"";"77.600 ";"2.430.631 ";"137.430.971 ";"454.200 ";"660.522 ";"36.808 ";"4.216.214 ";"302.075.236 ";"697.424 ";"902.746 ";"36.422 ";"8.421.986 ";"640.886.838 ";"1.272.526 ";"1.605.114 ";"56.580 ";"17.602.226 ";"1.761.718.087 ";"2.644.140 ";"2.942.118 ";"207.410 ";"32.671.057 ";"2.842.111.132 ";"5.068.290 ";"6.110.500 "
" ";"Altre attivita' di servizi";"";"68.537 ";"2.435.979 ";"118.306.134 ";"449.498 ";"676.024 ";"49.315 ";"5.852.815 ";"290.613.887 ";"946.338 ";"1.386.515 ";"127.883 ";"30.800.287 ";"1.646.853.556 ";"4.627.416 ";"6.000.480 ";"223.738 ";"69.556.194 ";"5.329.915.085 ";"10.203.106 ";"11.634.183 ";"469.473 ";"108.645.275 ";"7.385.688.662 ";"16.226.358 ";"19.697.202 "
" ";"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze";"";"6.102 ";"195.460 ";"10.736.677 ";"34.057 ";"50.208 ";"2.495 ";"298.452 ";"15.038.047 ";"44.144 ";"75.777 ";"4.891 ";"1.211.263 ";"63.860.525 ";"173.307 ";"226.733 ";"30.457 ";"9.482.702 ";"550.135.471 ";"1.395.044 ";"1.583.761 ";"43.945 ";"11.187.877 ";"639.770.720 ";"1.646.552 ";"1.936.479 "
"2015";"Totale";"";"1.877.364 ";"65.956.394 ";"4.083.127.682 ";"13.069.369 ";"17.517.763 ";"1.375.770 ";"164.168.805 ";"10.527.136.812 ";"28.668.954 ";"36.554.365 ";"3.534.548 ";"855.369.723 ";"59.444.158.754 ";"138.413.206 ";"163.963.237 ";"7.674.646 ";"2.386.233.447 ";"234.708.636.762 ";"367.695.138 ";"399.079.124 ";"14.462.328 ";"3.471.728.369 ";"308.763.060.010 ";"547.846.667 ";"617.114.489 "
"2016";"Estrazione di minerali da cave e miniere";"";"1.506 ";"57.338 ";"6.154.463 ";"14.189 ";"15.551 ";"1.535 ";"187.911 ";"22.500.518 ";"38.797 ";"41.863 ";"8.168 ";"2.071.993 ";"230.313.053 ";"385.904 ";"399.131 ";"32.197 ";"10.008.540 ";"1.638.600.137 ";"1.653.964 ";"1.674.244 ";"43.406 ";"12.325.782 ";"1.897.568.171 ";"2.092.854 ";"2.130.789 "
" ";"Attivita' manifatturiere";"";"211.570 ";"8.482.960 ";"601.902.918 ";"1.800.627 ";"2.216.541 ";"187.090 ";"22.413.686 ";"1.604.838.576 ";"4.249.589 ";"5.121.681 ";"763.132 ";"191.128.471 ";"15.021.601.580 ";"33.416.889 ";"36.700.804 ";"2.553.951 ";"794.059.945 ";"86.023.655.476 ";"128.288.878 ";"132.805.418 ";"3.715.743 ";"1.016.085.062 ";"103.251.998.550 ";"167.755.983 ";"176.844.444 "
" ";"Fornitura di energia elettrica, gas, vapore e aria condizionata";"";"819 ";"35.543 ";"4.973.987 ";"7.352 ";"8.135 ";"2.575 ";"358.566 ";"49.644.859 ";"62.192 ";"66.410 ";"7.116 ";"1.853.620 ";"239.712.932 ";"325.633 ";"337.242 ";"70.066 ";"21.817.744 ";"3.475.612.813 ";"3.607.426 ";"3.643.432 ";"80.576 ";"24.065.473 ";"3.769.944.591 ";"4.002.604 ";"4.055.219 "
" ";"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento";"";"6.902 ";"290.321 ";"20.293.558 ";"53.546 ";"67.723 ";"6.839 ";"825.023 ";"58.122.949 ";"143.750 ";"172.423 ";"24.254 ";"6.096.881 ";"501.677.233 ";"1.046.090 ";"1.143.786 ";"123.729 ";"38.494.859 ";"3.995.430.685 ";"6.265.324 ";"6.433.908 ";"161.724 ";"45.707.084 ";"4.575.524.425 ";"7.508.710 ";"7.817.840 "
" ";"Costruzioni";"";"168.183 ";"6.187.770 ";"474.463.428 ";"1.439.300 ";"1.561.558 ";"112.010 ";"13.173.707 ";"1.005.254.172 ";"2.801.055 ";"3.008.285 ";"317.184 ";"76.774.072 ";"6.141.877.128 ";"14.553.121 ";"15.214.934 ";"337.399 ";"104.669.623 ";"9.172.215.358 ";"16.733.389 ";"17.544.745 ";"934.776 ";"200.805.172 ";"16.793.810.086 ";"35.526.865 ";"37.329.522 "
" ";"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli";"";"199.817 ";"7.981.568 ";"473.987.722 ";"1.358.201 ";"2.022.575 ";"159.245 ";"18.986.672 ";"1.131.311.860 ";"2.967.185 ";"4.211.172 ";"451.138 ";"109.366.760 ";"7.041.065.847 ";"16.143.178 ";"20.964.770 ";"1.431.364 ";"445.506.499 ";"38.145.331.566 ";"65.725.042 ";"74.430.839 ";"2.241.564 ";"581.841.499 ";"46.791.696.995 ";"86.193.607 ";"101.629.356 "
" ";"Trasporto e magazzinaggio";"";"80.643 ";"3.114.050 ";"217.265.654 ";"645.253 ";"801.429 ";"76.518 ";"9.255.529 ";"744.360.428 ";"1.761.531 ";"2.071.258 ";"272.959 ";"67.353.074 ";"5.408.206.768 ";"11.791.017 ";"13.003.035 ";"611.650 ";"190.227.298 ";"18.888.736.352 ";"30.527.563 ";"31.805.769 ";"1.041.770 ";"269.949.951 ";"25.258.569.202 ";"44.725.364 ";"47.681.491 "
" ";"Attivita' dei servizi di alloggio e di ristorazione";"";"332.455 ";"12.804.310 ";"605.845.703 ";"2.407.678 ";"3.640.082 ";"275.004 ";"32.070.360 ";"1.689.696.391 ";"5.223.446 ";"7.248.467 ";"422.772 ";"96.357.938 ";"5.123.089.402 ";"13.368.966 ";"18.660.075 ";"388.504 ";"120.649.644 ";"7.161.974.368 ";"15.943.361 ";"20.202.178 ";"1.418.735 ";"261.882.252 ";"14.580.605.864 ";"36.943.451 ";"49.750.802 "
" ";"Servizi di informazione e comunicazione";"";"67.324 ";"1.225.267 ";"119.063.766 ";"299.648 ";"348.069 ";"22.910 ";"2.741.790 ";"253.037.682 ";"496.062 ";"596.683 ";"94.188 ";"24.227.938 ";"2.487.327.140 ";"4.063.508 ";"4.519.521 ";"323.266 ";"100.626.773 ";"12.194.851.411 ";"15.916.933 ";"16.809.829 ";"507.688 ";"128.821.768 ";"15.054.279.999 ";"20.776.151 ";"22.274.102 "
" ";"Attivita' finanziarie e assicurative";"";"7.947 ";"342.820 ";"42.225.801 ";"65.725 ";"80.223 ";"10.412 ";"1.302.781 ";"156.988.480 ";"232.857 ";"270.897 ";"51.489 ";"13.155.618 ";"1.594.777.314 ";"2.187.540 ";"2.433.519 ";"458.967 ";"142.841.570 ";"23.164.767.317 ";"22.989.176 ";"23.866.283 ";"528.815 ";"157.642.789 ";"24.958.758.912 ";"25.475.298 ";"26.650.922 "
" ";"Attivita' immobiliari";"";"4.200 ";"171.312 ";"10.928.430 ";"28.026 ";"42.939 ";"4.005 ";"485.746 ";"30.332.600 ";"72.151 ";"104.497 ";"8.909 ";"2.106.594 ";"142.489.966 ";"295.041 ";"397.022 ";"28.751 ";"8.954.210 ";"835.778.425 ";"1.238.968 ";"1.495.052 ";"45.865 ";"11.717.862 ";"1.019.529.421 ";"1.634.186 ";"2.039.510 "
" ";"Attivita' professionali, scientifiche e tecniche";"";"50.075 ";"1.640.923 ";"104.904.137 ";"362.860 ";"476.456 ";"30.400 ";"3.605.046 ";"243.271.048 ";"631.834 ";"825.540 ";"78.022 ";"18.879.601 ";"1.321.843.516 ";"2.848.715 ";"3.599.200 ";"312.945 ";"97.442.048 ";"8.960.352.991 ";"14.356.286 ";"16.273.124 ";"471.442 ";"121.567.618 ";"10.630.371.692 ";"18.199.695 ";"21.174.320 "
" ";"Noleggio, agenzie di viaggio, servizi di supporto alle imprese";"";"303.549 ";"9.973.332 ";"547.773.946 ";"1.834.344 ";"2.690.717 ";"184.570 ";"21.697.711 ";"1.234.659.182 ";"3.609.877 ";"4.874.721 ";"437.864 ";"105.626.919 ";"6.144.137.803 ";"15.993.440 ";"20.369.251 ";"631.695 ";"196.326.397 ";"13.497.450.703 ";"27.260.248 ";"32.848.080 ";"1.557.678 ";"333.624.359 ";"21.424.021.634 ";"48.697.909 ";"60.782.769 "
" ";"Istruzione";"";"74.636 ";"2.916.542 ";"179.874.927 ";"541.643 ";"702.701 ";"96.544 ";"13.061.435 ";"842.925.878 ";"2.230.779 ";"2.518.621 ";"204.146 ";"47.076.128 ";"3.130.178.375 ";"7.608.282 ";"8.493.010 ";"114.019 ";"35.477.335 ";"2.495.555.838 ";"5.168.659 ";"5.928.975 ";"489.345 ";"98.531.440 ";"6.648.535.018 ";"15.549.362 ";"17.643.307 "
" ";"Sanita' e assistenza sociale";"";"60.486 ";"2.431.372 ";"132.882.170 ";"410.321 ";"658.288 ";"56.843 ";"6.863.120 ";"375.112.587 ";"1.023.832 ";"1.578.040 ";"189.616 ";"46.364.630 ";"2.670.121.373 ";"6.706.586 ";"8.960.535 ";"434.062 ";"135.064.491 ";"9.491.978.908 ";"19.574.997 ";"22.571.199 ";"741.007 ";"190.723.613 ";"12.670.095.038 ";"27.715.735 ";"33.768.062 "
" ";"Attivita' artistiche, sportive, di intrattenimento e divertimento";"";"71.500 ";"2.346.982 ";"130.438.650 ";"423.635 ";"623.695 ";"36.151 ";"4.120.069 ";"291.854.850 ";"672.333 ";"880.251 ";"36.380 ";"8.451.869 ";"635.471.946 ";"1.273.401 ";"1.616.575 ";"64.481 ";"20.062.885 ";"1.921.962.777 ";"2.974.403 ";"3.352.932 ";"208.512 ";"34.981.805 ";"2.979.728.223 ";"5.343.773 ";"6.473.453 "
