timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_153847,2.0260322e+13,45947458,61533,5432,0,0,0,0,839435,1007846,45.4416518115003,54.5583481884998
