timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_162848,2.0260322e+13,45946274,61533,41110,0,0,0,0,7971768,9477443,45.6855499082451,54.3144500917549
