timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_174350,2.0260322e+13,45945866,61533,60255,0,0,0,0,12151497,14108907,46.273077139255,53.726922860745
