timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_185853,2.0260322e+13,45944062,61533,61504,0,0,0,0,12440909,14452348,46.2603283789688,53.7396716210313
