timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_160348,2.0260322e+13,45946878,61533,23040,0,0,0,0,4259325,5104447,45.4872779901091,54.5127220098909
