timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_183852,2.0260322e+13,45944053,61533,61441,0,0,0,0,12425074,14434851,46.2587814374016,53.7412185625984
