timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_195856,2.0260322e+13,45944180,61533,61528,0,0,0,0,12447220,14459924,46.2599077776519,53.7400922223481
