timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_180851,2.0260322e+13,45944052,61533,61086,0,0,0,0,12335112,14329568,46.2601163786702,53.7398836213298
