timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_164349,2.0260322e+13,45945968,61533,48193,0,0,0,0,9484499,11178395,45.9011162715155,54.0988837284845
