timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_172350,2.0260322e+13,45943592,61533,58286,0,0,0,0,11700758,13621068,46.2081920948355,53.7918079051645
