timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_152347,2.0260322e+13,45947258,61533,474,0,0,0,0,37299,41864,47.116708563344,52.883291436656
