timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_184852,2.0260322e+13,45944062,61533,61486,0,0,0,0,12436118,14447277,46.2594772721228,53.7405227278772
