timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_205401,2.0260322e+13,45944174,61533,61531,0,0,0,0,12448047,14461074,46.2595823921562,53.7404176078438
