timestamp,dt_agg,ele_t,sz_tot,sz_perv,vot_t,perc_vot,sk_bianche,sk_nulle,voti_si,voti_no,perc_si,perc_no
20260323_163849,2.0260322e+13,45946269,61533,45987,0,0,0,0,9008749,10641949,45.8444224220432,54.1555775779568
