DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2025,33.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y11-13,99,99,2025,89.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y14-17,99,99,2025,77.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y_GE11,99,99,2025,18083,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y11-13,99,99,2025,1374,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y14-17,99,99,2025,1856,,,,,,,,,,,,,
