n_obs,base_persone,qualsiasi,frequente,qc52_1_pcent_tempo,qc52_2_qualche,qc52_3_no,qc52_4_esclusivo
174909,96338988.10000032,8.243510500397278,2.7271219594634695,1.9666445925644878,5.516388540933803,91.75648949960254,0.7604773668989737
