DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CY,2021-01-01,42.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CZ,2021-01-01,45.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DE,2021-01-01,50.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DK,2021-01-01,49.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA19,2021-01-01,52.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA20,2021-01-01,52.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA21,2021-01-01,52.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EE,2021-01-01,42.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EL,2021-01-01,56.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,ES,2021-01-01,49.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EU27_2020,2021-01-01,51.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FI,2021-01-01,55.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FR,2021-01-01,59.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HR,2021-01-01,48.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HU,2021-01-01,48.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IE,2021-01-01,23.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IS,2021-01-01,48.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IT,2021-01-01,56.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LT,2021-01-01,37.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LU,2021-01-01,42.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LV,2021-01-01,46.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,MT,2021-01-01,39.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NL,2021-01-01,45.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NO,2021-01-01,45.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PL,2021-01-01,43.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PT,2021-01-01,47.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,RO,2021-01-01,40.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SE,2021-01-01,50.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SI,2021-01-01,49.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SK,2021-01-01,44.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,AT,2022-01-01,53.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BE,2022-01-01,52.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BG,2022-01-01,41.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CH,2022-01-01,32.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CY,2022-01-01,37.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CZ,2022-01-01,43.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DE,2022-01-01,48.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DK,2022-01-01,45.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA19,2022-01-01,49.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA20,2022-01-01,49.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA21,2022-01-01,49.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EE,2022-01-01,40.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EL,2022-01-01,53.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,ES,2022-01-01,46.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EU27_2020,2022-01-01,49.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FI,2022-01-01,52.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FR,2022-01-01,58.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HR,2022-01-01,45.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HU,2022-01-01,49.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IE,2022-01-01,20.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IS,2022-01-01,46.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IT,2022-01-01,54.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LT,2022-01-01,36.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LU,2022-01-01,44.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LV,2022-01-01,44.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,MT,2022-01-01,38.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NL,2022-01-01,43.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NO,2022-01-01,37.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PL,2022-01-01,43.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PT,2022-01-01,43.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,RO,2022-01-01,40.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SE,2022-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SI,2022-01-01,47.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SK,2022-01-01,43.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,AT,2023-01-01,52.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BE,2023-01-01,52.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BG,2023-01-01,38.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CH,2023-01-01,33.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CY,2023-01-01,40.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CZ,2023-01-01,44.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DE,2023-01-01,48.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DK,2023-01-01,47.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA19,2023-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA20,2023-01-01,49.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA21,2023-01-01,49.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EE,2023-01-01,43.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EL,2023-01-01,49.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,ES,2023-01-01,45.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EU27_2020,2023-01-01,48.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FI,2023-01-01,55.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FR,2023-01-01,56.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HR,2023-01-01,46.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HU,2023-01-01,49.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IE,2023-01-01,22.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IS,2023-01-01,45.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IT,2023-01-01,53.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LT,2023-01-01,37.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LU,2023-01-01,46.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LV,2023-01-01,43.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,MT,2023-01-01,35.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NL,2023-01-01,44.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NO,2023-01-01,45.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PL,2023-01-01,46.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PT,2023-01-01,42.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,RO,2023-01-01,41.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SE,2023-01-01,50.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SI,2023-01-01,46.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SK,2023-01-01,48.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,AT,2024-01-01,55.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BE,2024-01-01,54.1,p,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BG,2024-01-01,39.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CH,2024-01-01,33.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CY,2024-01-01,38.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CZ,2024-01-01,43.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DE,2024-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DK,2024-01-01,47.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA19,2024-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA20,2024-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA21,2024-01-01,49.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EE,2024-01-01,44.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EL,2024-01-01,48.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,ES,2024-01-01,45.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EU27_2020,2024-01-01,49.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FI,2024-01-01,57.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FR,2024-01-01,57.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HR,2024-01-01,48.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HU,2024-01-01,47.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IE,2024-01-01,22.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IS,2024-01-01,47.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IT,2024-01-01,50.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LT,2024-01-01,39.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LU,2024-01-01,46.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LV,2024-01-01,45.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,MT,2024-01-01,37.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NL,2024-01-01,44.3,p,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NO,2024-01-01,47.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PL,2024-01-01,49.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PT,2024-01-01,42.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,RO,2024-01-01,43.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SE,2024-01-01,50.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SI,2024-01-01,46.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SK,2024-01-01,47.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,AT,2025-01-01,55.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BE,2025-01-01,54.2,p,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,BG,2025-01-01,41.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CY,2025-01-01,40.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,CZ,2025-01-01,43.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DE,2025-01-01,50.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,DK,2025-01-01,48.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA19,2025-01-01,49.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA20,2025-01-01,49.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EA21,2025-01-01,49.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EE,2025-01-01,45.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EL,2025-01-01,48.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,ES,2025-01-01,45.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,EU27_2020,2025-01-01,49.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FI,2025-01-01,57.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,FR,2025-01-01,57.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HR,2025-01-01,50.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,HU,2025-01-01,47.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IE,2025-01-01,21.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IS,2025-01-01,45.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,IT,2025-01-01,51.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LT,2025-01-01,41.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LU,2025-01-01,49.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,LV,2025-01-01,46.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,MT,2025-01-01,37.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NL,2025-01-01,44.9,p,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,NO,2025-01-01,49.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PL,2025-01-01,50.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,PT,2025-01-01,42.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,RO,2025-01-01,43.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SE,2025-01-01,49.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SI,2025-01-01,49.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,A,PC_GDP,S13,TE,SK,2025-01-01,47.9,,
