gruppo,nomeGruppo,senatore,nome,cognome,inizio,fine,carica
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29292,Stefano,Borghesi,2018-03-27,2018-06-19,Tesoriere
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32590,Lucia,Borgonzoni,2018-03-27,2018-06-19,Vicepresidente
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29059,Stefano,Candiani,2018-03-27,2018-06-19,Vicepresidente Vicario
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29067,Gian Marco,Centinaio,2018-03-27,2018-06-19,Presidente
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32706,Massimiliano,Romeo,2018-03-27,2018-06-19,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32716,Christian,Solinas,2018-03-27,2018-06-19,Vicepresidente
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29185,Erika,Stefani,2018-03-27,2018-06-19,Vicepresidente
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/30915,Paolo,Tosato,2018-03-27,2018-06-19,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/23015,Enrico,Montani,2018-03-27,2018-07-10,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32697,Stefania,Pucciarelli,2018-03-27,2018-07-10,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32627,Antonella,Faggi,2018-03-27,2018-11-19,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/22717,Anna Cinzia,Bonfrisco,2018-03-27,2019-07-01,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/25407,Matteo,Salvini,2018-03-27,2019-07-31,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32711,Maria,Saponara,2018-03-27,2019-08-04,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32720,Donatella,Tesei,2018-03-27,2019-12-02,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/25565,Claudio,Barbaro,2018-03-27,2020-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32712,Paolo,Saviane,2018-03-27,2021-08-20,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32713,Rosellina,Sbrana,2018-03-27,2021-11-17,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32748,William,De Vecchis,2018-03-27,2022-02-16,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29039,Paolo,Arrigoni,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/19244,Luigi,Augussori,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32582,Alberto,Bagnai,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32586,Giorgio Maria,Bergesio,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/22877,Giulia,Bongiorno,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32591,Simone,Bossi,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/356,Umberto,Bossi,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32593,Luca,Briziarelli,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32743,Francesco,Bruzzone,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/422,Roberto,Calderoli,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32595,Maurizio,Campari,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32596,Massimo,Candura,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32598,Maria Cristina,Cantu',2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32599,Marzia,Casolati,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32633,Roberta,Ferrero,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32635,Sonia,Fregolent,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32636,Umberto,Fusco,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32646,Tony Chike,Iwobi,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32664,Raffaella Fiormaria,Marin,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/29480,Roberto,Marti,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32750,Tiziana,Nisini,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32677,Andrea,Ostellari,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32682,Giuliano,Pazzaglini,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32683,Emanuele,Pellegrini,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32685,Pasquale,Pepe,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32686,Simona,Pergreffi,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32751,Cesare,Pianasso,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32690,Simone,Pillon,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/18562,Daisy,Pirovano,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32694,Pietro,Pisani,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/25295,Mario,Pittoni,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32695,Nadia,Pizzol,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/32702,Paolo,Ripamonti,2018-03-27,2022-10-12,Membro
http://dati.senato.it/gruppo/33,Lega-Salvini Premier,http://dati.senato.it/senatore/25415,Erica,Rivolta,2018-03-27,2022-10-12,Membro
