gruppo,nomeGruppo,senatore,nome,cognome,inizio,fine,carica
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22874,Lorenzo,Bodega,2008-04-29,2008-05-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25211,Sandro,Mazzatorta,2008-04-29,2009-01-28,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25212,Rosa Angela,Mauro,2008-04-29,2012-04-16,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/12836,Piergiorgio,Stiffoni,2008-04-29,2012-04-29,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25213,Roberto,Mura,2008-04-29,2012-05-01,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22735,Sergio,Divina,2008-05-06,2009-01-28,Vicepresidente
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22945,Alberto,Filippi,2008-05-06,2011-08-02,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/17611,Cesarino,Monti,2008-05-06,2012-07-22,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25301,Irene,Aderenti,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/17554,Rossana,Boldi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/17873,Federico,Bricolo,2008-05-06,2013-03-14,Presidente
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25219,Luciano,Cagnin,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/422,Roberto,Calderoli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/532,Roberto,Castelli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22730,Michelino,Davico,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/17632,Paolo,Franco,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22963,Massimo,Garavaglia,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/1321,Giuseppe,Leoni,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25300,Angela,Maraventano,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/23015,Enrico,Montani,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25295,Mario,Pittoni,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25210,Fabio,Rizzi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/23840,Giovanni,Torri,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25217,Gianvittore,Vaccari,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25218,Gianpaolo,Vallardi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25209,Armando,Valli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22874,Lorenzo,Bodega,2008-05-15,2012-04-16,Vicepresidente
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25211,Sandro,Mazzatorta,2009-01-29,2012-04-23,Vicepresidente
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/22735,Sergio,Divina,2009-01-29,2013-03-14,Membro
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25211,Sandro,Mazzatorta,2012-04-24,2013-03-14,Vicepresidente Tesoriere
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/25213,Roberto,Mura,2012-05-02,2013-03-14,Vicepresidente
http://dati.senato.it/gruppo/33,Lega Nord Padania,http://dati.senato.it/senatore/28899,Alessandro,Vedani,2012-07-24,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25223,Claudio,Gustavino,2008-04-29,2009-11-10,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/2130,Francesco,Rutelli,2008-04-29,2009-11-10,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17846,Dorina,Bianchi,2008-04-29,2009-12-08,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22805,Franco,Bruno,2008-04-29,2009-12-20,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22337,Felice,Casson,2008-04-29,2010-02-03,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/2194,Luciana,Sbarbati,2008-04-29,2010-04-27,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/4562,Achille,Serra,2008-04-29,2010-09-29,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17849,Maurizio,Fistarol,2008-04-29,2010-12-12,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17710,Riccardo,Milana,2008-04-29,2010-12-22,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17541,Emanuela,Baio,2008-04-29,2011-02-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22762,Claudio,Molinari,2008-04-29,2011-02-21,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/12424,Nicola,Rossi,2008-04-29,2011-04-13,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22755,Luigi,Lusi,2008-04-29,2012-02-07,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/10369,Riccardo,Villari,2008-05-06,2008-12-03,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/12378,Paolo,De Castro,2008-05-06,2009-07-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17586,Leopoldo,Di Girolamo,2008-05-06,2009-11-04,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/16923,Umberto,Veronesi,2008-05-06,2011-02-22,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/17559,Mario,Gasbarri,2008-05-06,2012-02-11,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/23267,Cecilia,Donaggio,2008-05-06,2013-01-01,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25201,Marilena,Adamo,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22701,Benedetto,Adragna,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22,Mauro,Agostini,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22706,Silvana,Amati,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25256,Alfonso,Andria,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25298,Maria,Antezza,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25251,Teresa,Armato,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22710,Giuliano,Barbolini,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22711,Fiorenza,Bassoli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/23264,Mariangela,Bastico,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25226,Maria Teresa,Bertuzzi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/262,Enzo,Bianco,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25196,Franca,Biondelli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25220,Tamara,Blazina,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/321,Emma,Bonino,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22718,Daniele,Bosone,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22720,Filippo,Bubbico,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/3949,Antonello,Cabras,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22725,Anna Maria,Carloni,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25258,Gianrico,Carofiglio,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/23422,Stefano,Ceccanti,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25204,Mauro,Ceruti,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/580,Franca,Chiaromonte,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/16924,Vannino,Chiti,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25263,Carlo,Chiurazzi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22909,Lionello,Cosentino,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22915,Vladimiro,Crisafulli,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22729,Gerardo,D'Ambrosio,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/23946,Silvia,Della Monica,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25200,Roberto,Della Seta,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25275,Vincenzo,De Luca,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25234,Mauro,Del Vecchio,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25267,Luigi,De Sena,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25297,Roberto,Di Giovan Paolo,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25236,Lucio Alessio,D'Ubaldo,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/22740,Marco,Filippi,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/991,Anna,Finocchiaro,2008-05-06,2013-03-14,Presidente
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/25231,Anna Rita,Fioroni,2008-05-06,2013-03-14,Membro
http://dati.senato.it/gruppo/49,Partito Democratico,http://dati.senato.it/senatore/4427,Marco,Follini,2008-05-06,2013-03-14,Membro
