"Osservatorio: Osservatorio sui Lavoratori Dipendenti - Anni 2014-2018 (classificazione dell'attività economica ISTAT ATECO 2007)"
"Filtri:"


"
                                
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                        
                                        
                                        
                                            
                                                Cerca
                                            
                                        
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                            
" ";" ";"Femmine";"";"772.948 ";"28.022.096 ";"1.513.965.629 ";"5.686.828 ";"8.291.592 ";"615.375 ";"73.520.038 ";"4.040.881.051 ";"12.306.267 ";"17.036.853 ";"1.561.811 ";"375.679.015 ";"22.316.307.591 ";"55.517.640 ";"72.171.127 ";"3.006.123 ";"934.846.289 ";"72.649.610.395 ";"133.705.109 ";"156.317.405 ";"5.956.257 ";"1.412.067.438 ";"100.520.764.666 ";"207.215.845 ";"253.816.977 "
"2014";" ";"Totale";"";"1.719.495 ";"62.190.496 ";"3.830.684.399 ";"13.209.292 ";"17.580.101 ";"1.306.380 ";"155.387.326 ";"9.751.052.231 ";"28.035.801 ";"35.681.878 ";"3.506.121 ";"851.729.250 ";"59.338.128.032 ";"139.169.520 ";"164.018.591 ";"7.520.351 ";"2.338.260.532 ";"227.032.828.913 ";"361.013.305 ";"391.053.938 ";"14.052.347 ";"3.407.567.604 ";"299.952.693.575 ";"541.427.919 ";"608.334.508 "
"2015";"No";"Maschi";"";"677.948 ";"23.106.183 ";"1.908.535.672 ";"5.895.744 ";"5.895.744 ";"476.647 ";"56.931.382 ";"4.853.713.316 ";"12.411.078 ";"12.411.078 ";"1.447.770 ";"356.746.391 ";"31.256.222.061 ";"68.281.512 ";"68.281.512 ";"4.147.393 ";"1.289.560.850 ";"152.716.449.183 ";"215.663.251 ";"215.663.251 ";"6.749.758 ";"1.726.344.806 ";"190.734.920.232 ";"302.251.585 ";"302.251.585 "
" ";" ";"Femmine";"";"391.707 ";"12.908.414 ";"938.582.657 ";"3.653.101 ";"3.653.101 ";"285.367 ";"34.631.575 ";"2.515.090.586 ";"7.545.536 ";"7.545.536 ";"704.391 ";"170.111.840 ";"13.251.604.472 ";"31.988.267 ";"31.988.267 ";"1.750.253 ";"544.418.409 ";"54.364.504.201 ";"91.012.866 ";"91.012.866 ";"3.131.718 ";"762.070.238 ";"71.069.781.916 ";"134.199.770 ";"134.199.770 "
" ";"No";"Totale";"";"1.069.655 ";"36.014.597 ";"2.847.118.329 ";"9.548.845 ";"9.548.845 ";"762.014 ";"91.562.957 ";"7.368.803.902 ";"19.956.614 ";"19.956.614 ";"2.152.161 ";"526.858.231 ";"44.507.826.533 ";"100.269.779 ";"100.269.779 ";"5.897.646 ";"1.833.979.259 ";"207.080.953.384 ";"306.676.117 ";"306.676.117 ";"9.881.476 ";"2.488.415.044 ";"261.804.702.148 ";"436.451.355 ";"436.451.355 "
" ";"Si";"Maschi";"";"345.534 ";"12.844.971 ";"543.791.194 ";"1.533.900 ";"3.329.872 ";"254.033 ";"29.939.930 ";"1.357.717.476 ";"3.715.699 ";"6.741.464 ";"506.200 ";"119.157.883 ";"5.602.946.690 ";"14.491.858 ";"23.140.754 ";"486.074 ";"150.973.256 ";"7.492.704.225 ";"17.157.945 ";"25.275.429 ";"1.591.841 ";"312.916.040 ";"14.997.159.585 ";"36.899.402 ";"58.487.519 "
" ";" ";"Femmine";"";"462.175 ";"17.096.826 ";"692.218.159 ";"1.986.624 ";"4.639.046 ";"359.723 ";"42.665.918 ";"1.800.615.434 ";"4.996.641 ";"9.856.287 ";"876.187 ";"209.353.609 ";"9.333.385.531 ";"23.651.569 ";"40.552.704 ";"1.290.926 ";"401.280.932 ";"20.134.979.153 ";"43.861.076 ";"67.127.578 ";"2.989.011 ";"670.397.285 ";"31.961.198.277 ";"74.495.910 ";"122.175.615 "
" ";"Si";"Totale";"";"807.709 ";"29.941.797 ";"1.236.009.353 ";"3.520.524 ";"7.968.918 ";"613.756 ";"72.605.848 ";"3.158.332.910 ";"8.712.340 ";"16.597.751 ";"1.382.387 ";"328.511.492 ";"14.936.332.221 ";"38.143.427 ";"63.693.458 ";"1.777.000 ";"552.254.188 ";"27.627.683.378 ";"61.019.021 ";"92.403.007 ";"4.580.852 ";"983.313.325 ";"46.958.357.862 ";"111.395.312 ";"180.663.134 "
" ";"Totale";"Maschi";"";"1.023.482 ";"35.951.154 ";"2.452.326.866 ";"7.429.644 ";"9.225.616 ";"730.680 ";"86.871.312 ";"6.211.430.792 ";"16.126.777 ";"19.152.542 ";"1.953.970 ";"475.904.274 ";"36.859.168.751 ";"82.773.370 ";"91.422.266 ";"4.633.467 ";"1.440.534.106 ";"160.209.153.408 ";"232.821.196 ";"240.938.680 ";"8.341.599 ";"2.039.260.846 ";"205.732.079.817 ";"339.150.987 ";"360.739.104 "
" ";" ";"Femmine";"";"853.882 ";"30.005.240 ";"1.630.800.816 ";"5.639.725 ";"8.292.147 ";"645.090 ";"77.297.493 ";"4.315.706.020 ";"12.542.177 ";"17.401.823 ";"1.580.578 ";"379.465.449 ";"22.584.990.003 ";"55.639.836 ";"72.540.971 ";"3.041.179 ";"945.699.341 ";"74.499.483.354 ";"134.873.942 ";"158.140.444 ";"6.120.729 ";"1.432.467.523 ";"103.030.980.193 ";"208.695.680 ";"256.375.385 "
"2015";" ";"Totale";"";"1.877.364 ";"65.956.394 ";"4.083.127.682 ";"13.069.369 ";"17.517.763 ";"1.375.770 ";"164.168.805 ";"10.527.136.812 ";"28.668.954 ";"36.554.365 ";"3.534.548 ";"855.369.723 ";"59.444.158.754 ";"138.413.206 ";"163.963.237 ";"7.674.646 ";"2.386.233.447 ";"234.708.636.762 ";"367.695.138 ";"399.079.124 ";"14.462.328 ";"3.471.728.369 ";"308.763.060.010 ";"547.846.667 ";"617.114.489 "
"2016";"No";"Maschi";"";"586.177 ";"20.613.055 ";"1.690.789.538 ";"5.259.756 ";"5.259.756 ";"431.396 ";"51.720.627 ";"4.421.276.037 ";"11.218.456 ";"11.218.456 ";"1.403.860 ";"347.614.887 ";"30.975.439.678 ";"66.483.749 ";"66.483.749 ";"4.360.326 ";"1.356.034.771 ";"159.252.808.223 ";"226.736.905 ";"226.736.905 ";"6.781.759 ";"1.775.983.340 ";"196.340.313.476 ";"309.698.866 ";"309.698.866 "
" ";" ";"Femmine";"";"355.533 ";"11.986.196 ";"875.913.513 ";"3.384.542 ";"3.384.542 ";"273.578 ";"33.634.815 ";"2.464.697.666 ";"7.286.773 ";"7.286.773 ";"673.319 ";"162.520.361 ";"12.972.288.689 ";"30.626.090 ";"30.626.090 ";"1.823.693 ";"567.422.857 ";"56.820.790.954 ";"94.832.018 ";"94.832.018 ";"3.126.123 ";"775.564.229 ";"73.133.690.822 ";"136.129.423 ";"136.129.423 "
" ";"No";"Totale";"";"941.710 ";"32.599.251 ";"2.566.703.051 ";"8.644.298 ";"8.644.298 ";"704.974 ";"85.355.442 ";"6.885.973.703 ";"18.505.229 ";"18.505.229 ";"2.077.179 ";"510.135.248 ";"43.947.728.367 ";"97.109.839 ";"97.109.839 ";"6.184.019 ";"1.923.457.628 ";"216.073.599.177 ";"321.568.923 ";"321.568.923 ";"9.907.882 ";"2.551.547.569 ";"269.474.004.298 ";"445.828.289 ";"445.828.289 "
" ";"Si";"Maschi";"";"330.785 ";"12.962.662 ";"544.921.357 ";"1.541.635 ";"3.368.341 ";"254.833 ";"29.979.898 ";"1.366.815.489 ";"3.739.934 ";"6.779.687 ";"527.188 ";"124.520.790 ";"5.911.024.267 ";"15.206.926 ";"24.247.837 ";"584.802 ";"181.734.504 ";"9.003.334.224 ";"20.652.781 ";"30.409.542 ";"1.697.608 ";"349.197.854 ";"16.826.095.337 ";"41.141.277 ";"64.805.407 "
" ";" ";"Femmine";"";"435.189 ";"16.904.680 ";"678.342.113 ";"1.959.060 ";"4.630.315 ";"350.924 ";"41.507.223 ";"1.759.013.243 ";"4.877.443 ";"9.665.999 ";"890.413 ";"212.954.866 ";"9.599.903.112 ";"24.184.681 ";"41.444.280 ";"1.418.298 ";"441.032.774 ";"22.124.354.915 ";"48.214.528 ";"73.751.223 ";"3.094.824 ";"712.399.543 ";"34.161.613.383 ";"79.235.712 ";"129.491.817 "
" ";"Si";"Totale";"";"765.974 ";"29.867.342 ";"1.223.263.470 ";"3.500.695 ";"7.998.656 ";"605.757 ";"71.487.121 ";"3.125.828.732 ";"8.617.377 ";"16.445.686 ";"1.417.601 ";"337.475.656 ";"15.510.927.379 ";"39.391.608 ";"65.692.117 ";"2.003.100 ";"622.767.278 ";"31.127.689.139 ";"68.867.309 ";"104.160.765 ";"4.792.432 ";"1.061.597.397 ";"50.987.708.720 ";"120.376.989 ";"194.297.224 "
" ";"Totale";"Maschi";"";"916.962 ";"33.575.717 ";"2.235.710.895 ";"6.801.391 ";"8.628.097 ";"686.229 ";"81.700.525 ";"5.788.091.526 ";"14.958.390 ";"17.998.143 ";"1.931.048 ";"472.135.677 ";"36.886.463.945 ";"81.690.675 ";"90.731.586 ";"4.945.128 ";"1.537.769.275 ";"168.256.142.447 ";"247.389.686 ";"257.146.447 ";"8.479.367 ";"2.125.181.194 ";"213.166.408.813 ";"350.840.143 ";"374.504.273 "
" ";" ";"Femmine";"";"790.722 ";"28.890.876 ";"1.554.255.626 ";"5.343.602 ";"8.014.857 ";"624.502 ";"75.142.038 ";"4.223.710.909 ";"12.164.216 ";"16.952.772 ";"1.563.732 ";"375.475.227 ";"22.572.191.801 ";"54.810.771 ";"72.070.370 ";"3.241.991 ";"1.008.455.631 ";"78.945.145.869 ";"143.046.546 ";"168.583.241 ";"6.220.947 ";"1.487.963.772 ";"107.295.304.205 ";"215.365.135 ";"265.621.240 "
"2016";" ";"Totale";"";"1.707.684 ";"62.466.593 ";"3.789.966.521 ";"12.144.993 ";"16.642.954 ";"1.310.731 ";"156.842.563 ";"10.011.802.435 ";"27.122.606 ";"34.950.915 ";"3.494.780 ";"847.610.904 ";"59.458.655.746 ";"136.501.447 ";"162.801.956 ";"8.187.119 ";"2.546.224.906 ";"247.201.288.316 ";"390.436.232 ";"425.729.688 ";"14.700.314 ";"3.613.144.966 ";"320.461.713.018 ";"566.205.278 ";"640.125.513 "
