"Regione","Regione_Cod","Provincia","Provincia_Cod","Comune_Cod","Comune","Cognome","Nome","Voti"
"CAMPANIA",15,"CASERTA","CASERTA",10,"AILANO","GRANATO","GIULIANO",4
"CAMPANIA",15,"CASERTA","CASERTA",10,"AILANO","BANDECCHI","STEFANO",1
"CAMPANIA",15,"CASERTA","CASERTA",10,"AILANO","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",10,"AILANO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","FICO","ROBERTO",1747
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","CIRIELLI","EDMONDO",1123
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","GRANATO","GIULIANO",56
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","CAMPANILE","NICOLA",6
"CAMPANIA",15,"CASERTA","CASERTA",20,"ALIFE","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","FICO","ROBERTO",957
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","CIRIELLI","EDMONDO",930
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","GRANATO","GIULIANO",27
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","BANDECCHI","STEFANO",9
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","ARNESE","CARLO",2
"CAMPANIA",15,"CASERTA","CASERTA",30,"ALVIGNANO","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","CIRIELLI","EDMONDO",1543
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","FICO","ROBERTO",905
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","GRANATO","GIULIANO",26
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","CAMPANILE","NICOLA",2
"CAMPANIA",15,"CASERTA","CASERTA",40,"ARIENZO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","FICO","ROBERTO",10412
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","CIRIELLI","EDMONDO",7207
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","GRANATO","GIULIANO",345
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","CAMPANILE","NICOLA",141
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","BANDECCHI","STEFANO",43
"CAMPANIA",15,"CASERTA","CASERTA",50,"AVERSA","ARNESE","CARLO",9
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","FICO","ROBERTO",622
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","CIRIELLI","EDMONDO",285
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","GRANATO","GIULIANO",17
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",60,"BAIA E LATINA","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","CIRIELLI","EDMONDO",1934
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","FICO","ROBERTO",750
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","GRANATO","GIULIANO",30
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","CAMPANILE","NICOLA",5
"CAMPANIA",15,"CASERTA","CASERTA",70,"BELLONA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","CIRIELLI","EDMONDO",372
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","FICO","ROBERTO",365
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","GRANATO","GIULIANO",9
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","BANDECCHI","STEFANO",1
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",80,"CAIANELLO","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","FICO","ROBERTO",1347
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","CIRIELLI","EDMONDO",1029
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","GRANATO","GIULIANO",46
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","CAMPANILE","NICOLA",5
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","BANDECCHI","STEFANO",4
"CAMPANIA",15,"CASERTA","CASERTA",90,"CAIAZZO","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","FICO","ROBERTO",1764
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","CIRIELLI","EDMONDO",746
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","GRANATO","GIULIANO",32
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","CAMPANILE","NICOLA",15
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",100,"CALVI RISORTA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","CIRIELLI","EDMONDO",421
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","FICO","ROBERTO",372
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","CAMPANILE","NICOLA",16
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","GRANATO","GIULIANO",6
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",110,"CAMIGLIANO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","CIRIELLI","EDMONDO",1075
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","FICO","ROBERTO",786
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","GRANATO","GIULIANO",6
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",120,"CANCELLO ED ARNONE","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","FICO","ROBERTO",2275
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","CIRIELLI","EDMONDO",1290
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","GRANATO","GIULIANO",83
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","CAMPANILE","NICOLA",11
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","BANDECCHI","STEFANO",9
"CAMPANIA",15,"CASERTA","CASERTA",130,"CAPODRISE","ARNESE","CARLO",2
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","FICO","ROBERTO",321
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","CIRIELLI","EDMONDO",298
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","GRANATO","GIULIANO",6
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","CAMPANILE","NICOLA",4
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",140,"CAPRIATI A VOLTURNO","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","FICO","ROBERTO",3347
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","CIRIELLI","EDMONDO",2815
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","GRANATO","GIULIANO",106
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","CAMPANILE","NICOLA",22
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","BANDECCHI","STEFANO",12
"CAMPANIA",15,"CASERTA","CASERTA",150,"CAPUA","ARNESE","CARLO",5
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","FICO","ROBERTO",1559
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","CIRIELLI","EDMONDO",1120
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","GRANATO","GIULIANO",44
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","CAMPANILE","NICOLA",9
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",160,"CARINARO","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","CIRIELLI","EDMONDO",2064
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","FICO","ROBERTO",1445
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","GRANATO","GIULIANO",45
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","CAMPANILE","NICOLA",5
"CAMPANIA",15,"CASERTA","CASERTA",170,"CARINOLA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","FICO","ROBERTO",2996
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","CIRIELLI","EDMONDO",2103
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","GRANATO","GIULIANO",100
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","BANDECCHI","STEFANO",28
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","CAMPANILE","NICOLA",27
"CAMPANIA",15,"CASERTA","CASERTA",180,"CASAGIOVE","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","CIRIELLI","EDMONDO",3633
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","FICO","ROBERTO",3604
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","GRANATO","GIULIANO",42
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","CAMPANILE","NICOLA",11
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","BANDECCHI","STEFANO",9
"CAMPANIA",15,"CASERTA","CASERTA",190,"CASAL DI PRINCIPE","ARNESE","CARLO",2
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","CIRIELLI","EDMONDO",2336
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","FICO","ROBERTO",1496
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","GRANATO","GIULIANO",41
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","CAMPANILE","NICOLA",37
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","BANDECCHI","STEFANO",9
"CAMPANIA",15,"CASERTA","CASERTA",200,"CASALUCE","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","FICO","ROBERTO",2868
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","CIRIELLI","EDMONDO",688
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","GRANATO","GIULIANO",10
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","CAMPANILE","NICOLA",8
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",201,"CASAPESENNA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","FICO","ROBERTO",1919
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","CIRIELLI","EDMONDO",1165
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","GRANATO","GIULIANO",79
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","BANDECCHI","STEFANO",12
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","CAMPANILE","NICOLA",10
"CAMPANIA",15,"CASERTA","CASERTA",210,"CASAPULLA","ARNESE","CARLO",2
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","FICO","ROBERTO",17051
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","CIRIELLI","EDMONDO",11143
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","GRANATO","GIULIANO",695
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","BANDECCHI","STEFANO",238
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","CAMPANILE","NICOLA",160
"CAMPANIA",15,"CASERTA","CASERTA",220,"CASERTA","ARNESE","CARLO",62
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","FICO","ROBERTO",473
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","CIRIELLI","EDMONDO",216
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","GRANATO","GIULIANO",6
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",230,"CASTEL CAMPAGNANO","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","FICO","ROBERTO",326
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","CIRIELLI","EDMONDO",142
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","GRANATO","GIULIANO",5
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","BANDECCHI","STEFANO",1
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",240,"CASTEL DI SASSO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","FICO","ROBERTO",406
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","CIRIELLI","EDMONDO",382
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","GRANATO","GIULIANO",12
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","CAMPANILE","NICOLA",2
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",250,"CASTELLO DEL MATESE","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","FICO","ROBERTO",862
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","CIRIELLI","EDMONDO",653
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","GRANATO","GIULIANO",20
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",260,"CASTEL MORRONE","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","CIRIELLI","EDMONDO",4223
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","FICO","ROBERTO",2208
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","GRANATO","GIULIANO",63
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","CAMPANILE","NICOLA",12
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","BANDECCHI","STEFANO",11
"CAMPANIA",15,"CASERTA","CASERTA",270,"CASTEL VOLTURNO","ARNESE","CARLO",8
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","FICO","ROBERTO",3937
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","CIRIELLI","EDMONDO",649
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","GRANATO","GIULIANO",33
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","ARNESE","CARLO",7
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","CAMPANILE","NICOLA",7
"CAMPANIA",15,"CASERTA","CASERTA",271,"CELLOLE","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","FICO","ROBERTO",1232
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","CIRIELLI","EDMONDO",699
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","GRANATO","GIULIANO",20
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","CAMPANILE","NICOLA",6
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",280,"CERVINO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","FICO","ROBERTO",2440
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","CIRIELLI","EDMONDO",953
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","GRANATO","GIULIANO",84
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","CAMPANILE","NICOLA",9
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","BANDECCHI","STEFANO",4
"CAMPANIA",15,"CASERTA","CASERTA",290,"CESA","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","CIRIELLI","EDMONDO",97
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","FICO","ROBERTO",69
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","GRANATO","GIULIANO",3
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",300,"CIORLANO","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","CIRIELLI","EDMONDO",371
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","FICO","ROBERTO",162
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","GRANATO","GIULIANO",2
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",310,"CONCA DELLA CAMPANIA","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","FICO","ROBERTO",1319
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","CIRIELLI","EDMONDO",1158
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","GRANATO","GIULIANO",43
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","BANDECCHI","STEFANO",6
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","CAMPANILE","NICOLA",6
"CAMPANIA",15,"CASERTA","CASERTA",320,"CURTI","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","FICO","ROBERTO",601
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","CIRIELLI","EDMONDO",312
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","GRANATO","GIULIANO",12
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","CAMPANILE","NICOLA",4
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",330,"DRAGONI","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","CIRIELLI","EDMONDO",1020
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","FICO","ROBERTO",579
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","GRANATO","GIULIANO",12
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","BANDECCHI","STEFANO",5
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",331,"FALCIANO DEL MASSICO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","CIRIELLI","EDMONDO",156
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","FICO","ROBERTO",139
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","GRANATO","GIULIANO",2
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","BANDECCHI","STEFANO",1
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",340,"FONTEGRECA","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","FICO","ROBERTO",389
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","CIRIELLI","EDMONDO",191
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","GRANATO","GIULIANO",6
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",350,"FORMICOLA","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","CIRIELLI","EDMONDO",1473
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","FICO","ROBERTO",545
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","GRANATO","GIULIANO",11
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","BANDECCHI","STEFANO",4
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",360,"FRANCOLISE","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","FICO","ROBERTO",2232
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","CIRIELLI","EDMONDO",1292
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","GRANATO","GIULIANO",14
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","CAMPANILE","NICOLA",13
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","BANDECCHI","STEFANO",3
"CAMPANIA",15,"CASERTA","CASERTA",370,"FRIGNANO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","FICO","ROBERTO",104
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","CIRIELLI","EDMONDO",55
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","GRANATO","GIULIANO",0
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",380,"GALLO MATESE","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","CIRIELLI","EDMONDO",502
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","FICO","ROBERTO",352
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","GRANATO","GIULIANO",5
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","CAMPANILE","NICOLA",3
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",390,"GALLUCCIO","BANDECCHI","STEFANO",0
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","CIRIELLI","EDMONDO",184
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","FICO","ROBERTO",107
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","GRANATO","GIULIANO",3
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","BANDECCHI","STEFANO",1
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","CAMPANILE","NICOLA",1
"CAMPANIA",15,"CASERTA","CASERTA",400,"GIANO VETUSTO","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","FICO","ROBERTO",705
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","CIRIELLI","EDMONDO",559
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","GRANATO","GIULIANO",11
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","ARNESE","CARLO",1
"CAMPANIA",15,"CASERTA","CASERTA",410,"GIOIA SANNITICA","CAMPANILE","NICOLA",0
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","FICO","ROBERTO",1519
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","CIRIELLI","EDMONDO",1443
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","GRANATO","GIULIANO",16
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","CAMPANILE","NICOLA",6
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","BANDECCHI","STEFANO",2
"CAMPANIA",15,"CASERTA","CASERTA",420,"GRAZZANISE","ARNESE","CARLO",0
"CAMPANIA",15,"CASERTA","CASERTA",430,"GRICIGNANO DI AVERSA","FICO","ROBERTO",2548
"CAMPANIA",15,"CASERTA","CASERTA",430,"GRICIGNANO DI AVERSA","CIRIELLI","EDMONDO",1729
"CAMPANIA",15,"CASERTA","CASERTA",430,"GRICIGNANO DI AVERSA","GRANATO","GIULIANO",70
