"Regione","Regione_Cod","Provincia","Provincia_Cod","Comune_Cod","Comune","Cognome","Nome","Lista","Voti"
"VENETO",5,"PADOVA","PADOVA",100,"BARBONA","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",0
"VENETO",5,"PADOVA","PADOVA",100,"BARBONA","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",12
"VENETO",5,"PADOVA","PADOVA",100,"BARBONA","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",2
"VENETO",5,"PADOVA","PADOVA",100,"BARBONA","BUI","FABIO","POPOLARI per il Veneto",0
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",398
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",194
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",67
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","UNIONE DI CENTRO",29
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",27
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",12
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",341
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",75
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",38
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",37
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",7
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",6
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",1
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",29
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",13
"VENETO",5,"PADOVA","PADOVA",110,"BATTAGLIA TERME","BUI","FABIO","POPOLARI per il Veneto",8
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",372
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",112
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",55
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","UNIONE DI CENTRO",30
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",12
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",8
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",99
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",19
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",14
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",10
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",2
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",2
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",0
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",21
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",6
"VENETO",5,"PADOVA","PADOVA",120,"BOARA PISANI","BUI","FABIO","POPOLARI per il Veneto",1
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",711
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",583
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",143
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",64
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",50
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","STEFANI","ALBERTO","UNIONE DI CENTRO",47
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",269
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",56
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",55
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",29
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",6
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",5
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",4
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",83
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",11
"VENETO",5,"PADOVA","PADOVA",125,"BORGO VENETO","BUI","FABIO","POPOLARI per il Veneto",14
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",2547
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",202
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",113
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",73
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","UNIONE DI CENTRO",72
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",35
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",313
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",75
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",61
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",39
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",19
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",11
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",7
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",133
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","BUI","FABIO","POPOLARI per il Veneto",16
"VENETO",5,"PADOVA","PADOVA",130,"BORGORICCO","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",15
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",468
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",239
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",180
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",30
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","UNIONE DI CENTRO",22
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",7
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",200
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",25
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",22
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",22
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",6
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",4
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",2
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",41
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",6
"VENETO",5,"PADOVA","PADOVA",140,"BOVOLENTA","BUI","FABIO","POPOLARI per il Veneto",4
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",1353
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",455
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",144
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",66
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","UNIONE DI CENTRO",33
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",9
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",396
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",72
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",54
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",54
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",15
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",9
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",5
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",145
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",17
"VENETO",5,"PADOVA","PADOVA",150,"BRUGINE","BUI","FABIO","POPOLARI per il Veneto",7
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",1937
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",709
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",190
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",113
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","UNIONE DI CENTRO",70
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",39
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",1387
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",391
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",163
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",163
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",39
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",35
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",14
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","SZUMSKI","RICCARDO","SZUMSKI RESISTERE VENETO",194
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","RIZZO","MARCO","DEMOCRAZIA SOVRANA POPOLARE",59
"VENETO",5,"PADOVA","PADOVA",160,"CADONEGHE","BUI","FABIO","POPOLARI per il Veneto",37
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","LEGA - LIGA VENETA STEFANI PRESIDENTE",2312
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","FORZA ITALIA BERLUSCONI AUTONOMIA PER IL VENETO",930
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",610
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","LIGA VENETA REPUBBLICA V.A.",120
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","UNIONE DI CENTRO",80
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","STEFANI","ALBERTO","NOI MODERATI CIVICI PER STEFANI",28
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","PARTITO DEMOCRATICO - MANILDO PRESIDENTE",598
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","ALLEANZA VERDI E SINISTRA",134
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","MOVIMENTO 5 STELLE",114
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","UNITI PER MANILDO PRESIDENTE",112
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","PACE SALUTE LAVORO - RIFONDAZIONE COMUNISTA",22
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","LE CIVICHE VENETE PER MANILDO PRESIDENTE",17
"VENETO",5,"PADOVA","PADOVA",170,"CAMPODARSEGO","MANILDO","GIOVANNI","VOLT EUROPA - MANILDO PRESIDENTE",12
