"ITTER107"|"Territorio"|"TIPO_DATO12"|"Tipo dato"|"ATECO_2007_MERCE"|"Merce Ateco 2007"|"ISO"|"Paese partner"|"TIME"|"Seleziona periodo"|"Value"|"Flag Codes"|"Flags"
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M1"|"Gen-2007"|-45||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M2"|"Feb-2007"|-217||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M3"|"Mar-2007"|158||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M4"|"Apr-2007"|-435||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M5"|"Mag-2007"|-24||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M6"|"Giu-2007"|255||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M7"|"Lug-2007"|1834||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M8"|"Ago-2007"|-389||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M9"|"Set-2007"|-43||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M10"|"Ott-2007"|-5||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M11"|"Nov-2007"|-525||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2007M12"|"Dic-2007"|-1150||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M1"|"Gen-2008"|-108||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M2"|"Feb-2008"|440||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M3"|"Mar-2008"|400||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M4"|"Apr-2008"|696||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M5"|"Mag-2008"|1137||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M6"|"Giu-2008"|623||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M7"|"Lug-2008"|3070||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M8"|"Ago-2008"|-548||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M9"|"Set-2008"|280||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M10"|"Ott-2008"|-616||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M11"|"Nov-2008"|-1792||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2008M12"|"Dic-2008"|-839||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M1"|"Gen-2009"|189||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M2"|"Feb-2009"|-581||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M3"|"Mar-2009"|-452||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M4"|"Apr-2009"|-414||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M5"|"Mag-2009"|155||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M6"|"Giu-2009"|-1508||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M7"|"Lug-2009"|1488||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M8"|"Ago-2009"|-838||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M9"|"Set-2009"|-966||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M10"|"Ott-2009"|-1121||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M11"|"Nov-2009"|-1256||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2009M12"|"Dic-2009"|-1741||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M1"|"Gen-2010"|-1193||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M2"|"Feb-2010"|-1763||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M3"|"Mar-2010"|-1093||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M4"|"Apr-2010"|-495||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M5"|"Mag-2010"|-1186||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M6"|"Giu-2010"|-2524||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M7"|"Lug-2010"|1137||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M8"|"Ago-2010"|-1114||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M9"|"Set-2010"|-1471||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M10"|"Ott-2010"|-1438||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M11"|"Nov-2010"|-1933||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2010M12"|"Dic-2010"|-1901||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M1"|"Gen-2011"|-1307||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M2"|"Feb-2011"|-1201||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M3"|"Mar-2011"|-1689||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M4"|"Apr-2011"|-732||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M5"|"Mag-2011"|-1015||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M6"|"Giu-2011"|-934||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M7"|"Lug-2011"|901||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M8"|"Ago-2011"|-961||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M9"|"Set-2011"|-555||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M10"|"Ott-2011"|-965||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M11"|"Nov-2011"|-1097||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2011M12"|"Dic-2011"|-1354||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M1"|"Gen-2012"|-15||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M2"|"Feb-2012"|-353||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M3"|"Mar-2012"|652||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M4"|"Apr-2012"|-159||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M5"|"Mag-2012"|-82||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M6"|"Giu-2012"|182||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M7"|"Lug-2012"|1734||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M8"|"Ago-2012"|-308||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M9"|"Set-2012"|110||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M10"|"Ott-2012"|-17||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M11"|"Nov-2012"|-501||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2012M12"|"Dic-2012"|-1423||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M1"|"Gen-2013"|-155||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M2"|"Feb-2013"|-99||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M3"|"Mar-2013"|-242||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M4"|"Apr-2013"|-299||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M5"|"Mag-2013"|233||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M6"|"Giu-2013"|-22||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M7"|"Lug-2013"|2044||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M8"|"Ago-2013"|-370||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M9"|"Set-2013"|-534||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M10"|"Ott-2013"|90||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M11"|"Nov-2013"|-210||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2013M12"|"Dic-2013"|-696||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M1"|"Gen-2014"|506||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M2"|"Feb-2014"|544||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M3"|"Mar-2014"|404||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M4"|"Apr-2014"|952||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M5"|"Mag-2014"|391||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M6"|"Giu-2014"|418||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M7"|"Lug-2014"|2258||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M8"|"Ago-2014"|-350||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M9"|"Set-2014"|-538||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M10"|"Ott-2014"|370||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M11"|"Nov-2014"|-237||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2014M12"|"Dic-2014"|-441||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M1"|"Gen-2015"|-473||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M2"|"Feb-2015"|-327||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M3"|"Mar-2015"|-806||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M4"|"Apr-2015"|-3||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M5"|"Mag-2015"|146||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M6"|"Giu-2015"|-632||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M7"|"Lug-2015"|1626||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M8"|"Ago-2015"|-442||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M9"|"Set-2015"|-551||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M10"|"Ott-2015"|-8||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M11"|"Nov-2015"|-445||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2015M12"|"Dic-2015"|-976||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M1"|"Gen-2016"|-506||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M2"|"Feb-2016"|96||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M3"|"Mar-2016"|205||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M4"|"Apr-2016"|-38||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M5"|"Mag-2016"|663||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M6"|"Giu-2016"|-65||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M7"|"Lug-2016"|1626||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M8"|"Ago-2016"|-492||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M9"|"Set-2016"|-196||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M10"|"Ott-2016"|-538||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M11"|"Nov-2016"|-933||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2016M12"|"Dic-2016"|-909||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M1"|"Gen-2017"|-142||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M2"|"Feb-2017"|-510||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M3"|"Mar-2017"|-30||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M4"|"Apr-2017"|343||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M5"|"Mag-2017"|563||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M6"|"Giu-2017"|21||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M7"|"Lug-2017"|678||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M8"|"Ago-2017"|-391||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M9"|"Set-2017"|-277||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M10"|"Ott-2017"|-417||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M11"|"Nov-2017"|-995||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2017M12"|"Dic-2017"|-1756||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M1"|"Gen-2018"|-554||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M2"|"Feb-2018"|414||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M3"|"Mar-2018"|-27||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M4"|"Apr-2018"|348||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M5"|"Mag-2018"|181||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M6"|"Giu-2018"|652||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M7"|"Lug-2018"|1477||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M8"|"Ago-2018"|-11||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M9"|"Set-2018"|209||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M10"|"Ott-2018"|-166||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M11"|"Nov-2018"|-540||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2018M12"|"Dic-2018"|-2153||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M1"|"Gen-2019"|-149||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M2"|"Feb-2019"|57||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M3"|"Mar-2019"|161||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M4"|"Apr-2019"|204||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M5"|"Mag-2019"|1333||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M6"|"Giu-2019"|890||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M7"|"Lug-2019"|2434||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M8"|"Ago-2019"|-291||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M9"|"Set-2019"|186||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M10"|"Ott-2019"|922||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M11"|"Nov-2019"|-234||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2019M12"|"Dic-2019"|-1737||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M1"|"Gen-2020"|-398||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M2"|"Feb-2020"|558||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M3"|"Mar-2020"|683||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M4"|"Apr-2020"|-968||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M5"|"Mag-2020"|1692||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M6"|"Giu-2020"|1629||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M7"|"Lug-2020"|2937||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M8"|"Ago-2020"|343||
"ITTOT"|"Totale"|"TBV"|"saldo commerciale - valore (milioni di euro)"|"0010"|"totale"|"EU"|"Unione europea"|"2020M9"|"Set-2020"|784||
