"ITTER107"|"Territorio"|"TIPO_DATO12"|"Tipo dato"|"ATECO_2007_MERCE"|"Merce Ateco 2007"|"ISO"|"Paese partner"|"TIME"|"Seleziona periodo"|"Value"|"Flag Codes"|"Flags"
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2011M9"|"Set-2011"|15410||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2011M10"|"Ott-2011"|15027||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2011M11"|"Nov-2011"|15304||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2011M12"|"Dic-2011"|15690||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M1"|"Gen-2012"|15371||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M2"|"Feb-2012"|15614||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M3"|"Mar-2012"|16214||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M4"|"Apr-2012"|16186||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M5"|"Mag-2012"|16868||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M6"|"Giu-2012"|16499||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M7"|"Lug-2012"|16680||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M8"|"Ago-2012"|17209||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M9"|"Set-2012"|16460||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M10"|"Ott-2012"|16666||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M11"|"Nov-2012"|16857||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2012M12"|"Dic-2012"|16570||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M1"|"Gen-2013"|17240||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M2"|"Feb-2013"|16444||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M3"|"Mar-2013"|16707||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M4"|"Apr-2013"|16656||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M5"|"Mag-2013"|16886||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M6"|"Giu-2013"|17057||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M7"|"Lug-2013"|16588||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M8"|"Ago-2013"|16850||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M9"|"Set-2013"|16649||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M10"|"Ott-2013"|16752||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M11"|"Nov-2013"|15916||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2013M12"|"Dic-2013"|16892||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M1"|"Gen-2014"|16574||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M2"|"Feb-2014"|16548||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M3"|"Mar-2014"|16492||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M4"|"Apr-2014"|16137||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M5"|"Mag-2014"|16754||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M6"|"Giu-2014"|16748||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M7"|"Lug-2014"|16687||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M8"|"Ago-2014"|17027||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M9"|"Set-2014"|17124||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M10"|"Ott-2014"|17240||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M11"|"Nov-2014"|16504||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2014M12"|"Dic-2014"|17062||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M1"|"Gen-2015"|16981||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M2"|"Feb-2015"|17700||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M3"|"Mar-2015"|18257||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M4"|"Apr-2015"|17597||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M5"|"Mag-2015"|17696||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M6"|"Giu-2015"|17766||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M7"|"Lug-2015"|18000||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M8"|"Ago-2015"|16216||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M9"|"Set-2015"|16840||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M10"|"Ott-2015"|16623||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M11"|"Nov-2015"|17228||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2015M12"|"Dic-2015"|17263||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M1"|"Gen-2016"|16198||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M2"|"Feb-2016"|16599||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M3"|"Mar-2016"|16502||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M4"|"Apr-2016"|17460||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M5"|"Mag-2016"|16886||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M6"|"Giu-2016"|17201||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M7"|"Lug-2016"|17518||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M8"|"Ago-2016"|17215||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M9"|"Set-2016"|17277||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M10"|"Ott-2016"|17156||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M11"|"Nov-2016"|17515||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2016M12"|"Dic-2016"|18088||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M1"|"Gen-2017"|18511||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M2"|"Feb-2017"|17873||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M3"|"Mar-2017"|18991||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M4"|"Apr-2017"|18229||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M5"|"Mag-2017"|18314||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M6"|"Giu-2017"|18262||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M7"|"Lug-2017"|18427||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M8"|"Ago-2017"|18844||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M9"|"Set-2017"|18767||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M10"|"Ott-2017"|18394||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M11"|"Nov-2017"|19325||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2017M12"|"Dic-2017"|19938||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M1"|"Gen-2018"|18130||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M2"|"Feb-2018"|17955||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M3"|"Mar-2018"|18705||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M4"|"Apr-2018"|18665||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M5"|"Mag-2018"|18168||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M6"|"Giu-2018"|19450||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M7"|"Lug-2018"|19070||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M8"|"Ago-2018"|19272||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M9"|"Set-2018"|18493||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M10"|"Ott-2018"|19438||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M11"|"Nov-2018"|19640||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2018M12"|"Dic-2018"|18825||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M1"|"Gen-2019"|19648||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M2"|"Feb-2019"|19248||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M3"|"Mar-2019"|19689||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M4"|"Apr-2019"|19113||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M5"|"Mag-2019"|19245||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M6"|"Giu-2019"|20129||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M7"|"Lug-2019"|19585||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M8"|"Ago-2019"|19460||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M9"|"Set-2019"|19988||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M10"|"Ott-2019"|20922||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M11"|"Nov-2019"|18997||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2019M12"|"Dic-2019"|19445||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M1"|"Gen-2020"|20044||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M2"|"Feb-2020"|19604||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M3"|"Mar-2020"|16540||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M4"|"Apr-2020"|10279||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M5"|"Mag-2020"|14256||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M6"|"Giu-2020"|16579||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M7"|"Lug-2020"|17988||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M8"|"Ago-2020"|18117||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M9"|"Set-2020"|19329||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M10"|"Ott-2020"|19103||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M11"|"Nov-2020"|19842||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2020M12"|"Dic-2020"|19076||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M1"|"Gen-2021"|19102||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M2"|"Feb-2021"|18846||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M3"|"Mar-2021"|19357||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M4"|"Apr-2021"|21009||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M5"|"Mag-2021"|19979||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M6"|"Giu-2021"|19949||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M7"|"Lug-2021"|21709||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M8"|"Ago-2021"|20680||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M9"|"Set-2021"|20389||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M10"|"Ott-2021"|20977||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M11"|"Nov-2021"|21330||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2021M12"|"Dic-2021"|20840||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M1"|"Gen-2022"|22358||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M2"|"Feb-2022"|22712||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M3"|"Mar-2022"|23357||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M4"|"Apr-2022"|24078||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M5"|"Mag-2022"|24998||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M6"|"Giu-2022"|24697||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M7"|"Lug-2022"|26307||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M8"|"Ago-2022"|24183||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M9"|"Set-2022"|25813||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M10"|"Ott-2022"|24624||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M11"|"Nov-2022"|26744||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2022M12"|"Dic-2022"|25712||
"ITTOT"|"Totale"|"ESAV"|"esportazioni - valore destagionalizzato - modello mondo (milioni di euro) "|"0010"|"totale"|"EXT_EU"|"Extra Ue"|"2023M1"|"Gen-2023"|25474||
