anno,classe_di_eta,tipologia_contrattuale,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2022,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,65965,1713588,1362628,7927322,504151000
2022,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,131819,5840816,5056585,30599067,2117495784
2022,50  - 54,Tempo determinato,Anno intero,44757,2327360,2083036,13834376,1041661163
2022,50  - 54,Tempo indeterminato,Fino a 3 mesi,37121,416180,294767,1469515,128867122
2022,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,39623,1182349,845334,4843648,390765829
2022,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,354224,17522213,15045800,91767428,7768819619
2022,50  - 54,Tempo indeterminato,Anno intero,1367266,71097811,65938634,425111664,49487819707
2022,55  - 59,Stagionale,Fino a 3 mesi,11674,116728,87246,446087,29312748
2022,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,17685,435828,361792,2082441,144095525
2022,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,17828,710364,629242,3644411,286503424
2022,55  - 59,Stagionale,Anno intero,447,23244,20336,137824,10737514
2022,55  - 59,Tempo determinato,Fino a 3 mesi,65173,599639,459462,2240404,138768347
2022,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,49503,1303546,1049915,5948232,388635397
2022,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,94622,4188903,3638675,21882277,1544815026
2022,55  - 59,Tempo determinato,Anno intero,31183,1621513,1444809,9643410,751005299
2022,55  - 59,Tempo indeterminato,Fino a 3 mesi,42191,469037,352538,1700129,165464987
2022,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,42123,1227894,918217,5197410,448252863
2022,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,321076,15760495,13614585,82727824,7212735095
2022,55  - 59,Tempo indeterminato,Anno intero,1155111,60065740,55792091,359205378,42912606528
2022,60  - 64,Stagionale,Fino a 3 mesi,8065,80642,59543,302629,19760573
2022,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,11254,275335,226580,1315284,90681793
2022,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,10097,397963,348348,2042940,159603007
2022,60  - 64,Stagionale,Anno intero,203,10556,8870,62779,4538277
2022,60  - 64,Tempo determinato,Fino a 3 mesi,41466,398092,317036,1389631,92114333
2022,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,28120,761203,621948,3367414,232495337
2022,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,46743,2067172,1780485,10738143,807915270
2022,60  - 64,Tempo determinato,Anno intero,15149,787741,694049,4689321,434179709
2022,60  - 64,Tempo indeterminato,Fino a 3 mesi,45836,498875,405656,1966042,234857345
2022,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,39141,1091268,860770,4871801,506212808
2022,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,177527,8496583,7237567,44744296,4037080867
2022,60  - 64,Tempo indeterminato,Anno intero,522997,27195818,24950969,162677302,20069849271
2022,65 ed oltre,Stagionale,Fino a 3 mesi,6961,63087,42563,208711,13257145
2022,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,5387,130259,95946,616675,39156264
2022,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,3107,121046,96689,620769,44975785
2022,65 ed oltre,Stagionale,Anno intero,74,3848,2856,22852,2005631
2022,65 ed oltre,Tempo determinato,Fino a 3 mesi,28380,270473,218830,836516,60903628
2022,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,12924,367729,290974,1527080,109827496
2022,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,15237,670723,531822,3433210,269814215
2022,65 ed oltre,Tempo determinato,Anno intero,4528,235453,192642,1403041,171064470
2022,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,26324,323063,236601,1061978,105248419
2022,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,21809,639914,462411,2676228,251958316
2022,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,54581,2524112,1898821,13218628,1046557635
2022,65 ed oltre,Tempo indeterminato,Anno intero,110194,5730046,4671232,34281944,3509205629
2022,Fino a 19,Stagionale,Fino a 3 mesi,60911,601718,403342,2478422,122916304
2022,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,12327,267399,197147,1215735,63764783
2022,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,1745,69776,58008,349523,20782850
2022,Fino a 19,Stagionale,Anno intero,61,3172,2769,18837,1076532
2022,Fino a 19,Tempo determinato,Fino a 3 mesi,132457,1208659,891659,4186312,202937873
2022,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,33075,833354,631137,3632485,184332614
2022,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,13632,574641,444594,2898251,153333888
2022,Fino a 19,Tempo determinato,Anno intero,1469,76388,63843,453202,34275114
2022,Fino a 19,Tempo indeterminato,Fino a 3 mesi,27926,298692,230367,1191490,53583947
2022,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,21457,531655,430474,2475676,118354499
2022,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,19674,869400,714198,4490834,219746207
2022,Fino a 19,Tempo indeterminato,Anno intero,10428,542250,474138,3228044,166148364
2023,20  - 24,Stagionale,Fino a 3 mesi,56826,560856,408281,2181962,124436715
2023,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,38603,928956,744292,4313696,258463195
2023,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,24801,999752,878703,5113636,353379330
2023,20  - 24,Stagionale,Anno intero,781,40612,36128,240861,18030134
2023,20  - 24,Tempo determinato,Fino a 3 mesi,275107,2781539,2064002,9164555,496800813
2023,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,148892,4031712,3067288,17255050,967511932
2023,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,181457,7944807,6358667,40834889,2442615444
2023,20  - 24,Tempo determinato,Anno intero,40389,2100216,1806119,12469129,840498236
2023,20  - 24,Tempo indeterminato,Fino a 3 mesi,65381,748048,546379,2784433,153461006
2023,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,66651,1797377,1370326,7936610,433783952
2023,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,213228,9900908,8175196,51929079,3088282963
2023,20  - 24,Tempo indeterminato,Anno intero,358255,18629240,16857021,111220976,7580543072
2023,25  - 29,Stagionale,Fino a 3 mesi,24997,235136,175117,906345,57344312
2023,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,25309,622485,512999,2949825,193833947
2023,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,26438,1072219,959689,5522084,416250142
2023,25  - 29,Stagionale,Anno intero,969,50388,45150,298887,22651943
2023,25  - 29,Tempo determinato,Fino a 3 mesi,165732,1578536,1155044,5935228,354670007
2023,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,122549,3157932,2447267,14520251,913538968
2023,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,224347,9869333,8353962,51830409,3460213827
2023,25  - 29,Tempo determinato,Anno intero,65878,3425650,3085664,20359427,1497710086
2023,25  - 29,Tempo indeterminato,Fino a 3 mesi,63830,706760,530216,2688378,183624079
2023,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,67066,1800392,1399440,8089254,519842408
2023,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,289711,13650501,11620599,71942027,4936303904
2023,25  - 29,Tempo indeterminato,Anno intero,793277,41250387,38582143,246499810,20382511280
2023,30  - 34,Stagionale,Fino a 3 mesi,16298,152708,114861,592213,39653858
2023,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,19755,490713,405095,2334106,161811557
2023,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,23235,939812,837990,4848328,378644834
2023,30  - 34,Stagionale,Anno intero,873,45396,40744,269264,21470354
2023,30  - 34,Tempo determinato,Fino a 3 mesi,124229,1175130,852157,4609766,281753866
2023,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,102571,2622607,2057332,12280337,800706699
2023,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,210311,9262235,7969921,48908853,3386668665
2023,30  - 34,Tempo determinato,Anno intero,69871,3633284,3299267,21606033,1649355470
2023,30  - 34,Tempo indeterminato,Fino a 3 mesi,56556,689771,499393,2278805,181731182
2023,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,61217,1755106,1333420,7407269,527714487
2023,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,306107,14687734,12513289,76880279,5764425800
2023,30  - 34,Tempo indeterminato,Anno intero,967269,50297976,47171258,300510527,28313141286
2023,35  - 39,Stagionale,Fino a 3 mesi,13932,133927,98854,517799,34381386
2023,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,18144,449849,370104,2148032,149546033
2023,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,21690,873105,773953,4506021,354411946
2023,35  - 39,Stagionale,Anno intero,699,36346,31886,215633,16557553
2023,35  - 39,Tempo determinato,Fino a 3 mesi,108708,1027761,746105,4038620,245114021
2023,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,87926,2253445,1761268,10516276,674444710
2023,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,183391,8075106,6949060,42651760,2931477560
2023,35  - 39,Tempo determinato,Anno intero,62516,3250817,2936879,19339733,1504518760
2023,35  - 39,Tempo indeterminato,Fino a 3 mesi,46916,580000,415005,1911688,161887255
2023,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,54267,1583059,1181098,6588129,502398750
2023,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,315360,15306691,13027369,80049160,6400867791
2023,35  - 39,Tempo indeterminato,Anno intero,1014750,52766977,49002128,315199849,31973590611
2023,40  - 44,Stagionale,Fino a 3 mesi,13334,128248,95378,494916,32807378
2023,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,18192,451214,374745,2157343,152091809
2023,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,21855,874569,776623,4521699,356722368
2023,40  - 44,Stagionale,Anno intero,718,37336,32160,221476,16018802
2023,40  - 44,Tempo determinato,Fino a 3 mesi,99193,926189,677913,3623318,220768882
2023,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,80532,2065932,1630075,9651038,623306261
2023,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,173722,7653260,6639361,40555941,2818280284
2023,40  - 44,Tempo determinato,Anno intero,56571,2941684,2635461,17508892,1344736074
2023,40  - 44,Tempo indeterminato,Fino a 3 mesi,36420,423369,303307,1503944,131588778
2023,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,42192,1222519,896076,5145350,410091926
2023,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,310047,15223532,12981110,79687930,6607102321
2023,40  - 44,Tempo indeterminato,Anno intero,1148342,59713746,55193872,356891364,38549739616
2023,45  - 49,Stagionale,Fino a 3 mesi,14026,138096,103171,536740,35710051
2023,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,20557,509990,425190,2443161,171508039
2023,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,24612,981150,872673,5077282,402624599
2023,45  - 49,Stagionale,Anno intero,719,37388,32474,221853,16135170
2023,45  - 49,Tempo determinato,Fino a 3 mesi,97807,911994,669007,3535285,215593018
2023,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,77059,1987269,1565080,9221534,599563941
2023,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,164846,7281061,6286771,38451137,2679823468
2023,45  - 49,Tempo determinato,Anno intero,55336,2877467,2563251,17123663,1301572204
2023,45  - 49,Tempo indeterminato,Fino a 3 mesi,33907,386055,278085,1405833,123421951
2023,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,39507,1157232,828971,4827353,390691140
2023,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,344583,17043138,14598929,89183478,7544795202
2023,45  - 49,Tempo indeterminato,Anno intero,1388092,72180728,66754597,431616959,48576820429
2023,50  - 54,Stagionale,Fino a 3 mesi,13546,135357,101452,519874,35019092
2023,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,20862,516555,431426,2475879,173799759
2023,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,23998,955273,852774,4942610,395744152
2023,50  - 54,Stagionale,Anno intero,663,34476,30066,204368,15531379
2023,50  - 54,Tempo determinato,Fino a 3 mesi,87085,798220,592408,3080113,188669245
2023,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,65733,1707391,1345746,7866871,512324984
2023,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,136043,6014647,5175926,31667337,2216029461
2023,50  - 54,Tempo determinato,Anno intero,47145,2451522,2173064,14593076,1119039223
2023,50  - 54,Tempo indeterminato,Fino a 3 mesi,32177,378975,271813,1335660,120579204
2023,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,37301,1114364,793333,4578834,381091185
2023,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,346977,17209990,14820547,90018984,7878727618
2023,50  - 54,Tempo indeterminato,Anno intero,1420411,73861307,68491533,441768281,52661631390
2023,55  - 59,Stagionale,Fino a 3 mesi,11615,115699,85753,446077,29408076
2023,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,18215,450012,375127,2165373,152171819
2023,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,20367,806037,715790,4173100,331151641
2023,55  - 59,Stagionale,Anno intero,528,27456,23840,163048,12534234
2023,55  - 59,Tempo determinato,Fino a 3 mesi,69493,646549,493357,2417634,151182080
2023,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,50452,1325510,1056690,6039338,400805337
2023,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,99603,4399350,3790222,23059076,1636854583
2023,55  - 59,Tempo determinato,Anno intero,33155,1724051,1522067,10266277,808487444
2023,55  - 59,Tempo indeterminato,Fino a 3 mesi,36207,419999,315996,1521019,149736561
2023,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,39940,1178200,879857,4937450,440512979
2023,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,323248,15929535,13821448,83446136,7535936170
2023,55  - 59,Tempo indeterminato,Anno intero,1224766,63687777,59062536,380962106,46298219688
2023,60  - 64,Stagionale,Fino a 3 mesi,8057,82256,60849,307282,20596555
2023,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,12109,297873,245180,1431637,100207976
2023,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,12061,471872,412773,2449786,191496122
2023,60  - 64,Stagionale,Anno intero,245,12740,10664,75723,5150033
2023,60  - 64,Tempo determinato,Fino a 3 mesi,45166,440626,351882,1528844,103041924
2023,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,30331,827436,672089,3627280,256669861
2023,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,52178,2306056,1967457,12007907,903803297
2023,60  - 64,Tempo determinato,Anno intero,17471,908485,792485,5414403,489105274
2023,60  - 64,Tempo indeterminato,Fino a 3 mesi,40670,471950,383466,1821990,212698605
2023,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,42845,1199572,960653,5384553,577795046
2023,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,191949,9208739,7878456,48444658,4509704459
2023,60  - 64,Tempo indeterminato,Anno intero,594235,30900160,28280185,184880457,23115382023
2023,65 ed oltre,Stagionale,Fino a 3 mesi,6870,66380,44244,222195,13994331
2023,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,6236,151562,110733,718964,46290678
2023,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,3892,150936,119571,780751,55676379
2023,65 ed oltre,Stagionale,Anno intero,74,3848,2866,22888,1635914
2023,65 ed oltre,Tempo determinato,Fino a 3 mesi,32015,304706,247085,920196,65088423
2023,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,14403,414665,329770,1700762,121281018
2023,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,16851,741812,586167,3810719,284864613
2023,65 ed oltre,Tempo determinato,Anno intero,5307,275957,220854,1646364,194633501
2023,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,26095,333286,247579,1082810,111583941
2023,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,22267,663824,470773,2741150,254490863
2023,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,58064,2700745,2045350,14132610,1152882748
2023,65 ed oltre,Tempo indeterminato,Anno intero,126839,6595581,5381555,39468235,4113842274
2023,Fino a 19,Stagionale,Fino a 3 mesi,64478,653038,441799,2674837,134346461
2023,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,13469,294133,220035,1336465,71102690
2023,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,2130,85070,70799,429105,25481338
2023,Fino a 19,Stagionale,Anno intero,57,2964,2524,17608,1061996
2023,Fino a 19,Tempo determinato,Fino a 3 mesi,147900,1397438,1029215,4742072,234548211
2023,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,37297,958626,717932,4099200,209907319
2023,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,16586,705945,537709,3553691,187096404
2023,Fino a 19,Tempo determinato,Anno intero,1938,100775,81254,598370,43552883
2023,Fino a 19,Tempo indeterminato,Fino a 3 mesi,30366,327928,250246,1302718,59776178
2023,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,23787,589007,473999,2746382,134830150
2023,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,22761,1015969,834513,5235781,261356427
2023,Fino a 19,Tempo indeterminato,Anno intero,12683,659512,573950,3928421,207873484
2024,20  - 24,Stagionale,Fino a 3 mesi,57743,559478,410109,2197691,129918520
2024,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,39664,949314,763014,4433028,273836763
2024,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,26792,1079881,946645,5515643,390189612
2024,20  - 24,Stagionale,Anno intero,846,43992,38428,260738,18714830
2024,20  - 24,Tempo determinato,Fino a 3 mesi,284906,2905851,2179216,9633508,540982553
2024,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,157204,4266705,3253518,18271802,1058013972
2024,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,191274,8330583,6604315,42937682,2633122174
2024,20  - 24,Tempo determinato,Anno intero,39428,2050238,1740659,12173044,838557714
2024,20  - 24,Tempo indeterminato,Fino a 3 mesi,60554,705006,520375,2620377,150987843
2024,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,62288,1700008,1286286,7417246,418890336
2024,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,210475,9823315,8118541,51534932,3205690350
2024,20  - 24,Tempo indeterminato,Anno intero,377330,19621093,17668113,117160205,8265673537
2024,25  - 29,Stagionale,Fino a 3 mesi,25648,234193,176989,921092,60056999
2024,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,25627,630443,520105,2992999,203164937
2024,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,28328,1147904,1024925,5905979,453674898
2024,25  - 29,Stagionale,Anno intero,935,48620,43308,288345,23465357
2024,25  - 29,Tempo determinato,Fino a 3 mesi,169273,1613124,1196167,6186566,385737141
2024,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,129326,3333535,2596651,15481128,1000709580
2024,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,229007,9970898,8381611,52561355,3609875057
2024,25  - 29,Tempo determinato,Anno intero,61997,3223836,2884185,19158699,1451493414
2024,25  - 29,Tempo indeterminato,Fino a 3 mesi,59166,653272,496281,2532084,181853780
2024,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,64061,1717311,1341337,7728829,514874994
2024,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,296039,14019522,12023898,73965883,5362607717
2024,25  - 29,Tempo indeterminato,Anno intero,830282,43174626,40406676,258029815,22143057048
2024,30  - 34,Stagionale,Fino a 3 mesi,16016,147614,111897,581443,40234058
2024,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,19685,487603,405411,2327168,165222364
2024,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,24574,993103,884605,5117524,406437493
2024,30  - 34,Stagionale,Anno intero,873,45396,40305,269293,20876905
2024,30  - 34,Tempo determinato,Fino a 3 mesi,124466,1168741,856807,4703315,301544660
2024,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,105357,2692310,2121474,12742918,849892141
2024,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,208093,9071379,7749916,48147927,3412155943
2024,30  - 34,Tempo determinato,Anno intero,63944,3325082,3007273,19774897,1573470470
2024,30  - 34,Tempo indeterminato,Fino a 3 mesi,50411,604406,444649,2061477,169249670
2024,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,58109,1663425,1276884,7063891,514493478
2024,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,313558,15100762,12997449,79160178,6268959533
2024,30  - 34,Tempo indeterminato,Anno intero,984101,51173232,48092549,305767351,29950859954
2024,35  - 39,Stagionale,Fino a 3 mesi,13751,129789,97459,511133,35578838
2024,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,17987,445622,369216,2131485,152504959
2024,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,22726,916936,810018,4721545,378069416
2024,35  - 39,Stagionale,Anno intero,770,40040,35121,237513,17098953
2024,35  - 39,Tempo determinato,Fino a 3 mesi,108812,1018990,748542,4092333,261259382
2024,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,90835,2327065,1832896,11000060,719962026
2024,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,181677,7919072,6768657,42056218,2968158966
2024,35  - 39,Tempo determinato,Anno intero,56715,2949175,2643113,17545024,1411961911
2024,35  - 39,Tempo indeterminato,Fino a 3 mesi,44643,535602,389217,1835816,158384310
2024,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,52917,1532516,1166944,6439259,506246727
2024,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,330592,16077548,13789721,84205554,7085872642
2024,35  - 39,Tempo indeterminato,Anno intero,1021178,53101214,49374542,317207187,33359380913
2024,40  - 44,Stagionale,Fino a 3 mesi,12874,123127,92522,485651,33605660
2024,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,18019,446809,371639,2144237,153931734
2024,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,22846,915680,808596,4723588,376284132
2024,40  - 44,Stagionale,Anno intero,718,37336,32779,221504,16535267
2024,40  - 44,Tempo determinato,Fino a 3 mesi,99179,921839,684460,3697246,239854383
2024,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,82767,2124392,1688576,10050400,662460913
2024,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,170737,7434310,6391754,39596130,2811743831
2024,40  - 44,Tempo determinato,Anno intero,50498,2625882,2331782,15621984,1231843403
2024,40  - 44,Tempo indeterminato,Fino a 3 mesi,35167,407181,296007,1466654,130215443
2024,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,41361,1187819,881661,5033383,411015071
2024,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,324428,15964679,13712277,83720377,7338729525
2024,40  - 44,Tempo indeterminato,Anno intero,1133381,58935745,54472314,352240491,39343381798
2024,45  - 49,Stagionale,Fino a 3 mesi,13188,129842,97107,512240,35548133
2024,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,19787,490769,409102,2357535,169990601
2024,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,25001,1000470,886194,5164828,413754291
2024,45  - 49,Stagionale,Anno intero,711,36972,32174,219639,16860210
2024,45  - 49,Tempo determinato,Fino a 3 mesi,97078,898966,667709,3557829,230357655
2024,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,78923,2041520,1623338,9600066,638501356
2024,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,163305,7122140,6108784,37864174,2707974236
2024,45  - 49,Tempo determinato,Anno intero,49334,2565364,2261362,15263008,1182272964
2024,45  - 49,Tempo indeterminato,Fino a 3 mesi,33021,384198,280181,1387294,126903873
2024,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,38585,1116058,820781,4703701,393377200
2024,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,355040,17587693,15177498,92186764,8252206231
2024,45  - 49,Tempo indeterminato,Anno intero,1337859,69568628,64353865,415981922,48209331677
2024,50  - 54,Stagionale,Fino a 3 mesi,13216,127937,96314,501121,35277854
2024,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,20523,508369,424740,2444650,177211443
2024,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,25671,1022891,909091,5277782,426694192
2024,50  - 54,Stagionale,Anno intero,677,35204,30724,209107,16410229
2024,50  - 54,Tempo determinato,Fino a 3 mesi,88744,815847,610849,3195716,208916440
2024,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,69737,1804691,1432657,8444659,561913029
2024,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,140036,6119943,5231819,32433057,2330813401
2024,50  - 54,Tempo determinato,Anno intero,44622,2320337,2037734,13808073,1080736522
2024,50  - 54,Tempo indeterminato,Fino a 3 mesi,32496,386616,280521,1356386,128879662
2024,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,37991,1126858,830001,4643093,399304806
2024,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,372041,18486530,16031779,96834647,8928899882
2024,50  - 54,Tempo indeterminato,Anno intero,1434373,74587325,69208214,446088783,54743509426
2024,55  - 59,Stagionale,Fino a 3 mesi,11364,111919,84076,441438,30979429
2024,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,18624,460797,384447,2220113,160115244
2024,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,22316,884435,782213,4570560,366358820
2024,55  - 59,Stagionale,Anno intero,567,29484,25823,175188,13669314
2024,55  - 59,Tempo determinato,Fino a 3 mesi,71257,660868,505520,2514720,167302454
2024,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,54494,1429989,1147760,6598088,447559055
2024,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,103243,4521401,3855143,23843446,1723464802
2024,55  - 59,Tempo determinato,Anno intero,32761,1703559,1490666,10140164,807682355
2024,55  - 59,Tempo indeterminato,Fino a 3 mesi,35598,417375,317324,1488552,152515122
2024,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,40018,1172547,891191,4912366,447323208
2024,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,349734,17310726,15106588,90795016,8602997851
2024,55  - 59,Tempo indeterminato,Anno intero,1255060,65263059,60524651,390335669,48728966620
2024,60  - 64,Stagionale,Fino a 3 mesi,8417,84610,61687,319734,21947401
2024,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,13024,320950,264099,1549240,110611005
