anno,classe_di_eta,sesso,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2020,55  - 59,Femmine,Anno intero,258707,13452757,11711420,80373033,8062868758
2020,55  - 59,Maschi,Fino a 3 mesi,80756,837980,687066,3275061,261280403
2020,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,76101,2149959,1821368,9090560,738754811
2020,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,420053,20562129,19450699,106108759,10264219738
2020,55  - 59,Maschi,Anno intero,418372,21755335,21295424,129896825,19683896355
2020,60  - 64,Femmine,Fino a 3 mesi,39970,454658,310934,1691305,112306500
2020,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,37395,1046609,703841,4499251,290703893
2020,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,106237,5024821,3807432,25812023,1820895961
2020,60  - 64,Femmine,Anno intero,110137,5727116,4948010,34240408,3421039053
2020,60  - 64,Maschi,Fino a 3 mesi,68429,712003,600375,2807954,264559133
2020,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,57648,1576250,1354497,6927633,665841604
2020,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,189834,9043380,8335830,46677009,4625554670
2020,60  - 64,Maschi,Anno intero,195967,10190280,9889291,60909707,9804757651
2020,65 ed oltre,Femmine,Fino a 3 mesi,20257,229573,147186,768922,43816839
2020,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,13497,381022,235080,1599012,91167153
2020,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,27753,1281125,854700,6561902,393376210
2020,65 ed oltre,Femmine,Anno intero,21853,1136343,874088,6794149,525417643
2020,65 ed oltre,Maschi,Fino a 3 mesi,43302,454856,347087,1547274,131191399
2020,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,23851,675638,502482,2817918,244632135
2020,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,49846,2314453,1822505,11873985,1039363084
2020,65 ed oltre,Maschi,Anno intero,36922,1919937,1695224,11480083,1655050079
2020,Fino a 19,Femmine,Fino a 3 mesi,52792,476185,316305,1677352,69930046
2020,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,10164,256538,167002,1110153,44441920
2020,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,6165,274415,186671,1331839,49176976
2020,Fino a 19,Femmine,Anno intero,493,25636,18995,152714,6655942
2020,Fino a 19,Maschi,Fino a 3 mesi,79372,731938,520406,2810779,135678349
2020,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,24006,589260,452599,2675054,132945235
2020,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,17390,787314,657682,3956741,200783683
2020,Fino a 19,Maschi,Anno intero,2769,143988,129677,855764,53677217
2021,20  - 24,Femmine,Fino a 3 mesi,194709,1923473,1343232,6808979,327868781
2021,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,108304,2812077,1976524,12437697,607771955
2021,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,148245,6597601,4871593,33960661,1706643350
2021,20  - 24,Femmine,Anno intero,74677,3883196,3280926,23160348,1367919799
2021,20  - 24,Maschi,Fino a 3 mesi,204438,1994053,1485535,7556607,415522125
2021,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,138173,3542719,2767702,16028496,915335598
2021,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,225204,10155522,8628823,52420667,3197830284
2021,20  - 24,Maschi,Anno intero,193144,10043474,9427756,59912198,4255868003
2021,25  - 29,Femmine,Fino a 3 mesi,145080,1465347,998393,5375142,294272286
2021,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,116309,3045766,2207242,13726640,758003466
2021,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,265770,12079013,9527963,62809907,3653400749
2021,25  - 29,Femmine,Anno intero,236097,12277040,11063494,73308895,5333601744
2021,25  - 29,Maschi,Fino a 3 mesi,143295,1380601,1044336,5408763,337351975
2021,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,122268,3160603,2519915,14471404,933205836
2021,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,291854,13410617,11702703,69560701,4789942382
2021,25  - 29,Maschi,Anno intero,398889,20742215,19860003,123824743,10358245129
2021,30  - 34,Femmine,Fino a 3 mesi,121881,1317176,870046,4529638,256860810
2021,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,109303,2981176,2155068,13041586,748419025
2021,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,285700,13122718,10406156,68008344,4182370904
2021,30  - 34,Femmine,Anno intero,307284,15978764,14338584,95451375,7692828638
2021,30  - 34,Maschi,Fino a 3 mesi,109484,1056633,806448,4117917,275014063
2021,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,100452,2638950,2124410,11993032,820607299
2021,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,301629,14115409,12531713,73118187,5477275270
2021,30  - 34,Maschi,Anno intero,528027,27457392,26492111,163883306,15621070196
2021,35  - 39,Femmine,Fino a 3 mesi,105176,1140395,753021,3912740,224341003
2021,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,98432,2701397,1953960,11807980,699436522
2021,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,281842,13069009,10321379,67799460,4351945762
2021,35  - 39,Femmine,Anno intero,342268,17797918,15538349,106308837,8886072822
2021,35  - 39,Maschi,Fino a 3 mesi,93013,899084,695795,3461971,238415052
2021,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,86171,2291823,1876294,10306131,737548778
2021,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,293478,13907931,12539918,71987737,5760546481
2021,35  - 39,Maschi,Anno intero,578467,30080276,29137880,179538988,19109770254
2021,40  - 44,Femmine,Fino a 3 mesi,92532,959817,622007,3408732,188905437
2021,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,86999,2368194,1693515,10465681,620096803
2021,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,279615,13128290,10254814,68230676,4453241884
2021,40  - 44,Femmine,Anno intero,436579,22702091,19598403,135647149,11825870949
2021,40  - 44,Maschi,Fino a 3 mesi,88290,858899,677141,3250509,232230767
2021,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,80780,2173136,1803460,9660895,713734613
2021,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,300567,14378222,13144163,74334376,6244082309
2021,40  - 44,Maschi,Anno intero,654759,34047451,33105909,203357374,23405441202
2021,45  - 49,Femmine,Fino a 3 mesi,89923,924365,593513,3304552,179695867
2021,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,84848,2317978,1626684,10171941,595578327
2021,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,285519,13534909,10440960,70145623,4626688104
2021,45  - 49,Femmine,Anno intero,528361,27474749,23673987,164240614,14975085381
2021,45  - 49,Maschi,Fino a 3 mesi,88801,869321,694056,3252884,241739103
2021,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,81199,2199552,1846827,9705150,747586593
2021,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,323027,15545417,14334602,80348653,7050095303
2021,45  - 49,Maschi,Anno intero,773445,40219117,39213948,240338810,29775455825
2021,50  - 54,Femmine,Fino a 3 mesi,77903,810058,520830,2832343,155136604
2021,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,72021,1991484,1388068,8626445,504263226
2021,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,251298,11984033,9189661,61970286,4148543892
2021,50  - 54,Femmine,Anno intero,491794,25573269,22002268,152914504,14302519969
2021,50  - 54,Maschi,Fino a 3 mesi,80328,792946,640177,2930339,223838342
2021,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,73118,1991381,1682122,8735955,689489296
2021,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,306367,14811208,13742958,76586160,6980481456
2021,50  - 54,Maschi,Anno intero,754240,39220464,38292428,234423094,30673910210
2021,55  - 59,Femmine,Fino a 3 mesi,61495,657763,432718,2234228,131017693
2021,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,56287,1569712,1105385,6770742,411242586
2021,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,193854,9247326,7057551,47852371,3254156783
2021,55  - 59,Femmine,Anno intero,380134,19766936,16987255,118214351,11131810899
2021,55  - 59,Maschi,Fino a 3 mesi,74725,744368,616977,2732956,227355090
2021,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,66571,1820440,1561787,8003936,671958020
2021,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,266905,12860439,11976149,66640306,6301124986
2021,55  - 59,Maschi,Anno intero,644201,33498436,32671956,200263707,27182244634
2021,60  - 64,Femmine,Fino a 3 mesi,37598,405132,281793,1392599,99113590
2021,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,33862,928402,669531,4111548,295431747
2021,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,90424,4218766,3175507,21946334,1548427356
2021,60  - 64,Femmine,Anno intero,157550,8192586,6946038,49010439,4619231369
2021,60  - 64,Maschi,Fino a 3 mesi,65352,659461,562906,2457986,246942159
2021,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,54742,1467811,1279249,6653429,661939187
2021,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,145535,6793690,6218880,35434380,3533537193
2021,60  - 64,Maschi,Anno intero,286204,14882595,14314202,89017226,12841744862
2021,65 ed oltre,Femmine,Fino a 3 mesi,19405,206957,136026,637955,39983218
2021,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,12832,360449,236398,1542477,95642900
2021,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,24783,1130180,760131,5859544,348614615
2021,65 ed oltre,Femmine,Anno intero,33720,1753425,1325995,10490663,796796928
2021,65 ed oltre,Maschi,Fino a 3 mesi,41570,430998,335414,1360903,118395829
2021,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,24274,682801,532274,2884629,268870710
2021,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,42226,1927473,1545389,9943805,893372956
2021,65 ed oltre,Maschi,Anno intero,59640,3101248,2659206,18554219,2298787394
2021,Fino a 19,Femmine,Fino a 3 mesi,79780,704846,488880,2606422,113690130
2021,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,16650,394497,275391,1804843,77885997
2021,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,6163,258441,181605,1327542,53872982
2021,Fino a 19,Femmine,Anno intero,1102,57304,42748,341177,14664677
2021,Fino a 19,Maschi,Fino a 3 mesi,106880,966378,712867,3853644,191142679
2021,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,35065,827503,666391,3909828,207641582
2021,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,17828,759325,634482,3905406,208510674
2021,Fino a 19,Maschi,Anno intero,5944,309088,280906,1840670,108588856
2022,20  - 24,Femmine,Fino a 3 mesi,196188,1996302,1424915,6750206,337402894
2022,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,113842,3050072,2208574,13112498,657450404
2022,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,163856,7284710,5467422,37752704,1964411935
2022,20  - 24,Femmine,Anno intero,116759,6071450,5083767,36175300,2079747751
2022,20  - 24,Maschi,Fino a 3 mesi,196662,1959830,1488443,7191217,408205631
2022,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,136961,3552260,2840956,15926652,938565834
2022,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,250482,11356718,9792747,59088893,3719509775
2022,20  - 24,Maschi,Anno intero,242623,12616374,11762267,75218365,5306124193
2022,25  - 29,Femmine,Fino a 3 mesi,129253,1312130,914571,4789246,272737982
2022,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,110004,2884614,2157396,13106251,757018515
2022,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,253497,11421955,9183629,60083729,3641653145
2022,25  - 29,Femmine,Anno intero,312205,16234649,14509241,96890352,6936027181
2022,25  - 29,Maschi,Fino a 3 mesi,127416,1219102,951356,4806717,314129483
2022,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,110442,2845682,2328311,13132471,877800641
2022,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,296564,13637074,12095001,71595845,5093399710
2022,25  - 29,Maschi,Anno intero,474502,24674099,23511240,147244620,12334654614
2022,30  - 34,Femmine,Fino a 3 mesi,106592,1154853,778822,3990095,241330687
2022,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,101524,2753830,2034765,12195744,727113662
2022,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,265402,12093204,9699146,63328549,4036189196
2022,30  - 34,Femmine,Anno intero,386297,20087431,17906774,119938063,9568638271
2022,30  - 34,Maschi,Fino a 3 mesi,95632,908285,712444,3635539,256109187
2022,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,88198,2287490,1888115,10568774,756404465
2022,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,290632,13608092,12234655,71459610,5508655825
2022,30  - 34,Maschi,Anno intero,607944,31613080,30369864,188637004,18043523110
2022,35  - 39,Femmine,Fino a 3 mesi,91327,975969,650156,3419038,205579172
2022,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,89653,2443346,1796076,10785488,655604269
2022,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,253222,11646671,9241340,61011860,4011577256
2022,35  - 39,Femmine,Anno intero,403322,20972721,18178177,125219090,10286879914
2022,35  - 39,Maschi,Fino a 3 mesi,79517,757370,602977,3018341,221003244
2022,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,74081,1931287,1615409,8879362,663517189
2022,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,273338,12945935,11770758,67863852,5539864384
2022,35  - 39,Maschi,Anno intero,640844,33323880,32143617,198858066,21104685805
2022,40  - 44,Femmine,Fino a 3 mesi,80028,814894,538729,2980068,173232948
2022,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,79187,2126506,1549820,9568162,579969571
2022,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,246330,11438198,9025311,60140933,4004821962
2022,40  - 44,Femmine,Anno intero,495963,25790062,22157660,154049812,13278033998
2022,40  - 44,Maschi,Fino a 3 mesi,74089,705549,565978,2780456,209625725
2022,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,67971,1787753,1503142,8159362,626739416
2022,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,273905,13071538,11995623,68398779,5811196813
2022,40  - 44,Maschi,Anno intero,707148,36771681,35607347,219601925,25302016186
2022,45  - 49,Femmine,Fino a 3 mesi,77393,773210,506589,2871063,162663500
2022,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,75218,2028330,1440736,9081605,540108777
2022,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,250922,11740277,9140080,61613392,4083468204
2022,45  - 49,Femmine,Anno intero,605527,31487369,27049046,188192534,16878505100
2022,45  - 49,Maschi,Fino a 3 mesi,73348,697904,565814,2716872,212311182
2022,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,67099,1781585,1507645,8061362,638241507
2022,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,293716,14104061,13048660,73717883,6490065100
2022,45  - 49,Maschi,Anno intero,835012,43420602,42188940,259468246,31890495388
2022,50  - 54,Femmine,Fino a 3 mesi,68285,681811,449160,2491601,142028307
2022,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,65171,1772985,1246728,7858240,464890455
2022,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,224744,10585858,8177591,55465166,3726395890
2022,50  - 54,Femmine,Anno intero,578052,30058687,25820186,179722214,16652185443
2022,50  - 54,Maschi,Fino a 3 mesi,67371,649102,526901,2493843,200698970
2022,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,61362,1639600,1391314,7379094,600634544
2022,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,283121,13651928,12704011,71382875,6515010687
2022,50  - 54,Maschi,Anno intero,834537,43395916,42227829,259398374,33890862931
2022,55  - 59,Femmine,Fino a 3 mesi,55277,565630,381582,2011408,122583187
2022,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,52107,1435455,1013338,6308264,385084982
2022,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,179163,8437329,6472857,44223875,3008411457
2022,55  - 59,Femmine,Anno intero,455857,23704542,20301544,141758242,13164231541
2022,55  - 59,Maschi,Fino a 3 mesi,63761,619774,517664,2375212,210962895
2022,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,57204,1531813,1316586,6919819,595898803
2022,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,254363,12222433,11409646,64030637,6035642088
2022,55  - 59,Maschi,Anno intero,730884,38005955,36955693,227228370,30510117800
2022,60  - 64,Femmine,Fino a 3 mesi,36500,386121,274364,1388436,105918845
2022,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,31576,866956,623711,3853034,272157138
2022,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,88118,4086792,3079530,21479141,1501575673
2022,60  - 64,Femmine,Anno intero,193723,10073576,8487272,60253377,5523627337
2022,60  - 64,Maschi,Fino a 3 mesi,58867,591488,507871,2269866,240813406
2022,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,46939,1260850,1085587,5701465,557232800
2022,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,146249,6874926,6286870,36046238,3503023471
2022,60  - 64,Maschi,Anno intero,344626,17920539,17166617,107176025,14984939920
2022,65 ed oltre,Femmine,Fino a 3 mesi,19269,209508,143775,671991,45172680
2022,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,13611,385135,260434,1653878,104721372
2022,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,25743,1161600,789714,6076778,368942021
2022,65 ed oltre,Femmine,Anno intero,42335,2201411,1658628,13169668,993139589
2022,65 ed oltre,Maschi,Fino a 3 mesi,42396,447115,354219,1435214,134236512
2022,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,26509,752767,588897,3166105,296220704
2022,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,47182,2154281,1737618,11195829,992405614
2022,65 ed oltre,Maschi,Anno intero,72461,3767936,3208101,22538169,2689136141
2022,Fino a 19,Femmine,Fino a 3 mesi,95241,905339,635599,3216757,144591485
2022,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,22371,558993,396513,2412709,106126228
2022,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,9533,405746,288449,2064136,86731651
2022,Fino a 19,Femmine,Anno intero,2840,147674,114335,879038,37330127
2022,Fino a 19,Maschi,Fino a 3 mesi,126053,1203730,889768,4639467,234846639
2022,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,44488,1073415,862245,4911187,260325668
2022,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,25518,1108071,928350,5674472,307131294
2022,Fino a 19,Maschi,Anno intero,9118,474136,426415,2821045,164169883
2023,20  - 24,Femmine,Fino a 3 mesi,196973,2057002,1473147,6769506,345121492
2023,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,114708,3112903,2259678,13238840,677017983
2023,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,166232,7389115,5528455,38291472,2030699070
2023,20  - 24,Femmine,Anno intero,135798,7061478,5916307,42135511,2491085946
2023,20  - 24,Maschi,Fino a 3 mesi,200341,2033441,1545515,7361444,429577042
2023,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,139438,3645142,2922228,16266516,982741096
2023,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,253254,11456352,9884111,59586132,3853578667
2023,20  - 24,Maschi,Anno intero,263627,13708590,12782960,81795455,5947985496
2023,25  - 29,Femmine,Fino a 3 mesi,125037,1276482,888651,4613436,268203863
2023,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,104321,2741762,2027596,12396176,724791493
2023,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,243357,10947143,8783215,57667564,3566009536
2023,25  - 29,Femmine,Anno intero,347194,18054077,16240722,107877144,8032036487
2023,25  - 29,Maschi,Fino a 3 mesi,129522,1243950,971725,4916515,327434535
2023,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,110603,2839047,2332110,13163154,902423830
2023,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,297139,13644910,12151034,71626956,5246758337
2023,25  - 29,Maschi,Anno intero,512930,26672348,25472235,159280980,13870836822
2023,30  - 34,Femmine,Fino a 3 mesi,102002,1117225,754318,3846808,240299573
2023,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,96231,2624900,1931969,11558375,714632892
2023,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,253835,11541964,9261382,60503196,3956118423
2023,30  - 34,Femmine,Anno intero,409123,21274385,19041397,127150348,10551442696
2023,30  - 34,Maschi,Fino a 3 mesi,95081,900384,712093,3633976,262839333
2023,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,87312,2243526,1863877,10463337,775599851
2023,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,285818,13347817,12059819,70134264,5573620876
2023,30  - 34,Maschi,Anno intero,628890,32702271,31469872,195235476,19432524414
2023,35  - 39,Femmine,Fino a 3 mesi,89044,977372,647097,3391237,210690361
2023,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,86116,2360317,1704501,10352664,647641659
2023,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,246522,11311810,8936998,59285115,3978575227
2023,35  - 39,Femmine,Anno intero,422286,21958845,19062611,131225712,11131971742
2023,35  - 39,Maschi,Fino a 3 mesi,80512,764316,612866,3076870,230692301
2023,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,74221,1926036,1607969,8899773,678747834
2023,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,273919,12943092,11813384,67921826,5708182070
2023,35  - 39,Maschi,Anno intero,655679,34095295,32908282,203529503,22362695182
2023,40  - 44,Femmine,Fino a 3 mesi,75520,784979,517682,2859213,170083534
2023,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,73864,1987226,1424018,8911021,548701309
2023,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,238901,11044721,8709385,58206368,3957518586
2023,40  - 44,Femmine,Anno intero,501632,26084832,22407627,155933371,13833867692
2023,40  - 44,Maschi,Fino a 3 mesi,73427,692827,558916,2762965,215081504
2023,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,67052,1752439,1476878,8042710,636788687
2023,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,266723,12706640,11687707,66559202,5824586387
2023,40  - 44,Maschi,Anno intero,703999,36607934,35453867,218688361,26076626800
2023,45  - 49,Femmine,Fino a 3 mesi,73738,746530,489519,2773046,158988878
2023,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,71398,1923712,1353918,8601712,516831447
2023,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,247209,11538929,8994968,60671956,4113837592
2023,45  - 49,Femmine,Anno intero,615367,31999050,27485271,191369019,17502069205
2023,45  - 49,Maschi,Fino a 3 mesi,72002,689615,560744,2704812,215736142
2023,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,65725,1730779,1465323,7890336,644931673
2023,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,286832,13766420,12763404,72039941,6513405677
2023,45  - 49,Maschi,Anno intero,828780,43096533,41865050,257593456,32392458598
2023,50  - 54,Femmine,Fino a 3 mesi,66084,670846,441712,2448314,139861644
2023,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,63675,1736612,1211970,7675811,458475016
2023,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,227805,10710019,8307762,56169790,3871247573
2023,50  - 54,Femmine,Anno intero,610197,31730189,27284424,189809376,18052515184
2023,50  - 54,Maschi,Fino a 3 mesi,66724,641706,523961,2487333,204405897
2023,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,60221,1601698,1358534,7245773,608740912
2023,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,279213,13469891,12541486,70459141,6619253658
2023,50  - 54,Maschi,Anno intero,858022,44617116,43410238,266756349,35743686808
2023,55  - 59,Femmine,Fino a 3 mesi,53857,561915,377907,1982283,118951950
2023,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,51206,1424404,998744,6200522,380715797
2023,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,184666,8694432,6694813,45535594,3172717145
2023,55  - 59,Femmine,Anno intero,495175,25749049,22027769,154050118,14595064824
2023,55  - 59,Maschi,Fino a 3 mesi,63458,620332,517199,2402447,211374767
2023,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,57401,1529318,1312929,6941639,612774338
2023,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,258552,12440490,11632648,65142718,6331225249
2023,55  - 59,Maschi,Anno intero,763274,39690235,38580674,237341313,32524176542
2023,60  - 64,Femmine,Fino a 3 mesi,35125,384442,273935,1336587,99847147
2023,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,32846,918235,659393,4027126,286252486
2023,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,94936,4411761,3322420,23167006,1635438432
2023,60  - 64,Femmine,Anno intero,224628,11680620,9813666,69896455,6519648941
2023,60  - 64,Maschi,Fino a 3 mesi,58768,610390,522262,2321529,236489937
2023,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,52439,1406646,1218529,6416344,648420397
2023,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,161252,7574906,6936266,39735345,3969565446
2023,60  - 64,Maschi,Anno intero,387323,20140765,19269668,120474128,17089988389
2023,65 ed oltre,Femmine,Fino a 3 mesi,20339,224879,157427,703845,48576845
2023,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,14806,425308,285619,1804770,115332513
2023,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,27650,1249439,858066,6541172,408550895
2023,65 ed oltre,Femmine,Anno intero,48559,2525049,1897849,15112610,1158897425
2023,65 ed oltre,Maschi,Fino a 3 mesi,44641,479493,381482,1521356,142089850
2023,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,28100,804743,625657,3356106,306730046
2023,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,51157,2344054,1893022,12182908,1084872845
2023,65 ed oltre,Maschi,Anno intero,83661,4350337,3707427,26024877,3151214264
2023,Fino a 19,Femmine,Fino a 3 mesi,103569,1016401,714117,3545941,161390713
2023,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,25263,641834,455866,2733246,121455128
2023,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,11275,484623,340814,2459038,104613803
2023,Fino a 19,Femmine,Anno intero,3449,179345,136877,1068249,45843658
2023,Fino a 19,Maschi,Fino a 3 mesi,139175,1362003,1007142,5173686,267280137
2023,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,49290,1199932,956101,5448801,294385031
2023,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,30202,1322361,1102207,6759539,369320366
2023,Fino a 19,Maschi,Anno intero,11229,583906,520851,3476150,206644705
2024,20  - 24,Femmine,Fino a 3 mesi,199166,2101828,1521919,6932523,366401492
2024,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,117156,3198398,2328287,13548664,717203123
2024,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,168674,7476101,5554537,38806487,2118289354
2024,20  - 24,Femmine,Anno intero,143128,7442619,6187334,44421425,2703600169
2024,20  - 24,Maschi,Fino a 3 mesi,204037,2068507,1587782,7519053,455487424
2024,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,142000,3717629,2974530,16573412,1033537948
