anno,classe_di_eta,sesso,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2017,35  - 39,Femmine,Fino a 3 mesi,99576,1094867,738473,3737578,216850332
2017,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,91958,2565052,1853272,11117118,644690487
2017,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,244072,11181387,8724273,58346951,3629426839
2017,35  - 39,Femmine,Anno intero,441218,22943316,19631224,137168717,10485416171
2017,35  - 39,Maschi,Fino a 3 mesi,95093,902766,710292,3531512,236261371
2017,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,79668,2097308,1722876,9535385,654438195
2017,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,251195,11815032,10571504,61471634,4601161494
2017,35  - 39,Maschi,Anno intero,665654,34613989,33281362,206947950,20590966609
2017,40  - 44,Femmine,Fino a 3 mesi,88404,923169,609956,3303958,184210367
2017,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,80127,2213808,1557378,9693622,555227211
2017,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,238813,11096362,8486580,58000949,3655464263
2017,40  - 44,Femmine,Anno intero,569232,29600038,25056515,177024398,14255267593
2017,40  - 44,Maschi,Fino a 3 mesi,94425,894715,718761,3486916,244980879
2017,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,78809,2086934,1744331,9462212,682901027
2017,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,269659,12790384,11644692,66591879,5289695713
2017,40  - 44,Maschi,Anno intero,803085,41760401,40446500,249724315,27399778698
2017,45  - 49,Femmine,Fino a 3 mesi,74238,760856,496921,2770371,149479423
2017,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,66328,1824257,1253269,8010232,447285885
2017,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,207629,9711248,7286367,50701821,3171944332
2017,45  - 49,Femmine,Anno intero,580145,30167491,25425529,180502830,15201767078
2017,45  - 49,Maschi,Fino a 3 mesi,87208,827722,673194,3205874,234788945
2017,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,71907,1913790,1614836,8622636,647740452
2017,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,257122,12260111,11267991,63850015,5340048867
2017,45  - 49,Maschi,Anno intero,815010,42380497,41168333,253480724,30400241570
2017,50  - 54,Femmine,Fino a 3 mesi,59334,618932,407441,2196286,120196814
2017,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,52829,1476335,1010852,6396973,357713708
2017,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,173503,8149761,6089792,42550372,2651816257
2017,50  - 54,Femmine,Anno intero,501180,26061334,22023112,155957577,13285247195
2017,50  - 54,Maschi,Fino a 3 mesi,76047,719762,592620,2771250,210083180
2017,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,61734,1650338,1404794,7399867,576008191
2017,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,230436,11031671,10208168,57464426,4997082452
2017,50  - 54,Maschi,Anno intero,762857,39668546,38614937,237290508,29919180799
2017,55  - 59,Femmine,Fino a 3 mesi,38713,418234,287661,1456543,86425841
2017,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,35170,989032,691418,4278044,253166341
2017,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,115145,5407858,4102145,28302804,1841132537
2017,55  - 59,Femmine,Anno intero,333833,17359291,14852835,103890684,9217431300
2017,55  - 59,Maschi,Fino a 3 mesi,60218,579111,490225,2230733,183593402
2017,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,49873,1330855,1158254,6029320,510137062
2017,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,173995,8258250,7682464,43207468,3961055086
2017,55  - 59,Maschi,Anno intero,570441,29662908,28882650,177481375,23488211098
2017,60  - 64,Femmine,Fino a 3 mesi,21255,240565,170098,806155,54879436
2017,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,19171,541940,385294,2344323,153146568
2017,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,50994,2363094,1748601,12390916,802424592
2017,60  - 64,Femmine,Anno intero,123583,6426306,5343184,38462816,3239904109
2017,60  - 64,Maschi,Fino a 3 mesi,47468,476666,409455,1810739,179309049
2017,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,36934,981663,861103,4484351,442886723
2017,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,94013,4346152,3970747,22835774,2231388457
2017,60  - 64,Maschi,Anno intero,253639,13189214,12654387,78933620,10903266010
2017,65 ed oltre,Femmine,Fino a 3 mesi,12128,138839,95402,398706,23184507
2017,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,7497,220556,140409,911252,50432994
2017,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,10960,491684,306548,2550550,130624119
2017,65 ed oltre,Femmine,Anno intero,19802,1029690,720955,6164083,386242612
2017,65 ed oltre,Maschi,Fino a 3 mesi,30553,325160,255920,1004609,85337082
2017,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,16967,484744,369710,2024100,175263966
2017,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,26301,1187560,908566,6175989,500593027
2017,65 ed oltre,Maschi,Anno intero,44013,2288657,1885234,13697101,1501106130
2017,Fino a 19,Femmine,Fino a 3 mesi,63330,557095,375456,1923995,78899949
2017,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,13117,325215,220929,1429648,57306674
2017,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,6832,289561,195873,1492399,57037961
2017,Fino a 19,Femmine,Anno intero,2397,124643,95561,743488,28891264
2017,Fino a 19,Maschi,Fino a 3 mesi,82547,733979,528796,2770137,130455940
2017,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,25660,620200,486616,2862874,142815647
2017,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,15764,677727,540326,3507566,170187462
2017,Fino a 19,Maschi,Anno intero,7017,364880,318770,2176077,114713363
2018,20  - 24,Femmine,Fino a 3 mesi,179291,1808948,1247914,5946466,268067663
2018,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,94504,2569960,1789588,10885038,498856958
2018,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,135559,6034479,4372608,31128094,1495415228
2018,20  - 24,Femmine,Anno intero,104795,5449322,4459183,32531273,1727028272
2018,20  - 24,Maschi,Fino a 3 mesi,188327,1826667,1338736,6612913,341845020
2018,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,116773,3041252,2343286,13551069,731621299
2018,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,198621,8953707,7490306,46520487,2699665943
2018,20  - 24,Maschi,Anno intero,197084,10248347,9420810,61161637,4017999427
2018,25  - 29,Femmine,Fino a 3 mesi,144380,1467807,985375,5205165,268237277
2018,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,108355,2894883,2040578,12831720,669023057
2018,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,225800,10156927,7725918,53021410,2913128699
2018,25  - 29,Femmine,Anno intero,288355,14994439,12999897,89609455,5850191856
2018,25  - 29,Maschi,Fino a 3 mesi,141509,1353294,1013372,5182536,304588329
2018,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,109117,2827447,2232641,12902874,791073361
2018,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,258970,11853417,10197999,61924531,4054782983
2018,25  - 29,Maschi,Anno intero,422628,21976643,20645769,131282475,10133925731
2018,30  - 34,Femmine,Fino a 3 mesi,115370,1255601,840183,4308768,241213309
2018,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,99420,2727375,1933166,11879216,654719328
2018,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,238472,10828388,8334013,56407545,3308788760
2018,30  - 34,Femmine,Anno intero,362656,18858091,16406178,112735835,8197897081
2018,30  - 34,Maschi,Fino a 3 mesi,106534,1010269,772980,3956955,253615263
2018,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,88877,2316697,1857669,10616692,703150036
2018,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,256842,11955319,10476968,62418686,4438901112
2018,30  - 34,Maschi,Anno intero,567479,29508892,28146119,176325373,15765561753
2018,35  - 39,Femmine,Fino a 3 mesi,97799,1066687,717947,3695215,213067428
2018,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,91149,2512250,1811632,11012223,639742050
2018,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,245736,11249807,8776404,58887349,3704832314
2018,35  - 39,Femmine,Anno intero,427238,22216343,19025771,132792918,10277070664
2018,35  - 39,Maschi,Fino a 3 mesi,92869,881737,690338,3454442,233870792
2018,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,78430,2058914,1680506,9397593,647955812
2018,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,254677,11980095,10700998,62519150,4743121904
2018,35  - 39,Maschi,Anno intero,652148,33911672,32607571,202660530,20409382059
2018,40  - 44,Femmine,Fino a 3 mesi,88191,921882,608525,3310036,184717935
2018,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,80357,2198383,1544627,9704873,556276282
2018,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,242701,11264990,8616988,58982081,3760237825
2018,40  - 44,Femmine,Anno intero,559331,29085178,24670917,173914755,14103577902
2018,40  - 44,Maschi,Fino a 3 mesi,92632,878258,699941,3429342,242361610
2018,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,77592,2042284,1698119,9292140,670227773
2018,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,274587,13022533,11833948,67967241,5445905539
2018,40  - 44,Maschi,Anno intero,787594,40954862,39647655,244843685,26958810816
2018,45  - 49,Femmine,Fino a 3 mesi,76227,783230,512314,2842210,155395602
2018,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,68382,1866992,1285857,8255055,466510577
2018,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,217656,10174870,7653745,53238539,3393787213
2018,45  - 49,Femmine,Anno intero,590193,30690016,25960903,183598448,15704927267
2018,45  - 49,Maschi,Fino a 3 mesi,85684,808133,655275,3136691,229435869
2018,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,71658,1898150,1594078,8597194,656852760
2018,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,266568,12705967,11648030,66340933,5605870428
2018,45  - 49,Maschi,Anno intero,826879,42997678,41763798,257132115,31042987631
2018,50  - 54,Femmine,Fino a 3 mesi,62459,648296,427594,2300404,127016755
2018,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,56372,1556197,1071263,6795627,380709115
2018,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,185356,8706001,6510337,45509506,2892967888
2018,50  - 54,Femmine,Anno intero,520464,27064065,22903120,161937650,13957899885
2018,50  - 54,Maschi,Fino a 3 mesi,76139,721775,589893,2785218,209168565
2018,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,63736,1695262,1432917,7639280,590717259
2018,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,245474,11748706,10857823,61376371,5422577174
2018,50  - 54,Maschi,Anno intero,783409,40737248,39631530,243650742,30818677815
2018,55  - 59,Femmine,Fino a 3 mesi,42199,454957,312058,1576432,93176270
2018,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,38852,1084533,762678,4719969,278430024
2018,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,128348,6031395,4554151,31621319,2079863141
2018,55  - 59,Femmine,Anno intero,359564,18697299,15971751,111886683,10002180929
2018,55  - 59,Maschi,Fino a 3 mesi,62945,600853,504994,2328807,193805359
2018,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,53316,1413069,1222027,6426600,542238299
2018,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,190243,9013329,8364107,47300870,4367940897
2018,55  - 59,Maschi,Anno intero,598740,31134459,30279434,186264373,24713817931
2018,60  - 64,Femmine,Fino a 3 mesi,23761,267354,191428,892486,62251354
2018,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,21241,594069,426870,2591922,170805446
2018,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,59045,2731604,2027057,14338002,965195128
2018,60  - 64,Femmine,Anno intero,138413,7197454,6001604,43075485,3690682540
2018,60  - 64,Maschi,Fino a 3 mesi,50842,508979,435966,1932851,187075750
2018,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,40504,1073394,933984,4922137,478770961
2018,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,105974,4896374,4469708,25816474,2560408533
2018,60  - 64,Maschi,Anno intero,272128,14150640,13576112,84682361,11770153480
2018,65 ed oltre,Femmine,Fino a 3 mesi,12256,143655,99761,386183,21820213
2018,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,7558,227624,146069,909846,48319930
2018,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,14130,646377,416302,3342913,177124974
2018,65 ed oltre,Femmine,Anno intero,26947,1401233,1012992,8387232,556348212
2018,65 ed oltre,Maschi,Fino a 3 mesi,33329,356825,282220,1097454,93010877
2018,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,19118,544331,421095,2285316,194822878
2018,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,31828,1435430,1126992,7498759,646937249
2018,65 ed oltre,Maschi,Anno intero,51372,2671326,2232632,15985902,1834232277
2018,Fino a 19,Femmine,Fino a 3 mesi,70021,623212,420271,2152312,87750087
2018,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,14909,378090,258419,1628931,64585836
2018,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,7927,339584,234120,1730720,66542476
2018,Fino a 19,Femmine,Anno intero,2482,129064,98951,769335,30239432
2018,Fino a 19,Maschi,Fino a 3 mesi,91678,822595,589510,3110140,145471694
2018,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,28944,705273,552489,3233878,160600805
2018,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,18399,796222,638536,4114009,200052452
2018,Fino a 19,Maschi,Anno intero,7672,398944,352704,2377525,130845392
2019,20  - 24,Femmine,Fino a 3 mesi,184061,1855763,1294102,6173738,282998276
2019,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,96873,2645293,1854177,11199446,519032527
2019,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,138484,6152977,4456138,31781491,1533418212
2019,20  - 24,Femmine,Anno intero,110677,5755196,4733479,34355965,1851698970
2019,20  - 24,Maschi,Fino a 3 mesi,194585,1874076,1383504,6870636,361651490
2019,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,121071,3154371,2440510,14107507,773253718
2019,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,206282,9280514,7729922,48260446,2810146542
2019,20  - 24,Maschi,Anno intero,214087,11132494,10252791,66444790,4432211953
2019,25  - 29,Femmine,Fino a 3 mesi,142144,1439434,979399,5220128,272984991
2019,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,106807,2837302,2020229,12716221,670479645
2019,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,224199,10073052,7693582,52733259,2931513320
2019,25  - 29,Femmine,Anno intero,296652,15425891,13458693,92187777,6150717198
2019,25  - 29,Maschi,Fino a 3 mesi,139850,1318281,995524,5157260,308194994
2019,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,109325,2822145,2233320,12987947,805653280
2019,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,258316,11791397,10136049,61724149,4077724601
2019,25  - 29,Maschi,Anno intero,438377,22795601,21472710,136170247,10720974212
2019,30  - 34,Femmine,Fino a 3 mesi,115108,1237832,830813,4371942,242781264
2019,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,99393,2721698,1940598,11964773,663626320
2019,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,236450,10730171,8284890,56030613,3315121917
2019,30  - 34,Femmine,Anno intero,365917,19027675,16604489,113748586,8438123779
2019,30  - 34,Maschi,Fino a 3 mesi,105676,996244,761607,3978596,256818658
2019,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,88745,2303658,1846772,10631670,704674488
2019,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,256912,11932174,10450868,62421039,4492495158
2019,30  - 34,Maschi,Anno intero,575602,29931292,28560978,178821338,16238402517
2019,35  - 39,Femmine,Fino a 3 mesi,98091,1058360,714869,3754341,213615096
2019,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,90204,2486210,1788561,10961132,629880954
2019,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,241119,11032028,8595444,57868253,3653942665
2019,35  - 39,Femmine,Anno intero,420555,21868847,18721227,130711588,10251497266
2019,35  - 39,Maschi,Fino a 3 mesi,90511,852103,664609,3396627,230796775
2019,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,77595,2027027,1652219,9319540,647154342
2019,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,253257,11888843,10608915,62183420,4770286148
2019,35  - 39,Maschi,Anno intero,648150,33703788,32395023,201370147,20540175303
2019,40  - 44,Femmine,Fino a 3 mesi,87637,912638,612331,3369555,185327700
2019,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,79846,2177707,1536350,9726869,551546724
2019,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,237236,10988098,8425892,57732559,3689815859
2019,40  - 44,Femmine,Anno intero,541401,28152816,23906060,168327619,13788970182
2019,40  - 44,Maschi,Fino a 3 mesi,88150,826187,657358,3273292,230686169
2019,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,74951,1972305,1636448,9020017,650516485
2019,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,270443,12809832,11631874,66936277,5421495042
2019,40  - 44,Maschi,Anno intero,760978,39570850,38274306,236524190,26242131219
2019,45  - 49,Femmine,Fino a 3 mesi,78707,801620,531730,2987999,160998536
2019,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,70621,1927997,1336414,8593442,483975510
2019,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,222873,10392956,7841002,54489133,3488750675
2019,45  - 49,Femmine,Anno intero,599436,31170649,26430542,186457772,16155409507
2019,45  - 49,Maschi,Fino a 3 mesi,83849,787808,636037,3093049,228135521
2019,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,71010,1879466,1575236,8553141,649726152
2019,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,270745,12891337,11813172,67314918,5735765676
2019,45  - 49,Maschi,Anno intero,837613,43555839,42286465,260433269,31586096533
2019,50  - 54,Femmine,Fino a 3 mesi,65219,673722,449184,2445306,132687464
2019,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,58768,1625468,1126630,7153301,399744803
2019,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,190763,8948857,6703699,46866895,2995831304
2019,50  - 54,Femmine,Anno intero,537240,27936453,23683345,167147578,14629291535
2019,50  - 54,Maschi,Fino a 3 mesi,74744,706132,574506,2751041,209404266
2019,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,63853,1707436,1441615,7689747,599910087
2019,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,251853,12061144,11133395,62997988,5576941573
2019,50  - 54,Maschi,Anno intero,796738,41430363,40288728,247762399,31470054448
2019,55  - 59,Femmine,Fino a 3 mesi,45311,486074,332456,1708858,96519383
2019,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,42536,1189851,836587,5196885,304350622
2019,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,138888,6516828,4912781,34206480,2245776148
2019,55  - 59,Femmine,Anno intero,387101,20129241,17167689,120449045,10820751031
2019,55  - 59,Maschi,Fino a 3 mesi,62582,597517,498655,2308698,188676855
2019,55  - 59,Maschi,Oltre 3 e fino a 6 mesi,54292,1451709,1249070,6588343,554043696
2019,55  - 59,Maschi,Oltre 6 e meno di 12 mesi,203065,9650567,8942695,50619137,4657142926
2019,55  - 59,Maschi,Anno intero,637861,33168741,32238895,198401725,26371585246
2019,60  - 64,Femmine,Fino a 3 mesi,25953,297268,211584,1018777,65526007
2019,60  - 64,Femmine,Oltre 3 e fino a 6 mesi,26161,725231,529685,3249611,221205508
2019,60  - 64,Femmine,Oltre 6 e meno di 12 mesi,67061,3077631,2291605,16212951,1091480864
2019,60  - 64,Femmine,Anno intero,154389,8028208,6719221,48050805,4241295431
2019,60  - 64,Maschi,Fino a 3 mesi,55786,589857,509198,2342886,227280624
2019,60  - 64,Maschi,Oltre 3 e fino a 6 mesi,51041,1332820,1182143,6350932,651102938
2019,60  - 64,Maschi,Oltre 6 e meno di 12 mesi,116918,5329451,4861330,28220494,2826856457
2019,60  - 64,Maschi,Anno intero,279243,14520620,13915633,86890783,12230950608
2019,65 ed oltre,Femmine,Fino a 3 mesi,14063,166757,116498,475113,27356547
2019,65 ed oltre,Femmine,Oltre 3 e fino a 6 mesi,9444,280135,186133,1147422,65717524
2019,65 ed oltre,Femmine,Oltre 6 e meno di 12 mesi,17903,812060,538705,4232494,235293233
2019,65 ed oltre,Femmine,Anno intero,33313,1732256,1271953,10369146,712510892
2019,65 ed oltre,Maschi,Fino a 3 mesi,36832,407049,329319,1342267,117691656
2019,65 ed oltre,Maschi,Oltre 3 e fino a 6 mesi,22254,628911,492674,2680250,241912669
2019,65 ed oltre,Maschi,Oltre 6 e meno di 12 mesi,35206,1574939,1252764,8245774,727992037
2019,65 ed oltre,Maschi,Anno intero,57076,2967934,2499014,17763057,2107954342
2019,Fino a 19,Femmine,Fino a 3 mesi,76010,683166,464859,2399869,98929161
2019,Fino a 19,Femmine,Oltre 3 e fino a 6 mesi,16425,417490,290315,1798061,72521136
2019,Fino a 19,Femmine,Oltre 6 e meno di 12 mesi,8342,358197,243339,1828557,69724534
2019,Fino a 19,Femmine,Anno intero,2992,155579,118646,927081,36213302
2019,Fino a 19,Maschi,Fino a 3 mesi,99446,892344,638842,3414097,160584317
2019,Fino a 19,Maschi,Oltre 3 e fino a 6 mesi,31441,762966,596275,3504649,172577516
2019,Fino a 19,Maschi,Oltre 6 e meno di 12 mesi,19750,857166,684179,4423119,216475965
2019,Fino a 19,Maschi,Anno intero,8619,448188,396137,2670271,145969392
2020,20  - 24,Femmine,Fino a 3 mesi,189897,1958089,1340840,6847023,321332540
2020,20  - 24,Femmine,Oltre 3 e fino a 6 mesi,95761,2584388,1713154,10979599,509060812
2020,20  - 24,Femmine,Oltre 6 e meno di 12 mesi,150493,6883904,5032553,34270478,1702820208
2020,20  - 24,Femmine,Anno intero,41036,2133866,1827104,12715774,774259360
2020,20  - 24,Maschi,Fino a 3 mesi,207111,2073234,1508459,7807191,418254132
2020,20  - 24,Maschi,Oltre 3 e fino a 6 mesi,126907,3366680,2532679,14671122,799536827
2020,20  - 24,Maschi,Oltre 6 e meno di 12 mesi,259333,12154031,10484795,61769869,3776209270
2020,20  - 24,Maschi,Anno intero,102272,5318135,5003755,31668098,2297892169
2020,25  - 29,Femmine,Fino a 3 mesi,165038,1763168,1197535,6651043,354691585
2020,25  - 29,Femmine,Oltre 3 e fino a 6 mesi,123086,3322048,2280664,14364361,751125874
2020,25  - 29,Femmine,Oltre 6 e meno di 12 mesi,298755,13855709,10893634,70067033,4093726788
2020,25  - 29,Femmine,Anno intero,147281,7658608,7006171,45692240,3446877182
2020,25  - 29,Maschi,Fino a 3 mesi,160648,1606038,1198322,6385056,385473490
2020,25  - 29,Maschi,Oltre 3 e fino a 6 mesi,126410,3379957,2604225,14855287,908132823
2020,25  - 29,Maschi,Oltre 6 e meno di 12 mesi,381432,18140965,16143085,92985205,6517396191
2020,25  - 29,Maschi,Anno intero,245721,12777481,12277373,76173328,6497414742
2020,30  - 34,Femmine,Fino a 3 mesi,140417,1609647,1074727,5796375,324452747
2020,30  - 34,Femmine,Oltre 3 e fino a 6 mesi,121451,3398280,2344778,14319357,783240013
2020,30  - 34,Femmine,Oltre 6 e meno di 12 mesi,339460,15855559,12542810,80519774,5037011678
2020,30  - 34,Femmine,Anno intero,196832,10235262,9309734,61076920,5127107437
2020,30  - 34,Maschi,Fino a 3 mesi,126235,1272421,960432,5115534,328367752
2020,30  - 34,Maschi,Oltre 3 e fino a 6 mesi,112167,3045909,2388816,13281063,866313636
2020,30  - 34,Maschi,Oltre 6 e meno di 12 mesi,431395,20743457,18821896,106633320,8225622701
2020,30  - 34,Maschi,Anno intero,338402,17596895,17043971,104910756,10388149082
2020,35  - 39,Femmine,Fino a 3 mesi,120304,1385003,920076,5014010,284790558
2020,35  - 39,Femmine,Oltre 3 e fino a 6 mesi,112943,3177049,2199692,13381425,759497515
2020,35  - 39,Femmine,Oltre 6 e meno di 12 mesi,364903,17217175,13552435,87864316,5784871468
2020,35  - 39,Femmine,Anno intero,225752,11739096,10405098,70023454,6222655703
2020,35  - 39,Maschi,Fino a 3 mesi,107688,1096663,841786,4385204,292157022
2020,35  - 39,Maschi,Oltre 3 e fino a 6 mesi,100023,2754620,2201531,11884571,809824821
2020,35  - 39,Maschi,Oltre 6 e meno di 12 mesi,451894,21914533,20197327,112891934,9384529950
2020,35  - 39,Maschi,Anno intero,380794,19801286,19259852,118051611,13343751490
2020,40  - 44,Femmine,Fino a 3 mesi,106396,1180281,771103,4451105,243188433
2020,40  - 44,Femmine,Oltre 3 e fino a 6 mesi,104241,2925135,1967465,12397170,699478611
2020,40  - 44,Femmine,Oltre 6 e meno di 12 mesi,396946,18976590,14831379,97212982,6594833830
2020,40  - 44,Femmine,Anno intero,295923,15387981,13441091,91808535,8463782715
2020,40  - 44,Maschi,Fino a 3 mesi,102639,1048966,821171,4147663,287075762
2020,40  - 44,Maschi,Oltre 3 e fino a 6 mesi,97112,2706499,2206675,11554647,824823218
2020,40  - 44,Maschi,Oltre 6 e meno di 12 mesi,501975,24512041,22901639,126464690,11114662013
2020,40  - 44,Maschi,Anno intero,437273,22738189,22186186,135604359,16756655904
2020,45  - 49,Femmine,Fino a 3 mesi,101117,1107857,715464,4249560,226269437
2020,45  - 49,Femmine,Oltre 3 e fino a 6 mesi,100464,2827081,1853606,11974145,664376915
2020,45  - 49,Femmine,Oltre 6 e meno di 12 mesi,410737,19767858,15365563,101300464,7011030003
2020,45  - 49,Femmine,Anno intero,360158,18728198,16299459,111798008,10904689331
2020,45  - 49,Maschi,Fino a 3 mesi,101035,1034383,819079,4070125,292608216
2020,45  - 49,Maschi,Oltre 3 e fino a 6 mesi,95647,2684867,2217806,11386533,843837946
2020,45  - 49,Maschi,Oltre 6 e meno di 12 mesi,547601,26867073,25302352,138775027,12769257547
2020,45  - 49,Maschi,Anno intero,508587,26446518,25874195,157778911,21554130821
2020,50  - 54,Femmine,Fino a 3 mesi,85987,953391,614369,3602920,192373983
2020,50  - 54,Femmine,Oltre 3 e fino a 6 mesi,86053,2440647,1583488,10274246,566985725
2020,50  - 54,Femmine,Oltre 6 e meno di 12 mesi,354759,17128481,13307391,87745138,6116528309
2020,50  - 54,Femmine,Anno intero,333761,17355553,15052235,103647079,10249893382
2020,50  - 54,Maschi,Fino a 3 mesi,90761,935394,748239,3658773,267843984
2020,50  - 54,Maschi,Oltre 3 e fino a 6 mesi,86357,2437398,2031930,10286046,783079015
2020,50  - 54,Maschi,Oltre 6 e meno di 12 mesi,517508,25441754,24071110,131368834,12415047062
2020,50  - 54,Maschi,Anno intero,490659,25514264,24978770,152261728,22049750924
2020,55  - 59,Femmine,Fino a 3 mesi,65353,738758,485099,2749275,152366308
2020,55  - 59,Femmine,Oltre 3 e fino a 6 mesi,66539,1898454,1243034,7982941,452809748
2020,55  - 59,Femmine,Oltre 6 e meno di 12 mesi,257649,12414997,9643917,63582054,4475081676
