ele_t,sz_tot,sz_perv,vot_t,sk_bianche,sk_nulle,sk_contestate,voti_si,voti_no,n_comuni,perc_vot,perc_si,perc_no,perc_sz
45944473,61533,61532,27018877,59789,106756,264,12448216,14461375,7895,0.588076763879738,0.462594024561726,0.537405975438274,0.999983748557684
