"giorno","n"
"lunedì",17.5539568345324
"martedì",12.2302158273381
"mercoledì",9.35251798561151
"giovedì",10.6474820143885
"venerdì",35.8273381294964
"sabato",9.06474820143885
"domenica",5.32374100719424
