id,lon,lat,paese,t_2026,media_1991_2020,anomalia
eu_-2425_6550,-24.25,65.5,Islanda,8.3,7.23,1.06
eu_-2400_6475,-24,64.75,Islanda,8.98,8.15,0.83
eu_-2400_6500,-24,65,Islanda,9.36,8.43,0.92
eu_-2400_6550,-24,65.5,Islanda,8.46,7.41,1.05
eu_-2400_6575,-24,65.75,Islanda,8.13,7.05,1.08
eu_-2375_6475,-23.75,64.75,Islanda,8.92,8.1,0.82
eu_-2375_6500,-23.75,65,Islanda,9.02,8.16,0.86
eu_-2375_6550,-23.75,65.5,Islanda,8.34,7.26,1.08
eu_-2375_6575,-23.75,65.75,Islanda,8.39,7.19,1.2
eu_-2375_6600,-23.75,66,Islanda,7.46,6.42,1.04
eu_-2350_6475,-23.5,64.75,Islanda,8.83,8,0.83
eu_-2350_6500,-23.5,65,Islanda,8.83,7.96,0.87
eu_-2350_6550,-23.5,65.5,Islanda,8.41,7.19,1.22
eu_-2350_6575,-23.5,65.75,Islanda,8.54,7.19,1.35
eu_-2350_6600,-23.5,66,Islanda,7,5.95,1.06
eu_-2350_6625,-23.5,66.25,Islanda,7.03,6.17,0.86
eu_-2325_6475,-23.25,64.75,Islanda,8.74,7.94,0.81
eu_-2325_6500,-23.25,65,Islanda,8.74,7.93,0.82
eu_-2325_6550,-23.25,65.5,Islanda,8.54,7.15,1.39
eu_-2325_6575,-23.25,65.75,Islanda,7.8,6.28,1.52
eu_-2325_6600,-23.25,66,Islanda,6.77,5.57,1.2
eu_-2325_6625,-23.25,66.25,Islanda,7.03,6.17,0.86
eu_-2300_6475,-23,64.75,Islanda,8.69,7.95,0.75
eu_-2300_6500,-23,65,Islanda,8.66,7.93,0.73
eu_-2300_6550,-23,65.5,Islanda,8.46,7.04,1.42
eu_-2300_6575,-23,65.75,Islanda,7.14,5.56,1.58
eu_-2300_6600,-23,66,Islanda,7.2,5.78,1.42
eu_-2300_6625,-23,66.25,Islanda,6.82,5.94,0.89
eu_-2300_6650,-23,66.5,Islanda,6.32,5.65,0.67
eu_-2275_6375,-22.75,63.75,Islanda,10.21,9.28,0.93
eu_-2275_6400,-22.75,64,Islanda,10.26,9.29,0.97
eu_-2275_6475,-22.75,64.75,Islanda,9.06,8.34,0.72
eu_-2275_6500,-22.75,65,Islanda,8.67,7.98,0.69
eu_-2275_6550,-22.75,65.5,Islanda,8.41,7.11,1.31
eu_-2275_6575,-22.75,65.75,Islanda,7.4,5.87,1.54
eu_-2275_6600,-22.75,66,Islanda,8.15,6.6,1.55
eu_-2275_6625,-22.75,66.25,Islanda,6.68,5.58,1.1
eu_-2275_6650,-22.75,66.5,Islanda,6.11,5.36,0.75
eu_-2250_6375,-22.5,63.75,Islanda,10.18,9.29,0.89
eu_-2250_6400,-22.5,64,Islanda,10.16,9.27,0.89
eu_-2250_6475,-22.5,64.75,Islanda,9.87,9.09,0.78
eu_-2250_6500,-22.5,65,Islanda,9.05,8.36,0.68
eu_-2250_6525,-22.5,65.25,Islanda,8.81,7.96,0.86
eu_-2250_6550,-22.5,65.5,Islanda,8.04,6.85,1.18
eu_-2250_6575,-22.5,65.75,Islanda,7.57,6.14,1.43
eu_-2250_6600,-22.5,66,Islanda,7.8,6.38,1.41
eu_-2250_6625,-22.5,66.25,Islanda,6.09,5.1,1
eu_-2250_6650,-22.5,66.5,Islanda,6.11,5.49,0.62
eu_-2225_6375,-22.25,63.75,Islanda,10.08,9.26,0.82
eu_-2225_6400,-22.25,64,Islanda,10.12,9.3,0.82
eu_-2225_6450,-22.25,64.5,Islanda,10.67,9.62,1.04
eu_-2225_6475,-22.25,64.75,Islanda,10.11,9.25,0.87
eu_-2225_6500,-22.25,65,Islanda,9.08,8.39,0.69
eu_-2225_6525,-22.25,65.25,Islanda,8.01,7.2,0.81
eu_-2225_6550,-22.25,65.5,Islanda,8,6.85,1.15
eu_-2225_6575,-22.25,65.75,Islanda,7.1,5.77,1.33
eu_-2225_6600,-22.25,66,Islanda,6.48,5.36,1.12
eu_-2225_6625,-22.25,66.25,Islanda,4.85,4.25,0.6
eu_-2225_6650,-22.25,66.5,Islanda,5.76,4.96,0.8
eu_-2200_6375,-22,63.75,Islanda,9.88,9.13,0.75
eu_-2200_6400,-22,64,Islanda,9.97,9.21,0.76
eu_-2200_6425,-22,64.25,Islanda,10.7,9.79,0.91
eu_-2200_6450,-22,64.5,Islanda,10.41,9.44,0.97
eu_-2200_6475,-22,64.75,Islanda,9.51,8.69,0.82
eu_-2200_6500,-22,65,Islanda,8.95,8.23,0.73
eu_-2200_6525,-22,65.25,Islanda,7.89,7.03,0.86
eu_-2200_6550,-22,65.5,Islanda,7.91,6.88,1.03
eu_-2200_6575,-22,65.75,Islanda,6.83,5.61,1.22
eu_-2200_6600,-22,66,Islanda,6.08,4.94,1.13
eu_-2200_6625,-22,66.25,Islanda,5.99,5,1
eu_-2175_6375,-21.75,63.75,Islanda,9.64,8.97,0.67
eu_-2175_6400,-21.75,64,Islanda,9.56,8.89,0.67
eu_-2175_6425,-21.75,64.25,Islanda,10.12,9.27,0.84
eu_-2175_6450,-21.75,64.5,Islanda,10.03,9.11,0.92
eu_-2175_6475,-21.75,64.75,Islanda,9.4,8.56,0.84
eu_-2175_6500,-21.75,65,Islanda,8.88,8.1,0.78
eu_-2175_6525,-21.75,65.25,Islanda,8.09,7.26,0.84
eu_-2175_6550,-21.75,65.5,Islanda,7.39,6.6,0.79
eu_-2175_6575,-21.75,65.75,Islanda,6.97,6.05,0.92
eu_-2175_6600,-21.75,66,Islanda,6.19,5.28,0.91
eu_-2175_6625,-21.75,66.25,Islanda,6.11,5.2,0.91
eu_-2150_6375,-21.5,63.75,Islanda,9.55,8.95,0.6
eu_-2150_6400,-21.5,64,Islanda,9.4,8.83,0.57
eu_-2150_6425,-21.5,64.25,Islanda,9.54,8.77,0.77
eu_-2150_6450,-21.5,64.5,Islanda,9.72,8.83,0.89
eu_-2150_6475,-21.5,64.75,Islanda,9.73,8.88,0.85
eu_-2150_6500,-21.5,65,Islanda,8.23,7.52,0.7
eu_-2150_6525,-21.5,65.25,Islanda,8.2,7.49,0.72
eu_-2150_6550,-21.5,65.5,Islanda,7.27,6.66,0.61
eu_-2150_6575,-21.5,65.75,Islanda,7,6.36,0.64
eu_-2150_6600,-21.5,66,Islanda,6.19,5.59,0.6
eu_-2125_6375,-21.25,63.75,Islanda,9.72,9.16,0.56
eu_-2125_6400,-21.25,64,Islanda,9.69,9.13,0.56
eu_-2125_6425,-21.25,64.25,Islanda,9.22,8.57,0.65
eu_-2125_6450,-21.25,64.5,Islanda,9.31,8.44,0.87
eu_-2125_6475,-21.25,64.75,Islanda,9.6,8.75,0.85
eu_-2125_6500,-21.25,65,Islanda,8.01,7.32,0.69
eu_-2125_6525,-21.25,65.25,Islanda,8.33,7.72,0.61
eu_-2125_6550,-21.25,65.5,Islanda,7.67,7.12,0.55
eu_-2125_6575,-21.25,65.75,Islanda,7.16,6.57,0.59
eu_-2125_6600,-21.25,66,Islanda,6.59,5.97,0.62
eu_-2100_6375,-21,63.75,Islanda,9.98,9.49,0.49
eu_-2100_6400,-21,64,Islanda,10.06,9.53,0.53
eu_-2100_6425,-21,64.25,Islanda,8.96,8.4,0.56
eu_-2100_6450,-21,64.5,Islanda,8.32,7.28,1.04
eu_-2100_6475,-21,64.75,Islanda,8.75,7.78,0.97
eu_-2100_6500,-21,65,Islanda,8.28,7.38,0.9
eu_-2100_6525,-21,65.25,Islanda,8.59,8.03,0.56
eu_-2100_6550,-21,65.5,Islanda,7.67,7.1,0.57
eu_-2075_6375,-20.75,63.75,Islanda,10.14,9.7,0.44
eu_-2075_6400,-20.75,64,Islanda,10.03,9.6,0.43
eu_-2075_6425,-20.75,64.25,Islanda,9.11,8.42,0.7
eu_-2075_6450,-20.75,64.5,Islanda,7.26,5.9,1.36
eu_-2075_6475,-20.75,64.75,Islanda,7.83,6.67,1.16
eu_-2075_6500,-20.75,65,Islanda,8.35,7.3,1.05
eu_-2075_6525,-20.75,65.25,Islanda,8.66,8,0.66
eu_-2075_6550,-20.75,65.5,Islanda,7.39,6.86,0.53
eu_-2075_6575,-20.75,65.75,Islanda,7.72,7.12,0.61
eu_-2050_6350,-20.5,63.5,Islanda,10.21,9.71,0.5
eu_-2050_6375,-20.5,63.75,Islanda,10.26,9.87,0.39
eu_-2050_6400,-20.5,64,Islanda,10.08,9.67,0.41
eu_-2050_6425,-20.5,64.25,Islanda,9.6,8.89,0.71
eu_-2050_6450,-20.5,64.5,Islanda,6.54,5.21,1.33
eu_-2050_6475,-20.5,64.75,Islanda,6.26,4.94,1.33
eu_-2050_6500,-20.5,65,Islanda,7.97,6.9,1.07
eu_-2050_6525,-20.5,65.25,Islanda,8.38,7.55,0.83
eu_-2050_6550,-20.5,65.5,Islanda,8.11,7.54,0.57
eu_-2050_6575,-20.5,65.75,Islanda,7.87,7.24,0.63
eu_-2050_6600,-20.5,66,Islanda,7.73,6.97,0.76
eu_-2025_6350,-20.25,63.5,Islanda,10.17,9.44,0.73
eu_-2025_6375,-20.25,63.75,Islanda,10.27,9.81,0.45
eu_-2025_6400,-20.25,64,Islanda,10.08,9.57,0.51
eu_-2025_6425,-20.25,64.25,Islanda,9.58,8.95,0.64
eu_-2025_6450,-20.25,64.5,Islanda,6.59,5.3,1.29
eu_-2025_6475,-20.25,64.75,Islanda,4.11,3.11,1
eu_-2025_6500,-20.25,65,Islanda,7.26,6.08,1.18
eu_-2025_6525,-20.25,65.25,Islanda,8.23,7.25,0.98
eu_-2025_6550,-20.25,65.5,Islanda,8.51,7.84,0.67
eu_-2025_6575,-20.25,65.75,Islanda,7.71,7.07,0.64
eu_-2025_6600,-20.25,66,Islanda,7.79,7.15,0.64
eu_-2000_6350,-20,63.5,Islanda,9.35,8.71,0.64
eu_-2000_6375,-20,63.75,Islanda,9.21,8.66,0.55
eu_-2000_6400,-20,64,Islanda,9.35,8.85,0.5
eu_-2000_6425,-20,64.25,Islanda,8.8,8.14,0.67
eu_-2000_6450,-20,64.5,Islanda,7.14,5.66,1.48
eu_-2000_6475,-20,64.75,Islanda,3.39,2.41,0.98
eu_-2000_6500,-20,65,Islanda,6.29,5,1.29
eu_-2000_6525,-20,65.25,Islanda,8.29,7.29,1
eu_-2000_6550,-20,65.5,Islanda,8.24,7.42,0.82
eu_-2000_6575,-20,65.75,Islanda,7.7,6.88,0.82
eu_-2000_6600,-20,66,Islanda,8.04,7.41,0.64
eu_-1975_6350,-19.75,63.5,Islanda,8.11,7.69,0.41
eu_-1975_6375,-19.75,63.75,Islanda,7.73,6.99,0.74
eu_-1975_6400,-19.75,64,Islanda,8.14,7.36,0.79
eu_-1975_6425,-19.75,64.25,Islanda,8.21,7.54,0.67
eu_-1975_6450,-19.75,64.5,Islanda,7.62,6.06,1.56
eu_-1975_6475,-19.75,64.75,Islanda,5.08,3.6,1.48
eu_-1975_6500,-19.75,65,Islanda,6.32,4.98,1.34
eu_-1975_6525,-19.75,65.25,Islanda,8.11,7.06,1.06
eu_-1975_6550,-19.75,65.5,Islanda,8.4,7.43,0.97
eu_-1975_6575,-19.75,65.75,Islanda,8.06,7.06,1
eu_-1975_6600,-19.75,66,Islanda,8.26,7.36,0.91
eu_-1950_6350,-19.5,63.5,Islanda,6.92,6.65,0.27
eu_-1950_6375,-19.5,63.75,Islanda,6.07,5.42,0.65
eu_-1950_6400,-19.5,64,Islanda,6.85,5.97,0.88
eu_-1950_6425,-19.5,64.25,Islanda,8.21,7.58,0.63
eu_-1950_6450,-19.5,64.5,Islanda,7.13,5.86,1.27
eu_-1950_6475,-19.5,64.75,Islanda,6.28,4.6,1.68
eu_-1950_6500,-19.5,65,Islanda,7.25,5.9,1.35
eu_-1950_6525,-19.5,65.25,Islanda,7.73,6.61,1.12
eu_-1950_6550,-19.5,65.5,Islanda,8.78,7.67,1.11
eu_-1950_6575,-19.5,65.75,Islanda,9.25,8.09,1.16
eu_-1950_6600,-19.5,66,Islanda,8.26,7.05,1.2
eu_-1925_6350,-19.25,63.5,Islanda,5.12,4.78,0.35
eu_-1925_6375,-19.25,63.75,Islanda,4.29,3.82,0.47
eu_-1925_6400,-19.25,64,Islanda,5.67,5.05,0.62
eu_-1925_6425,-19.25,64.25,Islanda,8.18,7.59,0.6
eu_-1925_6450,-19.25,64.5,Islanda,6.64,5.55,1.09
eu_-1925_6475,-19.25,64.75,Islanda,4.95,3.59,1.36
eu_-1925_6500,-19.25,65,Islanda,7.03,5.55,1.48
eu_-1925_6525,-19.25,65.25,Islanda,7.61,6.33,1.28
eu_-1925_6550,-19.25,65.5,Islanda,8.18,6.8,1.38
eu_-1925_6575,-19.25,65.75,Islanda,8.26,6.77,1.49
eu_-1925_6600,-19.25,66,Islanda,7.45,6.29,1.16
eu_-1900_6350,-19,63.5,Islanda,6.11,5.93,0.19
eu_-1900_6375,-19,63.75,Islanda,4.32,4.11,0.21
eu_-1900_6400,-19,64,Islanda,5.63,5.18,0.46
eu_-1900_6425,-19,64.25,Islanda,7.68,6.89,0.79
eu_-1900_6450,-19,64.5,Islanda,6.77,5.65,1.12
eu_-1900_6475,-19,64.75,Islanda,2.58,1.72,0.86
eu_-1900_6500,-19,65,Islanda,5.22,3.78,1.43
eu_-1900_6525,-19,65.25,Islanda,7.25,5.64,1.61
eu_-1900_6550,-19,65.5,Islanda,6.77,5.12,1.65
eu_-1900_6575,-19,65.75,Islanda,6.25,4.7,1.54
eu_-1900_6600,-19,66,Islanda,6.54,5.34,1.2
eu_-1900_6625,-19,66.25,Islanda,7.07,6.33,0.74
eu_-1875_6350,-18.75,63.5,Islanda,8.11,7.96,0.15
eu_-1875_6375,-18.75,63.75,Islanda,6.83,6.64,0.19
eu_-1875_6400,-18.75,64,Islanda,6.35,5.86,0.49
eu_-1875_6425,-18.75,64.25,Islanda,7.08,6.25,0.83
eu_-1875_6450,-18.75,64.5,Islanda,6.76,5.59,1.18
eu_-1875_6475,-18.75,64.75,Islanda,2.57,1.73,0.85
eu_-1875_6500,-18.75,65,Islanda,4.45,3.06,1.38
eu_-1875_6525,-18.75,65.25,Islanda,6.21,4.46,1.75
eu_-1875_6550,-18.75,65.5,Islanda,5.72,4.01,1.71
eu_-1875_6575,-18.75,65.75,Islanda,5.53,4.01,1.52
eu_-1875_6600,-18.75,66,Islanda,6.35,4.92,1.43
eu_-1875_6625,-18.75,66.25,Islanda,7.07,6.33,0.74
eu_-1850_6350,-18.5,63.5,Islanda,9.4,9.02,0.37
eu_-1850_6375,-18.5,63.75,Islanda,8.82,8.46,0.36
eu_-1850_6400,-18.5,64,Islanda,6.65,6.3,0.36
eu_-1850_6425,-18.5,64.25,Islanda,6.32,5.5,0.82
eu_-1850_6450,-18.5,64.5,Islanda,5.68,4.76,0.92
eu_-1850_6475,-18.5,64.75,Islanda,4.12,3.12,1.01
eu_-1850_6500,-18.5,65,Islanda,5.22,3.76,1.45
eu_-1850_6525,-18.5,65.25,Islanda,5.69,4.04,1.65
eu_-1850_6550,-18.5,65.5,Islanda,6.14,4.48,1.66
eu_-1850_6575,-18.5,65.75,Islanda,6.65,5.05,1.6
eu_-1850_6600,-18.5,66,Islanda,7.47,5.89,1.58
eu_-1825_6350,-18.25,63.5,Islanda,9.72,9.18,0.55
eu_-1825_6375,-18.25,63.75,Islanda,9.03,8.7,0.34
eu_-1825_6400,-18.25,64,Islanda,6.84,6.44,0.4
eu_-1825_6425,-18.25,64.25,Islanda,5.37,4.61,0.76
eu_-1825_6450,-18.25,64.5,Islanda,4.54,3.81,0.73
eu_-1825_6475,-18.25,64.75,Islanda,4.74,3.55,1.2
eu_-1825_6500,-18.25,65,Islanda,5.28,3.91,1.37
eu_-1825_6525,-18.25,65.25,Islanda,5.4,3.96,1.44
eu_-1825_6550,-18.25,65.5,Islanda,6.8,5.27,1.53
eu_-1825_6575,-18.25,65.75,Islanda,7.79,6.18,1.62
eu_-1825_6600,-18.25,66,Islanda,7.54,6.07,1.47
eu_-1825_6625,-18.25,66.25,Islanda,7.2,5.74,1.46
eu_-1800_6350,-18,63.5,Islanda,9.96,9.6,0.36
eu_-1800_6375,-18,63.75,Islanda,9.66,9.31,0.35
eu_-1800_6400,-18,64,Islanda,7.32,6.75,0.58
eu_-1800_6425,-18,64.25,Islanda,3.6,3.03,0.57
eu_-1800_6450,-18,64.5,Islanda,3.08,2.4,0.69
eu_-1800_6475,-18,64.75,Islanda,3.95,2.84,1.11
eu_-1800_6500,-18,65,Islanda,4.88,3.7,1.19
eu_-1800_6525,-18,65.25,Islanda,4.88,3.61,1.27
eu_-1800_6550,-18,65.5,Islanda,6.33,5.03,1.3
eu_-1800_6575,-18,65.75,Islanda,7.7,6.27,1.43
eu_-1800_6600,-18,66,Islanda,6.6,5.25,1.35
eu_-1800_6625,-18,66.25,Islanda,7,5.58,1.42
eu_-1775_6350,-17.75,63.5,Islanda,9.9,9.47,0.43
eu_-1775_6375,-17.75,63.75,Islanda,10.1,9.64,0.47
eu_-1775_6400,-17.75,64,Islanda,7.18,6.84,0.34
eu_-1775_6425,-17.75,64.25,Islanda,2.22,1.75,0.48
eu_-1775_6450,-17.75,64.5,Islanda,1.14,0.47,0.67
eu_-1775_6475,-17.75,64.75,Islanda,2.88,1.99,0.89
eu_-1775_6500,-17.75,65,Islanda,5.08,3.99,1.09
eu_-1775_6525,-17.75,65.25,Islanda,4.96,3.77,1.19
eu_-1775_6550,-17.75,65.5,Islanda,5.93,4.76,1.17
eu_-1775_6575,-17.75,65.75,Islanda,7.48,6.02,1.46
eu_-1775_6600,-17.75,66,Islanda,6.86,5.41,1.45
eu_-1750_6375,-17.5,63.75,Islanda,9.85,9.32,0.54
eu_-1750_6400,-17.5,64,Islanda,7.41,6.85,0.56
eu_-1750_6425,-17.5,64.25,Islanda,1.86,1.43,0.44
eu_-1750_6450,-17.5,64.5,Islanda,-0.33,-0.83,0.5
eu_-1750_6475,-17.5,64.75,Islanda,1.9,1.2,0.7
eu_-1750_6500,-17.5,65,Islanda,5.2,4.15,1.05
eu_-1750_6525,-17.5,65.25,Islanda,6.26,5.08,1.18
eu_-1750_6550,-17.5,65.5,Islanda,7.08,5.8,1.28
eu_-1750_6575,-17.5,65.75,Islanda,8.34,6.87,1.47
eu_-1750_6600,-17.5,66,Islanda,8.04,6.65,1.39
eu_-1725_6375,-17.25,63.75,Islanda,8.34,7.75,0.59
eu_-1725_6400,-17.25,64,Islanda,7.69,7.01,0.68
eu_-1725_6425,-17.25,64.25,Islanda,2.15,1.66,0.49
eu_-1725_6450,-17.25,64.5,Islanda,-0.48,-0.93,0.46
eu_-1725_6475,-17.25,64.75,Islanda,1.42,0.85,0.57
eu_-1725_6500,-17.25,65,Islanda,4.49,3.67,0.83
eu_-1725_6525,-17.25,65.25,Islanda,7.26,6.15,1.1
eu_-1725_6550,-17.25,65.5,Islanda,8.21,6.98,1.23
eu_-1725_6575,-17.25,65.75,Islanda,8.74,7.44,1.3
eu_-1725_6600,-17.25,66,Islanda,8.21,7.01,1.2
eu_-1725_6625,-17.25,66.25,Islanda,8.03,6.91,1.13
eu_-1700_6375,-17,63.75,Islanda,9.87,9.31,0.56
eu_-1700_6400,-17,64,Islanda,6.85,6.24,0.61
eu_-1700_6425,-17,64.25,Islanda,1.29,0.79,0.51
eu_-1700_6450,-17,64.5,Islanda,-0.6,-1.08,0.48
eu_-1700_6475,-17,64.75,Islanda,1.71,1.16,0.55
eu_-1700_6500,-17,65,Islanda,3.9,3.24,0.65
eu_-1700_6525,-17,65.25,Islanda,6.91,5.86,1.05
eu_-1700_6550,-17,65.5,Islanda,7.84,6.67,1.17
eu_-1700_6575,-17,65.75,Islanda,7.99,6.73,1.26
eu_-1700_6600,-17,66,Islanda,7.9,6.78,1.13
eu_-1700_6625,-17,66.25,Islanda,7.97,7.18,0.79
eu_-1675_6375,-16.75,63.75,Islanda,6.88,6.27,0.6
eu_-1675_6400,-16.75,64,Islanda,5.38,4.83,0.55
eu_-1675_6425,-16.75,64.25,Islanda,0.61,0.11,0.5
eu_-1675_6450,-16.75,64.5,Islanda,-0.66,-1.13,0.47
eu_-1675_6475,-16.75,64.75,Islanda,1.99,1.53,0.46
eu_-1675_6500,-16.75,65,Islanda,3.94,3.37,0.57
eu_-1675_6525,-16.75,65.25,Islanda,6.12,5.21,0.92
eu_-1675_6550,-16.75,65.5,Islanda,7.09,6.06,1.03
eu_-1675_6575,-16.75,65.75,Islanda,7.57,6.45,1.11
eu_-1675_6600,-16.75,66,Islanda,8.44,7.57,0.87
eu_-1675_6625,-16.75,66.25,Islanda,8.21,7.44,0.77
eu_-1650_6375,-16.5,63.75,Islanda,5.86,5.2,0.65
eu_-1650_6400,-16.5,64,Islanda,5.39,4.71,0.69
eu_-1650_6425,-16.5,64.25,Islanda,1.7,1.14,0.56
eu_-1650_6450,-16.5,64.5,Islanda,0.02,-0.47,0.49
eu_-1650_6475,-16.5,64.75,Islanda,2.41,2.09,0.32
eu_-1650_6500,-16.5,65,Islanda,4.64,4.06,0.58
eu_-1650_6525,-16.5,65.25,Islanda,6.09,5.37,0.72
eu_-1650_6550,-16.5,65.5,Islanda,7.09,6.19,0.9
eu_-1650_6575,-16.5,65.75,Islanda,7.85,6.91,0.94
eu_-1650_6600,-16.5,66,Islanda,8.51,7.78,0.72
eu_-1650_6625,-16.5,66.25,Islanda,8.58,7.93,0.65
eu_-1650_6650,-16.5,66.5,Islanda,7.85,7.39,0.45
eu_-1625_6400,-16.25,64,Islanda,6.8,6.07,0.72
eu_-1625_6425,-16.25,64.25,Islanda,2.72,2.21,0.52
eu_-1625_6450,-16.25,64.5,Islanda,0.57,0.08,0.49
eu_-1625_6475,-16.25,64.75,Islanda,2.9,2.57,0.34
eu_-1625_6500,-16.25,65,Islanda,5.27,4.73,0.54
eu_-1625_6525,-16.25,65.25,Islanda,6.74,6.08,0.66
eu_-1625_6550,-16.25,65.5,Islanda,7.35,6.66,0.69
eu_-1625_6575,-16.25,65.75,Islanda,7.65,6.86,0.79
eu_-1625_6600,-16.25,66,Islanda,7.6,6.81,0.8
eu_-1625_6625,-16.25,66.25,Islanda,8.07,7.42,0.65
eu_-1625_6650,-16.25,66.5,Islanda,7.85,7.44,0.41
eu_-1600_6400,-16,64,Islanda,8.2,7.37,0.83
eu_-1600_6425,-16,64.25,Islanda,3.94,3.58,0.36
eu_-1600_6450,-16,64.5,Islanda,0.88,0.41,0.47
eu_-1600_6475,-16,64.75,Islanda,3.32,2.96,0.36
eu_-1600_6500,-16,65,Islanda,5.3,4.75,0.54
eu_-1600_6525,-16,65.25,Islanda,6.79,6.11,0.68
eu_-1600_6550,-16,65.5,Islanda,6.81,6.27,0.54
eu_-1600_6575,-16,65.75,Islanda,6.6,5.92,0.68
eu_-1600_6600,-16,66,Islanda,7.03,6.21,0.83
eu_-1600_6625,-16,66.25,Islanda,7.91,7.33,0.58
eu_-1600_6650,-16,66.5,Islanda,7.71,7.38,0.32
eu_-1575_6425,-15.75,64.25,Islanda,6.38,5.96,0.41
eu_-1575_6450,-15.75,64.5,Islanda,1.85,1.47,0.38
eu_-1575_6475,-15.75,64.75,Islanda,3.32,3.05,0.27
eu_-1575_6500,-15.75,65,Islanda,5.19,4.7,0.49
eu_-1575_6525,-15.75,65.25,Islanda,6.35,5.74,0.61
eu_-1575_6550,-15.75,65.5,Islanda,5.98,5.42,0.57
eu_-1575_6575,-15.75,65.75,Islanda,5.67,5.08,0.59
eu_-1575_6600,-15.75,66,Islanda,7.1,6.42,0.67
eu_-1575_6625,-15.75,66.25,Islanda,8.03,7.61,0.41
eu_-1575_6650,-15.75,66.5,Islanda,7.65,7.35,0.29
eu_-1550_6425,-15.5,64.25,Islanda,8.12,7.83,0.29
eu_-1550_6450,-15.5,64.5,Islanda,3.36,3.28,0.09
eu_-1550_6475,-15.5,64.75,Islanda,3.43,3.22,0.21
eu_-1550_6500,-15.5,65,Islanda,5.41,4.87,0.54
eu_-1550_6525,-15.5,65.25,Islanda,6.28,5.69,0.59
eu_-1550_6550,-15.5,65.5,Islanda,6.12,5.51,0.61
eu_-1550_6575,-15.5,65.75,Islanda,5.67,5.11,0.56
eu_-1550_6600,-15.5,66,Islanda,6.84,6.31,0.53
eu_-1550_6625,-15.5,66.25,Islanda,7.9,7.63,0.26
eu_-1525_6425,-15.25,64.25,Islanda,8.2,7.97,0.23
eu_-1525_6450,-15.25,64.5,Islanda,4.63,4.63,-0
eu_-1525_6475,-15.25,64.75,Islanda,3.87,3.67,0.2
eu_-1525_6500,-15.25,65,Islanda,5.54,4.98,0.56
eu_-1525_6525,-15.25,65.25,Islanda,6.05,5.42,0.62
eu_-1525_6550,-15.25,65.5,Islanda,6.38,5.81,0.57
eu_-1525_6575,-15.25,65.75,Islanda,6.31,5.78,0.53
eu_-1525_6600,-15.25,66,Islanda,6.5,5.99,0.51
eu_-1525_6625,-15.25,66.25,Islanda,7.35,7.13,0.22
eu_-1500_6425,-15,64.25,Islanda,8.04,7.73,0.31
eu_-1500_6450,-15,64.5,Islanda,5.74,5.56,0.18
eu_-1500_6475,-15,64.75,Islanda,4.19,4.02,0.17
eu_-1500_6500,-15,65,Islanda,5.49,5.1,0.4
eu_-1500_6525,-15,65.25,Islanda,5.79,5.19,0.6
eu_-1500_6550,-15,65.5,Islanda,5.66,5.07,0.6
eu_-1500_6575,-15,65.75,Islanda,6.81,6.28,0.53
eu_-1500_6600,-15,66,Islanda,6.5,5.97,0.53
eu_-1500_6625,-15,66.25,Islanda,7.19,6.95,0.24
eu_-1475_6425,-14.75,64.25,Islanda,7,6.67,0.32
eu_-1475_6450,-14.75,64.5,Islanda,6.89,6.48,0.41
eu_-1475_6475,-14.75,64.75,Islanda,4.8,4.7,0.1
eu_-1475_6500,-14.75,65,Islanda,5.66,5.43,0.23
eu_-1475_6525,-14.75,65.25,Islanda,6.39,5.89,0.5
eu_-1475_6550,-14.75,65.5,Islanda,5.75,5.12,0.63
eu_-1475_6575,-14.75,65.75,Islanda,6.21,5.75,0.46
eu_-1475_6600,-14.75,66,Islanda,6.76,6.21,0.54
eu_-1475_6625,-14.75,66.25,Islanda,6.81,6.38,0.44
eu_-1475_6650,-14.75,66.5,Islanda,7.19,6.95,0.24
eu_-1450_6450,-14.5,64.5,Islanda,7.3,6.91,0.39
eu_-1450_6475,-14.5,64.75,Islanda,6.14,5.92,0.23
eu_-1450_6500,-14.5,65,Islanda,5.63,5.45,0.18
eu_-1450_6525,-14.5,65.25,Islanda,6.83,6.39,0.44
eu_-1450_6550,-14.5,65.5,Islanda,7.1,6.52,0.58
eu_-1450_6575,-14.5,65.75,Islanda,6.89,6.35,0.54
eu_-1450_6625,-14.5,66.25,Islanda,6.76,6.21,0.54
eu_-1425_6475,-14.25,64.75,Islanda,7.18,6.75,0.43
eu_-1425_6500,-14.25,65,Islanda,5.68,5.45,0.23
eu_-1425_6525,-14.25,65.25,Islanda,5.99,5.64,0.35
eu_-1425_6550,-14.25,65.5,Islanda,7.35,6.8,0.55
eu_-1425_6575,-14.25,65.75,Islanda,7.27,6.76,0.52
eu_-1400_6475,-14,64.75,Islanda,7.28,6.85,0.42
eu_-1400_6500,-14,65,Islanda,6.51,6.15,0.37
eu_-1400_6525,-14,65.25,Islanda,5.63,5.4,0.23
eu_-1400_6550,-14,65.5,Islanda,6.38,5.84,0.53
eu_-1400_6575,-14,65.75,Islanda,6.95,6.41,0.54
eu_-1375_6475,-13.75,64.75,Islanda,7.13,6.72,0.42
eu_-1375_6500,-13.75,65,Islanda,7.19,6.75,0.43
eu_-1375_6525,-13.75,65.25,Islanda,6.55,6.27,0.28
eu_-1375_6550,-13.75,65.5,Islanda,6.82,6.25,0.56
eu_-1350_6500,-13.5,65,Islanda,7.56,7.11,0.45
